-----
{
 "description": "The table refers to District wise Construction of Dugwells over the years. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwlState1.1.csv", 
 "title": "Download CSV for Districtwise Construction of Dugwells over the years", 
 "url": "http://data.gov.in/sites/default/files/dgwlState1.1.csv"
}
-----
"State","District","Upto 1993-94","During 1994-95","During 1995-96","During 1996-97","During 1997-98","During 1998-99","During 1999-00","During 2000-01","Total (1994-01)"
"RAJASTHAN","UDAIPUR",54743,3406,1571,1048,698,380,290,232,62368
"TAMIL NADU","COIMBATORE",103066,1833,1562,274,337,210,105,54,107441
"TAMIL NADU","CUDDALORE",10379,465,354,284,247,159,31,13,11932
"TAMIL NADU","DHARMAPURI",110678,6327,2978,2064,1392,837,442,676,125394
"TAMIL NADU","DINDIGUL",92108,2108,1330,555,459,418,271,78,97327
"TAMIL NADU","ERODE",114469,3592,3802,1078,429,340,309,178,124197
"TAMIL NADU","KANCHEEPURAM",42845,1953,1314,811,526,415,161,78,48103
"TAMIL NADU","KANYAKUMARI",2670,164,111,128,94,14,11,8,3200
"TAMIL NADU","KARUR",45705,752,690,283,211,142,97,91,47971
"TAMIL NADU","MADURAI",50951,903,646,443,227,124,84,296,53674
"TAMIL NADU","NAGAPATTINAM",5614,51,4,5,0,1,1,0,5676
"TAMIL NADU","NAMAKKAL",58466,949,783,209,240,56,136,25,60864
"TAMIL NADU","NILGIRIS",7,1,4,1,2,0,0,965,980
"TAMIL NADU","PERAMBALUR",44449,909,607,959,290,177,83,51,47525
"TAMIL NADU","PUDUKKOTTAI",39086,1374,1435,606,511,191,92,77,43372
"TAMIL NADU","RAMANATHAPURAM",6642,427,250,206,156,115,69,42,7907
"TAMIL NADU","SALEM",96758,2025,1778,744,215,99,42,65,101726
"TAMIL NADU","SIVAGANGA",15231,1390,770,599,331,134,215,91,18761
"TAMIL NADU","THANJAVUR",3360,411,464,334,119,94,46,10,4838
"TAMIL NADU","THENI",24064,1110,556,208,51,38,28,5,26060
"TAMIL NADU","THIRUVALLUR",19874,414,450,433,243,152,48,23,21637
"TAMIL NADU","THIRUVARUR",180,24,24,9,35,11,9,7,299
"TAMIL NADU","TIRUCHIRAPPALLI",73799,1855,989,389,270,199,98,54,77653
"TAMIL NADU","TIRUNELVELI",86100,963,1107,280,189,118,65,130,88952
"TAMIL NADU","TIRUVANNAMALAI",153947,8384,3177,1113,668,430,275,1477,169471
"TAMIL NADU","TUTICORIN DISTRICT",30603,382,453,183,62,42,25,10,31760
"TAMIL NADU","VELLORE",123640,1740,727,479,405,447,194,146,127778
"TAMIL NADU","VILLUPPURAM",135509,9367,4857,3772,1811,941,383,197,156837
"TAMIL NADU","VIRUDHUNAGAR",43639,288,306,100,66,74,38,655,45166
"TRIPURA","DHALAI",0,0,0,0,4,1,0,0,5
"TRIPURA","SOUTH TRIPURA",1,21,24,10,28,61,53,8,206
"TRIPURA","WEST TRIPURA",2,1,4,5,11,8,11,6,48
"UTTAR PRADESH","AGRA",747,233,194,259,138,85,74,19,1749
"UTTAR PRADESH","ALIGARH",2,64,0,0,1,0,0,0,67
"UTTAR PRADESH","ALLAHABAD",1368,422,358,251,191,198,52,34,2874
"UTTAR PRADESH","AMBEDAKAR NAGAR",94,17,4,4,0,0,2,0,121
"UTTAR PRADESH","AZAMGARH",8,0,3,0,0,0,0,0,11
"UTTAR PRADESH","BAGHPAT",47,2,5,0,6,6,3,10,79
"UTTAR PRADESH","BAHARAICH",54,11,4,0,0,0,0,0,69
"UTTAR PRADESH","BALLIA",679,12,4,12,22,2,0,1,732
"UTTAR PRADESH","BALRAMPUR",117,1,3,1,0,0,0,0,122
"UTTAR PRADESH","BANDA",1224,301,366,334,313,253,142,99,3032
"UTTAR PRADESH","BARABANKI",132,96,84,49,39,34,17,15,466
"UTTAR PRADESH","BAREILLY",20,10,8,12,15,8,10,6,89
"UTTAR PRADESH","BASTI",7,18,3,4,3,2,1,6,44
"UTTAR PRADESH","CHANDAULI",374,16,11,8,2,5,7,8,431
"UTTAR PRADESH","CHITRAKOOT",1628,468,437,451,294,196,93,103,3670
"UTTAR PRADESH","DEORIA",10,2,13,1,0,0,0,1,27
"UTTAR PRADESH","FAIZABAD",294,46,12,8,10,4,1,0,375
"UTTAR PRADESH","FARRUKHABAD",18,8,3,0,0,0,0,0,29
"UTTAR PRADESH","FATEHPUR",335,142,145,62,21,14,19,33,771
"UTTAR PRADESH","FIROZABAD",37,9,3,4,1,3,3,1,61
"UTTAR PRADESH","GHAZIPUR",78,0,0,0,0,0,0,0,78
"UTTAR PRADESH","GONDA",14,0,0,0,0,0,0,0,14
"UTTAR PRADESH","GORAKHPUR",37,16,13,10,2,4,1,2,85
"UTTAR PRADESH","HAMIRPUR",1409,377,290,172,148,314,104,66,2880
"UTTAR PRADESH","HARDOI",332,8,9,11,12,1,0,0,373
"UTTAR PRADESH","JALAUN",1347,329,308,267,171,160,131,120,2833
"UTTAR PRADESH","JAUNPUR",1794,46,32,40,34,20,7,5,1978
"UTTAR PRADESH","JHANSI",16779,2285,1958,1318,1038,874,573,679,25504
"UTTAR PRADESH","KANNAUJ",34,15,7,0,1,0,0,0,57
"UTTAR PRADESH","KANPUR DEHAT",90,45,24,4,2,3,0,8,176
"UTTAR PRADESH","KANPUR NAGAR",137,12,9,1,0,0,0,7,166
"UTTAR PRADESH","KAUSHAMBI",15,0,0,0,0,0,0,0,15
"UTTAR PRADESH","KHERI",110,14,17,15,11,0,0,1,168
"UTTAR PRADESH","LALITPUR",19398,2209,1395,906,478,402,184,401,25373
"UTTAR PRADESH","LUCKNOW",36,2,5,5,2,0,0,2,52
"UTTAR PRADESH","MAHARAJ GANJ",37,0,1,5,2,2,0,0,47
"UTTAR PRADESH","MAHOBA",8238,1194,1127,1009,930,968,832,886,15184
"UTTAR PRADESH","MAINPURI",4,0,0,0,0,0,0,0,4
"UTTAR PRADESH","MATHURA",44,48,89,98,82,49,7,5,422
"UTTAR PRADESH","MAU",73,9,14,4,8,4,8,10,130
"UTTAR PRADESH","MEERUT",16,4,0,0,0,0,0,2,22
"UTTAR PRADESH","MIRZAPUR",8935,1966,1738,1329,854,573,507,1003,16905
"UTTAR PRADESH","MUZZAFARNAGAR",88,0,1,25,45,46,17,8,230
"UTTAR PRADESH","PRATAPGARH",129,27,4,4,1,1,2,0,168
"UTTAR PRADESH","RAEBARELI",5146,5,36,13,18,4,6,1,5229
"UTTAR PRADESH","SANT KABIR NAGAR",179,49,26,19,18,12,5,12,320
"UTTAR PRADESH","SANT RAVI DAS NAGAR",46,6,3,3,4,1,1,1,65
"UTTAR PRADESH","SHRAWASTI",40,0,0,1,0,6,0,1,48
"UTTAR PRADESH","SIDDHARTH NAGAR",208,54,49,51,32,11,11,12,428
"UTTAR PRADESH","SONBHADRA",4629,1229,1120,646,554,406,245,289,9118
"UTTAR PRADESH","SULTANPUR",810,8,8,12,15,0,0,0,853
"UTTAR PRADESH","UNNAO",41,47,28,29,34,11,26,12,228
"UTTAR PRADESH","VARANASI",338,35,20,11,9,9,1,8,431
"UTTARANCHAL","DEHRA DUN",8,0,1,1,1,5,0,3,19
"UTTARANCHAL","HARIDWAR",111,32,31,8,14,3,4,39,242
"UTTARANCHAL","NAINITAL",1,0,0,0,0,0,0,0,1
"UTTARANCHAL","PAURI",1,0,0,0,0,0,0,0,1
"UTTARANCHAL","UDHAM SINGH NAGAR",357,37,17,113,19,10,12,9,574
"WEST BENGAL","BANKURA",3845,376,273,224,207,204,62,35,5226
"WEST BENGAL","BIRBHUM",413,32,36,13,27,16,2,0,539
"WEST BENGAL","BURDWAN",75,3,2,3,4,0,1,0,88
"WEST BENGAL","COOCHBEHAR",1514,365,374,313,410,404,407,2982,6769
"WEST BENGAL","DAKSHIN DINAJPUR",74,13,5,12,21,0,0,0,125
"WEST BENGAL","DARJEELING",106,8,23,17,43,19,23,14,253
"WEST BENGAL","HOOGHLY",18,0,0,0,0,2,0,1,21
"WEST BENGAL","JALPAIGURI",1465,518,455,474,397,357,202,179,4047
"WEST BENGAL","MALDA",0,1,0,0,0,0,0,0,1
"WEST BENGAL","MIDNAPORE",5417,1078,739,648,507,346,180,66,8981
"WEST BENGAL","MURSHIDABAD",1,0,0,0,0,0,0,0,1
"WEST BENGAL","NADIA",2,0,0,0,0,0,0,0,2
"WEST BENGAL","PURULIA",10659,782,541,391,257,229,252,211,13322
"WEST BENGAL","UTTAR DINAJPUR",0,1,1,0,0,0,0,0,2
