-----
{
 "description": "The table refers to District wise Distribution of Surface Lift Schemes according to ownership. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftstate5.2.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Lift Schemes according to ownership", 
 "url": "http://data.gov.in/sites/default/files/srfcliftstate5.2.csv"
}
-----
"State","District","Government","Cooperative Societies","Panchayat","Group of farmers","Individual farmers","Others","Total"
"UTTAR PRADESH","SIDDHARTH NAGAR",12,0,0,0,61,0,73
"UTTAR PRADESH","SONBHADRA",0,0,0,0,1344,0,1344
"UTTAR PRADESH","SULTANPUR",0,0,0,0,2,0,2
"UTTAR PRADESH","VARANASI",0,0,0,0,14,0,14
"UTTARANCHAL","ALMORA",77,1,2,1,1,0,82
"UTTARANCHAL","BAGESHWAR",43,0,1,1,2,0,47
"UTTARANCHAL","CHAMOLI",58,0,1,0,0,0,59
"UTTARANCHAL","CHAMPAWAT",12,0,0,0,0,0,12
"UTTARANCHAL","DEHRA DUN",10,0,0,0,23,0,33
"UTTARANCHAL","HARIDWAR",2,0,0,0,0,0,2
"UTTARANCHAL","NAINITAL",81,0,0,0,4,0,85
"UTTARANCHAL","PAURI",95,1,0,3,0,0,99
"UTTARANCHAL","PITHORAGARH",58,2,42,1,1,0,104
"UTTARANCHAL","RUDHARAPARYAG",13,0,2,0,0,0,15
"UTTARANCHAL","TEHARI GARHWAL",59,0,2,0,0,0,61
"UTTARANCHAL","UDHAM SINGH NAGAR",37,2,0,10,29,5,83
"UTTARANCHAL","UTTARKASHI",23,1,2,0,0,0,26
"WEST BENGAL","BANKURA",314,8,26,1157,415,170,2090
"WEST BENGAL","BIRBHUM",515,19,7,6443,1751,52,8787
"WEST BENGAL","BURDWAN",343,7,40,2877,983,41,4291
"WEST BENGAL","COOCHBEHAR",193,1,96,83,575,75,1023
"WEST BENGAL","DAKSHIN DINAJPUR",575,1,334,658,2947,35,4550
"WEST BENGAL","DARJEELING",21,1,9,2,54,29,116
"WEST BENGAL","HAORA",126,30,35,236,8909,54,9390
"WEST BENGAL","HOOGHLY",651,12,51,2502,5761,43,9020
"WEST BENGAL","JALPAIGURI",205,1,49,7,508,49,819
"WEST BENGAL","MALDA",436,0,462,155,2998,36,4087
"WEST BENGAL","MIDNAPORE",965,36,146,7118,25482,609,34356
"WEST BENGAL","MURSHIDABAD",381,3,38,321,1083,32,1858
"WEST BENGAL","NADIA",335,6,0,3,24,3,371
"WEST BENGAL","NORTH 24 PARGANAS",162,1,1,28,838,3,1033
"WEST BENGAL","PURULIA",168,1,6,107,29,2,313
"WEST BENGAL","SOUTH 24 PARGANAS",211,4,212,3452,21108,123,25110
"WEST BENGAL","UTTAR DINAJPUR",120,0,28,28,201,4,381
