-----
{
 "description": "The table refers to Block wise Dugwells in the command of Major/Medium Projects and Supplimentary Irrigation. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.14.csv", 
 "title": "Download CSV for Blockwise Dugwells in the command of Major/Medium Projects and Supplimentary Irrigation", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Location of Tubewell (Nos) - Inside Command,Location of Tubewell (Nos) - Outside Command,Total,Supplementary Irrigation (Ha) - Kharif,Supplementary Irrigation (Ha) - Rabi,Supplementary Irrigation (Ha) - Perennial,Supplementary Irrigation (Ha) - Others,Total
BIHAR,VAISHALI,GORAUL,0,1,1,0,0,0,0,0
BIHAR,VAISHALI,HAJIPUR,39,58,97,0,0,0,0,0
BIHAR,VAISHALI,LALGANJ,0,16,16,0,0,0,0,0
BIHAR,VAISHALI,MAHNAR,2,34,36,0,0,0,0,0
BIHAR,VAISHALI,PATEDHI BELSAR,0,1,1,0,0,0,0,0
BIHAR,VAISHALI,PATEPUR,0,103,103,0,0,0,0,0
BIHAR,VAISHALI,SAHDEI BUZURG,0,7,7,0,0,0,0,0
CHHATTISGARH,BASTER,JAGDALPUR,465,1111,1576,0,10,0,0,10
CHHATTISGARH,BASTER,KESHKAL,310,754,1064,0,0,0,0,0
CHHATTISGARH,BASTER,KONDAGAON,120,800,920,0,2,0,0,2
CHHATTISGARH,BASTER,NARAYANPUR,246,157,403,0,0,0,0,0
CHHATTISGARH,BILASPUR,BELHA,5,421,426,0,0,0,0,0
CHHATTISGARH,BILASPUR,BILASPUR,95,1705,1800,21,40,1,0,62
CHHATTISGARH,BILASPUR,KOTA,8,355,363,0,0,0,0,0
CHHATTISGARH,BILASPUR,LORMI,351,2035,2386,108,5,4,0,117
CHHATTISGARH,BILASPUR,MASTURI,30,275,305,12,0,0,0,12
CHHATTISGARH,BILASPUR,MUNGELI,181,1802,1983,39,18,2,0,58
CHHATTISGARH,BILASPUR,PENDRA-ROAD,42,1654,1696,35,31,0,0,66
CHHATTISGARH,BILASPUR,TAKHATPUR,53,1266,1319,0,0,0,0,0
CHHATTISGARH,DANTEWADA,BEEJAPUR,15,135,150,0,0,0,0,0
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,66,286,352,0,0,0,0,0
CHHATTISGARH,DANTEWADA,DANTEVADA,52,3,55,0,0,0,0,0
CHHATTISGARH,DANTEWADA,KONTA,79,37,116,0,0,0,0,0
CHHATTISGARH,DHAMTARI,DHAMTARI,233,568,801,75,1,0,0,76
CHHATTISGARH,DHAMTARI,KURUD,1063,1531,2594,908,20,0,0,928
CHHATTISGARH,DHAMTARI,NAGARI,194,2230,2424,37,0,0,0,37
CHHATTISGARH,DURG,BALOD,414,1639,2053,138,1,0,1,140
CHHATTISGARH,DURG,BEMETARA,0,17,17,0,0,0,0,0
CHHATTISGARH,DURG,BERLA,265,742,1007,0,0,0,0,0
CHHATTISGARH,DURG,DHMADHA,158,498,656,12,0,0,0,12
CHHATTISGARH,DURG,DONDILOHAR,63,115,178,0,0,0,0,0
CHHATTISGARH,DURG,DURG,150,846,996,78,24,0,2,104
CHHATTISGARH,DURG,GUNDERDEHI,239,769,1008,1,0,0,0,1
CHHATTISGARH,DURG,GURUR,233,731,964,84,0,0,0,84
CHHATTISGARH,DURG,NAVAGARH,67,77,144,0,0,0,0,0
CHHATTISGARH,DURG,PATAN,60,492,552,89,13,0,0,102
CHHATTISGARH,DURG,SAJA,103,938,1041,0,0,0,0,0
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,36,2272,2308,0,0,0,0,0
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,9,924,933,0,0,0,0,0
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,165,2320,2485,0,0,0,0,0
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,134,1889,2023,13,29,0,0,42
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,15,2846,2861,0,0,0,0,0
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,20,478,498,0,0,0,0,0
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,131,1840,1971,0,0,0,0,0
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,8,161,169,0,0,0,0,0
CHHATTISGARH,JASHPUR,BAGICHA,13,5619,5632,2,3,0,0,4
CHHATTISGARH,JASHPUR,JASHPUR,22,7109,7131,0,0,0,0,0
CHHATTISGARH,JASHPUR,KUNKURI,69,8684,8753,0,6,0,0,6
CHHATTISGARH,JASHPUR,PATHALGAON,7,4851,4858,0,0,0,0,0
CHHATTISGARH,KANKER,ANTAGAR,178,575,753,0,0,0,0,0
CHHATTISGARH,KANKER,BHANUPRATAPPUR,133,1680,1813,0,0,0,0,0
CHHATTISGARH,KANKER,CHARAMA,1846,459,2305,0,0,0,0,0
CHHATTISGARH,KANKER,KANKER,62,584,646,6,0,0,0,6
CHHATTISGARH,KANKER,NARHARPUR,248,1693,1941,0,0,0,0,0
CHHATTISGARH,KANKER,PAKHANJUR,4,34,38,0,0,0,0,0
CHHATTISGARH,KORBA,KARTALA,34,2482,2516,0,0,0,0,0
CHHATTISGARH,KORBA,KATGHORA,44,2249,2293,0,57,0,0,57
CHHATTISGARH,KORBA,KORBA,0,747,747,0,1,0,0,1
CHHATTISGARH,KORBA,PALI,40,1394,1434,3,27,0,0,31
CHHATTISGARH,KORIA,BAIKUNTHPUR,408,10198,10606,0,0,0,0,0
CHHATTISGARH,KORIA,BHARATPUR,0,42,42,0,0,0,0,0
CHHATTISGARH,KORIA,MANENDRAGARH,4,4943,4947,0,0,0,0,0
CHHATTISGARH,KORIA,SONHAT,21,2910,2931,0,0,0,0,0
CHHATTISGARH,KVARDHA,KVARDHA,568,381,949,47,21,7,4,78
CHHATTISGARH,KVARDHA,PANDARIYA,311,415,726,0,0,0,0,0
CHHATTISGARH,MAHASAMUND,BASNA,122,544,666,17,0,0,0,17
CHHATTISGARH,MAHASAMUND,MAHASAMUND,785,3080,3865,85,2,0,0,87
CHHATTISGARH,MAHASAMUND,SARIYPALI,191,518,709,0,0,0,0,0
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,10,3974,3984,0,1,0,0,1
CHHATTISGARH,RAIGARH,GHARGODA,4,1900,1904,7,0,0,0,7
CHHATTISGARH,RAIGARH,KHARSIYA,1,308,309,0,0,0,0,0
CHHATTISGARH,RAIGARH,LAILUNGA,60,4312,4372,0,0,0,0,0
CHHATTISGARH,RAIGARH,RAIGARH,0,1277,1277,0,0,0,0,0
CHHATTISGARH,RAIGARH,SARANGARH,86,5037,5123,7,0,0,0,7
CHHATTISGARH,RAIPUR,ABHANPUR,184,537,721,80,7,0,0,87
CHHATTISGARH,RAIPUR,ARANG,309,1009,1318,170,47,0,1,217
CHHATTISGARH,RAIPUR,BHATAPARA,1,126,127,1,0,0,0,1
CHHATTISGARH,RAIPUR,BILAIGARH,316,819,1135,0,0,0,0,0
CHHATTISGARH,RAIPUR,BLOUDABAJAR,194,2060,2254,8,0,0,0,8
CHHATTISGARH,RAIPUR,DEVBHOG,202,1316,1518,0,0,0,0,0
CHHATTISGARH,RAIPUR,GARIYABAND,401,3035,3436,55,0,0,0,55
CHHATTISGARH,RAIPUR,KASDOL,164,2077,2241,29,4,0,0,33
CHHATTISGARH,RAIPUR,PALARI,85,97,182,15,15,0,0,30
CHHATTISGARH,RAIPUR,RAIPUR,22,397,419,21,0,0,0,21
CHHATTISGARH,RAIPUR,RAJIM,108,761,869,72,0,0,0,72
CHHATTISGARH,RAIPUR,SIMGA,53,163,216,0,0,0,0,0
CHHATTISGARH,RAIPUR,TILDA,335,1081,1416,29,3,0,0,32
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,75,151,226,0,0,0,0,0
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,121,654,775,43,0,0,0,43
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,22,607,629,0,0,0,0,0
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,60,469,529,6,0,0,0,6
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,135,985,1120,18,1,0,0,19
CHHATTISGARH,RAJNANDGAON,MANPUR,666,36,702,0,0,0,0,0
CHHATTISGARH,RAJNANDGAON,MOHLA,142,1360,1502,0,0,0,0,0
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,531,1444,1975,23,2,0,0,25
CHHATTISGARH,SURGUJA,AMBIKAPUR,20,6992,7012,0,0,0,0,0
CHHATTISGARH,SURGUJA,LUNDRA,6,1569,1575,0,5,0,0,5
CHHATTISGARH,SURGUJA,PAL,6,4926,4932,0,0,0,0,0
CHHATTISGARH,SURGUJA,PRATAPPUR,62,3505,3567,0,0,0,0,0
CHHATTISGARH,SURGUJA,RAJPUR,8,2200,2208,0,0,0,0,0
CHHATTISGARH,SURGUJA,SAMRI,26,3292,3318,0,0,0,0,0
CHHATTISGARH,SURGUJA,SITAPUR,7,5561,5568,0,0,0,0,0
CHHATTISGARH,SURGUJA,SURAJPUR,80,25613,25693,0,11,0,0,11
CHHATTISGARH,SURGUJA,WADRAFNAGAR,24,1909,1933,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,0,96,96,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,1,7,8,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,2,53,55,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,0,4,4,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KHANVEL,0,35,35,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,0,64,64,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,MANDONI,0,18,18,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,11,119,130,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,RANDHA,0,63,63,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,8,54,62,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-II,0,37,37,0,0,0,0,0
GOA,NORTH GOA,BARDEZ,4,968,972,1,0,3,5,9
GOA,NORTH GOA,BICHOLIM,5,504,509,0,0,0,0,0
GOA,NORTH GOA,PERNEM,45,300,345,0,0,0,5,5
GOA,NORTH GOA,PONDA,221,428,649,0,0,70,1,71
GOA,NORTH GOA,SATTARI,28,345,373,0,0,1,0,1
GOA,NORTH GOA,TISWADI,0,900,900,0,1,0,1,2
GOA,SOUTH GOA,CANACONA,15,513,528,0,0,0,0,0
GOA,SOUTH GOA,MORMUGAO,9,100,109,0,0,0,0,0
GOA,SOUTH GOA,QUEPEM,10,168,178,0,0,1,0,1
GOA,SOUTH GOA,SALCETE,3,135,138,0,0,3,0,3
GOA,SOUTH GOA,SANGUEM,46,369,415,0,0,0,0,0
GUJARAT,AHMEDABAD,BARWALA,0,477,477,0,0,0,0,0
GUJARAT,AHMEDABAD,BAVLA,214,1420,1634,0,0,0,0,0
GUJARAT,AHMEDABAD,DASKROI,14,3012,3026,0,0,0,0,0
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,5,370,375,0,0,0,0,0
GUJARAT,AHMEDABAD,DHANDHUKA,2,568,570,0,0,0,0,0
GUJARAT,AHMEDABAD,DHOLKA,26,735,761,2,0,0,0,2
GUJARAT,AHMEDABAD,MANDAL,0,333,333,0,0,0,0,0
GUJARAT,AHMEDABAD,RANPUR,4,1528,1532,0,0,0,0,0
GUJARAT,AHMEDABAD,SANAND,3,2043,2046,0,0,0,0,0
GUJARAT,AHMEDABAD,VIRAMGAM,0,2660,2660,0,0,0,0,0
GUJARAT,AMRELI,AMRELI,0,7453,7453,0,0,0,0,0
GUJARAT,AMRELI,BABRA,1354,10416,11770,0,0,0,0,0
GUJARAT,AMRELI,BAGASARA,0,3136,3136,0,0,0,0,0
GUJARAT,AMRELI,DHARI,0,7475,7475,0,0,0,0,0
GUJARAT,AMRELI,JAFRABAD,0,3459,3459,0,0,0,0,0
GUJARAT,AMRELI,KHAMBHA,153,5134,5287,0,0,0,0,0
GUJARAT,AMRELI,KUNKAVAV VADIA,0,5350,5350,0,0,0,0,0
GUJARAT,AMRELI,LATHI,231,8938,9169,0,0,0,0,0
GUJARAT,AMRELI,LILIA,0,3046,3046,0,0,0,0,0
GUJARAT,AMRELI,RAJULA,0,6345,6345,0,0,0,0,0
GUJARAT,AMRELI,SAVARKUNDLA,1123,17246,18369,0,0,0,0,0
GUJARAT,ANAND,ANAND,92,511,603,249,0,0,0,249
GUJARAT,ANAND,ANKLAV,33,135,168,13,0,6,1,19
GUJARAT,ANAND,BORSAD,1,15,16,0,0,0,0,0
GUJARAT,ANAND,PETLAD,88,230,318,76,0,0,0,76
GUJARAT,ANAND,SOJITRA,123,71,194,318,1,1,1,321
GUJARAT,ANAND,TARAPUR,84,140,224,173,0,0,0,173
GUJARAT,ANAND,UMRETH,155,323,478,440,0,0,0,440
GUJARAT,BANASKANTHA,AMIRGADH,5,2827,2832,0,0,0,0,0
GUJARAT,BANASKANTHA,BHABHAR,2,471,473,0,0,0,0,0
GUJARAT,BANASKANTHA,DANTA,1,5506,5507,1,0,0,0,1
GUJARAT,BANASKANTHA,DANTIWADA,3,2721,2724,5,0,0,0,5
GUJARAT,BANASKANTHA,DEESA,9,8660,8669,6,0,0,0,6
GUJARAT,BANASKANTHA,DEODAR,0,103,103,0,0,0,0,0
GUJARAT,BANASKANTHA,DHANERA,13,7942,7955,8,0,0,0,8
GUJARAT,BANASKANTHA,KANKAREJ,1,1584,1585,0,0,0,0,0
GUJARAT,BANASKANTHA,PALANPUR,4,7166,7170,0,0,0,0,0
GUJARAT,BANASKANTHA,THARAD,1,6765,6766,0,3,0,0,3
GUJARAT,BANASKANTHA,VADAGAM,4,6750,6754,1,0,0,0,1
GUJARAT,BANASKANTHA,WAV,0,403,403,0,0,0,0,0
GUJARAT,BHARUCH,AMOD,0,1113,1113,0,0,0,0,0
GUJARAT,BHARUCH,ANKLESVAR,0,41,41,0,0,0,0,0
GUJARAT,BHARUCH,BHARUCH,2,942,944,0,0,0,0,0
GUJARAT,BHARUCH,HANSOT,14,155,169,0,0,0,0,0
GUJARAT,BHARUCH,JAMBUSAR,0,200,200,0,0,0,0,0
GUJARAT,BHARUCH,JHAGADIA,19,927,946,0,0,0,0,0
GUJARAT,BHARUCH,VAGRA,0,81,81,0,0,0,0,0
GUJARAT,BHARUCH,VALIA,0,1469,1469,0,25,2,0,28
GUJARAT,BHAVNAGAR,BHAVNAGAR,0,7064,7064,0,96,7,1,104
GUJARAT,BHAVNAGAR,BOTAD,4,6040,6044,0,0,0,0,0
GUJARAT,BHAVNAGAR,GADHADA,0,10380,10380,0,0,0,0,0
GUJARAT,BHAVNAGAR,GARIADHAR,53,5655,5708,0,0,0,0,0
GUJARAT,BHAVNAGAR,GHOGHA,98,7158,7256,0,30,0,0,30
GUJARAT,BHAVNAGAR,MAHUVA,0,25503,25503,0,0,0,0,0
GUJARAT,BHAVNAGAR,PALITANA,0,12223,12223,0,0,0,0,0
GUJARAT,BHAVNAGAR,SIHOR,64,11493,11557,0,0,0,0,0
GUJARAT,BHAVNAGAR,TALAJA,0,22638,22638,0,0,0,0,0
GUJARAT,BHAVNAGAR,UMRALA,160,6437,6597,0,0,0,0,0
GUJARAT,BHAVNAGAR,VALLABHIPUR,0,3065,3065,0,0,0,0,0
GUJARAT,DAHOD,DEVGADH BARIA,252,5832,6084,0,4,0,0,4
GUJARAT,DAHOD,DHANPUR,56,2309,2365,0,0,0,0,0
GUJARAT,DAHOD,DOHAD,439,2505,2944,0,0,0,0,0
GUJARAT,DAHOD,FATEPURA,7,4873,4880,0,0,0,0,0
GUJARAT,DAHOD,GARBADA,90,1990,2080,0,0,0,0,0
GUJARAT,DAHOD,JHALOD,144,7534,7678,0,0,0,0,0
GUJARAT,DAHOD,LIMKHEDA,44,7945,7989,0,0,0,0,0
GUJARAT,DANG,DANG,2,1533,1535,0,0,0,0,0
GUJARAT,GANDHINAGAR,DEHGAM,0,3,3,0,0,0,0,0
GUJARAT,GANDHINAGAR,GANDHINAGAR,0,32,32,0,0,0,0,0
GUJARAT,JAMNAGAR,BHANVAD,0,9582,9582,0,0,0,0,0
GUJARAT,JAMNAGAR,DHROL,0,2992,2992,0,0,0,0,0
GUJARAT,JAMNAGAR,JAMJODHPUR,0,7731,7731,0,0,0,0,0
GUJARAT,JAMNAGAR,JAMNAGAR,0,11758,11758,0,0,0,0,0
GUJARAT,JAMNAGAR,JODIYA,0,1099,1099,0,0,0,0,0
GUJARAT,JAMNAGAR,KALAVAD,0,14415,14415,0,0,0,0,0
GUJARAT,JAMNAGAR,KALYANPUR,0,12600,12600,0,0,0,0,0
GUJARAT,JAMNAGAR,KHAMBHALIA,0,12437,12437,0,0,0,0,0
GUJARAT,JAMNAGAR,LALPUR,0,8914,8914,0,0,0,0,0
GUJARAT,JAMNAGAR,OKHA MANDAL,0,1743,1743,0,0,0,0,0
GUJARAT,JUNAGADH,BHESANA,3,3011,3014,0,0,0,3,3
GUJARAT,JUNAGADH,JUNAGADH,0,8101,8101,1,2,0,3,6
GUJARAT,JUNAGADH,KESHOD,1,11038,11039,0,0,0,0,0
GUJARAT,JUNAGADH,KODINAR,1791,8403,10194,0,0,0,0,0
GUJARAT,JUNAGADH,MALIA,0,12163,12163,0,0,0,0,0
GUJARAT,JUNAGADH,MANAVADAR,0,13008,13008,0,0,0,0,0
GUJARAT,JUNAGADH,MANGROL,2,13866,13868,0,0,0,0,0
GUJARAT,JUNAGADH,MENDARDA,5,5966,5971,2,0,0,0,2
GUJARAT,JUNAGADH,PATAN-VERAVAL,0,10539,10539,0,0,0,0,0
GUJARAT,JUNAGADH,SUTRAPADA,0,5275,5275,0,0,0,0,0
GUJARAT,JUNAGADH,TALALA,0,7842,7842,0,0,0,0,0
GUJARAT,JUNAGADH,UNA,325,15292,15617,0,0,0,0,0
GUJARAT,JUNAGADH,VATHALI,0,7923,7923,0,0,0,0,0
GUJARAT,JUNAGADH,VISAVADAR,2,9556,9558,14,0,0,0,14
GUJARAT,KACHCHH,ABDASA,72,1637,1709,0,43,0,0,43
GUJARAT,KACHCHH,ANJAR,4,3325,3329,0,0,0,0,0
GUJARAT,KACHCHH,BHACHAU,48,2582,2630,0,110,4,0,113
GUJARAT,KACHCHH,BHUJ,589,2920,3509,72,50,0,60,181
GUJARAT,KACHCHH,GANDHIDHAM,0,213,213,0,0,0,0,0
GUJARAT,KACHCHH,LAKHPAT,1,565,566,0,0,0,0,0
GUJARAT,KACHCHH,MANDVI,95,4534,4629,44,60,0,0,104
GUJARAT,KACHCHH,MUNDRA,383,3003,3386,1328,287,182,23,1820
GUJARAT,KACHCHH,NAKHATRANA,210,3917,4127,451,100,14,158,724
GUJARAT,KACHCHH,RAPAR,191,6237,6428,0,22,0,0,22
GUJARAT,KHEDA,BALASINOR,89,2759,2848,0,0,0,0,0
GUJARAT,KHEDA,KAPADVANJ,2,1217,1219,0,0,0,0,0
GUJARAT,KHEDA,KATHLAL,8,1638,1646,0,0,0,0,0
GUJARAT,KHEDA,KHEDA,319,0,319,0,0,0,0,0
GUJARAT,KHEDA,MAHUDHA,88,2286,2374,0,0,0,0,0
GUJARAT,KHEDA,MATAR,421,14,435,0,0,0,0,0
GUJARAT,KHEDA,MEHMEDABAD,740,561,1301,0,0,0,0,0
GUJARAT,KHEDA,NADIAD,6,1153,1159,0,0,0,0,0
GUJARAT,KHEDA,THASRA,1208,1117,2325,0,0,0,0,0
GUJARAT,KHEDA,VIRPUR,3,2173,2176,0,0,0,0,0
GUJARAT,MEHSANA,BECHARAJI,0,2,2,0,0,0,0,0
GUJARAT,MEHSANA,KADI,1,1081,1082,0,0,0,0,0
GUJARAT,MEHSANA,KHERALU,31,2296,2327,0,0,0,0,0
GUJARAT,MEHSANA,MEHSANA,1,114,115,0,0,0,0,0
GUJARAT,MEHSANA,SATLASANA,6,2361,2367,0,0,0,0,0
GUJARAT,MEHSANA,UNJHA,0,38,38,0,0,0,0,0
GUJARAT,MEHSANA,VADNAGAR,4,1800,1804,0,0,0,0,0
GUJARAT,MEHSANA,VIJAPUR,0,17,17,0,0,0,0,0
GUJARAT,MEHSANA,VISNAGAR,17,54,71,0,0,0,0,0
GUJARAT,NARMADA,DEDIAPADA,9,924,933,0,0,0,0,0
GUJARAT,NARMADA,NANDOD,7,889,896,0,0,0,0,0
GUJARAT,NARMADA,SAGBARA,2,650,652,0,0,0,0,0
GUJARAT,NARMADA,TILAKWADA,8,283,291,0,0,0,0,0
GUJARAT,NAVSARI,BANSDA,1,3102,3103,0,0,0,0,0
GUJARAT,NAVSARI,CHIKHLI,17,4632,4649,1,2,13,0,16
GUJARAT,NAVSARI,GANDEVI,1,2123,2124,0,0,1,0,1
GUJARAT,NAVSARI,JALALPORE,4,1232,1236,0,1,0,0,1
GUJARAT,NAVSARI,NAVSARI,1,1692,1693,0,0,0,0,0
GUJARAT,PANCHMAHAL,GHOGHAMBA,1,4052,4053,0,0,0,0,0
GUJARAT,PANCHMAHAL,GODHRA,1076,5880,6956,0,0,0,0,0
GUJARAT,PANCHMAHAL,HALOL,0,1929,1929,0,0,0,0,0
GUJARAT,PANCHMAHAL,JAMBUGHODA,0,1181,1181,0,0,0,0,0
GUJARAT,PANCHMAHAL,KADANA,5,3155,3160,10,0,0,0,10
GUJARAT,PANCHMAHAL,KALOL,0,1560,1560,0,0,0,0,0
GUJARAT,PANCHMAHAL,KHANPUR,210,2145,2355,0,0,0,2,2
GUJARAT,PANCHMAHAL,LUNAWADA,1504,3180,4684,0,0,0,0,0
GUJARAT,PANCHMAHAL,MORWAHADAF,25,5503,5528,0,0,0,0,0
GUJARAT,PANCHMAHAL,SANTRAMPUR,3,6080,6083,0,0,0,0,0
GUJARAT,PANCHMAHAL,SHEHERA,100,6848,6948,0,0,0,0,0
GUJARAT,PATAN,RADHANPUR,0,14,14,0,0,0,0,0
GUJARAT,PATAN,SAMI,0,20,20,0,0,0,0,0
GUJARAT,PATAN,SANTALPUR,0,6,6,0,0,0,0,0
GUJARAT,PATAN,SIDHPUR,0,52,52,0,0,0,0,0
GUJARAT,PORBANDAR,KUTIYANA,33,5821,5854,0,0,0,0,0
GUJARAT,PORBANDAR,PORBANDAR,0,11343,11343,0,0,0,0,0
GUJARAT,PORBANDAR,RANAVAV,32,5078,5110,0,0,0,0,0
GUJARAT,RAJKOT,DHORAJI,14,7452,7466,0,0,0,0,0
GUJARAT,RAJKOT,GONDAL,51,15780,15831,0,0,0,3,3
GUJARAT,RAJKOT,JAMKANDORNA,7,8099,8106,2,0,0,0,2
GUJARAT,RAJKOT,JASDAN,42,13785,13827,0,0,0,0,0
GUJARAT,RAJKOT,JETPUR,6,9256,9262,0,0,0,0,0
GUJARAT,RAJKOT,KOTADA SANGANI,8,1639,1647,0,0,0,0,0
GUJARAT,RAJKOT,LODHIKA,126,4790,4916,0,38,0,0,38
GUJARAT,RAJKOT,MALIYA,7,1120,1127,0,0,0,2,2
GUJARAT,RAJKOT,MORVI,92,4758,4850,27,15,15,0,58
GUJARAT,RAJKOT,PADDHARI,0,5792,5792,0,0,0,0,0
GUJARAT,RAJKOT,RAJKOT,3,6590,6593,12,0,0,0,12
GUJARAT,RAJKOT,TANKARA,927,5774,6701,0,0,0,0,0
GUJARAT,RAJKOT,UPLETA,4,9609,9613,0,0,0,0,0
GUJARAT,RAJKOT,WANKANER,39,7914,7953,32,9,0,0,41
GUJARAT,SABARKANTHA,BAYAD,53,6006,6059,0,13,0,0,13
GUJARAT,SABARKANTHA,BHILODA,43,10854,10897,0,0,0,0,0
GUJARAT,SABARKANTHA,DHANSURA,195,4050,4245,0,0,0,0,0
GUJARAT,SABARKANTHA,HIMATNAGAR,413,11362,11775,0,0,0,0,0
GUJARAT,SABARKANTHA,IDAR,214,11988,12202,0,56,0,0,56
GUJARAT,SABARKANTHA,KHEDBRAHMA,144,7884,8028,0,0,0,0,0
GUJARAT,SABARKANTHA,MALPUR,238,5685,5923,0,0,0,0,0
GUJARAT,SABARKANTHA,MEGHRAJ,174,7067,7241,62,199,5,0,266
GUJARAT,SABARKANTHA,MODASA,236,4294,4530,0,144,0,0,144
GUJARAT,SABARKANTHA,PRANTIJ,46,3154,3200,95,95,0,0,190
GUJARAT,SABARKANTHA,TALOD,0,1899,1899,0,0,0,0,0
GUJARAT,SABARKANTHA,VADALI,0,4776,4776,0,0,0,0,0
GUJARAT,SABARKANTHA,VIJAYNAGAR,10,3702,3712,20,20,0,0,40
GUJARAT,SURAT,BARDOLI,1488,293,1781,0,0,0,0,0
GUJARAT,SURAT,CHORASI,504,1474,1978,1,0,0,0,1
GUJARAT,SURAT,KAMREJ,1475,27,1502,0,0,0,0,0
GUJARAT,SURAT,MAHUVA,1361,523,1884,0,0,1,0,1
GUJARAT,SURAT,MANDVI,103,2038,2141,0,0,1,0,1
GUJARAT,SURAT,MANGROL,26,676,702,0,0,0,0,0
GUJARAT,SURAT,NIZAR,3,1608,1611,433,0,0,0,433
GUJARAT,SURAT,OLPAD,1018,206,1224,0,0,0,0,0
GUJARAT,SURAT,PALSANA,844,0,844,0,0,0,0,0
GUJARAT,SURAT,SONGADH,1673,452,2125,0,0,6,0,6
GUJARAT,SURAT,UCHCHHAL,8,479,487,0,0,0,0,0
GUJARAT,SURAT,UMARPADA,7,442,449,2,0,0,0,2
GUJARAT,SURAT,VALOD,965,110,1075,0,0,0,0,0
GUJARAT,SURAT,VYARA,3011,336,3347,0,0,0,0,0
GUJARAT,SURENDRANAGAR,CHOTILA,19,5803,5822,0,0,0,0,0
GUJARAT,SURENDRANAGAR,CHUDA,76,5677,5753,43,0,0,0,43
GUJARAT,SURENDRANAGAR,DASADA,6,1913,1919,0,0,0,0,0
GUJARAT,SURENDRANAGAR,DHRANGADHRA,10,3376,3386,0,0,0,0,0
GUJARAT,SURENDRANAGAR,HALVAD,59,5478,5537,25,0,0,0,25
GUJARAT,SURENDRANAGAR,LAKHTAR,0,1597,1597,0,0,0,0,0
GUJARAT,SURENDRANAGAR,LIMDI,3,2948,2951,0,7,0,0,7
GUJARAT,SURENDRANAGAR,MULI,18,4334,4352,0,0,0,0,0
GUJARAT,SURENDRANAGAR,SAYLA,5,2451,2456,0,0,0,0,0
GUJARAT,SURENDRANAGAR,WADHWAN,2,3340,3342,0,0,0,0,0
GUJARAT,VADODARA,CHHOTA UDAIPUR,15,4767,4782,0,0,0,0,0
GUJARAT,VADODARA,DABHOI,9,499,508,0,0,0,0,0
GUJARAT,VADODARA,JETPUR  PAVI,58,5434,5492,0,0,0,0,0
GUJARAT,VADODARA,KARJAN,7,563,570,0,0,0,0,0
GUJARAT,VADODARA,KAVANT,33,2058,2091,0,0,0,0,0
GUJARAT,VADODARA,NASVADI,23,1941,1964,24,11,0,0,35
GUJARAT,VADODARA,PADARA,0,500,500,0,0,0,0,0
GUJARAT,VADODARA,SANKHEDA,140,1321,1461,0,0,0,0,0
GUJARAT,VADODARA,SAVLI,2,1568,1570,0,0,0,0,0
GUJARAT,VADODARA,SINOR,1,61,62,0,0,0,0,0
GUJARAT,VADODARA,VADODARA,41,575,616,0,0,0,0,0
GUJARAT,VADODARA,VAGHODIA,1,488,489,0,0,25,0,25
GUJARAT,VALSAD,DHARMPUR,6,2838,2844,0,0,0,0,0
