-----
{
 "description": "The table refers to District wise Distribution of Dugwells according to Horse Power of Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwlState1.10.csv", 
 "title": "Download CSV for Districtwise Distribution of Dugwells according to Horse Power of Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/dgwlState1.10.csv"
}
-----
"State","District","Horse Power (0-2)","Horse Power (2 - 4)","Horse Power (4 - 6)","Horse Power (6 -8)","Horse Power (8 - 10)","Horse Power (Above 10)","Unspecified","Total"
"TAMIL NADU","THIRUVALLUR",382,2509,15805,1619,486,139,697,21637
"TAMIL NADU","THIRUVARUR",12,3,225,2,0,2,55,299
"TAMIL NADU","TIRUCHIRAPPALLI",328,28235,33374,3123,297,129,12167,77653
"TAMIL NADU","TIRUNELVELI",4603,45105,24204,817,54,39,14130,88952
"TAMIL NADU","TIRUVANNAMALAI",1231,63030,84939,4409,173,358,15331,169471
"TAMIL NADU","TUTICORIN DISTRICT",420,14539,7388,206,19,26,9162,31760
"TAMIL NADU","VELLORE",9300,36795,64492,4494,276,94,12327,127778
"TAMIL NADU","VILLUPPURAM",1830,30748,104557,6560,1405,673,11064,156837
"TAMIL NADU","VIRUDHUNAGAR",1264,16600,10692,382,58,2396,13774,45166
"TRIPURA","DHALAI",1,0,0,0,0,0,4,5
"TRIPURA","SOUTH TRIPURA",0,0,4,0,0,0,202,206
"TRIPURA","WEST TRIPURA",8,1,1,1,1,0,36,48
"UTTAR PRADESH","AGRA",2,0,10,1042,645,19,31,1749
"UTTAR PRADESH","ALIGARH",8,0,56,0,2,0,1,67
"UTTAR PRADESH","ALLAHABAD",29,5,69,1680,681,0,410,2874
"UTTAR PRADESH","AMBEDAKAR NAGAR",17,1,12,31,45,0,15,121
"UTTAR PRADESH","AZAMGARH",0,0,1,4,6,0,0,11
"UTTAR PRADESH","BAGHPAT",1,0,34,18,7,0,19,79
"UTTAR PRADESH","BAHARAICH",0,0,0,6,2,33,28,69
"UTTAR PRADESH","BALLIA",43,1,4,44,115,0,525,732
"UTTAR PRADESH","BALRAMPUR",0,0,0,0,0,4,118,122
"UTTAR PRADESH","BANDA",6,0,163,782,2012,27,42,3032
"UTTAR PRADESH","BARABANKI",162,0,9,202,81,11,1,466
"UTTAR PRADESH","BAREILLY",0,0,0,73,0,0,16,89
"UTTAR PRADESH","BASTI",0,0,20,23,0,0,1,44
"UTTAR PRADESH","CHANDAULI",1,2,138,139,101,1,49,431
"UTTAR PRADESH","CHITRAKOOT",20,5,370,1781,1433,4,57,3670
"UTTAR PRADESH","DEORIA",0,0,1,26,0,0,0,27
"UTTAR PRADESH","FAIZABAD",16,0,19,272,37,8,23,375
"UTTAR PRADESH","FARRUKHABAD",0,0,0,6,23,0,0,29
"UTTAR PRADESH","FATEHPUR",233,5,28,73,347,21,64,771
"UTTAR PRADESH","FIROZABAD",0,2,8,29,22,0,0,61
"UTTAR PRADESH","GHAZIPUR",0,0,0,0,0,0,78,78
"UTTAR PRADESH","GONDA",0,0,0,12,2,0,0,14
"UTTAR PRADESH","GORAKHPUR",0,0,2,75,6,0,2,85
"UTTAR PRADESH","HAMIRPUR",2,0,101,836,1860,47,34,2880
"UTTAR PRADESH","HARDOI",12,5,29,224,50,26,27,373
"UTTAR PRADESH","JALAUN",9,6,176,1995,529,11,107,2833
"UTTAR PRADESH","JAUNPUR",285,13,230,381,151,1,917,1978
"UTTAR PRADESH","JHANSI",21,163,1439,22798,359,36,688,25504
"UTTAR PRADESH","KANNAUJ",0,0,0,9,48,0,0,57
"UTTAR PRADESH","KANPUR DEHAT",0,0,0,42,132,0,2,176
"UTTAR PRADESH","KANPUR NAGAR",0,1,0,105,60,0,0,166
"UTTAR PRADESH","KAUSHAMBI",0,0,0,0,15,0,0,15
"UTTAR PRADESH","KHERI",2,0,0,97,62,0,7,168
"UTTAR PRADESH","LALITPUR",49,155,1250,20436,341,53,3089,25373
"UTTAR PRADESH","LUCKNOW",0,0,0,16,9,0,27,52
"UTTAR PRADESH","MAHARAJ GANJ",0,0,1,40,0,0,6,47
"UTTAR PRADESH","MAHOBA",11,7,1179,13216,496,8,267,15184
"UTTAR PRADESH","MAINPURI",0,0,0,0,0,0,4,4
"UTTAR PRADESH","MATHURA",0,0,2,414,6,0,0,422
"UTTAR PRADESH","MAU",9,2,11,98,7,0,3,130
"UTTAR PRADESH","MEERUT",0,0,0,20,0,0,2,22
"UTTAR PRADESH","MIRZAPUR",276,33,897,6695,8753,67,184,16905
"UTTAR PRADESH","MUZZAFARNAGAR",0,0,1,142,34,0,53,230
"UTTAR PRADESH","PRATAPGARH",17,1,16,66,53,0,15,168
"UTTAR PRADESH","RAEBARELI",5,5,638,37,43,0,4501,5229
"UTTAR PRADESH","SANT KABIR NAGAR",5,0,0,141,6,1,167,320
"UTTAR PRADESH","SANT RAVI DAS NAGAR",0,0,2,42,2,3,16,65
"UTTAR PRADESH","SHRAWASTI",0,0,0,32,0,0,16,48
"UTTAR PRADESH","SIDDHARTH NAGAR",8,0,7,346,22,13,32,428
"UTTAR PRADESH","SONBHADRA",94,71,652,5416,2387,65,433,9118
"UTTAR PRADESH","SULTANPUR",18,0,21,4,0,0,810,853
"UTTAR PRADESH","UNNAO",1,0,1,182,12,0,32,228
"UTTAR PRADESH","VARANASI",2,0,163,206,47,3,10,431
"UTTARANCHAL","DEHRA DUN",2,0,3,2,12,0,0,19
"UTTARANCHAL","HARIDWAR",0,0,0,194,35,7,6,242
"UTTARANCHAL","NAINITAL",1,0,0,0,0,0,0,1
"UTTARANCHAL","PAURI",0,0,0,0,0,0,1,1
"UTTARANCHAL","UDHAM SINGH NAGAR",1,1,125,43,23,3,378,574
"WEST BENGAL","BANKURA",432,908,1513,0,0,0,2373,5226
"WEST BENGAL","BIRBHUM",8,12,293,1,0,0,225,539
"WEST BENGAL","BURDWAN",10,0,60,0,0,0,18,88
"WEST BENGAL","COOCHBEHAR",1,0,499,0,0,0,6269,6769
"WEST BENGAL","DAKSHIN DINAJPUR",0,0,0,0,0,0,125,125
"WEST BENGAL","DARJEELING",0,11,227,0,0,0,15,253
"WEST BENGAL","HOOGHLY",0,10,4,0,0,0,7,21
"WEST BENGAL","JALPAIGURI",71,16,3508,0,0,0,452,4047
"WEST BENGAL","MALDA",0,0,1,0,0,0,0,1
"WEST BENGAL","MIDNAPORE",2063,3153,1783,0,0,0,1982,8981
"WEST BENGAL","MURSHIDABAD",0,0,1,0,0,0,0,1
"WEST BENGAL","NADIA",0,0,2,0,0,0,0,2
"WEST BENGAL","PURULIA",202,263,159,0,0,0,12698,13322
"WEST BENGAL","UTTAR DINAJPUR",0,0,0,0,0,0,2,2
