-----
{
 "description": "The table refers to Block wise Distribution of Dugwells by type. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells by type", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Pucca,Kuchcha,"Dug-cum
Borewell",Others,"Total
"
KERALA,ERANAKULAM,MUVATTUPUZHA,114,0,0,0,114
KERALA,ERANAKULAM,NORTH PARUR,360,58,0,0,418
KERALA,ERANAKULAM,PALLURUTHY,33,0,0,0,33
KERALA,ERANAKULAM,PAMPAKUDA,1754,8,0,0,1762
KERALA,ERANAKULAM,PARAKADAVU,909,7,1,0,917
KERALA,ERANAKULAM,PARAVOOR,1039,19,7,495,1560
KERALA,ERANAKULAM,PERUMBAVOOR,58,0,0,0,58
KERALA,ERANAKULAM,THIPPUNITHURA,373,0,0,1,374
KERALA,ERANAKULAM,VADAVUKODE,1269,0,0,0,1269
KERALA,ERANAKULAM,VAZHAKULAM,1550,463,3,0,2016
KERALA,ERANAKULAM,VYPEEN,286,0,1,0,287
KERALA,ERANAKULAM,VYTILLA,102,0,0,0,102
KERALA,IDDUKKI,ADIMALI,17,905,0,0,922
KERALA,IDDUKKI,AZHUTHA,593,2,0,3,598
KERALA,IDDUKKI,DEVIKULAM,342,30,0,3,375
KERALA,IDDUKKI,ELAMDESAM,673,164,0,0,837
KERALA,IDDUKKI,IDUKKI,301,46,0,0,347
KERALA,IDDUKKI,KATTAPPANA,812,0,0,0,812
KERALA,IDDUKKI,NEDUMKANDAM,868,0,1,0,869
KERALA,IDDUKKI,THODUPUZHA,457,481,0,0,938
KERALA,IDDUKKI,THODUPUZHA MUNICIP,66,7,0,0,73
KERALA,KANNUR,EDAKKAD,1753,3,7,0,1763
KERALA,KANNUR,IRIKKUR,812,591,3,0,1406
KERALA,KANNUR,IRITTY,778,0,0,0,778
KERALA,KANNUR,KANNUR,617,0,0,0,617
KERALA,KANNUR,KANNUR MUNI,30,0,0,0,30
KERALA,KANNUR,KOOTHUPARAMBA,150,0,0,0,150
KERALA,KANNUR,KUTHUPARAMBA,1223,0,1,0,1224
KERALA,KANNUR,MATTANNUR,150,0,0,0,150
KERALA,KANNUR,PAYYANNUR,3206,99,3,1,3309
KERALA,KANNUR,PAYYANNUR-999,518,1,0,0,519
KERALA,KANNUR,PERAVOOR,1946,15,1,15,1977
KERALA,KANNUR,THALASSERY,934,0,1,0,935
KERALA,KANNUR,THALASSERY-999,179,0,0,0,179
KERALA,KANNUR,THALIPARAMBA,1327,569,4,1,1901
KERALA,KANNUR,THALIPARAMBA-999,170,110,0,0,280
KERALA,KASARAGODE,KANHANGAD,1272,143,11,0,1426
KERALA,KASARAGODE,KANHANGAD MUNICIP,104,0,0,1,105
KERALA,KASARAGODE,KASARAGODE,1512,56,0,0,1568
KERALA,KASARAGODE,KASARAGODE MUNICIP,73,27,1,0,101
KERALA,KASARAGODE,MANJESWARAM,1205,207,1,1,1414
KERALA,KASARAGODE,NEELESWARAM,2136,53,5,3,2197
KERALA,KOLLAM,ANCHAL,377,0,0,0,377
KERALA,KOLLAM,ANCHALAMOODU,255,0,4,0,259
KERALA,KOLLAM,CHADAYAMANGALAM,738,1,0,1,740
KERALA,KOLLAM,CHAVARA,335,0,5,30,370
KERALA,KOLLAM,CHITTUMALA,434,10,2,0,446
KERALA,KOLLAM,ITHIKKARA,422,128,21,0,571
KERALA,KOLLAM,KARUNAGAPPALLY,230,5,4,0,239
KERALA,KOLLAM,KOLLAM CORPORATION,341,15,4,0,360
KERALA,KOLLAM,KOTTARAKKARA,494,1,0,0,495
KERALA,KOLLAM,MUKHATHALA,301,0,0,0,301
KERALA,KOLLAM,OCHIRA,270,0,1,0,271
KERALA,KOLLAM,PARAVOOR,54,0,0,50,104
KERALA,KOLLAM,PATHANAPURAM,644,0,12,2,658
KERALA,KOLLAM,PUNALUR,37,0,0,0,37
KERALA,KOLLAM,SASTHAMCOTTA,457,1,1,0,459
KERALA,KOLLAM,VETTIKKAVALA,256,130,0,30,416
KERALA,KOTTAYAM,CHANGANASSERY,5,0,0,0,5
KERALA,KOTTAYAM,ERATTUPETTAH,863,348,0,0,1211
KERALA,KOTTAYAM,ETTUMANOOR,750,68,45,0,863
KERALA,KOTTAYAM,KADUTHURUTHY,1159,12,0,0,1171
KERALA,KOTTAYAM,KANJIRAPPALY,970,99,3,3,1075
KERALA,KOTTAYAM,KOTTAYAM MUNI,21,0,0,0,21
KERALA,KOTTAYAM,LALAM,200,609,0,0,809
KERALA,KOTTAYAM,MADAPPALLY,701,20,5,0,726
KERALA,KOTTAYAM,PALA,13,122,0,0,135
KERALA,KOTTAYAM,PALLAM,275,281,231,0,787
KERALA,KOTTAYAM,PAMPADY,976,1,7,0,984
KERALA,KOTTAYAM,UZHAVOOR,1337,113,0,0,1450
KERALA,KOTTAYAM,VAIKOM,779,45,0,0,824
KERALA,KOTTAYAM,VAIKOM-999,156,0,0,0,156
KERALA,KOTTAYAM,VAZHOOR,594,0,0,0,594
KERALA,KOZHIKODE,BALUSSERY,1474,55,1,0,1530
KERALA,KOZHIKODE,CHELANNUR,1231,3,1,2,1237
KERALA,KOZHIKODE,KODUVALLY,1275,64,0,2,1341
KERALA,KOZHIKODE,KOZHIKKODE,1217,17,0,0,1234
KERALA,KOZHIKODE,KOZHIKKODE CORPORATI,82,0,0,0,82
KERALA,KOZHIKODE,KUNNAMANGALAM,1844,269,2,0,2115
KERALA,KOZHIKODE,KUNNUMEL,1168,2,1,0,1171
KERALA,KOZHIKODE,MELADI,684,0,1,0,685
KERALA,KOZHIKODE,PANTHALAYANI,556,8,0,0,564
KERALA,KOZHIKODE,PERAMBRA,515,122,1,0,638
KERALA,KOZHIKODE,QUILANDY,105,0,0,0,105
KERALA,KOZHIKODE,THODANNUR,527,0,0,0,527
KERALA,KOZHIKODE,THUNERI,574,0,194,0,768
KERALA,KOZHIKODE,VADAKARA,535,0,0,0,535
KERALA,KOZHIKODE,VADAKARA-999,98,0,2,0,100
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,775,2,0,2,779
KERALA,MALAPPURAM,AREACODE,637,282,1,0,920
KERALA,MALAPPURAM,KONDOTTY,680,256,0,0,936
KERALA,MALAPPURAM,KUTTIPPURAM,521,186,0,1,708
KERALA,MALAPPURAM,MALAPPURAM,766,20,0,0,786
KERALA,MALAPPURAM,MALAPURAM MUNI,160,0,1,0,161
KERALA,MALAPPURAM,MANJERI MUNI,207,0,0,0,207
KERALA,MALAPPURAM,MANKADA,1031,327,1,0,1359
KERALA,MALAPPURAM,NILAMBOOR,402,62,0,0,464
KERALA,MALAPPURAM,PERINTHALMANNA,301,357,1,0,659
KERALA,MALAPPURAM,PERINTHALMANNA MUNI,150,0,0,0,150
KERALA,MALAPPURAM,PONNANI,301,0,0,0,301
KERALA,MALAPPURAM,PONNANI MUNI,157,0,0,0,157
KERALA,MALAPPURAM,THANUR,751,401,0,0,1152
KERALA,MALAPPURAM,THIRUR,874,15,105,0,994
KERALA,MALAPPURAM,THIRURANGADI,406,172,0,60,638
KERALA,MALAPPURAM,TIRUR MUNI,131,13,1,0,145
KERALA,MALAPPURAM,VENGARA,506,316,2,2,826
KERALA,MALAPPURAM,WANDOOR,723,360,1,0,1084
KERALA,PALAKKAD,ALATHUR,479,200,2,0,681
KERALA,PALAKKAD,ATTAPPADY,57,7,0,0,64
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,42,3,0,0,45
KERALA,PALAKKAD,CHITUR,85,640,2,0,727
KERALA,PALAKKAD,KOLLENGODE,200,103,0,0,303
KERALA,PALAKKAD,KUZHALMANNAM,691,28,2,1,722
KERALA,PALAKKAD,MALAMPUZHA,478,55,12,0,545
KERALA,PALAKKAD,MANNARKKAD,373,604,1,11,989
KERALA,PALAKKAD,NENMARA,269,58,2,0,329
KERALA,PALAKKAD,OTTAPPALAM,752,1,1,0,754
KERALA,PALAKKAD,OTTAPPALAM MUNI,93,36,0,1,130
KERALA,PALAKKAD,PALAKKAD,369,0,0,0,369
KERALA,PALAKKAD,PALAKKAD MUNI,17,7,0,0,24
KERALA,PALAKKAD,PATTAMBI,727,630,0,1,1358
KERALA,PALAKKAD,SHORANNUR MUNI,47,49,0,0,96
KERALA,PALAKKAD,SREEKRISHNAPURAM,818,15,2,0,835
KERALA,PALAKKAD,THRITHALA,164,781,1,0,946
KERALA,PATHANAMTHITTA,ADOOR MUNI,150,0,0,0,150
KERALA,PATHANAMTHITTA,ELANTHUR,398,2,0,0,400
KERALA,PATHANAMTHITTA,KOIPURAM,614,15,2,1,632
KERALA,PATHANAMTHITTA,KONNI,403,0,0,0,403
KERALA,PATHANAMTHITTA,KULANADA,629,0,0,0,629
KERALA,PATHANAMTHITTA,MALLAPPALLY,747,1,5,0,753
KERALA,PATHANAMTHITTA,PANDALAM,537,0,0,0,537
KERALA,PATHANAMTHITTA,PARAKKODE,2038,9,1,1,2049
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,50,0,0,0,50
KERALA,PATHANAMTHITTA,PULIKEEZHU,296,14,0,2,312
KERALA,PATHANAMTHITTA,RANNI,651,5,1,0,657
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,57,5,0,0,62
KERALA,THIRUVANANTHAPURAM,ATHIYANNOOR,825,26,25,0,876
KERALA,THIRUVANANTHAPURAM,ATTINGAL MUNI,25,5,0,0,30
KERALA,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,576,372,1,0,949
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,994,9,12,0,1015
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,858,296,0,0,1154
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,503,5,0,1,509
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD MUNI,92,0,0,0,92
KERALA,THIRUVANANTHAPURAM,NEMOM,936,402,32,0,1370
KERALA,THIRUVANANTHAPURAM,NEYYATTINKARA MUNI,328,2,0,0,330
KERALA,THIRUVANANTHAPURAM,PARASSALA,864,0,1,1,866
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,674,218,0,0,892
KERALA,THIRUVANANTHAPURAM,TVPM CORPORATION,927,77,29,0,1033
KERALA,THIRUVANANTHAPURAM,TVPM RURAL,166,155,0,29,350
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,839,673,0,0,1512
KERALA,THIRUVANANTHAPURAM,VARKALA,784,97,6,6,893
KERALA,THIRUVANANTHAPURAM,VARKALA MUNI,50,0,0,0,50
KERALA,THIRUVANANTHAPURAM,VELLANADU,349,888,0,0,1237
KERALA,THRISSUR,ANTHIKKAD,1803,194,0,0,1997
KERALA,THRISSUR,CHALAKKUDY,3052,326,4,1,3383
KERALA,THRISSUR,CHALAKUDY MUNI,523,0,0,0,523
KERALA,THRISSUR,CHAVAKKAD,2369,3,3,0,2375
KERALA,THRISSUR,CHAVAKKAD MUNI,495,0,0,0,495
KERALA,THRISSUR,CHERPU,1931,26,0,0,1957
KERALA,THRISSUR,CHOWANNUR,2138,143,0,0,2281
KERALA,THRISSUR,GURUVAYOOR MUNI,236,2,0,0,238
KERALA,THRISSUR,IRINJALAKKUDA,1466,258,1,0,1725
KERALA,THRISSUR,IRINJALAKUDA MUNI,360,0,0,0,360
KERALA,THRISSUR,KODAKARA,3837,115,4,0,3956
KERALA,THRISSUR,KODUNGALLUR,654,131,6,0,791
KERALA,THRISSUR,KODUNGALLUR MUNI,110,100,0,0,210
KERALA,THRISSUR,KUNNAMKULAM MUNI,681,0,0,0,681
KERALA,THRISSUR,MALA,5764,51,3,0,5818
KERALA,THRISSUR,MATHILAKOM,695,303,1,0,999
KERALA,THRISSUR,MULLASSERY,1584,0,1,0,1585
KERALA,THRISSUR,OLLUKKARA,1807,438,4,0,2249
KERALA,THRISSUR,PAZHAYANNUR,1763,487,3,0,2253
KERALA,THRISSUR,PUZHAKKAL,2406,547,0,0,2953
KERALA,THRISSUR,THALIKULAM,906,20,0,262,1188
KERALA,THRISSUR,THRISSUR CORPORATION,1648,136,5,2,1791
KERALA,THRISSUR,VADAKKANCHERRY,2011,1123,10,0,3144
KERALA,THRISSUR,VELLANGALLUR,1522,1,0,0,1523
KERALA,WAYANAD,KALPETTA,92,8,0,0,100
KERALA,WAYANAD,KALPETTA MUNI,5,0,0,0,5
KERALA,WAYANAD,MANANTHAVADI,215,1,0,0,216
KERALA,WAYANAD,SULTHANBATHERI,353,11,2,0,366
MADHYA PRADESH,BALAGHAT,BAIHAR,107,54,0,0,161
MADHYA PRADESH,BALAGHAT,BALAGHAT,1274,90,14,7,1385
MADHYA PRADESH,BALAGHAT,BIRSA,127,305,0,0,432
MADHYA PRADESH,BALAGHAT,KATANGI,2556,4,2,1,2563
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,1588,21,3,2,1614
MADHYA PRADESH,BALAGHAT,KIRNAPUR,2201,24,4,16,2245
MADHYA PRADESH,BALAGHAT,LALBURRA,1406,12,149,5,1572
MADHYA PRADESH,BALAGHAT,LANJI,1268,40,57,31,1396
MADHYA PRADESH,BALAGHAT,PARASWADA,399,72,1,4,476
MADHYA PRADESH,BALAGHAT,WARASEONI,931,5,1,0,937
MADHYA PRADESH,BARWANI,BARWANI,469,848,0,1,1318
MADHYA PRADESH,BARWANI,NIWALI,74,287,0,0,361
MADHYA PRADESH,BARWANI,PANSEMAL,618,970,0,1,1589
MADHYA PRADESH,BARWANI,PATI,94,1066,14,4,1178
MADHYA PRADESH,BARWANI,RAJPUR,753,6038,17,12,6820
MADHYA PRADESH,BARWANI,SENDHWA,925,2243,2,6,3176
MADHYA PRADESH,BARWANI,THIKRI,1295,2710,7,1,4013
MADHYA PRADESH,BETUL,AMLA,4613,3769,8,3,8393
MADHYA PRADESH,BETUL,ATHNER,766,2159,1,1,2927
MADHYA PRADESH,BETUL,BETUL,7823,827,15,18,8683
MADHYA PRADESH,BETUL,BHAINSDEHI,1875,1481,10,12,3378
MADHYA PRADESH,BETUL,BHIMPURA,1379,1025,3,5,2412
MADHYA PRADESH,BETUL,CHICHOLI,3435,342,3,0,3780
MADHYA PRADESH,BETUL,GHODA DONGRI,3187,246,1,1,3435
MADHYA PRADESH,BETUL,MULTAI,4235,5732,18,5,9990
MADHYA PRADESH,BETUL,PRABHAT PATTAN,1803,5915,49,16,7783
MADHYA PRADESH,BETUL,SHAHPUR,2768,453,3,1,3225
MADHYA PRADESH,BHIND,ATER,1225,0,727,0,1952
MADHYA PRADESH,BHIND,BHIND,690,0,390,2,1082
MADHYA PRADESH,BHIND,GOHAD,1915,20,41,7,1983
MADHYA PRADESH,BHIND,LAHAR,3816,36,149,17,4018
MADHYA PRADESH,BHIND,MEHAGOAN,3458,22,441,2,3923
MADHYA PRADESH,BHIND,ROUN(MIHONA),1879,65,261,19,2224
MADHYA PRADESH,BHOPAL,BERASIA,6110,1579,16,5,7710
MADHYA PRADESH,BHOPAL,FUNDA,2457,32,11,1,2501
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,5081,83,11,2,5177
MADHYA PRADESH,CHHATARPUR,BIJAWAR,5624,55,2,17,5698
MADHYA PRADESH,CHHATARPUR,BUXWAHA,1254,122,17,4,1397
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,12096,302,9,26,12433
MADHYA PRADESH,CHHATARPUR,GAURIHAR,889,9,11,3,912
MADHYA PRADESH,CHHATARPUR,LAUNDI,4738,310,4,1,5053
MADHYA PRADESH,CHHATARPUR,NOWGONG,9507,693,7,13,10220
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,12118,685,13,14,12830
MADHYA PRADESH,CHHINDWARA,AMARWADA,2266,4800,176,130,7372
MADHYA PRADESH,CHHINDWARA,BICHHUA,2651,1036,11,4,3702
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,6674,4151,13,2,10840
MADHYA PRADESH,CHHINDWARA,CHOURAI,8161,3964,215,24,12364
MADHYA PRADESH,CHHINDWARA,HARAI,1027,1525,23,43,2618
MADHYA PRADESH,CHHINDWARA,JAMAI,2998,835,0,0,3833
MADHYA PRADESH,CHHINDWARA,MOHKHED,7151,4526,29,9,11715
MADHYA PRADESH,CHHINDWARA,PANDHURANA,9350,851,158,21,10380
MADHYA PRADESH,CHHINDWARA,PARASIA,3799,3573,30,9,7411
MADHYA PRADESH,CHHINDWARA,SAUSAR,6861,392,19,14,7286
MADHYA PRADESH,CHHINDWARA,TAMIA,375,80,0,0,455
MADHYA PRADESH,DAMOH,BATIYAGHAR,1876,18,19,4,1917
MADHYA PRADESH,DAMOH,DAMOH,3765,59,52,2,3878
MADHYA PRADESH,DAMOH,HATTA,1720,35,3,6,1764
MADHYA PRADESH,DAMOH,JABERA,1223,12,11,2,1248
MADHYA PRADESH,DAMOH,PATERA,1455,26,3,0,1484
MADHYA PRADESH,DAMOH,PATHARIA,1908,60,10,2,1980
MADHYA PRADESH,DAMOH,TENDUKHEDA,966,27,2,3,998
MADHYA PRADESH,DATIA,BHANDER,2409,58,189,2,2658
MADHYA PRADESH,DATIA,DATIA,10906,1938,105,29,12978
MADHYA PRADESH,DATIA,SEONDHA,2640,20,1684,12,4356
MADHYA PRADESH,DEWAS,BAGLEE,1634,7104,14,6,8758
MADHYA PRADESH,DEWAS,DEWAS,3781,3176,205,20,7182
MADHYA PRADESH,DEWAS,KANNOD,2943,3002,3,2,5950
MADHYA PRADESH,DEWAS,KHATEGAON,2998,999,5,4,4006
MADHYA PRADESH,DEWAS,SONKUCH,2187,2171,5,3,4366
MADHYA PRADESH,DEWAS,TONKHURD,2374,746,112,0,3232
MADHYA PRADESH,DHAR,BADNAWER,1296,3726,39,23,5084
MADHYA PRADESH,DHAR,BAGH,440,1700,9,11,2160
MADHYA PRADESH,DHAR,DAHI,315,2847,14,1,3177
MADHYA PRADESH,DHAR,DHAR,111,8,0,8,127
MADHYA PRADESH,DHAR,DHARAMPURI,3056,2924,26,1,6007
MADHYA PRADESH,DHAR,GANDHWANI,129,1700,7,4,1840
MADHYA PRADESH,DHAR,KUKSHI,369,3442,16,0,3827
MADHYA PRADESH,DHAR,MANAWAR,674,2947,1,3,3625
MADHYA PRADESH,DHAR,NALACHHA,623,416,6,2,1047
MADHYA PRADESH,DHAR,NISARPUR,510,1328,37,38,1913
MADHYA PRADESH,DHAR,SARDARPUR,310,7209,11,4,7534
MADHYA PRADESH,DHAR,TIRLA,179,136,0,20,335
MADHYA PRADESH,DHAR,UMARBAN,77,645,6,0,728
MADHYA PRADESH,DINDORI,AMARPUR,11,0,0,0,11
MADHYA PRADESH,DINDORI,BAJAG,3,0,0,0,3
MADHYA PRADESH,DINDORI,DINDORI,9,13,0,0,22
MADHYA PRADESH,DINDORI,KARANJIYA,9,0,0,0,9
MADHYA PRADESH,DINDORI,SAMNAPUR,194,118,2,0,314
MADHYA PRADESH,DINDORI,SHAHPURA,17,68,10,2,97
MADHYA PRADESH,GUNA,ARON,437,15,0,1,453
MADHYA PRADESH,GUNA,ASHOKNAGAR,2466,289,7,0,2762
MADHYA PRADESH,GUNA,BAMORI,774,8,6,1,789
MADHYA PRADESH,GUNA,CHANCHODA,8137,1467,20,16,9640
MADHYA PRADESH,GUNA,CHANDERI,853,108,1,3,965
MADHYA PRADESH,GUNA,EHSAGADH,1320,63,1,0,1384
MADHYA PRADESH,GUNA,GUNA,2976,71,2,198,3247
MADHYA PRADESH,GUNA,MUNGAWALI,1646,176,3,23,1848
MADHYA PRADESH,GUNA,RAGHOGARH,6062,178,3,10,6253
MADHYA PRADESH,GWALIOR,BHITARWAR,4387,140,179,22,4728
MADHYA PRADESH,GWALIOR,DABRA,3317,87,174,18,3596
MADHYA PRADESH,GWALIOR,GHATIGAWAN,4026,29,379,176,4610
MADHYA PRADESH,GWALIOR,MORAR,4325,31,595,26,4977
MADHYA PRADESH,HARDA,HARDA,2504,49,2,1,2556
MADHYA PRADESH,HARDA,KHIRKIYA,7281,319,12,8,7620
MADHYA PRADESH,HARDA,TIMARNI,2762,47,82,0,2891
MADHYA PRADESH,HOSHANGABAD,BABAI,4058,7,5,1,4071
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,5903,20,5,6,5934
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,2244,4,81,12,2341
MADHYA PRADESH,HOSHANGABAD,KESLA,1411,37,2,0,1450
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,2490,3,70,3,2566
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,2908,33,24,1,2966
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,1962,21,11,1,1995
MADHYA PRADESH,INDORE,DEPAL PUR,1268,519,9,2,1798
MADHYA PRADESH,INDORE,INDORE,2857,934,135,788,4714
MADHYA PRADESH,INDORE,MHOW,3257,2450,69,3,5779
MADHYA PRADESH,INDORE,SANWER,272,69,61,14,416
MADHYA PRADESH,JABALPUR,BARGI,2219,132,11,0,2362
MADHYA PRADESH,JABALPUR,KUNDAM,335,19,81,1,436
MADHYA PRADESH,JABALPUR,MAJHOLI,1083,57,503,7,1650
MADHYA PRADESH,JABALPUR,PANAGAR,864,27,71,0,962
MADHYA PRADESH,JABALPUR,PATAN,131,13,21,0,165
MADHYA PRADESH,JABALPUR,SHAHPURA,1759,35,748,1,2543
MADHYA PRADESH,JABALPUR,SIHORA,1380,74,223,1,1678
MADHYA PRADESH,JHABUA,ALIRAJPUR,1251,1843,8,3,3105
MADHYA PRADESH,JHABUA,BHABHARA,874,545,2,0,1421
MADHYA PRADESH,JHABUA,JHABUA,695,859,0,18,1572
MADHYA PRADESH,JHABUA,JOBAT,1026,751,2,1,1780
MADHYA PRADESH,JHABUA,KATTHIWADA,731,151,1,1,884
MADHYA PRADESH,JHABUA,MEGHNAGAR,558,1323,5,7,1893
MADHYA PRADESH,JHABUA,PETLAWAD,459,5131,52,122,5764
MADHYA PRADESH,JHABUA,RAMA,513,1531,3,25,2072
MADHYA PRADESH,JHABUA,RANAPUR,518,799,7,1,1325
MADHYA PRADESH,JHABUA,SONDWA,653,582,1,2,1238
MADHYA PRADESH,JHABUA,THANDLA,667,1870,2,0,2539
MADHYA PRADESH,JHABUA,UDAIGARH,612,821,4,1,1438
MADHYA PRADESH,KATNI,BADWARA,3093,17,155,11,3276
MADHYA PRADESH,KATNI,BAHORIBAND,2182,21,59,2,2264
MADHYA PRADESH,KATNI,DHIMAR KHERA,1024,17,55,0,1096
MADHYA PRADESH,KATNI,KATNI,1589,40,46,0,1675
MADHYA PRADESH,KATNI,RITHI,1026,98,14,0,1138
MADHYA PRADESH,KATNI,VIJAYRAGHAVGARH,2276,99,169,1,2545
MADHYA PRADESH,KHANDWA,BALADI,1594,2200,14,1,3809
MADHYA PRADESH,KHANDWA,BURHANPUR,7227,585,15,49,7876
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,2268,5316,10,10,7604
MADHYA PRADESH,KHANDWA,HARSOOD,2504,3012,23,25,5564
MADHYA PRADESH,KHANDWA,KHAKNAR,5488,753,10,100,6351
MADHYA PRADESH,KHANDWA,KHALWA,2084,3289,5,8,5386
MADHYA PRADESH,KHANDWA,KHANDWA,2286,4846,25,34,7191
MADHYA PRADESH,KHANDWA,PANDHANA,2579,7131,11,65,9786
MADHYA PRADESH,KHANDWA,PUNASA,2414,6893,28,36,9371
MADHYA PRADESH,KHARGONE,BARWAHA,7365,6499,9,7,13880
MADHYA PRADESH,KHARGONE,BHAGWANPURA,498,1965,1,0,2464
MADHYA PRADESH,KHARGONE,BHIKANGAON,1983,5245,78,8,7314
MADHYA PRADESH,KHARGONE,GOGAWA,1514,3262,5,2,4783
MADHYA PRADESH,KHARGONE,KASRAWAD,4155,3588,34,11,7788
MADHYA PRADESH,KHARGONE,KHARGONE,1350,4431,5,2,5788
MADHYA PRADESH,KHARGONE,MAHESHWAR,5340,3327,182,8,8857
MADHYA PRADESH,KHARGONE,SEGOAN,495,2814,5,0,3314
MADHYA PRADESH,KHARGONE,ZIRNYA,650,2568,3,21,3242
MADHYA PRADESH,MANDLA,BICHHIA,487,34,2,0,523
MADHYA PRADESH,MANDLA,BIJADANDI,21,11,1,0,33
MADHYA PRADESH,MANDLA,GHUGHRI,11,0,2,0,13
MADHYA PRADESH,MANDLA,MANDLA,594,51,67,0,712
MADHYA PRADESH,MANDLA,MAWAI,118,12,0,0,130
MADHYA PRADESH,MANDLA,MOHGAON,253,11,0,2,266
MADHYA PRADESH,MANDLA,NAINPUR,485,38,1,1,525
MADHYA PRADESH,MANDLA,NARAYANGANJ,277,24,0,1,302
MADHYA PRADESH,MANDLA,NIVAS,168,15,1,0,184
MADHYA PRADESH,MANDSAUR,BHANPURA,4163,3196,21,4,7384
MADHYA PRADESH,MANDSAUR,GAROTH,5384,11894,72,69,17419
MADHYA PRADESH,MANDSAUR,MALHARGAR,5239,14703,16,23,19981
MADHYA PRADESH,MANDSAUR,MANDSAUR,6042,23292,41,17,29392
MADHYA PRADESH,MANDSAUR,SITAMAU,5166,18483,61,23,23733
MADHYA PRADESH,MORENA,AMBAH,963,9,603,1,1576
MADHYA PRADESH,MORENA,JOURA,1973,32,880,3,2888
MADHYA PRADESH,MORENA,KAILARAS,1124,0,710,10,1844
MADHYA PRADESH,MORENA,MORENA,3653,21,904,2,4580
MADHYA PRADESH,MORENA,PAHARGARH,568,2,60,0,630
MADHYA PRADESH,MORENA,PORSA,1157,16,983,3,2159
MADHYA PRADESH,MORENA,SABALGARH,881,16,196,38,1131
MADHYA PRADESH,NARSINGHPUR,BABAI-CHICHLI,2323,8,7,1,2339
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,2956,31,557,6,3550
MADHYA PRADESH,NARSINGHPUR,GOTEGAON,868,224,65,1,1158
MADHYA PRADESH,NARSINGHPUR,KARELI,376,3,0,0,379
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,974,260,298,9,1541
MADHYA PRADESH,NARSINGHPUR,SAIKHEDA,2816,103,13,2,2934
MADHYA PRADESH,NEEMUCH,JAWAD,7274,6211,52,56,13593
MADHYA PRADESH,NEEMUCH,MANASA,10102,5127,523,41,15793
MADHYA PRADESH,NEEMUCH,NEEMUCH,7655,10480,15,0,18150
MADHYA PRADESH,PANNA,AJAYGARH,3157,66,73,0,3296
MADHYA PRADESH,PANNA,GUNOUR,627,30,6,1,664
MADHYA PRADESH,PANNA,PANNA,1170,34,6,3,1213
MADHYA PRADESH,PANNA,PAWAI,873,31,34,2,940
MADHYA PRADESH,PANNA,SHAHNAGAR,599,24,36,0,659
MADHYA PRADESH,RAISEN,ABDULLA GANJ,333,53,5,4,395
MADHYA PRADESH,RAISEN,BADI,1065,24,291,3,1383
MADHYA PRADESH,RAISEN,BEGAMGANJ,1773,604,1,20,2398
MADHYA PRADESH,RAISEN,GAIRATGANJ,1371,40,2,0,1413
MADHYA PRADESH,RAISEN,SANCHI,712,117,12,3,844
MADHYA PRADESH,RAISEN,SILVANI,1982,119,8,5,2114
MADHYA PRADESH,RAISEN,UDAYPURA,2384,14,38,1,2437
MADHYA PRADESH,RAJGARH,BIAORA,7996,5656,45,14,13711
MADHYA PRADESH,RAJGARH,KHILCHIPUR,5044,5233,12,13,10302
MADHYA PRADESH,RAJGARH,NARSINGARH,8962,4023,9,5,12999
MADHYA PRADESH,RAJGARH,RAJGARH,4891,5990,19,410,11310
MADHYA PRADESH,RAJGARH,SARANGPUR,5773,5523,14,15,11325
MADHYA PRADESH,RAJGARH,ZEERAPUR],6766,3830,25,13,10634
MADHYA PRADESH,RATLAM,ALOT,4657,4387,30,12,9086
