-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.14.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.14.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total - Constraints in utilisation,Total in use
MADHYA PRADESH,CHHATARPUR,NOWGONG,3,0,0,0,0,0,3
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,5,0,0,0,0,0,5
MADHYA PRADESH,DAMOH,BATIYAGHAR,63,0,0,0,0,0,63
MADHYA PRADESH,DAMOH,HATTA,358,15,0,0,0,15,373
MADHYA PRADESH,DAMOH,JABERA,3,0,0,0,0,0,3
MADHYA PRADESH,DATIA,BHANDER,0,0,0,1,14,15,15
MADHYA PRADESH,DATIA,DATIA,3,5,20,174,0,199,202
MADHYA PRADESH,DATIA,SEONDHA,57,0,0,22,0,22,79
MADHYA PRADESH,DEWAS,BAGLEE,18,29,0,340,1,370,388
MADHYA PRADESH,DEWAS,DEWAS,54,0,1,854,3,858,912
MADHYA PRADESH,DEWAS,KANNOD,9,0,1,102,0,103,112
MADHYA PRADESH,DEWAS,KHATEGAON,8,0,0,0,0,0,8
MADHYA PRADESH,DEWAS,SONKUCH,17,0,0,40,2,42,59
MADHYA PRADESH,DHAR,BADNAWER,0,0,0,4,0,4,4
MADHYA PRADESH,DHAR,BAGH,0,1,0,0,0,1,1
MADHYA PRADESH,DHAR,DAHI,0,0,0,1,0,1,1
MADHYA PRADESH,DHAR,DHAR,1,0,0,35,0,35,36
MADHYA PRADESH,DHAR,DHARAMPURI,0,8,0,91,0,99,99
MADHYA PRADESH,DHAR,GANDHWANI,0,0,0,14,0,14,14
MADHYA PRADESH,DHAR,KUKSHI,0,0,0,66,0,66,66
MADHYA PRADESH,DHAR,MANAWAR,0,1,0,128,2,131,131
MADHYA PRADESH,DHAR,NALACHHA,0,0,0,0,0,0,0
MADHYA PRADESH,DHAR,NISARPUR,0,3,0,0,0,3,3
MADHYA PRADESH,DHAR,SARDARPUR,0,0,0,207,0,207,207
MADHYA PRADESH,DHAR,TIRLA,0,0,0,0,0,0,0
MADHYA PRADESH,DHAR,UMARBAN,0,0,0,0,0,0,0
MADHYA PRADESH,GUNA,BAMORI,1123,0,2,2,0,4,1127
MADHYA PRADESH,GUNA,CHANCHODA,18,0,0,3,0,3,21
MADHYA PRADESH,GUNA,EHSAGADH,376,1,1,10,0,12,388
MADHYA PRADESH,GUNA,GUNA,746,14,0,11,0,25,771
MADHYA PRADESH,GUNA,RAGHOGARH,37,0,0,0,0,0,37
MADHYA PRADESH,GWALIOR,MORAR,24,0,0,2,0,2,26
MADHYA PRADESH,HARDA,HARDA,2,0,0,0,0,0,2
MADHYA PRADESH,HOSHANGABAD,BABAI,30,0,0,0,6,6,36
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,225,53,0,2,33,88,313
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,1,0,0,0,0,0,1
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,88,6,0,2,38,46,134
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,5,0,0,0,0,0,5
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,10,1,0,2,13,16,26
MADHYA PRADESH,INDORE,DEPAL PUR,0,0,0,0,0,0,0
MADHYA PRADESH,INDORE,INDORE,13,0,0,66,47,113,126
MADHYA PRADESH,INDORE,MHOW,0,0,1,1148,0,1149,1149
MADHYA PRADESH,JABALPUR,BARGI,13,3,0,3,2,8,21
MADHYA PRADESH,JABALPUR,PANAGAR,2,0,0,0,8,8,10
MADHYA PRADESH,JABALPUR,PATAN,43,2,0,0,36,38,81
MADHYA PRADESH,JABALPUR,SHAHPURA,28,1,0,0,2,3,31
MADHYA PRADESH,JABALPUR,SIHORA,7,4,13,0,0,17,24
MADHYA PRADESH,JHABUA,JHABUA,0,0,0,2,0,2,2
MADHYA PRADESH,JHABUA,JOBAT,0,6,1,61,0,68,68
MADHYA PRADESH,JHABUA,MEGHNAGAR,0,0,0,19,0,19,19
MADHYA PRADESH,JHABUA,PETLAWAD,0,17,4,225,23,269,269
MADHYA PRADESH,JHABUA,RAMA,0,0,0,3,0,3,3
MADHYA PRADESH,JHABUA,SONDWA,1,6,2,20,7,35,36
MADHYA PRADESH,JHABUA,THANDLA,0,0,2,88,1,91,91
MADHYA PRADESH,KATNI,BADWARA,7,0,0,0,0,0,7
MADHYA PRADESH,KATNI,BAHORIBAND,6,0,0,22,0,22,28
MADHYA PRADESH,KATNI,DHIMAR KHERA,52,1,0,1,0,2,54
MADHYA PRADESH,KATNI,KATNI,4,0,0,1,7,8,12
MADHYA PRADESH,KATNI,RITHI,4,0,0,8,0,8,12
MADHYA PRADESH,KHANDWA,BALADI,3,0,0,2,0,2,5
MADHYA PRADESH,KHANDWA,BURHANPUR,64,0,0,25,0,25,89
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,54,0,0,202,0,202,256
MADHYA PRADESH,KHANDWA,KHAKNAR,305,0,0,256,0,256,561
MADHYA PRADESH,KHANDWA,KHANDWA,29,0,0,203,0,203,232
MADHYA PRADESH,KHANDWA,PANDHANA,26,0,0,68,0,68,94
MADHYA PRADESH,KHANDWA,PUNASA,17,0,0,17,0,17,34
MADHYA PRADESH,KHARGONE,BARWAHA,116,16,0,1443,10,1469,1585
MADHYA PRADESH,KHARGONE,BHAGWANPURA,1,0,0,9,0,9,10
MADHYA PRADESH,KHARGONE,BHIKANGAON,2,0,0,205,0,205,207
MADHYA PRADESH,KHARGONE,GOGAWA,19,0,1,99,2,102,121
MADHYA PRADESH,KHARGONE,KASRAWAD,4,0,0,36,0,36,40
MADHYA PRADESH,KHARGONE,KHARGONE,21,1,0,376,4,381,402
MADHYA PRADESH,KHARGONE,MAHESHWAR,96,1,2,146,0,149,245
MADHYA PRADESH,KHARGONE,SEGOAN,2,0,0,99,3,102,104
MADHYA PRADESH,KHARGONE,ZIRNYA,8,0,0,1,0,1,9
MADHYA PRADESH,MANDSAUR,GAROTH,0,0,0,184,14,198,198
MADHYA PRADESH,MANDSAUR,MALHARGAR,0,0,0,252,0,252,252
MADHYA PRADESH,MANDSAUR,MANDSAUR,0,1,0,395,40,436,436
MADHYA PRADESH,MANDSAUR,SITAMAU,0,0,0,176,24,200,200
MADHYA PRADESH,MORENA,AMBAH,0,0,0,0,0,0,0
MADHYA PRADESH,NARSINGHPUR,BABAI-CHICHLI,36,2,0,0,0,2,38
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,4,1,0,0,0,1,5
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,120,0,1,0,8,9,129
MADHYA PRADESH,NEEMUCH,JAWAD,428,3,5,1491,26,1525,1953
MADHYA PRADESH,NEEMUCH,MANASA,10,1,0,67,63,131,141
MADHYA PRADESH,NEEMUCH,NEEMUCH,117,1,0,511,12,524,641
MADHYA PRADESH,PANNA,AJAYGARH,23,0,0,0,0,0,23
MADHYA PRADESH,PANNA,GUNOUR,216,2,0,107,0,109,325
MADHYA PRADESH,PANNA,PANNA,54,0,0,0,0,0,54
MADHYA PRADESH,PANNA,PAWAI,2,0,0,16,0,16,18
MADHYA PRADESH,RAISEN,BADI,38,0,0,48,0,48,86
MADHYA PRADESH,RAISEN,GAIRATGANJ,1,0,0,19,0,19,20
MADHYA PRADESH,RAISEN,SANCHI,0,0,0,40,0,40,40
MADHYA PRADESH,RAISEN,UDAYPURA,0,0,0,1,1,2,2
MADHYA PRADESH,RAJGARH,BIAORA,0,0,0,58,0,58,58
MADHYA PRADESH,RAJGARH,KHILCHIPUR,0,0,0,6,0,6,6
MADHYA PRADESH,RAJGARH,NARSINGARH,1,0,0,20,0,20,21
MADHYA PRADESH,RAJGARH,RAJGARH,0,1,0,44,0,45,45
MADHYA PRADESH,RAJGARH,SARANGPUR,0,10,1,57,3,71,71
MADHYA PRADESH,RAJGARH,ZEERAPUR],0,65,0,182,17,264,264
MADHYA PRADESH,RATLAM,ALOT,10,9,0,508,19,536,546
MADHYA PRADESH,RATLAM,BAJNA,0,0,0,3,0,3,3
MADHYA PRADESH,RATLAM,JAORA,0,13,0,583,21,617,617
MADHYA PRADESH,RATLAM,PIPLODA,0,0,2,613,4,619,619
MADHYA PRADESH,RATLAM,RATLAM,45,17,2,1205,67,1291,1336
MADHYA PRADESH,RATLAM,SAILANA,1,1,3,545,9,558,559
MADHYA PRADESH,REWA,GANGEO,11,0,0,2,5,7,18
MADHYA PRADESH,REWA,HANUMANA,2,0,0,0,0,0,2
MADHYA PRADESH,REWA,JAWA,1,0,0,0,0,0,1
MADHYA PRADESH,REWA,MAUGANJ,0,0,0,0,2,2,2
MADHYA PRADESH,REWA,RAIPUR KARCULIYAN,93,114,13,30,93,250,343
MADHYA PRADESH,REWA,REWA,20,110,1,4,105,220,240
MADHYA PRADESH,REWA,SIRMOUR,21,63,1,15,276,355,376
MADHYA PRADESH,SAGAR,BANDA,39,0,0,9,0,9,48
MADHYA PRADESH,SAGAR,BINA,4,0,0,0,0,0,4
MADHYA PRADESH,SAGAR,DEORI,29,0,0,0,0,0,29
MADHYA PRADESH,SAGAR,JAISINAGAR,25,0,0,0,0,0,25
MADHYA PRADESH,SAGAR,KESLI,0,0,0,0,0,0,0
MADHYA PRADESH,SAGAR,KHURAI,32,0,0,0,0,0,32
MADHYA PRADESH,SAGAR,MALTHONE,6,0,0,0,0,0,6
MADHYA PRADESH,SAGAR,RAHATGARH,90,0,0,0,0,0,90
MADHYA PRADESH,SAGAR,REHLI,2,0,0,0,0,0,2
MADHYA PRADESH,SAGAR,SAGAR,59,0,0,0,0,0,59
MADHYA PRADESH,SAGAR,SHAHGARH,1,0,0,0,0,0,1
MADHYA PRADESH,SATNA,AMARPATAN,21,82,61,25,0,168,189
MADHYA PRADESH,SATNA,MAIHAR,1,3,0,2,0,5,6
MADHYA PRADESH,SATNA,MAJHAGAWAN,8,61,3,230,4,298,306
MADHYA PRADESH,SATNA,NAGOD,190,144,97,181,135,557,747
MADHYA PRADESH,SATNA,RAMNAGER,44,0,1,2,0,3,47
MADHYA PRADESH,SATNA,RAMPUR BAGHELAN,2,96,19,14,0,129,131
MADHYA PRADESH,SATNA,SOHAWAL,53,34,6,70,33,143,196
MADHYA PRADESH,SATNA,UCHEHARA,2,27,3,5,11,46,48
MADHYA PRADESH,SEHORE,ASHTA,0,0,0,0,0,0,0
MADHYA PRADESH,SEHORE,NASRULLAGANJ,0,0,0,0,17,17,17
MADHYA PRADESH,SEONI,BARGHAT,2,0,0,0,0,0,2
MADHYA PRADESH,SEONI,DHANORA,2,0,0,0,0,0,2
MADHYA PRADESH,SEONI,KURAI,3,3,0,0,0,3,6
MADHYA PRADESH,SEONI,LAKHNADON,1,0,0,0,0,0,1
MADHYA PRADESH,SEONI,SEONI,26,1,0,7,1,9,35
MADHYA PRADESH,SHAHDOL,BEOHARI,0,0,0,0,0,0,0
MADHYA PRADESH,SHAHDOL,BURHAR,4,0,0,0,0,0,4
MADHYA PRADESH,SHAHDOL,GOHPARU,5,0,0,0,0,0,5
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,3,20,1,5,3,29,32
MADHYA PRADESH,SHAHDOL,JAITHARI,16,0,0,1,3,4,20
MADHYA PRADESH,SHAHDOL,SOHAGPUR,23,0,0,14,11,25,48
MADHYA PRADESH,SHAJAPUR,AGAR,0,0,0,111,0,111,111
MADHYA PRADESH,SHAJAPUR,BAROD,0,0,0,30,0,30,30
MADHYA PRADESH,SHAJAPUR,KALAPIPAL,0,0,0,81,0,81,81
MADHYA PRADESH,SHAJAPUR,M.BARODIYA,0,0,0,1,0,1,1
MADHYA PRADESH,SHAJAPUR,NALKHEDA,0,0,0,15,0,15,15
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,0,0,0,22,8,30,30
MADHYA PRADESH,SHAJAPUR,SHUJALPUR,0,0,0,44,2,46,46
MADHYA PRADESH,SHAJAPUR,SUSNER,0,3,0,2,0,5,5
MADHYA PRADESH,SHEOPUR,KARHAL,283,6,0,1,2,9,292
MADHYA PRADESH,SHEOPUR,SHEOPUR,512,1,0,0,2,3,515
MADHYA PRADESH,SHEOPUR,VIJAYPUR,18,0,0,0,75,75,93
MADHYA PRADESH,SHIVPURI,BADARWAS,56,0,0,0,0,0,56
MADHYA PRADESH,SHIVPURI,KOLARAS,119,16,0,11,111,138,257
MADHYA PRADESH,SHIVPURI,POHARI,46,53,0,28,0,81,127
MADHYA PRADESH,SHIVPURI,SHIVPURI,447,41,2,315,44,402,849
MADHYA PRADESH,SIDHI,CHITRANGI,4,0,0,3,0,3,7
MADHYA PRADESH,SIDHI,DEOSAR,1,1,0,1,3,5,6
MADHYA PRADESH,SIDHI,MAJHOULI,4,0,0,0,0,0,4
MADHYA PRADESH,SIDHI,RAMPUR NAKIN,0,8,0,1,0,9,9
MADHYA PRADESH,SIDHI,SIDHI,3,0,0,0,1,1,4
MADHYA PRADESH,SIDHI,SIHAWAL,22,6,4,1,0,11,33
MADHYA PRADESH,TIKAMGARH,JATARA,38,0,0,17,0,17,55
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,22,0,0,8,0,8,30
MADHYA PRADESH,UJJAIN,GHATTIA,0,0,0,2,0,2,2
MADHYA PRADESH,UJJAIN,KHACHROD,5,0,0,9,0,9,14
MADHYA PRADESH,UJJAIN,MEHIDPUR,0,8,0,8,0,16,16
MADHYA PRADESH,UJJAIN,TARANA,5,0,0,42,0,42,47
MADHYA PRADESH,UJJAIN,UJJAIN,170,0,0,2,0,2,172
MADHYA PRADESH,VIDISHA,BASODA,23,0,0,17,0,17,40
MADHYA PRADESH,VIDISHA,KURWAI,2,0,0,0,0,0,2
MADHYA PRADESH,VIDISHA,LATERI,8,0,0,0,0,0,8
MADHYA PRADESH,VIDISHA,NATERAN,8,0,0,58,0,58,66
MADHYA PRADESH,VIDISHA,SIRONJ,0,0,0,4,0,4,4
MAHARASHTRA,AHMEDNAGAR,AKOLA,4,0,0,13,2,15,19
MAHARASHTRA,AHMEDNAGAR,JAMKHED,0,0,0,19,0,19,19
MAHARASHTRA,AHMEDNAGAR,KARJAT,190,1,0,48,24,73,263
MAHARASHTRA,AHMEDNAGAR,KOPARGAON,22,0,0,142,61,203,225
MAHARASHTRA,AHMEDNAGAR,NEVASA,67,0,0,553,295,848,915
MAHARASHTRA,AHMEDNAGAR,PARNER,0,153,1,44,3,201,201
MAHARASHTRA,AHMEDNAGAR,PATHARDI,2,0,0,12,0,12,14
MAHARASHTRA,AHMEDNAGAR,RAHATA,556,27,0,178,5,210,766
MAHARASHTRA,AHMEDNAGAR,SHRIRAMPUR,461,23,0,292,3,318,779
MAHARASHTRA,AKOLA,AKOT,0,0,0,167,0,167,167
MAHARASHTRA,AKOLA,BALAPUR,0,0,0,8,0,8,8
MAHARASHTRA,AKOLA,MURTIJAPUR,0,0,0,1,0,1,1
MAHARASHTRA,AKOLA,TELHARA,0,1,0,10,0,11,11
MAHARASHTRA,AMRAVATI,ACHALPUR,0,0,0,1,0,1,1
MAHARASHTRA,AMRAVATI,ANJANGAON SURJI,0,0,0,5,3,8,8
MAHARASHTRA,AMRAVATI,CHANDUR BAZAR,6,0,0,17,0,17,23
MAHARASHTRA,AMRAVATI,CHANDUR RAILWAY,4,0,0,0,5,5,9
MAHARASHTRA,AMRAVATI,DHAMANGAON RAILWAY,0,0,0,1,1,2,2
MAHARASHTRA,AMRAVATI,DHARNI,5,2,0,4,1,7,12
MAHARASHTRA,AMRAVATI,MORSHI,39,0,0,37,1,38,77
MAHARASHTRA,AMRAVATI,WARUD,1,16,0,408,5,429,430
MAHARASHTRA,AURANGABAD,GANAGAPUR,0,0,0,20,0,20,20
MAHARASHTRA,AURANGABAD,PAITHAN,0,5,0,125,0,130,130
MAHARASHTRA,BEED,AMBEJOGAI,0,583,1,208,1,793,793
MAHARASHTRA,BEED,BEED,0,269,3,2,0,274,274
MAHARASHTRA,BEED,KAIJ,0,0,0,22,0,22,22
MAHARASHTRA,BEED,PARLI,135,5,0,306,41,352,487
MAHARASHTRA,BEED,PATODA,32,7,0,44,0,51,83
MAHARASHTRA,BEED,SHIRUR (KASAR),0,7,1,5,0,13,13
MAHARASHTRA,BHANDARA,LAKHANDUR,11,0,0,0,3,3,14
MAHARASHTRA,BHANDARA,MOHADI,0,0,0,0,1,1,1
MAHARASHTRA,BHANDARA,PAVANI,0,0,0,0,18,18,18
MAHARASHTRA,BHANDARA,SAKOLI,0,0,0,0,2,2,2
MAHARASHTRA,BULDANA,BULDANA,0,0,0,2,0,2,2
MAHARASHTRA,BULDANA,CHIKHLI,5,0,0,35,0,35,40
MAHARASHTRA,BULDANA,DEULGAON RAJA,0,0,0,4,0,4,4
MAHARASHTRA,BULDANA,LONAR,0,0,0,0,2,2,2
MAHARASHTRA,BULDANA,MALKAPUR,0,0,0,84,0,84,84
MAHARASHTRA,BULDANA,MEHKAR,12,0,0,3,2,5,17
MAHARASHTRA,BULDANA,MOTALA,0,0,0,6,0,6,6
MAHARASHTRA,BULDANA,SANGRAMPUR,0,0,0,2,0,2,2
MAHARASHTRA,BULDANA,SHEGAON,0,0,0,1,2,3,3
MAHARASHTRA,BULDANA,SINDKHED RAJA,0,0,0,3,0,3,3
MAHARASHTRA,CHANDRAPUR,BHADRAVATI,0,0,0,3,0,3,3
MAHARASHTRA,CHANDRAPUR,CHANDRAPUR,0,0,0,9,0,9,9
MAHARASHTRA,CHANDRAPUR,CHIMUR,0,0,0,4,0,4,4
MAHARASHTRA,CHANDRAPUR,KORPANA,0,0,0,22,0,22,22
MAHARASHTRA,CHANDRAPUR,NAGBHIR,0,0,0,5,0,5,5
MAHARASHTRA,CHANDRAPUR,SAWALI,1,0,0,0,0,0,1
MAHARASHTRA,DHULE,DHULE,0,0,0,15,0,15,15
MAHARASHTRA,DHULE,SAKRI,21,0,0,17,0,17,38
MAHARASHTRA,DHULE,SHIRPUR,704,3,0,1062,143,1208,1912
MAHARASHTRA,DHULE,SINDKHEDA,48,0,0,49,0,49,97
MAHARASHTRA,GADCHIROLI,AHERI,0,0,0,0,1,1,1
MAHARASHTRA,GADCHIROLI,SIRONCHA,14,0,0,0,0,0,14
MAHARASHTRA,GONDIYA,A / MORGAON,0,0,0,0,0,0,0
MAHARASHTRA,GONDIYA,DEVRI,1,0,0,0,0,0,1
MAHARASHTRA,GONDIYA,GONDIYA,0,0,0,1,3,4,4
MAHARASHTRA,GONDIYA,SALEKASA,0,0,0,0,2,2,2
MAHARASHTRA,HINGOLI,AUNDHA (NAGNATH),0,0,0,4,0,4,4
MAHARASHTRA,HINGOLI,BASMATH,4,0,0,114,0,114,118
MAHARASHTRA,HINGOLI,HINGOLI,9,0,0,42,0,42,51
MAHARASHTRA,HINGOLI,KALAMNURI,13,0,0,19,0,19,32
MAHARASHTRA,HINGOLI,SENGAON,0,1,0,116,0,117,117
MAHARASHTRA,JALGAON,AMALNER,0,0,0,2,0,2,2
MAHARASHTRA,JALGAON,BHUSAWAL,9,0,0,137,0,137,146
MAHARASHTRA,JALGAON,CHOPDA,3342,1,0,31,2,34,3376
MAHARASHTRA,JALGAON,DHARANGAON,0,0,0,74,0,74,74
MAHARASHTRA,JALGAON,JALGAON,354,347,1,224,3,575,929
MAHARASHTRA,JALGAON,JAMNER,129,0,1,99,0,100,229
MAHARASHTRA,JALGAON,RAVER,557,271,2,28,2,303,860
MAHARASHTRA,JALGAON,YAWAL,90,0,0,600,0,600,690
MAHARASHTRA,JALNA,AMBAD,0,0,0,60,0,60,60
MAHARASHTRA,JALNA,GHANSAWANGI,0,11,0,36,0,47,47
MAHARASHTRA,JALNA,JAFFERABAD,0,0,0,3,0,3,3
MAHARASHTRA,JALNA,PARTUR,0,0,0,8,0,8,8
MAHARASHTRA,KOLHAPUR,AJRA,253,77,0,121,34,232,485
MAHARASHTRA,KOLHAPUR,BHUDARGAD,44,1,0,2,0,3,47
MAHARASHTRA,KOLHAPUR,CHANDGAD,106,0,0,3,3,6,112
MAHARASHTRA,KOLHAPUR,GADHINGLAJ,208,37,1,296,1,335,543
MAHARASHTRA,KOLHAPUR,HATKANANGALE,216,0,0,11,0,11,227
MAHARASHTRA,KOLHAPUR,KAGAL,44,15,1,0,0,16,60
MAHARASHTRA,KOLHAPUR,KARVIR,262,86,1,38,19,144,406
MAHARASHTRA,KOLHAPUR,PANHALA,63,4,0,1,1,6,69
MAHARASHTRA,KOLHAPUR,RADHANAGARI,1,0,0,0,0,0,1
MAHARASHTRA,KOLHAPUR,SHAHUWADI,8,2,0,7,0,9,17
MAHARASHTRA,KOLHAPUR,SHIROL,27,22,0,13,10,45,72
MAHARASHTRA,LATUR,AHMADPUR,0,0,0,10,0,10,10
MAHARASHTRA,LATUR,AUSA,0,0,0,2839,0,2839,2839
MAHARASHTRA,LATUR,CHAKUR,0,1,0,45,0,46,46
MAHARASHTRA,LATUR,DEONI,121,0,0,80,0,80,201
MAHARASHTRA,LATUR,JALKOT,0,0,0,23,0,23,23
MAHARASHTRA,LATUR,LATUR,0,0,0,1327,0,1327,1327
MAHARASHTRA,LATUR,NILANGA,31,0,2,2578,4,2584,2615
MAHARASHTRA,LATUR,RENAPUR,0,0,0,1178,0,1178,1178
MAHARASHTRA,LATUR,SHIRUR ANANTPAL,1121,4,1,701,5,711,1832
MAHARASHTRA,LATUR,UDGIR,236,0,0,112,0,112,348
MAHARASHTRA,NAGPUR,BHIWAPUR,2,2,0,8,0,10,12
MAHARASHTRA,NAGPUR,HINGNA,0,0,0,1,0,1,1
MAHARASHTRA,NAGPUR,KALAMESHWAR,0,0,0,1,0,1,1
MAHARASHTRA,NAGPUR,MOUDA,1,0,0,1,0,1,2
MAHARASHTRA,NAGPUR,NAGPUR RURAL,0,0,0,1,0,1,1
MAHARASHTRA,NAGPUR,NARKHED,0,2,0,16,0,18,18
MAHARASHTRA,NAGPUR,RAMTEK,1,0,0,0,0,0,1
MAHARASHTRA,NAGPUR,UMRED,0,0,0,1,0,1,1
MAHARASHTRA,NANDED,ARDHAPUR,0,97,0,21,43,161,161
MAHARASHTRA,NANDED,BHOKAR,47,0,0,1,0,1,48
MAHARASHTRA,NANDED,BILOLI,0,11,0,1,0,12,12
MAHARASHTRA,NANDED,DEGLUR,6,0,6,71,26,103,109
MAHARASHTRA,NANDED,KANDHAR,8,153,0,109,34,296,304
MAHARASHTRA,NANDED,KINWAT,0,2,0,1,4,7,7
MAHARASHTRA,NANDED,LOHA,1,37,0,230,7,274,275
MAHARASHTRA,NANDED,MAHOOR,0,3,0,1,0,4,4
MAHARASHTRA,NANDED,MUKHED,41,2,0,69,0,71,112
MAHARASHTRA,NANDED,NAIGAON (KHAIRGAON),0,0,0,7,1,8,8
MAHARASHTRA,NANDED,NANDED,1,34,0,170,2,206,207
MAHARASHTRA,NANDED,UMRI,0,0,0,38,0,38,38
MAHARASHTRA,NANDURBAR,AKKALKUWA,0,96,0,2,0,98,98
MAHARASHTRA,NANDURBAR,AKRANI,0,0,0,7,0,7,7
MAHARASHTRA,NANDURBAR,NANDURBAR,385,0,0,0,0,0,385
MAHARASHTRA,NANDURBAR,NAWAPUR,339,5,0,270,0,275,614
MAHARASHTRA,NANDURBAR,SHAHADE,31,1,0,2068,4,2073,2104
MAHARASHTRA,NANDURBAR,TALODA,0,0,0,210,1,211,211
MAHARASHTRA,NASHIK,BAGLAN,3,0,0,0,0,0,3
MAHARASHTRA,NASHIK,CHANDWAD,652,1,0,653,2,656,1308
MAHARASHTRA,NASHIK,DINDORI,0,0,0,347,60,407,407
MAHARASHTRA,NASHIK,IGATPURI,0,0,0,0,0,0,0
MAHARASHTRA,NASHIK,KALWAN,28,0,0,170,2,172,200
MAHARASHTRA,NASHIK,MALEGAON,0,0,0,0,0,0,0
MAHARASHTRA,NASHIK,NANDGAON,2,0,0,57,0,57,59
MAHARASHTRA,NASHIK,NASHIK,31,1,0,0,0,1,32
MAHARASHTRA,NASHIK,NIPHAD,106,1,0,1518,0,1519,1625
MAHARASHTRA,NASHIK,PEINT,0,0,0,0,0,0,0
MAHARASHTRA,NASHIK,SINNAR,0,0,0,25,0,25,25
MAHARASHTRA,NASHIK,TRIMBAKESHWAR,0,0,0,0,0,0,0
MAHARASHTRA,NASHIK,YEOLA,0,0,0,3,0,3,3
MAHARASHTRA,OSMANABAD,BHOOM,91,2,0,100,0,102,193
MAHARASHTRA,OSMANABAD,KALAMB,40,75,2,2495,0,2572,2612
MAHARASHTRA,OSMANABAD,LOHARA,624,17,0,254,41,312,936
MAHARASHTRA,OSMANABAD,OMARGA,387,9,0,394,0,403,790
MAHARASHTRA,OSMANABAD,OSMANABAD,1501,281,1,2187,2,2471,3972
MAHARASHTRA,OSMANABAD,PARANDA,0,0,0,73,0,73,73
MAHARASHTRA,OSMANABAD,TULJAPUR,342,49,1,405,17,472,814
MAHARASHTRA,OSMANABAD,WASHI,277,6,0,246,1,253,530
MAHARASHTRA,PARBHANI,GANGAKHED,4,0,0,0,0,0,4
MAHARASHTRA,PARBHANI,JINTUR,0,1,0,3,1,5,5
MAHARASHTRA,PARBHANI,PALAM,0,33,0,0,0,33,33
MAHARASHTRA,PARBHANI,PARBHANI,3,0,0,0,0,0,3
MAHARASHTRA,PARBHANI,PURNA,0,3,0,1,0,4,4
MAHARASHTRA,PARBHANI,SAILU,0,31,0,21,0,52,52
MAHARASHTRA,PARBHANI,SONPETH,0,1,0,0,0,1,1
MAHARASHTRA,PUNE,AMBEGAON,2,0,0,19,0,19,21
MAHARASHTRA,PUNE,BARAMATI,0,0,0,8,0,8,8
MAHARASHTRA,PUNE,DAUND,62,24,0,2,0,26,88
MAHARASHTRA,PUNE,HAVELI,639,0,1,127,16,144,783
MAHARASHTRA,PUNE,INDAPUR,4,0,0,0,0,0,4
MAHARASHTRA,PUNE,JUNNAR,0,0,0,16,0,16,16
MAHARASHTRA,PUNE,MAWAL,35,0,0,0,1,1,36
MAHARASHTRA,PUNE,MULSHI,73,0,0,0,0,0,73
MAHARASHTRA,PUNE,PURANDHAR,28,0,0,0,0,0,28
MAHARASHTRA,PUNE,SHIRUR,195,0,0,142,8,150,345
MAHARASHTRA,RAIGHAR,KHALAPUR,37,0,0,0,0,0,37
MAHARASHTRA,RAIGHAR,MAHAD,1,0,0,0,0,0,1
MAHARASHTRA,RAIGHAR,MANGOAN,7,0,0,0,0,0,7
MAHARASHTRA,RAIGHAR,SHRIVARDHAN,0,0,0,3,0,3,3
MAHARASHTRA,RAIGHAR,SUDHAGAD,67,0,0,0,1,1,68
MAHARASHTRA,RAIGHAR,TALA,2,0,0,0,0,0,2
MAHARASHTRA,SANGLI,ATPADI,11,3,2,296,5,306,317
MAHARASHTRA,SANGLI,JAT,0,1,0,916,0,917,917
MAHARASHTRA,SANGLI,KAVATHE-MAHANKLA,376,4,5,587,18,614,990
MAHARASHTRA,SANGLI,KHANAPUR,75,3,0,1162,167,1332,1407
MAHARASHTRA,SANGLI,MIRAJ,465,113,3,1348,562,2026,2491
MAHARASHTRA,SANGLI,PALUS,80,1,0,383,7,391,471
MAHARASHTRA,SANGLI,SHIRALA,1,16,0,67,4,87,88
MAHARASHTRA,SANGLI,TASGAON,266,61,1,2542,37,2641,2907
MAHARASHTRA,SANGLI,WALWA,14,6,0,73,0,79,93
MAHARASHTRA,SATARA,KARAD,0,0,0,92,12,104,104
