-----
{
 "description": "The table refers to Block wise Distribution of Deep Tubewells according to Water Lifting Device. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.8.csv", 
 "title": "Download CSV for Blockwise Distribution of Deep Tubewells according to Water Lifting Device", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.8.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Submersible pumps,Turbine pumps,Others,Total
TRIPURA,WEST TRIPURA,KALYANPUR,2,0,0,2
TRIPURA,WEST TRIPURA,KATHALIA,1,1,0,2
TRIPURA,WEST TRIPURA,KHOWAI,4,0,0,4
TRIPURA,WEST TRIPURA,MANDAI,2,0,0,2
TRIPURA,WEST TRIPURA,MELAGHAR,6,0,0,6
TRIPURA,WEST TRIPURA,MOHANPUR,17,1,0,18
TRIPURA,WEST TRIPURA,PADMABILL,1,0,0,1
TRIPURA,WEST TRIPURA,TELIAMURA,4,0,0,4
TRIPURA,WEST TRIPURA,TULASHIKHAR,3,0,0,3
UTTAR PRADESH,AGRA,BAH,122,0,2,124
UTTAR PRADESH,AGRA,BAMROLI AHIR,7,1,0,8
UTTAR PRADESH,AGRA,ETMADPUR,37,0,2,39
UTTAR PRADESH,AGRA,FATEHABAD,156,0,3,159
UTTAR PRADESH,AGRA,FATEHPUR SIKRI,21,25,6,52
UTTAR PRADESH,AGRA,JETPUR KALAN,92,0,7,99
UTTAR PRADESH,AGRA,KHANDOLI,40,0,0,40
UTTAR PRADESH,AGRA,KHERA GARH,24,0,12,36
UTTAR PRADESH,AGRA,PINAHAT,120,0,0,120
UTTAR PRADESH,AGRA,SAIYA,51,2,11,64
UTTAR PRADESH,AGRA,SHAMSABAD,28,0,0,28
UTTAR PRADESH,ALIGARH,AKRABAD,2,30,0,32
UTTAR PRADESH,ALIGARH,ATRAULI,47,18,4,69
UTTAR PRADESH,ALIGARH,CHANDOUS,36,32,0,68
UTTAR PRADESH,ALIGARH,DHANIPUR,0,29,0,29
UTTAR PRADESH,ALIGARH,GANGIRI,52,7,7,66
UTTAR PRADESH,ALIGARH,GONDA,0,11,0,11
UTTAR PRADESH,ALIGARH,IGLAS,8,46,0,54
UTTAR PRADESH,ALIGARH,JAWA,14,28,0,42
UTTAR PRADESH,ALIGARH,KHAIR,37,24,0,61
UTTAR PRADESH,ALIGARH,LODHA,27,26,1,54
UTTAR PRADESH,ALIGARH,TAPPAL,17,50,0,67
UTTAR PRADESH,ALIGARH,VIJOLI,60,9,1,70
UTTAR PRADESH,ALLAHABAD,BAHADURPUR,135,10,13,158
UTTAR PRADESH,ALLAHABAD,BAHRIA,7,4,1,12
UTTAR PRADESH,ALLAHABAD,CHAKA,39,7,13,59
UTTAR PRADESH,ALLAHABAD,DHANUPUR,33,4,1,38
UTTAR PRADESH,ALLAHABAD,HANDIA,70,20,5,95
UTTAR PRADESH,ALLAHABAD,JASRA,23,11,4,38
UTTAR PRADESH,ALLAHABAD,KARCHHANA,56,58,7,121
UTTAR PRADESH,ALLAHABAD,KAUDHIVARA,14,26,0,40
UTTAR PRADESH,ALLAHABAD,KAURIHAR,59,0,2,61
UTTAR PRADESH,ALLAHABAD,KORAON,16,51,1,68
UTTAR PRADESH,ALLAHABAD,MAIJA,27,0,0,27
UTTAR PRADESH,ALLAHABAD,MANDA,34,11,7,52
UTTAR PRADESH,ALLAHABAD,MAUAIMA,3,0,0,3
UTTAR PRADESH,ALLAHABAD,PHULPUR,13,4,3,20
UTTAR PRADESH,ALLAHABAD,PRATAPPUR,45,0,0,45
UTTAR PRADESH,ALLAHABAD,SAIDABADA,102,16,1,119
UTTAR PRADESH,ALLAHABAD,SHANKARGARH,41,13,0,54
UTTAR PRADESH,ALLAHABAD,SORAON,7,3,0,10
UTTAR PRADESH,ALLAHABAD,URUWAN,105,3,7,115
UTTAR PRADESH,AMBEDAKAR NAGAR,AKBARPUR,76,11,0,87
UTTAR PRADESH,AMBEDAKAR NAGAR,BHASKHARI,5,1,0,6
UTTAR PRADESH,AMBEDAKAR NAGAR,BHEETI,103,8,1,112
UTTAR PRADESH,AMBEDAKAR NAGAR,BHIYAON,27,1,0,28
UTTAR PRADESH,AMBEDAKAR NAGAR,JAHAGHERA GANJ,30,2,1,33
UTTAR PRADESH,AMBEDAKAR NAGAR,JALALPUR,49,11,0,60
UTTAR PRADESH,AMBEDAKAR NAGAR,KATEHARI,44,10,1,55
UTTAR PRADESH,AMBEDAKAR NAGAR,RAMNAGAR,5,0,0,5
UTTAR PRADESH,AMBEDAKAR NAGAR,TANDA,8,0,1,9
UTTAR PRADESH,AURAIYA,ACHALDA,64,0,0,64
UTTAR PRADESH,AURAIYA,AJEETMAL,94,0,0,94
UTTAR PRADESH,AURAIYA,ARVA KATARA,107,0,0,107
UTTAR PRADESH,AURAIYA,AURIAYA,53,0,0,53
UTTAR PRADESH,AURAIYA,BHAGYA NAGAR,69,0,0,69
UTTAR PRADESH,AURAIYA,BIDHUNA,64,0,0,64
UTTAR PRADESH,AURAIYA,SAHAR,21,0,0,21
UTTAR PRADESH,AZAMGARH,AHIROLA,7,1,0,8
UTTAR PRADESH,AZAMGARH,ATROULIA,23,0,0,23
UTTAR PRADESH,AZAMGARH,AZAMATGARH,32,0,2,34
UTTAR PRADESH,AZAMGARH,BILARIYA,27,1,1,29
UTTAR PRADESH,AZAMGARH,HARIYA,37,3,2,42
UTTAR PRADESH,AZAMGARH,JAHANA GANJ,11,0,0,11
UTTAR PRADESH,AZAMGARH,KOAILSA,13,1,0,14
UTTAR PRADESH,AZAMGARH,LALGANJ,1,0,0,1
UTTAR PRADESH,AZAMGARH,MAHARAJGANJ,36,0,0,36
UTTAR PRADESH,AZAMGARH,MARTINGANJ,1,0,0,1
UTTAR PRADESH,AZAMGARH,MEHNAGAR,3,0,0,3
UTTAR PRADESH,AZAMGARH,MIRZA PUR,7,0,0,7
UTTAR PRADESH,AZAMGARH,MOHAMMADPUR,7,0,0,7
UTTAR PRADESH,AZAMGARH,PALHANI,18,0,0,18
UTTAR PRADESH,AZAMGARH,PAWAI,9,1,0,10
UTTAR PRADESH,AZAMGARH,RANI KI SARAI,13,0,0,13
UTTAR PRADESH,AZAMGARH,SANTHIYANUA,21,0,2,23
UTTAR PRADESH,AZAMGARH,TAHAUWARPUR,2,1,0,3
UTTAR PRADESH,AZAMGARH,TARAWA,6,2,0,8
UTTAR PRADESH,AZAMGARH,THEKAMA,5,0,0,5
UTTAR PRADESH,BAGHPAT,BADRAUT,17,0,1,18
UTTAR PRADESH,BAGHPAT,BAGHPAT,21,1,3,25
UTTAR PRADESH,BAGHPAT,BINAULI,183,2,21,206
UTTAR PRADESH,BAGHPAT,CHHAPRAULI,1,0,0,1
UTTAR PRADESH,BAGHPAT,KHEKRA,40,0,0,40
UTTAR PRADESH,BAGHPAT,PILANA,79,0,3,82
UTTAR PRADESH,BAHARAICH,BALHA,21,11,10,42
UTTAR PRADESH,BAHARAICH,CHITTAURA,68,0,1,69
UTTAR PRADESH,BAHARAICH,Fakharpur,17,0,0,17
UTTAR PRADESH,BAHARAICH,HUJURPUR,19,0,1,20
UTTAR PRADESH,BAHARAICH,JARVAL,42,0,1,43
UTTAR PRADESH,BAHARAICH,KAISHARGANJ,24,4,2,30
UTTAR PRADESH,BAHARAICH,MAHASHI,4,0,0,4
UTTAR PRADESH,BAHARAICH,MIHIPURWA,9,0,2,11
UTTAR PRADESH,BAHARAICH,NAWABGANJ,5,0,0,5
UTTAR PRADESH,BAHARAICH,RISHYA,114,0,0,114
UTTAR PRADESH,BAHARAICH,SHIVPUR,10,8,1,19
UTTAR PRADESH,BAHARAICH,TAJAWAPUR,24,0,0,24
UTTAR PRADESH,BALLIA,BAIRIA,25,9,2,36
UTTAR PRADESH,BALLIA,BANSDEEH,10,20,3,33
UTTAR PRADESH,BALLIA,BELHARI,21,17,9,47
UTTAR PRADESH,BALLIA,BERUARBARI,7,4,6,17
UTTAR PRADESH,BALLIA,CHILKHAR,57,4,1,62
UTTAR PRADESH,BALLIA,DUBHAR,46,10,14,70
UTTAR PRADESH,BALLIA,GARWARH,24,9,13,46
UTTAR PRADESH,BALLIA,HANUMANGANJ,33,8,2,43
UTTAR PRADESH,BALLIA,MANIER,7,21,4,32
UTTAR PRADESH,BALLIA,MURLICHAPRA,11,5,2,18
UTTAR PRADESH,BALLIA,NAGRA,15,56,0,71
UTTAR PRADESH,BALLIA,NAWANAGAR,10,19,1,30
UTTAR PRADESH,BALLIA,PANDAH,18,9,2,29
UTTAR PRADESH,BALLIA,RASRA,51,8,2,61
UTTAR PRADESH,BALLIA,REVOTI,30,10,11,51
UTTAR PRADESH,BALLIA,SEAR,17,16,8,41
UTTAR PRADESH,BALLIA,SOHAON,21,17,5,43
UTTAR PRADESH,BALRAMPUR,BALRAMPUR,45,7,16,68
UTTAR PRADESH,BALRAMPUR,GAISADI,0,30,0,30
UTTAR PRADESH,BALRAMPUR,GANDAS BUJURG,2,1,1,4
UTTAR PRADESH,BALRAMPUR,HARRAIYA SATGHARWA,14,4,0,18
UTTAR PRADESH,BALRAMPUR,PACHAPEDWA,2,1,0,3
UTTAR PRADESH,BALRAMPUR,REHARA BAZAR,10,5,3,18
UTTAR PRADESH,BALRAMPUR,SHRI DATTGANJ,13,13,2,28
UTTAR PRADESH,BALRAMPUR,TULSIPUR,22,10,0,32
UTTAR PRADESH,BALRAMPUR,UTRAULA,0,75,0,75
UTTAR PRADESH,BANDA,BABERU,70,36,167,273
UTTAR PRADESH,BANDA,BADOKHAR KHURD,42,56,181,279
UTTAR PRADESH,BANDA,BISANDA,15,10,7,32
UTTAR PRADESH,BANDA,JASPURA,147,4,1,152
UTTAR PRADESH,BANDA,KAMASIN,68,3,11,82
UTTAR PRADESH,BANDA,MAHUA,37,3,4,44
UTTAR PRADESH,BANDA,NARAINI,34,18,41,93
UTTAR PRADESH,BANDA,TINDWARI,603,27,55,685
UTTAR PRADESH,BARABANKI,BANIKODAR,8,0,0,8
UTTAR PRADESH,BARABANKI,BANKI,8,0,0,8
UTTAR PRADESH,BARABANKI,DARIYABAD,2,0,0,2
UTTAR PRADESH,BARABANKI,DEVA,1,0,1,2
UTTAR PRADESH,BARABANKI,FATEHPUR,6,8,4,18
UTTAR PRADESH,BARABANKI,HARKHA,10,0,0,10
UTTAR PRADESH,BARABANKI,MASAULI,5,1,0,6
UTTAR PRADESH,BARABANKI,NINDURA,52,0,0,52
UTTAR PRADESH,BARABANKI,PUREDALAI,12,2,1,15
UTTAR PRADESH,BARABANKI,RAMNAGAR,22,1,0,23
UTTAR PRADESH,BARABANKI,SIDHOUR,10,0,1,11
UTTAR PRADESH,BARABANKI,SIROULIGAUSPUR,11,7,1,19
UTTAR PRADESH,BARABANKI,SURATGANJ,24,0,0,24
UTTAR PRADESH,BAREILLY,AALAMPUR JAFARABAD,35,6,2,43
UTTAR PRADESH,BAREILLY,BAHERI,107,45,113,265
UTTAR PRADESH,BAREILLY,BHADPURA,4,0,0,4
UTTAR PRADESH,BAREILLY,BHOJIPURA,11,6,1,18
UTTAR PRADESH,BAREILLY,BHUTA,27,0,0,27
UTTAR PRADESH,BAREILLY,BITHIRI CHAINPUR,6,4,9,19
UTTAR PRADESH,BAREILLY,FARIDPUR,23,0,0,23
UTTAR PRADESH,BAREILLY,FATEHGANJ (W),68,2,4,74
UTTAR PRADESH,BAREILLY,KYARA,8,2,2,12
UTTAR PRADESH,BAREILLY,MAJHGAWAN,48,1,11,60
UTTAR PRADESH,BAREILLY,MIRGANJ,57,1,2,60
UTTAR PRADESH,BAREILLY,NAWABGANJ,44,17,3,64
UTTAR PRADESH,BAREILLY,RAM NAGAR,54,11,1,66
UTTAR PRADESH,BAREILLY,RICHHA,11,0,0,11
UTTAR PRADESH,BAREILLY,SHERGARH,4,0,0,4
UTTAR PRADESH,BASTI,BAHADURPUR,12,11,0,23
UTTAR PRADESH,BASTI,BANKATI,22,5,4,31
UTTAR PRADESH,BASTI,BASTI SADAR,26,48,2,76
UTTAR PRADESH,BASTI,GAUR,15,25,0,40
UTTAR PRADESH,BASTI,HARRAIYA,15,17,1,33
UTTAR PRADESH,BASTI,KAPTAN GANJ,24,31,5,60
UTTAR PRADESH,BASTI,KUDRAHA,8,14,0,22
UTTAR PRADESH,BASTI,PARASH RAMPUR,16,0,0,16
UTTAR PRADESH,BASTI,RAM NAGAR,22,48,0,70
UTTAR PRADESH,BASTI,RUDHAULI,7,17,0,24
UTTAR PRADESH,BASTI,SAHUGHAT,25,0,3,28
UTTAR PRADESH,BASTI,SALTAUWA GOPALPUR,19,31,1,51
UTTAR PRADESH,BASTI,VIKRAMJOT,9,2,0,11
UTTAR PRADESH,BIJNOR,AAKU NEHTOUR,26,22,0,48
UTTAR PRADESH,BIJNOR,AFJALGARH,6,4,0,10
UTTAR PRADESH,BIJNOR,ALLEHEPUR DHAMPUR,18,49,0,67
UTTAR PRADESH,BIJNOR,BUDHANPUR SEOHARA,18,21,0,39
UTTAR PRADESH,BIJNOR,HALDOUR,35,43,0,78
UTTAR PRADESH,BIJNOR,JALILPUR,1,98,1,100
UTTAR PRADESH,BIJNOR,KIRATPUR,23,44,0,67
UTTAR PRADESH,BIJNOR,KOTWALI,25,30,1,56
UTTAR PRADESH,BIJNOR,MOHD.PUR DEVMAL,21,32,0,53
UTTAR PRADESH,BIJNOR,NAJIBABAD,24,22,0,46
UTTAR PRADESH,BIJNOR,NOORPUR,12,60,0,72
UTTAR PRADESH,BUDAUN,AMBIYAPUR,67,18,25,110
UTTAR PRADESH,BUDAUN,ASAFPUR,92,1,2,95
UTTAR PRADESH,BUDAUN,BISAULI,76,13,9,98
UTTAR PRADESH,BUDAUN,DATAGANJ,9,1,7,17
UTTAR PRADESH,BUDAUN,DEHGWA,5,3,0,8
UTTAR PRADESH,BUDAUN,GUNNAUR,22,1,1,24
UTTAR PRADESH,BUDAUN,ISLAMNAGAR,39,6,15,60
UTTAR PRADESH,BUDAUN,JAGAT,78,4,6,88
UTTAR PRADESH,BUDAUN,JUNAMAI,11,4,0,15
UTTAR PRADESH,BUDAUN,KADAR CHOKE,19,4,10,33
UTTAR PRADESH,BUDAUN,MYAUN,53,0,5,58
UTTAR PRADESH,BUDAUN,RAJPURA,23,0,0,23
UTTAR PRADESH,BUDAUN,SAHASWAN,23,6,4,33
UTTAR PRADESH,BUDAUN,SALARPUR,56,1,12,69
UTTAR PRADESH,BUDAUN,SAMRAR,26,0,0,26
UTTAR PRADESH,BUDAUN,UJHANI,32,5,14,51
UTTAR PRADESH,BUDAUN,USAWA,17,2,6,25
UTTAR PRADESH,BUDAUN,WAZIRGANJ,58,7,20,85
UTTAR PRADESH,BULAND SAHAR,ANUPSHAHR,23,6,6,35
UTTAR PRADESH,BULAND SAHAR,B.B. NAGAR,0,0,2,2
UTTAR PRADESH,BULAND SAHAR,BULANDSHAHR,10,0,9,19
UTTAR PRADESH,BULAND SAHAR,DANPUR,48,7,8,63
UTTAR PRADESH,BULAND SAHAR,DIBAI,3,1,3,7
UTTAR PRADESH,BULAND SAHAR,GULAWATHI,6,2,1,9
UTTAR PRADESH,BULAND SAHAR,JAHAGIRABAD,13,5,10,28
UTTAR PRADESH,BULAND SAHAR,KHURJA,7,0,5,12
UTTAR PRADESH,BULAND SAHAR,LAKHAWATI,19,0,6,25
UTTAR PRADESH,BULAND SAHAR,PAHASU,7,22,3,32
UTTAR PRADESH,BULAND SAHAR,SHIKARPUR,28,4,2,34
UTTAR PRADESH,BULAND SAHAR,SIKANDRABAD,32,5,4,41
UTTAR PRADESH,BULAND SAHAR,UNCHAGAON,17,0,3,20
UTTAR PRADESH,CHANDAULI,BARAHNI,11,0,0,11
UTTAR PRADESH,CHANDAULI,CHAHANIA,24,0,16,40
UTTAR PRADESH,CHANDAULI,CHAKIYA,13,0,1,14
UTTAR PRADESH,CHANDAULI,CHANDOULI,12,1,0,13
UTTAR PRADESH,CHANDAULI,DHANAPUR,9,3,1,13
UTTAR PRADESH,CHANDAULI,NAOUGHAR,14,1,0,15
UTTAR PRADESH,CHANDAULI,NIYMATA BAD,32,1,6,39
UTTAR PRADESH,CHANDAULI,SAHABGANJ,8,0,0,8
UTTAR PRADESH,CHANDAULI,SAKELDIHA,54,16,2,72
UTTAR PRADESH,CHITRAKOOT,MANIKPUR,5,0,0,5
UTTAR PRADESH,CHITRAKOOT,MAU,1,5,14,20
UTTAR PRADESH,CHITRAKOOT,RAM NAGAR,98,8,13,119
UTTAR PRADESH,DEORIA,BAITALPUR,39,1,22,62
UTTAR PRADESH,DEORIA,BANKATA,22,10,26,58
UTTAR PRADESH,DEORIA,BARHAJ,38,2,12,52
UTTAR PRADESH,DEORIA,BHAGALPUR,42,22,15,79
UTTAR PRADESH,DEORIA,BHALUWANI,55,33,15,103
UTTAR PRADESH,DEORIA,BHATANI,19,1,21,41
UTTAR PRADESH,DEORIA,BHATPAR RANI,43,15,11,69
UTTAR PRADESH,DEORIA,DEORIA SADAR,21,17,37,75
UTTAR PRADESH,DEORIA,DESAHI DEORIA,0,0,13,13
UTTAR PRADESH,DEORIA,GAURI BAZAR,16,31,23,70
UTTAR PRADESH,DEORIA,LAR,34,4,17,55
UTTAR PRADESH,DEORIA,PATHARDEVA,12,0,16,28
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,5,4,9,18
UTTAR PRADESH,DEORIA,RUDRAPUR,9,3,16,28
UTTAR PRADESH,DEORIA,SALEMPUR,66,9,28,103
UTTAR PRADESH,ETAH,ALIGANJ,0,0,82,82
UTTAR PRADESH,ETAH,AMAPUR,0,0,12,12
UTTAR PRADESH,ETAH,GANJDUNDWARA,0,0,52,52
UTTAR PRADESH,ETAH,JAIDHRA,0,0,74,74
UTTAR PRADESH,ETAH,JALESAR,1,1,3,5
UTTAR PRADESH,ETAH,KASGANJ,0,0,48,48
UTTAR PRADESH,ETAH,MARAHERA,0,0,52,52
UTTAR PRADESH,ETAH,NIDHOLI KALAN,0,0,48,48
UTTAR PRADESH,ETAH,PATIYALI,0,0,52,52
UTTAR PRADESH,ETAH,SAHAWAR,2,0,36,38
UTTAR PRADESH,ETAH,SAKIT,0,0,35,35
UTTAR PRADESH,ETAH,SHEETALPUR,0,0,43,43
UTTAR PRADESH,ETAH,SIDHPURA,0,0,11,11
UTTAR PRADESH,ETAH,SORON,0,0,94,94
UTTAR PRADESH,ETAWAH,BADPURA,103,0,0,103
UTTAR PRADESH,ETAWAH,BASREHAR,99,0,0,99
UTTAR PRADESH,ETAWAH,BHARTHANA,95,0,0,95
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,93,0,0,93
UTTAR PRADESH,ETAWAH,MAHEWA,63,0,0,63
UTTAR PRADESH,ETAWAH,TAKHA,64,0,0,64
UTTAR PRADESH,FAIZABAD,AMANI GANJ,57,4,2,63
UTTAR PRADESH,FAIZABAD,BIKAPUR,61,7,1,69
UTTAR PRADESH,FAIZABAD,HASTINPUR,83,14,1,98
UTTAR PRADESH,FAIZABAD,MASONDHA,13,2,0,15
UTTAR PRADESH,FAIZABAD,MAWAI,54,5,0,59
UTTAR PRADESH,FAIZABAD,MAYA,8,3,0,11
UTTAR PRADESH,FAIZABAD,MILKI PUR,28,4,1,33
UTTAR PRADESH,FAIZABAD,PURA,9,1,0,10
UTTAR PRADESH,FAIZABAD,RUDAULI,42,9,1,52
UTTAR PRADESH,FAIZABAD,SOHAWAL,49,2,0,51
UTTAR PRADESH,FAIZABAD,TARUN,88,11,0,99
UTTAR PRADESH,FARRUKHABAD,BARHPUR,18,0,2,20
UTTAR PRADESH,FARRUKHABAD,KAMALGANJ-I,52,1,2,55
UTTAR PRADESH,FARRUKHABAD,KAYAMGANJ,45,0,2,47
UTTAR PRADESH,FARRUKHABAD,MOHAMDABAD,109,8,3,120
UTTAR PRADESH,FARRUKHABAD,NAWABGANJ-I,22,0,0,22
UTTAR PRADESH,FARRUKHABAD,RAJEPUR-I,6,0,0,6
UTTAR PRADESH,FARRUKHABAD,SHAMSHABAD,21,0,0,21
UTTAR PRADESH,FATEHPUR,AIRAYA,15,5,1,21
UTTAR PRADESH,FATEHPUR,AMAULI,227,5,1,233
UTTAR PRADESH,FATEHPUR,ASODHAR,61,2,1,64
UTTAR PRADESH,FATEHPUR,BAHUWA,23,1,1,25
UTTAR PRADESH,FATEHPUR,BHITAURA,12,1,1,14
UTTAR PRADESH,FATEHPUR,DEVMAI,32,0,0,32
UTTAR PRADESH,FATEHPUR,DHATA,22,18,0,40
UTTAR PRADESH,FATEHPUR,HASWA,32,3,1,36
UTTAR PRADESH,FATEHPUR,HATHGAON,8,5,0,13
UTTAR PRADESH,FATEHPUR,KHAJUHA,34,6,2,42
UTTAR PRADESH,FATEHPUR,MALWAN,70,0,4,74
UTTAR PRADESH,FATEHPUR,TELYANI,10,2,0,12
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,7,5,0,12
UTTAR PRADESH,FIROZABAD,EKA,5,0,0,5
UTTAR PRADESH,FIROZABAD,FIROZABAD,9,0,1,10
UTTAR PRADESH,FIROZABAD,JASRANA,2,0,2,4
UTTAR PRADESH,FIROZABAD,KHAIRGARH,17,0,3,20
UTTAR PRADESH,FIROZABAD,KOTLA NARKHI,5,1,9,15
UTTAR PRADESH,FIROZABAD,MADANPUR,25,2,0,27
UTTAR PRADESH,FIROZABAD,ORAON,25,3,17,45
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,20,3,5,28
UTTAR PRADESH,FIROZABAD,TUNDLA,109,0,0,109
UTTAR PRADESH,GAUTAM BUDHA NAGAR,BISRAKH,5,5,0,10
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DADRI,3,0,14,17
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DANKAOR,51,2,5,58
UTTAR PRADESH,GAUTAM BUDHA NAGAR,JEWAR,45,2,0,47
UTTAR PRADESH,GHAZIABAD,BHOJPUR,17,2,1,20
UTTAR PRADESH,GHAZIABAD,DHAULANA,17,0,6,23
UTTAR PRADESH,GHAZIABAD,GARH MUKTESWAR,29,4,7,40
UTTAR PRADESH,GHAZIABAD,HAPUR,40,1,7,48
UTTAR PRADESH,GHAZIABAD,LAUNI,15,3,0,18
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,17,0,2,19
UTTAR PRADESH,GHAZIABAD,RAJPUR,13,1,1,15
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,14,2,3,19
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,31,4,1,36
UTTAR PRADESH,GHAZIPUR,BHADORA,19,0,0,19
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,103,2,1,106
UTTAR PRADESH,GHAZIPUR,DEVKALI,66,2,1,69
UTTAR PRADESH,GHAZIPUR,JAMANIYA,16,0,0,16
UTTAR PRADESH,GHAZIPUR,KARNDA,65,0,3,68
UTTAR PRADESH,GHAZIPUR,KASIMABAD,17,4,2,23
UTTAR PRADESH,GHAZIPUR,MANIHARI,22,2,1,25
UTTAR PRADESH,GHAZIPUR,MARADAH,21,3,0,24
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,100,1,1,102
UTTAR PRADESH,GHAZIPUR,REVTIPUR,56,1,5,62
UTTAR PRADESH,GHAZIPUR,SADAR,80,1,0,81
UTTAR PRADESH,GHAZIPUR,SADAT,19,1,1,21
UTTAR PRADESH,GHAZIPUR,SAIDPUR,49,1,3,53
UTTAR PRADESH,GHAZIPUR,VIRNO,27,0,1,28
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,34,0,0,34
UTTAR PRADESH,GONDA,BELSAR,9,4,0,13
UTTAR PRADESH,GONDA,BHABHANJOT,4,2,1,7
UTTAR PRADESH,GONDA,COLONELGANJ,38,12,0,50
UTTAR PRADESH,GONDA,HALDAR MAU,0,10,0,10
UTTAR PRADESH,GONDA,ITIYATHOK,47,3,25,75
UTTAR PRADESH,GONDA,JHANJHRI,15,1,0,16
UTTAR PRADESH,GONDA,KATRA BAZAR,0,95,0,95
UTTAR PRADESH,GONDA,MANKAPUR,13,3,1,17
UTTAR PRADESH,GONDA,MUJEHNA,32,2,0,34
UTTAR PRADESH,GONDA,NAWABGANJ,0,0,1,1
UTTAR PRADESH,GONDA,PANDRIKRIPAL,24,6,1,31
UTTAR PRADESH,GONDA,PARASPUR,4,1,1,6
UTTAR PRADESH,GONDA,RUPIHDEEH,37,2,4,43
UTTAR PRADESH,GONDA,TARABGANJ,13,6,4,23
UTTAR PRADESH,GONDA,WAZIRGANJ,7,1,4,12
UTTAR PRADESH,GORAKHPUR,BANSGAON,22,4,26,52
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,6,4,9,19
UTTAR PRADESH,GORAKHPUR,BELGHAT,35,2,25,62
UTTAR PRADESH,GORAKHPUR,BHATHAT,12,4,1,17
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,30,1,13,44
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,122,2,24,148
UTTAR PRADESH,GORAKHPUR,CHARGANWA,4,0,13,17
UTTAR PRADESH,GORAKHPUR,GAGHA,0,1,47,48
UTTAR PRADESH,GORAKHPUR,GOLA,7,6,38,51
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,44,3,11,58
UTTAR PRADESH,GORAKHPUR,KAURIRAM,2,1,33,36
UTTAR PRADESH,GORAKHPUR,KHAJANI,84,6,13,103
UTTAR PRADESH,GORAKHPUR,KHORABAR,19,5,15,39
UTTAR PRADESH,GORAKHPUR,PALI,29,8,8,45
UTTAR PRADESH,GORAKHPUR,PIPRAICH,22,2,1,25
UTTAR PRADESH,GORAKHPUR,PIPRAULI,34,2,18,54
UTTAR PRADESH,GORAKHPUR,SAHJANWA,49,7,1,57
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,18,3,12,33
UTTAR PRADESH,GORAKHPUR,URUWA,43,5,31,79
UTTAR PRADESH,HAMIRPUR,GOHAND,32,1,8,41
UTTAR PRADESH,HAMIRPUR,KURARA,189,25,21,235
UTTAR PRADESH,HAMIRPUR,MAUDAHA,77,7,2,86
UTTAR PRADESH,HAMIRPUR,MUSKARA,13,0,0,13
UTTAR PRADESH,HAMIRPUR,RATH,16,2,32,50
UTTAR PRADESH,HAMIRPUR,SARILA,137,4,3,144
UTTAR PRADESH,HAMIRPUR,SUMREPUR,140,57,11,208
UTTAR PRADESH,HARDOI,AHIROURI,38,0,0,38
UTTAR PRADESH,HARDOI,BAVAN,40,0,0,40
UTTAR PRADESH,HARDOI,BHARAWAN,8,0,0,8
UTTAR PRADESH,HARDOI,BHARKHANI,60,0,0,60
UTTAR PRADESH,HARDOI,BILGRAM,50,0,0,50
UTTAR PRADESH,HARDOI,HARIYAWAN,36,0,0,36
UTTAR PRADESH,HARDOI,HARPALPUR,11,0,0,11
UTTAR PRADESH,HARDOI,KACHOUNA,3,0,0,3
UTTAR PRADESH,HARDOI,KOTHAWAN,27,0,0,27
UTTAR PRADESH,HARDOI,MAHDHOGANJ,20,0,0,20
UTTAR PRADESH,HARDOI,MALLAWAN,13,0,0,13
UTTAR PRADESH,HARDOI,PIHANI,47,0,0,47
UTTAR PRADESH,HARDOI,SANDI,25,0,0,25
UTTAR PRADESH,HARDOI,SANDILA,2,0,0,2
UTTAR PRADESH,HARDOI,SHAHABAD,85,0,0,85
UTTAR PRADESH,HARDOI,SURSA,28,0,0,28
UTTAR PRADESH,HARDOI,TANDIYAWA,36,0,0,36
UTTAR PRADESH,HARDOI,TODARPUR,22,0,0,22
UTTAR PRADESH,HATHRAS,HASAYAN,18,0,0,18
UTTAR PRADESH,HATHRAS,HATHRAS,9,0,0,9
UTTAR PRADESH,HATHRAS,MURSAN,13,0,0,13
