-----
{
 "description": "The table refers to Block wise Distribution of Dugwells in use and their Potential Created/Utilised according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.16.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells in use and their Potential Created/Utilised according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.16.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No in use - Public,No in use - Private,Total,Potential created (Ha) - Public,Potential created (Ha) - Private,Total potential created,Potential utilised - Public,Potential utilised - Private,Total potential utilised
ORISSA,SAMBALPUR,JUJUMURA,2,1109,1111,1,945,946,0,380,381
ORISSA,SAMBALPUR,KUCHINDA,0,2329,2329,0,1740,1740,0,747,747
ORISSA,SAMBALPUR,MANESWAR,0,797,797,0,418,418,0,177,177
ORISSA,SAMBALPUR,NAKTIDEUL,13,2018,2031,7,1190,1197,3,351,354
ORISSA,SAMBALPUR,RAIRAKHOLA,40,2306,2346,17,1047,1064,10,479,489
ORISSA,SAMBALPUR,RENGALI,0,808,808,0,551,551,0,289,289
ORISSA,SONEPUR,BINIKA,4,780,784,2,375,377,2,338,340
ORISSA,SONEPUR,BIRMAHARAJPUR,22,2137,2159,6,569,575,6,422,428
ORISSA,SONEPUR,DUNGURIPALI,0,1345,1345,0,583,583,0,567,567
ORISSA,SONEPUR,SONEPUR,2,1892,1894,3,1282,1285,3,996,999
ORISSA,SONEPUR,TARAVA,0,2729,2729,0,1657,1657,0,1162,1162
ORISSA,SONEPUR,ULLUNDA,5,2532,2537,1,975,976,1,558,559
ORISSA,SUNDARGARH,BADAGAON,5,1389,1394,2,327,329,1,258,259
ORISSA,SUNDARGARH,BALISANKARA,0,1466,1466,0,740,740,0,227,227
ORISSA,SUNDARGARH,BISHRA,0,587,587,0,221,221,0,190,190
ORISSA,SUNDARGARH,BONAI,0,891,891,0,339,339,0,166,166
ORISSA,SUNDARGARH,GURUNDIA,0,587,587,0,255,255,0,78,78
ORISSA,SUNDARGARH,HEMAGIRI,1,1336,1337,1,650,651,1,401,402
ORISSA,SUNDARGARH,KOIDA,0,126,126,0,84,84,0,47,47
ORISSA,SUNDARGARH,KUANRAMUNDA,0,1052,1052,0,537,537,0,457,457
ORISSA,SUNDARGARH,KUTRA,1,1330,1331,2,1068,1070,1,716,717
ORISSA,SUNDARGARH,LAHUNIPADA,0,317,317,0,115,115,0,42,42
ORISSA,SUNDARGARH,LATHIKATA,0,744,744,0,321,321,0,263,263
ORISSA,SUNDARGARH,LEPHRIPADA,0,1075,1075,0,609,609,0,303,303
ORISSA,SUNDARGARH,NUAGAON,0,2015,2015,0,1063,1063,0,877,877
ORISSA,SUNDARGARH,RAJAGANGAPUR,0,585,585,0,336,336,0,168,168
ORISSA,SUNDARGARH,SUBDEGA,0,1065,1065,0,594,594,0,229,229
ORISSA,SUNDARGARH,SUNDARGARH,4,1298,1302,12,743,755,3,457,459
ORISSA,SUNDARGARH,TANGARPALI,1,1177,1178,0,624,625,0,343,343
PONDICHERRY,KARAIKAL,KOTTUCHERRY,0,1,1,0,4,4,0,4,4
PONDICHERRY,PONDICHERRY,ARIANKUPPAM,0,16,16,0,15,15,0,15,15
PONDICHERRY,PONDICHERRY,MANNADIPET,0,3,3,0,5,5,0,5,5
PONDICHERRY,PONDICHERRY,NETTAPAKKAM,0,43,43,0,44,44,0,44,44
PONDICHERRY,PONDICHERRY,VILLIANUR,0,14,14,0,28,28,0,24,24
PUNJAB,BATHINDA,BATHINDA,0,21,21,0,117,117,0,87,87
PUNJAB,BATHINDA,NATHANA,0,5,5,0,38,38,0,21,21
PUNJAB,BATHINDA,SANGAT,0,70,70,0,355,355,0,313,313
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,0,40,40,0,256,256,0,256,256
PUNJAB,FATEHGARH SAHIB,SIRHIND,0,29,29,0,165,165,0,165,165
PUNJAB,GURDASPUR,DHARKALAN,0,4,4,0,162,162,0,162,162
PUNJAB,GURDASPUR,GURDASPUR,0,98,98,0,604,604,0,588,588
PUNJAB,GURDASPUR,NAROT JAIMAL SINGH,0,13,13,0,96,96,0,62,62
PUNJAB,HOSHIARPUR,HAZIPUR,0,240,240,0,869,869,0,746,746
PUNJAB,HOSHIARPUR,TALWARA,0,280,280,0,738,738,0,659,659
PUNJAB,LUDHIANA,MANGAT,0,81,81,0,617,617,0,617,617
PUNJAB,LUDHIANA,SUDHAR,0,11,11,0,38,38,0,38,38
PUNJAB,MOGA,KOT ISE KHAN,0,10,10,0,47,47,0,47,47
PUNJAB,ROPAR,ANANDPUR SAHIB,1,1430,1431,49,5124,5172,49,5124,5172
PUNJAB,ROPAR,CHAMKAUR SAHIB,0,7,7,0,21,21,0,21,21
PUNJAB,ROPAR,KHARAR,0,16,16,0,57,57,0,57,57
PUNJAB,ROPAR,MAJRI,0,2,2,0,4,4,0,4,4
PUNJAB,ROPAR,MORINDA,0,2,2,0,8,8,0,8,8
PUNJAB,ROPAR,NOORPUR BEDI,6,119,125,36,1938,1974,36,1938,1974
PUNJAB,ROPAR,ROPAR,0,158,158,0,592,592,0,592,592
PUNJAB,SANGRUR,DHURI,0,147,147,0,752,752,0,752,752
PUNJAB,SANGRUR,SANGRUR,0,128,128,0,808,808,0,808,808
PUNJAB,SANGRUR,SUNAM,0,1,1,0,8,8,0,8,8
RAJASTHAN,AJMER,AJMER,44,5870,5914,155,20281,20436,90,12062,12152
RAJASTHAN,AJMER,BEAWAR,15,4511,4526,16,7361,7378,8,4343,4351
RAJASTHAN,AJMER,BHINAI,17,3347,3364,50,11020,11070,31,5046,5077
RAJASTHAN,AJMER,KEKRI,125,6754,6879,759,31995,32754,492,15866,16357
RAJASTHAN,AJMER,KISHANGARH,67,5746,5813,203,26286,26488,98,11828,11925
RAJASTHAN,AJMER,MASUDA,57,4466,4523,111,11319,11430,58,4887,4945
RAJASTHAN,AJMER,NASIRABAD,98,3527,3625,197,10497,10694,85,3985,4070
RAJASTHAN,AJMER,PISAGAON,55,3546,3601,219,14403,14621,114,7627,7741
RAJASTHAN,AJMER,SARWAD,143,4467,4610,556,16915,17471,249,9496,9745
RAJASTHAN,ALWAR,ALWAR,87,7521,7608,349,43974,44323,319,37053,37372
RAJASTHAN,ALWAR,BANSUR,42,5630,5672,280,44112,44392,274,41935,42209
RAJASTHAN,ALWAR,BEHROR,6,8300,8306,37,49305,49342,29,45868,45897
RAJASTHAN,ALWAR,KATHUMAR,6,1692,1698,38,8576,8614,5,7628,7633
RAJASTHAN,ALWAR,KISHANGARH BAAS,58,4252,4310,273,23948,24221,266,22478,22744
RAJASTHAN,ALWAR,KOTKASIM,0,731,731,0,2319,2319,0,2051,2051
RAJASTHAN,ALWAR,LAXMANGARH,32,3955,3987,193,29332,29525,179,28177,28356
RAJASTHAN,ALWAR,MANDAWAR,13,8809,8822,78,42595,42673,74,41318,41391
RAJASTHAN,ALWAR,RAJGARH,52,8839,8891,120,32212,32332,92,30044,30136
RAJASTHAN,ALWAR,RAMGARH,51,3094,3145,253,26917,27170,210,19741,19951
RAJASTHAN,ALWAR,THANAGAZI,64,5182,5246,184,21140,21325,134,17332,17467
RAJASTHAN,ALWAR,TIJARA,0,568,568,0,2993,2993,0,2128,2128
RAJASTHAN,BANSWARA,BAGIDORA,3,1219,1222,4,1451,1455,3,1197,1200
RAJASTHAN,BANSWARA,BANSWARA,20,1615,1635,46,2085,2131,20,1384,1404
RAJASTHAN,BANSWARA,GADHI,2,1155,1157,6,3096,3102,4,1742,1746
RAJASTHAN,BANSWARA,GHATOL,3,1220,1223,2,1413,1415,2,1303,1305
RAJASTHAN,BANSWARA,KUSHALGARH,3,809,812,1,834,836,1,669,670
RAJASTHAN,BARAN,ANTA,9,178,187,18,499,517,16,489,505
RAJASTHAN,BARAN,ATRU,28,3275,3303,74,12914,12988,69,11024,11093
RAJASTHAN,BARAN,BARAN,22,528,550,57,1136,1193,56,1073,1128
RAJASTHAN,BARAN,CHABRA,32,4856,4888,77,16130,16206,53,12023,12077
RAJASTHAN,BARAN,CHIPA BAROD,11,8714,8725,10,12583,12593,9,11195,11204
RAJASTHAN,BARAN,KISHANGANJ,12,734,746,83,2671,2754,66,2025,2091
RAJASTHAN,BARAN,MANGROL,3,108,111,1,164,164,1,151,152
RAJASTHAN,BARAN,SHAHABAD,96,1055,1151,119,2189,2308,113,1803,1916
RAJASTHAN,BARMER,BARMER,0,326,326,0,1359,1359,0,1095,1095
RAJASTHAN,BARMER,BAYTOO,0,31,31,0,687,687,0,687,687
RAJASTHAN,BARMER,CHOHATAN,0,6103,6103,0,59794,59794,0,47297,47297
RAJASTHAN,BARMER,GUDAMALANI,1,7354,7355,2,58867,58869,2,51394,51396
RAJASTHAN,BARMER,PACH PADRA,1,1229,1230,16,11093,11109,15,8399,8415
RAJASTHAN,BARMER,RAMSAR,0,11,11,0,125,125,0,81,81
RAJASTHAN,BARMER,SHIV,0,36,36,0,186,186,0,88,88
RAJASTHAN,BARMER,SIWANA,8,4241,4249,78,34931,35009,33,24860,24893
RAJASTHAN,BHARATPUR,BAYANA,35,4300,4335,74,15521,15595,74,15409,15483
RAJASTHAN,BHARATPUR,BEIR,0,1934,1934,0,9209,9209,0,8915,8915
RAJASTHAN,BHARATPUR,DEEG,0,21,21,0,153,153,0,153,153
RAJASTHAN,BHARATPUR,KAMAN,0,1209,1209,0,6476,6476,0,6391,6391
RAJASTHAN,BHARATPUR,NADBAI,0,28,28,0,148,148,0,134,134
RAJASTHAN,BHARATPUR,NAGAR,0,19,19,0,92,92,0,92,92
RAJASTHAN,BHARATPUR,ROOPBAS,0,190,190,0,1597,1597,0,1596,1596
RAJASTHAN,BHILWARA,ASIND,115,9107,9222,341,28114,28456,87,8446,8532
RAJASTHAN,BHILWARA,BANEDA,14,3194,3208,30,9871,9900,6,4056,4062
RAJASTHAN,BHILWARA,BHILWARA,19,5994,6013,34,19948,19982,19,11278,11297
RAJASTHAN,BHILWARA,BIJOLIYA,5,1507,1512,16,5939,5955,8,2533,2540
RAJASTHAN,BHILWARA,HURDA,17,2259,2276,30,7251,7281,14,4024,4037
RAJASTHAN,BHILWARA,JAHAJPUR,25,8766,8791,49,20958,21008,34,13646,13680
RAJASTHAN,BHILWARA,KOTADI,38,7053,7091,157,19896,20053,114,12392,12507
RAJASTHAN,BHILWARA,MANDAL,18,5630,5648,38,15313,15351,12,6855,6867
RAJASTHAN,BHILWARA,MANDALGARH,50,7170,7220,206,28501,28707,155,17100,17254
RAJASTHAN,BHILWARA,RAIPUR,6,2222,2228,14,6056,6070,5,2614,2619
RAJASTHAN,BHILWARA,SAHADA,30,2819,2849,101,8780,8882,29,3052,3082
RAJASTHAN,BHILWARA,SHAHPURA,122,6382,6504,522,21205,21727,212,10809,11021
RAJASTHAN,BIKANER,BIKANER,2,407,409,23,5163,5186,23,4453,4476
RAJASTHAN,BIKANER,CHHATARGARH,0,97,97,0,1144,1144,0,690,690
RAJASTHAN,BIKANER,DOONGAR GARH,0,1105,1105,0,12170,12170,0,10364,10364
RAJASTHAN,BIKANER,NOKHA,0,692,692,0,8293,8293,0,6567,6567
RAJASTHAN,BUNDI,BUNDI,26,2846,2872,122,10562,10684,120,10206,10326
RAJASTHAN,BUNDI,HINDOLI,64,7811,7875,375,24501,24876,308,16774,17083
RAJASTHAN,BUNDI,INDRAGARH,76,1528,1604,127,4395,4522,102,3083,3185
RAJASTHAN,BUNDI,KESHORAIPATAN,0,405,405,0,1270,1270,0,985,985
RAJASTHAN,BUNDI,NAINWA,89,7429,7518,299,25907,26206,225,20333,20558
RAJASTHAN,CHITTORGARH,ARNOD,22,5351,5373,32,8986,9019,24,6340,6364
RAJASTHAN,CHITTORGARH,BADI SADRI,0,1838,1838,0,3264,3264,0,1646,1646
RAJASTHAN,CHITTORGARH,BENGU,26,5023,5049,96,23009,23105,53,7544,7597
RAJASTHAN,CHITTORGARH,BHADESAR,8,3871,3879,16,9443,9459,14,4731,4745
RAJASTHAN,CHITTORGARH,CHHOTI SADRI,22,2599,2621,26,4348,4374,7,2375,2381
RAJASTHAN,CHITTORGARH,CHITTORGARH,89,6096,6185,240,17843,18083,153,9731,9884
RAJASTHAN,CHITTORGARH,DUNGLA,1,3007,3008,2,6920,6922,1,3115,3116
RAJASTHAN,CHITTORGARH,GANGARAR,66,4641,4707,150,15140,15290,97,6738,6836
RAJASTHAN,CHITTORGARH,KAPASAN,5,3835,3840,5,5018,5023,3,3868,3871
RAJASTHAN,CHITTORGARH,NIMBAHERA,2,4441,4443,5,9816,9821,5,7628,7633
RAJASTHAN,CHITTORGARH,PRATAPGARH,33,9231,9264,51,16307,16358,30,7938,7968
RAJASTHAN,CHITTORGARH,RASHMI,35,3403,3438,108,27847,27955,81,13630,13711
RAJASTHAN,CHITTORGARH,RAWATBHATA,9,2927,2936,30,12204,12234,14,7208,7223
RAJASTHAN,CHURU,CHURU,2,868,870,117,6205,6322,5,4839,4844
RAJASTHAN,CHURU,RAJGARH,0,2730,2730,0,25057,25057,0,22947,22947
RAJASTHAN,CHURU,RATANGARH,0,533,533,0,6640,6640,0,4375,4375
RAJASTHAN,CHURU,SARDAR SHAHAR,0,840,840,0,11994,11994,0,7960,7960
RAJASTHAN,CHURU,SUJANGARH,0,205,205,0,2015,2015,0,1452,1452
RAJASTHAN,CHURU,TARANAGAR,0,81,81,0,350,350,0,201,201
RAJASTHAN,DAUSA,BASWA,38,6726,6764,98,25382,25479,98,24450,24547
RAJASTHAN,DAUSA,DAUSA,100,9311,9411,271,33405,33676,201,26776,26977
RAJASTHAN,DAUSA,LALSOT,41,9131,9172,145,45553,45698,139,39440,39579
RAJASTHAN,DAUSA,MAHUA,25,4020,4045,80,13862,13942,80,13671,13751
RAJASTHAN,DAUSA,SIKRAY,13,6359,6372,48,26961,27009,41,25170,25211
RAJASTHAN,DHOLPUR,BARI,65,1109,1174,143,3023,3166,134,2754,2888
RAJASTHAN,DHOLPUR,BASERI,128,1421,1549,211,3347,3558,203,2776,2980
RAJASTHAN,DHOLPUR,RAJAKHERA,0,5,5,0,3,3,0,3,3
RAJASTHAN,DHOLPUR,SAPAIU,5,90,95,33,83,116,33,83,116
RAJASTHAN,DUNGARPUR,ASPUR,3,764,767,2,900,903,1,408,410
RAJASTHAN,DUNGARPUR,DUNGARPUR,7,4002,4009,11,5120,5131,4,2575,2579
RAJASTHAN,DUNGARPUR,SAGWARA,0,2584,2584,0,5908,5908,0,2896,2896
RAJASTHAN,DUNGARPUR,SIMALWARA,3,2366,2369,2,3284,3286,0,1585,1585
RAJASTHAN,GANGANAGAR,PADAM PUR,0,42,42,0,569,569,0,566,566
RAJASTHAN,HANUMANGARH,BHADRA,0,21,21,0,108,108,0,67,67
RAJASTHAN,HANUMANGARH,NOHAR,0,315,315,0,1600,1600,0,1427,1427
RAJASTHAN,JAIPUR,AMER,46,8486,8532,187,40511,40698,130,36248,36378
RAJASTHAN,JAIPUR,BASSI,18,8104,8122,151,37752,37903,135,24809,24944
RAJASTHAN,JAIPUR,CHAKSU,48,7901,7949,127,21432,21560,113,18074,18187
RAJASTHAN,JAIPUR,CHOMU,18,11191,11209,82,70101,70184,69,58851,58920
RAJASTHAN,JAIPUR,JAIPUR,52,5042,5094,191,28620,28811,189,27097,27287
RAJASTHAN,JAIPUR,JAMWARAMGARH,58,6883,6941,364,29478,29843,260,22968,23227
RAJASTHAN,JAIPUR,KOTPUTLI,158,8897,9055,586,42900,43486,573,41688,42261
RAJASTHAN,JAIPUR,MOUJMABAD,86,4459,4545,246,19683,19929,105,14297,14402
RAJASTHAN,JAIPUR,PHAGI,52,5610,5662,414,26247,26661,350,18355,18705
RAJASTHAN,JAIPUR,PHULERA,74,13239,13313,465,80891,81356,371,66650,67022
RAJASTHAN,JAIPUR,SANGANER,34,6452,6486,177,25430,25607,174,24500,24674
RAJASTHAN,JAIPUR,SHAHPURA,15,5654,5669,56,24911,24967,44,21458,21502
RAJASTHAN,JAIPUR,VIRATNAGAR,36,3660,3696,99,16184,16283,75,14060,14135
RAJASTHAN,JAISALMER,FATHEGARH,0,2,2,0,23,23,0,23,23
RAJASTHAN,JAISALMER,JAISALMER,0,53,53,0,312,312,0,149,149
RAJASTHAN,JAISALMER,POKARAN,0,91,91,0,1092,1092,0,161,161
RAJASTHAN,JALORE,AHORE,12,2396,2408,103,17724,17827,52,9871,9924
RAJASTHAN,JALORE,BAGODA,1,5158,5159,7,32255,32261,5,21877,21882
RAJASTHAN,JALORE,BHINMAL,17,4868,4885,60,23165,23225,37,15765,15803
RAJASTHAN,JALORE,JALORE,3,4228,4231,11,28683,28694,7,22536,22543
RAJASTHAN,JALORE,RANIWARA,3,6630,6633,6,35175,35181,2,16797,16799
RAJASTHAN,JALORE,SANCHORE,28,12910,12938,89,70730,70819,84,62028,62112
RAJASTHAN,JALORE,SAYLA,17,5561,5578,85,44016,44101,59,33931,33990
RAJASTHAN,JHALAWAR,AKLERA,56,8529,8585,50,11555,11605,48,10515,10563
RAJASTHAN,JHALAWAR,GANGADHAR,45,5549,5594,70,10156,10226,41,5159,5200
RAJASTHAN,JHALAWAR,JHALARA PATAN,129,12259,12388,247,26895,27142,232,19814,20046
RAJASTHAN,JHALAWAR,KHANPUR,51,4484,4535,231,16171,16401,231,16155,16386
RAJASTHAN,JHALAWAR,MANOHAR THANA,10,7873,7883,15,12583,12598,7,11475,11481
RAJASTHAN,JHALAWAR,PACHPAHAR,32,7083,7115,79,16657,16737,57,10010,10068
RAJASTHAN,JHALAWAR,PIRAWA,19,9648,9667,30,20144,20174,21,12831,12852
RAJASTHAN,JHUNJHUNU,BUHANA,0,3194,3194,0,31298,31298,0,31124,31124
RAJASTHAN,JHUNJHUNU,CIDAWA,15,10531,10546,114,109882,109996,86,86195,86282
RAJASTHAN,JHUNJHUNU,JHUNJHUNU,1,4884,4885,6,35772,35778,6,35374,35380
RAJASTHAN,JHUNJHUNU,KHETDI,87,3403,3490,652,31046,31698,339,22079,22418
RAJASTHAN,JHUNJHUNU,NAWALGARH,0,5586,5586,0,40212,40212,0,26709,26709
RAJASTHAN,JHUNJHUNU,UDAIPURWATI,99,7043,7142,582,40600,41182,500,36067,36567
RAJASTHAN,JODHPUR,BHOPAL GARH,3,743,746,12,5391,5403,8,4262,4270
RAJASTHAN,JODHPUR,BILADA,6,1504,1510,14,7310,7323,10,5664,5674
RAJASTHAN,JODHPUR,JODHPUR,9,633,642,137,3397,3533,137,3308,3445
RAJASTHAN,JODHPUR,LUNI,2,486,488,3,2509,2511,2,2079,2081
RAJASTHAN,JODHPUR,ONSIA,0,111,111,0,781,781,0,726,726
RAJASTHAN,JODHPUR,PHALODI,5,16,21,12,37,49,0,16,16
RAJASTHAN,JODHPUR,SHER GARH,1,370,371,4,2418,2422,3,1929,1932
RAJASTHAN,KAROLI,HINDON,330,5890,6220,735,20519,21254,720,18811,19531
RAJASTHAN,KAROLI,KAROLI,28,6236,6264,90,16642,16732,69,12955,13024
RAJASTHAN,KAROLI,MANDRAYAL,4,621,625,7,1551,1558,6,1292,1298
RAJASTHAN,KAROLI,NADOTI,33,2178,2211,139,8211,8350,126,7712,7839
RAJASTHAN,KAROLI,SAPOTRA,57,3875,3932,310,11826,12135,290,11597,11886
RAJASTHAN,KAROLI,TODA BHIM,207,5087,5294,396,16651,17048,396,16553,16949
RAJASTHAN,KOTA,DIGOD,27,52,79,66,157,222,35,105,140
RAJASTHAN,KOTA,LADPURA,180,1274,1454,615,4896,5511,463,3895,4359
RAJASTHAN,KOTA,PIPALLDA,1,234,235,0,390,390,0,389,389
RAJASTHAN,KOTA,RAMGANJMANDI,664,5226,5890,1862,13516,15377,1665,11964,13629
RAJASTHAN,KOTA,SANGOD,29,3658,3687,96,14906,15002,87,14001,14088
RAJASTHAN,NAGAUR,DEEDWANA,2,3942,3944,8,35305,35313,8,29045,29053
RAJASTHAN,NAGAUR,DEGANA,7,4467,4474,19,28744,28763,14,21270,21284
RAJASTHAN,NAGAUR,JAYAL,2,525,527,49,4981,5030,34,4013,4047
RAJASTHAN,NAGAUR,KHEEVSAR,0,33,33,0,378,378,0,378,378
RAJASTHAN,NAGAUR,LADNU,0,55,55,0,1039,1039,0,460,460
RAJASTHAN,NAGAUR,MAKRANA,7,1849,1856,70,13792,13862,32,7651,7682
RAJASTHAN,NAGAUR,MERTA,5,2250,2255,19,13325,13344,19,9802,9821
RAJASTHAN,NAGAUR,NAGAUR,1,1188,1189,16,15156,15171,16,12695,12710
RAJASTHAN,NAGAUR,NAWA,13,8642,8655,67,67582,67649,46,51354,51401
RAJASTHAN,NAGAUR,PARBATSAR,8,4447,4455,4,24914,24919,1,16260,16261
RAJASTHAN,PALI,BALI,36,3495,3531,113,16118,16231,74,7449,7522
RAJASTHAN,PALI,DESURI,22,4219,4241,112,36860,36972,34,6487,6521
RAJASTHAN,PALI,JAITARAN,3,2714,2717,18,31649,31667,8,16870,16878
RAJASTHAN,PALI,MARWAR JUNCTION,11,3644,3655,130,37600,37730,46,12229,12275
RAJASTHAN,PALI,PALI,16,2055,2071,240,12948,13188,44,5971,6014
RAJASTHAN,PALI,RAIPUR,11,3493,3504,38,28503,28540,6,12535,12541
RAJASTHAN,PALI,ROHAT,12,920,932,38,5601,5639,21,3190,3211
RAJASTHAN,PALI,SOJAT,69,2759,2828,294,25727,26022,139,11050,11189
RAJASTHAN,PALI,SUMERPUR,63,2845,2908,443,20488,20931,241,8656,8897
RAJASTHAN,RAJSAMAND,AMET,14,898,912,21,2719,2739,2,612,613
RAJASTHAN,RAJSAMAND,BHIM,81,4589,4670,101,6962,7062,39,2690,2729
RAJASTHAN,RAJSAMAND,DEVGARH,1,1623,1624,1,4031,4032,1,1138,1139
RAJASTHAN,RAJSAMAND,KUMBHALGARH,18,2152,2170,36,3084,3119,22,1033,1055
RAJASTHAN,RAJSAMAND,NATHDWARA,17,1311,1328,57,4886,4943,15,1089,1104
RAJASTHAN,RAJSAMAND,RAILMAGRA,31,1417,1448,80,5475,5554,37,1286,1323
RAJASTHAN,RAJSAMAND,RAJSAMAND,12,669,681,30,1941,1971,2,363,365
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,54,4356,4410,229,16973,17201,191,14434,14625
RAJASTHAN,SAWAI MADHOPUR,BAOLI,16,4455,4471,61,18540,18601,54,18309,18363
RAJASTHAN,SAWAI MADHOPUR,CHOUTH KA BARWADA,47,3537,3584,293,14225,14518,237,13529,13765
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,12,6213,6225,39,19399,19438,39,17367,17406
RAJASTHAN,SAWAI MADHOPUR,KHANDAR,1,2420,2421,4,10484,10488,2,8813,8815
RAJASTHAN,SAWAI MADHOPUR,MALARNA DOONGAR,27,2430,2457,246,10283,10529,244,10161,10405
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,19,7338,7357,50,28604,28654,49,28314,28363
RAJASTHAN,SIKAR,DATARAM GARH,24,11827,11851,88,78193,78282,70,63227,63297
RAJASTHAN,SIKAR,FATEHPUR,3,808,811,37,5730,5767,36,3648,3685
RAJASTHAN,SIKAR,LAXMAN GARH,4,3695,3699,29,38554,38583,22,22757,22779
RAJASTHAN,SIKAR,NEEM KA THANA,332,5895,6227,1400,29459,30859,1215,25307,26522
RAJASTHAN,SIKAR,SHRI MADHOPUR,245,14512,14757,849,64706,65556,719,46582,47301
RAJASTHAN,SIKAR,SIKAR,11,9439,9450,112,82684,82796,85,58119,58204
RAJASTHAN,SIROHI,ABUROAD,5,1861,1866,24,7187,7211,12,3431,3443
RAJASTHAN,SIROHI,PINDWARA,14,2240,2254,54,14194,14248,18,4465,4482
RAJASTHAN,SIROHI,REVDAR,3,5674,5677,16,35454,35469,8,17471,17480
RAJASTHAN,SIROHI,SHIVGANJ,15,2095,2110,72,22419,22491,57,10929,10986
RAJASTHAN,SIROHI,SIROHI,27,2260,2287,104,13628,13732,48,7005,7053
RAJASTHAN,TONK,DEOLI,541,7112,7653,1916,20095,22011,1641,18318,19959
RAJASTHAN,TONK,MALPURA,54,5294,5348,251,16855,17106,203,11280,11484
RAJASTHAN,TONK,NIWAI,103,8154,8257,362,29018,29380,354,26793,27147
RAJASTHAN,TONK,PEEPLU,211,4925,5136,1325,18031,19356,1049,14298,15347
RAJASTHAN,TONK,TODARAI SINGH,102,4043,4145,266,17031,17297,193,9550,9743
RAJASTHAN,TONK,TONK,104,4951,5055,381,20479,20860,360,19459,19820
RAJASTHAN,TONK,UNIYARA,157,5169,5326,498,25084,25582,483,24449,24932
RAJASTHAN,UDAIPUR,DHARIYAVAD,4,4647,4651,5,11861,11866,4,5984,5988
RAJASTHAN,UDAIPUR,GIRWA,49,3878,3927,255,6709,6964,231,3537,3768
RAJASTHAN,UDAIPUR,GOGUNDA,26,2609,2635,35,4558,4593,15,1349,1364
RAJASTHAN,UDAIPUR,JHADOL,16,2337,2353,32,5893,5924,9,2513,2522
RAJASTHAN,UDAIPUR,KHERWADA,7,1754,1761,8,2086,2093,6,1585,1591
RAJASTHAN,UDAIPUR,KOTRA,1,830,831,1,1381,1382,0,365,366
RAJASTHAN,UDAIPUR,MAWLI,9,1278,1287,13,2618,2631,5,740,745
RAJASTHAN,UDAIPUR,SALUMBER,5,2209,2214,5,3158,3162,4,1889,1893
RAJASTHAN,UDAIPUR,SARADA,2,2306,2308,3,3311,3313,1,1834,1835
RAJASTHAN,UDAIPUR,VALLABH NAGAR,6,4203,4209,6,6865,6871,1,1799,1800
TAMIL NADU,COIMBATORE,ANAMALAI,10,4686,4696,23,24599,24622,19,13179,13198
TAMIL NADU,COIMBATORE,ANNUR,1,3924,3925,1,8529,8531,1,4613,4614
TAMIL NADU,COIMBATORE,AVINASHI,2,3729,3731,5,7198,7204,2,3658,3660
TAMIL NADU,COIMBATORE,KINATHUKADAVU,138,6325,6463,438,17681,18120,219,11364,11582
TAMIL NADU,COIMBATORE,KUDIMANGALAM,0,5936,5936,0,15911,15911,0,10699,10699
TAMIL NADU,COIMBATORE,MADATTHUKULAM,0,3125,3125,0,7625,7625,0,4313,4313
TAMIL NADU,COIMBATORE,MADUKKARAI,0,3409,3409,0,10390,10390,0,6747,6747
TAMIL NADU,COIMBATORE,METTUPALAYAM,239,4786,5025,416,8374,8791,314,4967,5281
TAMIL NADU,COIMBATORE,PALLADAM,0,4655,4655,0,10723,10723,0,4746,4746
TAMIL NADU,COIMBATORE,PERIANAICKEN PALAYAM,9,2083,2092,27,6995,7022,13,2537,2551
TAMIL NADU,COIMBATORE,POLLACHI NORTH!,12,6384,6396,31,17786,17817,27,14095,14122
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,20,4564,4584,71,11168,11239,39,8974,9013
TAMIL NADU,COIMBATORE,PONGALUR,6,4003,4009,20,8945,8965,6,4286,4292
TAMIL NADU,COIMBATORE,SARCARSAMAKULAM,0,1092,1092,0,3291,3291,0,1951,1951
TAMIL NADU,COIMBATORE,SOOLUR,1,2851,2852,2,7579,7581,0,3374,3374
TAMIL NADU,COIMBATORE,SULTHANPET,1,5466,5467,2,14109,14110,1,8225,8227
TAMIL NADU,COIMBATORE,THIRUPPUR,12,2834,2846,43,4681,4725,24,2520,2544
TAMIL NADU,COIMBATORE,THONDAMUTHUR,2,2312,2314,3,6087,6090,1,3793,3794
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,0,6159,6159,0,18544,18544,0,12372,12372
TAMIL NADU,CUDDALORE,ANNAGRAMAM,0,84,84,0,162,162,0,162,162
TAMIL NADU,CUDDALORE,BHUVANAGIRI,0,0,0,0,0,0,0,0,0
TAMIL NADU,CUDDALORE,CUDDALORE,0,119,119,0,299,299,0,232,232
