-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to social status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.4.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to Social status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.4.csv"
}
-----
State,District,Block,Scheduled caste,Scheduled tribe,Other social status of farmers,Total,Owned by other than individual farmers,Total
ASSAM,DARRANG,DALGAON SIALMARI,24,64,546,634,113,747
ASSAM,DARRANG,KALAIGAON,12,58,151,221,121,342
ASSAM,DARRANG,KHAIRABARI,4,56,72,132,100,232
ASSAM,DARRANG,MAZBAT,57,129,461,647,2,649
ASSAM,DARRANG,SIPAJHAR,3,0,209,212,0,212
ASSAM,DARRANG,UDALGURI,1,59,9,69,0,69
ASSAM,DHEMAJI,BORDOLONI,14,115,83,212,7,219
ASSAM,DHEMAJI,DHEMAJI,77,180,164,421,1,422
ASSAM,DHEMAJI,MURKONGSELLECK,2,73,1,76,0,76
ASSAM,DHUBRI,AGAMONI,37,5,563,605,1,606
ASSAM,DHUBRI,BILASIPARA,52,71,481,604,1,605
ASSAM,DHUBRI,CHAPAR SALKOCHA,3,12,101,116,1,117
ASSAM,DHUBRI,GAURIPUR,2,21,471,494,56,550
ASSAM,DHUBRI,GOLOKGANJ,3,7,84,94,6,100
ASSAM,DHUBRI,MANKACHAR,1,0,113,114,17,131
ASSAM,DHUBRI,SOUTH SALMARA,8,2,356,366,13,379
ASSAM,DIBRUGARH,BARBARUAH,4,49,89,142,62,204
ASSAM,DIBRUGARH,JOYPUR,10,21,150,181,1,182
ASSAM,DIBRUGARH,KHOWANG,1,74,171,246,17,263
ASSAM,DIBRUGARH,LAHOWAL,25,5,174,204,73,277
ASSAM,DIBRUGARH,PANITOLA,39,35,182,256,47,303
ASSAM,DIBRUGARH,TENGAKHAT,32,30,105,167,65,232
ASSAM,GOALPARA,BALIJANA,9,30,33,72,16,88
ASSAM,GOALPARA,DUDHNOI,3,19,5,27,0,27
ASSAM,GOALPARA,LAKHIPUR,3,7,125,135,14,149
ASSAM,GOALPARA,MATIA,27,15,75,117,0,117
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,1,5,20,26,0,26
ASSAM,GOLAGHAT,GOLAGHAT EAST,0,4,28,32,0,32
ASSAM,GOLAGHAT,GOLAGHAT NORTH,9,29,72,110,0,110
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,7,23,90,120,33,153
ASSAM,GOLAGHAT,GOLAGHAT WEST,28,71,64,163,7,170
ASSAM,GOLAGHAT,GOMARIGURI,1,0,3,4,0,4
ASSAM,HAILAKANDI,HAILAKANDI,0,0,0,0,76,76
ASSAM,HAILAKANDI,LALA,0,0,0,0,4,4
ASSAM,JORHAT,JORHAT,0,1,22,23,0,23
ASSAM,JORHAT,JORHAT CENTRAL,9,10,69,88,5,93
ASSAM,JORHAT,JORHAT EAST,7,0,146,153,3,156
ASSAM,JORHAT,MAJULI,66,327,309,702,368,1070
ASSAM,JORHAT,NORTH WEST JORHAT,12,47,69,128,16,144
ASSAM,JORHAT,TITABOR,0,0,4,4,0,4
ASSAM,KAMRUP,BOKO BANGAON,0,7,17,24,0,24
ASSAM,KAMRUP,CHAMARIA,0,0,46,46,0,46
ASSAM,KAMRUP,CHHAYGAON,1,5,11,17,32,49
ASSAM,KAMRUP,DIMORIA,3,6,23,32,0,32
ASSAM,KAMRUP,HAJO,2,4,179,185,14,199
ASSAM,KAMRUP,KAMALPUR,1,2,138,141,0,141
ASSAM,KAMRUP,KARARA,2,12,270,284,35,319
ASSAM,KAMRUP,RAMPUR,7,5,49,61,1,62
ASSAM,KAMRUP,RANGIA,31,81,160,272,38,310
ASSAM,KAMRUP,RANI,2,0,84,86,0,86
ASSAM,KARBI ANGLONG,AMRI,0,0,1,1,0,1
ASSAM,KARBI ANGLONG,BOKAJAN,0,0,0,0,4,4
ASSAM,KARBI ANGLONG,HOWRAGHAT,2,0,0,2,18,20
ASSAM,KARBI ANGLONG,LUMBAJONG,0,0,0,0,2,2
ASSAM,KARBI ANGLONG,RONGKHONG,4,1,47,52,0,52
ASSAM,KARBI ANGLONG,SAMILONGSO,0,0,0,0,2,2
ASSAM,KARIMGANJ,BADARPUR,0,0,0,0,1,1
ASSAM,KARIMGANJ,NORTH KARIMGANJ,0,0,0,0,14,14
ASSAM,KARIMGANJ,PATHARKANDI,0,0,0,0,23,23
ASSAM,KARIMGANJ,RAMKRISHNA NAGAR,0,0,0,0,18,18
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,0,0,0,0,28,28
ASSAM,KOKRAJHAR,DOTOMA,1,194,54,249,0,249
ASSAM,KOKRAJHAR,GOSSAIGAON,2,22,38,62,0,62
ASSAM,KOKRAJHAR,KACHUGAON,0,245,36,281,0,281
ASSAM,KOKRAJHAR,KOKRAJHAR,7,59,47,113,0,113
ASSAM,KOKRAJHAR,SIDLI CHIRANG (PART),2,35,16,53,0,53
ASSAM,LAKHIMPUR,BIHPURIA,17,116,164,297,33,330
ASSAM,LAKHIMPUR,BORDALANI,1,23,27,51,0,51
ASSAM,LAKHIMPUR,DHAKUAKHANA,3,92,53,148,7,155
ASSAM,LAKHIMPUR,LAKHIMPUR,5,62,98,165,72,237
ASSAM,LAKHIMPUR,NARAYANPUR,13,10,148,171,26,197
ASSAM,LAKHIMPUR,NOWBOICHA,12,38,130,180,16,196
ASSAM,MARIGAON,BHURBANDHA,35,92,138,265,151,416
ASSAM,MARIGAON,KAPILI,2,0,8,10,0,10
ASSAM,MARIGAON,LAHARIGHAT,8,37,357,402,0,402
ASSAM,MARIGAON,MAYONG,91,153,296,540,27,567
ASSAM,NAGAON,BATADRAVA,6,12,200,218,0,218
ASSAM,NAGAON,JUGIJAN,31,72,200,303,32,335
ASSAM,NAGAON,JURIA,1,2,116,119,0,119
ASSAM,NAGAON,KALIABOR,76,92,266,434,0,434
ASSAM,NAGAON,KAPILI,4,0,6,10,0,10
ASSAM,NAGAON,KAPILI PT.I,54,52,158,264,73,337
ASSAM,NAGAON,KATHIATOLI,25,61,885,971,17,988
ASSAM,NAGAON,KHAGARIJAN,18,8,128,154,14,168
ASSAM,NAGAON,LANKA,21,43,305,369,0,369
ASSAM,NAGAON,LAOKHOWA,4,4,128,136,8,144
ASSAM,NAGAON,RUPAHI,13,9,113,135,0,135
ASSAM,NALBARI,BARIGOG BANBHAG,0,11,89,100,0,100
ASSAM,NALBARI,BARKHETRI,7,6,162,175,116,291
ASSAM,NALBARI,BASKA,23,144,78,245,0,245
ASSAM,NALBARI,PASCHIM NALBARI,20,2,144,166,16,182
ASSAM,NALBARI,PUB NALBARI,11,3,238,252,16,268
ASSAM,NALBARI,TAMULPUR,13,72,83,168,0,168
ASSAM,NALBARI,TIHU BARAMA,7,59,97,163,0,163
ASSAM,SIBSAGAR,AMGURI,9,2,97,108,1,109
ASSAM,SIBSAGAR,DEMOW,2,4,258,264,0,264
ASSAM,SIBSAGAR,NAZIRA,0,3,99,102,0,102
ASSAM,SIBSAGAR,SAPEKHATI,0,1,46,47,0,47
ASSAM,SIBSAGAR,SONARI,4,22,240,266,0,266
ASSAM,SONITPUR,BALIPARA,63,113,349,525,0,525
ASSAM,SONITPUR,BEHALI,15,7,123,145,80,225
ASSAM,SONITPUR,BISWANATH,6,1,34,41,19,60
ASSAM,SONITPUR,CHAIDUAR,18,141,515,674,84,758
ASSAM,SONITPUR,DHEKIAJULI,72,90,333,495,0,495
ASSAM,SONITPUR,GABHORU,27,52,330,409,1,410
ASSAM,SONITPUR,NADUAR,24,29,341,394,0,394
ASSAM,TINSUKIA,HAPJAN,35,58,349,442,16,458
ASSAM,TINSUKIA,KAKOPATHAR,8,262,382,652,49,701
ASSAM,TINSUKIA,MARGHERITA,7,24,61,92,1,93
ASSAM,TINSUKIA,SADIYA,9,32,119,160,0,160
BIHAR,ARARIA,ARARIA,279,24,1369,1672,66,1738
BIHAR,ARARIA,BHARGAMA,294,45,867,1206,2,1208
BIHAR,ARARIA,FORBESGANJ,793,100,2049,2942,0,2942
BIHAR,ARARIA,JOKIHAT,153,1,1349,1503,0,1503
BIHAR,ARARIA,KURSAKATTA,120,14,887,1021,2,1023
BIHAR,ARARIA,NARPAIGANJ,91,11,815,917,0,917
BIHAR,ARARIA,PALASI,444,24,1445,1913,0,1913
BIHAR,ARARIA,RANIGANJ,103,22,593,718,20,738
BIHAR,ARARIA,SIKTI,153,24,932,1109,0,1109
BIHAR,AURANGABAD,AURANGABAD,72,1,576,649,14,663
BIHAR,AURANGABAD,BARUN,101,15,951,1067,1,1068
BIHAR,AURANGABAD,DAUDNAGAR,55,1,267,323,0,323
BIHAR,AURANGABAD,DEO,56,0,404,460,0,460
BIHAR,AURANGABAD,GOH,213,8,975,1196,21,1217
BIHAR,AURANGABAD,HASPURA,137,1,796,934,0,934
BIHAR,AURANGABAD,KUTUMBA,108,12,673,793,4,797
BIHAR,AURANGABAD,MADANPUR,23,0,619,642,0,642
BIHAR,AURANGABAD,NABINAGAR,36,2,473,511,6,517
BIHAR,AURANGABAD,OBRA,121,5,593,719,0,719
BIHAR,AURANGABAD,RAFIGANJ,159,74,1204,1437,0,1437
BIHAR,BANKA,AMARPUR,51,1,1224,1276,0,1276
BIHAR,BANKA,BANKA,18,0,209,227,0,227
BIHAR,BANKA,BARAHAT,74,1,363,438,0,438
BIHAR,BANKA,BELHAR,19,0,384,403,0,403
BIHAR,BANKA,DHURAIYA,53,8,1167,1228,0,1228
BIHAR,BANKA,KATORIA,0,0,13,13,0,13
BIHAR,BANKA,PHULLIDUMAR,1,6,322,329,0,329
BIHAR,BANKA,RAJAN,142,0,870,1012,1,1013
BIHAR,BANKA,SAMBHUGANJ,41,1,954,996,2,998
BIHAR,BEGUSARAI,BACHHAWARA,188,19,1850,2057,0,2057
BIHAR,BEGUSARAI,BAKHARI,61,1,489,551,179,730
BIHAR,BEGUSARAI,BALIA,93,9,1275,1377,0,1377
BIHAR,BEGUSARAI,BARAUNI,126,2,1292,1420,1,1421
BIHAR,BEGUSARAI,BEGUSARAI,490,8,1872,2370,0,2370
BIHAR,BEGUSARAI,BHAGAWANPUR,197,12,1457,1666,40,1706
BIHAR,BEGUSARAI,BIRPUR,127,3,665,795,0,795
BIHAR,BEGUSARAI,CHERIA BARIARPUR,164,1,1265,1430,9,1439
BIHAR,BEGUSARAI,CHHAURAHI,98,3,1250,1351,99,1450
BIHAR,BEGUSARAI,DANDARI,110,1,983,1094,34,1128
BIHAR,BEGUSARAI,GARHPURA,100,0,767,867,0,867
BIHAR,BEGUSARAI,KHUDABANDPUR,52,2,661,715,0,715
BIHAR,BEGUSARAI,MANSURCHAK,34,6,329,369,0,369
BIHAR,BEGUSARAI,MATIHANI,57,26,1537,1620,0,1620
BIHAR,BEGUSARAI,NAOKHOTHI,152,0,1074,1226,0,1226
BIHAR,BEGUSARAI,SAHEBPUR KAMAL,58,2,826,886,17,903
BIHAR,BEGUSARAI,TEGHRA,49,11,1290,1350,0,1350
BIHAR,BHABUA,BHABUA,92,5,1223,1320,15,1335
BIHAR,BHABUA,BHAGWANPUR,26,2,190,218,14,232
BIHAR,BHABUA,CHAINPUR,52,6,755,813,15,828
BIHAR,BHABUA,CHAND,28,2,435,465,66,531
BIHAR,BHABUA,DURGAWATI,155,0,1330,1485,136,1621
BIHAR,BHABUA,KUDRA,200,8,1513,1721,96,1817
BIHAR,BHABUA,MOHANIA,208,15,2119,2342,77,2419
BIHAR,BHABUA,NUAWN,51,6,1120,1177,20,1197
BIHAR,BHABUA,RAMGAR,76,16,1456,1548,0,1548
BIHAR,BHABUA,RAMPUR,17,0,74,91,22,113
BIHAR,BHAGALPUR,BIHPUR,58,3,785,846,0,846
BIHAR,BHAGALPUR,GAURIDIH,40,1,168,209,0,209
BIHAR,BHAGALPUR,GOPALPUR,6,1,685,692,0,692
BIHAR,BHAGALPUR,ISMAILPUR,17,1,305,323,0,323
BIHAR,BHAGALPUR,JAGDISHPUR,3,3,50,56,0,56
BIHAR,BHAGALPUR,KAHALGAON,12,95,445,552,0,552
BIHAR,BHAGALPUR,KHARIK,27,12,1065,1104,0,1104
BIHAR,BHAGALPUR,NARAINPUR,0,1,374,375,0,375
BIHAR,BHAGALPUR,NATHNAGAR,15,1,666,682,3,685
BIHAR,BHAGALPUR,NAUGACHHIA,60,0,926,986,0,986
BIHAR,BHAGALPUR,PIRPAINTI,38,288,835,1161,0,1161
BIHAR,BHAGALPUR,RANGRACHOWK,4,49,446,499,0,499
BIHAR,BHAGALPUR,SABOUR,8,0,271,279,0,279
BIHAR,BHAGALPUR,SHAHKUND,64,9,1257,1330,0,1330
BIHAR,BHAGALPUR,SONHAULLA,30,22,555,607,1,608
BIHAR,BHAGALPUR,SULTANGANJ,13,54,826,893,0,893
BIHAR,BHOJPUR,AGIAON,54,2,411,467,0,467
BIHAR,BHOJPUR,ARRAHSADAR,69,5,1239,1313,4,1317
BIHAR,BHOJPUR,BARBARA,51,5,838,894,2,896
BIHAR,BHOJPUR,BEHIA,82,15,1281,1378,0,1378
BIHAR,BHOJPUR,CHARPOKHARI,89,12,619,720,2,722
BIHAR,BHOJPUR,GARHANI,40,0,565,605,2,607
BIHAR,BHOJPUR,JAGDISHPUR,130,95,2595,2820,34,2854
BIHAR,BHOJPUR,KOILWAR,83,1,1313,1397,0,1397
BIHAR,BHOJPUR,PIRO,133,23,1125,1281,21,1302
BIHAR,BHOJPUR,SAHAR,53,2,248,303,0,303
BIHAR,BHOJPUR,SAHPUR,45,3,593,641,6,647
BIHAR,BHOJPUR,SANDISH,81,3,1071,1155,0,1155
BIHAR,BHOJPUR,TARARI,135,7,726,868,4,872
BIHAR,BHOJPUR,UDWABTNAGAR,81,2,805,888,0,888
BIHAR,BUXAR,BRAHAMPUR,54,9,515,578,0,578
BIHAR,BUXAR,BUXAR,72,5,1156,1233,48,1281
BIHAR,BUXAR,CHANGAIN,12,2,550,564,0,564
BIHAR,BUXAR,CHARKKI,24,2,169,195,0,195
BIHAR,BUXAR,CHAUSA,38,1,741,780,0,780
BIHAR,BUXAR,DUMRAIN,52,11,1048,1111,1,1112
BIHAR,BUXAR,ITARHI,169,4,2642,2815,0,2815
BIHAR,BUXAR,KESATH,11,0,207,218,0,218
BIHAR,BUXAR,NAWANAGAR,105,90,1393,1588,6,1594
BIHAR,BUXAR,RAJPUR,149,30,2445,2624,0,2624
BIHAR,BUXAR,SIMRI,46,3,1216,1265,0,1265
BIHAR,CHAMPARAN EAST,ADAPUR,31,3,782,816,0,816
BIHAR,CHAMPARAN EAST,ARERAJ,48,0,724,772,0,772
BIHAR,CHAMPARAN EAST,BANJARIA,64,10,618,692,0,692
BIHAR,CHAMPARAN EAST,CHAKIYA,193,1,1572,1766,0,1766
BIHAR,CHAMPARAN EAST,CHAURADANO,70,4,946,1020,2,1022
BIHAR,CHAMPARAN EAST,CHIRAIYA,84,1,1080,1165,0,1165
BIHAR,CHAMPARAN EAST,DHAKA,54,9,858,921,0,921
BIHAR,CHAMPARAN EAST,FENHARA,43,0,885,928,0,928
BIHAR,CHAMPARAN EAST,GHORASAHAN,44,14,1249,1307,1,1308
BIHAR,CHAMPARAN EAST,HARSIDHI,212,2,1880,2094,0,2094
BIHAR,CHAMPARAN EAST,KALYANPUR,136,20,1475,1631,0,1631
BIHAR,CHAMPARAN EAST,KESARIA,90,5,1296,1391,0,1391
BIHAR,CHAMPARAN EAST,KOTWA,58,0,870,928,0,928
BIHAR,CHAMPARAN EAST,MADHUBAN,62,1,1090,1153,0,1153
BIHAR,CHAMPARAN EAST,MEHSHI,160,2,1396,1558,0,1558
BIHAR,CHAMPARAN EAST,MOTIHARI,240,4,1735,1979,0,1979
BIHAR,CHAMPARAN EAST,PAHARPUR,251,1,976,1228,0,1228
BIHAR,CHAMPARAN EAST,PAKARIDAYAL,194,2,1558,1754,0,1754
BIHAR,CHAMPARAN EAST,PATAHI,111,9,1069,1189,0,1189
BIHAR,CHAMPARAN EAST,PIPRAKOTHI,73,0,811,884,0,884
BIHAR,CHAMPARAN EAST,RAMGARHWA,127,0,499,626,1,627
BIHAR,CHAMPARAN EAST,RAXAUL,83,3,592,678,0,678
BIHAR,CHAMPARAN EAST,SANGRAMPUR,39,1,598,638,0,638
BIHAR,CHAMPARAN EAST,SUGAULI,148,0,1572,1720,0,1720
BIHAR,CHAMPARAN EAST,TETARIA,50,8,723,781,0,781
BIHAR,CHAMPARAN EAST,TURKAULIA,207,0,777,984,0,984
BIHAR,CHAMPARAN WEST,BAGAHA,88,2,926,1016,0,1016
BIHAR,CHAMPARAN WEST,BAIRIA,220,2,1408,1630,6,1636
BIHAR,CHAMPARAN WEST,BETTIAN,180,1,719,900,0,900
BIHAR,CHAMPARAN WEST,BHITAHA,106,1,713,820,0,820
BIHAR,CHAMPARAN WEST,CHANPATIYA,186,6,1164,1356,0,1356
BIHAR,CHAMPARAN WEST,GAUNAHA,36,1,320,357,1,358
BIHAR,CHAMPARAN WEST,LAURIYA,65,2,1470,1537,0,1537
BIHAR,CHAMPARAN WEST,MADHUBANI,108,0,833,941,0,941
BIHAR,CHAMPARAN WEST,MAINATANR,185,29,819,1033,0,1033
BIHAR,CHAMPARAN WEST,MAJHAWALIA,214,11,2749,2974,0,2974
BIHAR,CHAMPARAN WEST,NARKATIYAGANJ,199,7,1000,1206,0,1206
BIHAR,CHAMPARAN WEST,NAUTAN,194,15,1322,1531,0,1531
BIHAR,CHAMPARAN WEST,PIPRASI,30,7,320,357,0,357
BIHAR,CHAMPARAN WEST,RAMNAGAR,165,31,1180,1376,0,1376
BIHAR,CHAMPARAN WEST,SIDHAW,82,111,890,1083,1,1084
BIHAR,CHAMPARAN WEST,SIKTA,163,0,620,783,0,783
BIHAR,CHAMPARAN WEST,THAKRAHA,205,0,556,761,0,761
BIHAR,CHAMPARAN WEST,YOGAPATTI,143,38,1267,1448,41,1489
BIHAR,CHATRA,CHATRA,1,0,9,10,0,10
BIHAR,CHATRA,HUNTERGANJ,4,0,39,43,0,43
BIHAR,CHATRA,PRATAP PUR,1,0,88,89,0,89
BIHAR,DARBHANGA,AUNAGAR,55,2,790,847,0,847
BIHAR,DARBHANGA,BAHADURPUR,72,13,699,784,0,784
BIHAR,DARBHANGA,BAHERI,150,1,1530,1681,0,1681
BIHAR,DARBHANGA,BENIPUR,52,2,670,724,0,724
BIHAR,DARBHANGA,BIRAUL,133,6,860,999,0,999
BIHAR,DARBHANGA,DARBHANGA,58,4,473,535,44,579
BIHAR,DARBHANGA,GHANSHYAMPUR,36,1,435,472,4,476
BIHAR,DARBHANGA,GORA BOURAM,64,3,451,518,0,518
BIHAR,DARBHANGA,HAYAGHAT,128,4,523,655,0,655
BIHAR,DARBHANGA,JALE,82,1,718,801,0,801
BIHAR,DARBHANGA,KEOTI(RANWAY),91,0,938,1029,0,1029
BIHAR,DARBHANGA,KIRATPUR,12,0,207,219,0,219
BIHAR,DARBHANGA,KUSHESHWAR ASTHAN-EA,58,0,84,142,0,142
BIHAR,DARBHANGA,KVSHESHWAR ASTHAN,77,0,252,329,0,329
BIHAR,DARBHANGA,MANIGACHHI,100,0,1032,1132,0,1132
BIHAR,DARBHANGA,SINGHWARA,104,14,851,969,0,969
BIHAR,DEOGHAR,DEOGHAR,0,0,1,1,0,1
BIHAR,DHANBAD,BAGHMARA,0,0,0,0,1,1
BIHAR,DHANBAD,TOPCHACHI,0,1,3,4,0,4
BIHAR,GAYA,AMAS,13,3,145,161,1,162
BIHAR,GAYA,ATARI,50,17,828,895,2,897
BIHAR,GAYA,BANROYBAZAR,66,1,359,426,0,426
BIHAR,GAYA,BARACHATTI,17,0,172,189,0,189
BIHAR,GAYA,BELAGANJ,168,0,2022,2190,1,2191
BIHAR,GAYA,BODHGAYA,327,2,2189,2518,49,2567
BIHAR,GAYA,DOBBI,70,6,247,323,29,352
BIHAR,GAYA,DUMARIA,79,0,204,283,21,304
BIHAR,GAYA,FETHPUR,133,4,630,767,3,770
BIHAR,GAYA,GARARU,90,50,1058,1198,61,1259
BIHAR,GAYA,GAYA SADAR,136,0,859,995,47,1042
BIHAR,GAYA,GURUA,147,2,942,1091,8,1099
BIHAR,GAYA,IMAMGANJ,76,14,428,518,39,557
BIHAR,GAYA,KHIZIRSORAI,230,27,2593,2850,5,2855
BIHAR,GAYA,KONCH,132,30,1558,1720,120,1840
BIHAR,GAYA,MANPUR,95,0,577,672,0,672
BIHAR,GAYA,MOHANPUR,50,3,170,223,14,237
BIHAR,GAYA,NIMCHAK BATHANI,60,0,852,912,56,968
BIHAR,GAYA,PARAIYA,49,0,612,661,51,712
BIHAR,GAYA,SHERGHATI,109,0,968,1077,42,1119
BIHAR,GAYA,TANKUPPA,95,0,575,670,58,728
BIHAR,GAYA,TEKARI,145,23,2281,2449,44,2493
BIHAR,GAYA,WAZGANJ,137,0,1120,1257,1,1258
BIHAR,GIRIDIH,BIRNI,2,0,0,2,0,2
BIHAR,GIRIDIH,GANDEY,0,0,0,0,2,2
BIHAR,GIRIDIH,GAWAN,12,0,298,310,8,318
BIHAR,GIRIDIH,TISRI,0,0,47,47,0,47
BIHAR,GODDA,BOARIJORE,0,5,1,6,0,6
BIHAR,GODDA,GODDA,5,8,195,208,1,209
BIHAR,GODDA,MAHAGAMA,15,4,66,85,0,85
BIHAR,GODDA,PATHARGAMA,66,10,208,284,30,314
BIHAR,GOPALGANJ,BAIKUNTHPUR,101,6,1630,1737,1,1738
BIHAR,GOPALGANJ,BARAULI,109,5,1357,1471,32,1503
BIHAR,GOPALGANJ,BHOREY,176,5,1507,1688,42,1730
BIHAR,GOPALGANJ,BIJAIPUR,207,8,945,1160,0,1160
BIHAR,GOPALGANJ,GOPALGANJ,103,3,1434,1540,15,1555
BIHAR,GOPALGANJ,HATHUA,141,1,671,813,3,816
BIHAR,GOPALGANJ,KATAIYA,56,1,653,710,377,1087
BIHAR,GOPALGANJ,KUCHAIKOTE,135,47,1397,1579,0,1579
BIHAR,GOPALGANJ,MANJHA,69,3,1139,1211,50,1261
BIHAR,GOPALGANJ,PHULWARIYA,113,85,754,952,0,952
BIHAR,GOPALGANJ,PUNCHDEORI,52,3,505,560,26,586
BIHAR,GOPALGANJ,SIDHWALIA,53,7,870,930,152,1082
BIHAR,GOPALGANJ,THAWE,54,1,652,707,0,707
BIHAR,GOPALGANJ,UCHKAGAON,132,0,1196,1328,96,1424
BIHAR,HAZARIBAG,ICHAK,0,0,0,0,3,3
BIHAR,JAMUI,ALIGANJ,59,3,396,458,0,458
BIHAR,JAMUI,BARHAT,1,0,60,61,0,61
BIHAR,JAMUI,GIDHOUR,17,0,232,249,0,249
BIHAR,JAMUI,JAMUI,55,6,1233,1294,2,1296
BIHAR,JAMUI,JHAJHA,12,0,101,113,12,125
BIHAR,JAMUI,KHAIRA,43,28,427,498,0,498
BIHAR,JAMUI,SIKANDRA,33,26,157,216,0,216
BIHAR,JAMUI,SONO,18,0,232,250,0,250
BIHAR,JEHANABAD,ARWAL,190,0,566,756,54,810
BIHAR,JEHANABAD,BANSI SURUJPUR,141,0,1016,1157,0,1157
BIHAR,JEHANABAD,GHOSI,203,68,3218,3489,1,3490
BIHAR,JEHANABAD,JEHANABAD,168,10,1933,2111,0,2111
BIHAR,JEHANABAD,KAKU,343,27,1727,2097,0,2097
BIHAR,JEHANABAD,KALEV,49,0,272,321,0,321
BIHAR,JEHANABAD,KARPI,275,8,1898,2181,18,2199
BIHAR,JEHANABAD,KURTHA,75,13,1465,1553,0,1553
BIHAR,JEHANABAD,MAKHDOMPUR,314,29,2368,2711,0,2711
BIHAR,JEHANABAD,RATNI FARIDPUR,107,0,1269,1376,0,1376
BIHAR,KATIHAR,AMDABAET,30,72,950,1052,0,1052
BIHAR,KATIHAR,AZAMNAGAR,85,209,3371,3665,5,3670
BIHAR,KATIHAR,BALRAMPUR,82,99,1544,1725,0,1725
BIHAR,KATIHAR,BANPUR,75,212,949,1236,27,1263
BIHAR,KATIHAR,BARARI,67,131,1973,2171,0,2171
BIHAR,KATIHAR,BARSOI,100,44,2597,2741,0,2741
BIHAR,KATIHAR,DANDKHORA,44,115,795,954,0,954
BIHAR,KATIHAR,FALKA,42,74,725,841,0,841
BIHAR,KATIHAR,HASANGANJ,29,118,550,697,1,698
BIHAR,KATIHAR,KADWA,73,58,2819,2950,0,2950
BIHAR,KATIHAR,KATIHAR,9,54,657,720,3,723
BIHAR,KATIHAR,KORHA,103,190,2398,2691,108,2799
BIHAR,KATIHAR,KURSELA,24,5,452,481,0,481
BIHAR,KATIHAR,MANIHARI,63,206,936,1205,195,1400
BIHAR,KATIHAR,MANSHAHI,25,72,433,530,0,530
BIHAR,KATIHAR,SAMELI,15,24,481,520,0,520
BIHAR,KHAGARIA,ALAULI,241,5,1691,1937,0,1937
BIHAR,KHAGARIA,BELDAUR,160,1,1380,1541,0,1541
BIHAR,KHAGARIA,CHAUTHAM,131,2,1685,1818,0,1818
BIHAR,KHAGARIA,GOGRI,51,1,1321,1373,0,1373
BIHAR,KHAGARIA,KHAGARIA,58,3,1833,1894,4,1898
BIHAR,KHAGARIA,MANSI,29,0,620,649,0,649
BIHAR,KHAGARIA,PARBATTA,37,6,1449,1492,0,1492
BIHAR,KISHANGANJ,BAHADURGANJ,99,13,1141,1253,1,1254
BIHAR,KISHANGANJ,DHIGHATBANK,157,72,765,994,0,994
BIHAR,KISHANGANJ,KISHANGANJ,182,58,1217,1457,0,1457
BIHAR,KISHANGANJ,KOCHADHAMIN,258,33,1492,1783,0,1783
BIHAR,KISHANGANJ,POTHIA,51,98,704,853,0,853
BIHAR,KISHANGANJ,TERHAGACHH,142,6,1065,1213,0,1213
BIHAR,KISHANGANJ,THAKURGANJ,130,65,1198,1393,0,1393
BIHAR,KODARMA,SATGAWAN,4,0,210,214,0,214
BIHAR,LAKHISARAI,BARAHIYA,35,6,629,670,0,670
BIHAR,LAKHISARAI,HALSI,94,1,943,1038,0,1038
BIHAR,LAKHISARAI,LOKHISARAI,104,3,1698,1805,0,1805
BIHAR,LAKHISARAI,PIPARIA,12,0,108,120,0,120
BIHAR,LAKHISARAI,SURAJGARA,51,0,752,803,0,803
BIHAR,MADHEPURA,ALAMNAGAR,146,1,1198,1345,0,1345
BIHAR,MADHEPURA,BIHARIGANJ,35,7,476,518,0,518
BIHAR,MADHEPURA,CHAUSA,382,2,1306,1690,0,1690
BIHAR,MADHEPURA,GAWALPARA,58,13,783,854,0,854
BIHAR,MADHEPURA,KUMAR KHAND,580,104,1719,2403,0,2403
BIHAR,MADHEPURA,MADHEPURA,396,3,1812,2211,1,2212
BIHAR,MADHEPURA,MURLIGANJ,174,52,1528,1754,0,1754
BIHAR,MADHEPURA,PURAINI,42,12,677,731,0,731
BIHAR,MADHEPURA,SHANKERPUR,109,3,436,548,0,548
BIHAR,MADHEPURA,SINGHESWAR,153,1,839,993,1,994
BIHAR,MADHEPURA,UDA KISHANGANJ,139,5,981,1125,0,1125
BIHAR,MADHUBANI,ANDHARADATHI,60,0,221,281,0,281
BIHAR,MADHUBANI,BABUBARHI,61,36,471,568,0,568
BIHAR,MADHUBANI,BASOPATTI,274,1,594,869,0,869
BIHAR,MADHUBANI,BENIPATTI,142,1,628,771,0,771
BIHAR,MADHUBANI,BISFI,110,9,725,844,0,844
BIHAR,MADHUBANI,GHOGARDIHA,3,0,375,378,0,378
BIHAR,MADHUBANI,HARLAKHI,63,0,249,312,0,312
BIHAR,MADHUBANI,JAITYAGAR,103,3,1060,1166,24,1190
BIHAR,MADHUBANI,JHANJHARPUR,111,0,524,635,0,635
