-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to the farmers holding size . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.3.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to The Farmers holding size for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.3.csv"
}
-----
State,District,Block,Marginal (0-1 ha),Small (1-2 ha),Medium (2-10 ha),Big ( > 10 ha),Total
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,0,3,6,0,9
ANDHRA PRADESH,WEST GODAVARI,PENTAPADU,2,0,1,0,3
ANDHRA PRADESH,WEST GODAVARI,PENUGONDA,291,129,107,0,527
ANDHRA PRADESH,WEST GODAVARI,PENUMANTRA,153,64,24,2,243
ANDHRA PRADESH,WEST GODAVARI,PERAVALI,378,319,224,2,923
ANDHRA PRADESH,WEST GODAVARI,PODURU,352,34,8,0,394
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,107,200,130,2,439
ANDHRA PRADESH,WEST GODAVARI,T.NARASAPURAM,12,40,58,2,112
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,0,0,8,0,8
ANDHRA PRADESH,WEST GODAVARI,TANUKU,120,65,58,0,243
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,195,163,140,3,501
ANDHRA PRADESH,WEST GODAVARI,UNDRAJAVARAM,367,305,178,1,851
ANDHRA PRADESH,WEST GODAVARI,VEERAVASARAM,110,35,25,0,170
ANDHRA PRADESH,WEST GODAVARI,YELAMANCHILI,310,2,1,0,313
ASSAM,BARPETA,BAJALI,1,36,339,13,389
ASSAM,BARPETA,BARPETA,14,79,310,1,404
ASSAM,BARPETA,BHAWANIPUR,0,28,183,0,211
ASSAM,BARPETA,CHENGA,0,50,260,0,310
ASSAM,BARPETA,GOBARDHANA,13,68,208,0,289
ASSAM,BARPETA,JALAH,0,35,293,0,328
ASSAM,BARPETA,MANDIA,14,84,169,0,267
ASSAM,BARPETA,RUPSI,1,10,49,0,60
ASSAM,BONGAIGAON,BOITAMARI,0,31,135,2,168
ASSAM,BONGAIGAON,BOROBAZAR,0,31,161,0,192
ASSAM,BONGAIGAON,MANIKPUR,0,65,121,0,186
ASSAM,BONGAIGAON,SIDLI-CHIRANG,0,15,57,0,72
ASSAM,BONGAIGAON,SRIJANGRAM,0,36,172,0,208
ASSAM,CACHAR,SONAI,0,0,0,0,0
ASSAM,DARRANG,DALGAON SIALMARI,1,63,569,1,634
ASSAM,DARRANG,KALAIGAON,0,12,209,0,221
ASSAM,DARRANG,KHAIRABARI,0,24,105,3,132
ASSAM,DARRANG,MAZBAT,0,64,583,0,647
ASSAM,DARRANG,SIPAJHAR,9,73,129,1,212
ASSAM,DARRANG,UDALGURI,0,2,67,0,69
ASSAM,DHEMAJI,BORDOLONI,0,4,208,0,212
ASSAM,DHEMAJI,DHEMAJI,11,60,347,3,421
ASSAM,DHEMAJI,MURKONGSELLECK,0,1,75,0,76
ASSAM,DHUBRI,AGAMONI,11,113,475,6,605
ASSAM,DHUBRI,BILASIPARA,6,72,522,4,604
ASSAM,DHUBRI,CHAPAR SALKOCHA,0,53,63,0,116
ASSAM,DHUBRI,GAURIPUR,0,44,450,0,494
ASSAM,DHUBRI,GOLOKGANJ,1,30,63,0,94
ASSAM,DHUBRI,MANKACHAR,0,15,99,0,114
ASSAM,DHUBRI,SOUTH SALMARA,1,203,162,0,366
ASSAM,DIBRUGARH,BARBARUAH,1,24,117,0,142
ASSAM,DIBRUGARH,JOYPUR,6,24,151,0,181
ASSAM,DIBRUGARH,KHOWANG,0,0,246,0,246
ASSAM,DIBRUGARH,LAHOWAL,0,5,199,0,204
ASSAM,DIBRUGARH,PANITOLA,2,34,220,0,256
ASSAM,DIBRUGARH,TENGAKHAT,10,41,116,0,167
ASSAM,GOALPARA,BALIJANA,0,2,70,0,72
ASSAM,GOALPARA,DUDHNOI,0,7,19,1,27
ASSAM,GOALPARA,LAKHIPUR,0,2,133,0,135
ASSAM,GOALPARA,MATIA,0,20,97,0,117
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,0,14,12,0,26
ASSAM,GOLAGHAT,GOLAGHAT EAST,0,2,29,1,32
ASSAM,GOLAGHAT,GOLAGHAT NORTH,0,11,99,0,110
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,5,38,77,0,120
ASSAM,GOLAGHAT,GOLAGHAT WEST,1,6,154,2,163
ASSAM,GOLAGHAT,GOMARIGURI,0,3,1,0,4
ASSAM,HAILAKANDI,HAILAKANDI,0,0,0,0,0
ASSAM,HAILAKANDI,LALA,0,0,0,0,0
ASSAM,JORHAT,JORHAT,0,8,15,0,23
ASSAM,JORHAT,JORHAT CENTRAL,0,6,82,0,88
ASSAM,JORHAT,JORHAT EAST,0,29,124,0,153
ASSAM,JORHAT,MAJULI,0,266,436,0,702
ASSAM,JORHAT,NORTH WEST JORHAT,0,14,114,0,128
ASSAM,JORHAT,TITABOR,0,0,4,0,4
ASSAM,KAMRUP,BOKO BANGAON,0,7,16,1,24
ASSAM,KAMRUP,CHAMARIA,0,24,22,0,46
ASSAM,KAMRUP,CHHAYGAON,0,3,13,1,17
ASSAM,KAMRUP,DIMORIA,1,10,21,0,32
ASSAM,KAMRUP,HAJO,2,34,148,1,185
ASSAM,KAMRUP,KAMALPUR,29,36,76,0,141
ASSAM,KAMRUP,KARARA,33,55,195,1,284
ASSAM,KAMRUP,RAMPUR,0,1,58,2,61
ASSAM,KAMRUP,RANGIA,0,35,237,0,272
ASSAM,KAMRUP,RANI,0,21,65,0,86
ASSAM,KARBI ANGLONG,AMRI,0,0,1,0,1
ASSAM,KARBI ANGLONG,BOKAJAN,0,0,0,0,0
ASSAM,KARBI ANGLONG,HOWRAGHAT,0,1,1,0,2
ASSAM,KARBI ANGLONG,LUMBAJONG,0,0,0,0,0
ASSAM,KARBI ANGLONG,RONGKHONG,0,0,51,1,52
ASSAM,KARBI ANGLONG,SAMILONGSO,0,0,0,0,0
ASSAM,KARIMGANJ,BADARPUR,0,0,0,0,0
ASSAM,KARIMGANJ,NORTH KARIMGANJ,0,0,0,0,0
ASSAM,KARIMGANJ,PATHARKANDI,0,0,0,0,0
ASSAM,KARIMGANJ,RAMKRISHNA NAGAR,0,0,0,0,0
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,0,0,0,0,0
ASSAM,KOKRAJHAR,DOTOMA,1,4,244,0,249
ASSAM,KOKRAJHAR,GOSSAIGAON,0,3,59,0,62
ASSAM,KOKRAJHAR,KACHUGAON,15,26,240,0,281
ASSAM,KOKRAJHAR,KOKRAJHAR,7,56,50,0,113
ASSAM,KOKRAJHAR,SIDLI CHIRANG (PART),2,9,41,1,53
ASSAM,LAKHIMPUR,BIHPURIA,0,29,267,1,297
ASSAM,LAKHIMPUR,BORDALANI,0,0,50,1,51
ASSAM,LAKHIMPUR,DHAKUAKHANA,0,1,147,0,148
ASSAM,LAKHIMPUR,LAKHIMPUR,0,0,165,0,165
ASSAM,LAKHIMPUR,NARAYANPUR,0,10,161,0,171
ASSAM,LAKHIMPUR,NOWBOICHA,3,19,158,0,180
ASSAM,MARIGAON,BHURBANDHA,2,6,257,0,265
ASSAM,MARIGAON,KAPILI,0,0,10,0,10
ASSAM,MARIGAON,LAHARIGHAT,0,19,383,0,402
ASSAM,MARIGAON,MAYONG,0,7,533,0,540
ASSAM,NAGAON,BATADRAVA,0,14,204,0,218
ASSAM,NAGAON,JUGIJAN,0,1,302,0,303
ASSAM,NAGAON,JURIA,0,1,118,0,119
ASSAM,NAGAON,KALIABOR,0,46,387,1,434
ASSAM,NAGAON,KAPILI,0,1,9,0,10
ASSAM,NAGAON,KAPILI PT.I,0,67,197,0,264
ASSAM,NAGAON,KATHIATOLI,0,12,958,1,971
ASSAM,NAGAON,KHAGARIJAN,0,7,145,2,154
ASSAM,NAGAON,LANKA,1,13,354,1,369
ASSAM,NAGAON,LAOKHOWA,0,8,128,0,136
ASSAM,NAGAON,RUPAHI,0,10,125,0,135
ASSAM,NALBARI,BARIGOG BANBHAG,0,12,88,0,100
ASSAM,NALBARI,BARKHETRI,0,36,131,8,175
ASSAM,NALBARI,BASKA,1,1,238,5,245
ASSAM,NALBARI,PASCHIM NALBARI,0,23,143,0,166
ASSAM,NALBARI,PUB NALBARI,1,113,138,0,252
ASSAM,NALBARI,TAMULPUR,0,30,138,0,168
ASSAM,NALBARI,TIHU BARAMA,0,19,144,0,163
ASSAM,SIBSAGAR,AMGURI,0,2,106,0,108
ASSAM,SIBSAGAR,DEMOW,0,0,264,0,264
ASSAM,SIBSAGAR,NAZIRA,0,0,102,0,102
ASSAM,SIBSAGAR,SAPEKHATI,11,29,7,0,47
ASSAM,SIBSAGAR,SONARI,6,55,205,0,266
ASSAM,SONITPUR,BALIPARA,0,17,508,0,525
ASSAM,SONITPUR,BEHALI,11,42,91,1,145
ASSAM,SONITPUR,BISWANATH,0,3,38,0,41
ASSAM,SONITPUR,CHAIDUAR,26,84,562,2,674
ASSAM,SONITPUR,DHEKIAJULI,0,36,459,0,495
ASSAM,SONITPUR,GABHORU,0,2,407,0,409
ASSAM,SONITPUR,NADUAR,0,103,291,0,394
ASSAM,TINSUKIA,HAPJAN,53,206,182,1,442
ASSAM,TINSUKIA,KAKOPATHAR,174,150,328,0,652
ASSAM,TINSUKIA,MARGHERITA,3,58,31,0,92
ASSAM,TINSUKIA,SADIYA,10,44,105,1,160
BIHAR,ARARIA,ARARIA,952,473,234,13,1672
BIHAR,ARARIA,BHARGAMA,673,372,155,6,1206
BIHAR,ARARIA,FORBESGANJ,2598,329,14,1,2942
BIHAR,ARARIA,JOKIHAT,662,404,423,14,1503
BIHAR,ARARIA,KURSAKATTA,502,441,78,0,1021
BIHAR,ARARIA,NARPAIGANJ,231,476,209,1,917
BIHAR,ARARIA,PALASI,977,645,204,87,1913
BIHAR,ARARIA,RANIGANJ,166,305,238,9,718
BIHAR,ARARIA,SIKTI,685,279,128,17,1109
BIHAR,AURANGABAD,AURANGABAD,127,162,343,17,649
BIHAR,AURANGABAD,BARUN,394,374,268,31,1067
BIHAR,AURANGABAD,DAUDNAGAR,126,116,78,3,323
BIHAR,AURANGABAD,DEO,102,173,172,13,460
BIHAR,AURANGABAD,GOH,505,328,356,7,1196
BIHAR,AURANGABAD,HASPURA,541,218,167,8,934
BIHAR,AURANGABAD,KUTUMBA,290,250,215,38,793
BIHAR,AURANGABAD,MADANPUR,219,198,161,64,642
BIHAR,AURANGABAD,NABINAGAR,59,125,289,38,511
BIHAR,AURANGABAD,OBRA,201,206,304,8,719
BIHAR,AURANGABAD,RAFIGANJ,230,566,576,65,1437
BIHAR,BANKA,AMARPUR,370,522,332,52,1276
BIHAR,BANKA,BANKA,67,84,55,21,227
BIHAR,BANKA,BARAHAT,294,60,83,1,438
BIHAR,BANKA,BELHAR,247,85,70,1,403
BIHAR,BANKA,DHURAIYA,333,440,454,1,1228
BIHAR,BANKA,KATORIA,10,3,0,0,13
BIHAR,BANKA,PHULLIDUMAR,219,85,17,8,329
BIHAR,BANKA,RAJAN,463,310,234,5,1012
BIHAR,BANKA,SAMBHUGANJ,534,247,206,9,996
BIHAR,BEGUSARAI,BACHHAWARA,547,858,583,69,2057
BIHAR,BEGUSARAI,BAKHARI,270,196,62,23,551
BIHAR,BEGUSARAI,BALIA,568,340,450,19,1377
BIHAR,BEGUSARAI,BARAUNI,774,447,189,10,1420
BIHAR,BEGUSARAI,BEGUSARAI,1574,472,305,19,2370
BIHAR,BEGUSARAI,BHAGAWANPUR,880,525,239,22,1666
BIHAR,BEGUSARAI,BIRPUR,671,107,11,6,795
BIHAR,BEGUSARAI,CHERIA BARIARPUR,754,500,111,65,1430
BIHAR,BEGUSARAI,CHHAURAHI,528,345,439,39,1351
BIHAR,BEGUSARAI,DANDARI,593,244,243,14,1094
BIHAR,BEGUSARAI,GARHPURA,465,250,122,30,867
BIHAR,BEGUSARAI,KHUDABANDPUR,412,197,105,1,715
BIHAR,BEGUSARAI,MANSURCHAK,152,205,10,2,369
BIHAR,BEGUSARAI,MATIHANI,714,786,120,0,1620
BIHAR,BEGUSARAI,NAOKHOTHI,576,432,218,0,1226
BIHAR,BEGUSARAI,SAHEBPUR KAMAL,628,176,76,6,886
BIHAR,BEGUSARAI,TEGHRA,839,400,107,4,1350
BIHAR,BHABUA,BHABUA,373,422,481,44,1320
BIHAR,BHABUA,BHAGWANPUR,75,52,89,2,218
BIHAR,BHABUA,CHAINPUR,210,296,288,19,813
BIHAR,BHABUA,CHAND,79,181,152,53,465
BIHAR,BHABUA,DURGAWATI,290,622,563,10,1485
BIHAR,BHABUA,KUDRA,456,586,639,40,1721
BIHAR,BHABUA,MOHANIA,491,673,1127,51,2342
BIHAR,BHABUA,NUAWN,160,263,673,81,1177
BIHAR,BHABUA,RAMGAR,202,467,841,38,1548
BIHAR,BHABUA,RAMPUR,23,14,52,2,91
BIHAR,BHAGALPUR,BIHPUR,483,118,194,51,846
BIHAR,BHAGALPUR,GAURIDIH,157,19,25,8,209
BIHAR,BHAGALPUR,GOPALPUR,281,343,59,9,692
BIHAR,BHAGALPUR,ISMAILPUR,102,179,36,6,323
BIHAR,BHAGALPUR,JAGDISHPUR,22,23,10,1,56
BIHAR,BHAGALPUR,KAHALGAON,203,132,208,9,552
BIHAR,BHAGALPUR,KHARIK,680,250,140,34,1104
BIHAR,BHAGALPUR,NARAINPUR,279,40,55,1,375
BIHAR,BHAGALPUR,NATHNAGAR,259,254,169,0,682
BIHAR,BHAGALPUR,NAUGACHHIA,373,250,354,9,986
BIHAR,BHAGALPUR,PIRPAINTI,214,304,567,76,1161
BIHAR,BHAGALPUR,RANGRACHOWK,270,220,9,0,499
BIHAR,BHAGALPUR,SABOUR,183,60,36,0,279
BIHAR,BHAGALPUR,SHAHKUND,554,384,358,34,1330
BIHAR,BHAGALPUR,SONHAULLA,186,229,190,2,607
BIHAR,BHAGALPUR,SULTANGANJ,276,297,318,2,893
BIHAR,BHOJPUR,AGIAON,171,173,105,18,467
BIHAR,BHOJPUR,ARRAHSADAR,418,471,412,12,1313
BIHAR,BHOJPUR,BARBARA,497,327,68,2,894
BIHAR,BHOJPUR,BEHIA,417,565,368,28,1378
BIHAR,BHOJPUR,CHARPOKHARI,232,240,231,17,720
BIHAR,BHOJPUR,GARHANI,85,252,239,29,605
BIHAR,BHOJPUR,JAGDISHPUR,946,1019,790,65,2820
BIHAR,BHOJPUR,KOILWAR,578,431,335,53,1397
BIHAR,BHOJPUR,PIRO,288,467,501,25,1281
BIHAR,BHOJPUR,SAHAR,90,91,118,4,303
BIHAR,BHOJPUR,SAHPUR,251,228,149,13,641
BIHAR,BHOJPUR,SANDISH,351,569,233,2,1155
BIHAR,BHOJPUR,TARARI,416,226,212,14,868
BIHAR,BHOJPUR,UDWABTNAGAR,300,359,207,22,888
BIHAR,BUXAR,BRAHAMPUR,450,85,15,28,578
BIHAR,BUXAR,BUXAR,437,412,355,29,1233
BIHAR,BUXAR,CHANGAIN,45,117,401,1,564
BIHAR,BUXAR,CHARKKI,77,113,5,0,195
BIHAR,BUXAR,CHAUSA,98,224,429,29,780
BIHAR,BUXAR,DUMRAIN,198,401,411,101,1111
BIHAR,BUXAR,ITARHI,601,845,1280,89,2815
BIHAR,BUXAR,KESATH,53,96,66,3,218
BIHAR,BUXAR,NAWANAGAR,483,536,504,65,1588
BIHAR,BUXAR,RAJPUR,514,829,1161,120,2624
BIHAR,BUXAR,SIMRI,452,546,261,6,1265
BIHAR,CHAMPARAN EAST,ADAPUR,458,207,127,24,816
BIHAR,CHAMPARAN EAST,ARERAJ,344,244,179,5,772
BIHAR,CHAMPARAN EAST,BANJARIA,371,201,96,24,692
BIHAR,CHAMPARAN EAST,CHAKIYA,457,594,675,40,1766
BIHAR,CHAMPARAN EAST,CHAURADANO,239,270,477,34,1020
BIHAR,CHAMPARAN EAST,CHIRAIYA,608,241,310,6,1165
BIHAR,CHAMPARAN EAST,DHAKA,276,308,321,16,921
BIHAR,CHAMPARAN EAST,FENHARA,284,365,274,5,928
BIHAR,CHAMPARAN EAST,GHORASAHAN,488,484,292,43,1307
BIHAR,CHAMPARAN EAST,HARSIDHI,854,688,489,63,2094
BIHAR,CHAMPARAN EAST,KALYANPUR,421,774,421,15,1631
BIHAR,CHAMPARAN EAST,KESARIA,345,609,406,31,1391
BIHAR,CHAMPARAN EAST,KOTWA,266,541,115,6,928
BIHAR,CHAMPARAN EAST,MADHUBAN,529,375,239,10,1153
BIHAR,CHAMPARAN EAST,MEHSHI,656,547,320,35,1558
BIHAR,CHAMPARAN EAST,MOTIHARI,835,647,471,26,1979
BIHAR,CHAMPARAN EAST,PAHARPUR,725,310,188,5,1228
BIHAR,CHAMPARAN EAST,PAKARIDAYAL,810,661,272,11,1754
BIHAR,CHAMPARAN EAST,PATAHI,304,329,543,13,1189
BIHAR,CHAMPARAN EAST,PIPRAKOTHI,277,270,311,26,884
BIHAR,CHAMPARAN EAST,RAMGARHWA,510,85,25,6,626
BIHAR,CHAMPARAN EAST,RAXAUL,313,139,217,9,678
BIHAR,CHAMPARAN EAST,SANGRAMPUR,181,277,175,5,638
BIHAR,CHAMPARAN EAST,SUGAULI,894,563,258,5,1720
BIHAR,CHAMPARAN EAST,TETARIA,254,353,167,7,781
BIHAR,CHAMPARAN EAST,TURKAULIA,594,304,81,5,984
BIHAR,CHAMPARAN WEST,BAGAHA,380,338,259,39,1016
BIHAR,CHAMPARAN WEST,BAIRIA,1004,426,194,6,1630
BIHAR,CHAMPARAN WEST,BETTIAN,599,163,138,0,900
BIHAR,CHAMPARAN WEST,BHITAHA,496,213,107,4,820
BIHAR,CHAMPARAN WEST,CHANPATIYA,794,231,224,107,1356
BIHAR,CHAMPARAN WEST,GAUNAHA,107,151,74,25,357
BIHAR,CHAMPARAN WEST,LAURIYA,507,484,510,36,1537
BIHAR,CHAMPARAN WEST,MADHUBANI,481,278,123,59,941
BIHAR,CHAMPARAN WEST,MAINATANR,232,305,403,93,1033
BIHAR,CHAMPARAN WEST,MAJHAWALIA,754,1288,906,26,2974
BIHAR,CHAMPARAN WEST,NARKATIYAGANJ,474,426,265,41,1206
BIHAR,CHAMPARAN WEST,NAUTAN,287,490,725,29,1531
BIHAR,CHAMPARAN WEST,PIPRASI,57,200,72,28,357
BIHAR,CHAMPARAN WEST,RAMNAGAR,474,471,306,125,1376
BIHAR,CHAMPARAN WEST,SIDHAW,486,321,175,101,1083
BIHAR,CHAMPARAN WEST,SIKTA,759,10,11,3,783
BIHAR,CHAMPARAN WEST,THAKRAHA,708,0,52,1,761
BIHAR,CHAMPARAN WEST,YOGAPATTI,606,540,226,76,1448
BIHAR,CHATRA,CHATRA,4,6,0,0,10
BIHAR,CHATRA,HUNTERGANJ,14,14,15,0,43
BIHAR,CHATRA,PRATAP PUR,9,45,33,2,89
BIHAR,DARBHANGA,AUNAGAR,428,295,100,24,847
BIHAR,DARBHANGA,BAHADURPUR,183,200,399,2,784
BIHAR,DARBHANGA,BAHERI,777,690,157,57,1681
BIHAR,DARBHANGA,BENIPUR,202,301,201,20,724
BIHAR,DARBHANGA,BIRAUL,407,447,123,22,999
BIHAR,DARBHANGA,DARBHANGA,108,162,245,20,535
BIHAR,DARBHANGA,GHANSHYAMPUR,136,288,39,9,472
BIHAR,DARBHANGA,GORA BOURAM,437,69,12,0,518
BIHAR,DARBHANGA,HAYAGHAT,457,111,84,3,655
BIHAR,DARBHANGA,JALE,467,238,78,18,801
BIHAR,DARBHANGA,KEOTI(RANWAY),424,453,143,9,1029
BIHAR,DARBHANGA,KIRATPUR,15,57,129,18,219
BIHAR,DARBHANGA,KUSHESHWAR ASTHAN-EA,89,40,8,5,142
BIHAR,DARBHANGA,KVSHESHWAR ASTHAN,121,127,74,7,329
BIHAR,DARBHANGA,MANIGACHHI,250,516,364,2,1132
BIHAR,DARBHANGA,SINGHWARA,729,192,44,4,969
BIHAR,DEOGHAR,DEOGHAR,0,1,0,0,1
BIHAR,DHANBAD,BAGHMARA,0,0,0,0,0
BIHAR,DHANBAD,TOPCHACHI,4,0,0,0,4
BIHAR,GAYA,AMAS,43,62,47,9,161
BIHAR,GAYA,ATARI,190,333,360,12,895
BIHAR,GAYA,BANROYBAZAR,75,300,40,11,426
BIHAR,GAYA,BARACHATTI,125,52,11,1,189
BIHAR,GAYA,BELAGANJ,854,753,560,23,2190
BIHAR,GAYA,BODHGAYA,863,1020,625,10,2518
BIHAR,GAYA,DOBBI,51,124,131,17,323
BIHAR,GAYA,DUMARIA,129,92,56,6,283
BIHAR,GAYA,FETHPUR,261,380,116,10,767
BIHAR,GAYA,GARARU,275,483,402,38,1198
BIHAR,GAYA,GAYA SADAR,496,312,175,12,995
BIHAR,GAYA,GURUA,303,424,339,25,1091
BIHAR,GAYA,IMAMGANJ,134,256,123,5,518
BIHAR,GAYA,KHIZIRSORAI,1072,1105,578,95,2850
BIHAR,GAYA,KONCH,352,805,516,47,1720
BIHAR,GAYA,MANPUR,227,274,171,0,672
BIHAR,GAYA,MOHANPUR,57,86,71,9,223
BIHAR,GAYA,NIMCHAK BATHANI,332,381,183,16,912
BIHAR,GAYA,PARAIYA,120,222,317,2,661
BIHAR,GAYA,SHERGHATI,402,518,154,3,1077
BIHAR,GAYA,TANKUPPA,376,257,32,5,670
BIHAR,GAYA,TEKARI,682,835,920,12,2449
BIHAR,GAYA,WAZGANJ,297,535,419,6,1257
BIHAR,GIRIDIH,BIRNI,2,0,0,0,2
BIHAR,GIRIDIH,GANDEY,0,0,0,0,0
BIHAR,GIRIDIH,GAWAN,119,149,27,15,310
BIHAR,GIRIDIH,TISRI,4,15,28,0,47
BIHAR,GODDA,BOARIJORE,1,1,3,1,6
BIHAR,GODDA,GODDA,87,91,26,4,208
BIHAR,GODDA,MAHAGAMA,49,31,5,0,85
BIHAR,GODDA,PATHARGAMA,105,105,53,21,284
BIHAR,GOPALGANJ,BAIKUNTHPUR,446,575,716,0,1737
BIHAR,GOPALGANJ,BARAULI,477,548,429,17,1471
BIHAR,GOPALGANJ,BHOREY,730,577,362,19,1688
BIHAR,GOPALGANJ,BIJAIPUR,737,324,54,45,1160
BIHAR,GOPALGANJ,GOPALGANJ,554,545,346,95,1540
BIHAR,GOPALGANJ,HATHUA,785,25,1,2,813
BIHAR,GOPALGANJ,KATAIYA,365,240,93,12,710
BIHAR,GOPALGANJ,KUCHAIKOTE,431,696,304,148,1579
BIHAR,GOPALGANJ,MANJHA,756,309,135,11,1211
BIHAR,GOPALGANJ,PHULWARIYA,453,414,83,2,952
BIHAR,GOPALGANJ,PUNCHDEORI,237,217,89,17,560
BIHAR,GOPALGANJ,SIDHWALIA,287,351,274,18,930
BIHAR,GOPALGANJ,THAWE,145,348,189,25,707
BIHAR,GOPALGANJ,UCHKAGAON,432,655,207,34,1328
BIHAR,HAZARIBAG,ICHAK,0,0,0,0,0
BIHAR,JAMUI,ALIGANJ,145,297,16,0,458
BIHAR,JAMUI,BARHAT,38,15,3,5,61
BIHAR,JAMUI,GIDHOUR,87,118,35,9,249
BIHAR,JAMUI,JAMUI,609,490,190,5,1294
BIHAR,JAMUI,JHAJHA,75,27,9,2,113
BIHAR,JAMUI,KHAIRA,179,155,104,60,498
BIHAR,JAMUI,SIKANDRA,126,43,47,0,216
BIHAR,JAMUI,SONO,36,174,33,7,250
BIHAR,JEHANABAD,ARWAL,686,37,33,0,756
BIHAR,JEHANABAD,BANSI SURUJPUR,411,414,305,27,1157
BIHAR,JEHANABAD,GHOSI,1207,1152,1009,121,3489
BIHAR,JEHANABAD,JEHANABAD,994,819,285,13,2111
BIHAR,JEHANABAD,KAKU,1026,714,349,8,2097
BIHAR,JEHANABAD,KALEV,114,128,60,19,321
BIHAR,JEHANABAD,KARPI,875,863,436,7,2181
BIHAR,JEHANABAD,KURTHA,159,565,825,4,1553
BIHAR,JEHANABAD,MAKHDOMPUR,893,1010,791,17,2711
BIHAR,JEHANABAD,RATNI FARIDPUR,375,523,466,12,1376
BIHAR,KATIHAR,AMDABAET,352,360,335,5,1052
BIHAR,KATIHAR,AZAMNAGAR,905,1331,1354,75,3665
BIHAR,KATIHAR,BALRAMPUR,364,629,608,124,1725
BIHAR,KATIHAR,BANPUR,648,493,83,12,1236
BIHAR,KATIHAR,BARARI,581,708,836,46,2171
BIHAR,KATIHAR,BARSOI,519,1181,912,129,2741
BIHAR,KATIHAR,DANDKHORA,317,363,238,36,954
BIHAR,KATIHAR,FALKA,428,178,205,30,841
BIHAR,KATIHAR,HASANGANJ,202,277,184,34,697
BIHAR,KATIHAR,KADWA,638,1213,920,179,2950
BIHAR,KATIHAR,KATIHAR,335,218,121,46,720
BIHAR,KATIHAR,KORHA,958,873,737,123,2691
BIHAR,KATIHAR,KURSELA,196,171,108,6,481
BIHAR,KATIHAR,MANIHARI,611,403,117,74,1205
BIHAR,KATIHAR,MANSHAHI,302,220,8,0,530
BIHAR,KATIHAR,SAMELI,200,177,138,5,520
BIHAR,KHAGARIA,ALAULI,684,702,471,80,1937
BIHAR,KHAGARIA,BELDAUR,924,371,90,156,1541
BIHAR,KHAGARIA,CHAUTHAM,823,551,388,56,1818
BIHAR,KHAGARIA,GOGRI,730,358,282,3,1373
BIHAR,KHAGARIA,KHAGARIA,1048,385,383,78,1894
BIHAR,KHAGARIA,MANSI,154,303,174,18,649
BIHAR,KHAGARIA,PARBATTA,795,433,224,40,1492
BIHAR,KISHANGANJ,BAHADURGANJ,706,443,20,84,1253
BIHAR,KISHANGANJ,DHIGHATBANK,768,211,13,2,994
BIHAR,KISHANGANJ,KISHANGANJ,1136,277,43,1,1457
BIHAR,KISHANGANJ,KOCHADHAMIN,1377,358,42,6,1783
BIHAR,KISHANGANJ,POTHIA,523,325,3,2,853
BIHAR,KISHANGANJ,TERHAGACHH,528,635,48,2,1213
BIHAR,KISHANGANJ,THAKURGANJ,732,480,178,3,1393
BIHAR,KODARMA,SATGAWAN,23,67,123,1,214
BIHAR,LAKHISARAI,BARAHIYA,454,151,55,10,670
BIHAR,LAKHISARAI,HALSI,396,350,209,83,1038
BIHAR,LAKHISARAI,LOKHISARAI,830,742,203,30,1805
BIHAR,LAKHISARAI,PIPARIA,44,71,5,0,120
BIHAR,LAKHISARAI,SURAJGARA,393,289,78,43,803
BIHAR,MADHEPURA,ALAMNAGAR,953,318,65,9,1345
BIHAR,MADHEPURA,BIHARIGANJ,252,149,69,48,518
BIHAR,MADHEPURA,CHAUSA,1028,487,128,47,1690
BIHAR,MADHEPURA,GAWALPARA,308,247,233,66,854
BIHAR,MADHEPURA,KUMAR KHAND,1807,462,111,23,2403
BIHAR,MADHEPURA,MADHEPURA,957,871,309,74,2211
BIHAR,MADHEPURA,MURLIGANJ,887,633,205,29,1754
BIHAR,MADHEPURA,PURAINI,167,305,247,12,731
BIHAR,MADHEPURA,SHANKERPUR,385,142,19,2,548
BIHAR,MADHEPURA,SINGHESWAR,437,364,192,0,993
BIHAR,MADHEPURA,UDA KISHANGANJ,488,377,166,94,1125
BIHAR,MADHUBANI,ANDHARADATHI,249,29,2,1,281
BIHAR,MADHUBANI,BABUBARHI,385,140,41,2,568
BIHAR,MADHUBANI,BASOPATTI,464,235,164,6,869
BIHAR,MADHUBANI,BENIPATTI,593,163,14,1,771
BIHAR,MADHUBANI,BISFI,457,274,98,15,844
BIHAR,MADHUBANI,GHOGARDIHA,335,40,3,0,378
BIHAR,MADHUBANI,HARLAKHI,194,86,29,3,312
BIHAR,MADHUBANI,JAITYAGAR,613,320,187,46,1166
BIHAR,MADHUBANI,JHANJHARPUR,430,161,41,3,635
