-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Deep Tubewells. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwldistr3.11.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Deep Tubewells", 
 "url": "http://data.gov.in/sites/default/files/dptbwldistr3.11.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total
ASSAM,SONITPUR,BORCHALA,60,37,23,0,0,60
ASSAM,SONITPUR,PUB-CHAIDUAR,30,0,0,0,30,30
ASSAM,TINSUKIA,GUIJAN,185,160,110,0,0,270
ASSAM,TINSUKIA,HAPJAN,30,30,20,0,0,50
ASSAM,TINSUKIA,KAKAPATHAR,196,136,62,0,0,198
ASSAM,TINSUKIA,MARGHERITA,106,60,46,0,0,106
ASSAM,TINSUKIA,SAIKHOWA,4012,3535,2011,148,0,5694
BIHAR,AURANGABAD,AURANGABAD,60,50,10,0,0,60
BIHAR,AURANGABAD,BARUN,398,340,264,22,21,646
BIHAR,AURANGABAD,DEO,30,18,18,0,0,35
BIHAR,AURANGABAD,GOH,438,404,168,5,0,577
BIHAR,AURANGABAD,HASPURA,40,49,65,0,0,114
BIHAR,AURANGABAD,KUTUMBA,112,84,51,0,11,146
BIHAR,AURANGABAD,OBRA,90,18,76,0,0,94
BIHAR,BANKA,BANKA,10,10,5,0,0,15
BIHAR,BANKA,DHORAIYA,120,73,73,25,25,196
BIHAR,BEGUSARAI,BACHHAWARA,375,120,267,0,30,417
BIHAR,BEGUSARAI,BAKHRI,630,175,495,25,5,700
BIHAR,BEGUSARAI,BALLIA,645,258,553,29,0,840
BIHAR,BEGUSARAI,BARAUNI,970,733,951,0,0,1684
BIHAR,BEGUSARAI,BEGUSARAI,1670,312,1419,57,66,1854
BIHAR,BEGUSARAI,BHAGWANPUR,740,356,603,170,189,1318
BIHAR,BEGUSARAI,BIRPUR,208,64,136,0,8,208
BIHAR,BEGUSARAI,CH.BARIYARPUR,1314,673,749,5,12,1439
BIHAR,BEGUSARAI,CHHAURAHI,1160,190,1040,150,5,1385
BIHAR,BEGUSARAI,DANDARI,430,130,310,25,20,485
BIHAR,BEGUSARAI,GADHPURA,920,353,751,109,0,1213
BIHAR,BEGUSARAI,KHODAWANDPUR,680,197,454,74,55,779
BIHAR,BEGUSARAI,MANSOORCHAK,330,95,260,0,0,355
BIHAR,BEGUSARAI,MATIHANI,820,165,640,15,97,917
BIHAR,BEGUSARAI,NAWAKOTHI,1105,345,760,0,0,1105
BIHAR,BEGUSARAI,S.KAMAL,430,90,400,0,0,490
BIHAR,BEGUSARAI,TEGHRA,780,275,575,0,0,850
BIHAR,BHAGALPUR,BIHPUR,991,278,460,303,0,1041
BIHAR,BHAGALPUR,GOPALPUR,468,30,424,14,0,468
BIHAR,BHAGALPUR,GOURADIH,1486,715,610,161,0,1486
BIHAR,BHAGALPUR,JAGDISHPUR,4,4,1,0,0,5
BIHAR,BHAGALPUR,KAHALGAON,20,9,13,0,0,22
BIHAR,BHAGALPUR,KHARIK,802,97,555,150,0,802
BIHAR,BHAGALPUR,NATHNAGAR,1053,902,226,0,0,1128
BIHAR,BHAGALPUR,NAVGACHHIA,788,240,582,0,0,822
BIHAR,BHAGALPUR,RANGRA CHOWK,120,30,90,0,0,120
BIHAR,BHAGALPUR,SABOUR,645,321,561,2,40,923
BIHAR,BHAGALPUR,SANHAULA,576,549,451,55,290,1345
BIHAR,BHAGALPUR,SULTANGANJ,878,575,426,0,4,1006
BIHAR,BHOJPUR,ARA,2730,1368,1365,2,0,2735
BIHAR,BHOJPUR,BEHEA,950,475,475,3,5,958
BIHAR,BHOJPUR,GARHANI,630,315,315,0,0,630
BIHAR,BHOJPUR,KOILWAR,2800,1402,1412,125,77,3016
BIHAR,BHOJPUR,SHAHPUR,210,135,135,0,0,270
BIHAR,BHOJPUR,UDWANTNAGAR,2757,1812,1840,115,0,3767
BIHAR,BUXAR,BRAHMPUR,1500,846,809,14,0,1668
BIHAR,BUXAR,BUXAR,4825,1943,4000,315,50,6308
BIHAR,BUXAR,CHOUGAI,120,80,20,20,10,130
BIHAR,BUXAR,CHOUSA,517,358,531,41,0,929
BIHAR,BUXAR,DUMRAON,2070,1110,1420,290,60,2880
BIHAR,BUXAR,ITARHI,9,7,7,0,0,14
BIHAR,BUXAR,SIMRI,878,431,331,104,13,879
BIHAR,DARBHANGA,ALINAGAR,240,240,240,0,0,480
BIHAR,DARBHANGA,BAHADURPUR,1738,972,1005,45,375,2397
BIHAR,DARBHANGA,BAHERI,680,360,390,70,0,820
BIHAR,DARBHANGA,BENIPUR,2508,1884,1991,0,270,4145
BIHAR,DARBHANGA,BIRAUL,920,425,455,0,240,1120
BIHAR,DARBHANGA,DARBHANGA,3446,1346,1399,0,1200,3945
BIHAR,DARBHANGA,GHANSHYAMPUR,200,180,180,0,0,360
BIHAR,DARBHANGA,HANUMAN NAGAR,640,240,240,0,240,720
BIHAR,DARBHANGA,HAYAGHAT,1997,746,771,0,720,2237
BIHAR,DARBHANGA,JALE,3800,1471,1606,34,1158,4269
BIHAR,DARBHANGA,KEOTI RUNWAY,2068,803,836,36,630,2305
BIHAR,DARBHANGA,KUSESHWAR ASTHAN,150,50,60,0,60,170
BIHAR,DARBHANGA,MANIGACHHI,1100,401,742,0,120,1263
BIHAR,DARBHANGA,SINGHWARA,4280,2000,2152,168,1342,5662
BIHAR,DARBHANGA,TARDIH,340,120,120,0,120,360
BIHAR,EAST CHAMPARAN,ADAPUR,2642,1307,1337,0,0,2644
BIHAR,EAST CHAMPARAN,AREARAJ,70,40,40,0,0,80
BIHAR,EAST CHAMPARAN,BANKATWA,265,150,125,0,65,340
BIHAR,EAST CHAMPARAN,CHAKIYA,1475,715,722,81,52,1569
BIHAR,EAST CHAMPARAN,DHAKA,620,308,313,0,30,651
BIHAR,EAST CHAMPARAN,GHORASAHAN,1069,389,421,242,81,1133
BIHAR,EAST CHAMPARAN,KALYANPUR,626,336,329,0,0,665
BIHAR,EAST CHAMPARAN,KESARIA,1349,479,653,0,399,1531
BIHAR,EAST CHAMPARAN,MEHSI,1142,453,846,0,100,1399
BIHAR,EAST CHAMPARAN,MOTIHARI,1421,985,1062,24,24,2095
BIHAR,EAST CHAMPARAN,PAHARPUR,60,30,60,30,10,130
BIHAR,EAST CHAMPARAN,PAKRIDYAL,2031,1370,970,50,30,2420
BIHAR,EAST CHAMPARAN,PATAHI,720,720,620,85,0,1425
BIHAR,EAST CHAMPARAN,PHENHARA,727,364,449,0,69,882
BIHAR,EAST CHAMPARAN,PIPRAKOTHI,1596,752,787,45,101,1685
BIHAR,EAST CHAMPARAN,RAMGARHWA,217,150,162,90,49,451
BIHAR,EAST CHAMPARAN,RAXAUL,320,174,186,0,0,360
BIHAR,EAST CHAMPARAN,SANGRAMPUR,682,1123,1097,0,33,2252
BIHAR,EAST CHAMPARAN,TETARIA,440,375,390,25,5,795
BIHAR,EAST CHAMPARAN,TURKAULIA,1540,768,805,6,69,1648
BIHAR,GAYA,BARACHATTY,7,7,2,0,0,9
BIHAR,GAYA,BELAGANJ,1191,1004,800,247,30,2080
BIHAR,GAYA,GAYA NAGAR,30,25,30,10,0,65
BIHAR,GAYA,KONCH,36,17,20,0,1,38
BIHAR,GAYA,PARAIYA,150,135,106,20,14,275
BIHAR,GAYA,TEKARI,64,54,30,20,2,106
BIHAR,GOPAALGANJ,BAIKUNTHPUR,140,26,91,14,25,155
BIHAR,GOPAALGANJ,BHOREY,478,183,295,0,0,478
BIHAR,GOPAALGANJ,BIJAIPUR,770,161,507,82,73,824
BIHAR,GOPAALGANJ,HATHUA,65,25,40,0,0,65
BIHAR,GOPAALGANJ,KATEYA,13,7,7,0,0,13
BIHAR,GOPAALGANJ,KUCHAIKOTE,170,125,130,0,0,255
BIHAR,GOPAALGANJ,MANJHA,52,27,25,0,0,52
BIHAR,GOPAALGANJ,THAWE,92,29,33,15,15,92
BIHAR,GOPAALGANJ,UCHKAGAON,16,9,7,0,0,16
BIHAR,JAMUI,JHAJHA,1,1,1,0,0,1
BIHAR,JEHANABAD,JEHANABAD,700,521,240,20,110,891
BIHAR,JEHANABAD,KAKO,34,32,2,0,0,34
BIHAR,JEHANABAD,KARPI,165,120,45,0,0,165
BIHAR,JEHANABAD,MAKHDUMPUR,565,376,219,0,0,595
BIHAR,KAIMUR (BHABUA),BHABUA,139,79,77,0,0,156
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,0,0,0,0,0,1
BIHAR,KAIMUR (BHABUA),CHAINPUR,27,29,29,0,8,65
BIHAR,KAIMUR (BHABUA),DURGAWATI,1850,1186,814,5,20,2025
BIHAR,KAIMUR (BHABUA),KUDRA,54,45,39,0,0,83
BIHAR,KAIMUR (BHABUA),MOHANIA,429,321,261,21,5,609
BIHAR,KAIMUR (BHABUA),NUAON,1420,912,768,57,0,1737
BIHAR,KAIMUR (BHABUA),RAMGARH,2645,1356,978,221,133,2688
BIHAR,KATIHAR,BARARI,2500,750,1000,750,0,2500
BIHAR,KATIHAR,FALKA,240,145,155,11,49,360
BIHAR,KATIHAR,HASANGANJ,1040,320,800,0,0,1120
BIHAR,KATIHAR,KADWA,260,220,210,0,0,430
BIHAR,KATIHAR,KORHA,1260,810,1060,0,0,1870
BIHAR,KATIHAR,KURSELA,100,30,40,30,0,100
BIHAR,KATIHAR,MANSAHI,290,130,160,0,0,290
BIHAR,KATIHAR,SAMELI,340,240,260,0,0,500
BIHAR,KHAGARIA,ALAULI,740,180,550,10,0,740
BIHAR,KHAGARIA,CHAUTHAM,660,112,554,0,0,666
BIHAR,KHAGARIA,GOGRI,1836,732,1740,4,0,2476
BIHAR,KHAGARIA,KHAGARIA,2225,563,1709,230,0,2502
BIHAR,KHAGARIA,MANSI,475,145,313,25,0,483
BIHAR,KHAGARIA,PARBATTA,1626,266,1210,283,0,1759
BIHAR,KISHANGANJ,BAHADURGANJ,280,252,313,23,43,631
BIHAR,KISHANGANJ,KISHANGANJ,40,15,60,0,10,85
BIHAR,KISHANGANJ,POTHIA,80,40,60,0,0,100
BIHAR,LAKHISARAI,HALSI,100,100,10,0,0,110
BIHAR,LAKHISARAI,LAKHISARAI,2292,1210,1038,48,53,2349
BIHAR,LAKHISARAI,PIPARYA,80,50,30,0,0,80
BIHAR,LAKHISARAI,SURYAGARAH,310,134,131,57,0,322
BIHAR,MADHEPURA,CHAUSA,144,107,115,0,8,231
BIHAR,MADHEPURA,GAWALPARA,280,180,205,100,10,495
BIHAR,MADHEPURA,MADHEPURA,16,10,16,0,6,32
BIHAR,MADHEPURA,SHANKARPUR,113,92,113,0,10,215
BIHAR,MADHEPURA,SINGHESHWAR,155,166,169,21,0,356
BIHAR,MADHEPURA,UDAKISHUNGANJ,150,105,145,0,10,260
BIHAR,MADHUBANI,ANDHARATHADHI,10,10,5,0,0,15
BIHAR,MADHUBANI,BABUBARHI,244,99,163,0,0,261
BIHAR,MADHUBANI,BASOPATTI,14,9,9,0,1,18
BIHAR,MADHUBANI,BENIPATTI,190,85,125,0,0,210
BIHAR,MADHUBANI,GHOGHARDIHA,200,20,80,25,75,200
BIHAR,MADHUBANI,HARLAKHI,58,35,23,0,0,58
BIHAR,MADHUBANI,JAYNAGAR,295,128,212,16,1,357
BIHAR,MADHUBANI,JHANJHARPUR,235,94,95,33,28,250
BIHAR,MADHUBANI,KHUTAUNA,10,2,9,0,0,11
BIHAR,MADHUBANI,LADANIA,142,41,94,4,20,159
BIHAR,MADHUBANI,MADHEPUR,15,9,6,0,0,15
BIHAR,MADHUBANI,MADHWAPUR,1003,156,1125,39,0,1320
BIHAR,MADHUBANI,PANDAUL,910,400,879,105,85,1469
BIHAR,MADHUBANI,RAJNAGAR,13,11,10,0,0,21
BIHAR,MADHUBANI,ROHIKA,1745,741,1094,86,71,1992
BIHAR,MUNGER,ASARGANJ,40,30,20,0,0,50
BIHAR,MUNGER,SANGRAMPUR,32,0,32,0,0,32
BIHAR,MUZAFFARPUR,AURAI,190,31,126,29,19,204
BIHAR,MUZAFFARPUR,BANDRA,348,141,179,28,60,408
BIHAR,MUZAFFARPUR,BOCHAHAN,841,182,623,10,177,992
BIHAR,MUZAFFARPUR,GAIGHAT,1825,546,1132,408,0,2086
BIHAR,MUZAFFARPUR,KANTI,300,129,163,33,13,338
BIHAR,MUZAFFARPUR,KATRA,1780,1057,854,15,0,1926
BIHAR,MUZAFFARPUR,KURHANI,157,58,102,13,17,190
BIHAR,MUZAFFARPUR,MINAPUR,1145,370,900,210,0,1480
BIHAR,MUZAFFARPUR,MORAUL,954,432,595,82,18,1127
BIHAR,MUZAFFARPUR,MOTIPUR,1370,442,775,129,79,1425
BIHAR,MUZAFFARPUR,MUSHAHARI,2681,905,1314,264,300,2782
BIHAR,MUZAFFARPUR,PAROO,371,283,92,28,32,435
BIHAR,MUZAFFARPUR,SAHEBGANJ,220,75,120,60,0,255
BIHAR,MUZAFFARPUR,SAKRA,316,166,141,40,20,367
BIHAR,MUZAFFARPUR,SARAIYA,1456,1130,1267,399,48,2844
BIHAR,NALANDA,ASTHAWAN,1800,1401,1176,0,0,2577
BIHAR,NALANDA,BEN,40,14,33,5,0,52
BIHAR,NALANDA,BIHARSHARIF,256,526,385,0,0,911
BIHAR,NALANDA,BIND,215,170,170,0,0,340
BIHAR,NALANDA,CHANDI,180,160,145,0,0,305
BIHAR,NALANDA,EKANGARSARAI,380,330,315,0,0,645
BIHAR,NALANDA,GIRIYAK,265,191,181,5,1,377
BIHAR,NALANDA,HARNAUT,895,764,705,0,0,1469
BIHAR,NALANDA,HILSA,1185,1009,883,0,0,1892
BIHAR,NALANDA,ISLAMPUR,163,122,91,0,0,213
BIHAR,NALANDA,KARAIPARSURAI,50,45,40,0,0,85
BIHAR,NALANDA,KATRISARAI,725,523,535,0,0,1058
BIHAR,NALANDA,NAGARNAUSA,155,95,62,0,0,157
BIHAR,NALANDA,NOORSARAI,1520,1271,1256,0,0,2527
BIHAR,NALANDA,RAHUI,435,412,351,0,0,763
BIHAR,NALANDA,RAJGIR,60,45,50,0,0,95
BIHAR,NALANDA,SARMERA,250,214,200,0,0,414
BIHAR,NAWADA,AKBARPUR,10,10,0,0,0,10
BIHAR,NAWADA,HASUA,7,5,6,0,3,14
BIHAR,NAWADA,KASHICHAK,2834,2035,869,315,49,3267
BIHAR,NAWADA,NAWADA,1028,740,384,153,40,1317
BIHAR,NAWADA,PAKRIBRAWAN,386,182,127,51,37,397
BIHAR,NAWADA,ROH,93,83,9,1,0,93
BIHAR,NAWADA,WARISALIGUNJ,977,1045,215,33,21,1314
BIHAR,PATNA,ATHAMALGOLA,492,197,228,49,20,494
BIHAR,PATNA,BAKHTIARPUR,541,160,314,32,35,541
BIHAR,PATNA,BARH,1138,287,287,282,282,1138
BIHAR,PATNA,BELCHCHI,10,5,5,0,0,10
BIHAR,PATNA,BIHTA,2656,1203,1119,96,311,2729
BIHAR,PATNA,DHANARUA,74,44,60,0,0,104
BIHAR,PATNA,DULHIN BAZAR,32,25,25,0,0,50
BIHAR,PATNA,MANER,366,138,138,40,50,366
BIHAR,PATNA,MASAURHI,1338,922,336,90,15,1363
BIHAR,PATNA,MOKAMA,60,33,33,0,0,65
BIHAR,PATNA,NAUBATPUR,825,353,413,30,30,825
BIHAR,PATNA,PALIGANJ,1050,480,570,33,19,1102
BIHAR,PATNA,PANDARAK,895,395,491,4,5,895
BIHAR,PATNA,PATNA SADAR,60,30,30,0,0,60
BIHAR,PATNA,PHULWARI,308,126,179,0,14,318
BIHAR,PATNA,PUNPUN,276,104,152,8,13,277
BIHAR,PATNA,SAMPATCHAK,1040,610,329,195,10,1144
BIHAR,PATNA,VIKRAM,377,121,216,20,22,379
BIHAR,PURNIA,BHAWANIPUR,50,20,20,10,0,50
BIHAR,PURNIA,KRITYANAND NAGAR,144,113,171,0,0,284
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,877,773,616,40,55,1484
BIHAR,ROHTAS(SASARAM),DEHRI,1378,771,800,35,69,1675
BIHAR,ROHTAS(SASARAM),KOCHAS,284,209,195,0,0,404
BIHAR,ROHTAS(SASARAM),NOKHA,90,85,70,0,0,155
BIHAR,ROHTAS(SASARAM),ROHTAS,100,70,40,12,0,122
BIHAR,ROHTAS(SASARAM),SASARAM,130,68,66,0,0,134
BIHAR,ROHTAS(SASARAM),TILOUTTHU,1350,1030,950,150,193,2323
BIHAR,SAHARSA,KAHARA,60,25,35,0,0,60
BIHAR,SAHARSA,SATTAR KATTAIYA,245,108,150,0,0,258
BIHAR,SAHARSA,SAUR BAZAR,300,265,275,0,0,540
BIHAR,SAHARSA,SONBARSA,310,139,190,0,0,329
BIHAR,SAMASTIPUR,BIBHUTIPUR,40,15,30,0,0,45
BIHAR,SAMASTIPUR,BITHAN,320,105,280,0,0,385
BIHAR,SAMASTIPUR,DALSINGHSARAI,80,75,95,10,0,180
BIHAR,SAMASTIPUR,HASANPUR,330,501,865,3,2,1371
BIHAR,SAMASTIPUR,KALYANPUR,1240,573,967,12,0,1552
BIHAR,SAMASTIPUR,KHANPUR,684,360,610,0,0,970
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,240,190,240,0,0,430
BIHAR,SAMASTIPUR,MORWA,320,136,255,0,0,391
BIHAR,SAMASTIPUR,PATORI,444,181,352,0,0,533
BIHAR,SAMASTIPUR,PUSA,940,501,899,0,0,1400
BIHAR,SAMASTIPUR,ROSERA,400,215,345,0,0,560
BIHAR,SAMASTIPUR,SAMASTIPUR,860,439,797,20,40,1296
BIHAR,SAMASTIPUR,SARAIRANJAN,280,110,180,0,0,290
BIHAR,SAMASTIPUR,SHIVAJINAGAR,760,279,609,0,0,888
BIHAR,SAMASTIPUR,SINGHIA,400,134,311,0,0,445
BIHAR,SAMASTIPUR,TAJPUR,644,249,518,1,0,768
BIHAR,SAMASTIPUR,UJIYARPUR,360,165,290,0,0,455
BIHAR,SAMASTIPUR,VIDHYAPATINAGAR,164,80,172,0,0,252
BIHAR,SAMASTIPUR,WARISHNAGAR,880,349,672,4,0,1025
BIHAR,SARAN,DARIYAPUR,537,275,235,45,45,600
BIHAR,SARAN,DIGHWARA,92,50,50,0,0,100
BIHAR,SARAN,GARKHA,48,60,60,0,0,120
BIHAR,SARAN,JALAPUR,30,11,25,4,3,43
BIHAR,SARAN,MAKER,343,213,225,13,22,474
BIHAR,SARAN,NAGRA,360,260,360,40,0,660
BIHAR,SARAN,REVILGANJ,260,480,780,0,200,1460
BIHAR,SARAN,SADAR,464,277,649,0,0,926
BIHAR,SARAN,SONPUR,910,455,455,0,0,910
BIHAR,SARAN,TRAIYA,205,99,99,84,108,390
BIHAR,SHEKHPURA,BARBIGHA,3330,2059,1663,33,196,3951
BIHAR,SHEKHPURA,CHEWARA,71,39,17,14,13,83
BIHAR,SHEKHPURA,GHAT KUSUMBHA,3119,206,1859,671,485,3220
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,460,218,220,14,32,484
BIHAR,SHEKHPURA,SHEKHPURA,1335,675,359,280,130,1444
BIHAR,SHEOHAR,PIPRAHARI,200,110,168,10,20,308
BIHAR,SHEOHAR,TRIYANI,666,195,409,22,131,757
BIHAR,SITAMARHI,BAIRGANIA,126,59,36,20,11,126
BIHAR,SITAMARHI,BAJPATTI,1554,359,829,262,178,1628
BIHAR,SITAMARHI,BATHNAHA,936,239,600,76,49,964
BIHAR,SITAMARHI,BELSAND,658,244,536,36,46,862
BIHAR,SITAMARHI,BOKHRA,380,54,330,10,10,404
BIHAR,SITAMARHI,CHORAUT,1026,276,625,56,197,1154
BIHAR,SITAMARHI,DUMRA,1990,856,1210,319,204,2588
BIHAR,SITAMARHI,MEJARGANJ,300,110,120,50,20,300
BIHAR,SITAMARHI,NANPUR,1812,450,1324,23,176,1972
BIHAR,SITAMARHI,PARIHAR,2738,1470,1998,97,629,4194
BIHAR,SITAMARHI,PARSAUNI,510,216,280,16,20,531
BIHAR,SITAMARHI,PUPARI,612,140,461,1,19,620
BIHAR,SITAMARHI,RIGA,1068,403,543,163,64,1173
BIHAR,SITAMARHI,RUNNISAIDPUR,468,106,297,59,24,486
BIHAR,SITAMARHI,SONWARSA,538,214,358,70,62,703
BIHAR,SITAMARHI,SURSAND,2318,2343,2342,0,0,4685
BIHAR,SIWAN,ANDER,310,190,160,23,18,391
BIHAR,SIWAN,BARHARIA,438,159,241,28,40,467
BIHAR,SIWAN,BASANTPUR,50,30,40,5,5,80
BIHAR,SIWAN,BHAGWANPUR-HAT,50,40,40,5,5,90
BIHAR,SIWAN,DARAULI,2014,503,1512,0,0,2015
BIHAR,SIWAN,DARAUNDHA,205,98,92,15,15,220
BIHAR,SIWAN,GOREAKOTHI,1000,660,1010,0,220,1890
BIHAR,SIWAN,GUTHANI,60,40,55,2,2,99
BIHAR,SIWAN,HASANPURA,479,237,543,32,27,839
BIHAR,SIWAN,HUSSAINGANJ,773,176,722,0,0,898
BIHAR,SIWAN,JIRADEI,615,240,413,12,44,708
BIHAR,SIWAN,LAKRI NABIGANJ,150,80,120,15,10,225
BIHAR,SIWAN,MAHARAJGANJ,60,45,60,0,0,105
BIHAR,SIWAN,NAUTAN,60,20,50,5,2,77
BIHAR,SIWAN,PACHRUKHI,658,290,573,131,56,1050
BIHAR,SIWAN,SISWAN,140,50,120,0,5,175
BIHAR,SIWAN,SIWAN,700,644,641,21,16,1322
BIHAR,SUPAUL,BASANTPUR,1880,660,1207,152,0,2019
BIHAR,SUPAUL,PIPRA,8,3,7,0,0,11
BIHAR,SUPAUL,SUPAUL,360,149,225,0,0,374
BIHAR,SUPAUL,TRIVENIGANJ,120,65,72,0,0,137
BIHAR,VAISHALI,BHAGWANPUR,79,12,52,10,6,80
BIHAR,VAISHALI,BIDUPUR,261,183,295,51,61,591
BIHAR,VAISHALI,CHEHRAKALA,6000,4000,10000,2000,1500,17500
BIHAR,VAISHALI,GORAUL,128,35,62,27,16,140
BIHAR,VAISHALI,HAJIPUR,142,65,60,21,15,161
BIHAR,VAISHALI,JANDAHA,379,176,342,16,7,541
BIHAR,VAISHALI,LALGANJ,58,29,29,0,0,58
BIHAR,VAISHALI,MAHNAR,525,250,275,0,0,525
BIHAR,VAISHALI,PATEDHI BELSAR,15,5,10,0,0,15
BIHAR,VAISHALI,PATEPUR,95,45,50,0,0,95
BIHAR,VAISHALI,RAJAPAKAR,22,13,11,5,0,29
BIHAR,VAISHALI,SAHDEI BUZURG,35,10,15,10,5,40
BIHAR,VAISHALI,VAISHALI,30,10,10,5,5,30
BIHAR,WEST CHAMPARAN,GAUNAHA,15,5,7,4,0,16
BIHAR,WEST CHAMPARAN,MAJHAULIA,350,140,164,64,19,387
BIHAR,WEST CHAMPARAN,NAUTAN,60,30,36,7,0,72
BIHAR,WEST CHAMPARAN,SIDHAW,351,242,116,15,0,373
BIHAR,WEST CHAMPARAN,SIKTA,24,24,19,0,0,43
CHANDIGARH,UT CHANDIGARH,UT CHANDIGARH,821,679,679,38,100,1495
CHHATTISGARH,BASTER,JAGDALPUR,25,18,7,7,0,32
CHHATTISGARH,BILASPUR,BELHA,174,174,159,0,0,332
CHHATTISGARH,BILASPUR,BILASPUR,46,43,35,2,0,79
CHHATTISGARH,BILASPUR,KOTA,30,30,18,4,3,54
CHHATTISGARH,BILASPUR,MASTURI,21,21,15,0,0,36
CHHATTISGARH,BILASPUR,MUNGELI,1038,994,407,9,0,1409
CHHATTISGARH,BILASPUR,PENDRA-ROAD,104,99,46,0,0,145
CHHATTISGARH,BILASPUR,TAKHATPUR,948,945,422,0,0,1367
CHHATTISGARH,DANTEWADA,KONTA,30,30,0,0,0,30
CHHATTISGARH,DHAMTARI,KURUD,18,18,5,0,0,23
CHHATTISGARH,DHAMTARI,NAGARI,125,122,8,0,0,130
CHHATTISGARH,DURG,BERLA,37,37,17,0,0,54
CHHATTISGARH,DURG,DHMADHA,300,186,114,0,0,300
CHHATTISGARH,DURG,DURG,727,619,150,0,0,769
CHHATTISGARH,DURG,GUNDERDEHI,185,185,97,0,0,282
CHHATTISGARH,DURG,NAVAGARH,1191,1039,738,14,0,1791
CHHATTISGARH,DURG,PATAN,16,16,4,0,0,20
CHHATTISGARH,DURG,SAJA,19,19,9,0,0,28
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,77,55,50,0,2,107
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,1147,1129,597,0,0,1726
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,189,147,87,0,0,234
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,115,71,108,0,0,179
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,1157,1011,383,0,0,1395
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,1,0,1,0,0,1
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,40,24,16,0,0,40
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,1477,1343,408,0,6,1757
CHHATTISGARH,JASHPUR,PATHALGAON,9,9,4,5,0,17
CHHATTISGARH,KANKER,CHARAMA,52,52,30,0,0,82
CHHATTISGARH,KORIA,BAIKUNTHPUR,16,9,7,0,0,16
CHHATTISGARH,KVARDHA,KVARDHA,1270,1203,161,7,0,1371
CHHATTISGARH,KVARDHA,PANDARIYA,49,49,43,0,0,93
CHHATTISGARH,MAHASAMUND,MAHASAMUND,112,77,58,12,0,147
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,135,77,67,0,0,145
CHHATTISGARH,RAIGARH,GHARGODA,60,30,59,0,0,89
CHHATTISGARH,RAIGARH,KHARSIYA,158,179,129,0,0,308
CHHATTISGARH,RAIGARH,LAILUNGA,15,0,15,0,0,15
CHHATTISGARH,RAIGARH,RAIGARH,1442,1446,986,54,0,2487
CHHATTISGARH,RAIGARH,SARANGARH,275,233,168,31,0,433
CHHATTISGARH,RAIPUR,ABHANPUR,12,12,12,12,0,35
CHHATTISGARH,RAIPUR,ARANG,48,38,39,2,0,79
CHHATTISGARH,RAIPUR,BHATAPARA,161,158,54,0,0,212
CHHATTISGARH,RAIPUR,BILAIGARH,14,14,2,0,0,16
CHHATTISGARH,RAIPUR,BLOUDABAJAR,27,29,16,0,0,46
CHHATTISGARH,RAIPUR,GARIYABAND,23,22,16,0,0,37
CHHATTISGARH,RAIPUR,PALARI,42,34,8,0,0,42
CHHATTISGARH,RAIPUR,RAIPUR,295,270,163,9,20,463
CHHATTISGARH,RAIPUR,RAJIM,73,53,53,0,0,105
CHHATTISGARH,RAIPUR,SIMGA,257,251,111,46,4,412
CHHATTISGARH,RAIPUR,TILDA,366,307,91,215,0,613
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,155,123,42,0,5,170
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,5,5,0,0,0,5
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,58,58,11,0,0,69
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,17,15,2,0,0,17
CHHATTISGARH,SURGUJA,AMBIKAPUR,10,0,10,0,0,10
CHHATTISGARH,SURGUJA,PRATAPPUR,141,11,135,0,0,146
CHHATTISGARH,SURGUJA,RAJPUR,20,0,20,0,0,20
CHHATTISGARH,SURGUJA,SAMRI,6,3,3,0,0,6
CHHATTISGARH,SURGUJA,SURAJPUR,431,4,427,0,0,431
DELHI,MAHRAULI,MAHRAULI,3655,3227,3241,166,81,6714
DELHI,NAJAFGARH,NAJAFGARH,172,97,135,12,13,257
GOA,NORTH GOA,SATTARI,67,0,4,58,6,68
GOA,SOUTH GOA,CANACONA,2,1,1,1,0,3
