-----
{
 "description": "The table refers to block wise surface lift schemes according to constraints. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.16.csv", 
 "title": "Download CSV for Blockwise Surface lift Schemes according to the constraints for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.16.csv"
}
-----
-----
{
 "description": "The table refers to block wise surface lift schemes according to constraints. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.16.csv", 
 "title": "Download CSV for Blockwise Surface lift Schemes according to the constraints for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.16.csv"
}
-----
"State","District","Block","Total No. of Schemes in Use","No. of scemes with no constraints","Constraints  in utilisation of irrigation potential - Power inadequate","Constraints  in utilisation of irrigation potential - Mechanical break down","Constraints  in utilisation of irrigation potential - Less water discharge","Constraints  in utilisation of irrigation potential - Storage siltation","Constraints  in utilisation of irrigation potential - Channel break down","Constraints  in utilisation of irrigation potential - Other reason","Total","Grand Total"
"ORISSA","JAGATSINGHPUR","BIRIDI",2,0,2,0,0,0,0,0,0,2
"ORISSA","JAGATSINGHPUR","ERASAMA",12,0,0,0,1,7,0,4,0,12
"ORISSA","JAGATSINGHPUR","JAGATSINGHPUR",2,0,0,0,0,2,0,0,0,2
"ORISSA","JAGATSINGHPUR","KUNJANG",9,0,0,3,0,6,0,0,0,9
"ORISSA","JAGATSINGHPUR","NAUGAON",1,0,1,0,0,0,0,0,0,1
"ORISSA","JAGATSINGHPUR","RAGHUNATHPUR",6,0,1,2,0,3,0,0,0,6
"ORISSA","JAGATSINGHPUR","TRITOL",17,0,2,0,0,10,0,5,0,17
"ORISSA","JAJPUR","BARACHAN",113,0,7,2,0,96,0,8,0,113
"ORISSA","JAJPUR","BARI",61,0,2,2,0,57,0,0,0,61
"ORISSA","JAJPUR","BINJHARPUR",67,0,24,4,0,32,0,7,0,67
"ORISSA","JAJPUR","DANAGADI",28,0,2,2,5,19,0,0,0,28
"ORISSA","JAJPUR","DASARATHPUR",19,0,0,0,0,19,0,0,0,19
"ORISSA","JAJPUR","DHARAMASALA",189,0,6,0,13,135,0,35,0,189
"ORISSA","JAJPUR","JAJPUR",61,0,1,0,0,23,0,37,0,61
"ORISSA","JAJPUR","KOREI",7,0,0,0,0,7,0,0,0,7
"ORISSA","JAJPUR","RASULPUR",4,0,0,0,1,3,0,0,0,4
"ORISSA","JAJPUR","SUKINDA",28,0,20,0,0,0,0,8,0,28
"ORISSA","JHARSUGUDA","JHARSUGUDA",31,0,3,1,0,11,0,16,0,31
"ORISSA","JHARSUGUDA","KIRIMIRA",115,0,0,1,0,31,0,83,0,115
"ORISSA","JHARSUGUDA","KOLABIRA",75,0,0,0,0,75,0,0,0,75
"ORISSA","JHARSUGUDA","LAIKERA",17,0,1,2,0,5,0,9,0,17
"ORISSA","JHARSUGUDA","LAKHANPUR",140,0,5,0,15,119,0,1,0,140
"ORISSA","KALAHANDI","BHABANI PATANA",49,0,0,0,1,0,0,48,0,49
"ORISSA","KALAHANDI","DHARMGARH",24,0,2,2,1,8,0,11,0,24
"ORISSA","KALAHANDI","GOLAMUNDA",26,0,0,1,0,8,1,16,0,26
"ORISSA","KALAHANDI","JAIPATANA",5,0,4,1,0,0,0,0,0,5
"ORISSA","KALAHANDI","JUNAGARH",49,0,2,1,9,1,0,36,0,49
"ORISSA","KALAHANDI","KALAMPUR",25,0,5,2,1,4,0,13,0,25
"ORISSA","KALAHANDI","KARLAMUNDA",16,0,5,0,10,0,0,1,0,16
"ORISSA","KALAHANDI","KESINGA",58,0,8,1,9,3,4,33,0,58
"ORISSA","KALAHANDI","KOKASARA",11,0,4,0,0,0,0,7,0,11
"ORISSA","KALAHANDI","LANGIGARH",32,0,2,0,1,10,3,16,0,32
"ORISSA","KALAHANDI","M.RAMPUR",38,0,7,1,10,2,0,18,0,38
"ORISSA","KALAHANDI","NARALA",59,0,7,6,20,4,0,22,0,59
"ORISSA","KALAHANDI","TH.RAMPUR",0,0,0,0,0,0,0,0,0,0
"ORISSA","KENDRAPARA","AUL",381,0,337,0,1,8,0,35,0,381
"ORISSA","KENDRAPARA","DERABISI",21,0,0,1,1,18,0,1,0,21
"ORISSA","KENDRAPARA","GARADPUR",46,0,1,2,0,40,0,3,0,46
"ORISSA","KENDRAPARA","KENDRAPARA",55,0,0,0,1,52,0,2,0,55
"ORISSA","KENDRAPARA","MAHAKALAPADA",143,0,8,21,0,103,0,11,0,143
"ORISSA","KENDRAPARA","MARSAGHAI",84,0,6,5,0,64,0,9,0,84
"ORISSA","KENDRAPARA","PATAMUNDAI",284,0,1,0,5,277,0,1,0,284
"ORISSA","KENDRAPARA","RAJKANIKA",468,0,34,2,30,397,0,5,0,468
"ORISSA","KENDRAPARA","RAJNAGAR",327,0,0,1,0,195,0,131,0,327
"ORISSA","KEONJHAR","ANANDAPUR",25,0,1,2,0,3,0,19,0,25
"ORISSA","KEONJHAR","BANASPAL",7,0,0,1,0,1,0,5,0,7
"ORISSA","KEONJHAR","CHAMPUA",69,0,19,2,3,9,15,21,0,69
"ORISSA","KEONJHAR","GHASIPURA",13,0,1,1,1,1,0,9,0,13
"ORISSA","KEONJHAR","GHATAGAON",2,0,0,0,0,0,0,2,0,2
"ORISSA","KEONJHAR","HARICHANDANPUR",15,0,1,2,0,2,0,10,0,15
"ORISSA","KEONJHAR","HATADIHI",41,0,0,1,3,2,0,35,0,41
"ORISSA","KEONJHAR","JHUMPURA",12,0,0,0,0,4,0,8,0,12
"ORISSA","KEONJHAR","JODA",31,0,7,10,0,12,0,2,0,31
"ORISSA","KEONJHAR","PATANA",41,0,7,2,1,3,2,26,0,41
"ORISSA","KEONJHAR","SADAR",56,0,2,3,4,11,5,31,0,56
"ORISSA","KEONJHAR","SAHARAPARA",29,0,5,0,0,18,0,6,0,29
"ORISSA","KEONJHAR","TELKOI",145,0,3,1,65,36,0,40,0,145
"ORISSA","KHURDA","BALIANTA",2,0,0,2,0,0,0,0,0,2
"ORISSA","KHURDA","BANAPUR",26,0,0,0,2,5,0,19,0,26
"ORISSA","KHURDA","BEGUNIA",29,0,2,1,5,7,0,14,0,29
"ORISSA","KHURDA","BHUBANESWAR",23,0,1,0,0,4,2,16,0,23
"ORISSA","KHURDA","BOLAGARH",22,0,0,0,2,13,0,7,0,22
"ORISSA","KHURDA","CHILIKA",6,0,0,0,0,1,1,4,0,6
"ORISSA","KHURDA","JATNI",20,0,0,6,0,6,0,8,0,20
"ORISSA","KHURDA","KHURDA",18,0,0,0,7,0,0,11,0,18
"ORISSA","KHURDA","TANGI",33,0,7,1,9,3,0,13,0,33
"ORISSA","KORAPUT","BAIPARIGUDA",14,0,0,0,1,6,0,7,0,14
"ORISSA","KORAPUT","BANDHUGOAN",40,0,11,1,0,5,1,22,0,40
"ORISSA","KORAPUT","BORIGUMMA",554,0,3,26,83,49,0,393,0,554
"ORISSA","KORAPUT","DASAMANTAPUR",6,0,0,0,0,0,0,6,0,6
"ORISSA","KORAPUT","JEYPUR",124,0,0,6,18,10,0,90,0,124
"ORISSA","KORAPUT","KORAPUT",9,0,1,0,6,1,0,1,0,9
"ORISSA","KORAPUT","KOTAPAD",231,0,0,4,4,0,0,223,0,231
"ORISSA","KORAPUT","KUNDURA",27,0,4,2,2,18,0,1,0,27
"ORISSA","KORAPUT","LAMATAPUT",7,0,0,0,0,2,0,5,0,7
"ORISSA","KORAPUT","LAXMIPUR",2,0,0,0,0,0,0,2,0,2
"ORISSA","KORAPUT","NANDAPUR",4,0,0,0,0,0,0,4,0,4
"ORISSA","KORAPUT","NARAYANPATNA",10,0,1,0,0,0,0,9,0,10
"ORISSA","KORAPUT","POTTANGI",1,0,0,1,0,0,0,0,0,1
"ORISSA","KORAPUT","SIMILIGUDA",19,0,1,0,0,0,1,17,0,19
"ORISSA","MALKANGIRI","KALIMELA",7,0,0,0,0,5,0,2,0,7
"ORISSA","MALKANGIRI","KHAIRAPUT",1,0,0,0,0,1,0,0,0,1
"ORISSA","MALKANGIRI","KONKUNDA",1,0,0,0,0,1,0,0,0,1
"ORISSA","MALKANGIRI","MALKANAGIRI",3,0,0,0,0,0,0,3,0,3
"ORISSA","MALKANGIRI","MATHILI",12,0,1,0,0,4,0,7,0,12
"ORISSA","MALKANGIRI","PODIA",3,0,3,0,0,0,0,0,0,3
"ORISSA","MAYURBHANJ","BAHALADA",0,0,0,0,0,0,0,0,0,0
"ORISSA","MAYURBHANJ","BANGIRIPOSI",26,0,0,0,0,26,0,0,0,26
"ORISSA","MAYURBHANJ","BARIPADA",9,0,0,0,0,9,0,0,0,9
"ORISSA","MAYURBHANJ","BARSAHI",33,0,0,0,0,33,0,0,0,33
"ORISSA","MAYURBHANJ","BETANATI",22,0,0,0,0,22,0,0,0,22
"ORISSA","MAYURBHANJ","BIJATOLA",2,0,0,0,0,2,0,0,0,2
"ORISSA","MAYURBHANJ","BISOI",2,0,0,0,0,2,0,0,0,2
"ORISSA","MAYURBHANJ","GOPABANDHU NAGAR",25,0,0,0,0,25,0,0,0,25
"ORISSA","MAYURBHANJ","JAMADA",19,0,0,0,0,19,0,0,0,19
"ORISSA","MAYURBHANJ","JASIPUR",15,0,0,0,0,15,0,0,0,15
"ORISSA","MAYURBHANJ","KAPTIPADA",16,0,0,0,0,16,0,0,0,16
"ORISSA","MAYURBHANJ","KARANJIA",21,0,0,0,0,21,0,0,0,21
"ORISSA","MAYURBHANJ","KHUNTA",19,0,0,0,0,19,0,0,0,19
"ORISSA","MAYURBHANJ","KULIANA",19,0,0,0,0,19,0,0,0,19
"ORISSA","MAYURBHANJ","KUSUMI",5,0,0,0,0,5,0,0,0,5
"ORISSA","MAYURBHANJ","MORADA",27,0,0,0,0,27,0,0,0,27
"ORISSA","MAYURBHANJ","RAIRANGPUR",3,0,0,0,0,3,0,0,0,3
"ORISSA","MAYURBHANJ","RARUAN",17,0,0,0,0,17,0,0,0,17
"ORISSA","MAYURBHANJ","RASGOVINDPUR",23,0,0,0,0,23,0,0,0,23
"ORISSA","MAYURBHANJ","SAMAKHUNTA",23,0,0,0,0,23,0,0,0,23
"ORISSA","MAYURBHANJ","SARASKANA",16,0,0,0,0,16,0,0,0,16
"ORISSA","MAYURBHANJ","SUKRULI",12,0,0,0,0,12,0,0,0,12
"ORISSA","MAYURBHANJ","SULIAPADA",33,0,0,0,0,33,0,0,0,33
"ORISSA","MAYURBHANJ","THAKURMUNDA",2,0,0,0,0,2,0,0,0,2
"ORISSA","MAYURBHANJ","TIRINGI",1,0,0,0,0,1,0,0,0,1
"ORISSA","MAYURBHANJ","UDALA",29,0,0,0,0,28,0,1,0,29
"ORISSA","NAYAGARH","BHAPUR",32,0,0,2,0,29,0,1,0,32
"ORISSA","NAYAGARH","GANIA",5,0,2,0,1,2,0,0,0,5
"ORISSA","NAYAGARH","KHANDAPADA",19,0,1,1,0,5,2,10,0,19
"ORISSA","NAYAGARH","NAYAGARH",3,0,0,0,0,1,1,1,0,3
"ORISSA","NAYAGARH","NUAGAON",15,0,0,0,1,4,0,10,0,15
"ORISSA","NAYAGARH","ODOGAON",44,0,2,0,8,8,0,26,0,44
"ORISSA","NAYAGARH","RANPUR",35,0,0,0,0,3,0,32,0,35
"ORISSA","NOWRANGPUR","CHANDAHANDI",2,0,0,0,0,0,0,2,0,2
"ORISSA","NOWRANGPUR","DABUGAON",184,0,0,0,0,3,0,181,0,184
"ORISSA","NOWRANGPUR","JHARIGAON",152,0,3,1,0,2,0,146,0,152
"ORISSA","NOWRANGPUR","KUSAGUMUDA",191,0,1,0,7,10,0,173,0,191
"ORISSA","NOWRANGPUR","NANDAHANDI",54,0,0,0,0,2,0,52,0,54
"ORISSA","NOWRANGPUR","NAWARANGPUR",114,0,0,0,0,10,0,104,0,114
"ORISSA","NOWRANGPUR","PAPADAHANDI",192,0,0,7,0,4,0,181,0,192
"ORISSA","NOWRANGPUR","RAIGHAR",90,0,1,2,0,0,0,87,0,90
"ORISSA","NOWRANGPUR","TENTULIKHUNTI",60,0,0,4,0,0,0,56,0,60
"ORISSA","NOWRANGPUR","UMERKOT",191,0,2,5,15,10,0,159,0,191
"ORISSA","NUAPADA","BODEN",4,0,1,0,0,3,0,0,0,4
"ORISSA","NUAPADA","KHARIAR",70,0,4,2,13,1,0,50,0,70
"ORISSA","NUAPADA","KOMANA",16,0,1,1,2,1,0,11,0,16
"ORISSA","NUAPADA","NUAPARA",16,0,2,2,4,0,0,8,0,16
"ORISSA","NUAPADA","SINAPALLI",34,0,3,0,10,9,0,12,0,34
"ORISSA","PHULBANI","BALIGUDA",8,0,0,0,0,8,0,0,0,8
"ORISSA","PHULBANI","CHAKAPAD",38,0,0,0,0,36,0,2,0,38
"ORISSA","PHULBANI","DARINGIBADI",0,0,0,0,0,0,0,0,0,0
"ORISSA","PHULBANI","G.UDAYAGIRI",4,0,0,0,1,0,0,3,0,4
"ORISSA","PHULBANI","JUMUDIBANDHA",5,0,0,0,0,3,0,2,0,5
"ORISSA","PHULBANI","KHAJURIPADA",12,0,0,0,0,12,0,0,0,12
"ORISSA","PHULBANI","KOTAGARH",5,0,0,0,0,5,0,0,0,5
"ORISSA","PHULBANI","NUAGAON",9,0,0,0,0,9,0,0,0,9
"ORISSA","PHULBANI","PHIRINGIA",26,0,0,0,0,26,0,0,0,26
"ORISSA","PHULBANI","PHULBANI",25,0,0,0,0,25,0,0,0,25
"ORISSA","PHULBANI","RAIKIA",8,0,0,0,0,8,0,0,0,8
"ORISSA","PHULBANI","TIKABALI",49,0,0,0,0,46,0,3,0,49
"ORISSA","PURI","ASTARANG",20,0,1,0,1,5,0,13,0,20
"ORISSA","PURI","BRAHMAGIRI",763,0,11,4,95,136,2,515,0,763
"ORISSA","PURI","DELANG",127,0,5,0,0,5,2,115,0,127
"ORISSA","PURI","GOP",164,0,8,13,13,4,0,126,0,164
"ORISSA","PURI","KAKATPUR",32,0,1,0,0,5,0,26,0,32
"ORISSA","PURI","KANAS",327,0,16,5,0,11,2,293,0,327
"ORISSA","PURI","KRISHNAPRASAD",11,0,0,0,0,0,0,11,0,11
"ORISSA","PURI","NIMAPARA",220,0,1,2,5,15,0,197,0,220
"ORISSA","PURI","PIPILI",363,0,0,0,1,22,0,340,0,363
"ORISSA","PURI","PURISADAR",911,0,2,1,1,0,0,907,0,911
"ORISSA","PURI","SATYABADI",772,0,0,0,1,0,0,771,0,772
"ORISSA","RAYAGADA","BISAMACUTTACK",13,0,1,2,2,3,0,5,0,13
"ORISSA","RAYAGADA","CHANDRAPOR",1,0,0,0,0,0,0,1,0,1
"ORISSA","RAYAGADA","GUDARI",16,0,3,2,0,0,0,11,0,16
"ORISSA","RAYAGADA","GUNUPUR",36,0,0,3,2,4,0,27,0,36
"ORISSA","RAYAGADA","KALYANSINGPUR",16,0,2,2,3,0,0,9,0,16
"ORISSA","RAYAGADA","KASHIPUR",4,0,0,1,0,3,0,0,0,4
"ORISSA","RAYAGADA","KOUNARA",20,1,2,5,1,6,0,5,0,20
"ORISSA","RAYAGADA","MUNIGUDA",14,1,1,0,0,1,0,11,0,14
"ORISSA","RAYAGADA","PADAMPUR",21,0,0,0,0,0,0,21,0,21
"ORISSA","RAYAGADA","RAMANGUDA",36,0,1,10,3,3,0,19,0,36
"ORISSA","RAYAGADA","RAYAGADA",65,0,36,1,0,8,2,18,0,65
"ORISSA","SAMBALPUR","DHANKAUDA",49,0,6,2,0,40,0,1,0,49
"ORISSA","SAMBALPUR","GOVINDPUR",195,0,1,9,74,108,0,3,0,195
"ORISSA","SAMBALPUR","JAMANKIRA",85,0,5,1,9,68,0,2,0,85
"ORISSA","SAMBALPUR","JUJUMURA",23,0,16,0,1,6,0,0,0,23
"ORISSA","SAMBALPUR","KANESWAR",73,0,19,2,10,28,0,14,0,73
"ORISSA","SAMBALPUR","KUCHINDA",177,0,2,3,2,170,0,0,0,177
"ORISSA","SAMBALPUR","NAKTIDEUL",35,0,5,5,2,6,0,17,0,35
"ORISSA","SAMBALPUR","RAIRAKHOL",22,0,0,0,3,19,0,0,0,22
"ORISSA","SAMBALPUR","RENGALI",9,0,0,0,2,7,0,0,0,9
"ORISSA","SONEPUR","BINIKA",61,0,11,0,1,1,0,48,0,61
"ORISSA","SONEPUR","BIRMAHARAJPUR",19,0,5,2,1,5,1,5,0,19
"ORISSA","SONEPUR","DUNGURIPALLI",33,0,7,0,0,25,0,1,0,33
"ORISSA","SONEPUR","SONEPUR",22,0,3,1,1,10,0,7,0,22
"ORISSA","SONEPUR","TARAVA",18,0,2,7,2,1,0,6,0,18
"ORISSA","SONEPUR","ULUNDA",49,0,1,0,0,1,0,47,0,49
"ORISSA","SUNDARGARH","BALLISANKAR",19,0,0,8,1,5,0,5,0,19
"ORISSA","SUNDARGARH","BARAGAON",43,0,1,3,2,10,0,27,0,43
"ORISSA","SUNDARGARH","BISRA",36,0,1,8,2,0,0,25,0,36
"ORISSA","SUNDARGARH","BONAI",36,0,5,4,0,26,0,1,0,36
"ORISSA","SUNDARGARH","GURUNDIA",26,0,1,7,0,10,2,6,0,26
"ORISSA","SUNDARGARH","HEMGIRI",25,0,0,1,0,0,0,24,0,25
"ORISSA","SUNDARGARH","KOIRA",3,0,1,1,0,0,0,1,0,3
"ORISSA","SUNDARGARH","KUARMUNDA",66,0,0,0,0,0,0,66,0,66
"ORISSA","SUNDARGARH","KUTRA",20,0,0,0,1,0,0,19,0,20
"ORISSA","SUNDARGARH","LAHUNIPADA",17,0,0,0,0,1,1,15,0,17
"ORISSA","SUNDARGARH","LATHIKATA",23,0,0,2,4,0,0,17,0,23
"ORISSA","SUNDARGARH","LEPHRIPARA",30,0,1,5,2,0,2,20,0,30
"ORISSA","SUNDARGARH","NUAGAON",151,0,0,0,0,0,0,151,0,151
"ORISSA","SUNDARGARH","RAJGANGPUR",32,0,1,1,1,4,0,25,0,32
"ORISSA","SUNDARGARH","SUBDEGA",26,0,1,1,5,9,1,9,0,26
"ORISSA","SUNDARGARH","SUNDARGARH",67,0,0,0,0,0,0,67,0,67
"ORISSA","SUNDARGARH","TANGARAPALLI",36,0,2,2,0,20,4,8,0,36
"PUNJAB","AMRITSAR","CHOGAWAN",81,0,3,0,0,78,0,0,0,81
"PUNJAB","AMRITSAR","TARSIKKA",35,0,0,0,0,35,0,0,0,35
"PUNJAB","AMRITSAR","VERKA",179,0,162,0,0,14,0,3,0,179
"PUNJAB","FARIDKOT","FARIDKOT",30,0,30,0,0,0,0,0,0,30
"PUNJAB","GURDASPUR","DHAR KALAN",8,0,0,0,0,8,0,0,0,8
"PUNJAB","GURDASPUR","PATHANKOT",2,0,2,0,0,0,0,0,0,2
"PUNJAB","HOSHIARPUR","MAHILPUR",1,0,1,0,0,0,0,0,0,1
"PUNJAB","JALANDHAR","EAST JALANDHAR",5,0,0,0,0,2,0,3,0,5
"PUNJAB","KAPURTHALA","SULTANPUR LODHI",45,0,0,0,0,45,0,0,0,45
"PUNJAB","PATIALA","PATIALA",105,0,105,0,0,0,0,0,0,105
"PUNJAB","PATIALA","RAJPURA",92,0,92,0,0,0,0,0,0,92
"PUNJAB","ROPAR","ANANDPUR SAHIB",39,0,29,0,0,10,0,0,0,39
"PUNJAB","ROPAR","KHARAR",76,0,75,0,0,0,0,1,0,76
"PUNJAB","SANGRUR","BHAWANIGARH",17,0,0,0,0,17,0,0,0,17
"PUNJAB","SANGRUR","SUNAM",49,0,49,0,0,0,0,0,0,49
"RAJASTHAN","AJMER","KISHANGARH",1,0,1,0,0,0,0,0,0,1
"RAJASTHAN","BARAN","CHHIPABARAD",55,55,0,0,0,0,0,0,0,55
"RAJASTHAN","BARAN","MANGROL",21,21,0,0,0,0,0,0,0,21
"RAJASTHAN","BHILWARA","JAHAZPUR",4,4,0,0,0,0,0,0,0,4
"RAJASTHAN","BHILWARA","KOTRI",3,3,0,0,0,0,0,0,0,3
"RAJASTHAN","BHILWARA","MANDALGARH",21,21,0,0,0,0,0,0,0,21
"RAJASTHAN","BUNDI","HINDOLI",2,2,0,0,0,0,0,0,0,2
"RAJASTHAN","CHITTORGARH","BEGHRU",24,24,0,0,0,0,0,0,0,24
"RAJASTHAN","CHITTORGARH","CHITTORGARH",3,3,0,0,0,0,0,0,0,3
"RAJASTHAN","CHITTORGARH","PRATAPGARH",8,8,0,0,0,0,0,0,0,8
"RAJASTHAN","CHURU","RATANGARH",1,0,1,0,0,0,0,0,0,1
"RAJASTHAN","DHOLPUR","BASERI",1,1,0,0,0,0,0,0,0,1
"RAJASTHAN","DUNGARPUR","ASPUR",6,0,6,0,0,0,0,0,0,6
"RAJASTHAN","DUNGARPUR","DUNGARPUR",4,4,0,0,0,0,0,0,0,4
"RAJASTHAN","DUNGARPUR","SAGWARA",50,45,4,0,1,0,0,0,0,50
"RAJASTHAN","DUNGARPUR","SIMALWARA",14,5,0,1,8,0,0,0,0,14
"RAJASTHAN","JHALAWAR","AKLERA",1,1,0,0,0,0,0,0,0,1
"RAJASTHAN","JHALAWAR","JHALRAPATAN",24,24,0,0,0,0,0,0,0,24
"RAJASTHAN","JHALAWAR","KANPUR",9,9,0,0,0,0,0,0,0,9
"RAJASTHAN","KOTA","DIGOD",2,2,0,0,0,0,0,0,0,2
"RAJASTHAN","KOTA","SANGOD",4,4,0,0,0,0,0,0,0,4
"RAJASTHAN","NAGAUR","NAGOUR",2,2,0,0,0,0,0,0,0,2
"RAJASTHAN","RAJSAMAND","NATHDWARA",1,1,0,0,0,0,0,0,0,1
"RAJASTHAN","SIROHI","ABUROAD",2,2,0,0,0,0,0,0,0,2
"RAJASTHAN","TONK","DEOLI",2,2,0,0,0,0,0,0,0,2
"RAJASTHAN","UDAIPUR","GOGUNDA",10,10,0,0,0,0,0,0,0,10
"RAJASTHAN","UDAIPUR","KHERWARA",5,5,0,0,0,0,0,0,0,5
"TAMIL NADU","COIMBATORE","ANNAIMALAI",0,0,0,0,0,0,0,0,0,0
"TAMIL NADU","COIMBATORE","KARRMADAI",99,0,0,0,9,0,0,90,0,99
"TAMIL NADU","COIMBATORE","SARKARSAMAKULAM",3,0,0,0,0,0,0,3,0,3
"TAMIL NADU","CUDDALORE","BHUVANAGIRI",30,0,0,0,0,30,0,0,0,30
"TAMIL NADU","CUDDALORE","KAMMAPURAM",358,0,0,0,0,329,0,29,0,358
"TAMIL NADU","CUDDALORE","KUMARATCHI",0,0,0,0,0,0,0,0,0,0
"TAMIL NADU","CUDDALORE","MANGALORE",12,0,1,0,0,11,0,0,0,12
"TAMIL NADU","CUDDALORE","NALLUR",40,0,0,0,0,40,0,0,0,40
"TAMIL NADU","CUDDALORE","PARANGIPETTAI",209,0,24,0,0,185,0,0,0,209
"TAMIL NADU","CUDDALORE","VIRUDHACHALAM",18,0,0,0,17,1,0,0,0,18
"TAMIL NADU","DHARMAPURI","THALLY",10,0,0,0,0,10,0,0,0,10
"TAMIL NADU","DINDIGUL","ATHOOR",5,0,0,0,5,0,0,0,0,5
"TAMIL NADU","DINDIGUL","KODAIKANAL",236,0,0,0,187,0,0,49,0,236
"TAMIL NADU","DINDIGUL","VEDASANDUR",27,0,27,0,0,0,0,0,0,27
"TAMIL NADU","ERODE","AMMAPETTAI",10,0,0,0,0,0,0,10,0,10
"TAMIL NADU","ERODE","ANTHIYUR",53,0,2,0,5,0,0,46,0,53
"TAMIL NADU","ERODE","BHAVANI",47,0,0,0,0,0,0,47,0,47
"TAMIL NADU","ERODE","BHAVANI SAGAR",26,0,0,0,0,0,0,26,0,26
"TAMIL NADU","ERODE","CHENNIMALAI",463,0,1,0,1,0,0,461,0,463
"TAMIL NADU","ERODE","DHARAPURAM",318,0,0,0,0,130,0,188,0,318
"TAMIL NADU","ERODE","ERODE",162,0,0,0,0,7,0,155,0,162
"TAMIL NADU","ERODE","GOBI",133,0,0,0,2,0,0,131,0,133
"TAMIL NADU","ERODE","KANGAYAM",193,0,0,0,0,0,0,193,0,193
"TAMIL NADU","ERODE","KODUMUDI",1398,0,45,4,1,7,0,1341,0,1398
"TAMIL NADU","ERODE","MODA KURICHI",64,0,0,0,0,45,0,19,0,64
"TAMIL NADU","ERODE","MOOLANUR",298,0,0,0,0,101,0,197,0,298
"TAMIL NADU","ERODE","NAMBIYUR",33,0,0,0,0,0,0,33,0,33
"TAMIL NADU","ERODE","PERUNDURAI",70,0,0,0,0,0,0,70,0,70
"TAMIL NADU","ERODE","SATHYAMANGALAM",118,0,0,0,0,0,0,118,0,118
"TAMIL NADU","ERODE","T.N.PALAYAM",28,0,0,0,0,0,0,28,0,28
"TAMIL NADU","ERODE","THALAVADI",206,0,0,0,0,0,0,206,0,206
"TAMIL NADU","ERODE","UTHUKUZLI",97,0,0,0,0,0,0,97,0,97
"TAMIL NADU","ERODE","VELLAKOIL",127,0,0,0,0,0,0,127,0,127
"TAMIL NADU","KANCHIPURAM","CHITHAMUR",0,0,0,0,0,0,0,0,0,0
"TAMIL NADU","KANCHIPURAM","MADURANTHAGAM",2,0,0,0,0,2,0,0,0,2
"TAMIL NADU","KANCHIPURAM","SRIPERUMBUDUR",1,0,0,0,0,1,0,0,0,1
"TAMIL NADU","KANCHIPURAM","THIRUKKALUKUNDRAM",19,0,0,0,0,19,0,0,0,19
"TAMIL NADU","KANCHIPURAM","UTHIRAMERUR",1,0,1,0,0,0,0,0,0,1
"TAMIL NADU","KARUR","K.PARAMATHI",3,2,0,0,1,0,0,0,0,3
"TAMIL NADU","KARUR","KRISHNARAYAPURAM",0,0,0,0,0,0,0,0,0,0
"TAMIL NADU","KARUR","THANTHONI",4,4,0,0,0,0,0,0,0,4
"TAMIL NADU","NAGAPATTINAM","THALANAYAR",3,0,0,0,0,3,0,0,0,3
"TAMIL NADU","NAGAPATTINAM","VEDARANYAM",2,0,2,0,0,0,0,0,0,2
"TAMIL NADU","NAMAKKAL","ERUMAPPATTI",1,0,0,0,0,1,0,0,0,1
"TAMIL NADU","NAMAKKAL","KABILAR MALAI",2183,0,0,0,0,2173,2,8,0,2183
"TAMIL NADU","NAMAKKAL","MALLASAMUDRAM",1,0,0,0,0,1,0,0,0,1
"TAMIL NADU","NAMAKKAL","MOHANUR",45,0,0,0,0,45,0,0,0,45
"TAMIL NADU","NAMAKKAL","PALLIPALAYAM",89,0,0,0,0,89,0,0,0,89
"TAMIL NADU","NAMAKKAL","PARAMATHY",696,0,0,0,0,692,1,3,0,696
"TAMIL NADU","NAMAKKAL","TIRUNCHENGODE",37,0,0,0,0,37,0,0,0,37
"TAMIL NADU","PERAMBALUR","ALATHUR",40,0,0,0,0,40,0,0,0,40
"TAMIL NADU","PERAMBALUR","ANDIMADAM",31,0,0,0,0,31,0,0,0,31
"TAMIL NADU","PERAMBALUR","ARIYALUR",188,0,1,0,79,108,0,0,0,188
"TAMIL NADU","PERAMBALUR","JAYANKONDAM",0,0,0,0,0,0,0,0,0,0
"TAMIL NADU","PERAMBALUR","SENTHURAI",7,0,0,0,0,7,0,0,0,7
"TAMIL NADU","PUDUKOTTAI","ARANTHANGI",9,0,0,0,9,0,0,0,0,9
"TAMIL NADU","RAMNATHAPURAM","KADALADI",11,0,11,0,0,0,0,0,0,11
"TAMIL NADU","SALEM","ATTUR",15,0,0,0,0,15,0,0,0,15
"TAMIL NADU","SALEM","AYOTHIYAPATTANAM",13,0,0,0,0,13,0,0,0,13
"TAMIL NADU","SALEM","KOLATHUR",17,0,0,0,0,17,0,0,0,17
"TAMIL NADU","SALEM","OMALUR",6,0,0,0,0,6,0,0,0,6
"TAMIL NADU","SALEM","PEDDANAICKENPALAYAM",0,0,0,0,0,0,0,0,0,0
