-----
{
 "description": "The table refers to block wise surface lift schemes according to constraints. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.16.csv", 
 "title": "Download CSV for Blockwise Surface lift Schemes according to the constraints for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.16.csv"
}
-----
-----
{
 "description": "The table refers to block wise surface lift schemes according to constraints. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.16.csv", 
 "title": "Download CSV for Blockwise Surface lift Schemes according to the constraints for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.16.csv"
}
-----
"State","District","Block","Total No. of Schemes in Use","No. of scemes with no constraints","Constraints  in utilisation of irrigation potential - Power inadequate","Constraints  in utilisation of irrigation potential - Mechanical break down","Constraints  in utilisation of irrigation potential - Less water discharge","Constraints  in utilisation of irrigation potential - Storage siltation","Constraints  in utilisation of irrigation potential - Channel break down","Constraints  in utilisation of irrigation potential - Other reason","Total","Grand Total"
"BIHAR","BHAGALPUR","NAUGACHHIA",7,0,1,0,0,3,0,3,7,14
"BIHAR","BHAGALPUR","PIRPAINTI",30,0,0,0,29,0,0,1,30,60
"BIHAR","BHAGALPUR","RANGRACHOWK",1,0,0,0,0,0,0,1,1,2
"BIHAR","BHAGALPUR","SABOUR",5,0,0,0,0,0,0,5,5,10
"BIHAR","BHAGALPUR","SHAHKUND",33,0,0,17,12,1,0,3,33,66
"BIHAR","BHAGALPUR","SONHAULLA",114,0,0,0,0,11,0,103,114,228
"BIHAR","BHAGALPUR","SULTANGANJ",30,0,0,0,1,0,2,27,30,60
"BIHAR","BHOJPUR","AGIAON",5,0,0,0,0,0,0,5,5,10
"BIHAR","BHOJPUR","ARRAHSADAR",2,0,0,0,1,0,0,1,2,4
"BIHAR","BHOJPUR","BARBARA",0,0,0,0,0,0,0,0,0,0
"BIHAR","BHOJPUR","BEHIA",1,0,0,0,0,0,0,1,1,2
"BIHAR","BHOJPUR","GARHANI",3,0,1,1,0,0,0,1,3,6
"BIHAR","BHOJPUR","KOILWAR",0,0,0,0,0,0,0,0,0,0
"BIHAR","BHOJPUR","SAHAR",2,0,0,0,0,2,0,0,2,4
"BIHAR","BHOJPUR","SAHPUR",3,0,0,3,0,0,0,0,3,6
"BIHAR","BHOJPUR","SANDISH",0,0,0,0,0,0,0,0,0,0
"BIHAR","BHOJPUR","TARARI",21,0,0,0,20,1,0,0,21,42
"BIHAR","BHOJPUR","UDWABTNAGAR",4,0,0,0,0,4,0,0,4,8
"BIHAR","BOKARO","CHAS",2,0,0,0,0,0,0,2,2,4
"BIHAR","BUXAR","BUXAR",2,0,0,0,0,0,0,2,2,4
"BIHAR","BUXAR","ITARHI",5,0,0,0,0,2,0,3,5,10
"BIHAR","BUXAR","RAJPUR",6,0,2,4,0,0,0,0,6,12
"BIHAR","CHAMPARAN EAST","ADAPUR",1,0,0,0,0,1,0,0,1,2
"BIHAR","CHAMPARAN EAST","CHAURADANO",1,0,1,0,0,0,0,0,1,2
"BIHAR","CHAMPARAN EAST","CHIRAIYA",7,0,0,0,0,5,0,2,7,14
"BIHAR","CHAMPARAN EAST","GHORASAHAN",6,0,0,5,0,1,0,0,6,12
"BIHAR","CHAMPARAN EAST","HARSIDHI",3,0,0,0,0,3,0,0,3,6
"BIHAR","CHAMPARAN EAST","KALYANPUR",0,0,0,0,0,0,0,0,0,0
"BIHAR","CHAMPARAN EAST","MADHUBAN",5,0,3,2,0,0,0,0,5,10
"BIHAR","CHAMPARAN EAST","PAKARIDAYAL",4,0,2,2,0,0,0,0,4,8
"BIHAR","CHAMPARAN EAST","PIPRAKOTHI",5,0,0,0,0,5,0,0,5,10
"BIHAR","CHAMPARAN EAST","RAMGARHWA",3,0,0,0,0,3,0,0,3,6
"BIHAR","CHAMPARAN EAST","RAXAUL",2,0,2,0,0,0,0,0,2,4
"BIHAR","CHAMPARAN EAST","SUGAULI",7,0,0,0,0,7,0,0,7,14
"BIHAR","CHAMPARAN EAST","TETARIA",1,0,0,1,0,0,0,0,1,2
"BIHAR","CHAMPARAN EAST","TURKAULIA",0,0,0,0,0,0,0,0,0,0
"BIHAR","CHAMPARAN WEST","GAUNAHA",18,0,0,0,2,15,1,0,18,36
"BIHAR","CHAMPARAN WEST","LAURIYA",0,0,0,0,0,0,0,0,0,0
"BIHAR","CHAMPARAN WEST","MAJHAWALIA",1,0,0,0,0,1,0,0,1,2
"BIHAR","CHAMPARAN WEST","NAUTAN",0,0,0,0,0,0,0,0,0,0
"BIHAR","CHATRA","CHATRA",24,0,1,0,15,5,3,0,24,48
"BIHAR","CHATRA","GIDDHAUR",4,0,0,0,0,0,0,4,4,8
"BIHAR","CHATRA","HUNTERGANJ",13,0,1,4,3,4,0,1,13,26
"BIHAR","CHATRA","ITKHORI",1,0,0,0,0,0,0,1,1,2
"BIHAR","CHATRA","LAVALONG",26,0,0,0,0,26,0,0,26,52
"BIHAR","CHATRA","PATTHERGARHA",7,0,0,0,0,7,0,0,7,14
"BIHAR","CHATRA","PRATAP PUR",8,0,5,0,3,0,0,0,8,16
"BIHAR","CHATRA","SEMARIA",42,0,0,0,4,37,0,1,42,84
"BIHAR","CHATRA","TANDAWA",119,0,0,0,106,13,0,0,119,238
"BIHAR","DARBHANGA","BAHERI",1,0,0,0,0,1,0,0,1,2
"BIHAR","DARBHANGA","BENIPUR",1,0,0,0,0,0,0,1,1,2
"BIHAR","DARBHANGA","DARBHANGA",6,0,0,6,0,0,0,0,6,12
"BIHAR","DARBHANGA","GHANSHYAMPUR",0,0,0,0,0,0,0,0,0,0
"BIHAR","DARBHANGA","KEOTI(RANWAY)",3,0,2,1,0,0,0,0,3,6
"BIHAR","DARBHANGA","KVSHESHWAR ASTHAN",0,0,0,0,0,0,0,0,0,0
"BIHAR","DARBHANGA","MANIGACHHI",0,0,0,0,0,0,0,0,0,0
"BIHAR","DEOGHAR","KARON",204,0,7,0,96,101,0,0,204,408
"BIHAR","DEOGHAR","MADHUPUR",138,0,0,0,54,82,0,2,138,276
"BIHAR","DEOGHAR","SARATH",210,0,3,3,86,118,0,0,210,420
"BIHAR","DHANBAD","BAGHMARA",6,0,0,0,6,0,0,0,6,12
"BIHAR","DHANBAD","NIRSA",51,0,0,0,51,0,0,0,51,102
"BIHAR","DHANBAD","TUNDI",18,0,0,2,14,0,0,2,18,36
"BIHAR","DUMKA","DUMKA",21,0,16,1,4,0,0,0,21,42
"BIHAR","DUMKA","GOPIKANDAR",0,0,0,0,0,0,0,0,0,0
"BIHAR","DUMKA","JAMA",58,0,7,5,26,0,0,20,58,116
"BIHAR","DUMKA","JAMTARA",28,0,4,4,19,0,0,1,28,56
"BIHAR","DUMKA","JARMUNDI",13,0,0,0,1,9,0,3,13,26
"BIHAR","DUMKA","KATHIKUND",169,0,0,0,60,0,0,109,169,338
"BIHAR","DUMKA","KUNDHIT",40,0,5,1,6,28,0,0,40,80
"BIHAR","DUMKA","MASALIA",383,360,1,0,4,16,0,2,23,406
"BIHAR","DUMKA","NALA",151,0,8,20,73,34,0,16,151,302
"BIHAR","DUMKA","NARAYANPUR",121,0,0,0,110,11,0,0,121,242
"BIHAR","DUMKA","RAMGARH",3,0,0,1,0,2,0,0,3,6
"BIHAR","DUMKA","RANESHWAR",103,2,26,7,35,29,4,0,101,204
"BIHAR","DUMKA","SHIKARIPARA",127,0,0,0,119,8,0,0,127,254
"BIHAR","GARHWA","BHANDARIA",0,0,0,0,0,0,0,0,0,0
"BIHAR","GARHWA","BHAWNATHPUR",2,0,0,1,0,1,0,0,2,4
"BIHAR","GARHWA","CHIRIA",0,0,0,0,0,0,0,0,0,0
"BIHAR","GARHWA","DHURKI",24,0,1,3,20,0,0,0,24,48
"BIHAR","GARHWA","GARHWA",12,0,7,2,1,2,0,0,12,24
"BIHAR","GARHWA","MAJHIAURA",4,0,0,0,4,0,0,0,4,8
"BIHAR","GARHWA","NAYARKTARI",5,0,1,1,1,2,0,0,5,10
"BIHAR","GARHWA","RAMIA",14,0,7,0,0,5,0,2,14,28
"BIHAR","GAYA","ATARI",8,0,0,0,0,2,0,6,8,16
"BIHAR","GAYA","DUMARIA",17,0,0,0,9,0,0,8,17,34
"BIHAR","GAYA","GAYA SADAR",1,0,0,0,1,0,0,0,1,2
"BIHAR","GAYA","KHIZIRSORAI",7,0,0,7,0,0,0,0,7,14
"BIHAR","GAYA","KONCH",0,0,0,0,0,0,0,0,0,0
"BIHAR","GAYA","NIMCHAK BATHANI",2,0,2,0,0,0,0,0,2,4
"BIHAR","GAYA","TANKUPPA",2,0,0,0,0,2,0,0,2,4
"BIHAR","GIRIDIH","BAGODAR",5,0,0,0,0,1,0,4,5,10
"BIHAR","GIRIDIH","BENGABAD",26,0,1,0,7,8,0,10,26,52
"BIHAR","GIRIDIH","BIRNI",37,0,0,0,5,3,8,21,37,74
"BIHAR","GIRIDIH","DEORI",4,0,0,0,4,0,0,0,4,8
"BIHAR","GIRIDIH","DYMIR",30,0,1,5,12,0,0,12,30,60
"BIHAR","GIRIDIH","GANDEY",20,0,2,0,15,0,0,3,20,40
"BIHAR","GIRIDIH","GAWAN",5,0,2,1,2,0,0,0,5,10
"BIHAR","GIRIDIH","JAMYA",9,0,3,2,0,0,0,4,9,18
"BIHAR","GIRIDIH","RAJ DHANWAR",25,0,1,0,3,1,1,19,25,50
"BIHAR","GODDA","BOARIJORE",168,0,0,0,163,5,0,0,168,336
"BIHAR","GODDA","GODDA",23,0,0,1,8,1,0,13,23,46
"BIHAR","GODDA","MAHAGAMA",0,0,0,0,0,0,0,0,0,0
"BIHAR","GODDA","MEHARWAN",59,0,0,0,13,1,0,45,59,118
"BIHAR","GODDA","PATHARGAMA",8,0,0,0,0,8,0,0,8,16
"BIHAR","GODDA","THAKUR BANGTI",77,0,0,0,17,60,0,0,77,154
"BIHAR","GOPALGANJ","BAIKUNTHPUR",1,1,0,0,0,0,0,0,0,1
"BIHAR","GOPALGANJ","BARAULI",1,0,1,0,0,0,0,0,1,2
"BIHAR","GOPALGANJ","BHOREY",4,0,0,0,0,4,0,0,4,8
"BIHAR","GOPALGANJ","KUCHAIKOTE",2,0,0,0,0,2,0,0,2,4
"BIHAR","GOPALGANJ","PHULWARIYA",1,0,0,0,0,1,0,0,1,2
"BIHAR","GOPALGANJ","UCHKAGAON",0,0,0,0,0,0,0,0,0,0
"BIHAR","GUMLA","BALBA",0,0,0,0,0,0,0,0,0,0
"BIHAR","GUMLA","BANO",0,0,0,0,0,0,0,0,0,0
"BIHAR","GUMLA","BASIA",2,0,0,0,2,0,0,0,2,4
"BIHAR","GUMLA","BHARNO",56,0,0,1,25,30,0,0,56,112
"BIHAR","GUMLA","BISHUNPUR",3,0,1,0,0,0,1,1,3,6
"BIHAR","GUMLA","CHAINPUR",3,0,0,0,0,3,0,0,3,6
"BIHAR","GUMLA","GHAGHRA",6,0,2,1,0,3,0,0,6,12
"BIHAR","GUMLA","KANIDARA",0,0,0,0,0,0,0,0,0,0
"BIHAR","GUMLA","KOLUBIRA",3,0,0,0,0,0,2,1,3,6
"BIHAR","GUMLA","KURDEG",1,0,0,0,1,0,0,0,1,2
"BIHAR","GUMLA","PALKOT",49,0,0,0,21,3,0,25,49,98
"BIHAR","GUMLA","RAIDIH",116,0,0,0,2,29,0,85,116,232
"BIHAR","GUMLA","SIMDEGA",11,0,5,0,5,0,0,1,11,22
"BIHAR","GUMLA","SISAI",14,0,0,0,3,4,1,6,14,28
"BIHAR","GUMLA","THETHAITANGA",18,0,1,0,0,16,0,1,18,36
"BIHAR","HAZARIBAG","BARHI",3,0,0,0,1,0,0,2,3,6
"BIHAR","HAZARIBAG","BARKATTHA",0,0,0,0,0,0,0,0,0,0
"BIHAR","HAZARIBAG","BISHNUGARH",8,0,0,0,0,0,0,8,8,16
"BIHAR","HAZARIBAG","CHAUPARAN",10,0,0,0,1,0,0,9,10,20
"BIHAR","HAZARIBAG","CHURCHU",3,0,0,0,0,0,0,3,3,6
"BIHAR","HAZARIBAG","GOLA",1,0,0,0,0,0,0,1,1,2
"BIHAR","HAZARIBAG","HAZARIBAGH",7,0,1,2,1,2,0,1,7,14
"BIHAR","HAZARIBAG","ICHAK",10,0,0,1,7,2,0,0,10,20
"BIHAR","HAZARIBAG","KEREDARI",10,0,4,0,4,1,1,0,10,20
"BIHAR","HAZARIBAG","PADMA",1,0,0,0,0,0,0,1,1,2
"BIHAR","HAZARIBAG","PATRATU",12,0,0,0,12,0,0,0,12,24
"BIHAR","JAMUI","BARHAT",8,0,0,1,7,0,0,0,8,16
"BIHAR","JAMUI","GIDHOUR",3,0,0,0,0,0,0,3,3,6
"BIHAR","JAMUI","JHAJHA",13,0,2,0,1,8,1,1,13,26
"BIHAR","JAMUI","LAKSHMIPUR",6,0,0,0,0,0,0,6,6,12
"BIHAR","JAMUI","SIKANDRA",33,0,0,0,23,10,0,0,33,66
"BIHAR","JAMUI","SONO",4,0,2,2,0,0,0,0,4,8
"BIHAR","JEHANABAD","MAKHDOMPUR",4,0,0,0,0,0,0,4,4,8
"BIHAR","KATIHAR","BARARI",6,0,5,0,0,0,0,1,6,12
"BIHAR","KATIHAR","HASANGANJ",1,0,0,0,0,1,0,0,1,2
"BIHAR","KHAGARIA","ALAULI",0,0,0,0,0,0,0,0,0,0
"BIHAR","KHAGARIA","CHAUTHAM",257,4,49,36,0,167,0,1,253,510
"BIHAR","KHAGARIA","GOGRI",0,0,0,0,0,0,0,0,0,0
"BIHAR","KHAGARIA","KHAGARIA",0,0,0,0,0,0,0,0,0,0
"BIHAR","KHAGARIA","MANSI",177,1,79,43,20,34,0,0,176,353
"BIHAR","KISHANGANJ","BAHADURGANJ",0,0,0,0,0,0,0,0,0,0
"BIHAR","KISHANGANJ","KOCHADHAMIN",1,0,1,0,0,0,0,0,1,2
"BIHAR","KISHANGANJ","POTHIA",2,0,0,2,0,0,0,0,2,4
"BIHAR","KODARMA","CHANDWA",9,0,1,0,0,8,0,0,9,18
"BIHAR","KODARMA","JAINAGAR",0,0,0,0,0,0,0,0,0,0
"BIHAR","KODARMA","MARKACHO",52,0,11,1,33,2,5,0,52,104
"BIHAR","KODARMA","SATGAWAN",5,0,1,3,1,0,0,0,5,10
"BIHAR","LAKHISARAI","SURAJGARA",1,0,0,0,0,0,0,1,1,2
"BIHAR","LOHARDAGA","BHANDRA",0,0,0,0,0,0,0,0,0,0
"BIHAR","LOHARDAGA","KISKO",9,0,3,1,4,0,1,0,9,18
"BIHAR","LOHARDAGA","KURU",28,0,0,0,18,2,0,8,28,56
"BIHAR","LOHARDAGA","LOHARDAGA",11,0,0,0,0,0,0,11,11,22
"BIHAR","LOHARDAGA","SENHA",19,0,0,0,2,1,0,16,19,38
"BIHAR","MADHEPURA","KUMAR KHAND",2,0,1,0,0,1,0,0,2,4
"BIHAR","MADHEPURA","MADHEPURA",1,0,0,0,0,0,0,1,1,2
"BIHAR","MADHEPURA","UDA KISHANGANJ",0,0,0,0,0,0,0,0,0,0
"BIHAR","MADHUBANI","ANDHARADATHI",16,0,0,0,6,1,0,9,16,32
"BIHAR","MADHUBANI","BASOPATTI",1,1,0,0,0,0,0,0,0,1
"BIHAR","MADHUBANI","BENIPATTI",2,0,2,0,0,0,0,0,2,4
"BIHAR","MADHUBANI","KHAJAULI",18,16,0,0,0,0,0,2,2,20
"BIHAR","MADHUBANI","LADANIA",7,0,0,6,0,0,0,1,7,14
"BIHAR","MADHUBANI","LAKHNAUR",1,0,0,0,0,0,0,1,1,2
"BIHAR","MADHUBANI","MADHAWAPUR",126,0,0,2,3,45,1,75,126,252
"BIHAR","MADHUBANI","MADUBANI",93,0,1,0,2,36,1,53,93,186
"BIHAR","MUNGER","DHARHARA",9,1,0,0,0,0,0,8,8,17
"BIHAR","MUNGER","JAMALPUR",1,0,0,0,0,1,0,0,1,2
"BIHAR","MUNGER","KHARAGPUR",1,0,0,0,0,0,0,1,1,2
"BIHAR","MUZAFFARPUR","AURAI",1,0,0,1,0,0,0,0,1,2
"BIHAR","MUZAFFARPUR","BANDRA",0,0,0,0,0,0,0,0,0,0
"BIHAR","MUZAFFARPUR","MINAPUR",1,0,1,0,0,0,0,0,1,2
"BIHAR","MUZAFFARPUR","MORAUL",2,0,0,0,0,0,0,2,2,4
"BIHAR","MUZAFFARPUR","MOTIPUR",8,0,1,2,0,5,0,0,8,16
"BIHAR","MUZAFFARPUR","SAHEBGANJ",1,0,0,1,0,0,0,0,1,2
"BIHAR","MUZAFFARPUR","SAKRA",2,0,0,0,0,2,0,0,2,4
"BIHAR","MUZAFFARPUR","SARAIYA",1,0,0,1,0,0,0,0,1,2
"BIHAR","NALANDA","ASTHAWAN",16,0,2,7,0,7,0,0,16,32
"BIHAR","NALANDA","BEN",4,0,0,0,0,4,0,0,4,8
"BIHAR","NALANDA","BIHARSARIF",0,0,0,0,0,0,0,0,0,0
"BIHAR","NALANDA","BIND",5,0,2,0,2,1,0,0,5,10
"BIHAR","NALANDA","CHANDI",6,0,0,0,0,6,0,0,6,12
"BIHAR","NALANDA","EKANGARSARAI",17,0,4,4,4,5,0,0,17,34
"BIHAR","NALANDA","GIRIAK",2,0,0,0,0,2,0,0,2,4
"BIHAR","NALANDA","HARNAUT",11,0,1,0,0,10,0,0,11,22
"BIHAR","NALANDA","HILSA",11,0,0,0,0,10,0,1,11,22
"BIHAR","NALANDA","KARAI PARSURAI",6,0,0,0,0,5,0,1,6,12
"BIHAR","NALANDA","PARWALPUR",5,0,2,0,0,3,0,0,5,10
"BIHAR","NALANDA","RAHUI",0,0,0,0,0,0,0,0,0,0
"BIHAR","NALANDA","RAJGIR",32,0,22,0,0,10,0,0,32,64
"BIHAR","NALANDA","SARMERA",1,0,0,0,0,0,0,1,1,2
"BIHAR","NAWADA","GOBINDPUR",1,0,1,0,0,0,0,0,1,2
"BIHAR","NAWADA","NAWADA",19,0,8,0,1,0,10,0,19,38
"BIHAR","NAWADA","RAJANLI",0,0,0,0,0,0,0,0,0,0
"BIHAR","NAWADA","ROH",1,0,0,0,1,0,0,0,1,2
"BIHAR","PAKUR","AMRAPARA",2,0,0,0,1,1,0,0,2,4
"BIHAR","PAKUR","HIRANPUR",16,0,0,1,10,1,0,4,16,32
"BIHAR","PAKUR","LITIPARA",40,0,9,1,23,4,0,3,40,80
"BIHAR","PAKUR","MAHESHPUR",57,0,6,8,5,15,0,23,57,114
"BIHAR","PAKUR","PAKUR",22,0,0,0,8,10,0,4,22,44
"BIHAR","PAKUR","PAKURIA",4,0,0,0,0,4,0,0,4,8
"BIHAR","PATNA","MANER",18,0,4,0,0,9,0,5,18,36
"BIHAR","PATNA","MASAURHI",0,0,0,0,0,0,0,0,0,0
"BIHAR","PATNA","SAMPATCHAK",25,0,0,0,0,22,0,3,25,50
"BIHAR","PURNIA","KRITYANANDNAGAR",11,0,1,0,1,3,0,6,11,22
"BIHAR","PURNIA","PURNIA EAST",2,0,0,2,0,0,0,0,2,4
"BIHAR","PURNIA","RUPAULI",0,0,0,0,0,0,0,0,0,0
"BIHAR","RANCHI","ANGARA",3,0,0,0,0,0,0,3,3,6
"BIHAR","RANCHI","ARKI",17,0,0,0,0,17,0,0,17,34
"BIHAR","RANCHI","CHANHO",48,10,0,0,33,3,0,2,38,86
"BIHAR","RANCHI","KANKE",125,0,0,0,72,53,0,0,125,250
"BIHAR","RANCHI","MANDAR",0,0,0,0,0,0,0,0,0,0
"BIHAR","RANCHI","RATU",24,0,0,0,23,1,0,0,24,48
"BIHAR","RANCHI","SILLI",12,0,0,0,1,0,0,11,12,24
"BIHAR","RANCHI","SONAHATU",1,0,0,1,0,0,0,0,1,2
"BIHAR","RANCHI","TAMAR",113,0,0,0,25,86,0,2,113,226
"BIHAR","RANCHI","TORPA",5,0,0,0,0,5,0,0,5,10
"BIHAR","ROHTAS","AKORHIGOLA",3,0,0,0,0,0,0,3,3,6
"BIHAR","ROHTAS","CHENARI",2,0,1,0,1,0,0,0,2,4
"BIHAR","ROHTAS","DAWATH",1,0,0,0,0,1,0,0,1,2
"BIHAR","ROHTAS","DEHRI",3,0,0,0,0,3,0,0,3,6
"BIHAR","ROHTAS","KARGHAHAR",5,0,0,0,0,5,0,0,5,10
"BIHAR","ROHTAS","KUCHAI",10,0,0,4,0,6,0,0,10,20
"BIHAR","ROHTAS","NAWHATTA",4,0,0,0,0,4,0,0,4,8
"BIHAR","ROHTAS","NOKHA",2,0,0,0,2,0,0,0,2,4
"BIHAR","ROHTAS","ROHTAS",5,0,0,0,1,4,0,0,5,10
"BIHAR","ROHTAS","SASARAM",5,0,0,0,5,0,0,0,5,10
"BIHAR","ROHTAS","SHEOSAGAR",17,0,0,0,3,14,0,0,17,34
"BIHAR","SAHARSA","SAUR BAZAR",0,0,0,0,0,0,0,0,0,0
"BIHAR","SAHARSA","SIMORI BAKHTIARPUR",4,0,2,0,0,0,0,2,4,8
"BIHAR","SAHEBGANJ","BARHAIT",1,0,0,0,0,1,0,0,1,2
"BIHAR","SAHEBGANJ","BARHARWA",909,1,21,64,223,540,24,36,908,1817
"BIHAR","SAHEBGANJ","BORIO",223,0,0,0,164,23,0,36,223,446
"BIHAR","SAHEBGANJ","MANDRO",118,0,16,0,44,57,1,0,118,236
"BIHAR","SAHEBGANJ","PATHNA",114,0,12,0,88,13,0,1,114,228
"BIHAR","SAHEBGANJ","TALJHARI",113,0,31,4,4,7,0,67,113,226
"BIHAR","SAHEBGANJ","UDHUWA",253,0,7,18,1,203,0,24,253,506
"BIHAR","SAMASTIPUR","BIBHUTIPUR",0,0,0,0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","DALSINGHSARAI",3,0,1,0,2,0,0,0,3,6
"BIHAR","SAMASTIPUR","KALYANPUR",0,0,0,0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","KHANPUR",0,0,0,0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","PATORI",0,0,0,0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","PUSA",1,0,0,0,0,0,1,0,1,2
"BIHAR","SAMASTIPUR","ROSERA",0,0,0,0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","SAMASTIPUR",0,0,0,0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","SARAIRANJAN",1,0,1,0,0,0,0,0,1,2
"BIHAR","SAMASTIPUR","TAJPUR",3,0,0,3,0,0,0,0,3,6
"BIHAR","SAMASTIPUR","UJIARPUR",1,0,0,0,0,0,0,1,1,2
"BIHAR","SAMASTIPUR","VIDHAYAPATI NAGAR",3,0,1,1,0,1,0,0,3,6
"BIHAR","SARAN","AMNOUR",3,0,0,2,0,1,0,0,3,6
"BIHAR","SARAN","DARIYAPUR",11,0,0,0,0,10,0,1,11,22
"BIHAR","SARAN","MANJHI",7,0,0,0,0,5,0,2,7,14
"BIHAR","SARAN","MASARAKH",1,0,0,0,0,1,0,0,1,2
"BIHAR","SARAN","SONEPUR",1,0,1,0,0,0,0,0,1,2
"BIHAR","SHEIKHPURA","ARIARI",3,0,0,0,1,2,0,0,3,6
"BIHAR","SHEIKHPURA","GHAT-KHUSUMBA",27,0,0,0,0,0,0,27,27,54
"BIHAR","SHEIKHPURA","SHEIKHPURA",1,0,0,0,0,0,0,1,1,2
"BIHAR","SHEOHAR","PIPRAHI",0,0,0,0,0,0,0,0,0,0
"BIHAR","SINGHBHUM EAST","BAHARAGORA",27,0,2,2,8,2,0,13,27,54
"BIHAR","SINGHBHUM EAST","CHAKULIA",62,0,0,0,26,34,0,2,62,124
"BIHAR","SINGHBHUM EAST","DHALBHUMGARH",8,0,0,0,1,4,0,3,8,16
"BIHAR","SINGHBHUM EAST","DUMARIA",0,0,0,0,0,0,0,0,0,0
"BIHAR","SINGHBHUM EAST","GHATSHILA",35,0,0,0,0,2,0,33,35,70
"BIHAR","SINGHBHUM EAST","JAMSHEDPUR",113,0,0,0,5,108,0,0,113,226
"BIHAR","SINGHBHUM EAST","MUSABANI",8,0,0,0,0,1,0,7,8,16
"BIHAR","SINGHBHUM EAST","PATAMDA",197,1,0,1,179,10,1,5,196,393
"BIHAR","SINGHBHUM EAST","POTKA",2,0,1,0,0,0,0,1,2,4
"BIHAR","SINGHBHUM WEST","BANDGAON",2,0,2,0,0,0,0,0,2,4
"BIHAR","SINGHBHUM WEST","CHAIBASA",0,0,0,0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","CHAKRADHARPUR",2,0,0,0,0,2,0,0,2,4
"BIHAR","SINGHBHUM WEST","CHANDIL",19,0,0,0,2,16,0,1,19,38
"BIHAR","SINGHBHUM WEST","GELKERA",0,0,0,0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","GUNHARIA",0,0,0,0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","JAGNNATHPUR",4,1,2,0,1,0,0,0,3,7
"BIHAR","SINGHBHUM WEST","JHINIKPANI",0,0,0,0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","KHANSOWAN",11,0,1,0,6,4,0,0,11,22
"BIHAR","SINGHBHUM WEST","KHUNTPANI",1,0,0,0,0,0,0,1,1,2
"BIHAR","SINGHBHUM WEST","KUCHAI",0,0,0,0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","MAJHGAON",420,1,2,3,351,53,0,10,419,839
"BIHAR","SINGHBHUM WEST","MANOHARPUR",10,0,1,4,2,3,0,0,10,20
"BIHAR","SINGHBHUM WEST","NIMDIH",156,0,1,5,73,77,0,0,156,312
"BIHAR","SINGHBHUM WEST","NOAMUNDI",8,0,0,1,6,0,0,1,8,16
"BIHAR","SINGHBHUM WEST","RAJNAGAR",432,0,11,1,254,163,0,3,432,864
"BIHAR","SINGHBHUM WEST","SARAIKELA",10,0,0,9,0,0,1,0,10,20
"BIHAR","SINGHBHUM WEST","SONUA",2,0,0,0,0,0,0,2,2,4
"BIHAR","SINGHBHUM WEST","TANTNAGAR",88,0,1,0,43,44,0,0,88,176
"BIHAR","SINGHBHUM WEST","TONTO",38,0,0,0,0,22,0,16,38,76
"BIHAR","SITAMARHI","BAJAPATTI",0,0,0,0,0,0,0,0,0,0
"BIHAR","SITAMARHI","BATHNAHA",2,0,1,1,0,0,0,0,2,4
"BIHAR","SITAMARHI","DUMRA",6,0,6,0,0,0,0,0,6,12
"BIHAR","SITAMARHI","MEJARGANJ",0,0,0,0,0,0,0,0,0,0
"BIHAR","SITAMARHI","PARSAUNI",0,0,0,0,0,0,0,0,0,0
"BIHAR","SITAMARHI","PUPARI",1,0,1,0,0,0,0,0,1,2
"BIHAR","SITAMARHI","RIGA",5,0,3,0,0,0,0,2,5,10
"BIHAR","SITAMARHI","RUNISAIDPUR",5,0,2,1,0,1,0,1,5,10
"BIHAR","SITAMARHI","SONBARSA",2,0,0,0,0,0,0,2,2,4
"BIHAR","SITAMARHI","SUPPI",0,0,0,0,0,0,0,0,0,0
"BIHAR","SITAMARHI","SURSAND",1,0,1,0,0,0,0,0,1,2
"BIHAR","SIWAN","ANDAR",11,0,0,0,0,1,0,10,11,22
"BIHAR","SIWAN","BARHARIA",21,0,0,0,0,21,0,0,21,42
"BIHAR","SIWAN","DARAULI",16,0,0,0,0,16,0,0,16,32
"BIHAR","SIWAN","DARAUNDHA",4,0,0,0,0,0,0,4,4,8
"BIHAR","SIWAN","GORAIKOTHI",18,0,0,0,6,9,0,3,18,36
"BIHAR","SIWAN","GUTHANI",21,0,0,0,0,1,0,20,21,42
"BIHAR","SIWAN","HUSSAINGANJ",3,0,2,0,0,1,0,0,3,6
