-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.13.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.13.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. of constraints in utilisation,Constraints in utilisation - Non-filling up of storage,Constraints in utilisation - Siltation of storage,Constraints in utilisation - Breakdown of channel,Constraints in utilisation - Other reason,Total
TAMIL NADU,PERAMBALUR,THIRUMANUR,0,0,0,7,25,32
TAMIL NADU,PERAMBALUR,TPALUR,0,0,0,6,167,173
TAMIL NADU,PERAMBALUR,VEPPANTHATTAI,0,0,10,16,110,136
TAMIL NADU,PERAMBALUR,VEPPUR,0,0,0,2,12,14
TAMIL NADU,PUDUKKOTTAI,ANNAVASAL,731,16,0,7,0,754
TAMIL NADU,PUDUKKOTTAI,ARANTHANGI,162,47,79,11,17,316
TAMIL NADU,PUDUKKOTTAI,ARIMALAM,98,90,3,0,47,238
TAMIL NADU,PUDUKKOTTAI,AVUDAYARKOIL,147,1,1,1,116,266
TAMIL NADU,PUDUKKOTTAI,GANDARVAKKOTTAI,117,0,1,0,1,119
TAMIL NADU,PUDUKKOTTAI,KARAMBAKUDI,152,11,3,0,3,169
TAMIL NADU,PUDUKKOTTAI,KUNNANDARKOIL,382,17,4,0,0,403
TAMIL NADU,PUDUKKOTTAI,MANAMELKUDI,55,35,55,0,28,173
TAMIL NADU,PUDUKKOTTAI,PONNAMARAVATHI,569,33,1,39,10,652
TAMIL NADU,PUDUKKOTTAI,PUDUKKOTTAI,289,14,1,0,5,309
TAMIL NADU,PUDUKKOTTAI,THIRUMAYAM,248,79,2,5,0,334
TAMIL NADU,PUDUKKOTTAI,THIRUVARANKULAM,73,81,12,2,31,199
TAMIL NADU,PUDUKKOTTAI,VIRALIMALAI,563,11,1,0,0,575
TAMIL NADU,RAMANATHAPURAM,BOGALUR,20,1,14,15,37,87
TAMIL NADU,RAMANATHAPURAM,KADALADI,125,4,8,103,0,240
TAMIL NADU,RAMANATHAPURAM,KAMUDI,67,0,15,38,103,223
TAMIL NADU,RAMANATHAPURAM,MANDAPAM,0,0,0,1,1,2
TAMIL NADU,RAMANATHAPURAM,MUDUKULATHUR,56,2,24,24,42,148
TAMIL NADU,RAMANATHAPURAM,NAINARKOIL,13,4,21,25,29,92
TAMIL NADU,RAMANATHAPURAM,PARAMAKKUDI,24,1,2,56,42,125
TAMIL NADU,RAMANATHAPURAM,R.S.MANGALAM,117,2,21,41,65,246
TAMIL NADU,RAMANATHAPURAM,RAMANATHAPURAM,19,14,34,2,12,81
TAMIL NADU,RAMANATHAPURAM,TIRUPPULLANI,24,2,40,2,11,79
TAMIL NADU,RAMANATHAPURAM,TIRUVADANAI,186,18,11,19,42,276
TAMIL NADU,SALEM,ATTUR,0,5,0,0,1,6
TAMIL NADU,SALEM,AYODYAPATTANAM,0,33,0,0,1,34
TAMIL NADU,SALEM,GANGAVALLI,0,20,0,0,0,20
TAMIL NADU,SALEM,KADAYAMPATTI,0,0,0,0,17,17
TAMIL NADU,SALEM,KOLATHUR,0,2,0,0,0,2
TAMIL NADU,SALEM,MAGUDANCHAVADI,0,0,0,0,0,0
TAMIL NADU,SALEM,MECHERI,0,15,0,0,0,15
TAMIL NADU,SALEM,NANGAVALLI,0,3,0,0,0,3
TAMIL NADU,SALEM,OMALUR,0,0,0,0,19,19
TAMIL NADU,SALEM,PANAMARATHUPATTI,0,0,0,0,0,0
TAMIL NADU,SALEM,PEDDANAICKENPALAYAM,0,7,0,0,0,7
TAMIL NADU,SALEM,SALEM,0,0,0,0,0,0
TAMIL NADU,SALEM,SANKARI,0,0,0,0,0,0
TAMIL NADU,SALEM,THALAIVASAL,0,27,0,0,0,27
TAMIL NADU,SALEM,THARAMANGALAM,0,0,0,0,17,17
TAMIL NADU,SALEM,VALAPPADY,0,37,0,0,0,37
TAMIL NADU,SALEM,VEERAPANDI,0,3,0,0,0,3
TAMIL NADU,SALEM,YERCAUD,0,0,0,0,5,5
TAMIL NADU,SIVAGANGA,DEVAKOTTAI,209,45,1,35,55,345
TAMIL NADU,SIVAGANGA,ILAYANGUDI,171,4,10,0,11,196
TAMIL NADU,SIVAGANGA,KALAYARKOVIL,142,85,31,3,86,347
TAMIL NADU,SIVAGANGA,KALLAL,65,281,71,0,91,508
TAMIL NADU,SIVAGANGA,KANNANGUDI,31,97,23,18,55,224
TAMIL NADU,SIVAGANGA,MANAMADURAI,60,52,1,7,18,138
TAMIL NADU,SIVAGANGA,S. PUDUR,28,118,0,122,12,280
TAMIL NADU,SIVAGANGA,SAKKOTTAI,132,111,11,0,96,350
TAMIL NADU,SIVAGANGA,SINGAMPUNERI,205,110,0,40,130,485
TAMIL NADU,SIVAGANGA,SIVAGANGA,89,156,9,70,8,332
TAMIL NADU,SIVAGANGA,THIRUPPATTUR,117,265,28,12,107,529
TAMIL NADU,SIVAGANGA,THIRUPPAVANAM,53,53,0,25,20,151
TAMIL NADU,THANJAVUR,BUDHALUR,0,1,0,0,17,18
TAMIL NADU,THANJAVUR,MADHUKUR,0,0,0,0,38,38
TAMIL NADU,THANJAVUR,ORATHANADU,0,0,1,0,0,1
TAMIL NADU,THANJAVUR,PATTUKOTTAI,0,0,0,0,47,47
TAMIL NADU,THANJAVUR,PERAVURANI,0,1,1,0,56,58
TAMIL NADU,THANJAVUR,SEDHUBAVACHATTIRAM,0,7,5,0,58,70
TAMIL NADU,THANJAVUR,THANJAVUR,0,1,0,0,4,5
TAMIL NADU,THANJAVUR,THIRUVAIYARU,0,3,0,1,44,48
TAMIL NADU,THANJAVUR,THIRUVONAM,0,0,0,0,9,9
TAMIL NADU,THENI,ANDIPATTI,0,1,0,5,0,6
TAMIL NADU,THENI,BODI,0,0,0,0,0,0
TAMIL NADU,THENI,CHINNAMANNUR,0,0,0,0,6,6
TAMIL NADU,THENI,CUMBUM,0,0,0,0,12,12
TAMIL NADU,THENI,MYILADUMPARAI,0,0,0,1,0,1
TAMIL NADU,THENI,PERIYAKULAM,22,0,0,44,0,66
TAMIL NADU,THENI,THENI,0,0,0,3,0,3
TAMIL NADU,THENI,UTHAMAPALAYAM,0,0,0,0,4,4
TAMIL NADU,THIRUVALLUR,ELLAPURAM,0,1,1,0,41,43
TAMIL NADU,THIRUVALLUR,GUMMIDIPOONDI,0,6,4,2,6,18
TAMIL NADU,THIRUVALLUR,KADAMBATHUR,0,32,11,14,602,659
TAMIL NADU,THIRUVALLUR,MINJUR,0,0,0,0,3,3
TAMIL NADU,THIRUVALLUR,POONAMALLEE,0,0,0,0,1104,1104
TAMIL NADU,THIRUVALLUR,POONDI,0,5,0,0,61,66
TAMIL NADU,THIRUVALLUR,PUZAL,0,0,0,0,175,175
TAMIL NADU,THIRUVALLUR,R.K.PEET,0,0,0,12,18,30
TAMIL NADU,THIRUVALLUR,SHOLAVARAM,0,19,0,0,59,78
TAMIL NADU,THIRUVALLUR,THIRUVALANGADU,0,0,0,0,2,2
TAMIL NADU,THIRUVALLUR,THIRUVALLUR,0,0,0,0,20,20
TAMIL NADU,THIRUVALLUR,VILLIVAKKAM,0,0,4,2,18,24
TAMIL NADU,THIRUVARUR,KORADACHERRY,0,0,0,0,5,5
TAMIL NADU,THIRUVARUR,KOTTUR,0,0,0,0,5,5
TAMIL NADU,THIRUVARUR,KUDAVASAL,0,0,0,0,2,2
TAMIL NADU,THIRUVARUR,MANNARGUDI,0,0,0,0,1,1
TAMIL NADU,THIRUVARUR,MUTHUPETTAI,0,0,0,0,2,2
TAMIL NADU,THIRUVARUR,NANNILAM,0,0,0,0,1,1
TAMIL NADU,THIRUVARUR,NEEDAMANGALAM,0,0,0,0,1,1
TAMIL NADU,THIRUVARUR,THIRUVARUR,0,0,0,0,1,1
TAMIL NADU,THIRUVARUR,VALANGAIMAN,0,0,0,0,1,1
TAMIL NADU,TIRUCHIRAPPALLI,LALGUDI,30,0,0,0,0,30
TAMIL NADU,TIRUCHIRAPPALLI,MANIKANDAM,4,14,0,3,42,63
TAMIL NADU,TIRUCHIRAPPALLI,MANNACHANALLUR,102,0,0,0,0,102
TAMIL NADU,TIRUCHIRAPPALLI,MARUNGAPURI,7,15,65,50,0,137
TAMIL NADU,TIRUCHIRAPPALLI,PULLAMBADI,58,18,1,0,3,80
TAMIL NADU,TIRUCHIRAPPALLI,THATHAYANGARPETTAI,0,0,0,0,0,0
TAMIL NADU,TIRUCHIRAPPALLI,THIRUVERUMBUR,0,0,0,14,18,32
TAMIL NADU,TIRUCHIRAPPALLI,THOTTIYAM,0,0,0,83,0,83
TAMIL NADU,TIRUCHIRAPPALLI,THURAIYUR,6,262,0,30,1,299
TAMIL NADU,TIRUCHIRAPPALLI,VAIYAMPATTY,0,0,0,1,43,44
TAMIL NADU,TIRUNELVELI,ALANGULAM,0,19,0,18,23,60
TAMIL NADU,TIRUNELVELI,AMBASAMUDRAM,0,0,0,0,99,99
TAMIL NADU,TIRUNELVELI,CHERANMAHADEVI,0,10,1,0,92,103
TAMIL NADU,TIRUNELVELI,KADAYAM,0,8,0,47,71,126
TAMIL NADU,TIRUNELVELI,KADAYANALLUR,0,28,3,0,50,81
TAMIL NADU,TIRUNELVELI,KALAKAD,0,4,0,1,106,111
TAMIL NADU,TIRUNELVELI,KEELAPAVOOR,0,26,1,18,19,64
TAMIL NADU,TIRUNELVELI,KURUVIKULAM,0,46,11,12,6,75
TAMIL NADU,TIRUNELVELI,MANUR,0,17,0,1,43,61
TAMIL NADU,TIRUNELVELI,MELANEELITHANALLUR,0,30,4,8,2,44
TAMIL NADU,TIRUNELVELI,NANGUNERI,0,46,6,1,57,110
TAMIL NADU,TIRUNELVELI,PALAYAMKOTTAI,0,2,3,44,68,117
TAMIL NADU,TIRUNELVELI,PAPPAKUDI,0,13,0,14,27,54
TAMIL NADU,TIRUNELVELI,RADHAPURAM,0,26,0,11,3,40
TAMIL NADU,TIRUNELVELI,SANKARANKOVIL,0,27,1,5,30,63
TAMIL NADU,TIRUNELVELI,SHENCOTTAI,0,26,18,7,209,260
TAMIL NADU,TIRUNELVELI,TENKASI,0,29,0,1,164,194
TAMIL NADU,TIRUNELVELI,VALLIOOR,0,32,0,22,18,72
TAMIL NADU,TIRUNELVELI,VASUDEVANALLUR,1,46,26,8,34,115
TAMIL NADU,TIRUVANNAMALAI,ARNI,0,4,0,0,0,4
TAMIL NADU,TIRUVANNAMALAI,CHENGAM,25,40,0,6,15,86
TAMIL NADU,TIRUVANNAMALAI,CHETPET,86,0,0,0,0,86
TAMIL NADU,TIRUVANNAMALAI,KALASAPAKKAM,85,0,0,0,0,85
TAMIL NADU,TIRUVANNAMALAI,KILPENNATHUR,443,84,0,2,81,610
TAMIL NADU,TIRUVANNAMALAI,PERNAMALLUR,76,130,0,2,0,208
TAMIL NADU,TIRUVANNAMALAI,POLUR,79,0,0,1,0,80
TAMIL NADU,TIRUVANNAMALAI,PUDUPALAYAM,9,20,0,4,3,36
TAMIL NADU,TIRUVANNAMALAI,THANDARAMPET,8,48,0,0,0,56
TAMIL NADU,TIRUVANNAMALAI,THELLAR,54,0,2,76,0,132
TAMIL NADU,TIRUVANNAMALAI,THURINJAPURAM,0,99,0,2,0,101
TAMIL NADU,TIRUVANNAMALAI,TIRUVANNAMALAI,260,593,3,5,363,1224
TAMIL NADU,TIRUVANNAMALAI,VANDAVASI,57,0,0,61,1,119
TAMIL NADU,TUTICORIN DISTRICT,ALWARTHIRUNAGARI,0,11,7,0,24,42
TAMIL NADU,TUTICORIN DISTRICT,KARUNGULAM,0,43,4,1,8,56
TAMIL NADU,TUTICORIN DISTRICT,KAYATHAR,0,34,0,4,61,99
TAMIL NADU,TUTICORIN DISTRICT,KOVILPATTI,0,23,3,0,10,36
TAMIL NADU,TUTICORIN DISTRICT,OTTAPIDARAM,0,22,2,1,2,27
TAMIL NADU,TUTICORIN DISTRICT,PUDUR,0,3,11,0,65,79
TAMIL NADU,TUTICORIN DISTRICT,SRIVAIKUNTAM,0,2,7,0,38,47
TAMIL NADU,TUTICORIN DISTRICT,THOOTHUKKUDI,0,15,0,0,22,37
TAMIL NADU,TUTICORIN DISTRICT,TIRUCHENDUR,0,3,0,0,17,20
TAMIL NADU,TUTICORIN DISTRICT,VILATHIKULAM,0,7,9,13,7,36
TAMIL NADU,VELLORE,ARAKONAM,23,2,0,0,0,25
TAMIL NADU,VELLORE,ARCOT,5,6,6,9,1,27
TAMIL NADU,VELLORE,JOLARPET,0,0,0,0,0,0
TAMIL NADU,VELLORE,KAVERIPAKKAM,0,61,0,0,1,62
TAMIL NADU,VELLORE,NEMILI,4,14,6,0,41,65
TAMIL NADU,VELLORE,SHOLINGUR,0,3,0,11,2,16
TAMIL NADU,VELLORE,THIMIRI,202,4,0,5,0,211
TAMIL NADU,VELLORE,THIRUPATTUR,0,0,0,0,0,0
TAMIL NADU,VELLORE,WALAJAH,0,4,0,27,16,47
TAMIL NADU,VILLUPPURAM,CHINNA SALEM,10,0,0,5,14,29
TAMIL NADU,VILLUPPURAM,GINGEE,30,0,0,18,76,124
TAMIL NADU,VILLUPPURAM,KALLAKURICHI,18,0,0,5,17,40
TAMIL NADU,VILLUPPURAM,KALRAYAN KILLS,34,0,0,0,6,40
TAMIL NADU,VILLUPPURAM,KANAI,18,1,0,3,12,34
TAMIL NADU,VILLUPPURAM,KANDAMANGALAM,0,0,0,3,4,7
TAMIL NADU,VILLUPPURAM,KOLIYANUR,1,0,0,8,15,24
TAMIL NADU,VILLUPPURAM,MARAKKANAM,4,0,1,76,12,93
TAMIL NADU,VILLUPPURAM,MAYILAM,6,0,0,22,23,51
TAMIL NADU,VILLUPPURAM,MELMALAIYANUR,15,6,0,41,21,83
TAMIL NADU,VILLUPPURAM,MUGAIYUR,8,0,3,38,18,67
TAMIL NADU,VILLUPPURAM,OLAKKUR,0,0,0,36,21,57
TAMIL NADU,VILLUPPURAM,RISHIVANTHAYAM,7,0,0,2,25,34
TAMIL NADU,VILLUPPURAM,SANKARAPURAM,9,0,0,11,8,28
TAMIL NADU,VILLUPPURAM,THIRUKKOYILUR,136,0,4,12,11,163
TAMIL NADU,VILLUPPURAM,THIRUNAVALUR,25,0,0,1,1,27
TAMIL NADU,VILLUPPURAM,THIRUVENNAINALLUR,2,0,2,18,0,22
TAMIL NADU,VILLUPPURAM,THIYAGADHURGAM,11,0,0,7,26,44
TAMIL NADU,VILLUPPURAM,VAANOOR,7,0,0,10,4,21
TAMIL NADU,VILLUPPURAM,VALLAM,22,0,0,17,49,88
TAMIL NADU,VILLUPPURAM,VIKKIRAVANDI,2,0,0,17,15,34
TAMIL NADU,VIRUDHUNAGAR,ARUPPUKOTTAI,0,29,0,0,0,29
TAMIL NADU,VIRUDHUNAGAR,KARIAPATTI,5,4,0,3,17,29
TAMIL NADU,VIRUDHUNAGAR,NARIKUDI,13,130,16,29,28,216
TAMIL NADU,VIRUDHUNAGAR,RAJAPALAYAM,0,26,0,12,6,44
TAMIL NADU,VIRUDHUNAGAR,SIVAKASI,0,1,0,3,1,5
TAMIL NADU,VIRUDHUNAGAR,SRIVILLIPUTUR,0,25,0,13,16,54
TAMIL NADU,VIRUDHUNAGAR,TIRUCHULI,2,98,9,7,4,120
TAMIL NADU,VIRUDHUNAGAR,VEMBAKKOTTAI,0,0,0,0,0,0
TAMIL NADU,VIRUDHUNAGAR,VIRUDHUNAGAR,3,2,0,0,1,6
TAMIL NADU,VIRUDHUNAGAR,WATRAP,0,21,0,0,8,29
TRIPURA,DHALAI,AMBASSA,2,0,0,0,0,2
TRIPURA,DHALAI,MANU,4,0,0,0,0,4
TRIPURA,DHALAI,SALEMA,6,0,1,0,0,7
TRIPURA,NORTH TRIPURA,DASDA,8,0,0,1,10,19
TRIPURA,NORTH TRIPURA,GOURNAGAR,1,1,1,2,2,7
TRIPURA,NORTH TRIPURA,KADAMTALA,19,1,0,0,1,21
TRIPURA,NORTH TRIPURA,KUMARGHAT,0,1,0,0,0,1
TRIPURA,NORTH TRIPURA,PANISAGAR,35,0,0,2,49,86
TRIPURA,NORTH TRIPURA,PECHARTHAL,0,0,0,0,1,1
TRIPURA,SOUTH TRIPURA,AMAR PUR,2,1,0,7,0,10
TRIPURA,SOUTH TRIPURA,BAGAFA,4,4,3,0,29,40
TRIPURA,SOUTH TRIPURA,HRISHYAMUKH,4,0,1,3,5,13
TRIPURA,SOUTH TRIPURA,KAKRABAN,5,0,0,0,0,5
TRIPURA,SOUTH TRIPURA,KARBOOK,1,2,0,0,1,4
TRIPURA,SOUTH TRIPURA,KILLA,13,12,4,15,2,46
TRIPURA,SOUTH TRIPURA,MATABARI,24,15,0,2,0,41
TRIPURA,SOUTH TRIPURA,RAJNAGAR,1,8,5,0,19,33
TRIPURA,SOUTH TRIPURA,RUPAICHARI,74,2,0,0,7,83
TRIPURA,SOUTH TRIPURA,SATCHAND,168,6,0,0,4,178
TRIPURA,WEST TRIPURA,BISHALGARH,36,7,0,1,2,46
TRIPURA,WEST TRIPURA,BOXANAGAR,2,0,0,0,0,2
TRIPURA,WEST TRIPURA,DUKLI,25,0,0,0,1,26
TRIPURA,WEST TRIPURA,HAZAMARA,12,1,0,0,1,14
TRIPURA,WEST TRIPURA,JAMPUIJALA,2,0,1,3,3,9
TRIPURA,WEST TRIPURA,JIRANIA,8,1,0,0,0,9
TRIPURA,WEST TRIPURA,KATHALIA,1,5,0,3,3,12
TRIPURA,WEST TRIPURA,KHOWAI,14,0,0,0,0,14
TRIPURA,WEST TRIPURA,MANDAI,3,0,0,1,0,4
TRIPURA,WEST TRIPURA,MELAGHAR,8,1,0,0,19,28
TRIPURA,WEST TRIPURA,MOHANPUR,17,3,1,1,8,30
TRIPURA,WEST TRIPURA,PADMABILL,5,0,0,0,0,5
TRIPURA,WEST TRIPURA,TULASHIKHAR,40,3,0,0,0,43
UTTAR PRADESH,ALIGARH,ATRAULI,0,2,0,0,0,2
UTTAR PRADESH,ALIGARH,CHANDOUS,0,0,0,0,0,0
UTTAR PRADESH,ALIGARH,IGLAS,0,2,0,0,0,2
UTTAR PRADESH,ALIGARH,JAWA,0,1,0,0,0,1
UTTAR PRADESH,ALIGARH,LODHA,0,0,0,0,0,0
UTTAR PRADESH,ALLAHABAD,JASRA,73,1,1,0,145,220
UTTAR PRADESH,ALLAHABAD,KORAON,12,11,1,0,18,42
UTTAR PRADESH,ALLAHABAD,SHANKARGARH,49,21,41,34,8,153
UTTAR PRADESH,BAGHPAT,BAGHPAT,0,0,0,0,0,0
UTTAR PRADESH,BAHARAICH,CHITTAURA,0,0,0,0,3,3
UTTAR PRADESH,BANDA,BABERU,0,0,0,3,25,28
UTTAR PRADESH,BANDA,BADOKHAR KHURD,0,0,0,9,4,13
UTTAR PRADESH,BANDA,JASPURA,0,1,0,11,3,15
UTTAR PRADESH,BANDA,MAHUA,0,0,0,0,60,60
UTTAR PRADESH,BANDA,NARAINI,0,0,2,47,45,94
UTTAR PRADESH,BANDA,TINDWARI,0,0,9,4,2,15
UTTAR PRADESH,BAREILLY,AALAMPUR JAFARABAD,1,0,0,0,0,1
UTTAR PRADESH,BAREILLY,BHUTA,243,0,0,0,65,308
UTTAR PRADESH,BAREILLY,FARIDPUR,81,0,0,0,0,81
UTTAR PRADESH,BAREILLY,KYARA,0,6,3,3,0,12
UTTAR PRADESH,BAREILLY,SHERGARH,0,1,0,12,0,13
UTTAR PRADESH,BASTI,VIKRAMJOT,0,0,0,0,0,0
UTTAR PRADESH,BULAND SAHAR,ARNIRYA,0,0,0,0,1,1
UTTAR PRADESH,BULAND SAHAR,LAKHAWATI,0,0,0,0,13,13
UTTAR PRADESH,CHANDAULI,BARAHNI,0,0,0,0,72,72
UTTAR PRADESH,CHANDAULI,CHAHANIA,0,0,0,6,29,35
UTTAR PRADESH,CHITRAKOOT,KARVI,0,46,0,14,22,82
UTTAR PRADESH,CHITRAKOOT,MANIKPUR,0,0,3,0,2,5
UTTAR PRADESH,CHITRAKOOT,MAU,3,33,0,28,38,102
UTTAR PRADESH,CHITRAKOOT,PAHADI,0,0,18,0,40,58
UTTAR PRADESH,CHITRAKOOT,RAM NAGAR,0,73,2,31,104,210
UTTAR PRADESH,DEORIA,BAITALPUR,0,0,0,0,6,6
UTTAR PRADESH,DEORIA,BHATANI,0,0,0,0,3,3
UTTAR PRADESH,DEORIA,BHATPAR RANI,0,0,0,0,1,1
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,22,0,0,0,8,30
UTTAR PRADESH,GHAZIABAD,GARH MUKTESWAR,0,2,0,3,35,40
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,0,0,0,31,32,63
UTTAR PRADESH,GORAKHPUR,GOLA,0,1,0,0,0,1
UTTAR PRADESH,HAMIRPUR,MAUDAHA,0,11,3,0,83,97
UTTAR PRADESH,HAMIRPUR,MUSKARA,0,0,0,14,11,25
UTTAR PRADESH,HAMIRPUR,RATH,0,0,1,0,176,177
UTTAR PRADESH,HAMIRPUR,SARILA,0,0,0,0,1,1
UTTAR PRADESH,HAMIRPUR,SUMREPUR,0,15,1,9,35,60
UTTAR PRADESH,JALAUN,DAKOR,4,3,0,0,25,32
UTTAR PRADESH,JALAUN,ETKONCH,0,0,0,0,2,2
UTTAR PRADESH,JALAUN,KADAURA,0,440,0,1,23,464
UTTAR PRADESH,JALAUN,MADHO GANJ,0,0,0,0,7,7
UTTAR PRADESH,JALAUN,MAHEBA,0,0,2,0,11,13
UTTAR PRADESH,JALAUN,NADIGAON,0,0,0,1,63,64
UTTAR PRADESH,JALAUN,RAMPURA,0,0,0,0,2,2
UTTAR PRADESH,JAUNPUR,M.SHAHAR,0,0,0,0,3,3
UTTAR PRADESH,JAUNPUR,MADRIYAHU,0,0,0,0,0,0
UTTAR PRADESH,JAUNPUR,RAMPUR,0,0,0,0,2,2
UTTAR PRADESH,JHANSI,BABINA,0,0,0,14,0,14
UTTAR PRADESH,JHANSI,BAMAUR,0,27,0,16,27,70
UTTAR PRADESH,JHANSI,BANGRA,0,1,0,0,0,1
UTTAR PRADESH,JHANSI,GURSARAI,0,58,14,26,117,215
UTTAR PRADESH,JHANSI,MAURANIPUR,0,1,79,123,185,388
UTTAR PRADESH,KANNAUJ,SAURIKH,0,0,0,0,15,15
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,0,0,0,26,0,26
UTTAR PRADESH,KANPUR DEHAT,SARVENKHERA,0,0,0,1,0,1
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,0,0,0,0,0,0
UTTAR PRADESH,KAUSHAMBI,NEWADA,0,2,0,0,0,2
UTTAR PRADESH,LALITPUR,BIRDHA,0,0,19,34,70,123
UTTAR PRADESH,LALITPUR,JAKHAURA,0,2,20,29,48,99
UTTAR PRADESH,LALITPUR,MANDAWARA,0,1,45,86,61,193
UTTAR PRADESH,LALITPUR,MEHRONI,0,1,0,0,0,1
UTTAR PRADESH,LALITPUR,TALBEHAT,0,4,9,1,37,51
UTTAR PRADESH,LUCKNOW,CHINHAT,0,0,0,0,1,1
UTTAR PRADESH,MAHARAJ GANJ,BRIDGEMANGANJ,99,0,0,0,1,100
UTTAR PRADESH,MAHOBA,JAITPUR,0,2,0,7,5,14
UTTAR PRADESH,MAHOBA,KABARAI,0,0,0,14,0,14
UTTAR PRADESH,MAHOBA,PANWADI,0,0,0,14,14,28
UTTAR PRADESH,MEERUT,KHARKHODA,0,0,0,0,0,0
UTTAR PRADESH,MIRZAPUR,CHHANBEY,0,5,0,0,23,28
UTTAR PRADESH,MIRZAPUR,CITY,4,5,0,0,0,9
UTTAR PRADESH,MIRZAPUR,HALIYA,0,0,1,44,6,51
UTTAR PRADESH,MIRZAPUR,LALGANJ,15,2,2,9,19,47
UTTAR PRADESH,MIRZAPUR,RAJGARH,0,3,2,6,0,11
UTTAR PRADESH,MORADABAD,THAKURDWARA,0,13,0,0,0,13
UTTAR PRADESH,MUZZAFARNAGAR,MORNA,0,0,0,0,0,0
UTTAR PRADESH,MUZZAFARNAGAR,UN,0,0,0,0,0,0
UTTAR PRADESH,RAMPUR,SAID NAGAR,0,4,0,0,0,4
UTTAR PRADESH,SAHARANPUR,SADAULI QADEEM,0,0,0,0,0,0
UTTAR PRADESH,SANT KABIR NAGAR,NATHNAGAR,0,2,2,1,1,6
UTTAR PRADESH,SANT KABIR NAGAR,SAANTHA,0,1,5,0,2,8
UTTAR PRADESH,SANT RAVI DAS NAGAR,AURAI,0,0,0,0,1,1
UTTAR PRADESH,SHRAWASTI,JAMUNHA,0,0,0,0,13,13
UTTAR PRADESH,SIDDHARTH NAGAR,ITWA,0,0,0,0,0,0
UTTAR PRADESH,SIDDHARTH NAGAR,SHOHRATH GARH,0,0,0,12,0,12
UTTAR PRADESH,SIDDHARTH NAGAR,USKA BAZAR,0,0,7,8,0,15
UTTAR PRADESH,SONBHADRA,CHATRA,168,0,1,0,182,351
UTTAR PRADESH,SONBHADRA,CHOPAN,121,0,14,19,14,168
UTTAR PRADESH,SONBHADRA,LALGANJ,60,9,0,23,0,92
UTTAR PRADESH,SONBHADRA,NAGAOA,107,0,0,0,0,107
UTTAR PRADESH,SONBHADRA,RABERTSGANJ,160,1,0,7,179,347
UTTAR PRADESH,VARANASI,AARAJILAINS,0,0,0,0,2,2
UTTAR PRADESH,VARANASI,BADAGOAN,0,0,26,0,0,26
UTTAR PRADESH,VARANASI,CHOLA PUR,1,1,0,1,0,3
UTTAR PRADESH,VARANASI,SAVAPURI,0,0,0,0,0,0
UTTARANCHAL,ALMORA,BHAISIACHHANA,95,8,0,18,11,132
UTTARANCHAL,ALMORA,BHIKIASAIN,170,2,0,8,0,180
UTTARANCHAL,ALMORA,CHAUKHUTIYA,260,10,1,3,8,282
UTTARANCHAL,ALMORA,DHAULADEVI,195,21,1,17,13,247
UTTARANCHAL,ALMORA,DWARAHAT,67,28,1,40,19,155
UTTARANCHAL,ALMORA,HAWALBAG,107,51,2,24,6,190
UTTARANCHAL,ALMORA,LAMGARA,90,41,6,23,24,184
UTTARANCHAL,ALMORA,SALT,116,10,1,20,4,151
UTTARANCHAL,ALMORA,SYALDEY,31,64,1,2,52,150
UTTARANCHAL,ALMORA,TAKULA,135,8,0,51,40,234
UTTARANCHAL,ALMORA,TARIKHET,119,8,3,2,1,133
UTTARANCHAL,BAGESHWAR,BAGESHWAR,523,0,1,0,0,524
UTTARANCHAL,BAGESHWAR,GARUR,218,0,0,0,0,218
UTTARANCHAL,BAGESHWAR,KAPKOT,300,0,1,0,0,301
UTTARANCHAL,CHAMOLI,DASHOLI,29,0,0,17,0,46
UTTARANCHAL,CHAMOLI,DEWAL,26,1,1,6,0,34
UTTARANCHAL,CHAMOLI,GAIRSEN,93,13,3,33,0,142
UTTARANCHAL,CHAMOLI,GHAT,26,0,0,43,0,69
UTTARANCHAL,CHAMOLI,JOSHIMATH,175,0,0,5,0,180
UTTARANCHAL,CHAMOLI,KARNAPRAYAG,175,2,0,9,1,187
UTTARANCHAL,CHAMOLI,NARAINBAGAR,75,0,0,9,0,84
UTTARANCHAL,CHAMOLI,POKHARI,176,1,0,17,0,194
UTTARANCHAL,CHAMOLI,THARALI,11,1,0,63,0,75
UTTARANCHAL,CHAMPAWAT,BARAKOT,50,1,0,0,0,51
UTTARANCHAL,CHAMPAWAT,CHAMPAWAT,105,0,0,3,3,111
UTTARANCHAL,CHAMPAWAT,LOHAGHAT,72,12,3,21,11,119
UTTARANCHAL,CHAMPAWAT,PATI,86,2,1,21,3,113
