-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total
UTTAR PRADESH,ETAH,SHEETALPUR,19,131,3978,8,358,4494
UTTAR PRADESH,ETAH,SIDHPURA,2,92,271,61,3532,3958
UTTAR PRADESH,ETAH,SORON,1,558,479,88,3457,4583
UTTAR PRADESH,ETAWAH,BADPURA,5288,0,0,0,0,5288
UTTAR PRADESH,ETAWAH,BASREHAR,5309,0,0,0,0,5309
UTTAR PRADESH,ETAWAH,BHARTHANA,5279,0,0,0,0,5279
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,129,0,0,0,0,129
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,5253,0,0,0,0,5253
UTTAR PRADESH,ETAWAH,MAHEWA,5233,0,0,0,0,5233
UTTAR PRADESH,ETAWAH,SAIPHAI,1042,0,0,0,0,1042
UTTAR PRADESH,ETAWAH,TAKHA,2684,0,0,0,0,2684
UTTAR PRADESH,FAIZABAD,AMANI GANJ,3208,6,175,201,651,4241
UTTAR PRADESH,FAIZABAD,BIKAPUR,2727,674,90,33,3657,7181
UTTAR PRADESH,FAIZABAD,HASTINPUR,3132,48,160,1,1480,4821
UTTAR PRADESH,FAIZABAD,MASONDHA,1599,1666,76,6,1951,5298
UTTAR PRADESH,FAIZABAD,MAWAI,1879,92,1177,14,394,3556
UTTAR PRADESH,FAIZABAD,MAYA,1280,224,2604,17,1250,5375
UTTAR PRADESH,FAIZABAD,MILKI PUR,5286,6,4,6,30,5332
UTTAR PRADESH,FAIZABAD,PURA,4066,733,920,8,1398,7125
UTTAR PRADESH,FAIZABAD,RUDAULI,303,15,1574,4,5505,7401
UTTAR PRADESH,FAIZABAD,SOHAWAL,1184,2268,285,0,330,4067
UTTAR PRADESH,FAIZABAD,TARUN,2736,1773,1531,6,2124,8170
UTTAR PRADESH,FARRUKHABAD,BARHPUR,0,62,28,90,1611,1791
UTTAR PRADESH,FARRUKHABAD,KAMALGANJ-I,0,162,36,15,4638,4851
UTTAR PRADESH,FARRUKHABAD,KAYAMGANJ,1510,236,1561,196,1140,4643
UTTAR PRADESH,FARRUKHABAD,MOHAMDABAD,0,6,0,2,3120,3128
UTTAR PRADESH,FARRUKHABAD,NAWABGANJ-I,423,15,487,1,2489,3415
UTTAR PRADESH,FARRUKHABAD,RAJEPUR-I,33,9,0,0,2459,2501
UTTAR PRADESH,FARRUKHABAD,SHAMSHABAD,390,130,234,1024,3763,5541
UTTAR PRADESH,FATEHPUR,AIRAYA,1331,0,0,0,0,1331
UTTAR PRADESH,FATEHPUR,AMAULI,755,272,9,145,436,1617
UTTAR PRADESH,FATEHPUR,ASODHAR,31,9,138,0,1076,1254
UTTAR PRADESH,FATEHPUR,BAHUWA,1817,1,10,75,471,2374
UTTAR PRADESH,FATEHPUR,BHITAURA,3028,356,977,187,389,4937
UTTAR PRADESH,FATEHPUR,DEVMAI,46,770,13,1438,7,2274
UTTAR PRADESH,FATEHPUR,DHATA,1884,1,33,0,223,2141
UTTAR PRADESH,FATEHPUR,HASWA,2720,570,158,148,146,3742
UTTAR PRADESH,FATEHPUR,HATHGAON,2336,56,146,83,966,3587
UTTAR PRADESH,FATEHPUR,KHAJUHA,1092,272,45,466,153,2028
UTTAR PRADESH,FATEHPUR,MALWAN,1126,656,373,954,819,3928
UTTAR PRADESH,FATEHPUR,TELYANI,3126,16,120,16,107,3385
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,732,1015,73,6,79,1905
UTTAR PRADESH,FIROZABAD,EKA,0,450,935,699,3459,5543
UTTAR PRADESH,FIROZABAD,FIROZABAD,0,756,21,433,567,1777
UTTAR PRADESH,FIROZABAD,JASRANA,0,1147,279,400,920,2746
UTTAR PRADESH,FIROZABAD,KHAIRGARH,0,409,501,1054,1501,3465
UTTAR PRADESH,FIROZABAD,KOTLA NARKHI,0,147,157,1157,2319,3780
UTTAR PRADESH,FIROZABAD,MADANPUR,0,374,145,1736,2022,4277
UTTAR PRADESH,FIROZABAD,ORAON,0,1685,186,520,335,2726
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,0,840,196,1099,246,2381
UTTAR PRADESH,FIROZABAD,TUNDLA,0,532,218,1985,518,3253
UTTAR PRADESH,GAUTAM BUDHA NAGAR,BISRAKH,0,104,116,21,3703,3944
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DADRI,0,0,0,0,5078,5078
UTTAR PRADESH,GAUTAM BUDHA NAGAR,DANKAOR,0,442,356,0,7459,8257
UTTAR PRADESH,GAUTAM BUDHA NAGAR,JEWAR,0,483,563,39,5037,6122
UTTAR PRADESH,GHAZIABAD,BHOJPUR,0,1826,800,71,1789,4486
UTTAR PRADESH,GHAZIABAD,DHAULANA,0,69,271,62,3259,3661
UTTAR PRADESH,GHAZIABAD,GARH MUKTESWAR,0,147,662,42,6905,7756
UTTAR PRADESH,GHAZIABAD,HAPUR,0,2512,542,39,2595,5688
UTTAR PRADESH,GHAZIABAD,LAUNI,0,215,132,25,1002,1374
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,0,615,325,77,2534,3551
UTTAR PRADESH,GHAZIABAD,RAJPUR,0,75,0,65,2137,2277
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,0,932,418,3,4708,6061
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,2169,132,550,42,116,3009
UTTAR PRADESH,GHAZIPUR,BHADORA,834,0,0,0,446,1280
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,2318,357,114,3,493,3285
UTTAR PRADESH,GHAZIPUR,DEVKALI,2549,971,605,23,570,4718
UTTAR PRADESH,GHAZIPUR,JAMANIYA,3273,371,1022,2,2258,6926
UTTAR PRADESH,GHAZIPUR,KARNDA,2120,938,127,22,106,3313
UTTAR PRADESH,GHAZIPUR,KASIMABAD,1118,1532,497,98,1139,4384
UTTAR PRADESH,GHAZIPUR,MANIHARI,2076,675,228,1,4462,7442
UTTAR PRADESH,GHAZIPUR,MARADAH,1237,1159,4,8,4071,6479
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,1600,848,1288,110,1539,5385
UTTAR PRADESH,GHAZIPUR,REVTIPUR,118,200,428,0,724,1470
UTTAR PRADESH,GHAZIPUR,SADAR,344,373,1401,0,0,2118
UTTAR PRADESH,GHAZIPUR,SADAT,2028,819,164,219,1935,5165
UTTAR PRADESH,GHAZIPUR,SAIDPUR,1442,1335,64,42,438,3321
UTTAR PRADESH,GHAZIPUR,VIRNO,149,177,4,5,2154,2489
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,2806,2125,453,138,310,5832
UTTAR PRADESH,GONDA,BELSAR,0,0,359,0,3074,3433
UTTAR PRADESH,GONDA,BHABHANJOT,0,159,157,187,7300,7803
UTTAR PRADESH,GONDA,CHHAPIA,0,0,8,0,9248,9256
UTTAR PRADESH,GONDA,COLONELGANJ,0,0,0,0,3038,3038
UTTAR PRADESH,GONDA,HALDAR MAU,0,0,24,49,2983,3056
UTTAR PRADESH,GONDA,ITIYATHOK,0,34,1537,3802,3338,8711
UTTAR PRADESH,GONDA,JHANJHRI,0,0,4058,943,1218,6219
UTTAR PRADESH,GONDA,KATRA BAZAR,0,1,161,9,2732,2903
UTTAR PRADESH,GONDA,MANKAPUR,0,30,1234,0,6202,7466
UTTAR PRADESH,GONDA,MUJEHNA,0,4150,23,13,2150,6336
UTTAR PRADESH,GONDA,NAWABGANJ,0,100,76,0,5255,5431
UTTAR PRADESH,GONDA,PANDRIKRIPAL,0,0,20,58,4874,4952
UTTAR PRADESH,GONDA,PARASPUR,0,8,4295,26,2068,6397
UTTAR PRADESH,GONDA,RUPIHDEEH,0,0,3,3,9068,9074
UTTAR PRADESH,GONDA,TARABGANJ,0,0,1757,0,666,2423
UTTAR PRADESH,GONDA,WAZIRGANJ,0,0,130,0,5755,5885
UTTAR PRADESH,GORAKHPUR,BANSGAON,0,7,0,0,3398,3405
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,0,0,1,0,3598,3599
UTTAR PRADESH,GORAKHPUR,BELGHAT,0,12,0,0,5148,5160
UTTAR PRADESH,GORAKHPUR,BHATHAT,0,6,29,1,5826,5862
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,0,122,4,1,4022,4149
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,0,36,63,0,7586,7685
UTTAR PRADESH,GORAKHPUR,CHARGANWA,0,230,7,11,3787,4035
UTTAR PRADESH,GORAKHPUR,GAGHA,0,0,1,0,1764,1765
UTTAR PRADESH,GORAKHPUR,GOLA,0,0,78,37,2874,2989
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,0,14,21,0,4809,4844
UTTAR PRADESH,GORAKHPUR,KAURIRAM,0,0,1,0,3003,3004
UTTAR PRADESH,GORAKHPUR,KHAJANI,0,33,289,0,4807,5129
UTTAR PRADESH,GORAKHPUR,KHORABAR,0,29,13,33,2541,2616
UTTAR PRADESH,GORAKHPUR,PALI,0,12,0,0,3366,3378
UTTAR PRADESH,GORAKHPUR,PIPRAICH,0,0,0,0,4351,4351
UTTAR PRADESH,GORAKHPUR,PIPRAULI,0,5,0,0,2700,2705
UTTAR PRADESH,GORAKHPUR,SAHJANWA,0,32,937,16,2723,3708
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,0,1,3,0,3218,3222
UTTAR PRADESH,GORAKHPUR,URUWA,0,2,8,3,4663,4676
UTTAR PRADESH,HAMIRPUR,GOHAND,4,37,78,24,507,650
UTTAR PRADESH,HAMIRPUR,KURARA,4,9,1,73,313,400
UTTAR PRADESH,HAMIRPUR,MAUDAHA,41,186,179,226,1322,1954
UTTAR PRADESH,HAMIRPUR,MUSKARA,24,13,33,70,1117,1257
UTTAR PRADESH,HAMIRPUR,RATH,301,1,1,346,2082,2731
UTTAR PRADESH,HAMIRPUR,SARILA,0,199,549,206,398,1352
UTTAR PRADESH,HAMIRPUR,SUMREPUR,7,74,234,145,1316,1776
UTTAR PRADESH,HARDOI,AHIROURI,0,0,4036,6,541,4583
UTTAR PRADESH,HARDOI,BAVAN,0,0,26,2,3490,3518
UTTAR PRADESH,HARDOI,BEHANDAR,0,0,1585,0,1234,2819
UTTAR PRADESH,HARDOI,BHARAWAN,0,0,5,0,1712,1717
UTTAR PRADESH,HARDOI,BHARKHANI,0,0,0,0,4993,4993
UTTAR PRADESH,HARDOI,BILGRAM,0,0,19,2576,130,2725
UTTAR PRADESH,HARDOI,HARIYAWAN,0,0,5,59,2126,2190
UTTAR PRADESH,HARDOI,HARPALPUR,0,0,18,0,4473,4491
UTTAR PRADESH,HARDOI,KACHOUNA,0,1,0,0,4069,4070
UTTAR PRADESH,HARDOI,KOTHAWAN,0,0,2,0,3488,3490
UTTAR PRADESH,HARDOI,MAHDHOGANJ,0,6,816,2,2300,3124
UTTAR PRADESH,HARDOI,MALLAWAN,0,0,13,0,2543,2556
UTTAR PRADESH,HARDOI,PIHANI,0,0,0,0,2755,2755
UTTAR PRADESH,HARDOI,SANDI,0,11,45,3,3628,3687
UTTAR PRADESH,HARDOI,SANDILA,0,0,62,13,2036,2111
UTTAR PRADESH,HARDOI,SHAHABAD,0,6,88,1,5516,5611
UTTAR PRADESH,HARDOI,SURSA,0,0,126,6,3935,4067
UTTAR PRADESH,HARDOI,TANDIYAWA,0,0,0,0,2005,2005
UTTAR PRADESH,HARDOI,TODARPUR,0,3,143,2,3638,3786
UTTAR PRADESH,HATHRAS,HASAYAN,4855,1,0,0,0,4856
UTTAR PRADESH,HATHRAS,HATHRAS,5088,0,0,0,0,5088
UTTAR PRADESH,HATHRAS,MURSAN,5049,4,3,0,0,5056
UTTAR PRADESH,HATHRAS,SADABAD,4408,0,0,0,0,4408
UTTAR PRADESH,HATHRAS,SAHPAU,2664,1,0,0,0,2665
UTTAR PRADESH,HATHRAS,SASNI,4025,0,0,0,3,4028
UTTAR PRADESH,HATHRAS,SIKANDRARAO,4351,0,2,0,0,4353
UTTAR PRADESH,JALAUN,DAKOR,0,0,0,0,882,882
UTTAR PRADESH,JALAUN,ETKONCH,0,0,0,5,1604,1609
UTTAR PRADESH,JALAUN,JALAUN,0,0,9,0,1744,1753
UTTAR PRADESH,JALAUN,KADAURA,0,69,1,10,243,323
UTTAR PRADESH,JALAUN,KUTHAUND,0,438,14,3,418,873
UTTAR PRADESH,JALAUN,MADHO GANJ,0,1,1,0,1933,1935
UTTAR PRADESH,JALAUN,MAHEBA,0,0,34,2,419,455
UTTAR PRADESH,JALAUN,NADIGAON,0,0,0,0,455,455
UTTAR PRADESH,JALAUN,RAMPURA,0,3,1,0,1058,1062
UTTAR PRADESH,JAUNPUR,BADLA PUR,20,67,196,13,4917,5213
UTTAR PRADESH,JAUNPUR,BAKSHA,0,2116,350,661,1408,4535
UTTAR PRADESH,JAUNPUR,BARSOTHI,2,252,122,112,2368,2856
UTTAR PRADESH,JAUNPUR,DHARMA PUR,4,311,80,352,1992,2739
UTTAR PRADESH,JAUNPUR,DOBHI,1,1108,310,2,1439,2860
UTTAR PRADESH,JAUNPUR,JALAL PUR,0,518,0,0,1340,1858
UTTAR PRADESH,JAUNPUR,KARNJAKALA,0,1031,279,29,3216,4555
UTTAR PRADESH,JAUNPUR,KERAKAT,0,1410,823,238,522,2993
UTTAR PRADESH,JAUNPUR,KHUTHAN,61,169,119,6,4201,4556
UTTAR PRADESH,JAUNPUR,M.SHAHAR,7,451,329,153,2831,3771
UTTAR PRADESH,JAUNPUR,MADRIYAHU,3,92,150,296,3015,3556
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,17,177,96,4,4598,4892
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,0,606,199,23,1598,2426
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,2,108,48,2,2052,2212
UTTAR PRADESH,JAUNPUR,RAM NAGAR,3,38,1,5,1954,2001
UTTAR PRADESH,JAUNPUR,RAMPUR,0,563,415,114,1273,2365
UTTAR PRADESH,JAUNPUR,SHAH GANJ,108,79,1824,190,3743,5944
UTTAR PRADESH,JAUNPUR,SIKRARA,14,693,33,63,3195,3998
UTTAR PRADESH,JAUNPUR,SIRKONI,2,446,402,286,1924,3060
UTTAR PRADESH,JAUNPUR,SUITHA KALA,1,349,7,186,4034,4577
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,8,5,52,17,4291,4373
UTTAR PRADESH,JHANSI,BABINA,0,1,1,357,278,637
UTTAR PRADESH,JHANSI,BADAGAON,0,18,194,382,17,611
UTTAR PRADESH,JHANSI,BAMAUR,0,39,5,43,46,133
UTTAR PRADESH,JHANSI,BANGRA,0,0,5,160,25,190
UTTAR PRADESH,JHANSI,CHIRGAON,8,94,1850,588,491,3031
UTTAR PRADESH,JHANSI,GURSARAI,1,8,24,761,126,920
UTTAR PRADESH,JHANSI,MAURANIPUR,0,11,524,766,125,1426
UTTAR PRADESH,JHANSI,MOTH,0,12,7,925,1255,2199
UTTAR PRADESH,JYOTIBA PHULENAGAR,AMROHA,4,658,7157,148,2298,10265
UTTAR PRADESH,JYOTIBA PHULENAGAR,DHANORA,5,787,8813,178,2842,12625
UTTAR PRADESH,JYOTIBA PHULENAGAR,GAJROLA,4,664,8088,149,2651,11556
UTTAR PRADESH,JYOTIBA PHULENAGAR,GANGESHWARI,6,838,9339,165,3547,13895
UTTAR PRADESH,JYOTIBA PHULENAGAR,HASANPUR,4,719,8364,178,2664,11929
UTTAR PRADESH,JYOTIBA PHULENAGAR,JOYA,4,523,6856,144,1848,9375
UTTAR PRADESH,KANNAUJ,CHHIBRAMAU,2429,87,138,902,323,3879
UTTAR PRADESH,KANNAUJ,HASERAN,0,3,0,0,926,929
UTTAR PRADESH,KANNAUJ,JALABAD,0,6,21,2350,548,2925
UTTAR PRADESH,KANNAUJ,KANNAUJ,0,11,0,0,2988,2999
UTTAR PRADESH,KANNAUJ,SAURIKH,2883,23,210,245,154,3515
UTTAR PRADESH,KANNAUJ,TALGRAM,2723,319,510,2785,71,6408
UTTAR PRADESH,KANNAUJ,UMARDA,0,14,3,3521,2526,6064
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,0,0,0,2898,0,2898
UTTAR PRADESH,KANPUR DEHAT,AMRAUDHA,0,0,0,188,0,188
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,0,0,0,2619,0,2619
UTTAR PRADESH,KANPUR DEHAT,JHINJHAK,0,0,0,3282,0,3282
UTTAR PRADESH,KANPUR DEHAT,MAITHA,0,0,0,3966,0,3966
UTTAR PRADESH,KANPUR DEHAT,MALASA,0,93,0,937,0,1030
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,0,0,0,695,0,695
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,0,0,0,6679,0,6679
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,0,0,0,1625,0,1625
UTTAR PRADESH,KANPUR DEHAT,SARVENKHERA,0,0,0,2775,0,2775
UTTAR PRADESH,KANPUR NAGAR,BILHAUR,2,3543,317,309,167,4338
UTTAR PRADESH,KANPUR NAGAR,BITARGAON,0,2634,130,529,171,3464
UTTAR PRADESH,KANPUR NAGAR,CHAMBEPUR,0,2400,34,13,36,2483
UTTAR PRADESH,KANPUR NAGAR,GHATAMPUR,0,440,3,12,17,472
UTTAR PRADESH,KANPUR NAGAR,KAKWAN,0,1094,8,6,230,1338
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,0,2085,27,50,600,2762
UTTAR PRADESH,KANPUR NAGAR,PATARA,0,1332,413,525,130,2400
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,0,1860,59,173,159,2251
UTTAR PRADESH,KANPUR NAGAR,SHIVRAJPUR,2,1483,362,519,1702,4068
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,1,2836,415,90,222,3564
UTTAR PRADESH,KAUSHAMBI,CHAYAL,0,51,134,2,1541,1728
UTTAR PRADESH,KAUSHAMBI,KARA,0,10,524,1,1473,2008
UTTAR PRADESH,KAUSHAMBI,KOSHAMBHI,0,7,343,0,1209,1559
UTTAR PRADESH,KAUSHAMBI,MANJHANPUR,0,153,1253,21,1691,3118
UTTAR PRADESH,KAUSHAMBI,MURATGANJ,0,108,24,48,422,602
UTTAR PRADESH,KAUSHAMBI,NEWADA,0,140,104,0,1139,1383
UTTAR PRADESH,KAUSHAMBI,SARSAWAN,0,176,101,37,1952,2266
UTTAR PRADESH,KAUSHAMBI,SIRATHU,0,3,31,8,891,933
UTTAR PRADESH,KHERI,BANKEYGANJ,6028,68,1316,88,568,8068
UTTAR PRADESH,KHERI,BEHJAM,4305,78,239,137,993,5752
UTTAR PRADESH,KHERI,BIJUA,3549,171,581,3,1526,5830
UTTAR PRADESH,KHERI,DHAUREHRA,198,41,1322,14,498,2073
UTTAR PRADESH,KHERI,ISANAGAR,453,121,359,103,1495,2531
UTTAR PRADESH,KHERI,KHUMBHIGOLA,8709,2,3,110,835,9659
UTTAR PRADESH,KHERI,LAKHIMPUR,983,48,428,7,7603,9069
UTTAR PRADESH,KHERI,MITAULI,5720,294,733,248,326,7321
UTTAR PRADESH,KHERI,MOHAMMADI,7159,683,191,51,395,8479
UTTAR PRADESH,KHERI,NAKAHA,666,588,397,82,5817,7550
UTTAR PRADESH,KHERI,NIGHASAN,2320,51,204,8,3060,5643
UTTAR PRADESH,KHERI,PALIA,4067,62,1023,13,718,5883
UTTAR PRADESH,KHERI,PASGAWAN,479,283,268,14,5099,6143
UTTAR PRADESH,KHERI,PHOOLBEHAR,3514,581,479,253,5958,10785
UTTAR PRADESH,KHERI,RAMIA BEHAR,1951,0,1028,0,44,3023
UTTAR PRADESH,KUSHINAGAR,BISHUN PUR,0,1,205,0,2434,2640
UTTAR PRADESH,KUSHINAGAR,DUDAHI,0,1,1,0,2254,2256
UTTAR PRADESH,KUSHINAGAR,FAZIL NAGAR,0,0,233,451,2447,3131
UTTAR PRADESH,KUSHINAGAR,HATA,0,46,47,116,2844,3053
UTTAR PRADESH,KUSHINAGAR,KAPTAN GANJ,0,401,314,138,3568,4421
UTTAR PRADESH,KUSHINAGAR,KASAYA,0,4,90,0,2538,2632
UTTAR PRADESH,KUSHINAGAR,KHADDA,0,0,0,0,2034,2034
UTTAR PRADESH,KUSHINAGAR,MOTI CHAK,0,2,145,849,2670,3666
UTTAR PRADESH,KUSHINAGAR,NEBUAA NAORANGIYA,0,32,1,4,2987,3024
UTTAR PRADESH,KUSHINAGAR,PADRAUNA,0,1,119,52,3859,4031
UTTAR PRADESH,KUSHINAGAR,RAMKOLA,0,1,815,4,1944,2764
UTTAR PRADESH,KUSHINAGAR,SEVARI,0,0,2,0,1487,1489
UTTAR PRADESH,KUSHINAGAR,SHUKARAULI,0,0,42,1025,2603,3670
UTTAR PRADESH,KUSHINAGAR,TAMAKUHI,0,55,56,125,2713,2949
UTTAR PRADESH,LALITPUR,BAR,0,0,1,0,285,286
UTTAR PRADESH,LALITPUR,BIRDHA,0,0,0,0,204,204
UTTAR PRADESH,LALITPUR,JAKHAURA,0,0,0,12,111,123
UTTAR PRADESH,LALITPUR,MEHRONI,0,0,0,14,310,324
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,0,79,84,755,3275,4193
UTTAR PRADESH,LUCKNOW,CHINHAT,0,50,360,95,1694,2199
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,0,129,100,10,4948,5187
UTTAR PRADESH,LUCKNOW,KAKORI,0,2,1,1,2547,2551
UTTAR PRADESH,LUCKNOW,MALIHABAD,0,553,118,303,1373,2347
UTTAR PRADESH,LUCKNOW,MALL,0,8,0,85,2843,2936
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,0,117,611,0,5443,6171
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,0,138,126,199,4415,4878
UTTAR PRADESH,MAHARAJ GANJ,BRIDGEMANGANJ,4568,1,128,15,177,4889
UTTAR PRADESH,MAHARAJ GANJ,DHANI,1448,0,0,11,246,1705
UTTAR PRADESH,MAHARAJ GANJ,GHUGHULI,1578,3,190,46,2741,4558
UTTAR PRADESH,MAHARAJ GANJ,LAKSHMIPUR,4829,0,671,1,1262,6763
UTTAR PRADESH,MAHARAJ GANJ,MAHRAJGANJ SADAR,29,2,0,0,4680,4711
UTTAR PRADESH,MAHARAJ GANJ,MITHAURA,3285,2,1087,4,185,4563
UTTAR PRADESH,MAHARAJ GANJ,NAUTANAWA,1912,0,87,1832,1196,5027
UTTAR PRADESH,MAHARAJ GANJ,NICHLAUL,6111,2,65,15,933,7126
UTTAR PRADESH,MAHARAJ GANJ,PANIYARA,4783,11,300,16,2406,7516
UTTAR PRADESH,MAHARAJ GANJ,PARTAWAL,3595,0,157,144,665,4561
UTTAR PRADESH,MAHARAJ GANJ,PHARENDA,4583,0,112,1134,504,6333
UTTAR PRADESH,MAHARAJ GANJ,SISWA,2494,6,120,166,1833,4619
UTTAR PRADESH,MAHOBA,CHARKHARI,0,0,1,150,119,270
UTTAR PRADESH,MAHOBA,KABARAI,0,0,0,20,9,29
UTTAR PRADESH,MAHOBA,PANWADI,5,1,25,133,276,440
UTTAR PRADESH,MAINPURI,BARNAHAL,0,792,424,825,1727,3768
UTTAR PRADESH,MAINPURI,BEWAR,0,64,725,1770,6819,9378
UTTAR PRADESH,MAINPURI,GHIROR,0,335,735,2864,1944,5878
UTTAR PRADESH,MAINPURI,JAGIR,0,81,23,740,3727,4571
UTTAR PRADESH,MAINPURI,KARHAL,0,670,1162,898,3018,5748
UTTAR PRADESH,MAINPURI,KISHANI,0,0,0,973,3064,4037
UTTAR PRADESH,MAINPURI,KURAWALI,0,208,144,928,5692,6972
UTTAR PRADESH,MAINPURI,MAINPURI,0,46,557,1200,5748,7551
UTTAR PRADESH,MAINPURI,SULTANGANJ,0,174,167,2898,5876,9115
UTTAR PRADESH,MATHURA,BALDEV,0,104,23,347,3646,4120
UTTAR PRADESH,MATHURA,CHHATA,0,0,0,4131,2638,6769
UTTAR PRADESH,MATHURA,CHOMUHA,0,462,194,1135,2037,3828
UTTAR PRADESH,MATHURA,FARAH,0,3,6,405,6282,6696
UTTAR PRADESH,MATHURA,GOVERDHAN,0,0,0,300,3991,4291
UTTAR PRADESH,MATHURA,MAAT,0,261,2775,44,382,3462
UTTAR PRADESH,MATHURA,MATHURA,0,122,52,1671,4840,6685
UTTAR PRADESH,MATHURA,NAND GAWON,0,0,424,263,3913,4600
UTTAR PRADESH,MATHURA,NOHJHIL,0,153,411,687,5002,6253
UTTAR PRADESH,MATHURA,RAYA,0,52,119,735,5043,5949
UTTAR PRADESH,MAU,BADRAW,1171,176,73,178,840,2438
UTTAR PRADESH,MAU,DOHARIGHAT,1924,87,101,82,582,2776
UTTAR PRADESH,MAU,FATEEHPUR MANDAVA,2147,271,913,1158,646,5135
UTTAR PRADESH,MAU,GHOSI,2386,170,28,0,343,2927
UTTAR PRADESH,MAU,KOPAGANJ,1679,75,44,5,280,2083
UTTAR PRADESH,MAU,MUHAMMDABAD,2020,1114,58,5,1569,4766
UTTAR PRADESH,MAU,PARDHA,2275,1116,142,17,207,3757
UTTAR PRADESH,MAU,RANIPUR,3566,1,1,1,0,3569
UTTAR PRADESH,MAU,RATANPURA,1127,914,89,24,382,2536
UTTAR PRADESH,MEERUT,DAURALA,0,2127,71,131,1856,4185
UTTAR PRADESH,MEERUT,GEHTA,0,2028,551,36,627,3242
UTTAR PRADESH,MEERUT,HASTINAPUR,0,704,578,0,5734,7016
UTTAR PRADESH,MEERUT,JANI KHURD,0,767,395,41,2338,3541
UTTAR PRADESH,MEERUT,KHARKHODA,0,2867,306,0,74,3247
UTTAR PRADESH,MEERUT,MACHHRA,0,250,3552,1,287,4090
UTTAR PRADESH,MEERUT,MAWANA,0,939,244,59,6015,7257
UTTAR PRADESH,MEERUT,MEERUT,0,581,192,57,801,1631
UTTAR PRADESH,MEERUT,PARIKSHITGARH,0,1482,2464,1085,754,5785
UTTAR PRADESH,MEERUT,RAJPURA,0,2447,380,1,80,2908
UTTAR PRADESH,MEERUT,SARDHANA,0,2066,259,99,1837,4261
UTTAR PRADESH,MEERUT,SARURPUR KHURD,0,1875,569,70,1561,4075
UTTAR PRADESH,MIRZAPUR,CHHANBEY,2,167,40,32,72,313
UTTAR PRADESH,MIRZAPUR,CITY,367,165,55,257,233,1077
UTTAR PRADESH,MIRZAPUR,HALIYA,82,2,66,126,115,391
UTTAR PRADESH,MIRZAPUR,JAMALPUR,64,54,10,2,1170,1300
UTTAR PRADESH,MIRZAPUR,KONE,54,39,5,0,150,248
UTTAR PRADESH,MIRZAPUR,LALGANJ,223,3,0,88,17,331
UTTAR PRADESH,MIRZAPUR,MAJHWAN,17,479,13,1,21,531
UTTAR PRADESH,MIRZAPUR,MARIHAN,0,1,0,0,0,1
UTTAR PRADESH,MIRZAPUR,NARAYANPUR,166,192,46,74,568,1046
UTTAR PRADESH,MIRZAPUR,PAHARI,19,97,23,34,82,255
UTTAR PRADESH,MIRZAPUR,RAJGARH,112,17,8,42,22,201
UTTAR PRADESH,MIRZAPUR,SIKHAR,283,293,20,1,479,1076
UTTAR PRADESH,MORADABAD,ASMOLI,2,243,3429,69,842,4585
UTTAR PRADESH,MORADABAD,BAHJOI,4,415,4374,83,1731,6607
