-----
{
 "description": "The table refers to Block wise Distribution of Dugwells according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Government Funds,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Others,Total
ANDHRA PRADESH,WARANGAL,MADDUR,2267,13,41,21,0,2342
ANDHRA PRADESH,WARANGAL,MAHABUBABAD,4155,61,4,95,0,4315
ANDHRA PRADESH,WARANGAL,MANGAPET,363,0,2,0,0,365
ANDHRA PRADESH,WARANGAL,MARIPEDA,5703,320,20,154,0,6197
ANDHRA PRADESH,WARANGAL,MOGULLAPALLE,4316,13,10,60,2,4401
ANDHRA PRADESH,WARANGAL,MULUG,693,189,5,36,0,923
ANDHRA PRADESH,WARANGAL,NALLABELLY,2050,19,88,54,4,2215
ANDHRA PRADESH,WARANGAL,NARMETTA,2712,2,40,21,4,2779
ANDHRA PRADESH,WARANGAL,NARSAMPET,2654,14,35,86,3,2792
ANDHRA PRADESH,WARANGAL,NARSIMHULAPET,3950,4,6,11,0,3971
ANDHRA PRADESH,WARANGAL,NEKKONDA,2888,93,23,28,302,3334
ANDHRA PRADESH,WARANGAL,NELLIKUDUR,4342,48,36,12,0,4438
ANDHRA PRADESH,WARANGAL,PALAKURTHI,4577,226,195,145,1,5144
ANDHRA PRADESH,WARANGAL,PARKAL,4538,265,86,61,239,5189
ANDHRA PRADESH,WARANGAL,PARVATHAGIRI,3398,47,101,39,67,3652
ANDHRA PRADESH,WARANGAL,RAGHUNATHA PALLE,3597,309,54,9,10,3979
ANDHRA PRADESH,WARANGAL,RAIPARTHY,3474,21,31,92,0,3618
ANDHRA PRADESH,WARANGAL,REGONDA,4339,72,22,34,17,4484
ANDHRA PRADESH,WARANGAL,SANGEM,757,3343,54,66,13,4233
ANDHRA PRADESH,WARANGAL,SHAYAMPET,2449,8,86,50,0,2593
ANDHRA PRADESH,WARANGAL,TADVAI,115,1,43,40,5,204
ANDHRA PRADESH,WARANGAL,THORRUR,3548,79,29,69,533,4258
ANDHRA PRADESH,WARANGAL,VENKATAPUR,643,3,5,2,2,655
ANDHRA PRADESH,WARANGAL,WARDHANNAPET,4855,53,57,114,3,5082
ANDHRA PRADESH,WARANGAL,ZAFFERGADH,3100,54,66,27,1,3248
ANDHRA PRADESH,WEST GODAVARI,BHIMADOLE,305,14,0,1,0,320
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,53,0,59,0,0,112
ANDHRA PRADESH,WEST GODAVARI,CHINTALAPUDI,89,588,10,0,0,687
ANDHRA PRADESH,WEST GODAVARI,DENDULURU,329,318,44,13,0,704
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,0,376,0,0,0,376
ANDHRA PRADESH,WEST GODAVARI,DWARAKA TIRUMALA,472,5,4,0,0,481
ANDHRA PRADESH,WEST GODAVARI,GOPALAPURAM,838,0,13,4,1,856
ANDHRA PRADESH,WEST GODAVARI,JANGAREDDIGUDEM,812,22,32,4,0,870
ANDHRA PRADESH,WEST GODAVARI,JEELUGUMILLI,3,0,0,1,0,4
ANDHRA PRADESH,WEST GODAVARI,KAMAVARAPUKOTA,145,12,118,14,0,289
ANDHRA PRADESH,WEST GODAVARI,KOYYALAGUDEM,833,40,114,9,0,996
ANDHRA PRADESH,WEST GODAVARI,LINGAPALEM,1802,20,15,0,8,1845
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,469,494,25,8,2,998
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,44,0,0,3,0,47
ANDHRA PRADESH,WEST GODAVARI,T NARASAPURAM,1540,183,25,17,18,1783
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,29,0,0,0,0,29
ANDHRA PRADESH,WEST GODAVARI,UNGUTURU,17,0,0,0,0,17
ARUNACHAL PRADESH,CHANGLANG,BORDUMSA-DIYUN,0,0,0,1,0,1
ARUNACHAL PRADESH,EAST SIANG,MEBO,0,0,0,1,0,1
ARUNACHAL PRADESH,PAPUMPARE,KIMIN-DOIMUKH,0,0,0,2,0,2
ASSAM,BARPETA,CHAK-CHAKA,23,0,0,0,0,23
ASSAM,CACHAR,LAKHIPUR,0,0,0,0,1,1
ASSAM,DHUBRI,GOLOKGANJ,11,3,0,0,0,14
ASSAM,GOALPARA,DUDHNAI,1,1,0,3,5,10
ASSAM,GOALPARA,KUSHDHAWA,7,2,0,0,1,10
ASSAM,JORHAT,JORHAT NORTH WEST,0,0,1,0,9,10
ASSAM,KOKRAJHAR,KACHUGAON,0,0,0,3,0,3
ASSAM,KOKRAJHAR,SIDLI-CHIRANG PT,0,0,0,1,0,1
ASSAM,LAKHIMPUR,BIHPURIA,3,0,0,2,0,5
ASSAM,LAKHIMPUR,NARAYANPUR,20,0,2,23,8,53
ASSAM,MORIGAON,MAYONG,0,6,0,11,1,18
ASSAM,NAGOAN,BAJIAGAON,0,0,0,0,1,1
ASSAM,NAGOAN,BARHAMPUR,0,0,0,0,1,1
ASSAM,SIBSAGAR,PACHIM ABHOYPUR,0,0,0,3,0,3
ASSAM,SONITPUR,BAGHMARA,0,0,0,0,1,1
BIHAR,AURANGABAD,AURANGABAD,281,24,46,99,4,454
BIHAR,AURANGABAD,BARUN,565,25,25,68,0,683
BIHAR,AURANGABAD,DAUDNAGAR,104,0,54,165,3,326
BIHAR,AURANGABAD,DEO,401,25,101,303,6,836
BIHAR,AURANGABAD,GOH,284,28,5,147,6,470
BIHAR,AURANGABAD,HASPURA,112,11,44,199,5,371
BIHAR,AURANGABAD,KUTUMBA,537,16,78,268,35,934
BIHAR,AURANGABAD,MADANPUR,381,74,66,301,41,863
BIHAR,AURANGABAD,NABINAGAR,357,4,31,92,1,485
BIHAR,AURANGABAD,OBRA,131,35,8,22,4,200
BIHAR,AURANGABAD,RAFIGANAJ,369,20,14,176,2,581
BIHAR,BANKA,AMARPUR,486,3,20,91,27,627
BIHAR,BANKA,BANKA,468,35,24,336,57,920
BIHAR,BANKA,BARAHAT,296,2,18,76,68,460
BIHAR,BANKA,BELHAR,146,21,35,245,0,447
BIHAR,BANKA,BOUNSI,131,4,86,250,8,479
BIHAR,BANKA,CHANAN,872,24,17,466,97,1476
BIHAR,BANKA,DHORAIYA,88,1,9,83,1,182
BIHAR,BANKA,KATORIYA,1268,47,14,766,74,2169
BIHAR,BANKA,PHULLIDUMER,121,12,4,148,0,285
BIHAR,BANKA,RAJOUN,125,19,18,109,5,276
BIHAR,BANKA,SAMBHUGANJ,335,0,46,144,1,526
BIHAR,BHAGALPUR,GOURADIH,301,24,67,233,6,631
BIHAR,BHAGALPUR,JAGDISHPUR,489,7,25,252,4,777
BIHAR,BHAGALPUR,KAHALGAON,215,20,88,85,4,412
BIHAR,BHAGALPUR,NATHNAGAR,81,1,19,130,0,231
BIHAR,BHAGALPUR,PIRPAINTY,745,101,40,251,2,1139
BIHAR,BHAGALPUR,SABOUR,139,0,79,122,8,348
BIHAR,BHAGALPUR,SANHAULA,146,39,17,213,4,419
BIHAR,BHAGALPUR,SHAHKUND,287,14,139,361,0,801
BIHAR,BHAGALPUR,SULTANGANJ,34,6,12,78,0,130
BIHAR,BHOJPUR,ARA,3,19,11,1,0,34
BIHAR,BHOJPUR,BARHARA,1,0,9,0,0,10
BIHAR,BHOJPUR,BEHEA,14,4,2,0,0,20
BIHAR,BHOJPUR,CHARPOKHARI,209,1,2,45,0,257
BIHAR,BHOJPUR,GARHANI,39,0,0,9,0,48
BIHAR,BHOJPUR,JAGDISHPUR,160,37,113,9,5,324
BIHAR,BHOJPUR,KOILWAR,95,11,4,0,0,110
BIHAR,BHOJPUR,PIRO,868,1,20,40,7,936
BIHAR,BHOJPUR,SAHAR,68,1,22,14,9,114
BIHAR,BHOJPUR,SANDESH,96,0,3,1,31,131
BIHAR,BHOJPUR,SHAHPUR,11,0,0,0,7,18
BIHAR,BHOJPUR,TARARI,439,60,6,15,0,520
BIHAR,BHOJPUR,UDWANTNAGAR,54,10,1,3,7,75
BIHAR,BUXAR,BRAHMPUR,158,24,1,0,4,187
BIHAR,BUXAR,BUXAR,39,17,2,2,0,60
BIHAR,BUXAR,CHOUGAI,34,0,2,0,0,36
BIHAR,BUXAR,CHOUSA,25,1,1,0,1,28
BIHAR,BUXAR,DUMRAON,96,0,1,0,0,97
BIHAR,BUXAR,ITARHI,78,1,0,40,17,136
BIHAR,BUXAR,RAJPUR,156,4,27,4,0,191
BIHAR,BUXAR,SIMRI,50,0,0,4,0,54
BIHAR,EAST CHAMPARAN,AREARAJ,0,0,0,0,20,20
BIHAR,EAST CHAMPARAN,GHORASAHAN,2,0,0,0,0,2
BIHAR,GAYA,AMAS,331,0,1,234,3,569
BIHAR,GAYA,ATRI,376,20,102,146,6,650
BIHAR,GAYA,BANKE BAZAR,334,3,15,158,1,511
BIHAR,GAYA,BARACHATTY,847,1,2,831,39,1720
BIHAR,GAYA,BATHANI,243,11,2,153,8,417
BIHAR,GAYA,BELAGANJ,762,26,35,52,1,876
BIHAR,GAYA,BODHGAYA,779,32,11,16,5,843
BIHAR,GAYA,DOBHI,647,0,25,302,1,975
BIHAR,GAYA,DUMARIYA,504,0,22,482,10,1018
BIHAR,GAYA,FATEHPUR,773,17,39,390,2,1221
BIHAR,GAYA,GAYA NAGAR,42,0,1,25,0,68
BIHAR,GAYA,GURARU,198,3,10,65,1,277
BIHAR,GAYA,GURUA,386,7,8,357,26,784
BIHAR,GAYA,IMAMGANJ,819,31,86,754,27,1717
BIHAR,GAYA,KHIZARSARAI,217,7,10,87,0,321
BIHAR,GAYA,KONCH,396,8,38,115,27,584
BIHAR,GAYA,MANPUR,825,17,25,179,0,1046
BIHAR,GAYA,MOHANPUR,805,183,22,90,0,1100
BIHAR,GAYA,PARAIYA,398,113,10,103,0,624
BIHAR,GAYA,SHERGHATTY,151,8,19,47,14,239
BIHAR,GAYA,TANKUPPA,148,0,6,162,3,319
BIHAR,GAYA,TEKARI,635,105,55,151,1,947
BIHAR,GAYA,WAZIRGANJ,723,88,11,234,0,1056
BIHAR,GOPAALGANJ,BAIKUNTHPUR,1,11,0,0,1,13
BIHAR,GOPAALGANJ,BARAULI,523,2,3,92,2,622
BIHAR,GOPAALGANJ,BHOREY,875,19,6,50,3,953
BIHAR,GOPAALGANJ,BIJAIPUR,158,0,1,2,25,186
BIHAR,GOPAALGANJ,HATHUA,475,2,35,59,20,591
BIHAR,GOPAALGANJ,KATEYA,157,0,0,0,0,157
BIHAR,GOPAALGANJ,KUCHAIKOTE,524,4,6,32,0,566
BIHAR,GOPAALGANJ,MANJHA,124,1,0,2,0,127
BIHAR,GOPAALGANJ,PANCHDEWRI,234,5,0,30,0,269
BIHAR,GOPAALGANJ,PHULWARIYA,391,29,6,116,1,543
BIHAR,GOPAALGANJ,THAWE,8,0,0,0,0,8
BIHAR,GOPAALGANJ,UCHKAGAON,475,26,20,23,1,545
BIHAR,JAMUI,ALIGANJ,72,2,3,45,15,137
BIHAR,JAMUI,BARHAT,23,21,37,143,6,230
BIHAR,JAMUI,CHAKAI,530,4,24,1532,58,2148
BIHAR,JAMUI,GHIDHOR,59,0,1,48,7,115
BIHAR,JAMUI,JAMUI,159,33,0,66,5,263
BIHAR,JAMUI,JHAJHA,827,10,23,814,24,1698
BIHAR,JAMUI,KHAIRA,922,0,47,254,3,1226
BIHAR,JAMUI,LAXMIPUR,160,7,11,544,0,722
BIHAR,JAMUI,SIKANDARA,375,3,15,220,0,613
BIHAR,JAMUI,SONO,757,11,18,749,8,1543
BIHAR,JEHANABAD,ARWAL,125,0,23,30,4,182
BIHAR,JEHANABAD,GHOSHI,153,3,5,24,2,187
BIHAR,JEHANABAD,HULASGANJ,206,16,0,33,5,260
BIHAR,JEHANABAD,JEHANABAD,55,13,0,16,7,91
BIHAR,JEHANABAD,KAKO,244,129,3,51,52,479
BIHAR,JEHANABAD,KALER,35,9,9,6,5,64
BIHAR,JEHANABAD,KARPI,370,22,12,57,2,463
BIHAR,JEHANABAD,KURTHA,242,8,5,12,1,268
BIHAR,JEHANABAD,MAKHDUMPUR,131,116,3,15,17,282
BIHAR,JEHANABAD,MODANGANJ,34,24,18,50,1,127
BIHAR,JEHANABAD,RATNI,38,22,1,25,0,86
BIHAR,JEHANABAD,VANSHI,48,0,0,0,0,48
BIHAR,KAIMUR (BHABUA),ADHAURA,2,0,0,94,0,96
BIHAR,KAIMUR (BHABUA),BHABUA,1464,83,29,96,0,1672
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,611,36,81,44,0,772
BIHAR,KAIMUR (BHABUA),CHAINPUR,988,25,8,268,2,1291
BIHAR,KAIMUR (BHABUA),CHAND,752,11,34,217,6,1020
BIHAR,KAIMUR (BHABUA),DURGAWATI,507,11,6,53,4,581
BIHAR,KAIMUR (BHABUA),KUDRA,788,15,18,58,11,890
BIHAR,KAIMUR (BHABUA),MOHANIA,493,2,26,24,6,551
BIHAR,KAIMUR (BHABUA),NUAON,377,7,42,2,4,432
BIHAR,KAIMUR (BHABUA),RAMGARH,678,24,13,12,0,727
BIHAR,KAIMUR (BHABUA),RAMPUR,447,2,13,98,4,564
BIHAR,KATIHAR,AZAMNAGAR,4,10,0,1,0,15
BIHAR,LAKHISARAI,HALSI,47,5,10,35,8,105
BIHAR,LAKHISARAI,LAKHISARAI,279,6,6,124,0,415
BIHAR,LAKHISARAI,RAMGHAR CHOK,73,0,0,0,0,73
BIHAR,LAKHISARAI,SURYAGARAH,408,13,32,89,0,542
BIHAR,MADHEPURA,GAMHARIA,0,0,0,1,0,1
BIHAR,MADHEPURA,KUMAR KHAND,0,2,0,0,0,2
BIHAR,MADHEPURA,SINGHESHWAR,0,0,1,0,0,1
BIHAR,MADHUBANI,BABUBARHI,28,0,1,0,0,29
BIHAR,MADHUBANI,HARLAKHI,0,0,0,0,21,21
BIHAR,MADHUBANI,JAYNAGAR,12,6,0,8,40,66
BIHAR,MADHUBANI,LAKHANAUR,0,0,0,0,5,5
BIHAR,MUNGER,ASARGANJ,93,10,0,0,1,104
BIHAR,MUNGER,BARIYARPUR,39,1,0,0,0,40
BIHAR,MUNGER,DHARAHARA,425,163,21,54,0,663
BIHAR,MUNGER,HAWALI KHAGARHPUR,545,146,2,91,0,784
BIHAR,MUNGER,JAMALPUR,360,8,3,100,0,471
BIHAR,MUNGER,SADAR MUNGER,264,16,91,122,3,496
BIHAR,MUNGER,SANGRAMPUR,241,21,51,58,0,371
BIHAR,MUNGER,TARAPUR,238,18,7,38,41,342
BIHAR,MUNGER,TATIA BAMBAR,114,24,3,48,0,189
BIHAR,MUZAFFARPUR,KANTI,48,1,0,1,0,50
BIHAR,MUZAFFARPUR,KATRA,2,0,0,0,0,2
BIHAR,MUZAFFARPUR,KURHANI,2,6,0,7,2,17
BIHAR,MUZAFFARPUR,MINAPUR,0,4,1,8,0,13
BIHAR,MUZAFFARPUR,MORAUL,22,0,0,0,0,22
BIHAR,MUZAFFARPUR,MUSHAHARI,4,0,0,0,0,4
BIHAR,NALANDA,ASTHAWAN,1232,18,29,98,0,1377
BIHAR,NALANDA,BEN,865,11,15,35,2,928
BIHAR,NALANDA,BIHARSHARIF,1881,11,59,134,105,2190
BIHAR,NALANDA,BIND,250,108,18,41,0,417
BIHAR,NALANDA,CHANDI,915,46,22,108,3,1094
BIHAR,NALANDA,EKANGARSARAI,443,6,23,74,5,551
BIHAR,NALANDA,GIRIYAK,537,25,25,96,22,705
BIHAR,NALANDA,HARNAUT,1089,145,23,24,3,1284
BIHAR,NALANDA,HILSA,1438,6,20,74,60,1598
BIHAR,NALANDA,ISLAMPUR,429,20,10,67,7,533
BIHAR,NALANDA,KARAIPARSURAI,557,2,1,4,1,565
BIHAR,NALANDA,KATRISARAI,248,1,1,20,0,270
BIHAR,NALANDA,NAGARNAUSA,513,16,24,65,7,625
BIHAR,NALANDA,NOORSARAI,2514,1,52,171,7,2745
BIHAR,NALANDA,PARWALPUR,724,9,10,9,2,754
BIHAR,NALANDA,RAHUI,1567,18,28,170,6,1789
BIHAR,NALANDA,RAJGIR,492,6,47,169,11,725
BIHAR,NALANDA,SARMERA,253,16,38,77,0,384
BIHAR,NALANDA,SILAO,1458,5,80,91,4,1638
BIHAR,NALANDA,THARTHARI,518,8,16,16,0,558
BIHAR,NAWADA,AKBARPUR,67,37,211,158,11,484
BIHAR,NAWADA,GOVINDPUR,204,28,46,185,14,477
BIHAR,NAWADA,HASUA,278,37,14,147,12,488
BIHAR,NAWADA,KASHICHAK,70,6,8,108,3,195
BIHAR,NAWADA,KAWAKOLE,138,41,441,188,2,810
BIHAR,NAWADA,MESKAUR,195,1,10,99,0,305
BIHAR,NAWADA,NARDIGUNJ,86,44,137,13,0,280
BIHAR,NAWADA,NARHAT,20,39,55,46,5,165
BIHAR,NAWADA,NAWADA,112,21,140,75,5,353
BIHAR,NAWADA,PAKRIBRAWAN,3,11,1,0,0,15
BIHAR,NAWADA,RAJAULI,73,25,108,151,7,364
BIHAR,NAWADA,ROH,25,27,72,28,2,154
BIHAR,NAWADA,SIRDALA,214,21,308,180,3,726
BIHAR,NAWADA,WARISALIGUNJ,200,55,257,133,2,647
BIHAR,PATNA,ATHAMALGOLA,6,0,0,0,0,6
BIHAR,PATNA,BAKHTIARPUR,32,0,0,44,0,76
BIHAR,PATNA,BARH,215,1,0,2,0,218
BIHAR,PATNA,BELCHCHI,13,2,0,0,0,15
BIHAR,PATNA,BIHTA,240,12,20,18,3,293
BIHAR,PATNA,DANIYAWAN,172,14,12,22,0,220
BIHAR,PATNA,DHANARUA,312,44,39,62,14,471
BIHAR,PATNA,DULHIN BAZAR,99,0,9,1,0,109
BIHAR,PATNA,FATUHA,107,25,0,4,0,136
BIHAR,PATNA,GHOSWARI,67,0,0,0,0,67
BIHAR,PATNA,KHUSRUPUR,114,0,3,0,0,117
BIHAR,PATNA,MANER,15,0,0,0,1,16
BIHAR,PATNA,MASAURHI,735,70,17,19,7,848
BIHAR,PATNA,MOKAMA,33,0,0,0,0,33
BIHAR,PATNA,NAUBATPUR,287,36,16,99,3,441
BIHAR,PATNA,PALIGANJ,46,3,1,214,0,264
BIHAR,PATNA,PANDARAK,141,0,1,0,0,142
BIHAR,PATNA,PATNA SADAR,122,5,38,7,37,209
BIHAR,PATNA,PHULWARI,181,35,17,55,4,292
BIHAR,PATNA,PUNPUN,550,13,10,33,8,614
BIHAR,PATNA,SAMPATCHAK,185,1,22,73,0,281
BIHAR,PATNA,VIKRAM,80,4,1,16,2,103
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,1,0,0,0,0,1
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,92,12,8,101,2,215
BIHAR,ROHTAS(SASARAM),CHENARI,565,1,27,553,5,1151
BIHAR,ROHTAS(SASARAM),DAWATH,84,10,1,38,27,160
BIHAR,ROHTAS(SASARAM),DEHRI,65,30,8,11,0,114
BIHAR,ROHTAS(SASARAM),DINARA,67,2,0,2,3,74
BIHAR,ROHTAS(SASARAM),KARAKAT,340,4,9,43,1,397
BIHAR,ROHTAS(SASARAM),KARGAHAR,291,5,36,6,3,341
BIHAR,ROHTAS(SASARAM),KOCHAS,329,59,14,47,0,449
BIHAR,ROHTAS(SASARAM),NASRIGANJ,76,10,3,3,1,93
BIHAR,ROHTAS(SASARAM),NAUHATTA,729,8,75,18,0,830
BIHAR,ROHTAS(SASARAM),NOKHA,2,0,0,0,0,2
BIHAR,ROHTAS(SASARAM),RAJPUR,47,2,0,19,4,72
BIHAR,ROHTAS(SASARAM),ROHTAS,492,12,3,33,25,565
BIHAR,ROHTAS(SASARAM),SANJHAULI,77,0,0,19,6,102
BIHAR,ROHTAS(SASARAM),SASARAM,553,17,52,281,2,905
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,538,11,20,223,4,796
BIHAR,ROHTAS(SASARAM),SURAJPURA,243,12,2,18,8,283
BIHAR,ROHTAS(SASARAM),TILOUTTHU,54,1,12,22,0,89
BIHAR,SARAN,AMNAUR,1117,0,30,1,0,1148
BIHAR,SARAN,BANIYAPUR,1042,26,75,36,3,1182
BIHAR,SARAN,DARIYAPUR,1311,114,0,37,72,1534
BIHAR,SARAN,DIGHWARA,110,0,0,8,0,118
BIHAR,SARAN,EKMA,844,13,0,15,15,887
BIHAR,SARAN,GARKHA,373,3,3,12,0,391
BIHAR,SARAN,ISHUAPUR,1188,1,0,12,2,1203
BIHAR,SARAN,JALAPUR,759,16,29,62,17,883
BIHAR,SARAN,LAHLADPUR,368,13,18,25,1,425
BIHAR,SARAN,MAKER,159,0,0,0,1,160
BIHAR,SARAN,MANJHI,19,0,1,0,0,20
BIHAR,SARAN,MARAURAH,1257,3,2,12,1,1275
BIHAR,SARAN,MASHRAKH,275,0,2,2,0,279
BIHAR,SARAN,NAGRA,132,4,6,2,0,144
BIHAR,SARAN,PANAPUR,101,0,0,1,0,102
BIHAR,SARAN,REVILGANJ,126,0,0,6,0,132
BIHAR,SARAN,SADAR,514,5,0,1,1,521
BIHAR,SARAN,SONPUR,339,0,2,0,0,341
BIHAR,SARAN,TRAIYA,1045,82,21,5,83,1236
BIHAR,SHEKHPURA,ARIYARI,82,8,10,81,11,192
BIHAR,SHEKHPURA,BARBIGHA,42,1,0,7,0,50
BIHAR,SHEKHPURA,CHEWARA,118,2,18,17,5,160
BIHAR,SHEKHPURA,GHAT KUSUMBHA,9,3,2,1,1,16
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,110,0,13,9,0,132
BIHAR,SHEKHPURA,SHEKHPURA,60,1,4,3,1,69
BIHAR,SIWAN,ANDER,734,0,1,9,8,752
BIHAR,SIWAN,BARHARIA,607,10,4,52,48,721
BIHAR,SIWAN,BASANTPUR,107,115,102,121,6,451
BIHAR,SIWAN,BHAGWANPUR-HAT,1446,0,15,75,2,1538
BIHAR,SIWAN,DARAULI,1043,14,8,29,3,1097
BIHAR,SIWAN,DARAUNDHA,500,0,1,4,6,511
BIHAR,SIWAN,GOREAKOTHI,1225,0,2,42,26,1295
BIHAR,SIWAN,GUTHANI,829,7,3,13,94,946
BIHAR,SIWAN,HASANPURA,333,30,0,1,15,379
BIHAR,SIWAN,HUSSAINGANJ,440,26,0,42,12,520
BIHAR,SIWAN,JIRADEI,701,10,0,55,4,770
BIHAR,SIWAN,LAKRI NABIGANJ,465,2,0,92,10,569
BIHAR,SIWAN,MAHARAJGANJ,964,0,2,38,1,1005
BIHAR,SIWAN,MAIRWA,380,1,19,34,5,439
BIHAR,SIWAN,NAUTAN,454,0,0,29,7,490
BIHAR,SIWAN,PACHRUKHI,123,115,0,3,78,319
BIHAR,SIWAN,RAGHUNATHPUR,490,109,12,19,0,630
BIHAR,SIWAN,SISWAN,823,0,0,2,10,835
BIHAR,SIWAN,SIWAN,814,2,1,68,120,1005
BIHAR,VAISHALI,BIDUPUR,709,26,26,0,0,761
BIHAR,VAISHALI,CHEHRAKALA,0,0,0,0,1,1
BIHAR,VAISHALI,GORAUL,0,1,0,0,0,1
BIHAR,VAISHALI,HAJIPUR,97,0,0,0,0,97
BIHAR,VAISHALI,LALGANJ,11,5,0,0,0,16
BIHAR,VAISHALI,MAHNAR,19,0,16,1,0,36
BIHAR,VAISHALI,PATEDHI BELSAR,0,1,0,0,0,1
BIHAR,VAISHALI,PATEPUR,84,1,0,17,1,103
BIHAR,VAISHALI,SAHDEI BUZURG,7,0,0,0,0,7
CHHATTISGARH,BASTER,JAGDALPUR,793,163,205,100,315,1576
CHHATTISGARH,BASTER,KESHKAL,631,38,116,245,34,1064
CHHATTISGARH,BASTER,KONDAGAON,260,29,257,321,53,920
CHHATTISGARH,BASTER,NARAYANPUR,70,3,46,161,123,403
CHHATTISGARH,BILASPUR,BELHA,362,38,25,1,0,426
CHHATTISGARH,BILASPUR,BILASPUR,1625,118,39,14,4,1800
CHHATTISGARH,BILASPUR,KOTA,303,18,28,12,2,363
CHHATTISGARH,BILASPUR,LORMI,2064,44,14,260,4,2386
CHHATTISGARH,BILASPUR,MASTURI,268,11,9,12,5,305
CHHATTISGARH,BILASPUR,MUNGELI,1698,119,89,66,11,1983
CHHATTISGARH,BILASPUR,PENDRA-ROAD,1406,138,91,59,2,1696
CHHATTISGARH,BILASPUR,TAKHATPUR,1138,92,32,56,1,1319
CHHATTISGARH,DANTEWADA,BEEJAPUR,82,21,24,17,6,150
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,39,21,33,244,15,352
CHHATTISGARH,DANTEWADA,DANTEVADA,3,0,0,0,52,55
CHHATTISGARH,DANTEWADA,KONTA,3,13,20,2,78,116
CHHATTISGARH,DHAMTARI,DHAMTARI,486,76,25,135,79,801
CHHATTISGARH,DHAMTARI,KURUD,2038,126,86,181,163,2594
CHHATTISGARH,DHAMTARI,NAGARI,1603,228,402,136,55,2424
CHHATTISGARH,DURG,BALOD,951,313,196,537,56,2053
CHHATTISGARH,DURG,BEMETARA,1,11,3,1,1,17
CHHATTISGARH,DURG,BERLA,493,115,113,225,61,1007
CHHATTISGARH,DURG,DHMADHA,358,46,140,26,86,656
CHHATTISGARH,DURG,DONDILOHAR,43,32,5,35,63,178
CHHATTISGARH,DURG,DURG,612,135,88,127,34,996
CHHATTISGARH,DURG,GUNDERDEHI,578,185,69,105,71,1008
CHHATTISGARH,DURG,GURUR,558,133,120,125,28,964
CHHATTISGARH,DURG,NAVAGARH,56,11,14,5,58,144
CHHATTISGARH,DURG,PATAN,423,47,37,38,7,552
CHHATTISGARH,DURG,SAJA,703,76,64,112,86,1041
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,2108,118,16,66,0,2308
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,732,26,12,154,9,933
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,2092,192,115,83,3,2485
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,1700,100,76,121,26,2023
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,2798,19,9,35,0,2861
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,485,0,3,3,7,498
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,1842,32,72,25,0,1971
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,140,3,0,26,0,169
CHHATTISGARH,JASHPUR,BAGICHA,5254,74,131,148,25,5632
CHHATTISGARH,JASHPUR,JASHPUR,6816,42,26,213,34,7131
CHHATTISGARH,JASHPUR,KUNKURI,8334,106,68,229,16,8753
CHHATTISGARH,JASHPUR,PATHALGAON,4332,57,207,240,22,4858
CHHATTISGARH,KANKER,ANTAGAR,276,38,103,302,34,753
CHHATTISGARH,KANKER,BHANUPRATAPPUR,841,84,461,386,41,1813
CHHATTISGARH,KANKER,CHARAMA,310,32,41,95,1827,2305
CHHATTISGARH,KANKER,KANKER,192,41,158,247,8,646
CHHATTISGARH,KANKER,NARHARPUR,1285,54,209,377,16,1941
CHHATTISGARH,KANKER,PAKHANJUR,28,2,5,3,0,38
CHHATTISGARH,KORBA,KARTALA,2391,19,53,49,4,2516
CHHATTISGARH,KORBA,KATGHORA,2180,15,27,34,37,2293
CHHATTISGARH,KORBA,KORBA,717,1,16,11,2,747
CHHATTISGARH,KORBA,PALI,1263,12,77,52,30,1434
CHHATTISGARH,KORIA,BAIKUNTHPUR,10477,39,41,46,3,10606
CHHATTISGARH,KORIA,BHARATPUR,37,2,1,1,1,42
CHHATTISGARH,KORIA,MANENDRAGARH,4752,21,55,118,1,4947
CHHATTISGARH,KORIA,SONHAT,2887,4,6,31,3,2931
