-----
{
 "description": "The table refers to Block wise Distribution of Dugwells according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Government Funds,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Others,Total
ORISSA,NAYAGARH,KHANDAPARA,256,17,1483,277,7,2040
ORISSA,NAYAGARH,NAYAGARH,289,260,1644,147,1,2341
ORISSA,NAYAGARH,NUAGAON,359,381,1294,185,3,2222
ORISSA,NAYAGARH,ODAGAON,199,1056,775,122,1,2153
ORISSA,NAYAGARH,RANAPUR,539,13,1933,288,12,2785
ORISSA,NUAPADA,BODEN,160,156,320,1402,36,2074
ORISSA,NUAPADA,KHARIAR,1199,84,464,1842,4,3593
ORISSA,NUAPADA,KOMANA,396,28,298,2420,7,3149
ORISSA,NUAPADA,NUAPADA,524,160,281,1993,1,2959
ORISSA,NUAPADA,SINAPALI,514,113,141,1080,4,1852
ORISSA,PURI,ASTARANG,1,0,7,104,21,133
ORISSA,PURI,BRAHMAGIRI,1,2,0,2,46,51
ORISSA,PURI,DELANGA,9,12,32,56,9,118
ORISSA,PURI,GOP,8,0,70,52,0,130
ORISSA,PURI,KAKATPUR,16,1,4,144,27,192
ORISSA,PURI,KANAS,5,1,6,8,111,131
ORISSA,PURI,KRISHNAPRASAD,0,0,2,4,0,6
ORISSA,PURI,NIMAPARA,13,5,5,45,7,75
ORISSA,PURI,PIPILI,26,16,15,34,0,91
ORISSA,PURI,PURISADAR,1,6,2,62,1,72
ORISSA,PURI,SATYABADI,0,0,1,63,29,93
ORISSA,RAYAGADA,BISAMCUTTACK,4,57,0,55,69,185
ORISSA,RAYAGADA,CHANDRAPUR,32,0,25,52,31,140
ORISSA,RAYAGADA,GUDARI,107,7,11,121,0,246
ORISSA,RAYAGADA,GUNUPUR,80,33,240,96,1,450
ORISSA,RAYAGADA,K.SINGPUR,0,3,15,16,1,35
ORISSA,RAYAGADA,KASHIPUR,0,7,40,6,0,53
ORISSA,RAYAGADA,KOLNARA,1,12,96,34,3,146
ORISSA,RAYAGADA,MUNIGUDA,63,23,55,110,0,251
ORISSA,RAYAGADA,PADMAPUR,31,6,24,261,4,326
ORISSA,RAYAGADA,RAMNAGUDA,15,35,156,36,1,243
ORISSA,RAYAGADA,RAYAGADA,3,9,15,19,0,46
ORISSA,SAMBALPUR,DHANAKOIDA(SAMBALPUR,162,33,74,137,0,406
ORISSA,SAMBALPUR,GOVINDAPUR,597,260,500,1138,33,2528
ORISSA,SAMBALPUR,JAMANKIRA,870,533,392,1076,12,2883
ORISSA,SAMBALPUR,JUJUMURA,492,241,110,667,1,1511
ORISSA,SAMBALPUR,KUCHINDA,775,338,468,888,4,2473
ORISSA,SAMBALPUR,MANESWAR,598,114,73,225,0,1010
ORISSA,SAMBALPUR,NAKTIDEUL,1185,37,368,785,4,2379
ORISSA,SAMBALPUR,RAIRAKHOLA,1264,272,344,483,14,2377
ORISSA,SAMBALPUR,RENGALI,412,97,34,458,4,1005
ORISSA,SONEPUR,BINIKA,723,9,3,43,13,791
ORISSA,SONEPUR,BIRMAHARAJPUR,1957,113,25,304,7,2406
ORISSA,SONEPUR,DUNGURIPALI,1369,7,9,53,0,1438
ORISSA,SONEPUR,SONEPUR,1288,78,179,341,8,1894
ORISSA,SONEPUR,TARAVA,1933,88,37,675,39,2772
ORISSA,SONEPUR,ULLUNDA,2375,81,63,261,11,2791
ORISSA,SUNDARGARH,BADAGAON,696,3,419,508,6,1632
ORISSA,SUNDARGARH,BALISANKARA,747,227,204,852,3,2033
ORISSA,SUNDARGARH,BISHRA,204,65,295,155,0,719
ORISSA,SUNDARGARH,BONAI,75,11,773,284,1,1144
ORISSA,SUNDARGARH,GURUNDIA,81,58,597,196,0,932
ORISSA,SUNDARGARH,HEMAGIRI,836,183,251,562,8,1840
ORISSA,SUNDARGARH,KOIDA,49,53,48,262,5,417
ORISSA,SUNDARGARH,KUANRAMUNDA,630,134,220,515,1,1500
ORISSA,SUNDARGARH,KUTRA,778,125,507,562,3,1975
ORISSA,SUNDARGARH,LAHUNIPADA,69,137,484,350,8,1048
ORISSA,SUNDARGARH,LATHIKATA,132,111,271,337,0,851
ORISSA,SUNDARGARH,LEPHRIPADA,348,81,463,582,2,1476
ORISSA,SUNDARGARH,NUAGAON,1315,224,329,685,0,2553
ORISSA,SUNDARGARH,RAJAGANGAPUR,184,47,434,111,2,778
ORISSA,SUNDARGARH,SUBDEGA,686,84,204,571,2,1547
ORISSA,SUNDARGARH,SUNDARGARH,780,219,279,406,14,1698
ORISSA,SUNDARGARH,TANGARPALI,638,117,331,378,2,1466
PONDICHERRY,KARAIKAL,KOTTUCHERRY,1,0,0,0,0,1
PONDICHERRY,PONDICHERRY,ARIANKUPPAM,8,8,0,0,1,17
PONDICHERRY,PONDICHERRY,MANNADIPET,3,0,0,0,0,3
PONDICHERRY,PONDICHERRY,NETTAPAKKAM,41,2,0,0,0,43
PONDICHERRY,PONDICHERRY,VILLIANUR,11,0,3,0,0,14
PUNJAB,BATHINDA,BATHINDA,0,21,0,0,0,21
PUNJAB,BATHINDA,NATHANA,0,5,0,0,0,5
PUNJAB,BATHINDA,SANGAT,0,70,0,0,0,70
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,0,40,0,0,0,40
PUNJAB,FATEHGARH SAHIB,SIRHIND,0,29,0,0,0,29
PUNJAB,GURDASPUR,DHARKALAN,0,4,0,0,0,4
PUNJAB,GURDASPUR,GURDASPUR,10,88,0,0,0,98
PUNJAB,GURDASPUR,NAROT JAIMAL SINGH,0,13,0,0,0,13
PUNJAB,HOSHIARPUR,HAZIPUR,2,234,3,2,0,241
PUNJAB,HOSHIARPUR,TALWARA,0,280,0,1,0,281
PUNJAB,LUDHIANA,MANGAT,0,81,0,0,0,81
PUNJAB,LUDHIANA,SUDHAR,0,11,0,0,0,11
PUNJAB,MOGA,KOT ISE KHAN,0,10,0,0,0,10
PUNJAB,ROPAR,ANANDPUR SAHIB,1174,252,9,0,0,1435
PUNJAB,ROPAR,CHAMKAUR SAHIB,0,7,0,0,0,7
PUNJAB,ROPAR,KHARAR,0,16,0,0,0,16
PUNJAB,ROPAR,MAJRI,0,2,0,0,0,2
PUNJAB,ROPAR,MORINDA,0,2,0,0,0,2
PUNJAB,ROPAR,NOORPUR BEDI,33,88,6,0,0,127
PUNJAB,ROPAR,ROPAR,0,156,4,0,0,160
PUNJAB,SANGRUR,DHURI,3,145,1,0,0,149
PUNJAB,SANGRUR,SANGRUR,0,127,1,0,0,128
PUNJAB,SANGRUR,SUNAM,0,1,0,0,0,1
RAJASTHAN,AJMER,AJMER,9013,524,126,31,635,10329
RAJASTHAN,AJMER,BEAWAR,8329,504,42,98,143,9116
RAJASTHAN,AJMER,BHINAI,4323,389,94,64,59,4929
RAJASTHAN,AJMER,KEKRI,8067,126,34,428,457,9112
RAJASTHAN,AJMER,KISHANGARH,10521,726,158,71,423,11899
RAJASTHAN,AJMER,MASUDA,8595,384,115,140,77,9311
RAJASTHAN,AJMER,NASIRABAD,5775,228,39,35,158,6235
RAJASTHAN,AJMER,PISAGAON,4846,27,37,40,96,5046
RAJASTHAN,AJMER,SARWAD,5743,386,51,244,124,6548
RAJASTHAN,ALWAR,ALWAR,8166,187,71,10,297,8731
RAJASTHAN,ALWAR,BANSUR,5533,247,1,4,15,5800
RAJASTHAN,ALWAR,BEHROR,8790,268,49,9,12,9128
RAJASTHAN,ALWAR,KATHUMAR,3546,360,49,65,126,4146
RAJASTHAN,ALWAR,KISHANGARH BAAS,4388,227,13,2,120,4750
RAJASTHAN,ALWAR,KOTKASIM,705,7,11,39,12,774
RAJASTHAN,ALWAR,LAXMANGARH,4520,167,29,35,85,4836
RAJASTHAN,ALWAR,MANDAWAR,8147,712,39,2,22,8922
RAJASTHAN,ALWAR,RAJGARH,9920,889,74,48,146,11077
RAJASTHAN,ALWAR,RAMGARH,3771,403,67,52,352,4645
RAJASTHAN,ALWAR,THANAGAZI,5761,182,66,18,64,6091
RAJASTHAN,ALWAR,TIJARA,5182,399,36,30,87,5734
RAJASTHAN,BANSWARA,BAGIDORA,2625,177,300,839,61,4002
RAJASTHAN,BANSWARA,BANSWARA,2325,235,134,100,14,2808
RAJASTHAN,BANSWARA,GADHI,1195,42,19,0,67,1323
RAJASTHAN,BANSWARA,GHATOL,1010,68,38,101,20,1237
RAJASTHAN,BANSWARA,KUSHALGARH,1032,110,88,5,42,1277
RAJASTHAN,BARAN,ANTA,173,9,9,8,2,201
RAJASTHAN,BARAN,ATRU,3297,531,64,91,151,4134
RAJASTHAN,BARAN,BARAN,790,318,51,38,19,1216
RAJASTHAN,BARAN,CHABRA,4068,619,70,29,320,5106
RAJASTHAN,BARAN,CHIPA BAROD,5083,3699,75,7,307,9171
RAJASTHAN,BARAN,KISHANGANJ,695,160,31,22,23,931
RAJASTHAN,BARAN,MANGROL,112,1,0,0,6,119
RAJASTHAN,BARAN,SHAHABAD,1052,20,26,11,54,1163
RAJASTHAN,BARMER,BARMER,155,170,1,0,4,330
RAJASTHAN,BARMER,BAYTOO,0,30,1,0,0,31
RAJASTHAN,BARMER,CHOHATAN,4624,833,291,513,307,6568
RAJASTHAN,BARMER,GUDAMALANI,4820,2312,175,104,6,7417
RAJASTHAN,BARMER,PACH PADRA,1252,55,1,1,4,1313
RAJASTHAN,BARMER,RAMSAR,9,2,0,0,0,11
RAJASTHAN,BARMER,SHIV,24,5,6,1,0,36
RAJASTHAN,BARMER,SIWANA,3318,2001,73,24,24,5440
RAJASTHAN,BHARATPUR,BAYANA,4390,62,10,13,39,4514
RAJASTHAN,BHARATPUR,BEIR,1834,114,5,4,0,1957
RAJASTHAN,BHARATPUR,DEEG,0,21,0,0,0,21
RAJASTHAN,BHARATPUR,KAMAN,1148,110,29,50,4,1341
RAJASTHAN,BHARATPUR,NADBAI,20,8,0,0,0,28
RAJASTHAN,BHARATPUR,NAGAR,15,0,6,0,0,21
RAJASTHAN,BHARATPUR,ROOPBAS,290,30,4,1,0,325
RAJASTHAN,BHILWARA,ASIND,11630,1194,71,19,112,13026
RAJASTHAN,BHILWARA,BANEDA,6041,980,38,64,65,7188
RAJASTHAN,BHILWARA,BHILWARA,11119,622,194,65,31,12031
RAJASTHAN,BHILWARA,BIJOLIYA,2201,221,17,0,44,2483
RAJASTHAN,BHILWARA,HURDA,5236,738,75,29,94,6172
RAJASTHAN,BHILWARA,JAHAJPUR,9469,319,29,11,26,9854
RAJASTHAN,BHILWARA,KOTADI,8717,674,58,10,89,9548
RAJASTHAN,BHILWARA,MANDAL,12087,642,78,26,365,13198
RAJASTHAN,BHILWARA,MANDALGARH,6441,1412,75,10,72,8010
RAJASTHAN,BHILWARA,RAIPUR,5894,212,47,15,77,6245
RAJASTHAN,BHILWARA,SAHADA,7237,852,218,21,473,8801
RAJASTHAN,BHILWARA,SHAHPURA,9790,1709,174,149,108,11930
RAJASTHAN,BIKANER,BIKANER,52,362,19,0,0,433
RAJASTHAN,BIKANER,CHHATARGARH,84,14,0,0,0,98
RAJASTHAN,BIKANER,DOONGAR GARH,130,971,21,0,0,1122
RAJASTHAN,BIKANER,NOKHA,24,570,103,0,3,700
RAJASTHAN,BUNDI,BUNDI,3562,620,155,14,39,4390
RAJASTHAN,BUNDI,HINDOLI,7414,199,50,42,447,8152
RAJASTHAN,BUNDI,INDRAGARH,1576,453,51,29,52,2161
RAJASTHAN,BUNDI,KESHORAIPATAN,232,299,17,0,4,552
RAJASTHAN,BUNDI,NAINWA,6083,1502,366,42,208,8201
RAJASTHAN,CHITTORGARH,ARNOD,4846,1522,794,13,135,7310
RAJASTHAN,CHITTORGARH,BADI SADRI,5186,722,24,9,176,6117
RAJASTHAN,CHITTORGARH,BENGU,6589,485,86,44,175,7379
RAJASTHAN,CHITTORGARH,BHADESAR,5428,657,39,0,58,6182
RAJASTHAN,CHITTORGARH,CHHOTI SADRI,6344,1036,127,44,450,8001
RAJASTHAN,CHITTORGARH,CHITTORGARH,6369,1068,188,20,394,8039
RAJASTHAN,CHITTORGARH,DUNGLA,5181,502,57,3,19,5762
RAJASTHAN,CHITTORGARH,GANGARAR,5854,509,101,12,17,6493
RAJASTHAN,CHITTORGARH,KAPASAN,6966,2061,256,12,16,9311
RAJASTHAN,CHITTORGARH,NIMBAHERA,5985,1325,113,22,98,7543
RAJASTHAN,CHITTORGARH,PRATAPGARH,9666,1190,1266,36,54,12212
RAJASTHAN,CHITTORGARH,RASHMI,3582,606,82,2,28,4300
RAJASTHAN,CHITTORGARH,RAWATBHATA,2636,496,69,9,36,3246
RAJASTHAN,CHURU,CHURU,355,283,80,175,33,926
RAJASTHAN,CHURU,RAJGARH,1977,783,113,46,2,2921
RAJASTHAN,CHURU,RATANGARH,159,193,102,71,20,545
RAJASTHAN,CHURU,SARDAR SHAHAR,326,254,253,16,2,851
RAJASTHAN,CHURU,SUJANGARH,110,69,32,0,1,212
RAJASTHAN,CHURU,TARANAGAR,72,4,6,0,0,82
RAJASTHAN,DAUSA,BASWA,7921,377,36,30,201,8565
RAJASTHAN,DAUSA,DAUSA,9988,250,14,28,91,10371
RAJASTHAN,DAUSA,LALSOT,9708,577,58,12,117,10472
RAJASTHAN,DAUSA,MAHUA,5005,97,2,29,128,5261
RAJASTHAN,DAUSA,SIKRAY,6683,75,18,7,48,6831
RAJASTHAN,DHOLPUR,BARI,1188,114,49,44,56,1451
RAJASTHAN,DHOLPUR,BASERI,2042,121,30,3,284,2480
RAJASTHAN,DHOLPUR,RAJAKHERA,5,0,0,0,0,5
RAJASTHAN,DHOLPUR,SAPAIU,49,17,23,0,6,95
RAJASTHAN,DUNGARPUR,ASPUR,3039,376,147,86,42,3690
RAJASTHAN,DUNGARPUR,DUNGARPUR,4398,779,584,419,81,6261
RAJASTHAN,DUNGARPUR,SAGWARA,2668,513,290,53,57,3581
RAJASTHAN,DUNGARPUR,SIMALWARA,1792,943,865,410,502,4512
RAJASTHAN,GANGANAGAR,PADAM PUR,141,24,0,0,0,165
RAJASTHAN,HANUMANGARH,BHADRA,19,2,0,0,0,21
RAJASTHAN,HANUMANGARH,NOHAR,242,67,6,1,0,316
RAJASTHAN,JAIPUR,AMER,8731,166,40,28,117,9082
RAJASTHAN,JAIPUR,BASSI,11484,214,32,99,46,11875
RAJASTHAN,JAIPUR,CHAKSU,9943,503,94,29,19,10588
RAJASTHAN,JAIPUR,CHOMU,11348,554,37,43,214,12196
RAJASTHAN,JAIPUR,JAIPUR,5335,245,11,7,25,5623
RAJASTHAN,JAIPUR,JAMWARAMGARH,8459,61,95,29,170,8814
RAJASTHAN,JAIPUR,KOTPUTLI,9017,404,22,148,100,9691
RAJASTHAN,JAIPUR,MOUJMABAD,7199,169,62,68,471,7969
RAJASTHAN,JAIPUR,PHAGI,6972,331,97,18,448,7866
RAJASTHAN,JAIPUR,PHULERA,17104,174,33,112,317,17740
RAJASTHAN,JAIPUR,SANGANER,9070,245,18,13,154,9500
RAJASTHAN,JAIPUR,SHAHPURA,5960,64,29,9,7,6069
RAJASTHAN,JAIPUR,VIRATNAGAR,3843,212,107,5,95,4262
RAJASTHAN,JAISALMER,FATHEGARH,0,2,0,0,0,2
RAJASTHAN,JAISALMER,JAISALMER,15,11,0,0,51,77
RAJASTHAN,JAISALMER,POKARAN,58,2,5,62,0,127
RAJASTHAN,JALORE,AHORE,3819,1063,57,71,58,5068
RAJASTHAN,JALORE,BAGODA,1253,4372,723,10,7,6365
RAJASTHAN,JALORE,BHINMAL,5571,1530,74,104,59,7338
RAJASTHAN,JALORE,JALORE,4673,622,109,69,42,5515
RAJASTHAN,JALORE,RANIWARA,6746,980,288,55,11,8080
RAJASTHAN,JALORE,SANCHORE,11816,1607,41,10,98,13572
RAJASTHAN,JALORE,SAYLA,5972,523,6,19,10,6530
RAJASTHAN,JHALAWAR,AKLERA,8064,896,158,35,197,9350
RAJASTHAN,JHALAWAR,GANGADHAR,7300,614,157,90,80,8241
RAJASTHAN,JHALAWAR,JHALARA PATAN,11925,1410,697,81,303,14416
RAJASTHAN,JHALAWAR,KHANPUR,2753,1765,75,25,26,4644
RAJASTHAN,JHALAWAR,MANOHAR THANA,7860,440,54,1,16,8371
RAJASTHAN,JHALAWAR,PACHPAHAR,6013,1224,133,11,41,7422
RAJASTHAN,JHALAWAR,PIRAWA,10071,811,237,130,52,11301
RAJASTHAN,JHUNJHUNU,BUHANA,3128,65,2,0,0,3195
RAJASTHAN,JHUNJHUNU,CIDAWA,9619,669,186,87,22,10583
RAJASTHAN,JHUNJHUNU,JHUNJHUNU,2592,2131,236,16,7,4982
RAJASTHAN,JHUNJHUNU,KHETDI,3539,102,57,19,558,4275
RAJASTHAN,JHUNJHUNU,NAWALGARH,5698,460,149,14,14,6335
RAJASTHAN,JHUNJHUNU,UDAIPURWATI,7386,50,12,44,10,7502
RAJASTHAN,JODHPUR,BHOPAL GARH,1819,181,31,34,81,2146
RAJASTHAN,JODHPUR,BILADA,2885,116,40,34,11,3086
RAJASTHAN,JODHPUR,JODHPUR,651,65,16,27,4,763
RAJASTHAN,JODHPUR,LUNI,708,4,5,2,8,727
RAJASTHAN,JODHPUR,ONSIA,149,23,2,0,1,175
RAJASTHAN,JODHPUR,PHALODI,9,6,0,0,85,100
RAJASTHAN,JODHPUR,SHER GARH,369,23,3,0,1,396
RAJASTHAN,KAROLI,HINDON,6457,234,57,47,422,7217
RAJASTHAN,KAROLI,KAROLI,8241,689,41,34,257,9262
RAJASTHAN,KAROLI,MANDRAYAL,620,16,1,7,10,654
RAJASTHAN,KAROLI,NADOTI,2981,201,46,40,118,3386
RAJASTHAN,KAROLI,SAPOTRA,3578,279,144,86,10,4097
RAJASTHAN,KAROLI,TODA BHIM,5290,229,80,7,197,5803
RAJASTHAN,KOTA,DIGOD,564,97,63,74,240,1038
RAJASTHAN,KOTA,LADPURA,1830,771,167,107,337,3212
RAJASTHAN,KOTA,PIPALLDA,110,109,31,4,0,254
RAJASTHAN,KOTA,RAMGANJMANDI,4345,894,157,410,159,5965
RAJASTHAN,KOTA,SANGOD,2736,1431,110,39,105,4421
RAJASTHAN,NAGAUR,DEEDWANA,2444,1410,104,53,53,4064
RAJASTHAN,NAGAUR,DEGANA,4950,338,48,58,59,5453
RAJASTHAN,NAGAUR,JAYAL,320,132,79,16,12,559
RAJASTHAN,NAGAUR,KHEEVSAR,10,21,2,1,0,34
RAJASTHAN,NAGAUR,LADNU,38,17,0,0,1,56
RAJASTHAN,NAGAUR,MAKRANA,2157,89,58,50,26,2380
RAJASTHAN,NAGAUR,MERTA,2604,19,15,7,11,2656
RAJASTHAN,NAGAUR,NAGAUR,1123,142,54,50,11,1380
RAJASTHAN,NAGAUR,NAWA,8387,553,178,51,27,9196
RAJASTHAN,NAGAUR,PARBATSAR,5243,423,68,88,86,5908
RAJASTHAN,PALI,BALI,5554,243,145,42,69,6053
RAJASTHAN,PALI,DESURI,8013,515,88,53,19,8688
RAJASTHAN,PALI,JAITARAN,3257,276,41,5,45,3624
RAJASTHAN,PALI,MARWAR JUNCTION,5199,193,52,32,41,5517
RAJASTHAN,PALI,PALI,4768,454,46,35,88,5391
RAJASTHAN,PALI,RAIPUR,4435,112,19,0,101,4667
RAJASTHAN,PALI,ROHAT,1799,36,87,21,320,2263
RAJASTHAN,PALI,SOJAT,4438,207,35,9,38,4727
RAJASTHAN,PALI,SUMERPUR,3867,187,15,104,128,4301
RAJASTHAN,RAJSAMAND,AMET,6542,445,44,19,20,7070
RAJASTHAN,RAJSAMAND,BHIM,6950,131,37,6,101,7225
RAJASTHAN,RAJSAMAND,DEVGARH,3773,650,20,21,4,4468
RAJASTHAN,RAJSAMAND,KUMBHALGARH,6361,26,8,27,62,6484
RAJASTHAN,RAJSAMAND,NATHDWARA,6576,58,41,14,259,6948
RAJASTHAN,RAJSAMAND,RAILMAGRA,6988,154,35,15,23,7215
RAJASTHAN,RAJSAMAND,RAJSAMAND,8248,180,16,12,12,8468
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,4442,397,33,82,82,5036
RAJASTHAN,SAWAI MADHOPUR,BAOLI,3616,667,73,7,183,4546
RAJASTHAN,SAWAI MADHOPUR,CHOUTH KA BARWADA,3027,488,322,0,31,3868
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,6184,153,49,3,27,6416
RAJASTHAN,SAWAI MADHOPUR,KHANDAR,1726,704,153,25,6,2614
RAJASTHAN,SAWAI MADHOPUR,MALARNA DOONGAR,1963,449,22,18,26,2478
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,6083,853,409,10,250,7605
RAJASTHAN,SIKAR,DATARAM GARH,12193,214,124,110,304,12945
RAJASTHAN,SIKAR,FATEHPUR,590,217,18,4,4,833
RAJASTHAN,SIKAR,LAXMAN GARH,3054,1088,403,88,63,4696
RAJASTHAN,SIKAR,NEEM KA THANA,6105,275,89,87,896,7452
RAJASTHAN,SIKAR,SHRI MADHOPUR,15625,351,143,86,399,16604
RAJASTHAN,SIKAR,SIKAR,9034,1109,83,38,58,10322
RAJASTHAN,SIROHI,ABUROAD,2026,432,44,17,15,2534
RAJASTHAN,SIROHI,PINDWARA,2742,595,62,26,9,3434
RAJASTHAN,SIROHI,REVDAR,5677,773,50,35,43,6578
RAJASTHAN,SIROHI,SHIVGANJ,1896,477,74,25,20,2492
RAJASTHAN,SIROHI,SIROHI,2533,448,94,32,17,3124
RAJASTHAN,TONK,DEOLI,7501,417,143,24,168,8253
RAJASTHAN,TONK,MALPURA,6619,731,68,52,99,7569
RAJASTHAN,TONK,NIWAI,7358,1660,236,21,196,9471
RAJASTHAN,TONK,PEEPLU,4919,566,329,49,108,5971
RAJASTHAN,TONK,TODARAI SINGH,4341,739,38,7,192,5317
RAJASTHAN,TONK,TONK,4963,612,70,35,210,5890
RAJASTHAN,TONK,UNIYARA,4974,824,120,20,77,6015
RAJASTHAN,UDAIPUR,DHARIYAVAD,5184,365,71,15,183,5818
RAJASTHAN,UDAIPUR,GIRWA,8547,1037,188,59,42,9873
RAJASTHAN,UDAIPUR,GOGUNDA,4748,175,104,8,24,5059
RAJASTHAN,UDAIPUR,JHADOL,2304,788,42,40,20,3194
RAJASTHAN,UDAIPUR,KHERWADA,1739,254,36,52,5,2086
RAJASTHAN,UDAIPUR,KOTRA,1320,877,20,5,2,2224
RAJASTHAN,UDAIPUR,MAWLI,9567,607,41,16,105,10336
RAJASTHAN,UDAIPUR,SALUMBER,5242,317,115,14,220,5908
RAJASTHAN,UDAIPUR,SARADA,3771,404,145,19,8,4347
RAJASTHAN,UDAIPUR,VALLABH NAGAR,12790,524,86,53,70,13523
TAMIL NADU,COIMBATORE,ANAMALAI,4769,146,29,0,19,4963
TAMIL NADU,COIMBATORE,ANNUR,5011,824,14,2,10,5861
TAMIL NADU,COIMBATORE,AVINASHI,5820,1078,170,4,203,7275
TAMIL NADU,COIMBATORE,KINATHUKADAVU,6159,1254,139,5,26,7583
TAMIL NADU,COIMBATORE,KUDIMANGALAM,6513,487,17,11,25,7053
TAMIL NADU,COIMBATORE,MADATTHUKULAM,3228,292,223,21,129,3893
TAMIL NADU,COIMBATORE,MADUKKARAI,4444,57,44,1,120,4666
TAMIL NADU,COIMBATORE,METTUPALAYAM,6466,331,125,22,12,6956
TAMIL NADU,COIMBATORE,PALLADAM,6598,342,29,3,108,7080
TAMIL NADU,COIMBATORE,PERIANAICKEN PALAYAM,3054,57,24,6,145,3286
TAMIL NADU,COIMBATORE,POLLACHI NORTH!,6603,112,1,14,7,6737
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,4943,7,4,8,1,4963
TAMIL NADU,COIMBATORE,PONGALUR,6315,58,67,9,87,6536
TAMIL NADU,COIMBATORE,SARCARSAMAKULAM,1784,402,109,4,60,2359
TAMIL NADU,COIMBATORE,SOOLUR,4264,109,5,6,83,4467
TAMIL NADU,COIMBATORE,SULTHANPET,6112,353,2,2,140,6609
TAMIL NADU,COIMBATORE,THIRUPPUR,4514,586,65,2,1,5168
TAMIL NADU,COIMBATORE,THONDAMUTHUR,3635,296,141,53,178,4303
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,7322,260,65,25,11,7683
TAMIL NADU,CUDDALORE,ANNAGRAMAM,87,15,1,0,0,103
TAMIL NADU,CUDDALORE,BHUVANAGIRI,1,0,0,0,0,1
TAMIL NADU,CUDDALORE,CUDDALORE,63,42,18,0,0,123
TAMIL NADU,CUDDALORE,KAMMAPURAM,67,5,0,3,7,82
TAMIL NADU,CUDDALORE,KATTUMANNARKOIL,281,0,1,1,0,283
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,175,67,0,0,0,242
TAMIL NADU,CUDDALORE,KUMARATCHI,25,0,0,0,0,25
TAMIL NADU,CUDDALORE,KURINJIPADY,499,1,3,1,0,504
TAMIL NADU,CUDDALORE,MANGALORE,6332,63,44,80,3,6522
TAMIL NADU,CUDDALORE,NALLUR,1778,72,52,29,21,1952
TAMIL NADU,CUDDALORE,PANRUTI,22,3,0,1,0,26
TAMIL NADU,CUDDALORE,PARANGIPETTAI,376,104,1,45,0,526
TAMIL NADU,CUDDALORE,VRIDHACHALAM,1406,63,37,21,16,1543
TAMIL NADU,DHARMAPURI,BARUGUR,8482,19,26,44,0,8571
TAMIL NADU,DHARMAPURI,DHARMAPURI,3207,4,5,17,0,3233
TAMIL NADU,DHARMAPURI,HARUR,7536,86,37,40,7,7706
TAMIL NADU,DHARMAPURI,HOSUR,1533,234,13,5,51,1836
TAMIL NADU,DHARMAPURI,KARIMANGALAM,10602,464,587,51,2,11706
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,7690,149,27,22,92,7980
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),3769,304,14,32,69,4188
TAMIL NADU,DHARMAPURI,KRISHNAGIRI,5510,428,107,14,165,6224
TAMIL NADU,DHARMAPURI,MATHUR,3792,61,23,44,39,3959
TAMIL NADU,DHARMAPURI,MORAPPUR,4938,15,20,348,6,5327
TAMIL NADU,DHARMAPURI,NALLAMPALLI,6296,125,23,51,5,6500
TAMIL NADU,DHARMAPURI,PALACODE,10921,256,77,50,26,11330
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,12762,185,91,148,9,13195
TAMIL NADU,DHARMAPURI,PENNAGARAM,10054,19,20,63,15,10171
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,5493,337,28,39,69,5966
TAMIL NADU,DHARMAPURI,THALLY,2374,165,17,33,114,2703
TAMIL NADU,DHARMAPURI,UTHANGARAI,8816,1256,194,61,2,10329
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,4321,23,31,66,29,4470
TAMIL NADU,DINDIGUL,ATHOOR,5227,344,46,37,3,5657
TAMIL NADU,DINDIGUL,BATLAGUNDU,5063,64,48,21,59,5255
TAMIL NADU,DINDIGUL,DINDIGUL,5722,390,102,50,11,6275
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,5526,147,7,22,8,5710
TAMIL NADU,DINDIGUL,KODAIKANAL,2,1,0,0,0,3
TAMIL NADU,DINDIGUL,NATHAM,6383,38,27,3,280,6731
TAMIL NADU,DINDIGUL,NILAKOTTAI,8362,142,52,121,28,8705
TAMIL NADU,DINDIGUL,ODDANCHATRAM,11421,30,52,49,22,11574
TAMIL NADU,DINDIGUL,PALANI,5913,18,28,17,35,6011
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,8355,80,53,41,69,8598
