-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to ownership . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.2.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to ownership for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.2.csv"
}
-----
State,District,Block,Government,Cooperative Societies,Panchayat,Group of farmers,Individual farmers,Others,Total
MADHYA PRADESH,DHAR,BAKANER,0,0,0,0,16,0,16
MADHYA PRADESH,DHAR,DHAR,0,0,0,0,4566,0,4566
MADHYA PRADESH,DHAR,DHARAMPURI,0,0,0,0,26,0,26
MADHYA PRADESH,DHAR,GANDHWANI,0,0,0,0,89,0,89
MADHYA PRADESH,DHAR,KUKSHI,0,0,0,0,14,0,14
MADHYA PRADESH,DHAR,MANAWAR,0,0,0,0,10,0,10
MADHYA PRADESH,DHAR,NALCHHA,0,0,0,1,2847,0,2848
MADHYA PRADESH,DHAR,NISARPUR,0,0,0,0,381,0,381
MADHYA PRADESH,DHAR,SARDARPUR,0,0,0,7,1265,0,1272
MADHYA PRADESH,DHAR,TIRLA,0,0,0,0,1286,0,1286
MADHYA PRADESH,DURG,BALOD,35,0,0,0,526,0,561
MADHYA PRADESH,DURG,BEMETARA,11,0,0,0,261,0,272
MADHYA PRADESH,DURG,BERLA,0,0,0,0,348,0,348
MADHYA PRADESH,DURG,DHAMDA,0,0,0,1,433,0,434
MADHYA PRADESH,DURG,DONDI,0,0,0,0,3,0,3
MADHYA PRADESH,DURG,DONDILOHARA,34,0,0,0,141,0,175
MADHYA PRADESH,DURG,DURG,0,0,0,0,279,0,279
MADHYA PRADESH,DURG,GUNDARDEHI,0,0,0,0,389,0,389
MADHYA PRADESH,DURG,GURUR,0,0,0,0,1613,0,1613
MADHYA PRADESH,DURG,NAWAGARH,27,0,0,0,149,0,176
MADHYA PRADESH,DURG,PATAN,0,0,0,0,814,0,814
MADHYA PRADESH,DURG,SAJA,3,0,0,0,462,0,465
MADHYA PRADESH,GUNA,ARON,0,0,0,0,142,0,142
MADHYA PRADESH,GUNA,ASHOKNAGAR,0,0,3,2,360,0,365
MADHYA PRADESH,GUNA,BAGHOGARH,0,0,0,0,17,0,17
MADHYA PRADESH,GUNA,BAMORI,35,0,3,125,607,0,770
MADHYA PRADESH,GUNA,CHANDERI,0,0,0,0,5,0,5
MADHYA PRADESH,GUNA,GUNA,4,0,0,21,129,0,154
MADHYA PRADESH,GUNA,ISAGARH,0,0,0,23,336,7,366
MADHYA PRADESH,GUNA,MUNGAOLI,0,0,0,29,92,0,121
MADHYA PRADESH,GWALIOR,BHANDER,0,0,0,1,14,0,15
MADHYA PRADESH,GWALIOR,BHITARWAR,1,0,0,18,128,0,147
MADHYA PRADESH,GWALIOR,DABRA,0,0,0,1,327,1,329
MADHYA PRADESH,GWALIOR,GHATI GAON,1,0,0,20,13,2,36
MADHYA PRADESH,GWALIOR,MORAR,18,0,0,0,117,0,135
MADHYA PRADESH,HOSHANGABAD,BABAI,0,0,1,4,282,1,288
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,0,0,0,2,602,0,604
MADHYA PRADESH,HOSHANGABAD,HARDA,0,0,0,0,63,0,63
MADHYA PRADESH,HOSHANGABAD,HOSHNAGABAD,3,0,0,4,40,0,47
MADHYA PRADESH,HOSHANGABAD,KESALI,7,0,0,0,59,0,66
MADHYA PRADESH,HOSHANGABAD,KHIRAKIYA,0,0,0,0,25,0,25
MADHYA PRADESH,HOSHANGABAD,PIPARIA,0,0,0,14,895,0,909
MADHYA PRADESH,HOSHANGABAD,SEONI MALWA,0,0,0,0,45,0,45
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,0,0,0,0,470,0,470
MADHYA PRADESH,HOSHANGABAD,TIMARNI,0,0,0,0,12,0,12
MADHYA PRADESH,INDORE,DEPALPUR,3,0,0,1,6624,1,6629
MADHYA PRADESH,INDORE,INDORE,6,13,65,9,3784,2,3879
MADHYA PRADESH,INDORE,MHOW,0,0,0,2,545,0,547
MADHYA PRADESH,INDORE,SANWER,0,0,3,56,6452,0,6511
MADHYA PRADESH,JABALPUR,BADWARA,0,0,0,0,90,0,90
MADHYA PRADESH,JABALPUR,BAMHORIBAND,0,0,0,0,28,0,28
MADHYA PRADESH,JABALPUR,BARGI,2,0,0,0,16,0,18
MADHYA PRADESH,JABALPUR,DHIMARKHEDA,0,0,0,1,8,0,9
MADHYA PRADESH,JABALPUR,MAJHAULI,3,0,0,0,6,0,9
MADHYA PRADESH,JABALPUR,PANAGARH,2,1,2,4,80,0,89
MADHYA PRADESH,JABALPUR,PATAN,2,1,1,3,694,0,701
MADHYA PRADESH,JABALPUR,SHAHPURA,0,0,0,0,252,0,252
MADHYA PRADESH,JABALPUR,SIHORA,1,0,0,4,59,1,65
MADHYA PRADESH,JHABUA,JHABUA,0,0,0,0,9,0,9
MADHYA PRADESH,JHABUA,JOBAT,0,0,0,0,25,0,25
MADHYA PRADESH,JHABUA,PETALAWAD,0,0,0,0,22,0,22
MADHYA PRADESH,JHABUA,THANDLA,0,0,0,0,4,0,4
MADHYA PRADESH,JHABUA,UDAIGARH,0,0,0,0,18,0,18
MADHYA PRADESH,KHANDWA,BALDEE,0,0,0,0,16,0,16
MADHYA PRADESH,KHANDWA,BURHANPUR,0,0,0,0,18,0,18
MADHYA PRADESH,KHANDWA,CHHAIGAON MAKHAN,0,0,0,0,10,0,10
MADHYA PRADESH,KHANDWA,HARSUD,0,0,0,0,9,0,9
MADHYA PRADESH,KHANDWA,KHALWA,0,0,0,0,2,0,2
MADHYA PRADESH,KHANDWA,PANDHANA,0,0,0,0,7,0,7
MADHYA PRADESH,KHARGONE,BADWAH,0,0,0,0,100,0,100
MADHYA PRADESH,KHARGONE,BHAGWANPURA,0,0,0,0,1,0,1
MADHYA PRADESH,KHARGONE,BHEEKANGAON,0,0,0,4,12,0,16
MADHYA PRADESH,KHARGONE,KASRAWAD,0,0,0,0,26,0,26
MADHYA PRADESH,KHARGONE,KHARGONE,0,0,0,1,28,0,29
MADHYA PRADESH,KHARGONE,MAHESHWAR,0,0,0,0,5,0,5
MADHYA PRADESH,KHARGONE,NIWALI,0,0,0,0,8,0,8
MADHYA PRADESH,KHARGONE,PANSEMAL,0,0,2,2,640,0,644
MADHYA PRADESH,MANDLA,BICHHIYA,0,0,0,0,2,0,2
MADHYA PRADESH,MANDLA,GHUGHARI,0,0,0,0,1,0,1
MADHYA PRADESH,MANDLA,KARANJIYA,0,0,0,0,17,0,17
MADHYA PRADESH,MANDLA,MANDLA,0,0,0,0,30,0,30
MADHYA PRADESH,MANDLA,NAINPUR,0,0,0,0,1,0,1
MADHYA PRADESH,MANDSAUR,BHANPURA,0,0,0,4,6,0,10
MADHYA PRADESH,MANDSAUR,GAROTH,2,0,0,6,26,0,34
MADHYA PRADESH,MANDSAUR,JAWAD,0,0,0,90,72,0,162
MADHYA PRADESH,MANDSAUR,MALHARGARH,0,0,0,9,29,0,38
MADHYA PRADESH,MANDSAUR,MANASA,0,0,0,23,1,0,24
MADHYA PRADESH,MANDSAUR,MANDSAUR,0,0,0,23,65,0,88
MADHYA PRADESH,MANDSAUR,NEEMACH,1,0,0,2,12,0,15
MADHYA PRADESH,MANDSAUR,SITAMAU,0,0,0,3,28,0,31
MADHYA PRADESH,MORENA,AMBAH,0,0,0,0,3,0,3
MADHYA PRADESH,MORENA,JAURA,30,0,0,4,2,0,36
MADHYA PRADESH,MORENA,KARAHAL,0,1,11,16,159,0,187
MADHYA PRADESH,MORENA,MORENA,0,0,0,18,38,0,56
MADHYA PRADESH,MORENA,PAHARGARH,3,0,0,9,16,0,28
MADHYA PRADESH,MORENA,SABALGARH,0,0,0,16,17,0,33
MADHYA PRADESH,MORENA,SHEOPUR KALAN,7,0,0,169,1286,0,1462
MADHYA PRADESH,MORENA,VIJAIPUR,0,0,0,8,100,0,108
MADHYA PRADESH,NARSIMHAPUR,BABAICHICHALI,0,0,6,0,288,0,294
MADHYA PRADESH,NARSIMHAPUR,CHANWARPATHA,2,0,4,2,462,0,470
MADHYA PRADESH,NARSIMHAPUR,GOTEGAON,5,0,0,5,3403,4,3417
MADHYA PRADESH,NARSIMHAPUR,KARELI,0,0,3,15,547,0,565
MADHYA PRADESH,NARSIMHAPUR,NARSINGHPUR,2,3,0,13,529,0,547
MADHYA PRADESH,NARSIMHAPUR,SAINKHEDA,0,0,0,5,380,0,385
MADHYA PRADESH,PANNA,GUNNAUR,0,0,0,0,71,0,71
MADHYA PRADESH,PANNA,PANNA,0,0,0,0,22,0,22
MADHYA PRADESH,PANNA,PAWAI,0,0,0,0,6,0,6
MADHYA PRADESH,PANNA,SHAHNAGAR,0,0,0,1,46,0,47
MADHYA PRADESH,RAIGARH,KHARASIYA,1,0,0,0,151,0,152
MADHYA PRADESH,RAIGARH,KUNKURI,150,0,0,0,0,0,150
MADHYA PRADESH,RAIGARH,PUSAUR,22,0,0,1,400,0,423
MADHYA PRADESH,RAIGARH,RAIGARH,3,0,0,0,408,0,411
MADHYA PRADESH,RAIGARH,SARANGARH,0,0,0,0,13,0,13
MADHYA PRADESH,RAIGARH,SARIYALENDHA,36,4,3,0,534,0,577
MADHYA PRADESH,RAIGARH,TAMNAR,0,0,0,0,1,0,1
MADHYA PRADESH,RAIPUR,ABHANPUR,0,0,0,0,215,0,215
MADHYA PRADESH,RAIPUR,BAGBAHRA,0,0,0,0,31,0,31
MADHYA PRADESH,RAIPUR,BASNA,0,0,0,0,119,0,119
MADHYA PRADESH,RAIPUR,BHATAPARA,0,0,0,0,162,0,162
MADHYA PRADESH,RAIPUR,CHANDKHURAI(ARANG),0,0,0,1,33,0,34
MADHYA PRADESH,RAIPUR,CHHURA,0,0,0,0,11,0,11
MADHYA PRADESH,RAIPUR,DHAMTARI,0,1,0,1,1185,0,1187
MADHYA PRADESH,RAIPUR,GARIYABAND,3,0,0,0,5,0,8
MADHYA PRADESH,RAIPUR,KASDOL,0,0,0,0,91,0,91
MADHYA PRADESH,RAIPUR,KURUD,0,0,0,0,1135,0,1135
MADHYA PRADESH,RAIPUR,MAGARLOD,0,0,0,0,40,0,40
MADHYA PRADESH,RAIPUR,MAHASAMUND,2,0,0,0,27,0,29
MADHYA PRADESH,RAIPUR,PITHORA,1,0,0,0,12,0,13
MADHYA PRADESH,RAIPUR,RAIPUR(DHARSIWA),0,0,0,0,411,0,411
MADHYA PRADESH,RAIPUR,RAJIM,1,0,0,0,25,0,26
MADHYA PRADESH,RAIPUR,SARAIPALI,0,0,0,0,86,0,86
MADHYA PRADESH,RAIPUR,SIHAWA,0,0,0,0,8,0,8
MADHYA PRADESH,RAIPUR,SIMGA,4,0,0,0,156,0,160
MADHYA PRADESH,RAIPUR,TILDA,0,0,0,0,154,0,154
MADHYA PRADESH,RAISEN,BARELI,0,0,0,7,454,0,461
MADHYA PRADESH,RAISEN,BEGAMGANJ,0,0,0,0,57,0,57
MADHYA PRADESH,RAISEN,GAIRATGANJ,0,0,0,1,320,0,321
MADHYA PRADESH,RAISEN,OBEDULLAHGANJ,0,0,0,40,1589,0,1629
MADHYA PRADESH,RAISEN,SANCHI,0,0,1,76,1823,0,1900
MADHYA PRADESH,RAISEN,SILWANI,0,0,1,37,723,0,761
MADHYA PRADESH,RAISEN,UDAIPURA,15,0,0,16,405,0,436
MADHYA PRADESH,RAJGARH,BIAORA,0,0,0,4,25,0,29
MADHYA PRADESH,RAJGARH,JEERAPUR,0,0,0,1,19,0,20
MADHYA PRADESH,RAJGARH,KHILCHIPUR,0,0,0,0,9,0,9
MADHYA PRADESH,RAJGARH,NARASINGHGARH,0,0,0,79,680,0,759
MADHYA PRADESH,RAJGARH,PACHAUR (SARANGPUR),0,0,0,5,321,0,326
MADHYA PRADESH,RAJGARH,RAJGARH,0,0,0,0,2,0,2
MADHYA PRADESH,RAJNANDGAON,CHHURIA,0,0,0,0,7,0,7
MADHYA PRADESH,RAJNANDGAON,DOMGARGARH,0,0,0,0,6,0,6
MADHYA PRADESH,RAJNANDGAON,DONGARGAON,37,0,0,0,92,0,129
MADHYA PRADESH,RAJNANDGAON,KHALRAGARH,1,0,0,1,14,0,16
MADHYA PRADESH,RAJNANDGAON,SAHASPURLOHARA,16,0,0,0,56,0,72
MADHYA PRADESH,RATLAM,ALOT,0,0,0,0,288,0,288
MADHYA PRADESH,RATLAM,BAJNA,0,0,0,0,2,0,2
MADHYA PRADESH,RATLAM,JAWRA,0,0,0,4,76,0,80
MADHYA PRADESH,RATLAM,PIPLODA,0,0,0,16,689,0,705
MADHYA PRADESH,RATLAM,RATLAM,1,1,0,341,2636,0,2979
MADHYA PRADESH,RATLAM,SAILANA,0,0,0,2,11,0,13
MADHYA PRADESH,REWA,GANGEO,0,0,0,0,7,0,7
MADHYA PRADESH,REWA,HANUMANA,1,0,0,0,0,0,1
MADHYA PRADESH,REWA,MAUGANJ,1,0,0,0,92,0,93
MADHYA PRADESH,REWA,RAIPUR,7,2,1,10,428,0,448
MADHYA PRADESH,REWA,REWA,3,0,0,0,354,3,360
MADHYA PRADESH,REWA,SIRMAUR,0,0,0,0,260,0,260
MADHYA PRADESH,REWA,TYONTHAR,0,0,0,0,1,0,1
MADHYA PRADESH,SAGAR,BANDA,0,0,0,11,50,0,61
MADHYA PRADESH,SAGAR,BEENA,0,0,0,1,304,0,305
MADHYA PRADESH,SAGAR,DEORI,0,1,0,0,240,0,241
MADHYA PRADESH,SAGAR,JAISINAGAR,0,0,0,0,5,0,5
MADHYA PRADESH,SAGAR,KESALI,0,0,0,0,8,0,8
MADHYA PRADESH,SAGAR,KHURAI,0,0,0,0,187,4,191
MADHYA PRADESH,SAGAR,MALTHON,0,0,0,0,4,0,4
MADHYA PRADESH,SAGAR,RAHATGARH,0,0,0,2,18,0,20
MADHYA PRADESH,SAGAR,REHALI,3,0,1,3,534,0,541
MADHYA PRADESH,SAGAR,SAGAR,0,0,0,2,176,0,178
MADHYA PRADESH,SATNA,AMARPATAN,2,0,1,2,460,0,465
MADHYA PRADESH,SATNA,CHITRAKOOT,0,0,0,0,9,0,9
MADHYA PRADESH,SATNA,MAIHAR,2,0,0,2,92,0,96
MADHYA PRADESH,SATNA,NAGOD,0,0,0,1,214,0,215
MADHYA PRADESH,SATNA,RAMNAGAR,0,0,0,4,8,0,12
MADHYA PRADESH,SATNA,RAMPUR,2,0,0,114,1352,0,1468
MADHYA PRADESH,SATNA,SATNA,4,1,0,12,212,0,229
MADHYA PRADESH,SATNA,UNCHEHARA,1,0,0,3,99,0,103
MADHYA PRADESH,SEHORE,AASHTA,6,0,0,66,3514,1,3587
MADHYA PRADESH,SEHORE,BUDANI,0,1,0,4,71,0,76
MADHYA PRADESH,SEHORE,ICHHAWER,0,0,2,16,220,0,238
MADHYA PRADESH,SEHORE,NASRULLAHGANJ,0,0,0,0,47,0,47
MADHYA PRADESH,SEHORE,SIHORE,0,2,0,105,1589,0,1696
MADHYA PRADESH,SEONI,BARGHAT,0,0,0,0,1,0,1
MADHYA PRADESH,SEONI,CHHAPARA,0,0,0,0,5,0,5
MADHYA PRADESH,SEONI,KAHANAPUS,0,0,0,0,22,0,22
MADHYA PRADESH,SEONI,KURAI,0,0,0,0,6,0,6
MADHYA PRADESH,SEONI,LAKHNADAUN,0,0,0,0,3,0,3
MADHYA PRADESH,SEONI,SEONI,0,0,0,0,3,0,3
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,0,0,0,0,11,0,11
MADHYA PRADESH,SHAHDOL,JAITAHARI,0,0,0,0,1,0,1
MADHYA PRADESH,SHAHDOL,MANPUR,0,0,0,0,9,0,9
MADHYA PRADESH,SHAHDOL,PALEE-1,0,0,0,0,8,0,8
MADHYA PRADESH,SHAHDOL,SOHAGPUR,0,0,0,0,16,0,16
MADHYA PRADESH,SHAHDOL,UMARIYA,9,0,0,0,11,0,20
MADHYA PRADESH,SHAJAPUR,AGAR,0,0,0,9,125,0,134
MADHYA PRADESH,SHAJAPUR,BAROD,0,0,0,0,13,0,13
MADHYA PRADESH,SHAJAPUR,KALAPIPALMANDI,2,0,0,50,1024,0,1076
MADHYA PRADESH,SHAJAPUR,MOMANBARODIYA,0,0,0,137,655,0,792
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,7,0,0,76,239,0,322
MADHYA PRADESH,SHAJAPUR,SUJALPUR,0,0,0,36,732,0,768
MADHYA PRADESH,SHAJAPUR,SUSNER,0,0,0,2,0,0,2
MADHYA PRADESH,SHIVPURI,BADARWAS,0,0,0,6,79,0,85
MADHYA PRADESH,SHIVPURI,KARERA,1,0,0,0,3,0,4
MADHYA PRADESH,SHIVPURI,KOLARAS,1,0,0,1,39,0,41
MADHYA PRADESH,SHIVPURI,POHARI,11,0,0,13,24,0,48
MADHYA PRADESH,SHIVPURI,SHIVPURI,1,0,0,4,54,0,59
MADHYA PRADESH,SIDHI,BAIDHAN,0,0,0,2,2,0,4
MADHYA PRADESH,SIDHI,CHITRANGI,0,0,0,0,8,0,8
MADHYA PRADESH,SIDHI,RAMPURNEKIN,44,0,0,1,53,0,98
MADHYA PRADESH,SIDHI,SIDHI,26,0,0,0,42,0,68
MADHYA PRADESH,SIDHI,SIHAWAL,42,0,2,0,112,0,156
MADHYA PRADESH,SURGUJA,AMBIKAPUR,0,0,0,0,1,0,1
MADHYA PRADESH,SURGUJA,MAINPAT,0,0,0,0,17,0,17
MADHYA PRADESH,TIKAMGARH,JATARA,1,1,2,170,81,0,255
MADHYA PRADESH,TIKAMGARH,NIWARI,0,0,0,58,73,0,131
MADHYA PRADESH,TIKAMGARH,PALERA,0,0,5,306,126,1,438
MADHYA PRADESH,TIKAMGARH,PRITHWIPUR,0,0,0,4,5,0,9
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,0,0,0,37,27,0,64
MADHYA PRADESH,UJJAIN,BADNAGAR,1,0,0,299,7491,0,7791
MADHYA PRADESH,UJJAIN,GHATIYA,0,18,0,9,822,2,851
MADHYA PRADESH,UJJAIN,KHACHRAUD,16,37,3,234,1691,18,1999
MADHYA PRADESH,UJJAIN,MAHIDPUR,2,7,0,46,631,0,686
MADHYA PRADESH,UJJAIN,TARANA,0,0,0,165,834,0,999
MADHYA PRADESH,UJJAIN,UJJAIN,2,0,0,438,4326,0,4766
MADHYA PRADESH,VIDISHA,BASODA,0,0,0,15,379,3,397
MADHYA PRADESH,VIDISHA,GYARASPUR,1,0,0,12,199,0,212
MADHYA PRADESH,VIDISHA,KURWAI,1,0,0,12,394,0,407
MADHYA PRADESH,VIDISHA,LATERI,0,0,0,0,8,0,8
MADHYA PRADESH,VIDISHA,NATERAN,0,0,0,1,158,0,159
MADHYA PRADESH,VIDISHA,SIRONJ,0,0,0,42,142,0,184
MADHYA PRADESH,VIDISHA,VIDISHA,0,0,0,64,1142,1,1207
MANIPUR,BISHNUPUR,BISHNUPUR,1,0,0,0,0,0,1
MANIPUR,BISHNUPUR,MOIRANG,2,0,0,0,0,0,2
MANIPUR,CHURACHANDPUR,CHURACHANDPUR,2,0,0,0,0,0,2
MANIPUR,IMPHAL,HAORANGSABAL(I-W),4,0,0,0,0,0,4
MANIPUR,IMPHAL,IRILBUNG(IMPHAL-E),1,0,0,0,0,0,1
MANIPUR,IMPHAL,SWOMBUNG(IMPHAL-E),4,0,0,0,0,0,4
MANIPUR,SENAPATI,KANGPOKPI,3,0,0,0,0,0,3
MANIPUR,THOUBAL,KAKCHING,12,0,0,0,0,0,12
MANIPUR,THOUBAL,THOUBAL,7,0,0,0,0,0,7
MEGHALAYA,WEST GARO HILLS,BETASING,0,0,0,0,107,0,107
MEGHALAYA,WEST GARO HILLS,ZIKZAK,0,0,0,2,0,0,2
MEGHALAYA,WEST KHASI HILLS,MAIRANG,1,0,0,0,0,0,1
NAGALAND,KOHIMA,MEDZIPHEMA,0,0,0,0,6,0,6
ORISSA,ANGUL,ANUGUL,0,0,0,0,1,0,1
ORISSA,ANGUL,KISONAGAR,0,0,0,0,1,0,1
ORISSA,BALASORE,BAHANAGA,0,0,0,13,657,0,670
ORISSA,BALASORE,BALASORE,0,0,0,0,148,0,148
ORISSA,BALASORE,BALIPAL,0,0,0,0,743,0,743
ORISSA,BALASORE,BASTA,0,0,0,9,1011,0,1020
ORISSA,BALASORE,BHOGARAI,0,1,0,1,1869,0,1871
ORISSA,BALASORE,JALESWAR,2,0,0,0,942,0,944
ORISSA,BALASORE,JILGIRI,0,0,0,1,35,0,36
ORISSA,BALASORE,KHAIRA,0,0,0,0,436,0,436
ORISSA,BALASORE,OUPADA,0,0,0,0,29,0,29
ORISSA,BALASORE,REMUNA,1,0,0,0,315,0,316
ORISSA,BALASORE,SIMULIA,0,0,0,0,366,0,366
ORISSA,BALASORE,SORO,0,0,0,0,310,0,310
ORISSA,BARAGARH,AMBABHANA,1,0,0,0,59,0,60
ORISSA,BARAGARH,ATABIRA,0,0,0,0,4,0,4
ORISSA,BARAGARH,BARAGARH,0,1,0,0,5,0,6
ORISSA,BARAGARH,BARAPALI,0,0,0,0,4,0,4
ORISSA,BARAGARH,BHATALI,0,0,0,0,75,0,75
ORISSA,BARAGARH,JHARABANDHA,0,0,0,0,1,0,1
ORISSA,BARAGARH,PADMAPUR,0,0,0,0,3,0,3
ORISSA,BARAGARH,PAIKMAL,1,0,0,0,1,0,2
ORISSA,BARAGARH,SOHELA,0,0,0,0,35,0,35
ORISSA,BHADRAK,BASUDEVPUR,0,0,0,2,393,0,395
ORISSA,BHADRAK,BHADRAK,9,0,0,3,237,0,249
ORISSA,BHADRAK,BHANDARIPOKHARI,0,0,0,7,128,0,135
ORISSA,BHADRAK,BONTH,0,0,0,9,148,0,157
ORISSA,BHADRAK,DHAMANAGAR,0,0,0,13,182,0,195
ORISSA,BHADRAK,TIHIDI,0,0,0,9,116,0,125
ORISSA,BOLANGIR,AGALPUR,0,0,0,0,9,0,9
ORISSA,BOLANGIR,BALANGIR,0,0,0,0,1,0,1
ORISSA,BOLANGIR,BONGOMUNDA,1,0,0,0,2,0,3
ORISSA,BOLANGIR,TUREKELA,0,0,0,0,4,0,4
ORISSA,CUTTACK,ATHGARH,0,0,0,0,1,0,1
ORISSA,CUTTACK,BARANGA,7,1,0,1,166,0,175
ORISSA,CUTTACK,CUTTACK(SADAR),16,0,0,2,283,0,301
ORISSA,CUTTACK,KANTAPARA,4,0,0,2,281,0,287
ORISSA,CUTTACK,MAHANGA,1,0,0,0,101,0,102
ORISSA,CUTTACK,NIALI,13,0,0,0,320,0,333
ORISSA,CUTTACK,NISCHINTAKOILI,19,0,0,1,326,0,346
ORISSA,CUTTACK,SALIPUR,0,0,0,0,157,0,157
ORISSA,CUTTACK,TANGI-CHOUDWAR,0,0,0,3,8,0,11
ORISSA,GAJAPATI,GUMMA,0,0,0,0,1,0,1
ORISSA,GAJAPATI,PARALAKHEMUNDI,2,0,0,0,81,0,83
ORISSA,GAJAPATI,RAYAGADA,0,0,0,0,3,0,3
ORISSA,GANJAM,ASKA,64,3,5,1,31,15,119
ORISSA,GANJAM,BELAGUNTHA,36,0,0,0,5,0,41
ORISSA,GANJAM,BHANJANAGAR,26,0,0,0,2,0,28
ORISSA,GANJAM,CHATRAPUR,29,0,1,0,87,0,117
ORISSA,GANJAM,CHIKITI,2,0,0,0,69,0,71
ORISSA,GANJAM,DHARAKOT,29,0,0,0,3,0,32
ORISSA,GANJAM,DIGAPAHANDI,2,0,0,1,78,0,81
ORISSA,GANJAM,GANJAM,26,0,0,5,8,0,39
ORISSA,GANJAM,HINJILIKUT,41,0,0,0,50,0,91
ORISSA,GANJAM,J.N.PRASAD,17,0,0,1,4,0,22
ORISSA,GANJAM,K.KHANDI,0,0,0,0,1,0,1
ORISSA,GANJAM,K.S.NAGAR,5,0,0,0,8,0,13
ORISSA,GANJAM,P.PUR,38,0,0,0,73,0,111
ORISSA,GANJAM,PATRAPUR,0,0,0,0,33,0,33
ORISSA,GANJAM,POLASARA,10,0,0,0,0,0,10
ORISSA,GANJAM,R.LUNDA,0,0,0,0,6,0,6
ORISSA,GANJAM,S.KHEMUNDI,18,0,0,0,5,0,23
ORISSA,GANJAM,SHERAGADA,40,1,0,0,6,0,47
ORISSA,GANJAM,SORADA,14,0,0,0,0,0,14
ORISSA,JAGATSINGHPUR,BALIKUDA,16,0,0,0,212,0,228
ORISSA,JAGATSINGHPUR,BIRIDI,0,0,0,0,186,0,186
ORISSA,JAGATSINGHPUR,ERASAMA,0,0,0,0,14,0,14
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,6,0,4,5,294,0,309
ORISSA,JAGATSINGHPUR,KUNJANG,2,0,0,0,13,0,15
ORISSA,JAGATSINGHPUR,NAUGAON,35,0,0,0,136,0,171
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,0,1,0,6,314,0,321
ORISSA,JAGATSINGHPUR,TRITOL,155,0,0,2,175,0,332
ORISSA,JAJPUR,BARACHAN,2,0,0,2,13,0,17
ORISSA,JAJPUR,BARI,43,0,0,0,181,0,224
ORISSA,JAJPUR,BINJHARPUR,0,0,0,1,336,0,337
ORISSA,JAJPUR,DANAGADI,8,1,0,0,0,0,9
ORISSA,JAJPUR,DASARATHPUR,0,0,0,2,165,0,167
ORISSA,JAJPUR,DHARAMASALA,78,0,0,0,6,0,84
ORISSA,JAJPUR,JAJPUR,30,0,0,0,299,0,329
ORISSA,JAJPUR,KOREI,0,0,0,0,46,0,46
ORISSA,JAJPUR,RASULPUR,108,0,0,0,4,0,112
ORISSA,JHARSUGUDA,LAIKERA,0,0,0,0,9,0,9
ORISSA,KALAHANDI,BHABANI PATANA,0,0,0,0,1,0,1
ORISSA,KALAHANDI,JUNAGARH,0,0,0,0,6,0,6
ORISSA,KALAHANDI,KALAMPUR,0,0,0,0,3,0,3
ORISSA,KENDRAPARA,AUL,0,0,0,0,15,0,15
ORISSA,KENDRAPARA,DERABISI,1,0,0,0,166,0,167
ORISSA,KENDRAPARA,GARADPUR,84,0,0,0,116,0,200
ORISSA,KENDRAPARA,KENDRAPARA,1,0,0,0,7,0,8
ORISSA,KENDRAPARA,MAHAKALAPADA,0,0,0,0,4,0,4
ORISSA,KENDRAPARA,MARSAGHAI,0,1,0,0,9,0,10
ORISSA,KENDRAPARA,PATAMUNDAI,0,0,0,1,180,0,181
ORISSA,KEONJHAR,ANANDAPUR,28,1,1,0,1,0,31
ORISSA,KEONJHAR,GHASIPURA,4,0,0,0,0,0,4
ORISSA,KEONJHAR,HATADIHI,59,1,0,1,24,0,85
ORISSA,KEONJHAR,SADAR,0,0,0,0,2,0,2
ORISSA,KHURDA,BALIANTA,12,0,0,2,165,0,179
ORISSA,KHURDA,BALIPATANA,0,0,0,2,159,0,161
ORISSA,KHURDA,BHUBANESWAR,3,0,0,0,12,0,15
ORISSA,KORAPUT,KORAPUT,1,0,0,0,0,0,1
ORISSA,KORAPUT,KOTAPAD,0,0,0,0,1,0,1
ORISSA,MAYURBHANJ,BARIPADA,10,0,0,0,2,0,12
ORISSA,MAYURBHANJ,BARSAHI,5,0,0,0,78,0,83
ORISSA,MAYURBHANJ,BETANATI,32,0,0,4,30,0,66
ORISSA,MAYURBHANJ,GOPABANDHU NAGAR,0,0,0,0,1,0,1
ORISSA,MAYURBHANJ,KARANJIA,0,0,0,0,5,0,5
ORISSA,MAYURBHANJ,KULIANA,0,0,0,0,4,0,4
ORISSA,MAYURBHANJ,MORADA,18,0,0,0,1,0,19
ORISSA,MAYURBHANJ,RASGOVINDPUR,5,0,0,0,8,0,13
ORISSA,MAYURBHANJ,SAMAKHUNTA,0,0,0,0,1,0,1
ORISSA,MAYURBHANJ,SARASKANA,0,0,0,0,12,0,12
