-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to source of finance . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.7.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to source of Finance for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.7.csv"
}
-----
State,District,Block,Government fund,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Subsidy only,Others,Total
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,127,368,91,14,4,0,604
MADHYA PRADESH,HOSHANGABAD,HARDA,12,49,0,2,0,0,63
MADHYA PRADESH,HOSHANGABAD,HOSHNAGABAD,2,15,19,8,0,0,44
MADHYA PRADESH,HOSHANGABAD,KESALI,26,13,14,6,0,0,59
MADHYA PRADESH,HOSHANGABAD,KHIRAKIYA,3,18,4,0,0,0,25
MADHYA PRADESH,HOSHANGABAD,PIPARIA,126,454,101,214,0,14,909
MADHYA PRADESH,HOSHANGABAD,SEONI MALWA,9,10,16,10,0,0,45
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,104,312,36,18,0,0,470
MADHYA PRADESH,HOSHANGABAD,TIMARNI,1,1,10,0,0,0,12
MADHYA PRADESH,INDORE,DEPALPUR,226,6043,304,49,3,1,6626
MADHYA PRADESH,INDORE,INDORE,629,2958,247,8,1,30,3873
MADHYA PRADESH,INDORE,MHOW,115,388,42,2,0,0,547
MADHYA PRADESH,INDORE,SANWER,142,6330,6,2,31,0,6511
MADHYA PRADESH,JABALPUR,BADWARA,0,25,35,28,2,0,90
MADHYA PRADESH,JABALPUR,BAMHORIBAND,28,0,0,0,0,0,28
MADHYA PRADESH,JABALPUR,BARGI,0,7,5,4,0,0,16
MADHYA PRADESH,JABALPUR,DHIMARKHEDA,3,6,0,0,0,0,9
MADHYA PRADESH,JABALPUR,MAJHAULI,0,0,6,0,0,0,6
MADHYA PRADESH,JABALPUR,PANAGARH,12,42,10,19,4,0,87
MADHYA PRADESH,JABALPUR,PATAN,221,267,91,107,13,0,699
MADHYA PRADESH,JABALPUR,SHAHPURA,52,172,27,1,0,0,252
MADHYA PRADESH,JABALPUR,SIHORA,15,11,3,35,0,0,64
MADHYA PRADESH,JHABUA,JHABUA,0,0,0,9,0,0,9
MADHYA PRADESH,JHABUA,JOBAT,0,25,0,0,0,0,25
MADHYA PRADESH,JHABUA,PETALAWAD,2,0,20,0,0,0,22
MADHYA PRADESH,JHABUA,THANDLA,0,4,0,0,0,0,4
MADHYA PRADESH,JHABUA,UDAIGARH,1,1,16,0,0,0,18
MADHYA PRADESH,KHANDWA,BALDEE,11,5,0,0,0,0,16
MADHYA PRADESH,KHANDWA,BURHANPUR,18,0,0,0,0,0,18
MADHYA PRADESH,KHANDWA,CHHAIGAON MAKHAN,7,1,2,0,0,0,10
MADHYA PRADESH,KHANDWA,HARSUD,1,4,4,0,0,0,9
MADHYA PRADESH,KHANDWA,KHALWA,0,2,0,0,0,0,2
MADHYA PRADESH,KHANDWA,PANDHANA,1,6,0,0,0,0,7
MADHYA PRADESH,KHARGONE,BADWAH,15,78,1,0,6,0,100
MADHYA PRADESH,KHARGONE,BHAGWANPURA,0,1,0,0,0,0,1
MADHYA PRADESH,KHARGONE,BHEEKANGAON,3,9,0,1,3,0,16
MADHYA PRADESH,KHARGONE,KASRAWAD,2,18,6,0,0,0,26
MADHYA PRADESH,KHARGONE,KHARGONE,3,26,0,0,0,0,29
MADHYA PRADESH,KHARGONE,MAHESHWAR,5,0,0,0,0,0,5
MADHYA PRADESH,KHARGONE,NIWALI,0,8,0,0,0,0,8
MADHYA PRADESH,KHARGONE,PANSEMAL,10,312,228,94,0,0,644
MADHYA PRADESH,MANDLA,BICHHIYA,0,1,0,1,0,0,2
MADHYA PRADESH,MANDLA,GHUGHARI,0,1,0,0,0,0,1
MADHYA PRADESH,MANDLA,KARANJIYA,4,13,0,0,0,0,17
MADHYA PRADESH,MANDLA,MANDLA,0,29,1,0,0,0,30
MADHYA PRADESH,MANDLA,NAINPUR,0,0,1,0,0,0,1
MADHYA PRADESH,MANDSAUR,BHANPURA,6,1,3,0,0,0,10
MADHYA PRADESH,MANDSAUR,GAROTH,7,25,0,0,0,0,32
MADHYA PRADESH,MANDSAUR,JAWAD,95,46,9,11,0,1,162
MADHYA PRADESH,MANDSAUR,MALHARGARH,0,38,0,0,0,0,38
MADHYA PRADESH,MANDSAUR,MANASA,0,24,0,0,0,0,24
MADHYA PRADESH,MANDSAUR,MANDSAUR,19,56,1,0,0,12,88
MADHYA PRADESH,MANDSAUR,NEEMACH,0,14,0,0,0,0,14
MADHYA PRADESH,MANDSAUR,SITAMAU,6,24,1,0,0,0,31
MADHYA PRADESH,MORENA,AMBAH,1,1,1,0,0,0,3
MADHYA PRADESH,MORENA,JAURA,1,0,0,1,4,0,6
MADHYA PRADESH,MORENA,KARAHAL,0,141,0,18,28,0,187
MADHYA PRADESH,MORENA,MORENA,17,12,7,2,18,0,56
MADHYA PRADESH,MORENA,PAHARGARH,10,6,0,0,9,0,25
MADHYA PRADESH,MORENA,SABALGARH,5,12,0,0,16,0,33
MADHYA PRADESH,MORENA,SHEOPUR KALAN,88,1170,17,4,176,0,1455
MADHYA PRADESH,MORENA,VIJAIPUR,0,91,0,0,17,0,108
MADHYA PRADESH,NARSIMHAPUR,BABAICHICHALI,146,77,65,6,0,0,294
MADHYA PRADESH,NARSIMHAPUR,CHANWARPATHA,48,311,99,9,1,0,468
MADHYA PRADESH,NARSIMHAPUR,GOTEGAON,775,1871,503,245,13,5,3412
MADHYA PRADESH,NARSIMHAPUR,KARELI,335,160,64,5,1,0,565
MADHYA PRADESH,NARSIMHAPUR,NARSINGHPUR,149,151,163,63,19,0,545
MADHYA PRADESH,NARSIMHAPUR,SAINKHEDA,89,171,71,44,0,10,385
MADHYA PRADESH,PANNA,GUNNAUR,10,26,5,14,8,8,71
MADHYA PRADESH,PANNA,PANNA,8,14,0,0,0,0,22
MADHYA PRADESH,PANNA,PAWAI,0,0,6,0,0,0,6
MADHYA PRADESH,PANNA,SHAHNAGAR,0,39,8,0,0,0,47
MADHYA PRADESH,RAIGARH,KHARASIYA,3,60,73,14,1,0,151
MADHYA PRADESH,RAIGARH,KUNKURI,0,0,0,0,0,0,0
MADHYA PRADESH,RAIGARH,PUSAUR,2,380,16,3,0,0,401
MADHYA PRADESH,RAIGARH,RAIGARH,20,231,156,0,1,0,408
MADHYA PRADESH,RAIGARH,SARANGARH,2,9,2,0,0,0,13
MADHYA PRADESH,RAIGARH,SARIYALENDHA,9,264,229,30,9,0,541
MADHYA PRADESH,RAIGARH,TAMNAR,0,1,0,0,0,0,1
MADHYA PRADESH,RAIPUR,ABHANPUR,52,76,84,3,0,0,215
MADHYA PRADESH,RAIPUR,BAGBAHRA,4,14,9,4,0,0,31
MADHYA PRADESH,RAIPUR,BASNA,14,78,3,24,0,0,119
MADHYA PRADESH,RAIPUR,BHATAPARA,1,122,27,12,0,0,162
MADHYA PRADESH,RAIPUR,CHANDKHURAI(ARANG),2,26,1,4,1,0,34
MADHYA PRADESH,RAIPUR,CHHURA,0,2,3,6,0,0,11
MADHYA PRADESH,RAIPUR,DHAMTARI,282,781,71,51,2,0,1187
MADHYA PRADESH,RAIPUR,GARIYABAND,2,1,2,0,0,0,5
MADHYA PRADESH,RAIPUR,KASDOL,1,89,0,1,0,0,91
MADHYA PRADESH,RAIPUR,KURUD,367,582,177,9,0,0,1135
MADHYA PRADESH,RAIPUR,MAGARLOD,2,37,1,0,0,0,40
MADHYA PRADESH,RAIPUR,MAHASAMUND,0,18,2,7,0,0,27
MADHYA PRADESH,RAIPUR,PITHORA,3,5,0,4,0,0,12
MADHYA PRADESH,RAIPUR,RAIPUR(DHARSIWA),87,244,48,22,10,0,411
MADHYA PRADESH,RAIPUR,RAJIM,4,16,5,0,0,0,25
MADHYA PRADESH,RAIPUR,SARAIPALI,1,69,2,11,3,0,86
MADHYA PRADESH,RAIPUR,SIHAWA,3,3,2,0,0,0,8
MADHYA PRADESH,RAIPUR,SIMGA,18,56,74,4,4,0,156
MADHYA PRADESH,RAIPUR,TILDA,38,89,4,17,6,0,154
MADHYA PRADESH,RAISEN,BARELI,46,314,22,37,42,0,461
MADHYA PRADESH,RAISEN,BEGAMGANJ,3,48,0,0,6,0,57
MADHYA PRADESH,RAISEN,GAIRATGANJ,30,280,5,0,6,0,321
MADHYA PRADESH,RAISEN,OBEDULLAHGANJ,442,1026,109,50,1,1,1629
MADHYA PRADESH,RAISEN,SANCHI,258,1564,41,36,0,1,1900
MADHYA PRADESH,RAISEN,SILWANI,134,555,59,13,0,0,761
MADHYA PRADESH,RAISEN,UDAIPURA,112,255,29,25,0,0,421
MADHYA PRADESH,RAJGARH,BIAORA,7,21,0,0,0,1,29
MADHYA PRADESH,RAJGARH,JEERAPUR,0,20,0,0,0,0,20
MADHYA PRADESH,RAJGARH,KHILCHIPUR,0,9,0,0,0,0,9
MADHYA PRADESH,RAJGARH,NARASINGHGARH,230,519,9,1,0,0,759
MADHYA PRADESH,RAJGARH,PACHAUR (SARANGPUR),27,284,14,1,0,0,326
MADHYA PRADESH,RAJGARH,RAJGARH,1,0,1,0,0,0,2
MADHYA PRADESH,RAJNANDGAON,CHHURIA,5,2,0,0,0,0,7
MADHYA PRADESH,RAJNANDGAON,DOMGARGARH,0,4,2,0,0,0,6
MADHYA PRADESH,RAJNANDGAON,DONGARGAON,16,26,38,11,1,0,92
MADHYA PRADESH,RAJNANDGAON,KHALRAGARH,0,9,2,4,0,0,15
MADHYA PRADESH,RAJNANDGAON,SAHASPURLOHARA,5,37,12,2,0,0,56
MADHYA PRADESH,RATLAM,ALOT,44,226,12,6,0,0,288
MADHYA PRADESH,RATLAM,BAJNA,2,0,0,0,0,0,2
MADHYA PRADESH,RATLAM,JAWRA,2,78,0,0,0,0,80
MADHYA PRADESH,RATLAM,PIPLODA,12,685,2,1,5,0,705
MADHYA PRADESH,RATLAM,RATLAM,92,2838,16,1,31,0,2978
MADHYA PRADESH,RATLAM,SAILANA,1,10,1,1,0,0,13
MADHYA PRADESH,REWA,GANGEO,0,7,0,0,0,0,7
MADHYA PRADESH,REWA,HANUMANA,0,0,0,0,0,0,0
MADHYA PRADESH,REWA,MAUGANJ,9,49,10,24,0,0,92
MADHYA PRADESH,REWA,RAIPUR,60,326,34,21,0,0,441
MADHYA PRADESH,REWA,REWA,6,334,11,6,0,0,357
MADHYA PRADESH,REWA,SIRMAUR,3,220,32,5,0,0,260
MADHYA PRADESH,REWA,TYONTHAR,0,1,0,0,0,0,1
MADHYA PRADESH,SAGAR,BANDA,0,61,0,0,0,0,61
MADHYA PRADESH,SAGAR,BEENA,79,206,11,3,6,0,305
MADHYA PRADESH,SAGAR,DEORI,3,144,0,94,0,0,241
MADHYA PRADESH,SAGAR,JAISINAGAR,1,3,0,1,0,0,5
MADHYA PRADESH,SAGAR,KESALI,2,6,0,0,0,0,8
MADHYA PRADESH,SAGAR,KHURAI,59,110,2,1,19,0,191
MADHYA PRADESH,SAGAR,MALTHON,0,2,0,0,2,0,4
MADHYA PRADESH,SAGAR,RAHATGARH,0,16,0,0,4,0,20
MADHYA PRADESH,SAGAR,REHALI,102,414,12,3,7,0,538
MADHYA PRADESH,SAGAR,SAGAR,54,56,55,8,5,0,178
MADHYA PRADESH,SATNA,AMARPATAN,85,346,23,9,0,0,463
MADHYA PRADESH,SATNA,CHITRAKOOT,1,8,0,0,0,0,9
MADHYA PRADESH,SATNA,MAIHAR,8,66,1,19,0,0,94
MADHYA PRADESH,SATNA,NAGOD,14,130,47,24,0,0,215
MADHYA PRADESH,SATNA,RAMNAGAR,0,11,1,0,0,0,12
MADHYA PRADESH,SATNA,RAMPUR,43,1394,26,2,1,0,1466
MADHYA PRADESH,SATNA,SATNA,18,151,30,26,0,0,225
MADHYA PRADESH,SATNA,UNCHEHARA,29,41,2,30,0,0,102
MADHYA PRADESH,SEHORE,AASHTA,587,2873,33,37,4,47,3581
MADHYA PRADESH,SEHORE,BUDANI,17,26,10,19,0,4,76
MADHYA PRADESH,SEHORE,ICHHAWER,107,123,7,1,0,0,238
MADHYA PRADESH,SEHORE,NASRULLAHGANJ,6,33,8,0,0,0,47
MADHYA PRADESH,SEHORE,SIHORE,288,1374,28,1,5,0,1696
MADHYA PRADESH,SEONI,BARGHAT,0,0,0,1,0,0,1
MADHYA PRADESH,SEONI,CHHAPARA,5,0,0,0,0,0,5
MADHYA PRADESH,SEONI,KAHANAPUS,15,7,0,0,0,0,22
MADHYA PRADESH,SEONI,KURAI,2,0,0,2,2,0,6
MADHYA PRADESH,SEONI,LAKHNADAUN,0,3,0,0,0,0,3
MADHYA PRADESH,SEONI,SEONI,0,0,1,2,0,0,3
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,4,6,1,0,0,0,11
MADHYA PRADESH,SHAHDOL,JAITAHARI,0,1,0,0,0,0,1
MADHYA PRADESH,SHAHDOL,MANPUR,0,3,1,0,5,0,9
MADHYA PRADESH,SHAHDOL,PALEE-1,0,6,2,0,0,0,8
MADHYA PRADESH,SHAHDOL,SOHAGPUR,13,3,0,0,0,0,16
MADHYA PRADESH,SHAHDOL,UMARIYA,5,5,0,1,0,0,11
MADHYA PRADESH,SHAJAPUR,AGAR,4,128,2,0,0,0,134
MADHYA PRADESH,SHAJAPUR,BAROD,1,11,0,1,0,0,13
MADHYA PRADESH,SHAJAPUR,KALAPIPALMANDI,111,929,28,6,0,0,1074
MADHYA PRADESH,SHAJAPUR,MOMANBARODIYA,50,724,11,7,0,0,792
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,0,311,2,2,0,0,315
MADHYA PRADESH,SHAJAPUR,SUJALPUR,126,634,5,3,0,0,768
MADHYA PRADESH,SHAJAPUR,SUSNER,0,2,0,0,0,0,2
MADHYA PRADESH,SHIVPURI,BADARWAS,13,47,5,0,0,20,85
MADHYA PRADESH,SHIVPURI,KARERA,0,3,0,0,0,0,3
MADHYA PRADESH,SHIVPURI,KOLARAS,9,13,0,0,18,0,40
MADHYA PRADESH,SHIVPURI,POHARI,3,21,0,0,6,7,37
MADHYA PRADESH,SHIVPURI,SHIVPURI,0,54,1,3,0,0,58
MADHYA PRADESH,SIDHI,BAIDHAN,0,4,0,0,0,0,4
MADHYA PRADESH,SIDHI,CHITRANGI,2,2,0,4,0,0,8
MADHYA PRADESH,SIDHI,RAMPURNEKIN,1,16,28,8,0,1,54
MADHYA PRADESH,SIDHI,SIDHI,2,11,24,5,0,0,42
MADHYA PRADESH,SIDHI,SIHAWAL,1,60,42,11,0,0,114
MADHYA PRADESH,SURGUJA,AMBIKAPUR,0,1,0,0,0,0,1
MADHYA PRADESH,SURGUJA,MAINPAT,0,12,4,1,0,0,17
MADHYA PRADESH,TIKAMGARH,JATARA,219,31,0,3,1,0,254
MADHYA PRADESH,TIKAMGARH,NIWARI,71,1,0,1,58,0,131
MADHYA PRADESH,TIKAMGARH,PALERA,385,50,0,2,1,0,438
MADHYA PRADESH,TIKAMGARH,PRITHWIPUR,0,9,0,0,0,0,9
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,45,0,16,3,0,0,64
MADHYA PRADESH,UJJAIN,BADNAGAR,343,7373,60,9,5,0,7790
MADHYA PRADESH,UJJAIN,GHATIYA,89,745,15,1,1,0,851
MADHYA PRADESH,UJJAIN,KHACHRAUD,360,1556,49,14,4,0,1983
MADHYA PRADESH,UJJAIN,MAHIDPUR,23,650,4,6,1,0,684
MADHYA PRADESH,UJJAIN,TARANA,20,977,1,1,0,0,999
MADHYA PRADESH,UJJAIN,UJJAIN,551,4196,16,1,0,0,4764
MADHYA PRADESH,VIDISHA,BASODA,7,352,29,0,2,7,397
MADHYA PRADESH,VIDISHA,GYARASPUR,9,180,19,3,0,0,211
MADHYA PRADESH,VIDISHA,KURWAI,94,306,0,6,0,0,406
MADHYA PRADESH,VIDISHA,LATERI,0,8,0,0,0,0,8
MADHYA PRADESH,VIDISHA,NATERAN,10,149,0,0,0,0,159
MADHYA PRADESH,VIDISHA,SIRONJ,0,181,0,0,0,3,184
MADHYA PRADESH,VIDISHA,VIDISHA,120,881,188,9,9,0,1207
MANIPUR,BISHNUPUR,BISHNUPUR,0,0,0,0,0,0,0
MANIPUR,BISHNUPUR,MOIRANG,0,0,0,0,0,0,0
MANIPUR,CHURACHANDPUR,CHURACHANDPUR,0,0,0,0,0,0,0
MANIPUR,IMPHAL,HAORANGSABAL(I-W),0,0,0,0,0,0,0
MANIPUR,IMPHAL,IRILBUNG(IMPHAL-E),0,0,0,0,0,0,0
MANIPUR,IMPHAL,SWOMBUNG(IMPHAL-E),0,0,0,0,0,0,0
MANIPUR,SENAPATI,KANGPOKPI,0,0,0,0,0,0,0
MANIPUR,THOUBAL,KAKCHING,0,0,0,0,0,0,0
MANIPUR,THOUBAL,THOUBAL,0,0,0,0,0,0,0
MEGHALAYA,WEST GARO HILLS,BETASING,1,106,0,0,0,0,107
MEGHALAYA,WEST GARO HILLS,ZIKZAK,0,2,0,0,0,0,2
MEGHALAYA,WEST KHASI HILLS,MAIRANG,0,0,0,0,0,0,0
NAGALAND,KOHIMA,MEDZIPHEMA,0,0,0,0,6,0,6
ORISSA,ANGUL,ANUGUL,0,0,0,1,0,0,1
ORISSA,ANGUL,KISONAGAR,0,1,0,0,0,0,1
ORISSA,BALASORE,BAHANAGA,11,214,271,115,59,0,670
ORISSA,BALASORE,BALASORE,38,36,50,15,9,0,148
ORISSA,BALASORE,BALIPAL,2,435,131,151,24,0,743
ORISSA,BALASORE,BASTA,2,553,170,267,28,0,1020
ORISSA,BALASORE,BHOGARAI,82,1176,382,204,27,0,1871
ORISSA,BALASORE,JALESWAR,12,473,187,103,167,0,942
ORISSA,BALASORE,JILGIRI,2,8,12,11,3,0,36
ORISSA,BALASORE,KHAIRA,24,85,119,85,123,0,436
ORISSA,BALASORE,OUPADA,6,13,6,2,2,0,29
ORISSA,BALASORE,REMUNA,3,230,34,46,2,0,315
ORISSA,BALASORE,SIMULIA,3,101,57,116,89,0,366
ORISSA,BALASORE,SORO,33,73,43,92,69,0,310
ORISSA,BARAGARH,AMBABHANA,22,23,13,1,0,0,59
ORISSA,BARAGARH,ATABIRA,1,2,1,0,0,0,4
ORISSA,BARAGARH,BARAGARH,0,1,5,0,0,0,6
ORISSA,BARAGARH,BARAPALI,2,0,1,0,1,0,4
ORISSA,BARAGARH,BHATALI,21,20,21,10,3,0,75
ORISSA,BARAGARH,JHARABANDHA,0,1,0,0,0,0,1
ORISSA,BARAGARH,PADMAPUR,1,0,2,0,0,0,3
ORISSA,BARAGARH,PAIKMAL,0,0,0,0,1,0,1
ORISSA,BARAGARH,SOHELA,15,15,0,3,2,0,35
ORISSA,BHADRAK,BASUDEVPUR,4,103,143,128,15,2,395
ORISSA,BHADRAK,BHADRAK,20,129,59,21,11,0,240
ORISSA,BHADRAK,BHANDARIPOKHARI,3,71,26,33,2,0,135
ORISSA,BHADRAK,BONTH,59,24,42,30,2,0,157
ORISSA,BHADRAK,DHAMANAGAR,46,39,58,46,5,1,195
ORISSA,BHADRAK,TIHIDI,17,18,50,36,4,0,125
ORISSA,BOLANGIR,AGALPUR,0,9,0,0,0,0,9
ORISSA,BOLANGIR,BALANGIR,1,0,0,0,0,0,1
ORISSA,BOLANGIR,BONGOMUNDA,0,0,2,0,0,0,2
ORISSA,BOLANGIR,TUREKELA,4,0,0,0,0,0,4
ORISSA,CUTTACK,ATHGARH,0,0,0,0,1,0,1
ORISSA,CUTTACK,BARANGA,8,18,54,72,16,0,168
ORISSA,CUTTACK,CUTTACK(SADAR),16,128,68,70,3,0,285
ORISSA,CUTTACK,KANTAPARA,0,35,70,122,56,0,283
ORISSA,CUTTACK,MAHANGA,0,14,27,47,13,0,101
ORISSA,CUTTACK,NIALI,3,104,59,141,13,0,320
ORISSA,CUTTACK,NISCHINTAKOILI,0,15,93,182,37,0,327
ORISSA,CUTTACK,SALIPUR,10,2,102,36,7,0,157
ORISSA,CUTTACK,TANGI-CHOUDWAR,2,2,2,4,1,0,11
ORISSA,GAJAPATI,GUMMA,0,1,0,0,0,0,1
ORISSA,GAJAPATI,PARALAKHEMUNDI,9,3,61,8,0,0,81
ORISSA,GAJAPATI,RAYAGADA,0,0,3,0,0,0,3
ORISSA,GANJAM,ASKA,32,12,8,0,3,0,55
ORISSA,GANJAM,BELAGUNTHA,5,0,0,0,0,0,5
ORISSA,GANJAM,BHANJANAGAR,0,0,2,0,0,0,2
ORISSA,GANJAM,CHATRAPUR,1,2,80,5,0,0,88
ORISSA,GANJAM,CHIKITI,2,21,37,9,0,0,69
ORISSA,GANJAM,DHARAKOT,0,3,0,0,0,0,3
ORISSA,GANJAM,DIGAPAHANDI,0,5,27,47,0,0,79
ORISSA,GANJAM,GANJAM,1,0,6,6,0,0,13
ORISSA,GANJAM,HINJILIKUT,9,3,6,32,0,0,50
ORISSA,GANJAM,J.N.PRASAD,1,0,4,0,0,0,5
ORISSA,GANJAM,K.KHANDI,0,1,0,0,0,0,1
ORISSA,GANJAM,K.S.NAGAR,4,0,4,0,0,0,8
ORISSA,GANJAM,P.PUR,46,12,13,0,0,2,73
ORISSA,GANJAM,PATRAPUR,8,6,19,0,0,0,33
ORISSA,GANJAM,POLASARA,0,0,0,0,0,0,0
ORISSA,GANJAM,R.LUNDA,0,0,0,6,0,0,6
ORISSA,GANJAM,S.KHEMUNDI,0,4,1,0,0,0,5
ORISSA,GANJAM,SHERAGADA,0,0,5,2,0,0,7
ORISSA,GANJAM,SORADA,0,0,0,0,0,0,0
ORISSA,JAGATSINGHPUR,BALIKUDA,0,103,72,32,5,0,212
ORISSA,JAGATSINGHPUR,BIRIDI,57,16,44,27,42,0,186
ORISSA,JAGATSINGHPUR,ERASAMA,14,0,0,0,0,0,14
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,18,50,26,194,15,0,303
ORISSA,JAGATSINGHPUR,KUNJANG,2,1,4,6,0,0,13
ORISSA,JAGATSINGHPUR,NAUGAON,5,23,11,96,1,0,136
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,43,18,238,19,3,0,321
ORISSA,JAGATSINGHPUR,TRITOL,3,56,55,54,9,0,177
ORISSA,JAJPUR,BARACHAN,0,5,0,3,7,0,15
ORISSA,JAJPUR,BARI,2,90,7,78,4,0,181
ORISSA,JAJPUR,BINJHARPUR,0,84,4,209,40,0,337
ORISSA,JAJPUR,DANAGADI,0,0,0,0,1,0,1
ORISSA,JAJPUR,DASARATHPUR,0,23,7,33,104,0,167
ORISSA,JAJPUR,DHARAMASALA,0,5,0,1,0,0,6
ORISSA,JAJPUR,JAJPUR,1,23,25,195,55,0,299
ORISSA,JAJPUR,KOREI,0,18,5,23,0,0,46
ORISSA,JAJPUR,RASULPUR,0,2,0,2,0,0,4
ORISSA,JHARSUGUDA,LAIKERA,6,0,2,1,0,0,9
ORISSA,KALAHANDI,BHABANI PATANA,1,0,0,0,0,0,1
ORISSA,KALAHANDI,JUNAGARH,4,1,0,1,0,0,6
ORISSA,KALAHANDI,KALAMPUR,0,2,1,0,0,0,3
ORISSA,KENDRAPARA,AUL,12,2,1,0,0,0,15
ORISSA,KENDRAPARA,DERABISI,19,11,87,27,22,0,166
ORISSA,KENDRAPARA,GARADPUR,4,5,75,32,0,0,116
ORISSA,KENDRAPARA,KENDRAPARA,5,1,1,0,0,0,7
ORISSA,KENDRAPARA,MAHAKALAPADA,2,1,1,0,0,0,4
ORISSA,KENDRAPARA,MARSAGHAI,5,2,1,0,2,0,10
ORISSA,KENDRAPARA,PATAMUNDAI,165,4,11,1,0,0,181
ORISSA,KEONJHAR,ANANDAPUR,0,1,0,2,0,0,3
ORISSA,KEONJHAR,GHASIPURA,0,0,0,0,0,0,0
ORISSA,KEONJHAR,HATADIHI,11,5,8,2,0,0,26
ORISSA,KEONJHAR,SADAR,0,0,0,2,0,0,2
ORISSA,KHURDA,BALIANTA,39,15,58,47,7,1,167
ORISSA,KHURDA,BALIPATANA,12,23,35,80,11,0,161
ORISSA,KHURDA,BHUBANESWAR,3,3,4,1,1,0,12
ORISSA,KORAPUT,KORAPUT,0,0,0,0,0,0,0
ORISSA,KORAPUT,KOTAPAD,0,0,1,0,0,0,1
ORISSA,MAYURBHANJ,BARIPADA,0,0,1,1,0,0,2
ORISSA,MAYURBHANJ,BARSAHI,26,35,10,7,0,0,78
ORISSA,MAYURBHANJ,BETANATI,9,11,6,8,0,0,34
ORISSA,MAYURBHANJ,GOPABANDHU NAGAR,0,0,0,0,1,0,1
ORISSA,MAYURBHANJ,KARANJIA,0,0,0,1,4,0,5
ORISSA,MAYURBHANJ,KULIANA,0,4,0,0,0,0,4
ORISSA,MAYURBHANJ,MORADA,0,0,1,0,0,0,1
ORISSA,MAYURBHANJ,RASGOVINDPUR,1,5,0,0,2,0,8
ORISSA,MAYURBHANJ,SAMAKHUNTA,0,1,0,0,0,0,1
ORISSA,MAYURBHANJ,SARASKANA,0,2,6,4,0,0,12
ORISSA,MAYURBHANJ,SULIAPADA,0,0,0,0,0,0,0
ORISSA,NAYAGARH,BHAPUR,1,0,0,2,0,0,3
ORISSA,NAYAGARH,KHANDAPADA,10,1,17,0,0,0,28
ORISSA,NAYAGARH,NAYAGARH,56,18,49,0,1,0,124
ORISSA,NAYAGARH,NUAGAON,0,5,0,0,0,0,5
ORISSA,NAYAGARH,ODOGAON,5,7,46,0,0,0,58
ORISSA,NUAPADA,BODEN,0,0,0,0,0,0,0
ORISSA,NUAPADA,NUAPARA,1,0,1,0,1,0,3
ORISSA,PURI,ASTARANG,13,57,4,74,56,0,204
ORISSA,PURI,BRAHMAGIRI,29,2,4,5,0,0,40
ORISSA,PURI,DELANG,33,12,54,15,0,0,114
ORISSA,PURI,GOP,56,175,16,130,38,0,415
ORISSA,PURI,KAKATPUR,15,50,43,62,237,0,407
ORISSA,PURI,KANAS,0,1,2,0,0,0,3
ORISSA,PURI,KRISHNAPRASAD,24,0,11,4,0,0,39
ORISSA,PURI,NIMAPARA,25,182,51,200,57,0,515
ORISSA,PURI,PIPILI,6,177,143,29,9,0,364
ORISSA,PURI,PURISADAR,2,32,38,8,0,0,80
ORISSA,PURI,SATYABADI,0,15,6,0,0,0,21
ORISSA,RAYAGADA,GUDARI,0,0,0,0,0,0,0
ORISSA,RAYAGADA,GUNUPUR,0,5,0,1,0,0,6
ORISSA,RAYAGADA,KOUNARA,2,0,0,2,0,0,4
ORISSA,RAYAGADA,MUNIGUDA,0,0,1,0,0,0,1
ORISSA,RAYAGADA,PADAMPUR,1,3,0,0,0,0,4
ORISSA,RAYAGADA,RAMANGUDA,3,4,0,7,0,0,14
ORISSA,RAYAGADA,RAYAGADA,3,15,2,0,0,0,20
ORISSA,SAMBALPUR,DHANKAUDA,2,0,0,0,0,0,2
ORISSA,SONEPUR,DUNGURIPALLI,1,0,0,0,0,0,1
ORISSA,SONEPUR,ULUNDA,0,1,0,0,0,0,1
ORISSA,SUNDARGARH,BISRA,0,1,0,0,0,0,1
ORISSA,SUNDARGARH,KUARMUNDA,1,0,1,0,0,0,2
PUNJAB,AMRITSAR,AJNALA,176,10423,137,0,5,38,10779
PUNJAB,AMRITSAR,BHIKHIWIND,357,4577,28,1,9,81,5053
PUNJAB,AMRITSAR,CHOGAWAN,1433,9559,143,28,7,33,11203
PUNJAB,AMRITSAR,CHOHLA SAHIB,40,3782,43,0,0,1,3866
PUNJAB,AMRITSAR,GANDI WIND,106,7085,74,0,2,34,7301
PUNJAB,AMRITSAR,JANDIALA GURU,48,4825,52,3,6,40,4974
