-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Dugwells. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.12.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Dugwells", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total,
ORISSA,SONEPUR,ULLUNDA,874,728,331,10,2,1070,
ORISSA,SUNDARGARH,BADAGAON,373,273,182,1,0,456,
ORISSA,SUNDARGARH,BALISANKARA,555,553,494,1,0,1048,
ORISSA,SUNDARGARH,BISHRA,294,268,92,0,0,360,
ORISSA,SUNDARGARH,BONAI,432,39,393,0,0,432,
ORISSA,SUNDARGARH,GURUNDIA,337,89,293,1,0,384,
ORISSA,SUNDARGARH,HEMAGIRI,567,376,531,8,0,915,
ORISSA,SUNDARGARH,KOIDA,267,163,105,0,0,268,
ORISSA,SUNDARGARH,KUANRAMUNDA,549,403,300,0,0,704,
ORISSA,SUNDARGARH,KUTRA,967,695,725,10,0,1431,
ORISSA,SUNDARGARH,LAHUNIPADA,310,83,248,0,0,331,
ORISSA,SUNDARGARH,LATHIKATA,344,259,103,0,0,362,
ORISSA,SUNDARGARH,LEPHRIPADA,486,433,425,1,0,860,
ORISSA,SUNDARGARH,NUAGAON,1153,738,587,0,0,1325,
ORISSA,SUNDARGARH,RAJAGANGAPUR,320,234,200,0,0,434,
ORISSA,SUNDARGARH,SUBDEGA,720,630,311,1,0,942,
ORISSA,SUNDARGARH,SUNDARGARH,602,523,443,5,0,971,
ORISSA,SUNDARGARH,TANGARPALI,491,412,368,4,0,784,
PONDICHERRY,KARAIKAL,KOTTUCHERRY,4,0,4,0,0,4,
PONDICHERRY,PONDICHERRY,ARIANKUPPAM,15,0,0,14,1,15,
PONDICHERRY,PONDICHERRY,MANNADIPET,4,2,2,0,1,5,
PONDICHERRY,PONDICHERRY,NETTAPAKKAM,32,12,11,15,5,44,
PONDICHERRY,PONDICHERRY,VILLIANUR,15,12,12,2,1,28,
PUNJAB,BATHINDA,BATHINDA,59,59,59,0,0,117,
PUNJAB,BATHINDA,NATHANA,19,19,19,0,0,38,
PUNJAB,BATHINDA,SANGAT,190,177,177,0,0,355,
PUNJAB,FATEHGARH SAHIB,BASSI PATHANA,128,128,128,0,0,256,
PUNJAB,FATEHGARH SAHIB,SIRHIND,83,83,83,0,0,165,
PUNJAB,GURDASPUR,DHARKALAN,81,81,81,0,0,162,
PUNJAB,GURDASPUR,GURDASPUR,304,300,296,4,4,604,
PUNJAB,GURDASPUR,NAROT JAIMAL SINGH,48,48,48,1,0,96,
PUNJAB,HOSHIARPUR,HAZIPUR,488,403,393,73,5,874,
PUNJAB,HOSHIARPUR,TALWARA,380,362,359,10,7,739,
PUNJAB,LUDHIANA,MANGAT,309,309,309,0,0,617,
PUNJAB,LUDHIANA,SUDHAR,19,19,19,0,0,38,
PUNJAB,MOGA,KOT ISE KHAN,23,23,23,0,0,47,
PUNJAB,ROPAR,ANANDPUR SAHIB,2592,2592,2592,0,0,5184,
PUNJAB,ROPAR,CHAMKAUR SAHIB,11,11,11,0,0,21,
PUNJAB,ROPAR,KHARAR,28,28,28,0,0,57,
PUNJAB,ROPAR,MAJRI,2,2,2,0,0,4,
PUNJAB,ROPAR,MORINDA,4,4,4,0,0,8,
PUNJAB,ROPAR,NOORPUR BEDI,999,999,999,0,0,1998,
PUNJAB,ROPAR,ROPAR,302,302,302,0,0,604,
PUNJAB,SANGRUR,DHURI,381,381,381,0,0,762,
PUNJAB,SANGRUR,SANGRUR,404,404,404,0,0,808,
PUNJAB,SANGRUR,SUNAM,4,4,4,0,0,8,
RAJASTHAN,AJMER,AJMER,19686,12188,15673,140,577,28579,
RAJASTHAN,AJMER,BEAWAR,10383,4129,7798,38,112,12076,
RAJASTHAN,AJMER,BHINAI,9385,6292,8250,28,9,14579,
RAJASTHAN,AJMER,KEKRI,21635,16618,20657,24,11,37309,
RAJASTHAN,AJMER,KISHANGARH,35949,16504,34965,463,973,52905,
RAJASTHAN,AJMER,MASUDA,13769,9264,10798,42,63,20167,
RAJASTHAN,AJMER,NASIRABAD,12114,6989,9533,23,27,16572,
RAJASTHAN,AJMER,PISAGAON,12819,4074,12630,97,319,17120,
RAJASTHAN,AJMER,SARWAD,16100,8544,12117,83,104,20848,
RAJASTHAN,ALWAR,ALWAR,39703,7807,38458,185,1605,48055,
RAJASTHAN,ALWAR,BANSUR,41843,7723,36985,6,319,45032,
RAJASTHAN,ALWAR,BEHROR,47897,3328,48709,3,264,52304,
RAJASTHAN,ALWAR,KATHUMAR,14670,161,14824,13,6,15004,
RAJASTHAN,ALWAR,KISHANGARH BAAS,20788,2242,20530,127,2259,25158,
RAJASTHAN,ALWAR,KOTKASIM,2325,121,2215,63,77,2476,
RAJASTHAN,ALWAR,LAXMANGARH,26168,565,33056,225,31,33877,
RAJASTHAN,ALWAR,MANDAWAR,40504,2656,39470,196,563,42886,
RAJASTHAN,ALWAR,RAJGARH,34305,2664,33169,8,814,36655,
RAJASTHAN,ALWAR,RAMGARH,21629,6485,21242,8,708,28443,
RAJASTHAN,ALWAR,THANAGAZI,17770,4619,17871,192,482,23165,
RAJASTHAN,ALWAR,TIJARA,18161,1854,18292,9,51,20206,
RAJASTHAN,BANSWARA,BAGIDORA,4579,10,4810,62,10,4891,
RAJASTHAN,BANSWARA,BANSWARA,2946,6,3216,0,0,3222,
RAJASTHAN,BANSWARA,GADHI,2230,772,2098,59,343,3273,
RAJASTHAN,BANSWARA,GHATOL,1413,0,1369,26,29,1424,
RAJASTHAN,BANSWARA,KUSHALGARH,1293,0,1302,0,0,1302,
RAJASTHAN,BARAN,ANTA,516,22,516,0,0,538,
RAJASTHAN,BARAN,ATRU,11159,2788,11471,2,0,14261,
RAJASTHAN,BARAN,BARAN,2171,78,2165,0,0,2243,
RAJASTHAN,BARAN,CHABRA,12182,3959,12587,8,0,16554,
RAJASTHAN,BARAN,CHIPA BAROD,12935,11,13050,2,0,13063,
RAJASTHAN,BARAN,KISHANGANJ,2079,832,2178,0,0,3010,
RAJASTHAN,BARAN,MANGROL,173,8,173,4,0,185,
RAJASTHAN,BARAN,SHAHABAD,2114,222,2104,0,0,2326,
RAJASTHAN,BARMER,BARMER,1239,93,1212,81,8,1395,
RAJASTHAN,BARMER,BAYTOO,534,188,490,10,0,687,
RAJASTHAN,BARMER,CHOHATAN,57540,6628,54519,5,1921,63073,
RAJASTHAN,BARMER,GUDAMALANI,57852,2990,56163,0,107,59261,
RAJASTHAN,BARMER,PACH PADRA,9915,2621,9019,81,20,11742,
RAJASTHAN,BARMER,RAMSAR,121,9,116,0,0,125,
RAJASTHAN,BARMER,SHIV,167,48,138,0,1,186,
RAJASTHAN,BARMER,SIWANA,32872,12221,25737,31,2717,40706,
RAJASTHAN,BHARATPUR,BAYANA,16026,185,15939,6,8,16138,
RAJASTHAN,BHARATPUR,BEIR,9160,242,9054,0,0,9296,
RAJASTHAN,BHARATPUR,DEEG,153,0,153,0,0,153,
RAJASTHAN,BHARATPUR,KAMAN,7004,50,7003,0,8,7061,
RAJASTHAN,BHARATPUR,NADBAI,148,0,148,0,0,148,
RAJASTHAN,BHARATPUR,NAGAR,94,3,95,0,0,98,
RAJASTHAN,BHARATPUR,ROOPBAS,2909,0,2909,0,0,2909,
RAJASTHAN,BHILWARA,ASIND,21178,17960,18715,8,6,36690,
RAJASTHAN,BHILWARA,BANEDA,10827,9075,9065,7,7,18154,
RAJASTHAN,BHILWARA,BHILWARA,20915,8675,22539,84,52,31350,
RAJASTHAN,BHILWARA,BIJOLIYA,5341,4254,5381,5,0,9640,
RAJASTHAN,BHILWARA,HURDA,13483,8085,7525,23,20,15652,
RAJASTHAN,BHILWARA,JAHAJPUR,18790,7323,15623,13,71,23029,
RAJASTHAN,BHILWARA,KOTADI,17371,9248,15690,200,91,25228,
RAJASTHAN,BHILWARA,MANDAL,19230,14060,16436,19,233,30747,
RAJASTHAN,BHILWARA,MANDALGARH,25169,11064,19244,7,115,30431,
RAJASTHAN,BHILWARA,RAIPUR,10562,7196,7179,20,11,14407,
RAJASTHAN,BHILWARA,SAHADA,13236,10617,12652,2074,257,25601,
RAJASTHAN,BHILWARA,SHAHPURA,17078,13741,17142,53,14,30950,
RAJASTHAN,BIKANER,BIKANER,3469,2635,2786,0,0,5421,
RAJASTHAN,BIKANER,CHHATARGARH,579,578,578,0,0,1157,
RAJASTHAN,BIKANER,DOONGAR GARH,7541,5359,6864,0,66,12289,
RAJASTHAN,BIKANER,NOKHA,5163,4093,4302,0,1,8396,
RAJASTHAN,BUNDI,BUNDI,10702,5458,10358,32,0,15848,
RAJASTHAN,BUNDI,HINDOLI,18523,9423,15194,779,14,25411,
RAJASTHAN,BUNDI,INDRAGARH,4890,1227,4499,4,2,5732,
RAJASTHAN,BUNDI,KESHORAIPATAN,1373,637,954,3,4,1599,
RAJASTHAN,BUNDI,NAINWA,23690,3812,23331,830,106,28080,
RAJASTHAN,CHITTORGARH,ARNOD,11073,185,11083,6,51,11325,
RAJASTHAN,CHITTORGARH,BADI SADRI,8180,189,8275,2,73,8538,
RAJASTHAN,CHITTORGARH,BENGU,17481,13825,16294,148,90,30357,
RAJASTHAN,CHITTORGARH,BHADESAR,11903,2146,10742,198,262,13348,
RAJASTHAN,CHITTORGARH,CHHOTI SADRI,10480,387,10704,11,82,11184,
RAJASTHAN,CHITTORGARH,CHITTORGARH,18904,3801,17672,429,609,22511,
RAJASTHAN,CHITTORGARH,DUNGLA,10205,2270,9019,97,108,11494,
RAJASTHAN,CHITTORGARH,GANGARAR,12387,8293,10657,328,586,19863,
RAJASTHAN,CHITTORGARH,KAPASAN,10415,729,9923,24,11,10687,
RAJASTHAN,CHITTORGARH,NIMBAHERA,13195,1253,13122,49,330,14755,
RAJASTHAN,CHITTORGARH,PRATAPGARH,17210,2684,17109,24,73,19891,
RAJASTHAN,CHITTORGARH,RASHMI,40742,3902,41688,3,0,45593,
RAJASTHAN,CHITTORGARH,RAWATBHATA,9272,4874,8026,9,64,12972,
RAJASTHAN,CHURU,CHURU,6220,963,5709,0,26,6698,
RAJASTHAN,CHURU,RAJGARH,24919,318,30008,19,354,30699,
RAJASTHAN,CHURU,RATANGARH,3573,3221,3531,0,0,6752,
RAJASTHAN,CHURU,SARDAR SHAHAR,6517,5693,6361,1,25,12080,
RAJASTHAN,CHURU,SUJANGARH,1415,981,1081,0,0,2062,
RAJASTHAN,CHURU,TARANAGAR,314,34,317,0,2,352,
RAJASTHAN,DAUSA,BASWA,29563,1146,28275,175,143,29738,
RAJASTHAN,DAUSA,DAUSA,33754,3178,32783,18,451,36429,
RAJASTHAN,DAUSA,LALSOT,45440,4587,43718,3,363,48671,
RAJASTHAN,DAUSA,MAHUA,17702,146,17625,0,12,17783,
RAJASTHAN,DAUSA,SIKRAY,27616,508,27272,9,29,27819,
RAJASTHAN,DHOLPUR,BARI,3398,208,3238,25,1,3472,
RAJASTHAN,DHOLPUR,BASERI,5543,5,6033,0,0,6038,
RAJASTHAN,DHOLPUR,RAJAKHERA,3,0,3,0,0,3,
RAJASTHAN,DHOLPUR,SAPAIU,114,0,116,0,0,116,
RAJASTHAN,DUNGARPUR,ASPUR,3222,1,3291,3,5,3300,
RAJASTHAN,DUNGARPUR,DUNGARPUR,6231,448,6370,105,164,7087,
RAJASTHAN,DUNGARPUR,SAGWARA,5484,1762,5158,17,558,7495,
RAJASTHAN,DUNGARPUR,SIMALWARA,5776,545,5473,22,170,6210,
RAJASTHAN,GANGANAGAR,PADAM PUR,1042,763,1007,0,0,1770,
RAJASTHAN,HANUMANGARH,BHADRA,108,52,54,2,0,108,
RAJASTHAN,HANUMANGARH,NOHAR,1190,792,811,0,0,1602,
RAJASTHAN,JAIPUR,AMER,31300,12172,26847,18,2572,41609,
RAJASTHAN,JAIPUR,BASSI,34061,13498,29576,84,549,43707,
RAJASTHAN,JAIPUR,CHAKSU,23283,3603,20574,5,87,24268,
RAJASTHAN,JAIPUR,CHOMU,45404,24123,43201,16,4863,72204,
RAJASTHAN,JAIPUR,JAIPUR,24171,7575,20502,3,1323,29403,
RAJASTHAN,JAIPUR,JAMWARAMGARH,25825,8330,23169,147,1236,32881,
RAJASTHAN,JAIPUR,KOTPUTLI,39208,6195,38797,5,342,45338,
RAJASTHAN,JAIPUR,MOUJMABAD,20830,7179,18072,62,628,25941,
RAJASTHAN,JAIPUR,PHAGI,28934,3907,28361,106,187,32561,
RAJASTHAN,JAIPUR,PHULERA,71574,18033,67683,24,2208,87948,
RAJASTHAN,JAIPUR,SANGANER,25800,7138,21159,241,541,29078,
RAJASTHAN,JAIPUR,SHAHPURA,19336,7751,16809,19,928,25508,
RAJASTHAN,JAIPUR,VIRATNAGAR,15059,3198,14614,1,559,18371,
RAJASTHAN,JAISALMER,FATHEGARH,23,0,23,0,0,23,
RAJASTHAN,JAISALMER,JAISALMER,181,169,168,0,0,336,
RAJASTHAN,JAISALMER,POKARAN,778,747,665,0,0,1412,
RAJASTHAN,JALORE,AHORE,28212,3848,27262,243,461,31814,
RAJASTHAN,JALORE,BAGODA,31553,3789,31895,408,1214,37305,
RAJASTHAN,JALORE,BHINMAL,25422,9183,19902,347,3312,32743,
RAJASTHAN,JALORE,JALORE,27630,7545,25395,163,1453,34556,
RAJASTHAN,JALORE,RANIWARA,30362,12546,22719,467,4947,40678,
RAJASTHAN,JALORE,SANCHORE,68141,5098,64343,67,3050,72558,
RAJASTHAN,JALORE,SAYLA,43303,11717,36833,1238,1644,51431,
RAJASTHAN,JHALAWAR,AKLERA,12030,70,12355,4,12,12442,
RAJASTHAN,JHALAWAR,GANGADHAR,12449,613,12784,57,0,13454,
RAJASTHAN,JHALAWAR,JHALARA PATAN,28872,728,28344,33,24,29128,
RAJASTHAN,JHALAWAR,KHANPUR,16380,5,16571,0,3,16579,
RAJASTHAN,JHALAWAR,MANOHAR THANA,11833,291,12719,0,31,13041,
RAJASTHAN,JHALAWAR,PACHPAHAR,16466,1532,15394,40,39,17006,
RAJASTHAN,JHALAWAR,PIRAWA,21171,6354,15963,28,90,22436,
RAJASTHAN,JHUNJHUNU,BUHANA,25912,2275,27826,6,1209,31316,
RAJASTHAN,JHUNJHUNU,CIDAWA,68006,26615,82890,3,601,110108,
RAJASTHAN,JHUNJHUNU,JHUNJHUNU,28448,3589,31335,0,1172,36096,
RAJASTHAN,JHUNJHUNU,KHETDI,23573,11383,24860,12,1038,37293,
RAJASTHAN,JHUNJHUNU,NAWALGARH,25841,12243,29500,21,493,42257,
RAJASTHAN,JHUNJHUNU,UDAIPURWATI,31641,12289,28905,61,748,42002,
RAJASTHAN,JODHPUR,BHOPAL GARH,10236,2543,10570,83,90,13285,
RAJASTHAN,JODHPUR,BILADA,12453,898,12067,32,50,13047,
RAJASTHAN,JODHPUR,JODHPUR,3467,1366,2952,0,2,4319,
RAJASTHAN,JODHPUR,LUNI,3550,705,2837,1,10,3552,
RAJASTHAN,JODHPUR,ONSIA,902,232,709,0,109,1050,
RAJASTHAN,JODHPUR,PHALODI,65,23,134,0,0,157,
RAJASTHAN,JODHPUR,SHER GARH,1863,840,1504,0,177,2522,
RAJASTHAN,KAROLI,HINDON,21856,1383,21892,2,7,23285,
RAJASTHAN,KAROLI,KAROLI,17329,1653,16424,100,58,18235,
RAJASTHAN,KAROLI,MANDRAYAL,1567,117,1464,7,0,1589,
RAJASTHAN,KAROLI,NADOTI,11408,138,12584,144,4,12870,
RAJASTHAN,KAROLI,SAPOTRA,12308,325,12290,1,28,12644,
RAJASTHAN,KAROLI,TODA BHIM,17803,67,17813,0,0,17880,
RAJASTHAN,KOTA,DIGOD,1583,486,1591,9,0,2087,
RAJASTHAN,KOTA,LADPURA,7661,3282,6892,1,0,10175,
RAJASTHAN,KOTA,PIPALLDA,429,0,429,0,0,429,
RAJASTHAN,KOTA,RAMGANJMANDI,14232,1328,14177,3,12,15521,
RAJASTHAN,KOTA,SANGOD,14158,899,15531,0,0,16430,
RAJASTHAN,NAGAUR,DEEDWANA,26137,8003,24576,111,2891,35582,
RAJASTHAN,NAGAUR,DEGANA,25024,8382,22858,27,787,32054,
RAJASTHAN,NAGAUR,JAYAL,4023,1271,3819,0,9,5098,
RAJASTHAN,NAGAUR,KHEEVSAR,386,0,386,0,0,386,
RAJASTHAN,NAGAUR,LADNU,580,456,585,0,0,1041,
RAJASTHAN,NAGAUR,MAKRANA,14595,2224,14516,24,19,16783,
RAJASTHAN,NAGAUR,MERTA,11835,1107,13602,95,148,14952,
RAJASTHAN,NAGAUR,NAGAUR,11467,4926,11555,0,78,16558,
RAJASTHAN,NAGAUR,NAWA,54317,16752,50261,360,2354,69726,
RAJASTHAN,NAGAUR,PARBATSAR,21947,7843,19497,45,300,27685,
RAJASTHAN,PALI,BALI,22901,8395,16565,236,1040,26236,
RAJASTHAN,PALI,DESURI,38236,24214,29961,447,2827,57449,
RAJASTHAN,PALI,JAITARAN,34566,14904,27462,179,1112,43658,
RAJASTHAN,PALI,MARWAR JUNCTION,51829,14936,39161,1323,381,55801,
RAJASTHAN,PALI,PALI,25758,2527,25390,151,300,28368,
RAJASTHAN,PALI,RAIPUR,25438,11005,20224,55,728,32011,
RAJASTHAN,PALI,ROHAT,12722,0,12722,0,0,12722,
RAJASTHAN,PALI,SOJAT,36700,13917,24013,1077,703,39710,
RAJASTHAN,PALI,SUMERPUR,26276,5991,21828,563,1346,29728,
RAJASTHAN,RAJSAMAND,AMET,10298,6628,9174,1276,1887,18965,
RAJASTHAN,RAJSAMAND,BHIM,6257,3208,6055,123,183,9569,
RAJASTHAN,RAJSAMAND,DEVGARH,7823,4482,4664,21,177,9344,
RAJASTHAN,RAJSAMAND,KUMBHALGARH,5811,2872,4343,603,90,7908,
RAJASTHAN,RAJSAMAND,NATHDWARA,9886,3136,11526,895,225,15781,
RAJASTHAN,RAJSAMAND,RAILMAGRA,11789,10900,11358,102,17,22377,
RAJASTHAN,RAJSAMAND,RAJSAMAND,10950,9929,10577,459,323,21287,
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,16960,1077,18065,66,1,19210,
RAJASTHAN,SAWAI MADHOPUR,BAOLI,18407,277,18544,0,0,18821,
RAJASTHAN,SAWAI MADHOPUR,CHOUTH KA BARWADA,14495,467,14621,156,12,15257,
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,18864,1744,18411,0,21,20176,
RAJASTHAN,SAWAI MADHOPUR,KHANDAR,9114,2810,7902,9,21,10743,
RAJASTHAN,SAWAI MADHOPUR,MALARNA DOONGAR,10574,0,10581,0,0,10581,
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,27465,636,27227,1077,24,28964,
RAJASTHAN,SIKAR,DATARAM GARH,55680,28198,49605,68,3912,81784,
RAJASTHAN,SIKAR,FATEHPUR,5166,1639,4187,0,29,5855,
RAJASTHAN,SIKAR,LAXMAN GARH,26350,18075,26503,9,985,45572,
RAJASTHAN,SIKAR,NEEM KA THANA,28359,9050,24427,40,508,34025,
RAJASTHAN,SIKAR,SHRI MADHOPUR,52946,21277,47228,30,2069,70603,
RAJASTHAN,SIKAR,SIKAR,51717,35318,47273,103,4518,87213,
RAJASTHAN,SIROHI,ABUROAD,6544,3222,4517,168,1042,8949,
RAJASTHAN,SIROHI,PINDWARA,13077,5129,13370,165,1084,19747,
RAJASTHAN,SIROHI,REVDAR,29099,16887,16025,1138,5969,40018,
RAJASTHAN,SIROHI,SHIVGANJ,14956,13398,9984,596,654,24632,
RAJASTHAN,SIROHI,SIROHI,16495,5189,11566,185,1300,18241,
RAJASTHAN,TONK,DEOLI,21366,1258,21647,4,50,22960,
RAJASTHAN,TONK,MALPURA,18368,3802,16978,15,63,20858,
RAJASTHAN,TONK,NIWAI,29599,873,29663,10,88,30635,
RAJASTHAN,TONK,PEEPLU,18241,3273,17163,1,13,20450,
RAJASTHAN,TONK,TODARAI SINGH,12165,911,18091,14,53,19069,
RAJASTHAN,TONK,TONK,18005,2016,20059,4,1,22079,
RAJASTHAN,TONK,UNIYARA,26372,447,26250,11,0,26709,
RAJASTHAN,UDAIPUR,DHARIYAVAD,11945,600,11757,59,1271,13689,
RAJASTHAN,UDAIPUR,GIRWA,11647,1885,10628,687,462,13662,
RAJASTHAN,UDAIPUR,GOGUNDA,5978,1062,5439,177,232,6910,
RAJASTHAN,UDAIPUR,JHADOL,5701,1166,5526,198,428,7318,
RAJASTHAN,UDAIPUR,KHERWADA,2314,116,2313,17,33,2479,
RAJASTHAN,UDAIPUR,KOTRA,2663,412,2636,26,52,3126,
RAJASTHAN,UDAIPUR,MAWLI,17988,964,17177,434,51,18626,
RAJASTHAN,UDAIPUR,SALUMBER,6767,235,6653,84,151,7124,
RAJASTHAN,UDAIPUR,SARADA,5427,244,5383,13,130,5771,
RAJASTHAN,UDAIPUR,VALLABH NAGAR,16801,2299,16493,301,102,19195,
TAMIL NADU,COIMBATORE,ANAMALAI,12613,11999,548,12431,69,25047,
TAMIL NADU,COIMBATORE,ANNUR,10408,9724,1258,523,156,11662,
TAMIL NADU,COIMBATORE,AVINASHI,10888,9913,1410,711,147,12181,
TAMIL NADU,COIMBATORE,KINATHUKADAVU,16743,7532,1498,10774,316,20120,
TAMIL NADU,COIMBATORE,KUDIMANGALAM,13993,6564,2148,6293,2847,17852,
TAMIL NADU,COIMBATORE,MADATTHUKULAM,7255,3939,1274,1860,2083,9156,
TAMIL NADU,COIMBATORE,MADUKKARAI,9520,8088,945,3383,334,12749,
TAMIL NADU,COIMBATORE,METTUPALAYAM,9257,7992,910,1540,243,10685,
TAMIL NADU,COIMBATORE,PALLADAM,10295,7318,3174,2199,1030,13721,
TAMIL NADU,COIMBATORE,PERIANAICKEN PALAYAM,5434,4834,1812,1732,150,8528,
TAMIL NADU,COIMBATORE,POLLACHI NORTH!,15235,4122,1499,12598,43,18262,
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,9948,2340,826,8602,1,11770,
TAMIL NADU,COIMBATORE,PONGALUR,10832,8078,2518,2067,498,13160,
TAMIL NADU,COIMBATORE,SARCARSAMAKULAM,4480,3880,651,983,48,5562,
TAMIL NADU,COIMBATORE,SOOLUR,7951,4983,2025,1923,741,9671,
TAMIL NADU,COIMBATORE,SULTHANPET,12317,8019,423,7091,100,15634,
TAMIL NADU,COIMBATORE,THIRUPPUR,6286,5418,1059,561,145,7183,
TAMIL NADU,COIMBATORE,THONDAMUTHUR,7252,5346,393,2909,275,8923,
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,16371,5564,3438,8527,3785,21313,
TAMIL NADU,CUDDALORE,ANNAGRAMAM,184,152,15,15,24,205,
TAMIL NADU,CUDDALORE,BHUVANAGIRI,1,1,0,0,0,1,
TAMIL NADU,CUDDALORE,CUDDALORE,151,152,70,27,59,309,
TAMIL NADU,CUDDALORE,KAMMAPURAM,57,8,32,28,0,69,
TAMIL NADU,CUDDALORE,KATTUMANNARKOIL,270,228,189,0,0,417,
TAMIL NADU,CUDDALORE,KEERAPPALAYAM,299,40,173,94,0,306,
TAMIL NADU,CUDDALORE,KUMARATCHI,5,2,1,2,0,5,
TAMIL NADU,CUDDALORE,KURINJIPADY,564,360,200,204,57,820,
TAMIL NADU,CUDDALORE,MANGALORE,5559,3464,2845,69,15,6392,
TAMIL NADU,CUDDALORE,NALLUR,2247,1843,389,107,67,2406,
TAMIL NADU,CUDDALORE,PANRUTI,63,37,23,25,15,101,
TAMIL NADU,CUDDALORE,PARANGIPETTAI,70,3,3,58,6,70,
TAMIL NADU,CUDDALORE,VRIDHACHALAM,1484,938,306,293,108,1645,
TAMIL NADU,DHARMAPURI,BARUGUR,8884,6502,429,6015,83,13029,
TAMIL NADU,DHARMAPURI,DHARMAPURI,3109,2313,925,1257,75,4571,
TAMIL NADU,DHARMAPURI,HARUR,10859,7961,3618,4096,601,16276,
TAMIL NADU,DHARMAPURI,HOSUR,1872,1545,118,730,66,2459,
TAMIL NADU,DHARMAPURI,KARIMANGALAM,11726,8912,2337,6033,260,17541,
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,7633,5749,1609,4176,191,11724,
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),4513,3635,771,1555,71,6032,
TAMIL NADU,DHARMAPURI,KRISHNAGIRI,5306,4063,865,2456,156,7540,
TAMIL NADU,DHARMAPURI,MATHUR,5372,4281,883,2039,596,7800,
TAMIL NADU,DHARMAPURI,MORAPPUR,6897,5146,2005,2789,340,10280,
TAMIL NADU,DHARMAPURI,NALLAMPALLI,6488,4998,1540,2900,294,9731,
TAMIL NADU,DHARMAPURI,PALACODE,11870,8906,2365,5776,833,17880,
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,17681,13536,4338,6244,1262,25381,
TAMIL NADU,DHARMAPURI,PENNAGARAM,10805,8666,1994,2993,604,14257,
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,6421,5016,482,3378,160,9037,
TAMIL NADU,DHARMAPURI,THALLY,2832,2315,479,930,52,3775,
TAMIL NADU,DHARMAPURI,UTHANGARAI,12581,9737,2891,4152,183,16964,
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,4732,3641,749,2551,273,7214,
TAMIL NADU,DINDIGUL,ATHOOR,7298,3867,2171,3241,538,9817,
TAMIL NADU,DINDIGUL,BATLAGUNDU,5279,4561,2099,1776,326,8762,
TAMIL NADU,DINDIGUL,DINDIGUL,8460,5152,3405,2103,126,10786,
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,9899,7326,3069,1201,250,11846,
TAMIL NADU,DINDIGUL,KODAIKANAL,5,5,0,0,0,5,
TAMIL NADU,DINDIGUL,NATHAM,4869,4155,1164,2121,305,7745,
TAMIL NADU,DINDIGUL,NILAKOTTAI,9200,6998,3582,2694,1714,14988,
TAMIL NADU,DINDIGUL,ODDANCHATRAM,19094,14582,5900,1982,147,22611,
TAMIL NADU,DINDIGUL,PALANI,11471,7134,3433,3020,117,13705,
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,12855,8661,8671,3435,1336,22103,
TAMIL NADU,DINDIGUL,SHANARPATTI,7489,4926,2885,2475,528,10815,
TAMIL NADU,DINDIGUL,THOPPAMPATTI,18530,15738,9686,1802,430,27656,
TAMIL NADU,DINDIGUL,VADAMADURAI,8798,10523,3902,1430,426,16280,
TAMIL NADU,DINDIGUL,VEDASANDUR,12000,9464,5175,972,522,16133,
TAMIL NADU,ERODE,AMMAPETTAI,10056,10750,3028,860,900,15538,
TAMIL NADU,ERODE,ANTHIYUR,7118,6735,493,319,670,8218,
TAMIL NADU,ERODE,BHAVANI,8251,7315,666,570,322,8872,
TAMIL NADU,ERODE,BHAVANISAGAR,6786,4863,1707,636,505,7711,
TAMIL NADU,ERODE,CHENNIMALAI,8818,7419,1530,620,1163,10732,
TAMIL NADU,ERODE,DHARAPURAM,16119,10569,5722,2381,1370,20042,
TAMIL NADU,ERODE,ERODE,4916,3853,985,544,1035,6417,
TAMIL NADU,ERODE,GOBICHETTIPALAYAM,8210,7259,1259,569,662,9748,
TAMIL NADU,ERODE,KANGEYAM,10684,5463,2784,2012,2137,12396,
TAMIL NADU,ERODE,KODUMUDI,10624,8065,3081,1853,848,13847,
TAMIL NADU,ERODE,KUMDADAM,17810,10556,4683,3255,1781,20275,
TAMIL NADU,ERODE,MODAKURICHI,15084,10238,4057,2211,1289,17794,
TAMIL NADU,ERODE,MOOLANUR,12428,6627,4790,1492,866,13775,
