-----
{
 "description": "The table refers to District wise Distribution of Shallow Tubewells by Status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbstate2.6.csv", 
 "title": "Download CSV for Districtwise Distribution of Shallow Tubewells by Status", 
 "url": "http://data.gov.in/sites/default/files/shltbstate2.6.csv"
}
-----
"State","District","In use","Not in use - Temporarily","Not in use - Salinity","Not in use - Dried up","Not in use - Destroyed","Not in use - Others","Total - Not in use","Grand total ( Use  + Not in use)"
"TAMIL NADU","TUTICORIN DISTRICT",571,156,0,1,0,19,176,747
"TAMIL NADU","VELLORE",675,86,14,0,0,6,106,781
"TAMIL NADU","VILLUPPURAM",17605,1084,84,120,20,49,1357,18962
"TAMIL NADU","VIRUDHUNAGAR",242,90,3,0,0,12,105,347
"TRIPURA","NORTH TRIPURA",15,0,0,0,0,0,0,15
"TRIPURA","SOUTH TRIPURA",500,5,2,1,0,1,9,509
"TRIPURA","WEST TRIPURA",575,35,9,3,3,29,79,654
"UTTAR PRADESH","AGRA",63824,1936,216,281,53,168,2654,66478
"UTTAR PRADESH","ALIGARH",46015,184,48,19,12,8,271,46286
"UTTAR PRADESH","ALLAHABAD",29050,421,103,113,14,15,666,29716
"UTTAR PRADESH","AMBEDAKAR NAGAR",55983,340,55,53,4,6,458,56441
"UTTAR PRADESH","AURAIYA",32561,0,0,0,0,0,0,32561
"UTTAR PRADESH","AZAMGARH",63998,1003,432,48,7,26,1516,65514
"UTTAR PRADESH","BAGHPAT",24626,67,41,10,32,114,264,24890
"UTTAR PRADESH","BAHARAICH",51025,63,9,14,45,1,132,51157
"UTTAR PRADESH","BALLIA",33025,324,116,25,28,25,518,33543
"UTTAR PRADESH","BALRAMPUR",45454,34,138,3,0,22,197,45651
"UTTAR PRADESH","BANDA",10103,127,39,19,10,9,204,10307
"UTTAR PRADESH","BARABANKI",84438,3204,2139,116,45,34,5538,89976
"UTTAR PRADESH","BAREILLY",108530,585,106,118,45,118,972,109502
"UTTAR PRADESH","BASTI",67169,62,2,8,1,0,73,67242
"UTTAR PRADESH","BIJNOR",85469,0,0,0,0,0,0,85469
"UTTAR PRADESH","BUDAUN",94780,1205,125,230,42,126,1728,96508
"UTTAR PRADESH","BULAND SAHAR",61261,233,95,23,11,49,411,61672
"UTTAR PRADESH","CHANDAULI",11761,146,15,17,2,24,204,11965
"UTTAR PRADESH","CHITRAKOOT",3391,44,5,0,0,16,65,3456
"UTTAR PRADESH","DEORIA",55627,94,40,28,0,0,162,55789
"UTTAR PRADESH","ETAH",65341,656,124,59,13,35,887,66228
"UTTAR PRADESH","ETAWAH",30217,0,0,0,0,0,0,30217
"UTTAR PRADESH","FAIZABAD",62567,655,178,116,23,19,991,63558
"UTTAR PRADESH","FARRUKHABAD",25870,22,5,0,0,0,27,25897
"UTTAR PRADESH","FATEHPUR",34503,302,273,43,21,34,673,35176
"UTTAR PRADESH","FIROZABAD",29948,175,81,44,12,12,324,30272
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",23401,112,10,6,2,8,138,23539
"UTTAR PRADESH","GHAZIABAD",34854,150,220,10,3,5,388,35242
"UTTAR PRADESH","GHAZIPUR",66616,451,113,89,5,35,693,67309
"UTTAR PRADESH","GONDA",92383,63,255,92,4,8,422,92805
"UTTAR PRADESH","GORAKHPUR",76282,172,58,46,6,44,326,76608
"UTTAR PRADESH","HAMIRPUR",10120,150,120,8,6,85,369,10489
"UTTAR PRADESH","HARDOI",64298,97,29,2,55,696,879,65177
"UTTAR PRADESH","HATHRAS",30454,18,4,2,1,5,30,30484
"UTTAR PRADESH","JALAUN",9347,158,35,9,11,10,223,9570
"UTTAR PRADESH","JAUNPUR",75340,321,84,62,44,31,542,75882
"UTTAR PRADESH","JHANSI",9147,163,20,18,3,7,211,9358
"UTTAR PRADESH","JYOTIBA PHULENAGAR",69645,22,0,0,17,0,39,69684
"UTTAR PRADESH","KANNAUJ",26719,60,17,4,13,0,94,26813
"UTTAR PRADESH","KANPUR DEHAT",25757,335,116,47,10,25,533,26290
"UTTAR PRADESH","KANPUR NAGAR",27140,332,141,35,31,16,555,27695
"UTTAR PRADESH","KAUSHAMBI",13597,284,266,15,30,52,647,14244
"UTTAR PRADESH","KHERI",97809,1123,455,86,93,180,1937,99746
"UTTAR PRADESH","KUSHINAGAR",41760,94,82,31,6,734,947,42707
"UTTAR PRADESH","LALITPUR",937,0,0,0,0,0,0,937
"UTTAR PRADESH","LUCKNOW",30462,352,205,147,29,771,1504,31966
"UTTAR PRADESH","MAHARAJ GANJ",62371,2,0,0,0,0,2,62373
"UTTAR PRADESH","MAHOBA",739,11,2,0,1,0,14,753
"UTTAR PRADESH","MAINPURI",57018,887,47,8,15,9,966,57984
"UTTAR PRADESH","MATHURA",52653,1361,158,217,28,69,1833,54486
"UTTAR PRADESH","MAU",29987,293,196,45,19,183,736,30723
"UTTAR PRADESH","MEERUT",51238,212,76,14,68,237,607,51845
"UTTAR PRADESH","MIRZAPUR",6770,160,44,16,2,20,242,7012
"UTTAR PRADESH","MORADABAD",101372,28,0,0,22,0,50,101422
"UTTAR PRADESH","MUZZAFARNAGAR",90911,268,133,37,70,289,797,91708
"UTTAR PRADESH","PILIBHIT",73113,467,149,61,62,68,807,73920
"UTTAR PRADESH","PRATAPGARH",89981,440,114,165,9,38,766,90747
"UTTAR PRADESH","RAEBARELI",67654,615,209,173,45,29,1071,68725
"UTTAR PRADESH","RAMPUR",71381,22,0,0,16,0,38,71419
"UTTAR PRADESH","SAHARANPUR",79634,222,106,102,24,22,476,80110
"UTTAR PRADESH","SANT KABIR NAGAR",35621,252,136,53,43,126,610,36231
"UTTAR PRADESH","SANT RAVI DAS NAGAR",7141,34,6,1,2,0,43,7184
"UTTAR PRADESH","SHAHJAHANPUR",93552,547,322,123,135,249,1376,94928
"UTTAR PRADESH","SHRAWASTI",39884,23,34,1,1,1,60,39944
"UTTAR PRADESH","SIDDHARTH NAGAR",46686,131,108,43,12,26,320,47006
"UTTAR PRADESH","SITAPUR",116701,180,45,40,20,6,291,116992
"UTTAR PRADESH","SONBHADRA",4732,52,113,9,0,9,183,4915
"UTTAR PRADESH","SULTANPUR",118280,945,510,118,38,34,1645,119925
"UTTAR PRADESH","UNNAO",67933,390,204,63,68,41,766,68699
"UTTAR PRADESH","VARANASI",14223,132,29,18,70,4,253,14476
"UTTARANCHAL","CHAMPAWAT",611,14,1,0,0,2,17,628
"UTTARANCHAL","DEHRA DUN",171,7,0,0,0,0,7,178
"UTTARANCHAL","HARIDWAR",25780,150,60,27,9,5,251,26031
"UTTARANCHAL","NAINITAL",554,2,2,0,0,1,5,559
"UTTARANCHAL","UDHAM SINGH NAGAR",24300,352,26,22,0,3,403,24703
"WEST BENGAL","BANKURA",27244,336,17,126,32,328,839,28083
"WEST BENGAL","BIRBHUM",16445,937,0,25,4,50,1016,17461
"WEST BENGAL","BURDWAN",46589,4107,54,115,82,763,5121,51710
"WEST BENGAL","COOCHBEHAR",39687,1461,0,4,9,45,1519,41206
"WEST BENGAL","DAKSHIN DINAJPUR",24016,619,12,140,100,208,1079,25095
"WEST BENGAL","DARJEELING",1212,227,1,17,17,9,271,1483
"WEST BENGAL","HAORA",1060,56,0,14,1,0,71,1131
"WEST BENGAL","HOOGHLY",19778,513,5,208,121,210,1057,20835
"WEST BENGAL","JALPAIGURI",6788,783,31,277,242,369,1702,8490
"WEST BENGAL","MALDA",36414,352,0,0,0,489,841,37255
"WEST BENGAL","MIDNAPORE",73014,4428,0,0,0,786,5214,78228
"WEST BENGAL","MURSHIDABAD",80062,3095,8,64,68,670,3905,83967
"WEST BENGAL","NADIA",93071,1039,8,12,38,621,1718,94789
"WEST BENGAL","NORTH 24 PARGANAS",62142,1060,0,0,0,0,1060,63202
"WEST BENGAL","PURULIA",2,0,0,0,0,0,0,2
"WEST BENGAL","SOUTH 24 PARGANAS",9144,134,76,25,10,63,308,9452
"WEST BENGAL","UTTAR DINAJPUR",40278,842,4,7,23,124,1000,41278
