-----
{
 "description": "The table refers to Block wise Distribution of Dugwells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No Constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total,Total in use
KERALA,KOZHIKODE,KUNNAMANGALAM,1553,6,2,98,435,541,2094
KERALA,KOZHIKODE,KUNNUMEL,877,4,5,109,174,292,1169
KERALA,KOZHIKODE,MELADI,568,1,0,63,52,116,684
KERALA,KOZHIKODE,PANTHALAYANI,533,1,0,13,17,31,564
KERALA,KOZHIKODE,PERAMBRA,447,1,0,151,34,186,633
KERALA,KOZHIKODE,QUILANDY,105,0,0,0,0,0,105
KERALA,KOZHIKODE,THODANNUR,411,0,0,27,87,114,525
KERALA,KOZHIKODE,THUNERI,666,0,0,66,19,85,751
KERALA,KOZHIKODE,VADAKARA,524,0,0,0,0,0,524
KERALA,KOZHIKODE,VADAKARA-999,100,0,0,0,0,0,100
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,775,2,0,0,0,2,777
KERALA,MALAPPURAM,AREACODE,404,87,25,365,1,478,882
KERALA,MALAPPURAM,KONDOTTY,722,30,5,132,1,168,890
KERALA,MALAPPURAM,KUTTIPPURAM,270,0,1,427,2,430,700
KERALA,MALAPPURAM,MALAPPURAM,465,100,87,130,0,317,782
KERALA,MALAPPURAM,MALAPURAM MUNI,161,0,0,0,0,0,161
KERALA,MALAPPURAM,MANJERI MUNI,205,1,0,0,0,1,206
KERALA,MALAPPURAM,MANKADA,573,62,53,481,137,733,1306
KERALA,MALAPPURAM,NILAMBOOR,429,0,0,33,0,33,462
KERALA,MALAPPURAM,PERINTHALMANNA,303,96,23,165,26,310,613
KERALA,MALAPPURAM,PERINTHALMANNA MUNI,0,4,0,3,143,150,150
KERALA,MALAPPURAM,PONNANI,217,0,0,83,1,84,301
KERALA,MALAPPURAM,PONNANI MUNI,157,0,0,0,0,0,157
KERALA,MALAPPURAM,THANUR,52,6,0,702,387,1095,1147
KERALA,MALAPPURAM,THIRUR,611,30,8,217,101,356,967
KERALA,MALAPPURAM,THIRURANGADI,606,1,0,7,7,15,621
KERALA,MALAPPURAM,TIRUR MUNI,144,0,0,0,0,0,144
KERALA,MALAPPURAM,VENGARA,819,0,0,0,0,0,819
KERALA,MALAPPURAM,WANDOOR,990,4,0,50,0,54,1044
KERALA,PALAKKAD,ALATHUR,657,0,0,24,0,24,681
KERALA,PALAKKAD,ATTAPPADY,11,0,0,4,49,53,64
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,45,0,0,0,0,0,45
KERALA,PALAKKAD,CHITUR,670,0,2,51,0,53,723
KERALA,PALAKKAD,KOLLENGODE,71,9,3,15,205,232,303
KERALA,PALAKKAD,KUZHALMANNAM,588,5,1,108,7,121,709
KERALA,PALAKKAD,MALAMPUZHA,542,0,0,0,0,0,542
KERALA,PALAKKAD,MANNARKKAD,907,0,0,0,48,48,955
KERALA,PALAKKAD,NENMARA,296,3,0,30,0,33,329
KERALA,PALAKKAD,OTTAPPALAM,753,0,0,0,0,0,753
KERALA,PALAKKAD,OTTAPPALAM MUNI,128,0,1,0,1,2,130
KERALA,PALAKKAD,PALAKKAD,60,0,1,0,308,309,369
KERALA,PALAKKAD,PALAKKAD MUNI,24,0,0,0,0,0,24
KERALA,PALAKKAD,PATTAMBI,389,1,0,0,966,967,1356
KERALA,PALAKKAD,SHORANNUR MUNI,96,0,0,0,0,0,96
KERALA,PALAKKAD,SREEKRISHNAPURAM,823,0,0,0,8,8,831
KERALA,PALAKKAD,THRITHALA,423,8,0,0,513,521,944
KERALA,PATHANAMTHITTA,ADOOR MUNI,150,0,0,0,0,0,150
KERALA,PATHANAMTHITTA,ELANTHUR,393,0,2,0,5,7,400
KERALA,PATHANAMTHITTA,KOIPURAM,335,0,0,65,222,287,622
KERALA,PATHANAMTHITTA,KONNI,402,0,1,0,0,1,403
KERALA,PATHANAMTHITTA,KULANADA,393,1,0,92,135,228,621
KERALA,PATHANAMTHITTA,MALLAPPALLY,179,0,0,122,448,570,749
KERALA,PATHANAMTHITTA,PANDALAM,435,0,0,5,97,102,537
KERALA,PATHANAMTHITTA,PARAKKODE,1227,0,16,137,667,820,2047
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,40,2,0,8,0,10,50
KERALA,PATHANAMTHITTA,PULIKEEZHU,166,1,0,0,125,126,292
KERALA,PATHANAMTHITTA,RANNI,363,0,0,16,268,284,647
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,1,0,0,0,53,53,54
KERALA,THIRUVANANTHAPURAM,ATHIYANNOOR,805,48,14,8,0,70,875
KERALA,THIRUVANANTHAPURAM,ATTINGAL MUNI,0,0,0,0,30,30,30
KERALA,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,1,1,0,386,558,945,946
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,498,0,0,396,120,516,1014
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,153,191,75,444,291,1001,1154
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,494,1,1,0,7,9,503
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD MUNI,92,0,0,0,0,0,92
KERALA,THIRUVANANTHAPURAM,NEMOM,2,51,32,121,1102,1306,1308
KERALA,THIRUVANANTHAPURAM,NEYYATTINKARA MUNI,108,111,2,107,0,220,328
KERALA,THIRUVANANTHAPURAM,PARASSALA,318,0,30,47,466,543,861
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,564,3,0,88,229,320,884
KERALA,THIRUVANANTHAPURAM,TVPM CORPORATION,703,85,63,150,30,328,1031
KERALA,THIRUVANANTHAPURAM,TVPM RURAL,237,1,4,7,72,84,321
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,643,0,3,841,2,846,1489
KERALA,THIRUVANANTHAPURAM,VARKALA,2,2,20,142,711,875,877
KERALA,THIRUVANANTHAPURAM,VARKALA MUNI,32,0,0,0,18,18,50
KERALA,THIRUVANANTHAPURAM,VELLANADU,4,0,7,221,997,1225,1229
KERALA,THRISSUR,ANTHIKKAD,1628,2,109,257,0,368,1996
KERALA,THRISSUR,CHALAKKUDY,2124,1,2,21,1228,1252,3376
KERALA,THRISSUR,CHALAKUDY MUNI,523,0,0,0,0,0,523
KERALA,THRISSUR,CHAVAKKAD,1964,0,311,67,1,379,2343
KERALA,THRISSUR,CHAVAKKAD MUNI,494,0,0,0,0,0,494
KERALA,THRISSUR,CHERPU,1905,1,4,46,0,51,1956
KERALA,THRISSUR,CHOWANNUR,2280,0,0,0,0,0,2280
KERALA,THRISSUR,GURUVAYOOR MUNI,236,0,0,0,0,0,236
KERALA,THRISSUR,IRINJALAKKUDA,1324,2,32,307,59,400,1724
KERALA,THRISSUR,IRINJALAKUDA MUNI,360,0,0,0,0,0,360
KERALA,THRISSUR,KODAKARA,3789,20,6,115,22,163,3952
KERALA,THRISSUR,KODUNGALLUR,787,0,0,0,0,0,787
KERALA,THRISSUR,KODUNGALLUR MUNI,210,0,0,0,0,0,210
KERALA,THRISSUR,KUNNAMKULAM MUNI,680,1,0,0,0,1,681
KERALA,THRISSUR,MALA,1245,1,2,4569,0,4572,5817
KERALA,THRISSUR,MATHILAKOM,951,0,3,43,1,47,998
KERALA,THRISSUR,MULLASSERY,1583,0,1,0,0,1,1584
KERALA,THRISSUR,OLLUKKARA,2167,1,9,22,42,74,2241
KERALA,THRISSUR,PAZHAYANNUR,538,1,0,2,1705,1708,2246
KERALA,THRISSUR,PUZHAKKAL,1966,2,1,0,963,966,2932
KERALA,THRISSUR,THALIKULAM,856,3,17,304,7,331,1187
KERALA,THRISSUR,THRISSUR CORPORATION,1765,1,15,6,1,23,1788
KERALA,THRISSUR,VADAKKANCHERRY,2976,5,12,103,37,157,3133
KERALA,THRISSUR,VELLANGALLUR,1517,0,0,6,0,6,1523
KERALA,WAYANAD,KALPETTA,79,0,0,18,3,21,100
KERALA,WAYANAD,KALPETTA MUNI,0,0,0,5,0,5,5
KERALA,WAYANAD,MANANTHAVADI,205,0,0,0,0,0,205
KERALA,WAYANAD,SULTHANBATHERI,239,1,0,97,27,125,364
MADHYA PRADESH,BALAGHAT,BAIHAR,129,0,0,19,11,30,159
MADHYA PRADESH,BALAGHAT,BALAGHAT,1277,8,7,21,15,51,1328
MADHYA PRADESH,BALAGHAT,BIRSA,424,1,0,3,4,8,432
MADHYA PRADESH,BALAGHAT,KATANGI,2286,3,0,204,30,237,2523
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,1320,64,0,102,12,178,1498
MADHYA PRADESH,BALAGHAT,KIRNAPUR,1815,132,82,34,44,292,2107
MADHYA PRADESH,BALAGHAT,LALBURRA,1506,0,0,48,0,48,1554
MADHYA PRADESH,BALAGHAT,LANJI,1361,11,0,0,0,11,1372
MADHYA PRADESH,BALAGHAT,PARASWADA,253,6,4,104,87,201,454
MADHYA PRADESH,BALAGHAT,WARASEONI,605,68,0,39,164,271,876
MADHYA PRADESH,BARWANI,BARWANI,0,58,0,629,1,688,688
MADHYA PRADESH,BARWANI,NIWALI,0,0,0,201,0,201,201
MADHYA PRADESH,BARWANI,PANSEMAL,0,15,0,1336,4,1355,1355
MADHYA PRADESH,BARWANI,PATI,0,98,0,634,3,735,735
MADHYA PRADESH,BARWANI,RAJPUR,1,0,0,4689,4,4693,4694
MADHYA PRADESH,BARWANI,SENDHWA,0,75,0,2578,23,2676,2676
MADHYA PRADESH,BARWANI,THIKRI,0,0,0,2657,0,2657,2657
MADHYA PRADESH,BETUL,AMLA,0,57,7,3366,3064,6494,6494
MADHYA PRADESH,BETUL,ATHNER,0,4,1,354,1972,2331,2331
MADHYA PRADESH,BETUL,BETUL,0,43,2,2672,5048,7765,7765
MADHYA PRADESH,BETUL,BHAINSDEHI,0,1,1,868,1062,1932,1932
MADHYA PRADESH,BETUL,BHIMPURA,0,59,2,1326,605,1992,1992
MADHYA PRADESH,BETUL,CHICHOLI,0,92,6,672,2579,3349,3349
MADHYA PRADESH,BETUL,GHODA DONGRI,0,21,9,1050,1923,3003,3003
MADHYA PRADESH,BETUL,MULTAI,0,81,6,2921,522,3530,3530
MADHYA PRADESH,BETUL,PRABHAT PATTAN,0,7,11,2798,347,3163,3163
MADHYA PRADESH,BETUL,SHAHPUR,0,211,36,1844,433,2524,2524
MADHYA PRADESH,BHIND,ATER,1,1286,82,470,104,1942,1943
MADHYA PRADESH,BHIND,BHIND,0,571,28,341,98,1038,1038
MADHYA PRADESH,BHIND,GOHAD,0,122,17,1016,347,1502,1502
MADHYA PRADESH,BHIND,LAHAR,1,550,88,1599,431,2668,2669
MADHYA PRADESH,BHIND,MEHAGOAN,7,308,103,3033,90,3534,3541
MADHYA PRADESH,BHIND,ROUN(MIHONA),1,288,11,918,105,1322,1323
MADHYA PRADESH,BHOPAL,BERASIA,1399,0,0,0,6158,6158,7557
MADHYA PRADESH,BHOPAL,FUNDA,1095,0,0,0,1356,1356,2451
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,4270,124,2,592,104,822,5092
MADHYA PRADESH,CHHATARPUR,BIJAWAR,5120,2,0,489,35,526,5646
MADHYA PRADESH,CHHATARPUR,BUXWAHA,881,0,0,111,401,512,1393
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,10848,9,45,1292,77,1423,12271
MADHYA PRADESH,CHHATARPUR,GAURIHAR,327,20,51,289,184,544,871
MADHYA PRADESH,CHHATARPUR,LAUNDI,4740,7,36,223,11,277,5017
MADHYA PRADESH,CHHATARPUR,NOWGONG,9203,8,5,899,33,945,10148
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,12546,0,0,54,101,155,12701
MADHYA PRADESH,CHHINDWARA,AMARWADA,2931,237,69,3105,1030,4441,7372
MADHYA PRADESH,CHHINDWARA,BICHHUA,1853,0,2,1436,1,1439,3292
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,2380,21,31,6817,2,6871,9251
MADHYA PRADESH,CHHINDWARA,CHOURAI,6954,787,79,4384,160,5410,12364
MADHYA PRADESH,CHHINDWARA,HARAI,2004,34,7,531,41,613,2617
MADHYA PRADESH,CHHINDWARA,JAMAI,1227,37,8,1637,170,1852,3079
MADHYA PRADESH,CHHINDWARA,MOHKHED,4336,0,3,6247,14,6264,10600
MADHYA PRADESH,CHHINDWARA,PANDHURANA,2034,140,20,7402,737,8299,10333
MADHYA PRADESH,CHHINDWARA,PARASIA,3015,74,3,3118,221,3416,6431
MADHYA PRADESH,CHHINDWARA,SAUSAR,613,442,11,4876,1270,6599,7212
MADHYA PRADESH,CHHINDWARA,TAMIA,419,4,0,32,0,36,455
MADHYA PRADESH,DAMOH,BATIYAGHAR,1630,151,14,27,2,194,1824
MADHYA PRADESH,DAMOH,DAMOH,3242,236,3,234,33,506,3748
MADHYA PRADESH,DAMOH,HATTA,1182,90,13,83,3,189,1371
MADHYA PRADESH,DAMOH,JABERA,1070,3,0,78,11,92,1162
MADHYA PRADESH,DAMOH,PATERA,1239,1,11,31,100,143,1382
MADHYA PRADESH,DAMOH,PATHARIA,1902,3,0,34,2,39,1941
MADHYA PRADESH,DAMOH,TENDUKHEDA,741,4,0,110,10,124,865
MADHYA PRADESH,DATIA,BHANDER,1983,1,1,312,138,452,2435
MADHYA PRADESH,DATIA,DATIA,2256,352,723,8169,832,10076,12332
MADHYA PRADESH,DATIA,SEONDHA,2122,812,104,902,110,1928,4050
MADHYA PRADESH,DEWAS,BAGLEE,1092,195,15,6983,49,7242,8334
MADHYA PRADESH,DEWAS,DEWAS,661,45,15,5083,125,5268,5929
MADHYA PRADESH,DEWAS,KANNOD,213,109,4,5097,62,5272,5485
MADHYA PRADESH,DEWAS,KHATEGAON,1902,107,29,1649,36,1821,3723
MADHYA PRADESH,DEWAS,SONKUCH,465,4,2,3350,8,3364,3829
MADHYA PRADESH,DEWAS,TONKHURD,966,2,0,2152,20,2174,3140
MADHYA PRADESH,DHAR,BADNAWER,8,0,1,1687,17,1705,1713
MADHYA PRADESH,DHAR,BAGH,0,8,49,690,1,748,748
MADHYA PRADESH,DHAR,DAHI,97,1,27,248,0,276,373
MADHYA PRADESH,DHAR,DHAR,0,0,0,58,0,58,58
MADHYA PRADESH,DHAR,DHARAMPURI,2,60,35,3395,2,3492,3494
MADHYA PRADESH,DHAR,GANDHWANI,6,0,1,749,0,750,756
MADHYA PRADESH,DHAR,KUKSHI,0,0,2,767,5,774,774
MADHYA PRADESH,DHAR,MANAWAR,1,4,0,2315,6,2325,2326
MADHYA PRADESH,DHAR,NALACHHA,1,12,0,533,0,545,546
MADHYA PRADESH,DHAR,NISARPUR,265,2,12,653,1,668,933
MADHYA PRADESH,DHAR,SARDARPUR,2,1,1,2847,13,2862,2864
MADHYA PRADESH,DHAR,TIRLA,0,0,14,122,1,137,137
MADHYA PRADESH,DHAR,UMARBAN,0,2,0,468,1,471,471
MADHYA PRADESH,DINDORI,AMARPUR,11,0,0,0,0,0,11
MADHYA PRADESH,DINDORI,BAJAG,0,0,0,3,0,3,3
MADHYA PRADESH,DINDORI,DINDORI,4,0,0,0,18,18,22
MADHYA PRADESH,DINDORI,KARANJIYA,9,0,0,0,0,0,9
MADHYA PRADESH,DINDORI,SAMNAPUR,86,0,0,10,4,14,100
MADHYA PRADESH,DINDORI,SHAHPURA,55,0,1,1,0,2,57
MADHYA PRADESH,GUNA,ARON,389,1,1,51,11,64,453
MADHYA PRADESH,GUNA,ASHOKNAGAR,2756,0,2,1,3,6,2762
MADHYA PRADESH,GUNA,BAMORI,763,1,0,1,5,7,770
MADHYA PRADESH,GUNA,CHANCHODA,8267,4,9,1342,9,1364,9631
MADHYA PRADESH,GUNA,CHANDERI,960,0,1,4,0,5,965
MADHYA PRADESH,GUNA,EHSAGADH,1234,0,0,41,91,132,1366
MADHYA PRADESH,GUNA,GUNA,2944,123,5,170,3,301,3245
MADHYA PRADESH,GUNA,MUNGAWALI,1820,1,3,2,3,9,1829
MADHYA PRADESH,GUNA,RAGHOGARH,6228,1,2,0,9,12,6240
MADHYA PRADESH,GWALIOR,BHITARWAR,3354,2,0,590,125,717,4071
MADHYA PRADESH,GWALIOR,DABRA,1963,231,7,824,111,1173,3136
MADHYA PRADESH,GWALIOR,GHATIGAWAN,1903,119,1,641,810,1571,3474
MADHYA PRADESH,GWALIOR,MORAR,2821,124,20,829,230,1203,4024
MADHYA PRADESH,HARDA,HARDA,634,1,4,1082,53,1140,1774
MADHYA PRADESH,HARDA,KHIRKIYA,2167,55,5,4548,11,4619,6786
MADHYA PRADESH,HARDA,TIMARNI,2493,1,2,274,1,278,2771
MADHYA PRADESH,HOSHANGABAD,BABAI,2297,0,4,0,1674,1678,3975
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,4121,439,5,534,604,1582,5703
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,1794,0,1,47,380,428,2222
MADHYA PRADESH,HOSHANGABAD,KESLA,1114,15,7,82,106,210,1324
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,1111,216,1,687,364,1268,2379
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,2468,1,0,142,171,314,2782
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,1234,22,2,4,403,431,1665
MADHYA PRADESH,INDORE,DEPAL PUR,1,0,2,437,184,623,624
MADHYA PRADESH,INDORE,INDORE,1016,2,1,706,1440,2149,3165
MADHYA PRADESH,INDORE,MHOW,3,139,53,5172,6,5370,5373
MADHYA PRADESH,INDORE,SANWER,12,0,0,141,12,153,165
MADHYA PRADESH,JABALPUR,BARGI,728,381,36,168,941,1526,2254
MADHYA PRADESH,JABALPUR,KUNDAM,103,86,18,79,103,286,389
MADHYA PRADESH,JABALPUR,MAJHOLI,1007,249,17,12,241,519,1526
MADHYA PRADESH,JABALPUR,PANAGAR,347,6,0,149,363,518,865
MADHYA PRADESH,JABALPUR,PATAN,40,3,0,0,104,107,147
MADHYA PRADESH,JABALPUR,SHAHPURA,1877,180,0,47,363,590,2467
MADHYA PRADESH,JABALPUR,SIHORA,632,597,67,108,219,991,1623
MADHYA PRADESH,JHABUA,ALIRAJPUR,5,29,0,222,2,253,258
MADHYA PRADESH,JHABUA,BHABHARA,0,4,0,151,0,155,155
MADHYA PRADESH,JHABUA,JHABUA,1,10,0,25,1,36,37
MADHYA PRADESH,JHABUA,JOBAT,0,19,0,138,5,162,162
MADHYA PRADESH,JHABUA,KATTHIWADA,3,20,3,145,255,423,426
MADHYA PRADESH,JHABUA,MEGHNAGAR,0,0,0,156,0,156,156
MADHYA PRADESH,JHABUA,PETLAWAD,1,67,30,2182,192,2471,2472
MADHYA PRADESH,JHABUA,RAMA,0,0,0,292,11,303,303
MADHYA PRADESH,JHABUA,RANAPUR,0,35,1,38,0,74,74
MADHYA PRADESH,JHABUA,SONDWA,0,1,1,269,116,387,387
MADHYA PRADESH,JHABUA,THANDLA,2,4,7,841,9,861,863
MADHYA PRADESH,JHABUA,UDAIGARH,0,0,1,149,18,168,168
MADHYA PRADESH,KATNI,BADWARA,3083,42,2,143,1,188,3271
MADHYA PRADESH,KATNI,BAHORIBAND,598,0,1,1658,0,1659,2257
MADHYA PRADESH,KATNI,DHIMAR KHERA,653,81,0,350,12,443,1096
MADHYA PRADESH,KATNI,KATNI,879,308,4,359,89,760,1639
MADHYA PRADESH,KATNI,RITHI,754,1,0,383,0,384,1138
MADHYA PRADESH,KATNI,VIJAYRAGHAVGARH,1548,266,9,680,12,967,2515
MADHYA PRADESH,KHANDWA,BALADI,663,0,0,1872,0,1872,2535
MADHYA PRADESH,KHANDWA,BURHANPUR,2878,0,0,2689,0,2689,5567
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,318,0,0,2458,0,2458,2776
MADHYA PRADESH,KHANDWA,HARSOOD,645,0,0,2192,0,2192,2837
MADHYA PRADESH,KHANDWA,KHAKNAR,2003,0,0,2685,0,2685,4688
MADHYA PRADESH,KHANDWA,KHALWA,1234,0,0,2759,0,2759,3993
MADHYA PRADESH,KHANDWA,KHANDWA,561,0,0,3191,0,3191,3752
MADHYA PRADESH,KHANDWA,PANDHANA,1766,0,0,4660,0,4660,6426
MADHYA PRADESH,KHANDWA,PUNASA,2153,0,0,3120,0,3120,5273
MADHYA PRADESH,KHARGONE,BARWAHA,980,42,21,10687,50,10800,11780
MADHYA PRADESH,KHARGONE,BHAGWANPURA,455,0,2,1672,3,1677,2132
MADHYA PRADESH,KHARGONE,BHIKANGAON,157,2,4,4914,1,4921,5078
MADHYA PRADESH,KHARGONE,GOGAWA,681,6,5,3326,102,3439,4120
MADHYA PRADESH,KHARGONE,KASRAWAD,876,224,175,3927,15,4341,5217
MADHYA PRADESH,KHARGONE,KHARGONE,360,0,4,4204,19,4227,4587
MADHYA PRADESH,KHARGONE,MAHESHWAR,1469,18,20,5978,8,6024,7493
MADHYA PRADESH,KHARGONE,SEGOAN,54,0,2,2853,64,2919,2973
MADHYA PRADESH,KHARGONE,ZIRNYA,192,17,9,1986,86,2098,2290
MADHYA PRADESH,MANDLA,BICHHIA,1,134,5,211,150,500,501
MADHYA PRADESH,MANDLA,BIJADANDI,0,0,0,0,23,23,23
MADHYA PRADESH,MANDLA,GHUGHRI,0,0,0,7,6,13,13
MADHYA PRADESH,MANDLA,MANDLA,0,111,46,306,238,701,701
MADHYA PRADESH,MANDLA,MAWAI,0,0,0,2,7,9,9
MADHYA PRADESH,MANDLA,MOHGAON,0,0,0,34,187,221,221
MADHYA PRADESH,MANDLA,NAINPUR,0,1,11,123,319,454,454
MADHYA PRADESH,MANDLA,NARAYANGANJ,0,0,6,6,134,146,146
MADHYA PRADESH,MANDLA,NIVAS,0,0,0,25,61,86,86
MADHYA PRADESH,MANDSAUR,BHANPURA,3,1,8,6606,6,6621,6624
MADHYA PRADESH,MANDSAUR,GAROTH,0,0,23,14787,68,14878,14878
MADHYA PRADESH,MANDSAUR,MALHARGAR,0,2,11,17365,21,17399,17399
MADHYA PRADESH,MANDSAUR,MANDSAUR,7,3,16,21728,2601,24348,24355
MADHYA PRADESH,MANDSAUR,SITAMAU,3,8,9,15002,988,16007,16010
MADHYA PRADESH,MORENA,AMBAH,428,129,29,938,30,1126,1554
MADHYA PRADESH,MORENA,JOURA,2704,72,7,24,0,103,2807
MADHYA PRADESH,MORENA,KAILARAS,1545,45,0,191,39,275,1820
MADHYA PRADESH,MORENA,MORENA,3626,318,1,297,201,817,4443
MADHYA PRADESH,MORENA,PAHARGARH,624,0,0,0,0,0,624
MADHYA PRADESH,MORENA,PORSA,289,1302,22,418,9,1751,2040
MADHYA PRADESH,MORENA,SABALGARH,911,0,0,107,43,150,1061
MADHYA PRADESH,NARSINGHPUR,BABAI-CHICHLI,1633,640,1,25,12,678,2311
MADHYA PRADESH,NARSINGHPUR,CHAVARPATHA,1048,1574,60,463,289,2386,3434
MADHYA PRADESH,NARSINGHPUR,GOTEGAON,936,0,1,36,69,106,1042
MADHYA PRADESH,NARSINGHPUR,KARELI,328,20,1,3,10,34,362
MADHYA PRADESH,NARSINGHPUR,NARSINGHPUR,1219,3,1,6,161,171,1390
MADHYA PRADESH,NARSINGHPUR,SAIKHEDA,689,2140,17,23,33,2213,2902
MADHYA PRADESH,NEEMUCH,JAWAD,2664,131,59,7915,161,8266,10930
MADHYA PRADESH,NEEMUCH,MANASA,1596,4,62,9841,226,10133,11729
MADHYA PRADESH,NEEMUCH,NEEMUCH,1230,13,34,10874,224,11145,12375
MADHYA PRADESH,PANNA,AJAYGARH,3131,0,10,129,2,141,3272
MADHYA PRADESH,PANNA,GUNOUR,455,0,6,203,0,209,664
MADHYA PRADESH,PANNA,PANNA,1186,0,2,21,0,23,1209
MADHYA PRADESH,PANNA,PAWAI,716,42,0,129,1,172,888
MADHYA PRADESH,PANNA,SHAHNAGAR,574,0,10,62,13,85,659
MADHYA PRADESH,RAISEN,ABDULLA GANJ,37,0,1,265,0,266,303
MADHYA PRADESH,RAISEN,BADI,170,30,0,1181,2,1213,1383
MADHYA PRADESH,RAISEN,BEGAMGANJ,22,1,2,2330,17,2350,2372
MADHYA PRADESH,RAISEN,GAIRATGANJ,621,0,1,791,0,792,1413
MADHYA PRADESH,RAISEN,SANCHI,86,10,2,482,17,511,597
MADHYA PRADESH,RAISEN,SILVANI,721,5,10,1227,3,1245,1966
MADHYA PRADESH,RAISEN,UDAYPURA,16,5,9,2143,196,2353,2369
MADHYA PRADESH,RAJGARH,BIAORA,7,450,11,11708,125,12294,12301
MADHYA PRADESH,RAJGARH,KHILCHIPUR,85,0,0,9349,0,9349,9434
MADHYA PRADESH,RAJGARH,NARSINGARH,2522,1,2,9906,37,9946,12468
MADHYA PRADESH,RAJGARH,RAJGARH,0,0,3,8181,488,8672,8672
MADHYA PRADESH,RAJGARH,SARANGPUR,306,1540,1,7534,70,9145,9451
MADHYA PRADESH,RAJGARH,ZEERAPUR],2,0,9,10334,11,10354,10356
MADHYA PRADESH,RATLAM,ALOT,226,74,1,4701,7,4783,5009
MADHYA PRADESH,RATLAM,BAJNA,4,1,8,659,108,776,780
MADHYA PRADESH,RATLAM,JAORA,11,46,2,6382,72,6502,6513
MADHYA PRADESH,RATLAM,PIPLODA,1,46,2,5358,34,5440,5441
MADHYA PRADESH,RATLAM,RATLAM,96,6,2,5638,60,5706,5802
MADHYA PRADESH,RATLAM,SAILANA,2,7,12,1576,125,1720,1722
MADHYA PRADESH,REWA,GANGEO,89,85,1,343,396,825,914
MADHYA PRADESH,REWA,HANUMANA,607,0,0,0,26,26,633
MADHYA PRADESH,REWA,JAWA,303,270,11,623,1607,2511,2814
MADHYA PRADESH,REWA,MAUGANJ,150,35,1,5,109,150,300
MADHYA PRADESH,REWA,NAIGARHI,110,9,0,0,536,545,655
MADHYA PRADESH,REWA,RAIPUR KARCULIYAN,156,198,17,151,349,715,871
MADHYA PRADESH,REWA,REWA,101,445,1,25,461,932,1033
MADHYA PRADESH,REWA,SIRMOUR,143,710,4,522,580,1816,1959
MADHYA PRADESH,REWA,TEONTHER,351,185,0,140,1873,2198,2549
MADHYA PRADESH,SAGAR,BANDA,5234,1,0,70,175,246,5480
MADHYA PRADESH,SAGAR,BINA,1516,1,0,0,3,4,1520
MADHYA PRADESH,SAGAR,DEORI,4731,0,0,0,16,16,4747
MADHYA PRADESH,SAGAR,JAISINAGAR,4463,0,0,0,82,82,4545
MADHYA PRADESH,SAGAR,KESLI,3805,0,0,0,14,14,3819
MADHYA PRADESH,SAGAR,KHURAI,2707,0,0,0,31,31,2738
MADHYA PRADESH,SAGAR,MALTHONE,2409,0,0,0,6,6,2415
MADHYA PRADESH,SAGAR,RAHATGARH,3441,0,0,0,65,65,3506
MADHYA PRADESH,SAGAR,REHLI,5647,0,0,0,176,176,5823
MADHYA PRADESH,SAGAR,SAGAR,6644,0,0,0,12,12,6656
MADHYA PRADESH,SAGAR,SHAHGARH,2186,0,0,7,40,47,2233
MADHYA PRADESH,SATNA,AMARPATAN,479,356,80,583,101,1120,1599
MADHYA PRADESH,SATNA,MAIHAR,912,828,208,1267,60,2363,3275
MADHYA PRADESH,SATNA,MAJHAGAWAN,777,292,11,1353,30,1686,2463
MADHYA PRADESH,SATNA,NAGOD,929,106,185,689,371,1351,2280
MADHYA PRADESH,SATNA,RAMNAGER,624,39,113,780,136,1068,1692
