-----
{
 "description": "The table refers to Block wise Distribution of Dugwells in use according to Utilization of Potential Created. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwldistr1.15.csv", 
 "title": "Download CSV for Blockwise Distribution of Dugwells in use according to Utilization of Potential Created", 
 "url": "http://data.gov.in/sites/default/files/dgwldistr1.15.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No Constraints in utilisation,Constraints in utilisation - Inadequate power supply,Constraints in utilisation - Mechanical break down,Constraints in utilisation - Less water discharge,Constraints in utilisation - Other reason,Total,Total in use
ANDHRA PRADESH,KARIMNAGAR,DHARMARAM,2616,0,0,0,107,107,2723
ANDHRA PRADESH,KARIMNAGAR,ELEGADE,1311,0,0,0,27,27,1338
ANDHRA PRADESH,KARIMNAGAR,ELKATHURTHI,843,0,0,0,2388,2388,3231
ANDHRA PRADESH,KARIMNAGAR,ELLANTHAKUNTA,1047,1,2,2441,0,2444,3491
ANDHRA PRADESH,KARIMNAGAR,GAMBHIRAOPET,877,0,0,141,0,141,1018
ANDHRA PRADESH,KARIMNAGAR,GANGADHARA,2465,413,51,2259,3,2726,5191
ANDHRA PRADESH,KARIMNAGAR,GOLLAPALLE,2899,0,0,0,427,427,3326
ANDHRA PRADESH,KARIMNAGAR,HUSNABAD,1186,0,0,5132,0,5132,6318
ANDHRA PRADESH,KARIMNAGAR,HUZURABAD,2820,0,0,0,2175,2175,4995
ANDHRA PRADESH,KARIMNAGAR,IBRAHIMPATNAM,1130,782,248,1280,20,2330,3460
ANDHRA PRADESH,KARIMNAGAR,JAGTIAL,958,0,0,0,4376,4376,5334
ANDHRA PRADESH,KARIMNAGAR,JAMMIKUNTA,4305,221,39,2049,0,2309,6614
ANDHRA PRADESH,KARIMNAGAR,JULAPALLE,802,0,2,28,29,59,861
ANDHRA PRADESH,KARIMNAGAR,KAMALAPUR,3400,0,0,0,834,834,4234
ANDHRA PRADESH,KARIMNAGAR,KAMANPUR,729,0,0,0,778,778,1507
ANDHRA PRADESH,KARIMNAGAR,KARIMNAGAR,1991,0,0,0,2457,2457,4448
ANDHRA PRADESH,KARIMNAGAR,KATARAM,78,0,0,0,552,552,630
ANDHRA PRADESH,KARIMNAGAR,KATHLAPUR,2084,77,57,1879,102,2115,4199
ANDHRA PRADESH,KARIMNAGAR,KESAVAPATNAM,2572,0,0,0,1643,1643,4215
ANDHRA PRADESH,KARIMNAGAR,KODIMIAL,1829,0,0,2383,0,2383,4212
ANDHRA PRADESH,KARIMNAGAR,KOHEDA,1220,4,12,2530,0,2546,3766
ANDHRA PRADESH,KARIMNAGAR,KONARAOPETA,1541,0,0,1577,0,1577,3118
ANDHRA PRADESH,KARIMNAGAR,KORATLA,2343,0,0,0,689,689,3032
ANDHRA PRADESH,KARIMNAGAR,MAHADEVPUR,190,0,0,0,231,231,421
ANDHRA PRADESH,KARIMNAGAR,MALHARRAO,263,0,0,0,477,477,740
ANDHRA PRADESH,KARIMNAGAR,MALLAPUR,2548,0,0,0,1337,1337,3885
ANDHRA PRADESH,KARIMNAGAR,MALLIAL,3281,0,0,0,1662,1662,4943
ANDHRA PRADESH,KARIMNAGAR,MANAKONDUR,5146,0,1,391,609,1001,6147
ANDHRA PRADESH,KARIMNAGAR,MANTHANI,516,0,0,0,567,567,1083
ANDHRA PRADESH,KARIMNAGAR,MEDIPALLE,3521,0,0,0,1747,1747,5268
ANDHRA PRADESH,KARIMNAGAR,METPALLE,1242,0,0,0,1914,1914,3156
ANDHRA PRADESH,KARIMNAGAR,MUSTABAD,1235,1,68,1671,0,1740,2975
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MAHADEVPUR,0,0,0,0,135,135,135
ANDHRA PRADESH,KARIMNAGAR,MUTHARAM MANTHANI,713,0,0,0,1091,1091,1804
ANDHRA PRADESH,KARIMNAGAR,ODELA,3411,0,0,0,179,179,3590
ANDHRA PRADESH,KARIMNAGAR,PEDDAPALLE,3316,0,0,0,167,167,3483
ANDHRA PRADESH,KARIMNAGAR,PEGADAPALLE,1708,32,7,1728,98,1865,3573
ANDHRA PRADESH,KARIMNAGAR,RAIKAL,3743,0,0,0,86,86,3829
ANDHRA PRADESH,KARIMNAGAR,RAMADUGU,1788,0,0,0,2678,2678,4466
ANDHRA PRADESH,KARIMNAGAR,RAMAGUNDAM,969,0,0,0,239,239,1208
ANDHRA PRADESH,KARIMNAGAR,SAIDAPUR,934,0,0,0,3742,3742,4676
ANDHRA PRADESH,KARIMNAGAR,SARANGAPUR,2297,0,0,0,705,705,3002
ANDHRA PRADESH,KARIMNAGAR,SIRSILLA,2383,0,0,638,0,638,3021
ANDHRA PRADESH,KARIMNAGAR,SRIRAMPUR,2108,1,0,1,125,127,2235
ANDHRA PRADESH,KARIMNAGAR,SULTANABAD,1975,0,0,0,1911,1911,3886
ANDHRA PRADESH,KARIMNAGAR,THIMMAPUR,671,0,3,4820,0,4823,5494
ANDHRA PRADESH,KARIMNAGAR,VEENAVANKA,1435,0,0,0,2818,2818,4253
ANDHRA PRADESH,KARIMNAGAR,VELGATOOR,582,846,339,1779,9,2973,3555
ANDHRA PRADESH,KARIMNAGAR,VEMULAWADA,1254,0,0,0,2625,2625,3879
ANDHRA PRADESH,KARIMNAGAR,YELLA REDDI PETA,860,1,0,40,0,41,901
ANDHRA PRADESH,KHAMMAM,ASWAPURAM,103,0,0,11,0,11,114
ANDHRA PRADESH,KHAMMAM,ASWARAOPETA,156,0,0,87,0,87,243
ANDHRA PRADESH,KHAMMAM,BAYYARAM,1133,0,0,84,0,84,1217
ANDHRA PRADESH,KHAMMAM,BHADRACHALAM,103,0,0,7,0,7,110
ANDHRA PRADESH,KHAMMAM,BONAKAL,298,0,0,183,0,183,481
ANDHRA PRADESH,KHAMMAM,BURGAMPADU,43,0,0,55,0,55,98
ANDHRA PRADESH,KHAMMAM,CHANDRUGONDA,374,0,0,4,0,4,378
ANDHRA PRADESH,KHAMMAM,CHERLA,43,0,0,1,0,1,44
ANDHRA PRADESH,KHAMMAM,CHINTHAKANI,688,0,0,441,0,441,1129
ANDHRA PRADESH,KHAMMAM,CHINTUR,0,0,0,5,0,5,5
ANDHRA PRADESH,KHAMMAM,DAMMAPETA,28,0,0,23,0,23,51
ANDHRA PRADESH,KHAMMAM,DUMMUGUDEM,10,0,0,55,0,55,65
ANDHRA PRADESH,KHAMMAM,ENKURU,552,0,0,188,0,188,740
ANDHRA PRADESH,KHAMMAM,GARLA,1021,0,0,706,0,706,1727
ANDHRA PRADESH,KHAMMAM,GUNDALA,56,0,0,25,0,25,81
ANDHRA PRADESH,KHAMMAM,JULURPAD,708,0,0,331,0,331,1039
ANDHRA PRADESH,KHAMMAM,KALLURU,248,0,0,53,0,53,301
ANDHRA PRADESH,KHAMMAM,KAMEPALLE,1171,0,0,235,0,235,1406
ANDHRA PRADESH,KHAMMAM,KHAMMAM RURAL,2048,0,0,1299,0,1299,3347
ANDHRA PRADESH,KHAMMAM,KHAMMAM URBAN,1888,2,0,1005,0,1007,2895
ANDHRA PRADESH,KHAMMAM,KONIJERLA,516,0,0,503,0,503,1019
ANDHRA PRADESH,KHAMMAM,KOTHAGUDEM,352,0,0,222,0,222,574
ANDHRA PRADESH,KHAMMAM,KUKUNOOR,55,0,0,29,0,29,84
ANDHRA PRADESH,KHAMMAM,KUNAVARAM,0,0,0,8,0,8,8
ANDHRA PRADESH,KHAMMAM,KUSUMANCHI,2784,0,0,425,0,425,3209
ANDHRA PRADESH,KHAMMAM,MADHIRA,456,0,0,277,0,277,733
ANDHRA PRADESH,KHAMMAM,MUDIGONDA,1987,0,0,266,0,266,2253
ANDHRA PRADESH,KHAMMAM,MULAKALAPALLE,11,0,0,261,0,261,272
ANDHRA PRADESH,KHAMMAM,NELAKONDAPALLE,780,0,0,307,0,307,1087
ANDHRA PRADESH,KHAMMAM,PALAWANCHA,112,0,0,19,0,19,131
ANDHRA PRADESH,KHAMMAM,PENUBALLI,120,0,0,64,0,64,184
ANDHRA PRADESH,KHAMMAM,PINAPAKA,22,0,0,7,0,7,29
ANDHRA PRADESH,KHAMMAM,SATHUPALLE,242,0,0,84,0,84,326
ANDHRA PRADESH,KHAMMAM,SINGARENI,900,0,0,396,0,396,1296
ANDHRA PRADESH,KHAMMAM,TEKULAPALLE,125,0,0,139,0,139,264
ANDHRA PRADESH,KHAMMAM,THALLADA,128,0,0,25,0,25,153
ANDHRA PRADESH,KHAMMAM,THIRUMALAYAPALEM,2447,0,0,2690,0,2690,5137
ANDHRA PRADESH,KHAMMAM,VARARAMACHANDRAPURAM,4,0,0,1,0,1,5
ANDHRA PRADESH,KHAMMAM,VELAIRPAD,0,0,0,0,0,0,0
ANDHRA PRADESH,KHAMMAM,VEMSOOR,29,0,0,55,0,55,84
ANDHRA PRADESH,KHAMMAM,VENKATAPURAM,1,0,0,5,0,5,6
ANDHRA PRADESH,KHAMMAM,WAZEED,4,0,0,0,0,0,4
ANDHRA PRADESH,KHAMMAM,WYRA,145,0,0,66,0,66,211
ANDHRA PRADESH,KHAMMAM,YELLANDU,527,0,0,35,0,35,562
ANDHRA PRADESH,KHAMMAM,YERRUPALEM,856,0,0,73,0,73,929
ANDHRA PRADESH,KRISHNA,A KONDURU,492,133,4,371,6,514,1006
ANDHRA PRADESH,KRISHNA,AGIRIPALLE,625,13,4,29,29,75,700
ANDHRA PRADESH,KRISHNA,BAPULAPADU,546,1,113,43,0,157,703
ANDHRA PRADESH,KRISHNA,CHANDARLAPADU,294,89,47,77,32,245,539
ANDHRA PRADESH,KRISHNA,CHATRAI,763,25,6,98,17,146,909
ANDHRA PRADESH,KRISHNA,G KONDURU,522,21,8,5,2,36,558
ANDHRA PRADESH,KRISHNA,GAMPALAGUDEM,129,56,25,229,43,353,482
ANDHRA PRADESH,KRISHNA,GANNAVARAM,171,14,1,94,32,141,312
ANDHRA PRADESH,KRISHNA,GUDIVADA,0,0,1,2,0,3,3
ANDHRA PRADESH,KRISHNA,IBRAHIMPATNAM,28,3,0,28,0,31,59
ANDHRA PRADESH,KRISHNA,JAGGAYYAPETA,319,80,23,153,360,616,935
ANDHRA PRADESH,KRISHNA,KANCHIKA CHERLA,143,1,1,2,1,5,148
ANDHRA PRADESH,KRISHNA,MUSUNURU,1758,30,10,11,2,53,1811
ANDHRA PRADESH,KRISHNA,MYLAVARAM,394,13,25,239,12,289,683
ANDHRA PRADESH,KRISHNA,NANDIGAMA,396,4,0,23,16,43,439
ANDHRA PRADESH,KRISHNA,NUZVID,591,83,102,323,50,558,1149
ANDHRA PRADESH,KRISHNA,PEDAPARUPUDI,0,0,0,0,0,0,0
ANDHRA PRADESH,KRISHNA,PENUGANCHIPROLU,383,1,0,4,3,8,391
ANDHRA PRADESH,KRISHNA,REDDIGUDEM,199,17,7,92,279,395,594
ANDHRA PRADESH,KRISHNA,TIRUVURU,292,17,2,94,8,121,413
ANDHRA PRADESH,KRISHNA,UNGUTURU,143,0,0,1,4,5,148
ANDHRA PRADESH,KRISHNA,VATSAVAI,677,11,1,21,345,378,1055
ANDHRA PRADESH,KRISHNA,VEERULLAPADU,459,65,23,37,8,133,592
ANDHRA PRADESH,KRISHNA,VIJAYAWADA RURAL,32,15,1,7,1,24,56
ANDHRA PRADESH,KRISHNA,VISSANNAPET,276,20,7,114,23,164,440
ANDHRA PRADESH,KURNOOL,ADONI,590,2,0,332,1,335,925
ANDHRA PRADESH,KURNOOL,ALLAGADDA,142,0,0,259,1,260,402
ANDHRA PRADESH,KURNOOL,ALUR,32,0,0,0,0,0,32
ANDHRA PRADESH,KURNOOL,ASPARI,112,1,0,319,1,321,433
ANDHRA PRADESH,KURNOOL,ATMAKUR,483,0,7,496,0,503,986
ANDHRA PRADESH,KURNOOL,BANAGANAPALLE,78,3,0,177,0,180,258
ANDHRA PRADESH,KURNOOL,BANDI ATMAKUR,23,3,0,79,25,107,130
ANDHRA PRADESH,KURNOOL,BETHAMCHERLA,10,0,0,3,0,3,13
ANDHRA PRADESH,KURNOOL,C.BELAGAL,203,201,103,1059,0,1363,1566
ANDHRA PRADESH,KURNOOL,CHAGALAMARRI,198,9,2,44,0,55,253
ANDHRA PRADESH,KURNOOL,CHIPPAGIRI,3,0,0,34,0,34,37
ANDHRA PRADESH,KURNOOL,DEVANAKONDA,389,291,23,106,10,430,819
ANDHRA PRADESH,KURNOOL,DHONE,364,5,1,328,16,350,714
ANDHRA PRADESH,KURNOOL,DORNIPADU,4,0,0,0,0,0,4
ANDHRA PRADESH,KURNOOL,GADIVEMULA,201,1,0,31,3,35,236
ANDHRA PRADESH,KURNOOL,GONEGANDLA,1584,0,0,490,0,490,2074
ANDHRA PRADESH,KURNOOL,GOSPADU,47,0,0,172,0,172,219
ANDHRA PRADESH,KURNOOL,GUDUR,222,3,0,249,0,252,474
ANDHRA PRADESH,KURNOOL,HALAHARVI,12,0,11,3,0,14,26
ANDHRA PRADESH,KURNOOL,HOLAGUNDA,126,1,2,121,0,124,250
ANDHRA PRADESH,KURNOOL,JUPADU BUNGALOW,222,0,1,507,4,512,734
ANDHRA PRADESH,KURNOOL,KALLUR,385,1,1,85,0,87,472
ANDHRA PRADESH,KURNOOL,KODUMUR,432,327,2,11,1,341,773
ANDHRA PRADESH,KURNOOL,KOILKUNTLA,23,0,0,29,1,30,53
ANDHRA PRADESH,KURNOOL,KOLIMIGUNDLA,58,0,0,33,9,42,100
ANDHRA PRADESH,KURNOOL,KOSIGI,1972,0,0,3,0,3,1975
ANDHRA PRADESH,KURNOOL,KOTHAPALLE,465,0,0,202,1,203,668
ANDHRA PRADESH,KURNOOL,KOWTHALAM,628,0,0,142,0,142,770
ANDHRA PRADESH,KURNOOL,KRISHNAGIRI,882,0,0,9,0,9,891
ANDHRA PRADESH,KURNOOL,KURNOOL,377,1,1,17,2,21,398
ANDHRA PRADESH,KURNOOL,MADDIKERA EAST,250,0,0,0,0,0,250
ANDHRA PRADESH,KURNOOL,MAHANANDI,837,0,37,48,0,85,922
ANDHRA PRADESH,KURNOOL,MANTRALAYAM,558,0,0,89,0,89,647
ANDHRA PRADESH,KURNOOL,MIDTHUR,116,0,0,265,59,324,440
ANDHRA PRADESH,KURNOOL,NANDAVARAM,76,34,2,337,0,373,449
ANDHRA PRADESH,KURNOOL,NANDI KOTKUR,125,0,0,135,4,139,264
ANDHRA PRADESH,KURNOOL,NANDYAL,347,0,4,1,0,5,352
ANDHRA PRADESH,KURNOOL,ORVAKAL,270,11,1,211,41,264,534
ANDHRA PRADESH,KURNOOL,OWK,37,7,0,277,3,287,324
ANDHRA PRADESH,KURNOOL,PAGIDYALA,45,0,0,290,1,291,336
ANDHRA PRADESH,KURNOOL,PAMULAPADU,659,0,0,275,0,275,934
ANDHRA PRADESH,KURNOOL,PANYAM,69,0,0,1,0,1,70
ANDHRA PRADESH,KURNOOL,PATTIKANDA,201,28,0,41,0,69,270
ANDHRA PRADESH,KURNOOL,PEAPALLY,247,0,0,504,10,514,761
ANDHRA PRADESH,KURNOOL,PEDDA KADUBUR,893,3,11,140,1,155,1048
ANDHRA PRADESH,KURNOOL,RUDRAVARAM,73,0,0,173,0,173,246
ANDHRA PRADESH,KURNOOL,SANJAMALA,94,0,0,67,0,67,161
ANDHRA PRADESH,KURNOOL,SIRVEL,792,0,0,223,0,223,1015
ANDHRA PRADESH,KURNOOL,TUGGALI,325,11,1,200,3,215,540
ANDHRA PRADESH,KURNOOL,UYYALAWADA,7,0,0,1,0,1,8
ANDHRA PRADESH,KURNOOL,VELDURTHI,354,5,13,567,0,585,939
ANDHRA PRADESH,KURNOOL,VELGODU,100,69,0,55,0,124,224
ANDHRA PRADESH,KURNOOL,YEMMIGANUR,1353,0,0,200,86,286,1639
ANDHRA PRADESH,MAHABOOBNAGAR,ACHAMPETA,715,28,4,261,0,293,1008
ANDHRA PRADESH,MAHABOOBNAGAR,ADDAKAL,27,0,3,268,21,292,319
ANDHRA PRADESH,MAHABOOBNAGAR,AIZA,789,0,6,358,0,364,1153
ANDHRA PRADESH,MAHABOOBNAGAR,ALAMPUR,221,0,0,118,0,118,339
ANDHRA PRADESH,MAHABOOBNAGAR,AMANGAL,404,2,0,581,0,583,987
ANDHRA PRADESH,MAHABOOBNAGAR,AMRABAD,388,0,0,57,0,57,445
ANDHRA PRADESH,MAHABOOBNAGAR,ATMAKUR,352,0,2,870,0,872,1224
ANDHRA PRADESH,MAHABOOBNAGAR,BALANAGAR,17,19,0,178,0,197,214
ANDHRA PRADESH,MAHABOOBNAGAR,BALMOOR,442,1,0,332,0,333,775
ANDHRA PRADESH,MAHABOOBNAGAR,BHOOTHPUR,7,0,0,55,0,55,62
ANDHRA PRADESH,MAHABOOBNAGAR,BIJINAPALLE,21,0,0,250,0,250,271
ANDHRA PRADESH,MAHABOOBNAGAR,BOMRASPETA,89,206,10,82,0,298,387
ANDHRA PRADESH,MAHABOOBNAGAR,CHINNA CHINTA KUNTA,100,0,0,317,0,317,417
ANDHRA PRADESH,MAHABOOBNAGAR,DAMARAGIDDA,234,0,0,238,0,238,472
ANDHRA PRADESH,MAHABOOBNAGAR,DHANWADA,55,1,0,360,0,361,416
ANDHRA PRADESH,MAHABOOBNAGAR,DHARUR,831,1,19,1629,0,1649,2480
ANDHRA PRADESH,MAHABOOBNAGAR,DOULATABAD,157,1,0,555,0,556,713
ANDHRA PRADESH,MAHABOOBNAGAR,FAROOQNAGAR,217,0,0,8,0,8,225
ANDHRA PRADESH,MAHABOOBNAGAR,GADWAL,598,26,0,210,0,236,834
ANDHRA PRADESH,MAHABOOBNAGAR,GHANPUR,72,13,0,107,0,120,192
ANDHRA PRADESH,MAHABOOBNAGAR,GHATTU,968,2,12,1153,8,1175,2143
ANDHRA PRADESH,MAHABOOBNAGAR,GOPALPETA,166,1,2,942,1,946,1112
ANDHRA PRADESH,MAHABOOBNAGAR,HANWADA,237,23,1,750,0,774,1011
ANDHRA PRADESH,MAHABOOBNAGAR,ITIKYAL,1067,8,0,158,0,166,1233
ANDHRA PRADESH,MAHABOOBNAGAR,JADCHERLA,20,0,0,87,0,87,107
ANDHRA PRADESH,MAHABOOBNAGAR,KALWAKURTHY,12,32,0,405,0,437,449
ANDHRA PRADESH,MAHABOOBNAGAR,KESHAMPETA,57,0,0,185,0,185,242
ANDHRA PRADESH,MAHABOOBNAGAR,KODAIR,441,2,0,1120,0,1122,1563
ANDHRA PRADESH,MAHABOOBNAGAR,KODANGAL,143,162,2,53,4,221,364
ANDHRA PRADESH,MAHABOOBNAGAR,KOILKONDA,35,0,0,143,0,143,178
ANDHRA PRADESH,MAHABOOBNAGAR,KOLLAPUR,716,6,0,640,0,646,1362
ANDHRA PRADESH,MAHABOOBNAGAR,KOSGI,255,54,6,234,0,294,549
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHAKOTA,412,0,0,326,0,326,738
ANDHRA PRADESH,MAHABOOBNAGAR,KOTHUR,1,0,0,12,0,12,13
ANDHRA PRADESH,MAHABOOBNAGAR,MADDUR,101,13,7,407,0,427,528
ANDHRA PRADESH,MAHABOOBNAGAR,MADGUL,657,0,2,518,0,520,1177
ANDHRA PRADESH,MAHABOOBNAGAR,MAGANOOR,461,0,0,276,0,276,737
ANDHRA PRADESH,MAHABOOBNAGAR,MAHBUBNAGAR,50,0,2,15,0,17,67
ANDHRA PRADESH,MAHABOOBNAGAR,MAKTHAL,63,0,1,270,0,271,334
ANDHRA PRADESH,MAHABOOBNAGAR,MALDAKAL,165,0,0,559,0,559,724
ANDHRA PRADESH,MAHABOOBNAGAR,MANOPADU,133,0,0,8,0,8,141
ANDHRA PRADESH,MAHABOOBNAGAR,MIDJIL,13,10,0,299,0,309,322
ANDHRA PRADESH,MAHABOOBNAGAR,NAGAR KURNOOL,15,0,0,470,0,470,485
ANDHRA PRADESH,MAHABOOBNAGAR,NARAYANPET,109,0,0,112,0,112,221
ANDHRA PRADESH,MAHABOOBNAGAR,NARVA,469,1,1,518,0,520,989
ANDHRA PRADESH,MAHABOOBNAGAR,NAWABPET,88,0,0,57,0,57,145
ANDHRA PRADESH,MAHABOOBNAGAR,PANGAL,902,2,0,838,201,1041,1943
ANDHRA PRADESH,MAHABOOBNAGAR,PEBBAIR,1239,2,1,556,0,559,1798
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAKOTHAPALLE,454,0,0,789,0,789,1243
ANDHRA PRADESH,MAHABOOBNAGAR,PEDDAMANDADI,100,0,0,260,0,260,360
ANDHRA PRADESH,MAHABOOBNAGAR,TADOOR,50,0,0,218,0,218,268
ANDHRA PRADESH,MAHABOOBNAGAR,TALAKONDAPALLE,109,0,0,330,0,330,439
ANDHRA PRADESH,MAHABOOBNAGAR,TELKAPALLE,3,3,0,582,1,586,589
ANDHRA PRADESH,MAHABOOBNAGAR,UTKOOR,125,36,0,88,0,124,249
ANDHRA PRADESH,MAHABOOBNAGAR,VANGOOR,238,74,1,671,4,750,988
ANDHRA PRADESH,MAHABOOBNAGAR,VEEPANGANDLA,585,46,5,1219,0,1270,1855
ANDHRA PRADESH,MAHABOOBNAGAR,VELDANDA,702,4,1,562,0,567,1269
ANDHRA PRADESH,MAHABOOBNAGAR,WADDEPALLE,1189,1,0,43,0,44,1233
ANDHRA PRADESH,MAHABOOBNAGAR,WANAPARTHY,425,0,0,114,0,114,539
ANDHRA PRADESH,MEDAK,ALLADURG,112,0,0,96,0,96,208
ANDHRA PRADESH,MEDAK,ANDOLE,0,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,CHEGUNTA,9,0,0,0,0,0,9
ANDHRA PRADESH,MEDAK,CHINNA KODUR,93,0,0,6017,0,6017,6110
ANDHRA PRADESH,MEDAK,DOULTABAD,0,0,0,1,0,1,1
ANDHRA PRADESH,MEDAK,DUBBAK,72,9,0,677,0,686,758
ANDHRA PRADESH,MEDAK,GAJWEL,2,20,0,0,0,20,22
ANDHRA PRADESH,MEDAK,HATHNOORA,17,0,0,0,0,0,17
ANDHRA PRADESH,MEDAK,JAGDEVPUR,172,0,0,470,0,470,642
ANDHRA PRADESH,MEDAK,JHARASANGAM,46,106,2,723,0,831,877
ANDHRA PRADESH,MEDAK,JINNARAM,56,8,0,22,0,30,86
ANDHRA PRADESH,MEDAK,KALHER,61,0,0,0,0,0,61
ANDHRA PRADESH,MEDAK,KANGTI,170,0,0,11,0,11,181
ANDHRA PRADESH,MEDAK,KOHIR,490,2,0,1682,0,1684,2174
ANDHRA PRADESH,MEDAK,KONDAPAK,364,189,5,1196,0,1390,1754
ANDHRA PRADESH,MEDAK,KONDAPUR,463,23,25,108,0,156,619
ANDHRA PRADESH,MEDAK,KOWDIPALLE,0,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,KULCHARAM,68,0,0,1,0,1,69
ANDHRA PRADESH,MEDAK,MANOOR,410,0,0,61,0,61,471
ANDHRA PRADESH,MEDAK,MEDAK,177,0,0,181,0,181,358
ANDHRA PRADESH,MEDAK,MIRDODDI,52,15,0,287,0,302,354
ANDHRA PRADESH,MEDAK,MULUG,16,0,0,32,0,32,48
ANDHRA PRADESH,MEDAK,MUNPALLE,236,0,0,47,0,47,283
ANDHRA PRADESH,MEDAK,NANGANUR,344,1138,17,1341,0,2496,2840
ANDHRA PRADESH,MEDAK,NARAYANKHED,293,0,0,219,0,219,512
ANDHRA PRADESH,MEDAK,NARSAPUR,14,13,0,0,0,13,27
ANDHRA PRADESH,MEDAK,NYALKAL,1045,0,0,54,0,54,1099
ANDHRA PRADESH,MEDAK,PAPANNAPET,7,0,0,8,0,8,15
ANDHRA PRADESH,MEDAK,PATANCHERU,33,0,0,1,0,1,34
ANDHRA PRADESH,MEDAK,PULKAL,3,0,0,0,0,0,3
ANDHRA PRADESH,MEDAK,RAIKODE,504,0,0,46,0,46,550
ANDHRA PRADESH,MEDAK,RAMACHANDRAPURAM,1,0,0,7,0,7,8
ANDHRA PRADESH,MEDAK,RAMAYAMPET,30,0,0,28,0,28,58
ANDHRA PRADESH,MEDAK,REGODE,226,5,0,310,0,315,541
ANDHRA PRADESH,MEDAK,SADASIVPET,56,0,0,131,0,131,187
ANDHRA PRADESH,MEDAK,SANGAREDDY,5,0,0,47,0,47,52
ANDHRA PRADESH,MEDAK,SHANKARAMPET (A),43,0,0,12,0,12,55
ANDHRA PRADESH,MEDAK,SHANKARAMPET (R),38,0,0,5,0,5,43
ANDHRA PRADESH,MEDAK,SHIVAMPET,13,0,0,0,0,0,13
ANDHRA PRADESH,MEDAK,SIDDIPET,269,707,6,3708,0,4421,4690
ANDHRA PRADESH,MEDAK,TEKMAL,89,0,0,6,0,6,95
ANDHRA PRADESH,MEDAK,TUPRAN,117,0,0,34,0,34,151
ANDHRA PRADESH,MEDAK,WARGAL,268,0,0,57,0,57,325
ANDHRA PRADESH,MEDAK,YELDURTHY,0,0,0,0,0,0,0
ANDHRA PRADESH,MEDAK,ZAHIRABAD,3,0,0,2201,0,2201,2204
ANDHRA PRADESH,NALGONDA,ALAIR,119,0,0,1616,0,1616,1735
ANDHRA PRADESH,NALGONDA,ANUMULA,193,0,0,415,0,415,608
ANDHRA PRADESH,NALGONDA,ATMAKUR  (S),246,0,0,1824,0,1824,2070
ANDHRA PRADESH,NALGONDA,ATMAKUR (M),528,3,6,1412,6,1427,1955
ANDHRA PRADESH,NALGONDA,BHUVANAGIRI,84,0,0,403,0,403,487
ANDHRA PRADESH,NALGONDA,BIBINAGAR,444,1,0,392,20,413,857
ANDHRA PRADESH,NALGONDA,BOMMALARAMARAM,0,0,0,1019,0,1019,1019
ANDHRA PRADESH,NALGONDA,CHANDAM PET,308,0,0,1057,0,1057,1365
ANDHRA PRADESH,NALGONDA,CHANDUR,779,35,0,733,0,768,1547
ANDHRA PRADESH,NALGONDA,CHILKUR,71,160,0,0,0,160,231
ANDHRA PRADESH,NALGONDA,CHINTHA PALLE,753,0,0,854,0,854,1607
ANDHRA PRADESH,NALGONDA,CHITYALA,507,0,0,1258,25,1283,1790
ANDHRA PRADESH,NALGONDA,CHIVVEMLA,1391,37,13,908,1,959,2350
ANDHRA PRADESH,NALGONDA,CHOUTUPPAL,75,0,0,1201,0,1201,1276
ANDHRA PRADESH,NALGONDA,DAMERACHERLA,475,0,26,109,0,135,610
ANDHRA PRADESH,NALGONDA,DEVARAKONDA,0,0,0,1734,0,1734,1734
ANDHRA PRADESH,NALGONDA,GARIDE PALLE,225,2,1,279,8,290,515
ANDHRA PRADESH,NALGONDA,GUNDALA,583,566,1,920,0,1487,2070
ANDHRA PRADESH,NALGONDA,GUNDLA PALLE,31,0,0,1553,0,1553,1584
ANDHRA PRADESH,NALGONDA,GURRAMPODE,445,0,0,504,0,504,949
ANDHRA PRADESH,NALGONDA,HUZURNAGAR,265,0,0,138,51,189,454
ANDHRA PRADESH,NALGONDA,JAJI REDDI GUDEM,1219,20,0,92,0,112,1331
ANDHRA PRADESH,NALGONDA,KANGAL,376,0,0,93,238,331,707
ANDHRA PRADESH,NALGONDA,KATTANGOOR,286,4,0,1286,19,1309,1595
ANDHRA PRADESH,NALGONDA,KETHEPALLE,2135,0,0,461,0,461,2596
ANDHRA PRADESH,NALGONDA,KODAD,989,62,0,215,10,287,1276
ANDHRA PRADESH,NALGONDA,M TURKAPALLE,718,11,0,564,24,599,1317
ANDHRA PRADESH,NALGONDA,MARRI GUDA,431,1,0,270,5,276,707
ANDHRA PRADESH,NALGONDA,MATTAMPALLE,502,214,0,5,0,219,721
ANDHRA PRADESH,NALGONDA,MELLACHERVU,171,0,0,4,0,4,175
ANDHRA PRADESH,NALGONDA,MIRYALAGUDA,229,0,0,51,0,51,280
ANDHRA PRADESH,NALGONDA,MOTHEY,468,0,0,2747,0,2747,3215
