-----
{
 "description": "The table refers to District wise Culturable Command Area and Potential Created through Surface Flow Schemes. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.9.csv", 
 "title": "Download CSV for Districtwise Culturable Command Area and Potential Created through Surface Flow Schemes", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.9.csv"
}
-----
"State","District","Culturable Command Area","Irrigation potential created - Kharif","Irrigation potential created - Rabi","Irrigation potential created - Perennial","Irrigation potential created - Others","Total"
"TAMIL NADU","SALEM",12815,12159,369,826,600,13952
"TAMIL NADU","SIVAGANGA",87048,23793,64624,2630,1445,92492
"TAMIL NADU","THANJAVUR",39231,18474,32023,583,369,51448
"TAMIL NADU","THENI",15521,10538,8008,784,105,19434
"TAMIL NADU","THIRUVALLUR",46397,34798,39438,18559,538,93333
"TAMIL NADU","THIRUVARUR",2749,2463,1717,126,113,4419
"TAMIL NADU","TIRUCHIRAPPALLI",27929,30520,5352,97,27,35996
"TAMIL NADU","TIRUNELVELI",74206,35844,56273,2706,7000,101822
"TAMIL NADU","TIRUVANNAMALAI",39687,32926,36587,1692,2520,73725
"TAMIL NADU","TUTICORIN DISTRICT",35970,32383,12216,10235,616,55450
"TAMIL NADU","VELLORE",21658,12621,9679,2642,975,25918
"TAMIL NADU","VILLUPPURAM",52296,31271,24383,1300,1127,58081
"TAMIL NADU","VIRUDHUNAGAR",24752,10914,14438,260,504,26116
"TRIPURA","DHALAI",324,213,132,0,8,352
"TRIPURA","NORTH TRIPURA",990,663,1205,18,327,2213
"TRIPURA","SOUTH TRIPURA",6914,3573,5354,104,523,9554
"TRIPURA","WEST TRIPURA",6369,2623,4379,46,172,7221
"UTTAR PRADESH","ALIGARH",62,66,62,9,2,139
"UTTAR PRADESH","ALLAHABAD",4745,5042,3170,746,361,9318
"UTTAR PRADESH","BAGHPAT",4,2,2,0,0,4
"UTTAR PRADESH","BAHARAICH",12,6,8,6,2,22
"UTTAR PRADESH","BANDA",1084,101,967,54,0,1122
"UTTAR PRADESH","BAREILLY",924,525,584,476,220,1805
"UTTAR PRADESH","BASTI",5,5,5,0,0,10
"UTTAR PRADESH","BULAND SAHAR",88,58,56,86,8,208
"UTTAR PRADESH","CHANDAULI",191,124,112,20,1,257
"UTTAR PRADESH","CHITRAKOOT",1462,346,1166,106,5,1623
"UTTAR PRADESH","DEORIA",27,11,13,3,0,28
"UTTAR PRADESH","FATEHPUR",50,49,50,0,0,100
"UTTAR PRADESH","GHAZIABAD",3870,997,1332,2126,413,4868
"UTTAR PRADESH","GORAKHPUR",20,20,20,40,5,85
"UTTAR PRADESH","HAMIRPUR",5145,2414,940,1928,6,5287
"UTTAR PRADESH","JALAUN",2012,39,1966,20,6,2032
"UTTAR PRADESH","JAUNPUR",28,20,22,0,0,42
"UTTAR PRADESH","JHANSI",1359,166,1197,38,0,1401
"UTTAR PRADESH","KANNAUJ",21,14,11,0,1,26
"UTTAR PRADESH","KANPUR DEHAT",63,26,33,2,1,63
"UTTAR PRADESH","KANPUR NAGAR",2,2,2,4,0,8
"UTTAR PRADESH","KAUSHAMBI",12,4,5,3,0,12
"UTTAR PRADESH","LALITPUR",895,119,780,27,0,926
"UTTAR PRADESH","LUCKNOW",50,10,30,40,5,85
"UTTAR PRADESH","MAHARAJ GANJ",232,77,143,99,11,330
"UTTAR PRADESH","MAHOBA",151,44,88,18,1,151
"UTTAR PRADESH","MEERUT",4,4,0,0,0,4
"UTTAR PRADESH","MIRZAPUR",2600,1233,1024,2038,131,4425
"UTTAR PRADESH","MORADABAD",12,12,12,0,0,25
"UTTAR PRADESH","MUZZAFARNAGAR",6,4,2,1,0,6
"UTTAR PRADESH","RAMPUR",13,4,6,7,0,17
"UTTAR PRADESH","SAHARANPUR",46,30,46,76,10,162
"UTTAR PRADESH","SANT KABIR NAGAR",185,175,180,64,37,455
"UTTAR PRADESH","SANT RAVI DAS NAGAR",30,15,14,1,0,30
"UTTAR PRADESH","SHRAWASTI",61,28,31,3,0,62
"UTTAR PRADESH","SIDDHARTH NAGAR",400,326,313,72,5,716
"UTTAR PRADESH","SONBHADRA",7448,7047,5219,1061,164,13490
"UTTAR PRADESH","VARANASI",1109,381,681,961,11,2033
"UTTARANCHAL","ALMORA",9818,9732,9914,2,2,19650
"UTTARANCHAL","BAGESHWAR",7024,6398,6334,139,2,12873
"UTTARANCHAL","CHAMOLI",5552,5163,5143,410,7,10723
"UTTARANCHAL","CHAMPAWAT",2867,1902,1563,738,28,4231
"UTTARANCHAL","DEHRA DUN",15819,11469,10438,2665,919,25491
"UTTARANCHAL","HARIDWAR",3522,2582,2011,1207,811,6610
"UTTARANCHAL","NAINITAL",30469,21587,22760,10206,1250,55803
"UTTARANCHAL","PAURI",14903,14817,14538,222,26,29603
"UTTARANCHAL","PITHORAGARH",14222,10692,7967,920,931,20510
"UTTARANCHAL","RUDHARAPARYAG",2804,2096,1555,694,72,4417
"UTTARANCHAL","TEHARI GARHWAL",9158,7506,5710,9,193,13419
"UTTARANCHAL","UDHAM SINGH NAGAR",54313,36694,34723,9435,3270,84121
"UTTARANCHAL","UTTARKASHI",6547,5031,3619,506,81,9237
"WEST BENGAL","BANKURA",87431,80314,37366,375,22872,140927
"WEST BENGAL","BIRBHUM",28976,25558,14290,281,7764,47894
"WEST BENGAL","BURDWAN",14697,13286,6494,66,4508,24355
"WEST BENGAL","DARJEELING",10257,5498,3478,2708,683,12367
"WEST BENGAL","HAORA",26276,25067,14803,78,18108,58056
"WEST BENGAL","HOOGHLY",1235,796,283,2,618,1699
"WEST BENGAL","JALPAIGURI",4858,3944,2310,499,100,6854
"WEST BENGAL","MALDA",1356,827,371,20,322,1541
"WEST BENGAL","MIDNAPORE",23312,13776,3276,14,12019,29085
"WEST BENGAL","MURSHIDABAD",4395,3698,2957,75,1256,7986
"WEST BENGAL","NADIA",245,242,49,0,4,295
"WEST BENGAL","NORTH 24 PARGANAS",787,599,145,2,392,1138
"WEST BENGAL","PURULIA",94312,80026,20109,609,3260,104004
"WEST BENGAL","SOUTH 24 PARGANAS",31251,16686,2616,778,14382,34462
"WEST BENGAL","UTTAR DINAJPUR",12,12,4,0,2,18
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
"","",NA,NA,NA,NA,NA,NA
