-----
{
 "description": "The table refers to Block wise Distribution of Surface Flow Schemes by type. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by type", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Tanks,Storage,Permanent Diversion,Temporary Diversion,Water Conversation,Total
RAJASTHAN,BHARATPUR,BAYANA,0,1,0,0,0,1
RAJASTHAN,BHARATPUR,KAMAN,0,2,0,0,0,2
RAJASTHAN,BHARATPUR,ROOPBAS,0,0,1,0,0,1
RAJASTHAN,BHILWARA,ASIND,10,2,0,0,0,12
RAJASTHAN,BHILWARA,BANEDA,57,17,0,0,0,74
RAJASTHAN,BHILWARA,BHILWARA,15,3,1,0,0,19
RAJASTHAN,BHILWARA,BIJOLIYA,0,1,2,0,0,3
RAJASTHAN,BHILWARA,HURDA,10,0,0,0,0,10
RAJASTHAN,BHILWARA,JAHAJPUR,43,1,4,0,1,49
RAJASTHAN,BHILWARA,KOTADI,36,0,0,0,0,36
RAJASTHAN,BHILWARA,MANDAL,95,16,5,3,0,119
RAJASTHAN,BHILWARA,MANDALGARH,10,0,1,1,0,12
RAJASTHAN,BHILWARA,RAIPUR,29,0,2,0,0,31
RAJASTHAN,BHILWARA,SAHADA,65,1,0,0,0,66
RAJASTHAN,BHILWARA,SHAHPURA,60,0,0,0,0,60
RAJASTHAN,BUNDI,BUNDI,62,0,1,1,0,64
RAJASTHAN,BUNDI,HINDOLI,2,0,0,0,0,2
RAJASTHAN,BUNDI,NAINWA,16,2,0,0,0,18
RAJASTHAN,CHITTORGARH,BENGU,4,0,3,0,0,7
RAJASTHAN,CHITTORGARH,CHITTORGARH,4,1,0,0,0,5
RAJASTHAN,CHITTORGARH,GANGARAR,2,0,2,0,0,4
RAJASTHAN,CHITTORGARH,KAPASAN,29,1,6,3,0,39
RAJASTHAN,CHITTORGARH,NIMBAHERA,4,0,1,0,0,5
RAJASTHAN,CHITTORGARH,RAWATBHATA,4,0,1,22,0,27
RAJASTHAN,DAUSA,DAUSA,2,0,0,0,0,2
RAJASTHAN,DAUSA,LALSOT,7,0,0,0,0,7
RAJASTHAN,DHOLPUR,BARI,9,20,14,0,2,45
RAJASTHAN,DHOLPUR,BASERI,7,0,2,3,0,12
RAJASTHAN,DHOLPUR,DHOLPUR,0,17,1,0,0,18
RAJASTHAN,DUNGARPUR,ASPUR,2,0,0,0,0,2
RAJASTHAN,DUNGARPUR,DUNGARPUR,18,0,0,1,0,19
RAJASTHAN,DUNGARPUR,SAGWARA,8,0,0,1,0,9
RAJASTHAN,DUNGARPUR,SIMALWARA,7,0,3,0,0,10
RAJASTHAN,JAIPUR,CHAKSU,0,1,0,0,0,1
RAJASTHAN,JAIPUR,JAIPUR,1,0,0,0,0,1
RAJASTHAN,JAIPUR,PHAGI,5,7,0,0,0,12
RAJASTHAN,JAIPUR,SANGANER,0,0,2,0,2,4
RAJASTHAN,JAISALMER,JAISALMER,0,0,1,0,0,1
RAJASTHAN,JALORE,AHORE,0,10,0,0,0,10
RAJASTHAN,JHALAWAR,AKLERA,4,16,1,0,0,21
RAJASTHAN,JHALAWAR,JHALARA PATAN,11,0,0,0,0,11
RAJASTHAN,JHALAWAR,KHANPUR,0,0,4,0,1,5
RAJASTHAN,JHUNJHUNU,NAWALGARH,0,0,4,0,0,4
RAJASTHAN,KAROLI,KAROLI,1,0,0,0,0,1
RAJASTHAN,KAROLI,MANDRAYAL,3,0,0,0,0,3
RAJASTHAN,KAROLI,NADOTI,123,5,0,21,17,166
RAJASTHAN,KAROLI,SAPOTRA,4,0,1,0,0,5
RAJASTHAN,KAROLI,TODA BHIM,0,5,0,0,0,5
RAJASTHAN,KOTA,DIGOD,3,0,0,0,0,3
RAJASTHAN,KOTA,LADPURA,14,3,3,6,1,27
RAJASTHAN,KOTA,PIPALLDA,0,0,1,0,0,1
RAJASTHAN,KOTA,RAMGANJMANDI,0,0,1,0,0,1
RAJASTHAN,NAGAUR,DEGANA,0,1,0,2,0,3
RAJASTHAN,NAGAUR,NAGAUR,0,0,2,0,0,2
RAJASTHAN,PALI,BALI,7,1,0,0,0,8
RAJASTHAN,PALI,DESURI,3,0,0,0,0,3
RAJASTHAN,PALI,JAITARAN,1,0,0,0,0,1
RAJASTHAN,PALI,MARWAR JUNCTION,3,1,0,0,0,4
RAJASTHAN,PALI,PALI,1,2,1,0,0,4
RAJASTHAN,PALI,RAIPUR,1,7,0,0,0,8
RAJASTHAN,PALI,SOJAT,5,4,0,0,0,9
RAJASTHAN,PALI,SUMERPUR,4,1,0,0,0,5
RAJASTHAN,RAJSAMAND,AMET,11,1,0,0,0,12
RAJASTHAN,RAJSAMAND,BHIM,24,0,0,0,0,24
RAJASTHAN,RAJSAMAND,DEVGARH,3,0,0,0,1,4
RAJASTHAN,RAJSAMAND,KUMBHALGARH,14,0,0,0,0,14
RAJASTHAN,RAJSAMAND,NATHDWARA,13,1,1,0,1,16
RAJASTHAN,RAJSAMAND,RAILMAGRA,5,0,0,0,0,5
RAJASTHAN,SAWAI MADHOPUR,BAMANWAS,18,13,0,4,0,35
RAJASTHAN,SAWAI MADHOPUR,GANGAPUR,19,13,1,0,1,34
RAJASTHAN,SAWAI MADHOPUR,SAWAI MADHOPUR,3,0,0,0,0,3
RAJASTHAN,SIROHI,ABUROAD,5,1,2,1,0,9
RAJASTHAN,SIROHI,PINDWARA,7,3,1,0,0,11
RAJASTHAN,SIROHI,REVDAR,1,1,0,0,0,2
RAJASTHAN,SIROHI,SHIVGANJ,0,8,0,1,0,9
RAJASTHAN,TONK,DEOLI,14,5,1,0,1,21
RAJASTHAN,TONK,MALPURA,127,148,3,3,13,294
RAJASTHAN,TONK,NIWAI,0,1,0,0,0,1
RAJASTHAN,TONK,PEEPLU,8,0,0,0,0,8
RAJASTHAN,TONK,TODARAI SINGH,63,12,0,0,0,75
RAJASTHAN,TONK,TONK,4,1,0,0,0,5
RAJASTHAN,TONK,UNIYARA,28,8,0,0,0,36
RAJASTHAN,UDAIPUR,DHARIYAVAD,0,0,15,0,0,15
RAJASTHAN,UDAIPUR,GIRWA,18,2,0,0,0,20
RAJASTHAN,UDAIPUR,GOGUNDA,3,1,0,0,1,5
RAJASTHAN,UDAIPUR,JHADOL,9,3,0,2,0,14
RAJASTHAN,UDAIPUR,KHERWADA,15,0,27,0,2,44
RAJASTHAN,UDAIPUR,KOTRA,2,3,1,35,1,42
RAJASTHAN,UDAIPUR,MAWLI,2,0,0,0,0,2
RAJASTHAN,UDAIPUR,SALUMBER,11,0,0,0,0,11
SIKKIM,EAST,AHO-YANGTAM,0,1,13,0,0,14
SIKKIM,EAST,AMBA,0,3,5,0,0,8
SIKKIM,EAST,ARITAR,0,12,5,0,0,17
SIKKIM,EAST,ASSAM-LINGZEY,0,13,7,0,0,20
SIKKIM,EAST,BYANG-PHENGYONG,0,4,1,0,0,5
SIKKIM,EAST,CENTRAL PENDAM,0,5,2,0,0,7
SIKKIM,EAST,CHANGE SENTI,0,2,2,0,0,4
SIKKIM,EAST,CHUJACHEN,0,3,0,0,0,3
SIKKIM,EAST,DHOLEPCHEN,0,2,4,0,0,6
SIKKIM,EAST,EAST PENDAM,0,8,2,0,0,10
SIKKIM,EAST,KHAMDONG,1,1,1,0,0,3
SIKKIM,EAST,LATUK-CHOCHENPEHRI,0,2,2,0,0,4
SIKKIM,EAST,LINGDOK-PENLONG,10,7,7,0,0,24
SIKKIM,EAST,LINGTAM PHADAMCHEN,0,1,1,0,0,2
SIKKIM,EAST,LINKEY-TARETHANG,0,7,5,0,0,12
SIKKIM,EAST,MARTAM-NAZITAM,0,34,8,0,0,42
SIKKIM,EAST,NAMCHEY BUNG,0,10,0,0,0,10
SIKKIM,EAST,PACHEYKHANI,0,6,4,0,0,10
SIKKIM,EAST,PAKYONG,0,7,0,0,0,7
SIKKIM,EAST,PREMLAKHA SUBANEDARA,0,1,0,0,0,1
SIKKIM,EAST,RAKDONG,5,0,3,0,0,8
SIKKIM,EAST,RANKA-BARBING,1,47,5,0,0,53
SIKKIM,EAST,RAWATER-RUMTEK,0,21,5,0,0,26
SIKKIM,EAST,REY-MENDU,0,13,2,0,0,15
SIKKIM,EAST,RHEGOH,0,1,0,0,0,1
SIKKIM,EAST,RHENAK-TARPIN,0,7,0,0,0,7
SIKKIM,EAST,RIWA-PARKHA,0,6,2,0,0,8
SIKKIM,EAST,ROLEP-LAMATEN,0,0,2,0,0,2
SIKKIM,EAST,SAMDUR,0,7,1,0,0,8
SIKKIM,EAST,SAMLIK-MARCHAK,0,16,3,0,0,19
SIKKIM,EAST,SICHEYGAON,0,12,2,0,0,14
SIKKIM,EAST,SIMIK-LINGZEY,5,0,1,0,0,6
SIKKIM,EAST,SUMEN-LINGZEY,0,4,1,0,0,5
SIKKIM,EAST,SUNDUNGLAKHA,0,3,1,0,0,4
SIKKIM,EAST,TAZA,0,4,4,0,0,8
SIKKIM,EAST,THATHANGCHEN,0,9,6,0,0,15
SIKKIM,EAST,TUMEN KAMBAL,9,0,5,0,0,14
SIKKIM,EAST,WEST PENDAM,0,10,4,0,0,14
SIKKIM,NORTH,BARFOK-LINGDONG,0,3,2,0,0,5
SIKKIM,NORTH,HEE-GYATHANG,0,3,0,0,0,3
SIKKIM,NORTH,KABI-TINGDA,0,1,6,0,0,7
SIKKIM,NORTH,LACHUNG,0,1,1,0,0,2
SIKKIM,NORTH,LINGTHEM-LINGDEM,0,2,0,0,0,2
SIKKIM,NORTH,LUM-GOR-SANGTOK,0,7,0,0,0,7
SIKKIM,NORTH,MEN RONGONG,0,1,2,0,0,3
SIKKIM,NORTH,NAMOK-SHEYAM,0,9,2,0,0,11
SIKKIM,NORTH,PHENSONG,0,1,2,0,0,3
SIKKIM,NORTH,RAMTHANG-TANGYEK,0,1,2,0,0,3
SIKKIM,NORTH,RINGHIM-NAMPATAM,0,3,4,0,0,7
SIKKIM,NORTH,RONGONG-TUMLANG,0,2,7,0,0,9
SIKKIM,NORTH,SAKYONG-PENTUNG,0,2,0,0,0,2
SIKKIM,NORTH,SHIP-GER,0,1,0,0,0,1
SIKKIM,NORTH,TINGBONG,0,1,0,0,0,1
SIKKIM,NORTH,TINGCHIM-MANGSHILA,0,8,4,0,0,12
SIKKIM,NORTH,TSUNGTHANG,0,1,0,0,0,1
SIKKIM,NORTH,TUNG-NAGA,0,2,2,0,0,4
SIKKIM,SOUTH,BARFUNG-ZURUNG,0,2,4,0,0,6
SIKKIM,SOUTH,BARNYAK-TOKAL,0,2,2,0,0,4
SIKKIM,SOUTH,BEN-NAMPHRIK,0,0,6,0,0,6
SIKKIM,SOUTH,BRONG-PHAMTHANG,0,2,5,0,0,7
SIKKIM,SOUTH,KEWZING-BAKKHIM,0,2,6,0,0,8
SIKKIM,SOUTH,LAMTING-TINGMO,0,0,10,0,0,10
SIKKIM,SOUTH,LIKSHIP,0,0,1,0,0,1
SIKKIM,SOUTH,LINGI PAIYONG,0,3,18,0,0,21
SIKKIM,SOUTH,LINGMO-KOLTHANG,0,2,26,0,0,28
SIKKIM,SOUTH,LONGCHOK-KAMAREY,0,0,1,0,0,1
SIKKIM,SOUTH,MAMLEY-KAMRANG,0,0,11,0,0,11
SIKKIM,SOUTH,MANIRAM-PHALIDARA,0,0,1,0,0,1
SIKKIM,SOUTH,MELLIDARA-PAIYONG,0,3,5,0,0,8
SIKKIM,SOUTH,MIKKHOLA-KITAM,0,0,4,0,0,4
SIKKIM,SOUTH,NAGI-MANEYDARA,0,0,10,0,0,10
SIKKIM,SOUTH,NAMPHING,0,0,11,0,0,11
SIKKIM,SOUTH,PARBING-CHUBA,0,0,5,0,0,5
SIKKIM,SOUTH,POKLOK-DENCHUNG,0,0,7,0,0,7
SIKKIM,SOUTH,RABONG-SANGMO,0,0,2,0,0,2
SIKKIM,SOUTH,RALONG-NAMLUNG,0,0,7,0,0,7
SIKKIM,SOUTH,RATEYPANI,0,5,5,0,0,10
SIKKIM,SOUTH,RONGBUL,0,1,4,0,0,5
SIKKIM,SOUTH,SADAM SUKRABREY,0,3,6,0,0,9
SIKKIM,SOUTH,SALGHARI,0,0,8,0,0,8
SIKKIM,SOUTH,SANGHANATH,0,0,2,0,0,2
SIKKIM,SOUTH,SINGHTHANG,0,0,4,0,0,4
SIKKIM,SOUTH,SOROK-SHYAMPANI,0,0,1,0,0,1
SIKKIM,SOUTH,SRIPATAM-NEH BRUM,0,3,26,0,0,29
SIKKIM,SOUTH,SUMBUK-KARTICHEY,0,2,6,0,0,8
SIKKIM,SOUTH,TEMI-TARKU,0,3,8,0,0,11
SIKKIM,SOUTH,TINGKITAM-RAYONG,0,1,1,0,0,2
SIKKIM,SOUTH,TURUK-RAMABUNG,0,1,5,0,0,6
SIKKIM,SOUTH,TURUNG-PAMPHOK,0,4,6,0,0,10
SIKKIM,SOUTH,WAK-OMCHU,0,2,2,0,0,4
SIKKIM,SOUTH,YANGANG-RANGANG,0,3,7,0,0,10
SIKKIM,WEST,ARITHANG CHONGRANG,0,0,5,0,0,5
SIKKIM,WEST,BANGTEN-KARMATAR,0,5,3,0,0,8
SIKKIM,WEST,BARNYAK-MARTAM,0,0,3,0,0,3
SIKKIM,WEST,CHAKUNG,0,0,2,0,0,2
SIKKIM,WEST,CHINTHANG,0,0,5,0,0,5
SIKKIM,WEST,CHUMBONG,0,0,3,0,0,3
SIKKIM,WEST,DARAP,0,0,7,0,0,7
SIKKIM,WEST,DENTAM,0,3,15,0,0,18
SIKKIM,WEST,DEYTHANG,0,0,3,0,0,3
SIKKIM,WEST,DODAK BURIKHOP,0,0,3,0,0,3
SIKKIM,WEST,GERETHANG,0,0,6,0,0,6
SIKKIM,WEST,GYALSHING-UMCHUNG,0,0,9,0,0,9
SIKKIM,WEST,HEE,0,0,12,0,0,12
SIKKIM,WEST,KARCHI MANGNAM,0,0,3,0,0,3
SIKKIM,WEST,KHANISHRBUNG-SAMDONG,0,0,5,0,0,5
SIKKIM,WEST,KONGRI LABDANG,0,0,2,0,0,2
SIKKIM,WEST,LINGCHOM-TIKJYA,0,0,11,0,0,11
SIKKIM,WEST,LONGCHOK-SALYANGDANG,0,0,5,0,0,5
SIKKIM,WEST,LOWER-FAMBONG,0,0,15,0,0,15
SIKKIM,WEST,MALBASEY,0,0,27,0,0,27
SIKKIM,WEST,MANEYBUNG-SOPAKHA,0,1,1,0,0,2
SIKKIM,WEST,MELLI,0,0,5,0,0,5
SIKKIM,WEST,RUMBUK,0,0,10,0,0,10
SIKKIM,WEST,SAMDONG,0,0,5,0,0,5
SIKKIM,WEST,SAMSING-GELING,0,0,2,0,0,2
SIKKIM,WEST,SANGDORJI-RINCHNPONG,1,0,10,0,0,11
SIKKIM,WEST,SANGKHU-RADUKHANDU,0,3,5,0,0,8
SIKKIM,WEST,SARDONG-LUNGZIK,0,0,4,0,0,4
SIKKIM,WEST,SIKTAM-TIKPUR,0,0,2,0,0,2
SIKKIM,WEST,SINGLING,2,0,1,0,0,3
SIKKIM,WEST,SINGYANG-CHONGRUNG,0,0,4,0,0,4
SIKKIM,WEST,SORENG,0,0,13,0,0,13
SIKKIM,WEST,TASHIDING,0,0,3,0,0,3
SIKKIM,WEST,THINGLE-KHACHODPALRI,0,0,2,0,0,2
SIKKIM,WEST,TIMBURBONG,0,0,5,0,0,5
SIKKIM,WEST,UPPER-FAMBONG,0,0,10,0,0,10
SIKKIM,WEST,YANGTEN,0,0,19,0,0,19
SIKKIM,WEST,YANGTHANG-KYONGSA,0,0,13,0,0,13
SIKKIM,WEST,YUKSAM,0,0,6,0,0,6
SIKKIM,WEST,ZOOM,0,0,1,0,0,1
TAMIL NADU,COIMBATORE,ANNUR,10,0,0,0,0,10
TAMIL NADU,COIMBATORE,KUDIMANGALAM,10,0,0,0,0,10
TAMIL NADU,COIMBATORE,METTUPALAYAM,0,0,116,100,0,216
TAMIL NADU,COIMBATORE,POLLACHI SOUTH,4,0,36,0,0,40
TAMIL NADU,COIMBATORE,THONDAMUTHUR,0,0,37,0,0,37
TAMIL NADU,COIMBATORE,UDUMALAIPETTAI,8,7,0,0,0,15
TAMIL NADU,CUDDALORE,KAMMAPURAM,56,0,0,1,0,57
TAMIL NADU,CUDDALORE,KURINJIPADY,650,1,44,0,0,695
TAMIL NADU,CUDDALORE,MANGALORE,5,0,0,0,0,5
TAMIL NADU,CUDDALORE,NALLUR,77,1,0,1,0,79
TAMIL NADU,CUDDALORE,PARANGIPETTAI,0,2,0,0,0,2
TAMIL NADU,CUDDALORE,VRIDHACHALAM,68,2,0,0,0,70
TAMIL NADU,DHARMAPURI,BARUGUR,80,3,37,0,0,120
TAMIL NADU,DHARMAPURI,HARUR,9,1,5,0,0,15
TAMIL NADU,DHARMAPURI,HOSUR,803,1,34,0,0,838
TAMIL NADU,DHARMAPURI,KAVERIPATTINAM,29,0,5,1,0,35
TAMIL NADU,DHARMAPURI,KELAMANGALAM(DEN),116,3,17,1,0,137
TAMIL NADU,DHARMAPURI,KRISHNAGIRI,10,0,1,0,0,11
TAMIL NADU,DHARMAPURI,MATHUR,31,2,5,0,0,38
TAMIL NADU,DHARMAPURI,MORAPPUR,4,0,18,0,9,31
TAMIL NADU,DHARMAPURI,NALLAMPALLI,3,0,0,0,0,3
TAMIL NADU,DHARMAPURI,PAPPIREDDIPATTY,0,0,6,0,0,6
TAMIL NADU,DHARMAPURI,PENNAGARAM,0,0,11,0,0,11
TAMIL NADU,DHARMAPURI,SHOOLAGIRI,705,0,37,0,0,742
TAMIL NADU,DHARMAPURI,THALLY,189,16,0,0,0,205
TAMIL NADU,DHARMAPURI,UTHANGARAI,1,0,6,0,0,7
TAMIL NADU,DHARMAPURI,VEPPANAPPALLI,71,1,9,319,0,400
TAMIL NADU,DINDIGUL,ATHOOR,1,294,5,4,0,304
TAMIL NADU,DINDIGUL,BATLAGUNDU,30,98,4,0,0,132
TAMIL NADU,DINDIGUL,DINDIGUL,6,105,6,0,0,117
TAMIL NADU,DINDIGUL,GUZILIAMPARAI,62,65,0,0,0,127
TAMIL NADU,DINDIGUL,NATHAM,62,281,4,32,0,379
TAMIL NADU,DINDIGUL,NILAKOTTAI,3,8,7,0,0,18
TAMIL NADU,DINDIGUL,ODDANCHATRAM,28,432,87,0,0,547
TAMIL NADU,DINDIGUL,PALANI,379,136,316,5,0,836
TAMIL NADU,DINDIGUL,REDDIYARCHATRAM,17,40,5,0,0,62
TAMIL NADU,DINDIGUL,SHANARPATTI,6,317,37,0,0,360
TAMIL NADU,DINDIGUL,THOPPAMPATTI,116,83,35,0,0,234
TAMIL NADU,DINDIGUL,VADAMADURAI,49,160,3,0,0,212
TAMIL NADU,DINDIGUL,VEDASANDUR,7,219,3,0,0,229
TAMIL NADU,ERODE,AMMAPETTAI,8,0,0,0,0,8
TAMIL NADU,ERODE,ANTHIYUR,43,0,107,0,0,150
TAMIL NADU,ERODE,BHAVANI,31,0,0,0,0,31
TAMIL NADU,ERODE,CHENNIMALAI,0,2,0,0,0,2
TAMIL NADU,ERODE,DHARAPURAM,0,121,0,0,0,121
TAMIL NADU,ERODE,ERODE,0,0,13,0,0,13
TAMIL NADU,ERODE,GOBICHETTIPALAYAM,44,0,0,0,0,44
TAMIL NADU,ERODE,KODUMUDI,3,0,117,0,17,137
TAMIL NADU,ERODE,MODAKURICHI,0,0,56,0,0,56
TAMIL NADU,ERODE,NAMBIYUR,6,0,0,0,0,6
TAMIL NADU,ERODE,PERUNTHURAI,4,24,42,0,0,70
TAMIL NADU,ERODE,SATHYAMANGALAM,16,0,0,1,187,204
TAMIL NADU,ERODE,THUKKANAICKENPALAYAM,0,0,4,0,0,4
TAMIL NADU,KANCHEEPURAM,ACHIRAPPAKKAM,100,17,2,0,0,119
TAMIL NADU,KANCHEEPURAM,CHITHAMUR,291,17,0,0,0,308
TAMIL NADU,KANCHEEPURAM,KANCHEEPURAM,24,4,0,0,0,28
TAMIL NADU,KANCHEEPURAM,KATTANKULATHUR,142,2,1,0,0,145
TAMIL NADU,KANCHEEPURAM,KUNDRATHUR,51,1,5,0,0,57
TAMIL NADU,KANCHEEPURAM,LATHORE,81,0,0,0,0,81
TAMIL NADU,KANCHEEPURAM,MADHURANTHAGAM,170,0,1,0,0,171
TAMIL NADU,KANCHEEPURAM,SRIPERUMBUDUR,1032,5,1,0,0,1038
TAMIL NADU,KANCHEEPURAM,TAMBARAM,160,0,0,0,0,160
TAMIL NADU,KANCHEEPURAM,THIRUKAZHUKUNDRAM,64,0,0,0,0,64
TAMIL NADU,KANCHEEPURAM,TIRUPORUR,154,0,0,0,0,154
TAMIL NADU,KANCHEEPURAM,UTHIRAMERUR,213,0,28,0,0,241
TAMIL NADU,KANCHEEPURAM,WALAJABAD,10,2,0,0,0,12
TAMIL NADU,KANYAKUMARI,AGASTEESWARAM,1,182,12,44,0,239
TAMIL NADU,KANYAKUMARI,KILLIYOOR,2,419,7,14,0,442
TAMIL NADU,KANYAKUMARI,KURUNTHENCODE,4,434,7,1,0,446
TAMIL NADU,KANYAKUMARI,MELPURAM,32,417,9,17,0,475
TAMIL NADU,KANYAKUMARI,MUNCHIRAI,5,202,5,20,0,232
TAMIL NADU,KANYAKUMARI,RAJAKKAMANGALAM,0,86,4,9,0,99
TAMIL NADU,KANYAKUMARI,THIRUVATTAR,0,300,6,0,0,306
TAMIL NADU,KANYAKUMARI,THOVALAI,11,393,139,2,0,545
TAMIL NADU,KANYAKUMARI,THUCKALAY,6,507,4,0,0,517
TAMIL NADU,KARUR,ARAVAKURICHI,2,1,32,0,0,35
TAMIL NADU,KARUR,K.PARAMATHI,1,0,173,1,0,175
TAMIL NADU,KARUR,KADAVUR,22,184,21,0,0,227
TAMIL NADU,KARUR,KARUR,1,0,37,0,0,38
TAMIL NADU,KARUR,KRISHNARAYAPURAM,237,1,128,0,0,366
TAMIL NADU,KARUR,KULITHALAI,1,0,14,0,0,15
TAMIL NADU,KARUR,THANTHONI,36,89,85,0,0,210
TAMIL NADU,KARUR,THOGAMALAI,3,0,3,0,0,6
TAMIL NADU,MADURAI,ALANGANALLUR,0,0,0,4,0,4
TAMIL NADU,MADURAI,CHELLAMPATTI,28,3,147,0,17,195
TAMIL NADU,MADURAI,KALLIKUDI,42,15,0,1,1,59
TAMIL NADU,MADURAI,KALLUPATTI(T),20,7,0,11,0,38
TAMIL NADU,MADURAI,KOTTAMPATTI,545,204,90,184,2,1025
TAMIL NADU,MADURAI,MADURAI EAST,99,1,4,0,0,104
TAMIL NADU,MADURAI,MADURAI WEST,70,0,0,5,2,77
TAMIL NADU,MADURAI,MELUR,292,137,75,45,1,550
TAMIL NADU,MADURAI,SEDAPATTI,5,4,1,0,4,14
TAMIL NADU,MADURAI,THIRUPPARANKUNDRAM,106,1,96,8,0,211
TAMIL NADU,MADURAI,TIRUMANGALAM,54,11,1,7,2,75
TAMIL NADU,MADURAI,USILAMPATTI,49,0,0,0,1,50
TAMIL NADU,MADURAI,VADIPATTI,72,2,37,6,0,117
TAMIL NADU,NAGAPATTINAM,SIRKALI,1,0,0,0,0,1
TAMIL NADU,NAMAKKAL,ELACHIPALAYAM,32,0,0,0,0,32
TAMIL NADU,NAMAKKAL,ERUMAIPATTY,21,26,5,0,0,52
TAMIL NADU,NAMAKKAL,KABILARMALAI,2,0,0,0,0,2
TAMIL NADU,NAMAKKAL,KOLLIHILLS,0,0,3,0,0,3
TAMIL NADU,NAMAKKAL,MALLASAMUDRAM,52,0,0,0,0,52
TAMIL NADU,NAMAKKAL,MOHANUR,11,8,1,1,0,21
TAMIL NADU,NAMAKKAL,NAMAGIRIPET,16,0,5,0,0,21
TAMIL NADU,NAMAKKAL,NAMAKKAL,21,139,0,0,0,160
TAMIL NADU,NAMAKKAL,PALLIPALAYAM,7,0,0,0,0,7
TAMIL NADU,NAMAKKAL,PARAMATHI,8,0,0,0,0,8
TAMIL NADU,NAMAKKAL,PUDUCHATTIRAM,20,20,7,0,0,47
TAMIL NADU,NAMAKKAL,RASIPURAM,31,0,0,0,0,31
TAMIL NADU,NAMAKKAL,SENDAMANGALAM,24,15,10,0,0,49
TAMIL NADU,NAMAKKAL,TIRUCHENGODE,28,0,0,0,0,28
TAMIL NADU,NAMAKKAL,VENNANDHUR,24,9,11,0,0,44
TAMIL NADU,NILGIRIS,COONOOR,45,0,8,0,0,53
TAMIL NADU,NILGIRIS,GUDALUR,55,0,0,5,101,161
TAMIL NADU,NILGIRIS,KOTAGIRI,91,6,107,2,0,206
TAMIL NADU,NILGIRIS,UDHAGAMANDALAM,39,0,7,48,6,100
TAMIL NADU,PERAMBALUR,ALATHUR,42,0,0,0,0,42
TAMIL NADU,PERAMBALUR,ANDIMADAM,17,0,3,1,0,21
TAMIL NADU,PERAMBALUR,ARIYALUR,171,18,1,0,0,190
TAMIL NADU,PERAMBALUR,JAYANKONDAM,82,0,30,0,0,112
TAMIL NADU,PERAMBALUR,SENDURAI,36,0,0,0,0,36
TAMIL NADU,PERAMBALUR,THIRUMANUR,51,1,4,0,0,56
TAMIL NADU,PERAMBALUR,TPALUR,159,0,34,1,0,194
TAMIL NADU,PERAMBALUR,VEPPANTHATTAI,456,0,2,0,0,458
TAMIL NADU,PERAMBALUR,VEPPUR,30,0,0,0,0,30
TAMIL NADU,PUDUKKOTTAI,ANNAVASAL,41,666,49,0,0,756
TAMIL NADU,PUDUKKOTTAI,ARANTHANGI,307,35,16,1,1,360
TAMIL NADU,PUDUKKOTTAI,ARIMALAM,65,175,31,0,0,271
TAMIL NADU,PUDUKKOTTAI,AVUDAYARKOIL,263,0,5,0,0,268
TAMIL NADU,PUDUKKOTTAI,GANDARVAKKOTTAI,101,35,1,0,0,137
TAMIL NADU,PUDUKKOTTAI,KARAMBAKUDI,52,128,3,0,0,183
TAMIL NADU,PUDUKKOTTAI,KUNNANDARKOIL,163,267,6,0,0,436
TAMIL NADU,PUDUKKOTTAI,MANAMELKUDI,176,0,2,0,0,178
TAMIL NADU,PUDUKKOTTAI,PONNAMARAVATHI,187,506,5,0,0,698
TAMIL NADU,PUDUKKOTTAI,PUDUKKOTTAI,98,208,50,0,0,356
TAMIL NADU,PUDUKKOTTAI,THIRUMAYAM,309,26,0,0,0,335
TAMIL NADU,PUDUKKOTTAI,THIRUVARANKULAM,66,226,0,0,0,292
TAMIL NADU,PUDUKKOTTAI,VIRALIMALAI,83,540,10,0,0,633
TAMIL NADU,RAMANATHAPURAM,BOGALUR,68,18,1,0,0,87
TAMIL NADU,RAMANATHAPURAM,KADALADI,65,174,3,0,1,243
TAMIL NADU,RAMANATHAPURAM,KAMUDI,168,83,0,0,0,251
TAMIL NADU,RAMANATHAPURAM,MANDAPAM,2,0,0,0,0,2
TAMIL NADU,RAMANATHAPURAM,MUDUKULATHUR,105,69,0,0,0,174
TAMIL NADU,RAMANATHAPURAM,NAINARKOIL,73,21,2,0,3,99
TAMIL NADU,RAMANATHAPURAM,PARAMAKKUDI,91,39,1,0,7,138
TAMIL NADU,RAMANATHAPURAM,R.S.MANGALAM,253,0,0,0,0,253
TAMIL NADU,RAMANATHAPURAM,RAMANATHAPURAM,20,52,2,7,0,81
TAMIL NADU,RAMANATHAPURAM,TIRUPPULLANI,30,46,2,1,0,79
TAMIL NADU,RAMANATHAPURAM,TIRUVADANAI,283,3,1,0,0,287
TAMIL NADU,SALEM,ATTUR,6,0,0,0,0,6
TAMIL NADU,SALEM,AYODYAPATTANAM,21,10,29,0,0,60
TAMIL NADU,SALEM,GANGAVALLI,11,2,7,0,0,20
TAMIL NADU,SALEM,KADAYAMPATTI,17,0,0,0,0,17
