-----
{
 "description": "The table refers to Block wise Surface Flow Schemes- Potential Created and Utilized through Tanks. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.12.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes- Potential Created and Utilized through Tanks", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Tanks,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total,Irrigation potential utilised - Kharif,Irrigation potential utilised - Rabi,Irrigation potential utilised - Perennial,Irrigation potential utilised - Others,Total,
KERALA,ERANAKULAM,PALLURUTHY,32,0,0,8,1,9,0,0,8,1,9,
KERALA,ERANAKULAM,PAMPAKUDA,1,3,3,6,14,25,0,0,0,0,0,
KERALA,ERANAKULAM,VADAVUKODE,30,5,5,14,7,31,5,5,14,7,31,
KERALA,ERANAKULAM,VAZHAKULAM,3,790,795,17,374,1976,790,795,17,374,1976,
KERALA,IDDUKKI,ADIMALI,18,20,20,0,20,60,19,19,1,7,47,
KERALA,IDDUKKI,AZHUTHA,4,0,0,72,51,123,0,0,46,42,88,
KERALA,IDDUKKI,DEVIKULAM,7,22,44,28,42,135,22,43,27,40,132,
KERALA,IDDUKKI,ELAMDESAM,0,0,0,0,0,0,0,0,0,0,0,
KERALA,IDDUKKI,IDUKKI,11,31,31,1,18,81,24,24,0,0,48,
KERALA,IDDUKKI,KATTAPPANA,5,0,0,81,59,140,0,0,81,53,134,
KERALA,IDDUKKI,NEDUMKANDAM,3,0,3,22,19,44,0,3,21,5,29,
KERALA,IDDUKKI,THODUPUZHA,0,0,0,0,0,0,0,0,0,0,0,
KERALA,IDDUKKI,THODUPUZHA MUNICIP,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KANNUR,EDAKKAD,1,2,2,4,5,12,2,2,3,5,12,
KERALA,KANNUR,IRIKKUR,3,3,0,5,5,13,3,0,5,5,13,
KERALA,KANNUR,IRITTY,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KANNUR,KANNUR,1,10,8,5,15,38,0,0,0,0,0,
KERALA,KANNUR,KANNUR MUNI,1,3,3,4,2,12,2,2,2,0,6,
KERALA,KANNUR,KOOTHUPARAMBA,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KANNUR,KUTHUPARAMBA,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KANNUR,MATTANNUR,6,3,2,2,1,8,3,2,2,1,8,
KERALA,KANNUR,PAYYANNUR,47,178,188,264,344,975,131,132,239,293,794,
KERALA,KANNUR,PAYYANNUR-999,9,0,85,10,44,138,0,81,9,37,126,
KERALA,KANNUR,PERAVOOR,53,25,19,14,23,81,25,15,8,13,61,
KERALA,KANNUR,THALASSERY,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KANNUR,THALASSERY-999,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KANNUR,THALIPARAMBA,19,273,356,218,521,1367,223,287,163,359,1031,
KERALA,KANNUR,THALIPARAMBA-999,4,17,56,8,3,84,17,56,8,3,84,
KERALA,KASARAGODE,KANHANGAD,12,117,112,10,110,348,86,80,0,83,249,
KERALA,KASARAGODE,KANHANGAD MUNICIP,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KASARAGODE,KASARAGODE,33,166,163,0,157,485,164,161,0,155,479,
KERALA,KASARAGODE,KASARAGODE MUNICIP,6,13,15,17,15,60,12,9,13,8,42,
KERALA,KASARAGODE,MANJESWARAM,45,45,172,254,343,814,48,160,232,210,650,
KERALA,KASARAGODE,NEELESWARAM,23,166,166,17,199,549,161,161,13,185,521,
KERALA,KOLLAM,ANCHAL,46,457,456,0,247,1160,257,247,0,172,676,
KERALA,KOLLAM,CHADAYAMANGALAM,62,343,343,0,309,994,0,0,0,0,0,
KERALA,KOLLAM,CHAVARA,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KOLLAM,CHITTUMALA,1,0,0,0,0,0,0,0,0,0,0,
KERALA,KOLLAM,ITHIKKARA,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KOLLAM,KARUNAGAPPALLY,3,82,86,44,12,224,46,46,20,10,122,
KERALA,KOLLAM,KOTTARAKKARA,29,135,135,66,268,604,33,33,56,175,297,
KERALA,KOLLAM,MUKHATHALA,20,83,87,106,124,401,82,87,103,117,390,
KERALA,KOLLAM,OCHIRA,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KOLLAM,PATHANAPURAM,5,36,36,0,0,73,34,34,0,0,67,
KERALA,KOLLAM,PUNALUR,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KOLLAM,SASTHAMCOTTA,8,31,12,3,14,60,31,10,3,13,57,
KERALA,KOLLAM,VETTIKKAVALA,8,1,1,0,0,3,1,1,0,0,2,
KERALA,KOTTAYAM,ERATTUPETTAH,64,31,55,71,8,164,18,31,51,4,104,
KERALA,KOTTAYAM,ETTUMANOOR,23,13,0,1,0,14,13,0,1,0,14,
KERALA,KOTTAYAM,KADUTHURUTHY,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KOTTAYAM,KANJIRAPPALY,1,0,0,33,7,40,0,0,33,7,40,
KERALA,KOTTAYAM,LALAM,1,0,0,1,0,1,0,0,1,0,1,
KERALA,KOTTAYAM,MADAPPALLY,3,0,0,27,27,54,0,0,27,27,54,
KERALA,KOTTAYAM,PALA,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KOTTAYAM,PALLAM,1,8,0,0,8,16,0,0,0,0,0,
KERALA,KOTTAYAM,PAMPADY,7,0,0,58,7,65,0,0,58,7,65,
KERALA,KOTTAYAM,UZHAVOOR,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KOTTAYAM,VAIKOM,1,0,8,2,0,10,0,0,0,0,0,
KERALA,KOTTAYAM,VAIKOM-999,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KOTTAYAM,VAZHOOR,9,0,0,84,0,84,0,0,84,0,84,
KERALA,KOZHIKODE,BALUSSERY,3,17,19,17,28,81,13,13,15,25,66,
KERALA,KOZHIKODE,CHELANNUR,3,0,0,19,12,31,0,0,19,12,31,
KERALA,KOZHIKODE,KODUVALLY,7,21,8,19,4,52,19,8,13,3,42,
KERALA,KOZHIKODE,KOZHIKKODE,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KOZHIKODE,KUNNAMANGALAM,5,0,4,47,994,1045,0,4,47,68,119,
KERALA,KOZHIKODE,KUNNUMEL,8,14,0,90,50,154,14,0,90,50,154,
KERALA,KOZHIKODE,MELADI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KOZHIKODE,PANTHALAYANI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KOZHIKODE,PERAMBRA,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KOZHIKODE,THODANNUR,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KOZHIKODE,THUNERI,12,35,90,33,55,214,0,35,9,17,61,
KERALA,KOZHIKODE,VADAKARA,0,0,0,0,0,0,0,0,0,0,0,
KERALA,KOZHIKODE,VADAKARA-999,0,0,0,0,0,0,0,0,0,0,0,
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,25,261,261,0,261,782,153,153,0,153,459,
KERALA,MALAPPURAM,AREACODE,28,45,176,4,3,227,45,165,4,2,215,
KERALA,MALAPPURAM,KONDOTTY,5,24,67,0,62,152,24,67,0,52,142,
KERALA,MALAPPURAM,KUTTIPPURAM,0,0,0,0,0,0,0,0,0,0,0,
KERALA,MALAPPURAM,MALAPPURAM,2,18,20,2,10,50,6,6,6,4,22,
KERALA,MALAPPURAM,MALAPURAM MUNI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,MALAPPURAM,MANJERI MUNI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,MALAPPURAM,MANKADA,9,112,112,0,43,266,70,64,0,19,153,
KERALA,MALAPPURAM,NILAMBOOR,1,0,0,25,10,35,0,0,25,0,25,
KERALA,MALAPPURAM,PERINTHALMANNA,0,0,0,0,0,0,0,0,0,0,0,
KERALA,MALAPPURAM,PERINTHALMANNA MUNI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,MALAPPURAM,PONNANI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,MALAPPURAM,PONNANI MUNI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,MALAPPURAM,THANUR,17,60,61,10,61,193,55,53,10,53,172,
KERALA,MALAPPURAM,THIRUR,12,9,45,1,12,67,8,40,1,10,59,
KERALA,MALAPPURAM,THIRURANGADI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,MALAPPURAM,VENGARA,28,175,166,2,109,451,102,82,2,54,240,
KERALA,MALAPPURAM,WANDOOR,0,0,0,0,0,0,0,0,0,0,0,
KERALA,PALAKKAD,ALATHUR,100,218,144,25,65,452,208,142,25,65,440,
KERALA,PALAKKAD,ATTAPPADY,0,0,0,0,0,0,0,0,0,0,0,
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,75,189,191,11,192,583,189,191,11,191,582,
KERALA,PALAKKAD,CHITUR,1,0,0,1,1,2,0,0,0,0,0,
KERALA,PALAKKAD,KOLLENGODE,113,144,124,2,0,269,144,123,2,0,268,
KERALA,PALAKKAD,KUZHALMANNAM,6,28,28,0,0,57,28,28,0,0,57,
KERALA,PALAKKAD,MALAMPUZHA,19,207,205,1,189,601,207,205,1,169,581,
KERALA,PALAKKAD,MANNARKKAD,120,276,254,139,296,965,273,251,136,274,934,
KERALA,PALAKKAD,NENMARA,86,123,79,25,14,241,126,76,24,13,238,
KERALA,PALAKKAD,OTTAPPALAM,0,0,0,0,0,0,0,0,0,0,0,
KERALA,PALAKKAD,OTTAPPALAM MUNI,15,12,7,6,4,28,11,5,4,3,23,
KERALA,PALAKKAD,PALAKKAD,98,240,240,25,19,525,237,237,26,19,519,
KERALA,PALAKKAD,PALAKKAD MUNI,5,9,9,0,0,18,9,9,0,0,18,
KERALA,PALAKKAD,PATTAMBI,63,119,102,16,71,308,114,96,12,71,293,
KERALA,PALAKKAD,SHORANNUR MUNI,7,18,15,1,2,37,18,11,1,1,31,
KERALA,PALAKKAD,SREEKRISHNAPURAM,9,0,0,7,0,7,0,0,7,0,7,
KERALA,PALAKKAD,THRITHALA,247,170,160,18,10,358,159,146,13,5,323,
KERALA,PATHANAMTHITTA,ADOOR MUNI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,PATHANAMTHITTA,ELANTHUR,1,5,0,0,0,5,0,0,0,0,0,
KERALA,PATHANAMTHITTA,KOIPURAM,3,0,0,10,17,26,0,0,10,13,23,
KERALA,PATHANAMTHITTA,KONNI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,PATHANAMTHITTA,KULANADA,0,0,0,0,0,0,0,0,0,0,0,
KERALA,PATHANAMTHITTA,MALLAPPALLY,0,0,0,0,0,0,0,0,0,0,0,
KERALA,PATHANAMTHITTA,PANDALAM,14,59,59,9,46,173,57,57,9,46,169,
KERALA,PATHANAMTHITTA,PARAKKODE,0,0,0,0,0,0,0,0,0,0,0,
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,PATHANAMTHITTA,RANNI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,THIRUVANANTHAPURAM,ATHIYANNOOR,5,17,17,35,35,105,17,17,35,35,105,
KERALA,THIRUVANANTHAPURAM,ATTINGAL MUNI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,0,0,0,0,0,0,0,0,0,0,0,
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,1,3,3,0,0,6,0,0,0,0,0,
KERALA,THIRUVANANTHAPURAM,KILIMANOOR,1,0,1,1,4,6,1,0,1,4,6,
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,0,0,0,0,0,0,0,0,0,0,0,
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD MUNI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,THIRUVANANTHAPURAM,NEMOM,62,460,467,392,2157,3475,363,321,295,2115,3093,
KERALA,THIRUVANANTHAPURAM,NEYYATTINKARA MUNI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,THIRUVANANTHAPURAM,PARASSALA,3,15,14,25,123,177,15,14,25,123,177,
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,27,16,27,30,71,143,11,16,19,46,92,
KERALA,THIRUVANANTHAPURAM,TVPM CORPORATION,14,3,3,0,0,7,3,3,0,0,7,
KERALA,THIRUVANANTHAPURAM,TVPM RURAL,0,0,0,0,0,0,0,0,0,0,0,
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,1,0,0,5,0,5,0,0,0,0,0,
KERALA,THIRUVANANTHAPURAM,VARKALA,14,10,12,12,33,67,11,12,13,32,67,
KERALA,THIRUVANANTHAPURAM,VARKALA MUNI,5,5,5,13,44,67,0,0,4,0,4,
KERALA,THIRUVANANTHAPURAM,VELLANADU,47,286,254,483,2391,3413,278,239,945,1574,3035,
KERALA,THRISSUR,ANTHIKKAD,0,0,0,0,0,0,0,0,0,0,0,
KERALA,THRISSUR,CHALAKKUDY,5,0,0,0,1,2,0,0,0,1,2,
KERALA,THRISSUR,CHALAKUDY MUNI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,THRISSUR,CHAVAKKAD,0,0,0,0,0,0,0,0,0,0,0,
KERALA,THRISSUR,CHERPU,9,94,94,0,94,283,94,94,0,94,283,
KERALA,THRISSUR,CHOWANNUR,0,0,0,0,0,0,0,0,0,0,0,
KERALA,THRISSUR,IRINJALAKKUDA,0,0,0,0,0,0,0,0,0,0,0,
KERALA,THRISSUR,IRINJALAKUDA MUNI,2,24,24,0,24,72,11,14,0,11,36,
KERALA,THRISSUR,KODAKARA,34,1,1,18,3,23,1,1,17,3,22,
KERALA,THRISSUR,KUNNAMKULAM MUNI,0,0,0,0,0,0,0,0,0,0,0,
KERALA,THRISSUR,MATHILAKOM,53,4,5,47,5,61,4,5,46,5,60,
KERALA,THRISSUR,MULLASSERY,0,0,0,0,0,0,0,0,0,0,0,
KERALA,THRISSUR,OLLUKKARA,2,13,13,0,13,39,0,0,0,0,0,
KERALA,THRISSUR,PAZHAYANNUR,2,4,4,0,0,8,0,0,0,0,0,
KERALA,THRISSUR,PUZHAKKAL,11,140,131,3,91,365,125,123,0,86,334,
KERALA,THRISSUR,THALIKULAM,1,0,0,1,0,1,0,0,0,0,0,
KERALA,THRISSUR,THRISSUR CORPORATION,8,129,135,0,135,399,102,96,0,33,231,
KERALA,THRISSUR,VADAKKANCHERRY,179,1089,1094,21,710,2914,1058,1093,21,701,2873,
KERALA,THRISSUR,VELLANGALLUR,0,0,0,0,0,0,0,0,0,0,0,
KERALA,WAYANAD,KALPETTA,82,538,266,183,605,1593,263,106,152,389,909,
KERALA,WAYANAD,KALPETTA MUNI,1,0,0,0,2,2,0,0,0,2,2,
KERALA,WAYANAD,MANANTHAVADI,104,700,644,78,539,1961,539,396,59,450,1445,
KERALA,WAYANAD,SULTHANBATHERI,19,120,98,0,116,334,108,64,0,86,258,
MADHYA PRADESH,BALAGHAT,BAIHAR,250,738,13,2,0,753,170,13,0,0,183,
MADHYA PRADESH,BALAGHAT,BALAGHAT,742,4015,295,0,0,4311,2948,115,0,0,3063,
MADHYA PRADESH,BALAGHAT,BIRSA,52,3438,295,0,0,3733,2562,85,0,0,2647,
MADHYA PRADESH,BALAGHAT,KATANGI,2328,6438,486,39,8,6972,5660,274,22,8,5964,
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,167,5010,360,0,1,5371,3846,1235,0,2,5083,
MADHYA PRADESH,BALAGHAT,KIRNAPUR,84,1086,83,0,0,1170,936,65,0,0,1001,
MADHYA PRADESH,BALAGHAT,LALBURRA,556,3197,139,0,0,3336,3094,73,0,0,3166,
MADHYA PRADESH,BALAGHAT,LANJI,1618,5729,209,0,0,5938,3824,189,0,0,4013,
MADHYA PRADESH,BALAGHAT,PARASWADA,199,3221,264,0,0,3485,2360,318,0,0,2678,
MADHYA PRADESH,BALAGHAT,WARASEONI,227,3457,297,0,0,3754,3280,82,0,0,3362,
MADHYA PRADESH,BARWANI,NIWALI,19,31,20,0,0,52,4,18,0,0,21,
MADHYA PRADESH,BARWANI,PANSEMAL,37,12,31,0,0,43,4,24,0,0,28,
MADHYA PRADESH,BARWANI,PATI,185,151,177,0,0,328,54,89,0,0,143,
MADHYA PRADESH,BARWANI,RAJPUR,778,1296,865,0,0,2161,648,319,0,0,967,
MADHYA PRADESH,BARWANI,SENDHWA,67,183,229,0,0,412,4,43,0,0,47,
MADHYA PRADESH,BARWANI,THIKRI,4,6,3,0,0,9,2,1,0,0,3,
MADHYA PRADESH,BETUL,AMLA,52,8,67,0,0,75,0,35,0,0,35,
MADHYA PRADESH,BETUL,ATHNER,2,4,1,0,0,5,0,0,0,0,0,
MADHYA PRADESH,BETUL,BETUL,218,25,322,0,0,347,33,284,0,0,317,
MADHYA PRADESH,BETUL,BHAINSDEHI,237,0,336,0,0,336,0,232,0,0,232,
MADHYA PRADESH,BETUL,BHIMPURA,19,0,277,0,0,277,0,0,0,0,0,
MADHYA PRADESH,BETUL,CHICHOLI,53,0,70,0,0,70,0,2,0,0,2,
MADHYA PRADESH,BETUL,GHODA DONGRI,960,2,11097,9,0,11108,0,10708,5,0,10713,
MADHYA PRADESH,BETUL,MULTAI,1022,2,1185,0,0,1187,1,94,0,0,95,
MADHYA PRADESH,BETUL,PRABHAT PATTAN,59,1,71,0,0,71,0,0,0,0,0,
MADHYA PRADESH,BETUL,SHAHPUR,1,0,10,0,0,10,0,10,0,0,10,
MADHYA PRADESH,BHIND,GOHAD,10,172,92,0,0,264,0,0,0,0,0,
MADHYA PRADESH,BHIND,LAHAR,1,0,2,0,0,2,0,0,0,0,0,
MADHYA PRADESH,BHOPAL,BERASIA,91,0,458,0,0,458,0,342,0,0,342,
MADHYA PRADESH,BHOPAL,FUNDA,136,0,1649,10,0,1659,0,1578,0,0,1578,
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,273,0,3741,0,0,3741,0,3741,0,0,3741,
MADHYA PRADESH,CHHATARPUR,BIJAWAR,117,0,294,0,0,294,0,294,0,0,294,
MADHYA PRADESH,CHHATARPUR,BUXWAHA,1,0,385,0,0,385,0,385,0,0,385,
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,92,0,2214,0,0,2214,0,2065,0,0,2065,
MADHYA PRADESH,CHHATARPUR,GAURIHAR,3,0,24,0,0,24,0,13,0,0,13,
MADHYA PRADESH,CHHATARPUR,LAUNDI,54,0,560,0,0,560,0,121,0,0,121,
MADHYA PRADESH,CHHATARPUR,NOWGONG,6,0,434,0,0,434,0,411,0,0,411,
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,519,0,1246,0,0,1246,0,1234,0,0,1234,
MADHYA PRADESH,CHHINDWARA,BICHHUA,96,1,125,0,0,125,0,117,0,0,117,
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,72,34,138,0,0,172,5,109,0,0,114,
MADHYA PRADESH,CHHINDWARA,MOHKHED,9,0,31,0,0,31,0,24,0,0,24,
MADHYA PRADESH,CHHINDWARA,PARASIA,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,CHHINDWARA,TAMIA,552,0,897,0,0,897,0,811,0,0,811,
MADHYA PRADESH,DAMOH,BATIYAGHAR,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,DAMOH,DAMOH,507,0,813,0,0,813,0,690,0,0,690,
MADHYA PRADESH,DAMOH,HATTA,10,0,23,0,0,23,0,4,0,0,4,
MADHYA PRADESH,DAMOH,JABERA,197,0,2149,0,0,2149,0,2092,0,0,2092,
MADHYA PRADESH,DAMOH,PATERA,214,25,2929,0,0,2954,20,2610,0,0,2630,
MADHYA PRADESH,DAMOH,TENDUKHEDA,167,211,915,0,0,1125,184,847,0,0,1031,
MADHYA PRADESH,DATIA,DATIA,5,0,641,0,0,641,0,301,0,0,301,
MADHYA PRADESH,DEWAS,BAGLEE,9,6,16,0,0,21,5,9,0,0,14,
MADHYA PRADESH,DEWAS,DEWAS,42,0,65,0,0,65,0,48,0,0,48,
MADHYA PRADESH,DEWAS,KANNOD,65,1,112,0,0,112,0,15,0,0,15,
MADHYA PRADESH,DEWAS,KHATEGAON,30,0,73,0,0,73,0,3,0,0,3,
MADHYA PRADESH,DEWAS,SONKUCH,2,0,175,0,0,175,0,89,0,0,89,
MADHYA PRADESH,DEWAS,TONKHURD,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,DHAR,BADNAWER,68,51,10,1,0,61,10,0,0,0,10,
MADHYA PRADESH,DHAR,BAGH,111,96,101,6,0,202,0,2,0,0,2,
MADHYA PRADESH,DHAR,DAHI,2,0,2,1,0,3,0,0,0,0,0,
MADHYA PRADESH,DHAR,DHAR,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,DHAR,DHARAMPURI,103,157,146,1,0,304,0,0,0,0,0,
MADHYA PRADESH,DHAR,GANDHWANI,5,7,8,0,0,15,2,1,0,0,3,
MADHYA PRADESH,DHAR,KUKSHI,19,31,28,4,0,63,0,0,0,0,0,
MADHYA PRADESH,DHAR,MANAWAR,25,35,29,0,0,64,18,7,0,0,25,
MADHYA PRADESH,DHAR,NALACHHA,3,2,103,0,0,105,0,1,0,0,1,
MADHYA PRADESH,DHAR,NISARPUR,2,1,2,0,0,3,0,0,0,0,0,
MADHYA PRADESH,DHAR,SARDARPUR,81,46,183,0,0,230,3,46,0,0,49,
MADHYA PRADESH,DHAR,TIRLA,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,DHAR,UMARBAN,299,1100,1,0,0,1101,0,0,0,0,0,
MADHYA PRADESH,GUNA,ASHOKNAGAR,137,0,458,0,0,458,0,458,0,0,458,
MADHYA PRADESH,GUNA,BAMORI,657,0,1861,0,2,1863,0,1855,0,0,1855,
MADHYA PRADESH,GUNA,CHANCHODA,66,0,113,0,0,113,0,96,0,0,96,
MADHYA PRADESH,GUNA,CHANDERI,3,0,287,0,0,287,0,287,0,0,287,
MADHYA PRADESH,GUNA,EHSAGADH,274,0,790,0,0,790,0,701,0,0,701,
MADHYA PRADESH,GUNA,GUNA,255,0,511,0,0,511,0,511,0,0,511,
MADHYA PRADESH,GUNA,MUNGAWALI,1,0,3,0,0,3,0,3,0,0,3,
MADHYA PRADESH,GUNA,RAGHOGARH,171,0,569,0,0,569,0,569,0,0,569,
MADHYA PRADESH,GWALIOR,BHITARWAR,33,8,8,0,0,16,7,2,0,0,9,
MADHYA PRADESH,GWALIOR,DABRA,42,42,292,0,146,480,37,292,0,0,329,
MADHYA PRADESH,GWALIOR,GHATIGAWAN,7,61,249,0,0,310,90,88,0,0,178,
MADHYA PRADESH,GWALIOR,MORAR,5,86,97,0,0,183,84,95,0,0,178,
MADHYA PRADESH,HARDA,KHIRKIYA,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,HARDA,TIMARNI,48,0,99,0,0,99,0,84,0,0,84,
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,1,0,1,0,0,1,0,0,0,0,0,
MADHYA PRADESH,HOSHANGABAD,KESLA,21,0,20,0,0,20,0,15,0,0,15,
MADHYA PRADESH,HOSHANGABAD,PIPARIYA,23,0,54,0,0,54,0,25,0,0,25,
MADHYA PRADESH,HOSHANGABAD,SEONIMALWA,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,100,0,221,0,0,221,0,212,0,0,212,
MADHYA PRADESH,INDORE,DEPAL PUR,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,INDORE,MHOW,145,0,125,0,0,125,0,73,0,0,73,
MADHYA PRADESH,INDORE,SANWER,22,0,48,0,0,48,0,25,0,0,25,
MADHYA PRADESH,JABALPUR,BARGI,1,0,1000,0,0,1000,0,932,0,0,932,
MADHYA PRADESH,JABALPUR,KUNDAM,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,JABALPUR,MAJHOLI,34,0,22,0,0,23,0,17,0,0,17,
MADHYA PRADESH,JABALPUR,PANAGAR,9,340,2564,0,0,2904,10,387,0,0,397,
MADHYA PRADESH,JABALPUR,PATAN,1,4,4,0,0,8,0,3,0,0,3,
MADHYA PRADESH,JABALPUR,SIHORA,59,57,104,0,1,162,56,102,0,0,159,
MADHYA PRADESH,JHABUA,ALIRAJPUR,45,59,2462,0,0,2522,0,1,0,0,1,
MADHYA PRADESH,JHABUA,BHABHARA,12,0,397,0,0,397,0,53,0,0,53,
MADHYA PRADESH,JHABUA,JHABUA,17,0,1095,0,0,1095,0,0,0,0,0,
MADHYA PRADESH,JHABUA,JOBAT,26,0,44,0,0,44,0,0,0,0,0,
MADHYA PRADESH,JHABUA,KATTHIWADA,2,0,20,0,0,20,0,0,0,0,0,
MADHYA PRADESH,JHABUA,MEGHNAGAR,15,79,1183,1,0,1264,0,3,0,0,3,
MADHYA PRADESH,JHABUA,PETLAWAD,103,145,877,0,0,1022,28,1,0,0,29,
MADHYA PRADESH,JHABUA,RAMA,69,0,1649,0,0,1649,0,10,0,0,10,
MADHYA PRADESH,JHABUA,SONDWA,20,132,85,0,0,217,0,12,0,0,12,
MADHYA PRADESH,JHABUA,THANDLA,10,0,1392,0,0,1392,0,0,0,0,0,
MADHYA PRADESH,JHABUA,UDAIGARH,12,0,600,0,0,600,0,0,0,0,0,
MADHYA PRADESH,KATNI,BADWARA,69,130,54,0,0,184,130,54,0,0,184,
MADHYA PRADESH,KATNI,BAHORIBAND,753,1669,4138,20,0,5827,676,478,0,0,1155,
MADHYA PRADESH,KATNI,DHIMAR KHERA,567,117,598,0,0,714,117,557,0,0,674,
MADHYA PRADESH,KATNI,KATNI,249,552,683,0,0,1235,549,643,0,0,1193,
MADHYA PRADESH,KATNI,RITHI,34,263,1830,0,0,2093,214,775,0,0,988,
MADHYA PRADESH,KATNI,VIJAYRAGHAVGARH,210,95,96,0,0,191,73,72,0,0,145,
MADHYA PRADESH,KHANDWA,BURHANPUR,1,1,1,2,0,3,0,0,0,0,0,
MADHYA PRADESH,KHANDWA,CHHEGAON MAKHAN,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,KHANDWA,HARSOOD,56,4,65,0,0,69,2,40,0,0,42,
MADHYA PRADESH,KHANDWA,KHALWA,120,0,247,0,0,247,0,74,0,0,74,
MADHYA PRADESH,KHANDWA,KHANDWA,1,2,1,0,0,3,2,0,0,0,2,
MADHYA PRADESH,KHANDWA,PANDHANA,64,0,43,0,0,43,0,2,0,0,2,
MADHYA PRADESH,KHANDWA,PUNASA,1,3,5,0,0,8,3,5,0,0,8,
MADHYA PRADESH,KHARGONE,BARWAHA,439,537,147,0,0,685,202,60,0,0,262,
MADHYA PRADESH,KHARGONE,BHAGWANPURA,1,0,1,0,0,1,0,1,0,0,1,
MADHYA PRADESH,KHARGONE,BHIKANGAON,58,89,38,0,0,127,18,0,0,0,18,
MADHYA PRADESH,KHARGONE,GOGAWA,9,0,11,0,0,11,0,0,0,0,0,
MADHYA PRADESH,KHARGONE,KHARGONE,0,0,0,0,0,0,0,0,0,0,0,
MADHYA PRADESH,KHARGONE,MAHESHWAR,47,118,72,0,0,190,71,44,0,0,116,
