-----
{
 "description": "The table refers to Block wise Surface Flow Schemes- Potential Created and Utilized through Tanks. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowdistr4.12.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes- Potential Created and Utilized through Tanks", 
 "url": "http://data.gov.in/sites/default/files/srfcflowdistr4.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Tanks,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total,Irrigation potential utilised - Kharif,Irrigation potential utilised - Rabi,Irrigation potential utilised - Perennial,Irrigation potential utilised - Others,Total,
BIHAR,AURANGABAD,MADANPUR,34,131,102,5,1,239,58,40,2,0,100,
BIHAR,AURANGABAD,NABINAGAR,110,2948,301,16,45,3310,1185,72,0,8,1265,
BIHAR,AURANGABAD,OBRA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,AURANGABAD,RAFIGANAJ,95,760,29,0,0,789,140,0,0,0,140,
BIHAR,BANKA,AMARPUR,7,26,149,0,0,175,23,146,0,0,169,
BIHAR,BANKA,BANKA,3,17,14,0,0,32,13,14,0,0,27,
BIHAR,BANKA,BARAHAT,7,61,27,0,2,89,31,14,0,0,45,
BIHAR,BANKA,BELHAR,2,22,22,0,0,45,22,22,0,0,45,
BIHAR,BANKA,BOUNSI,6,16,7,0,0,22,17,1,0,0,18,
BIHAR,BANKA,CHANAN,8,57,49,0,0,106,55,30,0,0,85,
BIHAR,BANKA,DHORAIYA,16,488,191,29,11,719,450,77,20,5,552,
BIHAR,BANKA,KATORIYA,48,303,118,0,0,420,264,92,0,0,356,
BIHAR,BANKA,PHULLIDUMER,3,60,24,10,11,105,37,12,0,10,59,
BIHAR,BANKA,RAJOUN,2,85,45,0,0,130,85,45,0,0,130,
BIHAR,BANKA,SAMBHUGANJ,11,239,161,0,46,446,227,143,0,7,377,
BIHAR,BEGUSARAI,BACHHAWARA,1,0,12,0,0,12,0,0,0,0,0,
BIHAR,BEGUSARAI,BAKHRI,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,BEGUSARAI,GADHPURA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,BEGUSARAI,S.KAMAL,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,BHAGALPUR,GOURADIH,2,10,10,0,0,20,10,10,0,0,20,
BIHAR,BHAGALPUR,JAGDISHPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,BHAGALPUR,KHARIK,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,BHAGALPUR,PIRPAINTY,3,110,28,0,0,138,40,8,0,0,48,
BIHAR,BHAGALPUR,SANHAULA,7,238,4,0,1,243,203,2,0,1,206,
BIHAR,BHAGALPUR,SHAHKUND,1,1,0,0,0,1,0,0,0,0,0,
BIHAR,BHAGALPUR,SULTANGANJ,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,BHOJPUR,JAGDISHPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,BHOJPUR,PIRO,11,551,42,0,0,593,6,7,0,0,13,
BIHAR,BHOJPUR,SAHAR,1,120,0,0,0,120,0,0,0,0,0,
BIHAR,BHOJPUR,SANDESH,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,BHOJPUR,UDWANTNAGAR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,BUXAR,ITARHI,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,BUXAR,NAWANAGAR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,EAST CHAMPARAN,CHIRIYA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,EAST CHAMPARAN,KALYANPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,GAYA,AMAS,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,GAYA,ATRI,1,1,0,0,0,1,1,0,0,0,1,
BIHAR,GAYA,BANKE BAZAR,8,15,0,0,0,15,11,0,0,0,11,
BIHAR,GAYA,BARACHATTY,64,483,42,0,0,525,270,0,0,0,270,
BIHAR,GAYA,BATHANI,1,5,0,0,0,5,5,0,0,0,5,
BIHAR,GAYA,BELAGANJ,21,344,0,0,8,352,160,0,0,0,160,
BIHAR,GAYA,BODHGAYA,1,1,0,0,0,1,0,0,0,0,0,
BIHAR,GAYA,DOBHI,26,51,6,0,11,67,14,0,8,0,22,
BIHAR,GAYA,DUMARIYA,1,10,0,0,0,10,0,0,0,0,0,
BIHAR,GAYA,FATEHPUR,20,29,0,0,0,29,24,0,0,0,24,
BIHAR,GAYA,GAYA NAGAR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,GAYA,GURARU,9,84,6,0,2,91,25,1,0,0,25,
BIHAR,GAYA,GURUA,11,70,0,0,0,70,54,0,0,0,54,
BIHAR,GAYA,IMAMGANJ,3,11,0,0,0,11,10,0,0,0,10,
BIHAR,GAYA,KHIZARSARAI,14,82,135,0,0,217,82,135,0,0,217,
BIHAR,GAYA,KONCH,42,525,104,0,0,629,432,75,0,0,507,
BIHAR,GAYA,MANPUR,12,306,0,0,0,306,144,0,0,0,144,
BIHAR,GAYA,MOHANPUR,26,60,15,0,0,76,23,2,0,0,25,
BIHAR,GAYA,PARAIYA,16,30,36,0,0,66,13,1,0,0,14,
BIHAR,GAYA,SHERGHATTY,8,188,0,0,0,188,159,0,0,0,159,
BIHAR,GAYA,TANKUPPA,15,90,36,0,5,131,0,0,0,0,0,
BIHAR,GAYA,TEKARI,105,1772,174,3,34,1983,1651,147,3,2,1803,
BIHAR,GAYA,WAZIRGANJ,54,240,15,1,158,414,177,3,1,0,182,
BIHAR,GOPAALGANJ,BAIKUNTHPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,GOPAALGANJ,BARAULI,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,GOPAALGANJ,BIJAIPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,GOPAALGANJ,HATHUA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,GOPAALGANJ,MANJHA,2,3,1,0,0,4,1,0,0,0,1,
BIHAR,GOPAALGANJ,PHULWARIYA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,JAMUI,ALIGANJ,15,208,0,0,0,208,171,0,0,0,171,
BIHAR,JAMUI,BARHAT,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,JAMUI,CHAKAI,37,393,152,5,3,553,393,150,4,4,551,
BIHAR,JAMUI,GHIDHOR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,JAMUI,JAMUI,14,726,22,0,0,748,665,0,0,0,666,
BIHAR,JAMUI,JHAJHA,6,247,4,0,0,250,4,2,0,0,6,
BIHAR,JAMUI,KHAIRA,39,196,133,0,0,329,188,117,0,0,305,
BIHAR,JAMUI,LAXMIPUR,1,20,0,0,0,20,20,0,0,0,20,
BIHAR,JAMUI,SIKANDARA,49,1040,2,0,0,1042,1014,2,0,0,1016,
BIHAR,JAMUI,SONO,15,323,79,2,5,409,122,26,1,1,149,
BIHAR,JEHANABAD,ARWAL,2,57,0,0,0,57,0,0,0,0,0,
BIHAR,JEHANABAD,GHOSHI,18,360,0,0,0,360,10,0,0,0,10,
BIHAR,JEHANABAD,HULASGANJ,8,274,0,0,0,274,33,0,0,0,33,
BIHAR,JEHANABAD,JEHANABAD,89,2788,0,0,0,2788,1657,0,0,0,1657,
BIHAR,JEHANABAD,KAKO,7,92,2,0,0,94,25,0,0,0,25,
BIHAR,JEHANABAD,KARPI,8,92,22,4,3,121,0,0,0,0,0,
BIHAR,JEHANABAD,KURTHA,1,16,0,0,0,16,0,0,0,0,0,
BIHAR,JEHANABAD,MAKHDUMPUR,39,727,0,0,0,727,385,0,0,0,385,
BIHAR,JEHANABAD,MODANGANJ,16,220,12,0,0,232,128,0,0,0,128,
BIHAR,JEHANABAD,RATNI,1,3,1,0,0,3,3,1,0,0,3,
BIHAR,KAIMUR (BHABUA),ADHAURA,1,70,30,0,0,100,0,0,0,0,0,
BIHAR,KAIMUR (BHABUA),BHABUA,48,569,211,0,0,779,533,200,0,0,732,
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,KAIMUR (BHABUA),CHAINPUR,35,48,48,0,0,96,36,37,0,0,73,
BIHAR,KAIMUR (BHABUA),CHAND,18,59,31,0,0,90,56,29,0,0,85,
BIHAR,KAIMUR (BHABUA),MOHANIA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,KAIMUR (BHABUA),NUAON,1,1,2,0,1,4,1,2,1,0,4,
BIHAR,KAIMUR (BHABUA),RAMGARH,1,50,30,0,0,80,0,0,0,0,0,
BIHAR,KAIMUR (BHABUA),RAMPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,KATIHAR,AZAMNAGAR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,LAKHISARAI,BARHIYA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,LAKHISARAI,HALSI,1,30,8,0,0,38,0,0,0,0,0,
BIHAR,LAKHISARAI,LAKHISARAI,33,451,115,25,0,591,407,102,25,0,534,
BIHAR,LAKHISARAI,PIPARYA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,LAKHISARAI,RAMGHAR CHOK,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,LAKHISARAI,SURYAGARAH,9,0,62,0,1,63,0,61,0,1,61,
BIHAR,MADHEPURA,SINGHESHWAR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,MADHUBANI,BABUBARHI,1,1,1,1,1,3,0,0,0,0,0,
BIHAR,MADHUBANI,BASOPATTI,1,2,2,0,0,4,2,0,0,0,2,
BIHAR,MADHUBANI,GHOGHARDIHA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,MADHUBANI,JAYNAGAR,1,40,40,0,0,80,30,0,0,0,30,
BIHAR,MADHUBANI,JHANJHARPUR,1,9,8,4,4,25,0,0,0,0,0,
BIHAR,MADHUBANI,KHUTAUNA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,MADHUBANI,LAUKHI,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,MADHUBANI,MADHWAPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,MADHUBANI,RAJNAGAR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,MADHUBANI,ROHIKA,5,6,13,3,3,24,0,0,0,0,0,
BIHAR,MUNGER,DHARAHARA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,MUNGER,HAWALI KHAGARHPUR,2,40,40,0,0,80,26,26,0,0,52,
BIHAR,MUNGER,SANGRAMPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,MUNGER,TARAPUR,3,11,10,3,0,24,10,8,2,0,19,
BIHAR,MUNGER,TATIA BAMBAR,1,30,20,0,0,50,30,20,0,0,50,
BIHAR,MUZAFFARPUR,AURAI,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,MUZAFFARPUR,MOTIPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,NALANDA,ASTHAWAN,2,200,180,0,0,380,200,180,0,0,380,
BIHAR,NALANDA,BEN,16,1510,1370,0,0,2880,1420,1370,0,0,2790,
BIHAR,NALANDA,BIND,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,NALANDA,CHANDI,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,NALANDA,EKANGARSARAI,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,NALANDA,GIRIYAK,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,NALANDA,HARNAUT,9,530,451,0,0,981,519,442,0,0,961,
BIHAR,NALANDA,HILSA,2,200,180,0,0,380,200,180,0,0,380,
BIHAR,NALANDA,ISLAMPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,NALANDA,KARAIPARSURAI,19,1759,1473,0,0,3232,0,0,0,0,0,
BIHAR,NALANDA,KATRISARAI,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,NALANDA,NOORSARAI,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,NALANDA,PARWALPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,NALANDA,RAJGIR,20,1836,1643,0,0,3479,1016,925,0,0,1941,
BIHAR,NALANDA,SILAO,25,772,724,0,0,1496,0,0,0,0,0,
BIHAR,NAWADA,AKBARPUR,19,312,0,0,0,312,15,0,0,0,15,
BIHAR,NAWADA,GOVINDPUR,4,161,105,0,0,266,159,105,0,0,264,
BIHAR,NAWADA,HASUA,7,152,0,0,0,152,105,0,0,0,105,
BIHAR,NAWADA,KASHICHAK,8,330,75,35,0,440,0,60,15,0,75,
BIHAR,NAWADA,KAWAKOLE,112,859,35,1,0,895,478,6,3,0,487,
BIHAR,NAWADA,MESKAUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,NAWADA,NARDIGUNJ,7,236,0,0,0,236,0,0,0,0,0,
BIHAR,NAWADA,NARHAT,3,14,7,5,5,31,2,1,1,2,6,
BIHAR,NAWADA,NAWADA,1,1,1,0,0,2,0,0,0,0,0,
BIHAR,NAWADA,PAKRIBRAWAN,6,5000,1000,0,0,6000,2000,0,0,0,2000,
BIHAR,NAWADA,RAJAULI,17,287,7,0,0,294,106,5,0,0,111,
BIHAR,NAWADA,ROH,69,789,66,10,2,867,31,25,0,0,56,
BIHAR,NAWADA,SIRDALA,6,90,0,0,0,90,60,0,0,0,60,
BIHAR,NAWADA,WARISALIGUNJ,14,273,0,0,0,273,140,0,0,0,140,
BIHAR,PATNA,MASAURHI,6,45,0,0,0,45,0,0,0,0,0,
BIHAR,PATNA,PALIGANJ,156,3944,2003,622,90,6659,3076,1771,418,75,5340,
BIHAR,PATNA,PUNPUN,22,220,44,22,0,286,0,0,0,0,0,
BIHAR,ROHTAS(SASARAM),CHENARI,80,901,357,3,0,1260,676,182,0,0,858,
BIHAR,ROHTAS(SASARAM),ROHTAS,21,152,24,0,4,179,89,21,0,4,114,
BIHAR,ROHTAS(SASARAM),SASARAM,123,1018,229,5,1,1253,713,121,0,0,833,
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,123,1791,827,0,1,2619,1145,521,0,1,1666,
BIHAR,SARAN,GARKHA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,SARAN,MAKER,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,SARAN,TRAIYA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,SHEKHPURA,ARIYARI,18,387,120,0,0,507,217,0,0,0,217,
BIHAR,SHEKHPURA,BARBIGHA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,SHEKHPURA,CHEWARA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,SHEKHPURA,GHAT KUSUMBHA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,3,1245,555,0,75,1875,1245,510,0,0,1755,
BIHAR,SHEKHPURA,SHEKHPURA,2,5,2,2,1,9,4,2,0,1,6,
BIHAR,SITAMARHI,PUPARI,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,SITAMARHI,RUNNISAIDPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,SITAMARHI,SONWARSA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,SIWAN,BARHARIA,3,14,24,6,0,44,0,0,0,0,0,
BIHAR,SIWAN,DARAULI,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,SIWAN,GOREAKOTHI,1,4,1,0,0,4,1,0,0,0,1,
BIHAR,SIWAN,RAGHUNATHPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,SUPAUL,MARAUNA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,SUPAUL,TRIVENIGANJ,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,VAISHALI,BHAGWANPUR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,VAISHALI,PATEDHI BELSAR,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,WEST CHAMPARAN,CHANPATIA,7,12,19,10,0,42,10,14,3,0,26,
BIHAR,WEST CHAMPARAN,GAUNAHA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,WEST CHAMPARAN,LAURIA,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,WEST CHAMPARAN,NARKATIAGANJ,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,WEST CHAMPARAN,SIDHAW,0,0,0,0,0,0,0,0,0,0,0,
BIHAR,WEST CHAMPARAN,THAKRAHA,0,0,0,0,0,0,0,0,0,0,0,
CHHATTISGARH,BASTER,JAGDALPUR,155,284,66,0,0,350,167,60,0,0,227,
CHHATTISGARH,BASTER,KESHKAL,1,262,0,0,0,262,21,12,0,0,33,
CHHATTISGARH,BASTER,KONDAGAON,34,2057,524,0,0,2581,370,101,0,0,471,
CHHATTISGARH,BASTER,NARAYANPUR,0,0,0,0,0,0,0,0,0,0,0,
CHHATTISGARH,BILASPUR,BELHA,337,2654,699,0,0,3353,568,400,0,0,968,
CHHATTISGARH,BILASPUR,BILASPUR,65,327,227,0,13,566,149,158,0,0,307,
CHHATTISGARH,BILASPUR,KOTA,219,1080,461,0,0,1541,359,59,0,1,419,
CHHATTISGARH,BILASPUR,LORMI,26,240,22,0,0,262,67,0,0,0,67,
CHHATTISGARH,BILASPUR,MASTURI,32,466,41,0,0,507,457,20,0,0,477,
CHHATTISGARH,BILASPUR,MUNGELI,11,21,9,0,0,30,20,0,0,0,20,
CHHATTISGARH,BILASPUR,PENDRA-ROAD,556,346,532,25,0,903,115,1,0,0,116,
CHHATTISGARH,BILASPUR,TAKHATPUR,54,633,147,12,0,793,120,5,0,0,125,
CHHATTISGARH,DANTEWADA,BEEJAPUR,10,13,8,0,0,22,0,7,0,0,7,
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,108,5693,145,0,0,5839,2891,1,0,0,2892,
CHHATTISGARH,DANTEWADA,DANTEVADA,2,1,1,0,0,2,0,1,0,0,1,
CHHATTISGARH,DANTEWADA,KONTA,9,568,100,0,0,668,231,0,0,0,231,
CHHATTISGARH,DHAMTARI,DHAMTARI,0,0,0,0,0,0,0,0,0,0,0,
CHHATTISGARH,DHAMTARI,KURUD,20,65,0,0,0,65,20,0,0,0,20,
CHHATTISGARH,DHAMTARI,NAGARI,54,663,0,0,0,663,388,0,0,0,388,
CHHATTISGARH,DURG,BALOD,43,3780,30,0,0,3810,1874,0,0,0,1874,
CHHATTISGARH,DURG,BEMETARA,8,252,9,0,0,261,97,0,0,0,97,
CHHATTISGARH,DURG,BERLA,60,2106,20,0,1,2127,939,0,0,1,939,
CHHATTISGARH,DURG,DHMADHA,28,895,100,0,0,995,462,0,0,0,462,
CHHATTISGARH,DURG,DONDILOHAR,13,540,0,0,0,540,417,0,0,0,417,
CHHATTISGARH,DURG,DURG,4,31,8,0,0,39,21,0,0,0,21,
CHHATTISGARH,DURG,GUNDERDEHI,9,383,0,0,0,383,244,0,0,0,244,
CHHATTISGARH,DURG,NAVAGARH,8,128,20,10,0,158,67,0,0,0,67,
CHHATTISGARH,DURG,PATAN,112,1914,107,0,0,2020,1022,4,0,0,1026,
CHHATTISGARH,DURG,SAJA,9,135,13,0,0,148,24,7,0,0,31,
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,1743,1658,100,0,0,1758,470,21,0,0,491,
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,2871,10921,15215,0,1,26136,8242,15155,0,0,23396,
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,671,863,40,0,0,903,197,94,0,0,291,
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,2176,1803,251,0,0,2054,261,159,0,0,420,
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,537,1115,25,1,0,1140,542,14,0,0,555,
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,520,411,68,0,0,478,4,59,0,0,62,
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,389,312,30,0,0,342,0,26,0,0,26,
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,4437,6327,93,2,2,6424,3257,46,0,2,3305,
CHHATTISGARH,JASHPUR,BAGICHA,718,46,876,13,0,935,2,218,0,0,220,
CHHATTISGARH,JASHPUR,JASHPUR,289,12,281,42,4,339,0,6,0,0,6,
CHHATTISGARH,JASHPUR,KUNKURI,364,155,496,16,16,683,148,160,0,0,307,
CHHATTISGARH,JASHPUR,PATHALGAON,189,4,182,37,0,223,0,2,0,0,2,
CHHATTISGARH,KANKER,ANTAGAR,6,27,27,0,0,54,16,0,0,0,16,
CHHATTISGARH,KANKER,BHANUPRATAPPUR,0,0,0,0,0,0,0,0,0,0,0,
CHHATTISGARH,KANKER,CHARAMA,22,1666,136,0,0,1802,1641,126,0,0,1767,
CHHATTISGARH,KANKER,KANKER,4,450,3,0,0,453,258,0,0,0,258,
CHHATTISGARH,KANKER,NARHARPUR,0,0,0,0,0,0,0,0,0,0,0,
CHHATTISGARH,KANKER,PAKHANJUR,21,831,138,0,0,969,757,46,0,0,803,
CHHATTISGARH,KORBA,KARTALA,3539,4976,2330,395,142,7843,114,77,0,0,192,
CHHATTISGARH,KORBA,KATGHORA,1159,105,1026,0,0,1131,11,9,0,0,20,
CHHATTISGARH,KORBA,KORBA,1369,5786,4115,203,20,10124,1613,1388,0,0,3001,
CHHATTISGARH,KORBA,PALI,673,949,797,165,3,1913,28,41,1,0,71,
CHHATTISGARH,KORIA,BAIKUNTHPUR,91,69,143,4,0,216,0,19,0,0,19,
CHHATTISGARH,KORIA,BHARATPUR,87,2008,1101,1,1,3111,0,2,0,0,2,
CHHATTISGARH,KORIA,MANENDRAGARH,432,557,619,30,7,1213,3,58,0,0,61,
CHHATTISGARH,KORIA,SONHAT,531,1375,432,66,6,1880,1,75,1,0,77,
CHHATTISGARH,KVARDHA,KVARDHA,17,626,16,0,0,642,241,8,0,0,250,
CHHATTISGARH,KVARDHA,PANDARIYA,357,344,11,0,0,355,336,10,0,0,346,
CHHATTISGARH,MAHASAMUND,BASNA,110,1717,147,0,0,1864,453,6,0,0,459,
CHHATTISGARH,MAHASAMUND,MAHASAMUND,226,4715,498,0,0,5213,1391,85,0,0,1476,
CHHATTISGARH,MAHASAMUND,SARIYPALI,299,3479,329,6,0,3814,2192,76,6,0,2274,
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,2078,240,2089,0,0,2329,24,52,0,0,76,
CHHATTISGARH,RAIGARH,GHARGODA,1468,7,1532,0,0,1539,6,132,0,0,138,
CHHATTISGARH,RAIGARH,KHARSIYA,597,280,660,0,0,940,138,132,0,0,269,
CHHATTISGARH,RAIGARH,LAILUNGA,212,0,212,0,0,212,0,5,0,0,5,
CHHATTISGARH,RAIGARH,RAIGARH,546,1149,796,0,0,1945,913,86,0,0,999,
CHHATTISGARH,RAIGARH,SARANGARH,612,3204,666,0,5,3876,1287,56,0,0,1343,
CHHATTISGARH,RAIPUR,ABHANPUR,47,581,115,0,0,696,220,42,0,3,265,
CHHATTISGARH,RAIPUR,ARANG,51,1523,297,0,0,1821,1162,221,0,0,1383,
CHHATTISGARH,RAIPUR,BHATAPARA,5,61,0,0,0,61,15,0,0,0,15,
CHHATTISGARH,RAIPUR,BILAIGARH,90,105,0,0,0,106,82,0,0,0,82,
CHHATTISGARH,RAIPUR,BLOUDABAJAR,1,9,9,0,0,17,9,9,0,0,17,
CHHATTISGARH,RAIPUR,DEVBHOG,14,691,34,0,0,725,373,2,0,0,375,
CHHATTISGARH,RAIPUR,GARIYABAND,23,3690,727,0,0,4416,2899,1,0,0,2900,
CHHATTISGARH,RAIPUR,KASDOL,177,582,0,0,0,582,355,0,0,0,355,
CHHATTISGARH,RAIPUR,PALARI,10,31,2,0,0,32,23,6,0,0,29,
CHHATTISGARH,RAIPUR,RAIPUR,173,3442,114,0,0,3555,1420,47,0,0,1467,
CHHATTISGARH,RAIPUR,RAJIM,0,0,0,0,0,0,0,0,0,0,0,
CHHATTISGARH,RAIPUR,SIMGA,13,1104,25,0,0,1129,900,10,0,0,910,
CHHATTISGARH,RAIPUR,TILDA,163,3154,0,0,0,3154,1754,19,0,3,1776,
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,10,639,9,0,0,648,269,8,0,0,277,
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,38,22,0,0,0,22,21,0,0,0,21,
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,31,2272,224,0,0,2496,1247,186,0,0,1433,
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,13,1498,1,0,0,1499,1309,1,0,0,1310,
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,5,205,8,0,0,213,184,0,0,0,184,
CHHATTISGARH,RAJNANDGAON,MANPUR,262,623,9,0,0,632,477,0,0,0,477,
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,65,644,44,0,0,688,613,42,0,0,656,
CHHATTISGARH,SURGUJA,AMBIKAPUR,325,657,229,30,2,918,2,51,0,0,53,
CHHATTISGARH,SURGUJA,LUNDRA,78,219,76,0,1,296,0,16,0,0,16,
CHHATTISGARH,SURGUJA,PAL,121,1566,937,14,1,2518,0,753,0,0,753,
CHHATTISGARH,SURGUJA,PRATAPPUR,63,44,294,14,0,352,0,24,0,0,24,
CHHATTISGARH,SURGUJA,RAJPUR,45,63,183,1,0,247,0,145,0,0,145,
CHHATTISGARH,SURGUJA,SAMRI,12,0,124,0,0,124,0,117,0,0,117,
CHHATTISGARH,SURGUJA,SITAPUR,228,497,223,5,2,727,9,34,0,0,43,
CHHATTISGARH,SURGUJA,SURAJPUR,309,530,284,22,0,836,3,65,0,0,68,
CHHATTISGARH,SURGUJA,WADRAFNAGAR,65,109,18,0,0,127,1,17,0,0,18,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,0,0,0,0,0,0,0,0,0,0,0,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,25,6,6,3,0,15,6,5,3,0,13,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,2,40,8,0,0,48,12,4,0,0,16,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,1,8,0,0,0,8,0,0,0,0,0,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,6,54,0,0,0,54,0,0,0,0,0,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,1,7,0,0,0,7,0,0,0,0,0,
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,1,9,0,0,0,9,0,0,0,0,0,
DELHI,ALIPUR,ALIPUR,54,114,125,0,0,239,114,125,0,0,239,
GOA,NORTH GOA,BARDEZ,274,51,62,0,0,113,0,50,0,0,50,
GOA,NORTH GOA,BICHOLIM,20,0,435,37,2,473,0,432,37,0,468,
GOA,NORTH GOA,PERNEM,90,1,361,65,11,438,1,336,61,6,403,
GOA,NORTH GOA,PONDA,152,0,198,47,1,246,0,188,34,1,223,
GOA,NORTH GOA,SATTARI,32,0,51,67,26,144,0,23,67,0,90,
GOA,NORTH GOA,TISWADI,0,0,0,0,0,0,0,0,0,0,0,
GOA,SOUTH GOA,CANACONA,1,0,1,2,0,2,0,1,2,0,2,
GOA,SOUTH GOA,MORMUGAO,0,0,0,0,0,0,0,0,0,0,0,
GOA,SOUTH GOA,QUEPEM,5,0,0,15,10,25,0,0,15,0,15,
GOA,SOUTH GOA,SALCETE,14,92,222,0,0,314,87,218,0,0,305,
GOA,SOUTH GOA,SANGUEM,3,0,8,0,0,8,0,8,0,0,8,
