-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes by type. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes by Type", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,On river,On stream,On drain/canal,On tank/pond,Total
JHARKHAND,WEST SINGHBHUM,JAGANATHPUR,8,0,0,0,8
JHARKHAND,WEST SINGHBHUM,JHIKPANI,7,0,4,25,36
JHARKHAND,WEST SINGHBHUM,KHUNTPANI,5,0,1,0,6
JHARKHAND,WEST SINGHBHUM,KUMAR DUNGI,0,0,0,80,80
JHARKHAND,WEST SINGHBHUM,MAJHGAON,1,0,4,0,5
JHARKHAND,WEST SINGHBHUM,MANJHARI,2,0,0,0,2
JHARKHAND,WEST SINGHBHUM,MANOHARPUR,13,0,0,5,18
JHARKHAND,WEST SINGHBHUM,NOWAMUNDI,8,0,3,0,11
JHARKHAND,WEST SINGHBHUM,SADAR CHAIBASA,5,0,0,1,6
JHARKHAND,WEST SINGHBHUM,SHONUWA,3,0,0,0,3
JHARKHAND,WEST SINGHBHUM,TANATNAGAR,3,0,0,0,3
KARNATAKA,Bagalkote,BADAMI,798,25,86,2,911
KARNATAKA,Bagalkote,BAGALKOTE,684,162,205,27,1078
KARNATAKA,Bagalkote,BILGI,1867,37,9,1,1914
KARNATAKA,Bagalkote,HUNGUND,1232,15,2,36,1285
KARNATAKA,Bagalkote,JAMAKHANDI,4735,14,11,203,4963
KARNATAKA,Bagalkote,MUDHOL,1925,14,37,29,2005
KARNATAKA,Bangalore,ANEKAL,85,0,0,0,85
KARNATAKA,Bangalore,BANGALORE EAST,0,0,30,152,182
KARNATAKA,Bangalore,BANGALORE SOUTH,16,1,13,0,30
KARNATAKA,Bangalore Rural,DODDBALLAPUR,1,0,0,0,1
KARNATAKA,Bangalore Rural,HOSKOTE,1,0,0,0,1
KARNATAKA,Bangalore Rural,KANAKAPURA,261,553,1,34,849
KARNATAKA,Bangalore Rural,MAGADI,1,10,0,2,13
KARNATAKA,Bangalore Rural,RAMANAGARA,3,1,4,0,8
KARNATAKA,Belgaum,ATHANI,2484,38,42,388,2952
KARNATAKA,Belgaum,BAILAHONGAL,82,1,41,0,124
KARNATAKA,Belgaum,BELGAUM,76,4,0,3,83
KARNATAKA,Belgaum,CHIKODI,3815,10,29,0,3854
KARNATAKA,Belgaum,GOKAK,1829,81,2,39,1951
KARNATAKA,Belgaum,HUKKERI,1172,346,7,1,1526
KARNATAKA,Belgaum,KHANAPUR,578,505,24,24,1131
KARNATAKA,Belgaum,RAIBAG,331,107,5,61,504
KARNATAKA,Belgaum,RAMDURGA,717,196,24,61,998
KARNATAKA,Belgaum,SOUNDATTI,127,23,1,0,151
KARNATAKA,Bellary,BELLARY,20,519,26,27,592
KARNATAKA,Bellary,HADAGALI,262,0,2,46,310
KARNATAKA,Bellary,HAGARIBOMMANAHALLI,8,4,3,0,15
KARNATAKA,Bellary,HOSPET,230,185,100,4,519
KARNATAKA,Bellary,SANDUR,0,12,2,0,14
KARNATAKA,Bellary,SIRUGUPPA,856,804,137,75,1872
KARNATAKA,Bidar,AURAD,189,55,35,72,351
KARNATAKA,Bidar,BASAVAKALYAN,19,0,0,0,19
KARNATAKA,Bidar,BHALKI,278,14,70,5,367
KARNATAKA,Bidar,BIDAR,99,27,0,35,161
KARNATAKA,Bijapur,BASAVANA BAGEWADI,220,0,23,0,243
KARNATAKA,Bijapur,BIJAPUR,923,8,5,0,936
KARNATAKA,Bijapur,INDI,1637,63,655,104,2459
KARNATAKA,Bijapur,MUDDEBIHAL,731,86,61,0,878
KARNATAKA,Bijapur,SINDGI,40,0,0,79,119
KARNATAKA,Chamaraja Nagara,GUNDLUPET,1,0,0,1,2
KARNATAKA,Chamaraja Nagara,KOLLEGAL,2,0,0,0,2
KARNATAKA,Chikmagalur,CHIKMAGALUR,11,19,29,38,97
KARNATAKA,Chikmagalur,KADUR,1,2,2,0,5
KARNATAKA,Chikmagalur,KOPPA,122,204,2,39,367
KARNATAKA,Chikmagalur,MUDIGERE,78,112,5,405,600
KARNATAKA,Chikmagalur,NARASIMHARAJAPURA,123,134,6,135,398
KARNATAKA,Chikmagalur,SRINGERI,121,108,0,27,256
KARNATAKA,Chikmagalur,TARIKERE,1,37,47,1,86
KARNATAKA,Chitradurga,CHALLAKERE,6,6,6,0,18
KARNATAKA,Chitradurga,CHITRADURGA,2,2,1,0,5
KARNATAKA,Chitradurga,HIRIYUR,42,5,5,10,62
KARNATAKA,Chitradurga,HOSDURGA,2,1,1,1,5
KARNATAKA,Chitradurga,MOLAKALMURU,7,4,3,2,16
KARNATAKA,Dakshina Kannada,BELTHANGADI,39,1,5,0,45
KARNATAKA,Dakshina Kannada,BUNTWAL,198,44,5,13,260
KARNATAKA,Dakshina Kannada,MANGALORE,64,0,0,15,79
KARNATAKA,Dakshina Kannada,PUTTUR,677,76,8,3,764
KARNATAKA,Dakshina Kannada,SULLIA,318,287,44,35,684
KARNATAKA,Davanagere,CHANNAGIRI,2,49,1,59,111
KARNATAKA,Davanagere,DAVANGERE,151,418,287,24,880
KARNATAKA,Davanagere,HARIHAR,826,653,175,168,1822
KARNATAKA,Davanagere,HARPANAHALLI,71,2,2,0,75
KARNATAKA,Davanagere,HONNALI,617,100,109,27,853
KARNATAKA,Davanagere,JAGALUR,0,5,1,0,6
KARNATAKA,Dharwar,DHARWAD,11,12,0,0,23
KARNATAKA,Dharwar,KALGHATGI,0,61,30,3,94
KARNATAKA,Dharwar,NAVALGUND,38,643,3,80,764
KARNATAKA,Gadag,GADAG,0,0,11,0,11
KARNATAKA,Gadag,MUNDARGI,160,35,0,39,234
KARNATAKA,Gadag,NARGUND,69,266,20,47,402
KARNATAKA,Gadag,RON,105,187,18,24,334
KARNATAKA,Gadag,SHIRHATTI,83,70,1,36,190
KARNATAKA,Gulbarga,AFZALPUR,488,61,0,1,550
KARNATAKA,Gulbarga,ALAND,0,68,1,0,69
KARNATAKA,Gulbarga,CHINCHOLI,78,77,1,10,166
KARNATAKA,Gulbarga,CHITAPUR,19,12,0,4,35
KARNATAKA,Gulbarga,GULBARGA,9,5,0,1,15
KARNATAKA,Gulbarga,JEVARGI,200,55,1,20,276
KARNATAKA,Gulbarga,SEDAM,83,113,6,0,202
KARNATAKA,Gulbarga,SHAHAPUR,187,21,1,9,218
KARNATAKA,Gulbarga,SHORAPUR,34,49,69,12,164
KARNATAKA,Gulbarga,YADGIR,69,0,1,0,70
KARNATAKA,Hassan,ALUR,3,2,2,0,7
KARNATAKA,Hassan,ARASIKERE,0,0,1,0,1
KARNATAKA,Hassan,ARKALGUD,0,1,1,0,2
KARNATAKA,Hassan,BELUR,1,0,0,1,2
KARNATAKA,Hassan,CHANNARAYAPATNA,0,0,2,0,2
KARNATAKA,Hassan,HASSAN,1,1,1,0,3
KARNATAKA,Hassan,HOLENARSIPUR,5,7,13,0,25
KARNATAKA,Hassan,SAKALESHPURA,2,0,0,0,2
KARNATAKA,Haveri,HANGAL,253,35,13,28,329
KARNATAKA,Haveri,HAVERI,733,2,175,207,1117
KARNATAKA,Haveri,HIREKERUR,0,1,2,33,36
KARNATAKA,Haveri,RANIBENNUR,1210,2,243,139,1594
KARNATAKA,Haveri,SAVANUR,174,0,0,0,174
KARNATAKA,Haveri,SHIGGAON,1,0,1,1,3
KARNATAKA,Kodagu,MADIKERI,115,157,22,131,425
KARNATAKA,Kodagu,SOMVARPET,4,1,1,3,9
KARNATAKA,Kodagu,VIRAJPET,1,1,1,0,3
KARNATAKA,Kolar,BANGARAPET,1,0,0,0,1
KARNATAKA,Kolar,MALUR,1,1,0,0,2
KARNATAKA,Koppal,GANGAVATHI,541,148,31,37,757
KARNATAKA,Koppal,KOPPAL,95,1,52,0,148
KARNATAKA,Koppal,KUSHTAGI,1,2,23,0,26
KARNATAKA,Mandya,KRISHNARAJPET,14,4,1,0,19
KARNATAKA,Mandya,MADDUR,2,1,1,0,4
KARNATAKA,Mandya,MALAVALLI,4,1,1,1,7
KARNATAKA,Mandya,MANDYA,1,0,0,0,1
KARNATAKA,Mandya,PANDAVAPURA,1,0,0,0,1
KARNATAKA,Mandya,SRIRANGAPATTANA,1,0,0,0,1
KARNATAKA,Mysore,HEGGADADEVANKOTE,3,0,1,1,5
KARNATAKA,Mysore,HUNSUR,18,0,1,0,19
KARNATAKA,Mysore,KRISHNARAJANAGARA,1,0,0,0,1
KARNATAKA,Mysore,MYSORE,2,0,1,0,3
KARNATAKA,Mysore,PERIYAPATNA,2,0,0,0,2
KARNATAKA,Mysore,T.NARASIPURA,16,0,0,1,17
KARNATAKA,Raichur,DEODURGA,99,105,1,1,206
KARNATAKA,Raichur,LINGASUGUR,281,122,0,0,403
KARNATAKA,Raichur,MANVI,227,729,55,3,1014
KARNATAKA,Raichur,RAICHUR,613,79,36,20,748
KARNATAKA,Raichur,SINDHANUR,202,88,0,0,290
KARNATAKA,Shimoga,BHADRAVATHI,214,138,30,67,449
KARNATAKA,Shimoga,HOSANAGARA,32,85,14,54,185
KARNATAKA,Shimoga,SAGAR,80,145,2,44,271
KARNATAKA,Shimoga,SHIKARIPURA,286,9,29,16,340
KARNATAKA,Shimoga,SHIMOGA,156,72,24,32,284
KARNATAKA,Shimoga,SORAB,256,130,9,24,419
KARNATAKA,Shimoga,THIRTHAHALLI,660,516,74,14,1264
KARNATAKA,Tumkur,CHIKNAYAKANHALLI,0,1,0,0,1
KARNATAKA,Tumkur,GUBBI,0,1,0,0,1
KARNATAKA,Tumkur,KORATAGERE,2,0,0,0,2
KARNATAKA,Tumkur,KUNIGAL,0,6,0,0,6
KARNATAKA,Tumkur,PAVAGADA,1,1,0,0,2
KARNATAKA,Tumkur,SIRA,1,1,1,0,3
KARNATAKA,Tumkur,TUMKUR,1,0,0,0,1
KARNATAKA,Tumkur,TURUVEKERE,10,10,0,2,22
KARNATAKA,Udupi,KARKAL,581,0,24,15,620
KARNATAKA,Udupi,KUNDAPURA,345,73,0,5,423
KARNATAKA,Udupi,UDUPI,616,115,3,207,941
KARNATAKA,Uttara Kannada,ANKOLA,13,62,19,10,104
KARNATAKA,Uttara Kannada,BHATKAL,0,21,0,0,21
KARNATAKA,Uttara Kannada,HALIYAL,1,222,24,2,249
KARNATAKA,Uttara Kannada,HONAVAR,23,4,3,0,30
KARNATAKA,Uttara Kannada,KARWAR,3,3,0,0,6
KARNATAKA,Uttara Kannada,KUMTA,1,1,0,0,2
KARNATAKA,Uttara Kannada,MUNDGOD,0,5,0,0,5
KARNATAKA,Uttara Kannada,SIDDAPUR,0,26,0,1,27
KARNATAKA,Uttara Kannada,SIRSI,122,148,2,22,294
KARNATAKA,Uttara Kannada,SUPA,7,137,0,0,144
KARNATAKA,Uttara Kannada,YELLAPUR,1,73,0,1,75
KERALA,ALAPPUZHA,ARYAD,3,0,6,3,12
KERALA,ALAPPUZHA,BHARANICAVU,6,0,4,0,10
KERALA,ALAPPUZHA,CHEMBAKULAM,0,0,170,0,170
KERALA,ALAPPUZHA,CHENGANNUR,4,0,1,0,5
KERALA,ALAPPUZHA,CHENGANNUR-999,1,0,0,0,1
KERALA,ALAPPUZHA,HARIPAD,0,13,0,0,13
KERALA,ALAPPUZHA,MAVELIKARA,10,13,0,0,23
KERALA,ALAPPUZHA,MAVELIKKARA,1,0,0,0,1
KERALA,ALAPPUZHA,MUTHUKULAMD,0,7,0,21,28
KERALA,ALAPPUZHA,VELIYANADU,9,0,48,12,69
KERALA,ERANAKULAM,ALANGAD,73,3,2,2,80
KERALA,ERANAKULAM,ANGALAMALY,42,27,4,25,98
KERALA,ERANAKULAM,ANGAMALY,0,1,0,0,1
KERALA,ERANAKULAM,EDAPPALY,72,0,1,44,117
KERALA,ERANAKULAM,KALAMASSERY,0,0,0,18,18
KERALA,ERANAKULAM,KOCHI CORPORATION,0,0,0,45,45
KERALA,ERANAKULAM,KOOVAPPADY,11,0,0,0,11
KERALA,ERANAKULAM,KOTHAMANGALAM,13,3,3,16,35
KERALA,ERANAKULAM,KOTHAMANGALAM-999,22,0,0,0,22
KERALA,ERANAKULAM,MOOVATTUPUZHA,47,3,1,69,120
KERALA,ERANAKULAM,MULANTHURUTHY,63,0,0,173,236
KERALA,ERANAKULAM,PALLURUTHY,10,0,0,0,10
KERALA,ERANAKULAM,PAMPAKUDA,17,0,0,11,28
KERALA,ERANAKULAM,PARAKADAVU,25,9,1,0,35
KERALA,ERANAKULAM,PERUMBAVOOR,0,2,0,3,5
KERALA,ERANAKULAM,THIPPUNITHURA,2,0,0,202,204
KERALA,ERANAKULAM,VADAVUKODE,0,18,0,0,18
KERALA,ERANAKULAM,VAZHAKULAM,11,3,1,4,19
KERALA,ERANAKULAM,VYTILLA,0,0,0,111,111
KERALA,IDDUKKI,AZHUTHA,8,9,0,21,38
KERALA,IDDUKKI,DEVIKULAM,1,0,0,1,2
KERALA,IDDUKKI,ELAMDESAM,8,4,0,0,12
KERALA,IDDUKKI,IDUKKI,0,4,0,56,60
KERALA,IDDUKKI,KATTAPPANA,4,3,0,27,34
KERALA,IDDUKKI,NEDUMKANDAM,1,0,0,3,4
KERALA,IDDUKKI,THODUPUZHA,39,15,0,17,71
KERALA,IDDUKKI,THODUPUZHA MUNICIP,5,0,1,4,10
KERALA,KANNUR,IRIKKUR,2,0,0,3,5
KERALA,KANNUR,IRITTY,26,6,0,303,335
KERALA,KANNUR,KUTHUPARAMBA,3,0,0,3,6
KERALA,KANNUR,MATTANNUR,0,0,0,22,22
KERALA,KANNUR,PAYYANNUR,217,10,0,163,390
KERALA,KANNUR,PAYYANNUR-999,0,4,0,31,35
KERALA,KANNUR,PERAVOOR,1,0,0,134,135
KERALA,KANNUR,THALASSERY,0,0,0,7,7
KERALA,KANNUR,THALASSERY-999,0,0,0,2,2
KERALA,KANNUR,THALIPARAMBA,2,0,0,16,18
KERALA,KASARAGODE,KANHANGAD MUNICIP,0,0,0,5,5
KERALA,KASARAGODE,KASARAGODE,1,0,0,28,29
KERALA,KASARAGODE,KASARAGODE MUNICIP,3,0,0,0,3
KERALA,KASARAGODE,MANJESWARAM,4,0,0,6,10
KERALA,KOLLAM,ANCHAL,0,0,0,1,1
KERALA,KOLLAM,CHITTUMALA,1,0,0,0,1
KERALA,KOLLAM,ITHIKKARA,1,0,0,2,3
KERALA,KOLLAM,KOTTARAKKARA,0,1,0,0,1
KERALA,KOLLAM,PUNALUR,1,0,0,0,1
KERALA,KOLLAM,SASTHAMCOTTA,8,0,0,0,8
KERALA,KOLLAM,VETTIKKAVALA,0,3,0,17,20
KERALA,KOTTAYAM,CHANGANASSERY,0,2,0,0,2
KERALA,KOTTAYAM,ERATTUPETTAH,12,0,0,21,33
KERALA,KOTTAYAM,ETTUMANOOR,41,25,10,17,93
KERALA,KOTTAYAM,KADUTHURUTHY,11,49,161,40,261
KERALA,KOTTAYAM,LALAM,1,1,0,19,21
KERALA,KOTTAYAM,MADAPPALLY,20,52,11,1,84
KERALA,KOTTAYAM,PALA,0,0,0,6,6
KERALA,KOTTAYAM,PALLAM,3,46,5,2,56
KERALA,KOTTAYAM,UZHAVOOR,1,0,1,233,235
KERALA,KOTTAYAM,VAIKOM,0,82,99,9,190
KERALA,KOZHIKODE,BALUSSERY,4,12,0,13,29
KERALA,KOZHIKODE,CHELANNUR,92,18,0,15,125
KERALA,KOZHIKODE,KODUVALLY,36,1,0,22,59
KERALA,KOZHIKODE,KOZHIKKODE,8,0,0,0,8
KERALA,KOZHIKODE,KOZHIKKODE CORPORATI,5,0,0,2,7
KERALA,KOZHIKODE,KUNNAMANGALAM,132,59,1,68,260
KERALA,KOZHIKODE,KUNNUMEL,6,5,1,12,24
KERALA,KOZHIKODE,PANTHALAYANI,0,0,0,8,8
KERALA,KOZHIKODE,PERAMBRA,1,4,0,7,12
KERALA,KOZHIKODE,THODANNUR,0,0,0,27,27
KERALA,KOZHIKODE,THUNERI,2,6,2,7,17
KERALA,KOZHIKODE,VADAKARA-999,0,0,0,3,3
KERALA,MALAPPURAM,ANDATHODU(PERUNPADAP,1,2,0,0,3
KERALA,MALAPPURAM,AREACODE,53,4,2,141,200
KERALA,MALAPPURAM,KONDOTTY,11,5,0,4,20
KERALA,MALAPPURAM,KUTTIPPURAM,0,2,0,0,2
KERALA,MALAPPURAM,MALAPPURAM,20,6,0,1,27
KERALA,MALAPPURAM,MALAPURAM MUNI,9,0,0,2,11
KERALA,MALAPPURAM,MANJERI MUNI,15,1,0,6,22
KERALA,MALAPPURAM,MANKADA,112,25,4,64,205
KERALA,MALAPPURAM,NILAMBOOR,1005,64,2,117,1188
KERALA,MALAPPURAM,PERINTHALMANNA,106,18,0,43,167
KERALA,MALAPPURAM,PONNANI,5,1,0,0,6
KERALA,MALAPPURAM,PONNANI MUNI,0,0,0,13,13
KERALA,MALAPPURAM,THANUR,1,3,0,41,45
KERALA,MALAPPURAM,THIRUR,4,0,0,0,4
KERALA,MALAPPURAM,THIRURANGADI,3,42,0,246,291
KERALA,MALAPPURAM,TIRUR MUNI,0,0,0,5,5
KERALA,MALAPPURAM,VENGARA,23,0,3,10,36
KERALA,MALAPPURAM,WANDOOR,100,158,0,117,375
KERALA,PALAKKAD,ALATHUR,277,24,0,341,642
KERALA,PALAKKAD,ATTAPPADY,75,193,4,2,274
KERALA,PALAKKAD,CHITTURTHATHAMANG MU,3,1,1,0,5
KERALA,PALAKKAD,CHITUR,2,1,0,6,9
KERALA,PALAKKAD,KOLLENGODE,65,30,0,34,129
KERALA,PALAKKAD,KUZHALMANNAM,3,20,0,1,24
KERALA,PALAKKAD,MALAMPUZHA,55,11,44,56,166
KERALA,PALAKKAD,MANNARKKAD,120,12,4,197,333
KERALA,PALAKKAD,NENMARA,208,89,0,20,317
KERALA,PALAKKAD,OTTAPPALAM,6,1,0,0,7
KERALA,PALAKKAD,OTTAPPALAM MUNI,1,0,11,3,15
KERALA,PALAKKAD,PALAKKAD,110,0,0,8,118
KERALA,PALAKKAD,PATTAMBI,29,0,0,35,64
KERALA,PALAKKAD,SHORANNUR MUNI,10,0,0,2,12
KERALA,PALAKKAD,SREEKRISHNAPURAM,106,0,0,26,132
KERALA,PALAKKAD,THRITHALA,6,0,1,0,7
KERALA,PATHANAMTHITTA,ELANTHUR,2,0,0,1,3
KERALA,PATHANAMTHITTA,KOIPURAM,7,0,0,5,12
KERALA,PATHANAMTHITTA,KONNI,13,0,0,0,13
KERALA,PATHANAMTHITTA,KULANADA,5,0,0,3,8
KERALA,PATHANAMTHITTA,MALLAPPALLY,93,0,0,8,101
KERALA,PATHANAMTHITTA,PANDALAM,17,0,0,0,17
KERALA,PATHANAMTHITTA,PARAKKODE,0,0,0,4,4
KERALA,PATHANAMTHITTA,PATHANAMTHITTA MUNI,1,0,0,0,1
KERALA,PATHANAMTHITTA,PULIKEEZHU,6,17,0,0,23
KERALA,PATHANAMTHITTA,THIRUVALLA MUNI,4,0,0,0,4
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,16,1,0,0,17
KERALA,THIRUVANANTHAPURAM,NEMOM,0,0,0,5,5
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,0,0,0,1,1
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,4,3,1,7,15
KERALA,THIRUVANANTHAPURAM,VARKALA,0,0,0,3,3
KERALA,THIRUVANANTHAPURAM,VELLANADU,0,0,0,1,1
KERALA,THRISSUR,ANTHIKKAD,10,1,31,226,268
KERALA,THRISSUR,CHALAKKUDY,61,1,3,2,67
KERALA,THRISSUR,CHALAKUDY MUNI,42,0,0,2,44
KERALA,THRISSUR,CHERPU,44,0,51,36,131
KERALA,THRISSUR,CHOWANNUR,11,1,0,3,15
KERALA,THRISSUR,IRINJALAKKUDA,14,48,21,29,112
KERALA,THRISSUR,IRINJALAKUDA MUNI,0,0,12,1,13
KERALA,THRISSUR,KODAKARA,69,1,2,38,110
KERALA,THRISSUR,KODUNGALLUR,2,21,26,337,386
KERALA,THRISSUR,MALA,23,17,6,0,46
KERALA,THRISSUR,MATHILAKOM,16,0,0,566,582
KERALA,THRISSUR,MULLASSERY,10,0,0,0,10
KERALA,THRISSUR,OLLUKKARA,353,5,2,30,390
KERALA,THRISSUR,PAZHAYANNUR,56,0,7,61,124
KERALA,THRISSUR,PUZHAKKAL,36,6,13,20,75
KERALA,THRISSUR,THALIKULAM,0,0,0,450,450
KERALA,THRISSUR,THRISSUR CORPORATION,2,21,0,24,47
KERALA,THRISSUR,VADAKKANCHERRY,34,0,0,49,83
KERALA,THRISSUR,VELLANGALLUR,0,0,46,6,52
KERALA,WAYANAD,KALPETTA,62,40,1,94,197
KERALA,WAYANAD,KALPETTA MUNI,10,6,0,8,24
KERALA,WAYANAD,MANANTHAVADI,226,86,1,55,368
KERALA,WAYANAD,SULTHANBATHERI,159,238,10,17,424
MADHYA PRADESH,BALAGHAT,BAIHAR,35,40,0,12,87
MADHYA PRADESH,BALAGHAT,BALAGHAT,22,35,3,1,61
MADHYA PRADESH,BALAGHAT,BIRSA,60,12,4,3,79
MADHYA PRADESH,BALAGHAT,KATANGI,0,0,0,1,1
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,9,5,15,0,29
MADHYA PRADESH,BALAGHAT,KIRNAPUR,42,3,0,0,45
MADHYA PRADESH,BALAGHAT,LALBURRA,24,15,2,0,41
MADHYA PRADESH,BALAGHAT,LANJI,440,20,2,5,467
MADHYA PRADESH,BALAGHAT,PARASWADA,2,34,0,1,37
MADHYA PRADESH,BALAGHAT,WARASEONI,24,13,0,0,37
MADHYA PRADESH,BARWANI,BARWANI,312,9,0,0,321
MADHYA PRADESH,BARWANI,NIWALI,43,24,0,0,67
MADHYA PRADESH,BARWANI,PANSEMAL,14,43,0,0,57
MADHYA PRADESH,BARWANI,PATI,311,184,12,0,507
MADHYA PRADESH,BARWANI,RAJPUR,626,488,5,12,1131
MADHYA PRADESH,BARWANI,SENDHWA,380,398,0,2,780
MADHYA PRADESH,BARWANI,THIKRI,559,91,0,0,650
MADHYA PRADESH,BETUL,AMLA,571,48,780,1,1400
MADHYA PRADESH,BETUL,ATHNER,159,2,0,0,161
MADHYA PRADESH,BETUL,BETUL,674,166,1,39,880
MADHYA PRADESH,BETUL,BHAINSDEHI,465,166,0,36,667
MADHYA PRADESH,BETUL,BHIMPURA,385,50,33,1,469
MADHYA PRADESH,BETUL,CHICHOLI,271,341,0,9,621
MADHYA PRADESH,BETUL,GHODA DONGRI,1173,167,0,44,1384
MADHYA PRADESH,BETUL,MULTAI,69,8,43,6,126
MADHYA PRADESH,BETUL,PRABHAT PATTAN,138,56,0,340,534
MADHYA PRADESH,BETUL,SHAHPUR,209,50,0,36,295
MADHYA PRADESH,BHIND,BHIND,1,0,0,1,2
MADHYA PRADESH,BHIND,GOHAD,35,54,64,6,159
MADHYA PRADESH,BHIND,LAHAR,22,0,85,0,107
MADHYA PRADESH,BHIND,MEHAGOAN,14,1,2,1,18
MADHYA PRADESH,BHIND,ROUN(MIHONA),2,0,2,0,4
MADHYA PRADESH,BHOPAL,BERASIA,1025,425,2,8,1460
MADHYA PRADESH,BHOPAL,FUNDA,851,12,22,0,885
MADHYA PRADESH,CHHATARPUR,BADAMALAHERA,952,137,11,43,1143
MADHYA PRADESH,CHHATARPUR,BIJAWAR,383,112,32,90,617
MADHYA PRADESH,CHHATARPUR,BUXWAHA,147,28,7,46,228
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,210,63,1,14,288
MADHYA PRADESH,CHHATARPUR,GAURIHAR,108,29,0,18,155
MADHYA PRADESH,CHHATARPUR,LAUNDI,37,146,23,0,206
MADHYA PRADESH,CHHATARPUR,NOWGONG,523,28,28,77,656
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,379,67,0,12,458
MADHYA PRADESH,CHHINDWARA,BICHHUA,0,0,0,1,1
MADHYA PRADESH,CHHINDWARA,CHHINDWADA,113,0,131,0,244
MADHYA PRADESH,CHHINDWARA,CHOURAI,1,0,0,0,1
MADHYA PRADESH,CHHINDWARA,PARASIA,276,55,0,41,372
MADHYA PRADESH,CHHINDWARA,TAMIA,46,0,0,12,58
MADHYA PRADESH,DAMOH,BATIYAGHAR,158,259,2,1,420
MADHYA PRADESH,DAMOH,DAMOH,1190,1374,92,54,2710
MADHYA PRADESH,DAMOH,HATTA,682,483,118,3,1286
MADHYA PRADESH,DAMOH,JABERA,109,242,84,82,517
MADHYA PRADESH,DAMOH,PATERA,614,874,20,29,1537
MADHYA PRADESH,DAMOH,PATHARIA,1576,80,2,40,1698
MADHYA PRADESH,DAMOH,TENDUKHEDA,1133,979,9,8,2129
MADHYA PRADESH,DATIA,BHANDER,151,82,1,0,234
MADHYA PRADESH,DATIA,DATIA,202,84,0,14,300
MADHYA PRADESH,DEWAS,BAGLEE,302,89,33,1,425
MADHYA PRADESH,DEWAS,DEWAS,147,22,14,0,183
MADHYA PRADESH,DEWAS,KANNOD,716,145,0,1,862
MADHYA PRADESH,DEWAS,KHATEGAON,514,4,3,33,554
MADHYA PRADESH,DEWAS,SONKUCH,140,8,0,0,148
MADHYA PRADESH,DEWAS,TONKHURD,61,27,0,4,92
MADHYA PRADESH,DHAR,BADNAWER,340,106,2,8,456
MADHYA PRADESH,DHAR,BAGH,139,168,1,21,329
MADHYA PRADESH,DHAR,DAHI,27,9,0,4,40
MADHYA PRADESH,DHAR,DHAR,0,6,0,0,6
MADHYA PRADESH,DHAR,DHARAMPURI,478,164,0,0,642
MADHYA PRADESH,DHAR,GANDHWANI,132,279,3,3,417
MADHYA PRADESH,DHAR,KUKSHI,178,51,0,6,235
MADHYA PRADESH,DHAR,MANAWAR,582,63,1,104,750
MADHYA PRADESH,DHAR,NALACHHA,138,119,0,3,260
MADHYA PRADESH,DHAR,NISARPUR,1012,116,6,31,1165
MADHYA PRADESH,DHAR,SARDARPUR,154,379,15,46,594
MADHYA PRADESH,DHAR,TIRLA,87,37,20,3,147
MADHYA PRADESH,DHAR,UMARBAN,21,0,0,9,30
MADHYA PRADESH,DINDORI,DINDORI,25,1,1,0,27
MADHYA PRADESH,DINDORI,SAMNAPUR,14,37,1,1,53
MADHYA PRADESH,DINDORI,SHAHPURA,60,11,56,0,127
MADHYA PRADESH,GUNA,ARON,378,61,0,0,439
MADHYA PRADESH,GUNA,ASHOKNAGAR,1221,1185,37,316,2759
MADHYA PRADESH,GUNA,BAMORI,772,89,343,41,1245
MADHYA PRADESH,GUNA,CHANCHODA,368,76,141,30,615
MADHYA PRADESH,GUNA,CHANDERI,491,224,23,11,749
MADHYA PRADESH,GUNA,EHSAGADH,991,182,1,63,1237
MADHYA PRADESH,GUNA,GUNA,484,443,0,24,951
MADHYA PRADESH,GUNA,MUNGAWALI,1403,1142,143,73,2761
MADHYA PRADESH,GUNA,RAGHOGARH,1682,408,2,14,2106
MADHYA PRADESH,GWALIOR,BHITARWAR,74,48,1,0,123
MADHYA PRADESH,GWALIOR,DABRA,179,155,0,0,334
MADHYA PRADESH,GWALIOR,GHATIGAWAN,241,142,87,10,480
MADHYA PRADESH,GWALIOR,MORAR,33,18,34,0,85
MADHYA PRADESH,HARDA,HARDA,1874,446,53,31,2404
MADHYA PRADESH,HARDA,KHIRKIYA,841,123,3,2,969
MADHYA PRADESH,HARDA,TIMARNI,609,172,11,20,812
MADHYA PRADESH,HOSHANGABAD,BABAI,614,165,1,13,793
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,69,6,0,0,75
MADHYA PRADESH,HOSHANGABAD,HOSHANGABAD,1139,393,48,138,1718
