-----
{
 "description": "Instant Money Order (iMO) is an instant web based money transfer service through Post Offices (iMO Centre) in India between two resident individuals in Indian territory.Money from INR 1,000/- to INR 50,000/- can be transferred from designated iMO Post Offices. The data set contain the list of Post ...", 
 "file_name": "iMOcenters13042013.xls", 
 "title": "Download XLS for Instant Money Order Post Offices", 
 "url": "http://data.gov.in/sites/default/files/iMOcenters13042013.xls"
}
-----
-----
{
 "description": "This data provides details on the total number of days each member signed the member's attendance register of session 12 of Lok Sabha 15 from 22nd November 2012 to 20th December 2012.", 
 "file_name": "Attendance_of_the_Members_of_Lok_Sabha_15_Session_12_0.xls", 
 "title": "Download XLS for Attendance of the Members of Lok Sabha 15 for Session 12", 
 "url": "http://data.gov.in/sites/default/files/Attendance_of_the_Members_of_Lok_Sabha_15_Session_12_0.xls"
}
-----
"S.No.","Division/Seat No.","Name of Member","Lok Sabha","Session","State","Constituency","Total Sittings","No. of days member signed the register"
199.0,259.0,"Shri   Baliram  Jadhav                                          ",15.0,12.0,"Maharashtra                                                 ","Palghar",20.0,18.0
200.0,260.0,"Shri  Jagada Nand  Singh                                             ",15.0,12.0,"Bihar                                                       ","Buxar",20.0,20.0
201.0,261.0,"Shri  Uma Shanaker  Singh                                             ",15.0,12.0,"Bihar                                                       ","Maharajganj",20.0,11.0
202.0,262.0,"Smt.  J. Helen Davidson  ",15.0,12.0,"Tamil Nadu                                                  ","Kanniyakumari",20.0,19.0
203.0,263.0,"Shri  S. R.  Jeyadurai                                         ",15.0,12.0,"Tamil Nadu                                                  ","Thoothukkudi",20.0,8.0
204.0,264.0,"Shri  Uday Pratap  Singh                                             ",15.0,12.0,"Madhya Pradesh                                              ","Hoshangabad",20.0,16.0
205.0,265.0,"Shri  Premchand  Guddu                                             ",15.0,12.0,"Madhya Pradesh                                              ","Ujjain",20.0,19.0
206.0,266.0,"Shri  Marotrao  Sainuji   Kowase                                  ",15.0,12.0,"Maharashtra                                                 ","Gadchiroli-Chimur",20.0,19.0
207.0,267.0,"Shri   Suresh  Kashinath   Taware                                ",15.0,12.0,"Maharashtra                                                 ","Bhiwandi",20.0,18.0
208.0,268.0,"Shri  Jaywant  Gangaram   Awale                                  ",15.0,12.0,"Maharashtra                                                 ","Latur",20.0,20.0
209.0,269.0,"Dr.  Nilesh N.  Rane                                              ",15.0,12.0,"Maharashtra                                                 ","Ratnagiri-Sindhudurg",20.0,15.0
210.0,270.0,"Shri  Thangso  Baite                                             ",15.0,12.0,"Manipur                                                     ","Outer Manipur",20.0,20.0
211.0,271.0,"Shri  Pradeep  Majhi                                             ",15.0,12.0,"Orissa                                                      ","Nabarangpur",20.0,11.0
212.0,272.0,"Shri  Amarnath  Pradhan                                           ",15.0,12.0,"Orissa                                                      ","Sambalpur",20.0,20.0
213.0,273.0,"Shri  Hemanand  Biswal                                            ",15.0,12.0,"Orissa                                                      ","Sundargarh",20.0,20.0
214.0,274.0,"Shri  Sanjay  Bhoi                                              ",15.0,12.0,"Orissa                                                      ","Bargarh",20.0,19.0
215.0,275.0,"Shri  C. L.  Ruala                                             ",15.0,12.0,"Mizoram                                                     ","Mizoram",20.0,19.0
216.0,276.0,"Shri  Mulayam Singh  Yadav                                             ",15.0,12.0,"Uttar Pradesh                                               ","Mainpuri",20.0,14.0
217.0,277.0,"Shri  H.D.  Devegowda                                         ",15.0,12.0,"Karnataka                                                   ","Hassan",20.0,14.0
218.0,278.0,"Kunwar  Rewati Raman  Singh                                             ",15.0,12.0,"Uttar Pradesh                                               ","Allahabad",20.0,17.0
219.0,279.0,"Dr.    Bali Ram                                          ",15.0,12.0,"Uttar Pradesh                                               ","Lalganj",20.0,20.0
220.0,280.0,"Shri  Gurudas  Das Gupta                                         ",15.0,12.0,"West Bengal                                                 ","Ghatal",20.0,16.0
221.0,281.0,"Shri  Subrata  Bakshi                                            ",15.0,12.0,"West Bengal                                                 ","Kolkata Dakshin",20.0,16.0
222.0,282.0,"Prof.  Saugata  Ray                                               ",15.0,12.0,"West Bengal                                                 ","Dum Dum",20.0,19.0
223.0,283.0,"Shri  Shailendra  Kumar                                             ",15.0,12.0,"Uttar Pradesh                                               ","Kaushambi ",20.0,20.0
224.0,284.0,"Shri  Bhisma  Shankar Alias Kushal Tiwari                       ",15.0,12.0,"Uttar Pradesh                                               ","Sant Kabir Nagar",20.0,17.0
225.0,285.0,"Dr.  M.  Thambidurai                                       ",15.0,12.0,"Tamil Nadu                                                  ","Karur",20.0,19.0
226.0,286.0,"Smt.  Dimple  Yadav                                             ",15.0,12.0,"Uttar Pradesh                                               ","Kannauj",20.0,5.0
227.0,287.0,"Shri  Ashok Kumar  Rawat                                             ",15.0,12.0,"Uttar Pradesh                                               ","Misrikh",20.0,20.0
228.0,288.0,"Dr.  Shafiqur Rahman  Barq                                              ",15.0,12.0,"Uttar Pradesh                                               ","Sambhal",20.0,20.0
229.0,289.0,"Shri  Baju Ban  Riyan                                             ",15.0,12.0,"Tripura                                                     ","Tripura East",20.0,20.0
230.0,290.0,"Shri  S.  Semmalai                                          ",15.0,12.0,"Tamil Nadu                                                  ","Salem",20.0,17.0
231.0,291.0,"Shri  Kalyan  Singh                                             ",15.0,12.0,"Uttar Pradesh                                               ","Etah",20.0,20.0
232.0,292.0,"Shri  Brij Bhushan Sharan  Singh                                             ",15.0,12.0,"Uttar Pradesh                                               ","Kaiserganj",20.0,15.0
233.0,293.0,"Shri  Tufani  Saroj                                             ",15.0,12.0,"Uttar Pradesh                                               ","Machhlishahr",20.0,16.0
234.0,294.0,"Shri  Jagdish Singh  Rana                                              ",15.0,12.0,"Uttar Pradesh                                               ","Saharanpur",20.0,20.0
235.0,295.0,"Shri  Vijay Bahadur  Singh                                             ",15.0,12.0,"Uttar Pradesh                                               ","Hamirpur",20.0,15.0
236.0,296.0,"Dr.  Ram Chandra  Dome                                              ",15.0,12.0,"West Bengal                                                 ","Bolpur",20.0,19.0
237.0,297.0,"Shri  Khagen  Das                                               ",15.0,12.0,"Tripura                                                     ","Tripura West",20.0,19.0
238.0,298.0,"Shri  O. S.  Manian                                            ",15.0,12.0,"Tamil Nadu                                                  ","Mayiladuthurai",20.0,19.0
239.0,299.0,"Shri  R.K. Singh  Patel                                             ",15.0,12.0,"Uttar Pradesh                                               ","Banda",20.0,17.0
240.0,300.0,"Smt.  Sushila  Saroj                                             ",15.0,12.0,"Uttar Pradesh                                               ","Mohanlalganj",20.0,18.0
241.0,301.0,"Smt.  Seema  Upadhyay                                          ",15.0,12.0,"Uttar Pradesh                                               ","Fatehpur Sikri",20.0,19.0
242.0,302.0,"  Smt. Tabassum  Hasan  ",15.0,12.0,"Uttar Pradesh                                               ","Kairana",20.0,19.0
243.0,303.0,"Shri  Prabodh  Panda                                             ",15.0,12.0,"West Bengal                                                 ","Medinipur",20.0,19.0
244.0,304.0,"Shri  Bansagopal  Chowdhury                                         ",15.0,12.0,"West Bengal                                                 ","Asansol",20.0,2.0
245.0,305.0,"Shri  P.  Venugopal                                         ",15.0,12.0,"Tamil Nadu                                                  ","Tiruvallur",20.0,19.0
246.0,306.0,"Shri  C.  Rajendran                                         ",15.0,12.0,"Tamil Nadu                                                  ","Chennai South",20.0,17.0
247.0,308.0,"  Choudhury Mohan  Jatua                                             ",15.0,12.0,"West Bengal                                                 ","Mathurapur",20.0,13.0
248.0,309.0,"Shri  S.K. Nurul  Islam                                             ",15.0,12.0,"West Bengal                                                 ","Basirhat",20.0,7.0
249.0,310.0,"Shri    Ramkishun                                         ",15.0,12.0,"Uttar Pradesh                                               ","Chandauli",20.0,14.0
250.0,311.0,"Shri  Rakesh  Sachan                                            ",15.0,12.0,"Uttar Pradesh                                               ","Fatehpur",20.0,16.0
251.0,312.0,"Smt.  Raj Kumari  Chauhan                                           ",15.0,12.0,"Uttar Pradesh                                               ","Aligarh",20.0,20.0
252.0,313.0,"Smt.  Kaisar  Jahan                                             ",15.0,12.0,"Uttar Pradesh                                               ","Sitapur",20.0,20.0
253.0,314.0,"Shri  P.R.  Natarajan                                         ",15.0,12.0,"Tamil Nadu                                                  ","Coimbatore",20.0,19.0
254.0,315.0,"Adv.  A.  Sampath                                           ",15.0,12.0,"Kerala                                                      ","Attingal",20.0,14.0
255.0,316.0,"Shri  Manohar  Tirkey                                            ",15.0,12.0,"West Bengal                                                 ","Alipurduars",20.0,10.0
256.0,317.0,"Shri  M.  Anandan                                           ",15.0,12.0,"Tamil Nadu                                                  ","Viluppuram",20.0,19.0
257.0,318.0,"Shri  Dinesh  Trivedi                                           ",15.0,12.0,"West Bengal                                                 ","Barrackpur",20.0,15.0
258.0,319.0,"Shri  Gobinda Chandra  Naskar                                            ",15.0,12.0,"West Bengal                                                 ","Bangaon",20.0,20.0
259.0,320.0,"Shri  Premdas  Katheria                                          ",15.0,12.0,"Uttar Pradesh                                               ","Etawah",20.0,20.0
260.0,321.0,"Shri  Dharmendra  Yadav                                             ",15.0,12.0,"Uttar Pradesh                                               ","Badaun",20.0,10.0
261.0,322.0,"Shri  Neeraj  Shekhar                                           ",15.0,12.0,"Uttar Pradesh                                               ","Ballia",20.0,19.0
262.0,323.0,"Shri    Gorakhnath  Pandey                                ",15.0,12.0,"Uttar Pradesh                                               ","Bhadohi ",20.0,19.0
263.0,324.0,"Shri  Dhananjay  Singh                                             ",15.0,12.0,"Uttar Pradesh                                               ","Jaunpur",20.0,17.0
264.0,325.0,"Smt.  Susmita  Bauri                                             ",15.0,12.0,"West Bengal                                                 ","Bishnupur",20.0,20.0
265.0,326.0,"Dr.  Anup Kumar  Saha                                              ",15.0,12.0,"West Bengal                                                 ","Bardhaman Purba",20.0,18.0
266.0,327.0,"Shri  Pulin Bihari  Baske                                             ",15.0,12.0,"West Bengal                                                 ","Jhargram",20.0,18.0
267.0,328.0,"Shri  K.  Sugumar                                           ",15.0,12.0,"Tamil Nadu                                                  ","Pollachi",20.0,19.0
268.0,329.0,"Shri  Ambica  Banerjee                                          ",15.0,12.0,"West Bengal                                                 ","Howrah",20.0,20.0
269.0,330.0,"Shri    Suvendu   Adhikari                                ",15.0,12.0,"West Bengal                                                 ","Tamluk",20.0,7.0
270.0,331.0,"Smt.  Usha  Verma                                             ",15.0,12.0,"Uttar Pradesh                                               ","Hardoi",20.0,20.0
271.0,332.0,"Shri  Bal Kumar  Patel                                             ",15.0,12.0,"Uttar Pradesh                                               ","Mirzapur",20.0,16.0
272.0,333.0,"Shri  Rakesh  Pandey                                            ",15.0,12.0,"Uttar Pradesh                                               ","Ambedkar Nagar",20.0,18.0
273.0,334.0,"Shri  Gorakh Prasad  Jaiswal                                           ",15.0,12.0,"Uttar Pradesh                                               ","Deoria",20.0,19.0
274.0,335.0,"Sk.   Saidul  Haque                                             ",15.0,12.0,"West Bengal                                                 ","Bardhaman-Durgapur",20.0,20.0
275.0,336.0,"Shri  Mahendra Kumar  Roy                                               ",15.0,12.0,"West Bengal                                                 ","Jalpaiguri",20.0,20.0
276.0,337.0,"Shri  C.  Sivasami                                          ",15.0,12.0,"Tamil Nadu                                                  ","Tiruppur",20.0,18.0
277.0,338.0,"Smt.  Satabdi  Roy                                               ",15.0,12.0,"West Bengal                                                 ","Birbhum",20.0,15.0
278.0,339.0,"Shri  Tapas  Paul                                              ",15.0,12.0,"West Bengal                                                 ","Krishnanagar",20.0,14.0
279.0,340.0,"Dr.  Sucharu Ranjan  Haldar                                            ",15.0,12.0,"West Bengal                                                 ","Ranaghat",20.0,18.0
280.0,341.0,"Shri  Pakauri  Lal                                               ",15.0,12.0,"Uttar Pradesh                                               ","Robertsganj",20.0,15.0
281.0,342.0,"Shri  Ghanshyam  Anuragi                                           ",15.0,12.0,"Uttar Pradesh                                               ","Jalaun",20.0,18.0
282.0,343.0,"Shri  Kamlesh  Balmiki                                           ",15.0,12.0,"Uttar Pradesh                                               ","Bulandshahr",20.0,19.0
283.0,344.0,"Shri  Arvind Kumar  Chaudhary                                         ",15.0,12.0,"Uttar Pradesh                                               ","Basti",20.0,20.0
284.0,345.0,"Shri  Deoraj Singh  Patel                                             ",15.0,12.0,"Madhya Pradesh                                              ","Rewa",20.0,20.0
285.0,346.0,"Shri  Ramashankar  Rajbhar                                           ",15.0,12.0,"Uttar Pradesh                                               ","Salempur",20.0,20.0
286.0,347.0,"Shri  P. K.  Biju                                              ",15.0,12.0,"Kerala                                                      ","Alathur",20.0,17.0
287.0,348.0,"Shri  M. B.  Rajesh                                            ",15.0,12.0,"Kerala                                                      ","Palakkad",20.0,19.0
288.0,349.0,"Shri  P.  Lingam                                            ",15.0,12.0,"Tamil Nadu                                                  ","Tenkasi",20.0,20.0
289.0,350.0,"Shri  P.  Kumar                                             ",15.0,12.0,"Tamil Nadu                                                  ","Tiruchirappalli",20.0,19.0
290.0,351.0,"Dr.  Padamsinha  Bajirao  Patil                                    ",15.0,12.0,"Maharashtra                                                 ","Osmanabad",20.0,19.0
291.0,352.0,"Dr.  Ratna  De (Nag)                                          ",15.0,12.0,"West Bengal                                                 ","Hooghly",20.0,17.0
292.0,353.0,"Shri  Kabir  Suman                                             ",15.0,12.0,"West Bengal                                                 ","Jadavpur",20.0,4.0
293.0,354.0,"Shri    Mithlesh Kumar                                    ",15.0,12.0,"Uttar Pradesh                                               ","Shahjahanpur",20.0,18.0
294.0,355.0,"Shri  Yashvir  Singh                                             ",15.0,12.0,"Uttar Pradesh                                               ","Nagina",20.0,15.0
295.0,356.0,"Shri  Radhey Mohan  Singh                                             ",15.0,12.0,"Uttar Pradesh                                               ","Ghazipur",20.0,16.0
296.0,357.0,"Shri  Kapil Muni  Karwariya                                         ",15.0,12.0,"Uttar Pradesh                                               ","Phulpur",20.0,19.0
297.0,358.0,"Shri  Surendra Singh  Nagar                                             ",15.0,12.0,"Uttar Pradesh                                               ","Gautam Buddha Nagar",20.0,19.0
298.0,359.0,"Shri  Kadir  Rana                                              ",15.0,12.0,"Uttar Pradesh                                               ","Muzaffarnagar",20.0,17.0
299.0,360.0,"Shri  Bibhu Prasad  Tarai                                             ",15.0,12.0,"Orissa                                                      ","Jagatsinghpur",20.0,16.0
300.0,361.0,"Shri  Sakti  Mohan   Malik                                     ",15.0,12.0,"West Bengal                                                 ","Arambagh",20.0,18.0
301.0,362.0,"Shri  Prasanta Kumar  Majumdar                                          ",15.0,12.0,"West Bengal                                                 ","Balurghat",20.0,19.0
302.0,363.0,"Shri  Mekapati Rajamohan  Reddy                                             ",15.0,12.0,"Andhra Pradesh                                              ","Nellore",20.0,3.0
303.0,364.0,"Dr.  Tarun  Mondal                                            ",15.0,12.0,"West Bengal                                                 ","Joynagar",20.0,11.0
304.0,365.0,"Shri  Basudeb  Acharia                                           ",15.0,12.0,"West Bengal                                                 ","Bankura",20.0,18.0
305.0,366.0,"Shri  Sharad  Yadav                                             ",15.0,12.0,"Bihar                                                       ","Madhepura",20.0,15.0
306.0,367.0,"Shri  Arjun Charan  Sethi                                             ",15.0,12.0,"Orissa                                                      ","Bhadrak",20.0,17.0
307.0,368.0,"Shri  Anant Gangaram  Geete                                             ",15.0,12.0,"Maharashtra                                                 ","Raigad",20.0,15.0
308.0,369.0,"Shri  Ram Sundar  Das                                               ",15.0,12.0,"Bihar                                                       ","Hajipur",20.0,20.0
309.0,370.0,"Shri  Bhartruhari  Mahtab                                            ",15.0,12.0,"Orissa                                                      ","Cuttack",20.0,20.0
310.0,371.0,"Shri  P.  Karunakaran                                       ",15.0,12.0,"Kerala                                                      ","Kasaragod",20.0,18.0
311.0,372.0,"Shri  Chandrakant  Khaire                                            ",15.0,12.0,"Maharashtra                                                 ","Aurangabad",20.0,16.0
312.0,373.0,"Shri  Anandrao  Adsul                                             ",15.0,12.0,"Maharashtra                                                 ","Amravati",20.0,"M"
313.0,374.0,"Shri  Rajiv Ranjan  Singh  @ Lalan Singh                              ",15.0,12.0,"Bihar                                                       ","Munger",20.0,20.0
314.0,375.0,"Shri  K. Chandrasekhar  Rao                                               ",15.0,12.0,"Andhra Pradesh                                              ","Mahabubnagar",20.0,3.0
315.0,376.0,"Dr.  Rattan Singh  Ajnala                                            ",15.0,12.0,"Punjab                                                      ","Khadoor Sahib",20.0,20.0
316.0,377.0,"Shri  Prasanna  Kumar Patasani                                    ",15.0,12.0,"Orissa                                                      ","Bhubaneswar",20.0,16.0
317.0,378.0,"Smt.  Bhavana  Gawali                                            ",15.0,12.0,"Maharashtra                                                 ","Yavatmal-Washim",20.0,12.0
318.0,379.0,"Shri  Dinesh Chandra  Yadav                                             ",15.0,12.0,"Bihar                                                       ","Khagaria",20.0,20.0
319.0,380.0,"Shri   Mangani Lal  Mandal                                            ",15.0,12.0,"Bihar                                                       ","Jhanjharpur",20.0,17.0
320.0,381.0,"Shri  Inder Singh  Namdhari                                          ",15.0,12.0,"Jharkhand                                                   ","Chatra",20.0,17.0
321.0,382.0,"Smt.  Jaya Prada  Nahata                                            ",15.0,12.0,"Uttar Pradesh                                               ","Rampur",20.0,4.0
322.0,383.0,"Shri  Tathagata  Satpathy                                          ",15.0,12.0,"Orissa                                                      ","Dhenkanal",20.0,17.0
323.0,384.0,"Shri  Shivaji  Adhalrao Patil                                    ",15.0,12.0,"Maharashtra                                                 ","Shirur",20.0,9.0
324.0,385.0,"Dr.  Ranjan Prasad  Yadav                                             ",15.0,12.0,"Bihar                                                       ","Pataliputra",20.0,18.0
325.0,386.0,"Capt.(Retd.)  Jainarayan Prasad  Nishad                                            ",15.0,12.0,"Bihar                                                       ","Muzaffarpur",20.0,14.0
326.0,387.0,"Dr.  Monazir  Hassan                                            ",15.0,12.0,"Bihar                                                       ","Begusarai",20.0,18.0
327.0,388.0,"Shri  Nama Nageswara  Rao                                               ",15.0,12.0,"Andhra Pradesh                                              ","Khammam",20.0,20.0
328.0,389.0,"Smt.  Harsimrat Kaur  Badal                                             ",15.0,12.0,"Punjab                                                      ","Bathinda",20.0,19.0
329.0,390.0,"Smt.  Paramjit Kaur  Gulshan                                           ",15.0,12.0,"Punjab                                                      ","Faridkot",20.0,18.0
330.0,391.0,"Shri  Mohan  Jena                                              ",15.0,12.0,"Orissa                                                      ","Jajpur",20.0,15.0
331.0,392.0,"Shri  Anand Prakash  Paranjpe                                          ",15.0,12.0,"Maharashtra                                                 ","Kalyan",20.0,14.0
332.0,393.0,"Shri  Jagdish  Sharma                                            ",15.0,12.0,"Bihar                                                       ","Jahanabad",20.0,19.0
333.0,394.0,"Shri  Sushil Kumar  Singh                                             ",15.0,12.0,"Bihar                                                       ","Aurangabad",20.0,14.0
334.0,395.0,"Smt.  Mala Rajya  Laxmi Shah                                        ",15.0,12.0,"Uttarakhand                                                 ","Tehri Garhwal",20.0,20.0
335.0,396.0,"Shri  Narahari  Mahato                                            ",15.0,12.0,"West Bengal                                                 ","Purulia",20.0,13.0
336.0,397.0,"Shri  Ramesh  Rathod                                            ",15.0,12.0,"Andhra Pradesh                                              ","Adilabad",20.0,6.0
337.0,398.0,"Ms.  M. Vijaya  Shanthi                                           ",15.0,12.0,"Andhra Pradesh                                              ","Medak",20.0,1.0
338.0,399.0,"Shri  Pinaki  Misra                                             ",15.0,12.0,"Orissa                                                      ","Puri",20.0,10.0
339.0,400.0,"Shri  Baijayant  Panda                                             ",15.0,12.0,"Orissa                                                      ","Kendrapara",20.0,16.0
340.0,401.0,"Shri  Kuldeep  Bishnoi                                           ",15.0,12.0,"Haryana                                                     ","Hisar",20.0,6.0
341.0,402.0,"Shri  Vishwa Mohan  Kumar                                             ",15.0,12.0,"Bihar                                                       ","Supaul",20.0,18.0
342.0,403.0,"Shri  Baidyanath Prasad  Mahto                                             ",15.0,12.0,"Bihar                                                       ","Valmiki Nagar",20.0,19.0
343.0,404.0,"Shri  Angadi Suresh  Channabasappa                                     ",15.0,12.0,"Karnataka                                                   ","Belgaum",20.0,2.0
344.0,405.0,"Shri  Ramen  Deka                                              ",15.0,12.0,"Assam                                                       ","Mangaldoi",20.0,18.0
345.0,406.0,"Smt.    Rama Devi                                         ",15.0,12.0,"Bihar                                                       ","Sheohar",20.0,17.0
346.0,407.0,"Shri  Nripendra Nath  Roy                                               ",15.0,12.0,"West Bengal                                                 ","Cooch Behar",20.0,13.0
347.0,408.0,"Shri  K. Narayana  Rao                                               ",15.0,12.0,"Andhra Pradesh                                              ","Machilipatnam",20.0,19.0
348.0,409.0,"Shri  Jayaram  Pangi                                             ",15.0,12.0,"Orissa                                                      ","Koraput",20.0,13.0
349.0,410.0,"Shri  Rudramadhab  Ray                                               ",15.0,12.0,"Orissa                                                      ","Kandhamal",20.0,16.0
350.0,411.0,"Shri  A.  Ganeshamurthi                                     ",15.0,12.0,"Tamil Nadu                                                  ","Erode",20.0,15.0
351.0,412.0,"Shri   Prataprao  Ganpatrao Jadhav                                  ",15.0,12.0,"Maharashtra                                                 ","Buldhana",20.0,15.0
352.0,413.0,"Shri  Arjun  Roy                                               ",15.0,12.0,"Bihar                                                       ","Sitamarhi",20.0,20.0
353.0,414.0,"Smt.  Aswamedh  Devi                                              ",15.0,12.0,"Bihar                                                       ","Ujiarpur",20.0,18.0
354.0,415.0,"Shri  P. C.  Mohan                                             ",15.0,12.0,"Karnataka                                                   ","Bangalore Central",20.0,15.0
355.0,416.0,"Shri  Jeetendra Singh  Bundela                                           ",15.0,12.0,"Madhya Pradesh                                              ","Khajuraho",20.0,15.0
356.0,417.0,"Shri  Hari  Manjhi                                            ",15.0,12.0,"Bihar                                                       ","Gaya",20.0,20.0
357.0,418.0,"Shri  Modugula Venugopala  Reddy                                             ",15.0,12.0,"Andhra Pradesh                                              ","Narasaraopet",20.0,14.0
358.0,419.0,"Shri  Naramalli  Sivaprasad                                        ",15.0,12.0,"Andhra Pradesh                                              ","Chittoor",20.0,10.0
359.0,420.0,"Dr.  Kirodi  Lal  Meena                                        ",15.0,12.0,"Rajasthan                                                   ","Dausa",20.0,16.0
360.0,421.0,"Shri  Nityananda  Pradhan                                           ",15.0,12.0,"Orissa                                                      ","Aska",20.0,15.0
361.0,422.0,"Shri  Subhash Bapurao  Wankhede                                          ",15.0,12.0,"Maharashtra                                                 ","Hingoli",20.0,16.0
362.0,423.0,"Shri  Mahabali  Singh                                             ",15.0,12.0,"Bihar                                                       ","Karakat",20.0,20.0
363.0,424.0,"Shri  Purnmasi  Ram                                               ",15.0,12.0,"Bihar                                                       ","Gopalganj",20.0,14.0
364.0,425.0,"Smt.  Darshana  Jardosh                                           ",15.0,12.0,"Gujarat                                                     ","Surat",20.0,7.0
365.0,426.0,"Kum.  Saroj  Pandey                                            ",15.0,12.0,"Chhattisgarh                                                ","Durg",20.0,11.0
366.0,427.0,"Shri  Yashbant N.S.  Laguri                                            ",15.0,12.0,"Orissa                                                      ","Keonjhar",20.0,16.0
367.0,428.0,"Shri  Kalikesh N. Singh  Deo                                               ",15.0,12.0,"Orissa                                                      ","Bolangir",20.0,16.0
368.0,429.0,"Shri  Kristappa  Nimmala                                           ",15.0,12.0,"Andhra Pradesh                                              ","Hindupur",20.0,17.0
369.0,431.0,"Shri  Gajanan D.  Babar                                             ",15.0,12.0,"Maharashtra                                                 ","Maval",20.0,13.0
370.0,432.0,"Adv.   Ganeshrao  Nagorao Dudhgaonkar                               ",15.0,12.0,"Maharashtra                                                 ","Parbhani",20.0,17.0
371.0,433.0,"Smt.  Meena  Singh                                             ",15.0,12.0,"Bihar                                                       ","Arrah",20.0,15.0
372.0,434.0,"Shri  Bhudeo  Choudhary                                         ",15.0,12.0,"Bihar                                                       ","Jamui",20.0,15.0
373.0,435.0,"Shri   Bhausaheb  Rajaram   Wakchaure                               ",15.0,12.0,"Maharashtra                                                 ","Shirdi",20.0,9.0
374.0,436.0,"Shri  Kamlesh  Paswan                                            ",15.0,12.0,"Uttar Pradesh                                               ","Bansgaon",20.0,16.0
375.0,437.0,"Prof.(Dr.)  Ram Shankar  Katheria                                          ",15.0,12.0,"Uttar Pradesh                                               ","Agra",20.0,15.0
376.0,438.0,"Shri  Rajendra  Agarwal                                           ",15.0,12.0,"Uttar Pradesh                                               ","Meerut",20.0,20.0
377.0,439.0,"Shri    Varun  Gandhi                                            ",15.0,12.0,"Uttar Pradesh                                               ","Pilibhit",20.0,12.0
378.0,440.0,"Shri   Raju Shetti  ",15.0,12.0,"Maharashtra                                                 ","Hatkanangle",20.0,15.0
379.0,441.0,"Shri  Sidhant  Mohapatra                                         ",15.0,12.0,"Orissa                                                      ","Berhampur",20.0,13.0
380.0,442.0,"Shri  Laxman  Tudu                                              ",15.0,12.0,"Orissa                                                      ","Mayurbhanj",20.0,16.0
381.0,443.0,"Smt.    Putul Kumari                                      ",15.0,12.0,"Bihar                                                       ","Banka",20.0,17.0
382.0,444.0,"Shri  Kaushalendra  Kumar                                             ",15.0,12.0,"Bihar                                                       ","Nalanda",20.0,19.0
383.0,445.0,"Shri  Maheshwar  Hazari                                            ",15.0,12.0,"Bihar                                                       ","Samastipur",20.0,19.0
384.0,446.0,"Shri  Sher Singh  Ghubaya                                           ",15.0,12.0,"Punjab                                                      ","Ferozpur",20.0,14.0
385.0,447.0,"Shri  Joseph  Toppo                                             ",15.0,12.0,"Assam                                                       ","Tezpur",20.0,18.0
386.0,448.0,"Shri  Virender  Kashyap                                           ",15.0,12.0,"Himachal Pradesh                                            ","Shimla",20.0,20.0
387.0,449.0,"Shri  Shivarama  Gouda                                             ",15.0,12.0,"Karnataka                                                   ","Koppal",20.0,18.0
388.0,450.0,"Shri  Udasi Shivkumar  Chanabasappa                                      ",15.0,12.0,"Karnataka                                                   ","Haveri",20.0,19.0
389.0,451.0,"Dr.  Rajan  Sushant                                           ",15.0,12.0,"Himachal Pradesh                                            ","Kangra",20.0,16.0
390.0,452.0,"Shri  Ramesh  Vishwanath   Katti                                ",15.0,12.0,"Karnataka                                                   ","Chikkodi",20.0,4.0
391.0,453.0,"Shri  S.  Pakkirappa                                        ",15.0,12.0,"Karnataka                                                   ","Raichur",20.0,20.0
392.0,454.0,"Dr.  Murli Manohar  Joshi                                             ",15.0,12.0,"Uttar Pradesh                                               ","Varanasi",20.0,18.0
393.0,455.0,"Shri  Rajnath  Singh                                             ",15.0,12.0,"Uttar Pradesh                                               ","Ghaziabad",20.0,16.0
394.0,456.0,"Shri   Gopinathrao  Pandurang   Munde                                 ",15.0,12.0,"Maharashtra                                                 ","Beed",20.0,10.0
395.0,457.0,"Shri  Lal Krishna  Advani                                            ",15.0,12.0,"Gujarat                                                     ","Gandhinagar",20.0,19.0
396.0,460.0,"Shri  Shatrughan  Sinha                                             ",15.0,12.0,"Bihar                                                       ","Patna Sahib",20.0,18.0
397.0,461.0,"Shri  Syed Shahnawaz  Hussain                                           ",15.0,12.0,"Bihar                                                       ","Bhagalpur",20.0,20.0
398.0,462.0,"Shri  Hukamdeo Narayan  Yadav                                             ",15.0,12.0,"Bihar                                                       ","Madhubani",20.0,19.0
399.0,463.0,"Shri  Yashwant  Sinha                                             ",15.0,12.0,"Jharkhand                                                   ","Hazaribagh",20.0,19.0
400.0,464.0,"Shri  Ramesh  Bais                                              ",15.0,12.0,"Chhattisgarh                                                ","Raipur",20.0,16.0
401.0,465.0,"Shri    Ananth Kumar                                      ",15.0,12.0,"Karnataka                                                   ","Bangalore South",20.0,19.0
402.0,466.0,"Shri  Jaswant  Singh                                             ",15.0,12.0,"West Bengal                                                 ","Darjeeling",20.0,18.0
403.0,467.0,"Smt.  Maneka  Gandhi                                            ",15.0,12.0,"Uttar Pradesh                                               ","Aonla",20.0,17.0
404.0,468.0,"Shri  Kabindra  Purkayastha                                       ",15.0,12.0,"Assam                                                       ","Silchar",20.0,19.0
405.0,470.0,"Smt.  Bijoya  Chakravarty                                       ",15.0,12.0,"Assam                                                       ","Gauhati",20.0,13.0
