-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Government fund,Farmer's saving,Loan & Saving,Subsidy & Bank loan,Subsidy only,Others,Total
UTTAR PRADESH,MAU,DOHARIGHAT,89,1165,19,1494,35,0,2802
UTTAR PRADESH,MAU,FATEEHPUR MANDAVA,173,2085,323,2452,142,0,5175
UTTAR PRADESH,MAU,GHOSI,209,943,155,1649,0,0,2956
UTTAR PRADESH,MAU,KOPAGANJ,381,1189,63,549,1,0,2183
UTTAR PRADESH,MAU,MUHAMMDABAD,316,1881,735,1928,11,47,4918
UTTAR PRADESH,MAU,PARDHA,189,1596,433,1562,24,42,3846
UTTAR PRADESH,MAU,RANIPUR,184,2636,102,683,3,0,3608
UTTAR PRADESH,MAU,RATANPURA,308,1193,937,315,1,0,2754
UTTAR PRADESH,MEERUT,DAURALA,275,3470,167,173,149,6,4240
UTTAR PRADESH,MEERUT,GEHTA,66,2721,7,438,51,7,3290
UTTAR PRADESH,MEERUT,HASTINAPUR,174,5530,36,1187,204,26,7157
UTTAR PRADESH,MEERUT,JANI KHURD,18,2610,78,860,4,2,3572
UTTAR PRADESH,MEERUT,KHARKHODA,135,2491,177,456,3,7,3269
UTTAR PRADESH,MEERUT,MACHHRA,148,3669,90,156,63,16,4142
UTTAR PRADESH,MEERUT,MAWANA,30,5180,14,1974,104,17,7319
UTTAR PRADESH,MEERUT,MEERUT,46,1157,49,363,25,3,1643
UTTAR PRADESH,MEERUT,PARIKSHITGARH,108,4537,33,1089,26,19,5812
UTTAR PRADESH,MEERUT,RAJPURA,86,2301,42,530,1,11,2971
UTTAR PRADESH,MEERUT,SARDHANA,19,3650,55,560,29,2,4315
UTTAR PRADESH,MEERUT,SARURPUR KHURD,105,3174,36,737,62,1,4115
UTTAR PRADESH,MIRZAPUR,CHHANBEY,26,233,36,16,0,3,314
UTTAR PRADESH,MIRZAPUR,CITY,132,752,57,60,73,15,1089
UTTAR PRADESH,MIRZAPUR,HALIYA,385,4,0,1,1,5,396
UTTAR PRADESH,MIRZAPUR,JAMALPUR,127,690,32,532,6,9,1396
UTTAR PRADESH,MIRZAPUR,KONE,13,201,20,18,1,34,287
UTTAR PRADESH,MIRZAPUR,LALGANJ,289,1,32,14,0,0,336
UTTAR PRADESH,MIRZAPUR,MAJHWAN,123,259,126,26,0,1,535
UTTAR PRADESH,MIRZAPUR,MARIHAN,0,1,0,0,0,0,1
UTTAR PRADESH,MIRZAPUR,NARAYANPUR,56,640,189,193,16,1,1095
UTTAR PRADESH,MIRZAPUR,PAHARI,39,163,43,12,0,2,259
UTTAR PRADESH,MIRZAPUR,RAJGARH,72,103,6,7,0,13,201
UTTAR PRADESH,MIRZAPUR,SIKHAR,38,492,420,133,20,0,1103
UTTAR PRADESH,MORADABAD,ASMOLI,11,3975,173,174,252,2,4587
UTTAR PRADESH,MORADABAD,BAHJOI,16,5706,303,196,387,2,6610
UTTAR PRADESH,MORADABAD,BANIYA KHERA,21,8213,427,259,542,2,9464
UTTAR PRADESH,MORADABAD,BHAGATPUR TANDA,17,5860,299,241,419,2,6838
UTTAR PRADESH,MORADABAD,BILARI,14,6238,348,295,483,3,7381
UTTAR PRADESH,MORADABAD,BILARI-I,37,11757,559,524,832,6,13715
UTTAR PRADESH,MORADABAD,CHAILLAT,15,5379,299,187,385,2,6267
UTTAR PRADESH,MORADABAD,DINGPUR,22,7892,389,349,577,4,9233
UTTAR PRADESH,MORADABAD,MORADABAD,6,3575,144,147,268,1,4141
UTTAR PRADESH,MORADABAD,MUNDAPANDEY,14,5795,291,194,389,2,6685
UTTAR PRADESH,MORADABAD,PAWASA,25,8273,458,359,608,4,9727
UTTAR PRADESH,MORADABAD,SAMBHAL,23,7709,393,351,609,4,9089
UTTAR PRADESH,MORADABAD,THAKURDWARA,16,6608,313,257,488,3,7685
UTTAR PRADESH,MUZZAFARNAGAR,BAGHARA,75,4365,49,1265,28,3,5785
UTTAR PRADESH,MUZZAFARNAGAR,BUDHANA,302,3251,64,10,0,0,3627
UTTAR PRADESH,MUZZAFARNAGAR,CHARTHAWAL,560,5220,188,436,116,152,6672
UTTAR PRADESH,MUZZAFARNAGAR,JANSATH,221,10986,88,1742,46,24,13107
UTTAR PRADESH,MUZZAFARNAGAR,KAIRANA,434,3205,130,514,28,15,4326
UTTAR PRADESH,MUZZAFARNAGAR,KANDHLA,1733,2383,13,49,6,14,4198
UTTAR PRADESH,MUZZAFARNAGAR,KHATOLI,153,6189,83,1666,47,27,8165
UTTAR PRADESH,MUZZAFARNAGAR,MORNA,133,5241,108,1171,30,52,6735
UTTAR PRADESH,MUZZAFARNAGAR,MUZAFFER NAGAR SADAR,0,4759,61,2330,56,372,7578
UTTAR PRADESH,MUZZAFARNAGAR,PURKAZI,6,2895,7,1458,0,6,4372
UTTAR PRADESH,MUZZAFARNAGAR,SHAHPUR,433,4255,63,7,7,7,4772
UTTAR PRADESH,MUZZAFARNAGAR,SHAMLI,47,3432,316,588,76,7,4466
UTTAR PRADESH,MUZZAFARNAGAR,THANA BHAVAN,10,4817,598,176,5,11,5617
UTTAR PRADESH,MUZZAFARNAGAR,UN,650,10439,764,177,133,125,12288
UTTAR PRADESH,PILIBHIT,AMREYA,415,6978,1174,566,609,10,9752
UTTAR PRADESH,PILIBHIT,BERKHEDA,165,4696,337,2236,691,3,8128
UTTAR PRADESH,PILIBHIT,BILSANDA,864,5484,418,536,394,10,7706
UTTAR PRADESH,PILIBHIT,BISALPUR,300,4688,429,1279,378,22,7096
UTTAR PRADESH,PILIBHIT,LALORIKHEDA,90,3872,458,955,816,48,6239
UTTAR PRADESH,PILIBHIT,MARORI,250,5791,1082,2503,1509,38,11173
UTTAR PRADESH,PILIBHIT,PURANPUR,844,16590,2089,2036,2253,14,23826
UTTAR PRADESH,PRATAPGARH,AASPUR DEVSARA,103,1905,578,3421,1,4,6012
UTTAR PRADESH,PRATAPGARH,BABAGANJ,60,1908,142,2710,2,0,4822
UTTAR PRADESH,PRATAPGARH,BIHAR,16,1256,125,3224,4,2,4627
UTTAR PRADESH,PRATAPGARH,GAURA,46,1402,210,2844,6,0,4508
UTTAR PRADESH,PRATAPGARH,KALAKANKAR,13,1265,111,1278,0,0,2667
UTTAR PRADESH,PRATAPGARH,KUNDA,90,5300,181,5457,12,2,11042
UTTAR PRADESH,PRATAPGARH,LAXMANPUR,43,1269,18,1753,4,0,3087
UTTAR PRADESH,PRATAPGARH,MANDHATA,55,2419,53,3716,2,1,6246
UTTAR PRADESH,PRATAPGARH,MANGRAURA,145,7413,646,6400,18,8,14630
UTTAR PRADESH,PRATAPGARH,PATTI,110,3377,121,2769,4,68,6449
UTTAR PRADESH,PRATAPGARH,RAMPUR KHAS,47,1266,269,1085,3,0,2670
UTTAR PRADESH,PRATAPGARH,RAMPUR-SANGRAMGARH.,288,740,353,3108,0,1,4490
UTTAR PRADESH,PRATAPGARH,SADAR,39,1442,638,1998,4,3,4124
UTTAR PRADESH,PRATAPGARH,SANDWA CHANDRIKA,19,1650,83,2241,2,0,3995
UTTAR PRADESH,PRATAPGARH,SANGIPUR,32,1508,275,2596,1,3,4415
UTTAR PRADESH,PRATAPGARH,SHIVGARH,73,3405,156,3319,10,0,6963
UTTAR PRADESH,RAEBARELI,AMANWA,105,1210,713,1065,3,3,3099
UTTAR PRADESH,RAEBARELI,BACHRAVAN,76,1169,54,2295,75,0,3669
UTTAR PRADESH,RAEBARELI,BAHADUR PUR,29,951,156,1442,9,0,2587
UTTAR PRADESH,RAEBARELI,CHHATOH,554,1061,109,868,52,0,2644
UTTAR PRADESH,RAEBARELI,DALMAU,203,1524,314,2883,33,3,4960
UTTAR PRADESH,RAEBARELI,DEEH,28,1097,256,1448,43,0,2872
UTTAR PRADESH,RAEBARELI,DEENSHAH GOURA,117,1069,495,894,39,0,2614
UTTAR PRADESH,RAEBARELI,HARCHANDPUR,144,1516,397,1052,6,0,3115
UTTAR PRADESH,RAEBARELI,JAGAT PUR,106,607,855,355,4,0,1927
UTTAR PRADESH,RAEBARELI,KHEERO,400,2441,552,840,30,0,4263
UTTAR PRADESH,RAEBARELI,LAL GANJ,26,1478,511,1039,57,0,3111
UTTAR PRADESH,RAEBARELI,MAHARAJ GANJ,253,535,385,1682,5,83,2943
UTTAR PRADESH,RAEBARELI,RAHI,159,1241,771,2934,14,14,5133
UTTAR PRADESH,RAEBARELI,ROHANIYA,13,719,37,538,0,0,1307
UTTAR PRADESH,RAEBARELI,SALON,264,2360,628,1922,2,13,5189
UTTAR PRADESH,RAEBARELI,SARANI,163,2011,362,820,3,3,3362
UTTAR PRADESH,RAEBARELI,SATAON,354,2255,307,692,1,0,3609
UTTAR PRADESH,RAEBARELI,SHIV GARH,73,657,717,1750,2,0,3199
UTTAR PRADESH,RAEBARELI,SINGHPUR,48,1639,109,1982,33,0,3811
UTTAR PRADESH,RAEBARELI,TILOI,45,1240,214,611,26,1,2137
UTTAR PRADESH,RAEBARELI,UCHAHAR,225,1511,331,1105,2,0,3174
UTTAR PRADESH,RAMPUR,BILASPUR,25,8219,429,351,577,4,9605
UTTAR PRADESH,RAMPUR,CHAMRAOA,29,6913,349,284,474,3,8052
UTTAR PRADESH,RAMPUR,MILAK,30,11740,594,445,825,4,13638
UTTAR PRADESH,RAMPUR,SAID NAGAR,21,6979,317,342,509,4,8172
UTTAR PRADESH,RAMPUR,SHAHABAD,29,10441,583,385,771,4,12213
UTTAR PRADESH,RAMPUR,SUAR,49,16822,903,722,1235,8,19739
UTTAR PRADESH,SAHARANPUR,BALYA KHERI,485,4936,50,1011,24,0,6506
UTTAR PRADESH,SAHARANPUR,DEOBAND,426,4094,318,438,115,0,5391
UTTAR PRADESH,SAHARANPUR,GANGOH,58,8264,109,699,47,19,9196
UTTAR PRADESH,SAHARANPUR,MUZAFFARABAD,113,4511,123,505,55,0,5307
UTTAR PRADESH,SAHARANPUR,NAGAL,137,6348,178,1843,9,0,8515
UTTAR PRADESH,SAHARANPUR,NAKUR,123,8612,155,501,259,1,9651
UTTAR PRADESH,SAHARANPUR,NANAUTA,37,4783,427,1611,29,0,6887
UTTAR PRADESH,SAHARANPUR,PUVARKA,10,6396,17,1292,16,0,7731
UTTAR PRADESH,SAHARANPUR,RAMPUR MANIHARAN,4,4452,179,881,398,1,5915
UTTAR PRADESH,SAHARANPUR,SADAULI QADEEM,120,3016,100,705,347,3,4291
UTTAR PRADESH,SAHARANPUR,SARSAWAN,155,9131,203,1068,162,1,10720
UTTAR PRADESH,SANT KABIR NAGAR,BAGHAULEE,153,1182,400,2473,51,1,4260
UTTAR PRADESH,SANT KABIR NAGAR,HAISAR BAZAR,173,3341,427,2885,1496,25,8347
UTTAR PRADESH,SANT KABIR NAGAR,KHALILABAD,63,2013,232,2100,63,31,4502
UTTAR PRADESH,SANT KABIR NAGAR,MENHDAWAL,5,1377,17,2130,139,0,3668
UTTAR PRADESH,SANT KABIR NAGAR,NATHNAGAR,237,2428,375,1451,124,1,4616
UTTAR PRADESH,SANT KABIR NAGAR,SAANTHA,273,2971,997,1330,104,76,5751
UTTAR PRADESH,SANT KABIR NAGAR,SEMARIYAWAN,279,3618,392,693,87,18,5087
UTTAR PRADESH,SANT RAVI DAS NAGAR,AURAI,133,859,58,13,5,2,1070
UTTAR PRADESH,SANT RAVI DAS NAGAR,BHADOHI,297,1512,104,110,0,0,2023
UTTAR PRADESH,SANT RAVI DAS NAGAR,DEEH,60,278,5,3,2,10,358
UTTAR PRADESH,SANT RAVI DAS NAGAR,GYANPUR,136,1235,161,33,10,1,1576
UTTAR PRADESH,SANT RAVI DAS NAGAR,SURIYAWA,75,1752,64,260,0,6,2157
UTTAR PRADESH,SHAHJAHANPUR,BANDA,278,3126,380,1572,767,223,6346
UTTAR PRADESH,SHAHJAHANPUR,BHAAWAL KHERA,521,3357,272,779,308,109,5346
UTTAR PRADESH,SHAHJAHANPUR,DADROL,782,4125,982,1486,798,76,8249
UTTAR PRADESH,SHAHJAHANPUR,JAITIPUR,179,5174,133,105,83,16,5690
UTTAR PRADESH,SHAHJAHANPUR,JALALABAD,276,4273,1268,3935,286,11,10049
UTTAR PRADESH,SHAHJAHANPUR,KALAN,209,5468,794,319,175,79,7044
UTTAR PRADESH,SHAHJAHANPUR,KANTH,203,2945,309,1519,184,197,5357
UTTAR PRADESH,SHAHJAHANPUR,KATRA,167,2084,202,63,49,17,2582
UTTAR PRADESH,SHAHJAHANPUR,KHUTAR,289,9490,192,565,229,240,11005
UTTAR PRADESH,SHAHJAHANPUR,MIRZAPUR,102,4328,290,825,455,3,6003
UTTAR PRADESH,SHAHJAHANPUR,NIGOHI,96,5531,436,802,344,61,7270
UTTAR PRADESH,SHAHJAHANPUR,POWAYAN,361,5911,348,612,772,18,8022
UTTAR PRADESH,SHAHJAHANPUR,SINDHAULI,618,3930,316,417,143,19,5443
UTTAR PRADESH,SHAHJAHANPUR,TILHER,361,4010,352,672,974,153,6522
UTTAR PRADESH,SHRAWASTI,GILAULA,5,1849,71,4416,1579,7,7927
UTTAR PRADESH,SHRAWASTI,HARIHAR PUR RANI,152,1549,369,510,136,2,2718
UTTAR PRADESH,SHRAWASTI,IKAUNA,23,5574,167,2323,659,1,8747
UTTAR PRADESH,SHRAWASTI,JAMUNHA,49,2771,268,2145,246,37,5516
UTTAR PRADESH,SHRAWASTI,PAYAG PUR,494,3338,159,2635,83,0,6709
UTTAR PRADESH,SHRAWASTI,SIRSHIYA,10,320,4,44,38,0,416
UTTAR PRADESH,SHRAWASTI,VISHESHAR GANJ,2,4666,1,2594,648,0,7911
UTTAR PRADESH,SIDDHARTH NAGAR,BADHANI,194,768,185,405,93,144,1789
UTTAR PRADESH,SIDDHARTH NAGAR,BANSI,146,1459,351,1376,134,55,3521
UTTAR PRADESH,SIDDHARTH NAGAR,BHANAWAPUR,17,2749,15,3123,0,0,5904
UTTAR PRADESH,SIDDHARTH NAGAR,BIRDPUR,34,90,194,665,14,1,998
UTTAR PRADESH,SIDDHARTH NAGAR,DUMARIYA GANJ,500,5158,223,2654,16,2,8553
UTTAR PRADESH,SIDDHARTH NAGAR,ITWA,6,1842,134,2369,8,64,4423
UTTAR PRADESH,SIDDHARTH NAGAR,JOGIYA,2,534,0,1494,0,0,2030
UTTAR PRADESH,SIDDHARTH NAGAR,KHESRAHA,329,2671,229,1433,74,183,4919
UTTAR PRADESH,SIDDHARTH NAGAR,KHUNION,160,2346,381,1023,323,18,4251
UTTAR PRADESH,SIDDHARTH NAGAR,MITHWAL,424,3212,438,1679,153,60,5966
UTTAR PRADESH,SIDDHARTH NAGAR,NAUGHAR,105,187,244,407,12,6,961
UTTAR PRADESH,SIDDHARTH NAGAR,SHOHRATH GARH,40,384,193,1101,7,0,1725
UTTAR PRADESH,SIDDHARTH NAGAR,USKA BAZAR,68,365,693,799,24,17,1966
UTTAR PRADESH,SITAPUR,AILIYA,31,3806,168,1792,27,0,5824
UTTAR PRADESH,SITAPUR,BEHTA,48,2567,36,227,27,17,2922
UTTAR PRADESH,SITAPUR,BESWAN,41,5739,50,2126,79,6,8041
UTTAR PRADESH,SITAPUR,GODLAMAO,63,5078,75,812,155,0,6183
UTTAR PRADESH,SITAPUR,HARGAON,802,3205,222,881,57,57,5224
UTTAR PRADESH,SITAPUR,KASMANDA,595,3206,180,784,42,7,4814
UTTAR PRADESH,SITAPUR,KHAIRABAD,259,3168,452,1225,21,4,5129
UTTAR PRADESH,SITAPUR,LAHERPUR,5,3035,154,352,161,7,3714
UTTAR PRADESH,SITAPUR,MACHREHTA,475,2447,611,2067,85,0,5685
UTTAR PRADESH,SITAPUR,MAHMOODABAD,747,7065,162,582,132,13,8701
UTTAR PRADESH,SITAPUR,MAHOLI,466,3461,155,1018,189,0,5289
UTTAR PRADESH,SITAPUR,MISHRIKH,322,3398,171,839,87,1,4818
UTTAR PRADESH,SITAPUR,PAHLA,125,6594,255,658,61,0,7693
UTTAR PRADESH,SITAPUR,PERSENDI,821,2708,550,1202,192,11,5484
UTTAR PRADESH,SITAPUR,PISWAN,178,8402,61,644,211,0,9496
UTTAR PRADESH,SITAPUR,RAMPUR MATHURA,252,7727,102,602,60,1,8744
UTTAR PRADESH,SITAPUR,REUSA,738,4867,282,707,78,1,6673
UTTAR PRADESH,SITAPUR,SAKEREN,615,4389,545,913,0,0,6462
UTTAR PRADESH,SITAPUR,SIDHAOLI,369,3947,290,1317,173,0,6096
UTTAR PRADESH,SONBHADRA,BABHANI,6,197,20,46,5,0,274
UTTAR PRADESH,SONBHADRA,CHATRA,288,474,204,253,0,0,1219
UTTAR PRADESH,SONBHADRA,CHOPAN,0,13,0,148,10,0,171
UTTAR PRADESH,SONBHADRA,DUDDHI,118,97,75,29,0,0,319
UTTAR PRADESH,SONBHADRA,LALGANJ,264,214,196,28,1,0,703
UTTAR PRADESH,SONBHADRA,MEYOURPUR,25,398,227,102,7,0,759
UTTAR PRADESH,SONBHADRA,NAGAOA,24,41,17,8,1,0,91
UTTAR PRADESH,SONBHADRA,RABERTSGANJ,302,522,387,164,4,0,1379
UTTAR PRADESH,SULTANPUR,AKHANDNAGAR,640,4819,2074,3099,60,0,10692
UTTAR PRADESH,SULTANPUR,AMETHI,153,4180,715,2496,170,2,7716
UTTAR PRADESH,SULTANPUR,BALDERAI,194,1440,1193,840,32,4,3703
UTTAR PRADESH,SULTANPUR,BHADAIYAN,112,1194,1157,2249,24,1,4737
UTTAR PRADESH,SULTANPUR,BHADAR,30,979,2595,1301,2,0,4907
UTTAR PRADESH,SULTANPUR,BHETUA,443,1046,818,2018,51,63,4439
UTTAR PRADESH,SULTANPUR,DHANPATGANJ,674,2115,1136,2796,8,4,6733
UTTAR PRADESH,SULTANPUR,DOSTPUR,733,2787,1434,3219,51,65,8289
UTTAR PRADESH,SULTANPUR,DUBEYPUR,83,1951,799,2661,75,36,5605
UTTAR PRADESH,SULTANPUR,GAURIGANJ,204,3438,268,1769,356,3,6038
UTTAR PRADESH,SULTANPUR,JAGDISHPUR,215,1407,2267,1517,0,0,5406
UTTAR PRADESH,SULTANPUR,JAISINGHPUR,120,1931,565,1767,9,6,4398
UTTAR PRADESH,SULTANPUR,JAMON,144,1348,502,1191,49,4,3238
UTTAR PRADESH,SULTANPUR,KADIPUR,180,3423,623,480,1,57,4764
UTTAR PRADESH,SULTANPUR,KUREBHAR,163,1898,239,1999,22,7,4328
UTTAR PRADESH,SULTANPUR,KURWAR,107,2910,2067,1706,53,0,6843
UTTAR PRADESH,SULTANPUR,LAMBHUA,411,2085,1457,3514,28,15,7510
UTTAR PRADESH,SULTANPUR,MUSAFIRKHANA,528,1098,1781,1999,49,66,5521
UTTAR PRADESH,SULTANPUR,PRATAPPUR KAMAINCHA,142,1653,944,2365,0,0,5104
UTTAR PRADESH,SULTANPUR,SANGRAMPUR,427,1011,451,232,0,2,2123
UTTAR PRADESH,SULTANPUR,SHAHGARH,314,1433,484,1579,4,1,3815
UTTAR PRADESH,SULTANPUR,SHUKUL_BAZAR,111,537,1695,1563,46,64,4016
UTTAR PRADESH,UNNAO,ASOHA,306,2794,396,655,140,7,4298
UTTAR PRADESH,UNNAO,AURAS,308,1527,177,562,571,63,3208
UTTAR PRADESH,UNNAO,BANGARMAU,122,2326,346,1223,102,2,4121
UTTAR PRADESH,UNNAO,BICHHIYA,214,1802,123,1461,240,0,3840
UTTAR PRADESH,UNNAO,BIGHAPUR,150,2063,408,1662,265,1,4549
UTTAR PRADESH,UNNAO,FATEHPUR CHAURASI,321,2648,221,995,32,1,4218
UTTAR PRADESH,UNNAO,GANJ MORADABAD,77,3189,134,1341,376,1,5118
UTTAR PRADESH,UNNAO,HASAN GANJ,217,2538,288,1410,345,2,4800
UTTAR PRADESH,UNNAO,HILAULI,96,2192,91,1952,19,0,4350
UTTAR PRADESH,UNNAO,MIANGANJ,142,1859,254,2273,397,1,4926
UTTAR PRADESH,UNNAO,NAWABGANJ,171,2710,336,1740,150,1,5108
UTTAR PRADESH,UNNAO,PURWA,55,1677,119,1280,12,35,3178
UTTAR PRADESH,UNNAO,SAFIPUR,45,1322,354,1263,81,1,3066
UTTAR PRADESH,UNNAO,SIKANDARPUR KARAN,310,4500,173,1367,140,6,6496
UTTAR PRADESH,UNNAO,SIKANDARPUR SARAUSI,11,2301,294,1754,21,76,4457
UTTAR PRADESH,UNNAO,SUMERPUR,41,1100,476,1338,9,2,2966
UTTAR PRADESH,VARANASI,AARAJILAINS,274,1726,228,97,3,0,2328
UTTAR PRADESH,VARANASI,BADAGOAN,170,1506,144,64,4,1,1889
UTTAR PRADESH,VARANASI,CHIRAI GOAN,86,1260,208,453,0,0,2007
UTTAR PRADESH,VARANASI,CHOLA PUR,399,1338,225,85,0,0,2047
UTTAR PRADESH,VARANASI,HARAHUAA,212,670,506,119,0,15,1522
UTTAR PRADESH,VARANASI,KASHI VIDYAPEETH,30,733,32,87,0,0,882
UTTAR PRADESH,VARANASI,PINDRA,242,2042,206,122,4,2,2618
UTTAR PRADESH,VARANASI,SAVAPURI,53,967,64,96,3,0,1183
UTTARANCHAL,CHAMPAWAT,CHAMPAWAT,178,430,2,5,11,2,628
UTTARANCHAL,DEHRA DUN,DOIWALA,0,55,0,0,0,0,55
UTTARANCHAL,DEHRA DUN,RAIPUR,0,2,0,0,0,0,2
UTTARANCHAL,DEHRA DUN,SEHASPUR,0,36,9,0,1,0,46
UTTARANCHAL,DEHRA DUN,VIKASH NAGAR,1,64,2,4,3,1,75
UTTARANCHAL,HARIDWAR,BHADRABAD,103,3111,102,480,314,91,4201
UTTARANCHAL,HARIDWAR,BHAGWAN PUR,439,3682,94,82,39,1,4337
UTTARANCHAL,HARIDWAR,KHANPUR,329,2176,10,11,3,0,2529
UTTARANCHAL,HARIDWAR,LAXUR,741,6542,54,308,234,2,7881
UTTARANCHAL,HARIDWAR,NARSAN,247,2391,79,161,96,0,2974
UTTARANCHAL,HARIDWAR,ROORKEE,592,3376,27,85,22,7,4109
UTTARANCHAL,NAINITAL,RAMNAGAR,35,370,26,97,31,0,559
UTTARANCHAL,UDHAM SINGH NAGAR,BAZPUR,50,837,869,877,1,0,2634
UTTARANCHAL,UDHAM SINGH NAGAR,GADARPUR,57,932,539,161,37,3,1729
UTTARANCHAL,UDHAM SINGH NAGAR,JASPUR,264,3482,335,81,36,4,4202
UTTARANCHAL,UDHAM SINGH NAGAR,KASHIPUR,114,2625,91,128,67,15,3040
UTTARANCHAL,UDHAM SINGH NAGAR,KHATIMA,121,4429,654,464,15,2,5685
UTTARANCHAL,UDHAM SINGH NAGAR,RUDRAPUR,335,2556,104,240,9,24,3268
UTTARANCHAL,UDHAM SINGH NAGAR,SITARGANJ,142,1233,1497,1175,72,26,4145
WEST BENGAL,BANKURA,BANKURA-I,0,8,0,0,0,0,8
WEST BENGAL,BANKURA,BANKURA-II,15,530,25,7,2,9,588
WEST BENGAL,BANKURA,BISHNUPUR,91,3205,96,81,91,6,3570
WEST BENGAL,BANKURA,BORJORA,35,1454,16,4,6,9,1524
WEST BENGAL,BANKURA,CHHATNA,0,4,0,0,0,0,4
WEST BENGAL,BANKURA,GANGAJAL GHATI,0,5,0,0,0,0,5
WEST BENGAL,BANKURA,INDUS,94,2839,12,16,8,0,2969
WEST BENGAL,BANKURA,JOYPUR,54,1766,98,19,1,4,1942
WEST BENGAL,BANKURA,KATUL PUR,94,3333,196,23,14,8,3668
WEST BENGAL,BANKURA,MEJIA,49,40,0,9,4,0,102
WEST BENGAL,BANKURA,ONDA,71,3229,104,93,12,21,3530
WEST BENGAL,BANKURA,PATRASAYER,106,2930,106,28,2,1,3173
WEST BENGAL,BANKURA,RAIPUR,47,868,3,4,18,0,940
WEST BENGAL,BANKURA,SARENGA,45,581,1,12,3,0,642
WEST BENGAL,BANKURA,SIMLAPAL,72,683,36,3,26,0,820
WEST BENGAL,BANKURA,SONAMUKHI,193,3122,43,1,39,33,3431
WEST BENGAL,BANKURA,TALDANGRA,64,1047,28,8,18,2,1167
WEST BENGAL,BIRBHUM,BOLPUR SRINEKATAN,36,1338,86,25,7,6,1498
WEST BENGAL,BIRBHUM,DUBRAJ PUR,18,567,46,0,2,13,646
WEST BENGAL,BIRBHUM,ILLAM BAZAR,35,1197,345,57,3,35,1672
WEST BENGAL,BIRBHUM,KHOYRASOLE,11,615,4,0,6,1,637
WEST BENGAL,BIRBHUM,LABPUR,25,1705,46,10,14,10,1810
WEST BENGAL,BIRBHUM,MAYURESWAR-1,4,486,148,10,0,0,648
WEST BENGAL,BIRBHUM,MAYUURESWAR-2,22,1118,74,18,4,0,1236
WEST BENGAL,BIRBHUM,MD.BAZAR,6,106,59,10,3,0,184
WEST BENGAL,BIRBHUM,MURARAI-1,2,441,11,2,0,0,456
WEST BENGAL,BIRBHUM,MURARAI-2,31,781,78,7,1,3,901
WEST BENGAL,BIRBHUM,NALHATI-1,41,798,119,6,2,9,975
WEST BENGAL,BIRBHUM,NALHATI-2,0,921,188,3,0,4,1116
WEST BENGAL,BIRBHUM,NANOOR,19,2002,220,18,5,26,2290
WEST BENGAL,BIRBHUM,RAJ NAGAR,0,4,0,0,0,0,4
WEST BENGAL,BIRBHUM,RAMPURHAT-I,17,300,24,8,7,0,356
WEST BENGAL,BIRBHUM,RAMPURHAT-II,11,837,76,19,0,2,945
WEST BENGAL,BIRBHUM,SAINTHIA,36,1215,338,38,2,7,1636
WEST BENGAL,BIRBHUM,SURI-I,1,118,3,0,4,0,126
WEST BENGAL,BIRBHUM,SURI-II,6,212,99,8,0,0,325
WEST BENGAL,BURDWAN,ANDAL,15,15,0,0,0,0,30
WEST BENGAL,BURDWAN,AUSGRAM-I,34,1370,228,21,20,15,1688
WEST BENGAL,BURDWAN,AUSGRAM-II,59,1554,42,8,20,17,1700
WEST BENGAL,BURDWAN,BHATAR,35,2643,295,118,20,102,3213
WEST BENGAL,BURDWAN,BURDWAN-1,6,1461,46,111,1,142,1767
WEST BENGAL,BURDWAN,BURDWAN-2,48,1812,115,19,5,74,2073
WEST BENGAL,BURDWAN,DURGAPUR FARIDPUR,0,121,0,0,0,0,121
WEST BENGAL,BURDWAN,GALSI-1,14,1213,90,8,2,17,1344
WEST BENGAL,BURDWAN,GALSI-2,42,2462,238,37,0,126,2905
WEST BENGAL,BURDWAN,JAMALPUR,73,2862,53,13,7,5,3013
WEST BENGAL,BURDWAN,JAMURIA,0,2,0,0,0,0,2
WEST BENGAL,BURDWAN,KALNA-1,73,803,150,322,0,25,1373
WEST BENGAL,BURDWAN,KALNA-2,240,1092,84,224,39,79,1758
WEST BENGAL,BURDWAN,KANKSHA,73,718,18,3,16,0,828
WEST BENGAL,BURDWAN,KATUGRAM-I,64,2637,117,10,6,6,2840
WEST BENGAL,BURDWAN,KATUGRAM-II,37,1478,112,53,12,7,1699
WEST BENGAL,BURDWAN,KATWA-I,19,1197,99,0,12,13,1340
WEST BENGAL,BURDWAN,KATWA-II,17,1550,47,7,6,12,1639
WEST BENGAL,BURDWAN,KHANDAGHOSH,81,2805,77,46,12,32,3053
WEST BENGAL,BURDWAN,MANGALCOTE,87,2475,227,46,1,85,2921
WEST BENGAL,BURDWAN,MEMARI(1),57,856,135,78,16,89,1231
WEST BENGAL,BURDWAN,MEMARI-2,61,984,339,198,18,59,1659
WEST BENGAL,BURDWAN,MONTESWAR,43,3170,199,51,9,116,3588
WEST BENGAL,BURDWAN,PURBASTHALI-1,155,1204,179,111,9,25,1683
