-----
{
 "description": "The table refers to block wise surface lift schemes in the command of major/minor projects and average pumping hours. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.11_1.csv", 
 "title": "Download CSV for Blockwise surface lift Schemes in the command of major/medium projects and Average pumping hours for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.11_1.csv"
}
-----
-----
{
 "description": "The table refers to block wise surface lift schemes in the command of major/minor projects and average pumping hours. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.11_1.csv", 
 "title": "Download CSV for Blockwise surface lift Schemes in the command of major/medium projects and Average pumping hours for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.11_1.csv"
}
-----
State,District,Block,Location of Schemes - On the Maj/Med,Location of schemes - Outside command,Total,Avg pumping hours (0-4),Avg pumping hours (4-8),Avg pumping hours (8-12),Avg pumping hours (12-16),Avg pumping hours (16-20),Avg pumping hours (20-24),Total
KERALA,MALAPPURAM,WANDOOR,0,391,391,116,274,1,0,0,0,391
KERALA,PALAKKAD,ALATHUR,363,335,698,315,326,57,0,0,0,698
KERALA,PALAKKAD,ATTAPPADY,0,134,134,105,29,0,0,0,0,134
KERALA,PALAKKAD,CHITTUR,9,0,9,5,4,0,0,0,0,9
KERALA,PALAKKAD,CHITTUR THATHAMANGAL,13,0,13,7,5,1,0,0,0,13
KERALA,PALAKKAD,KOLLENGODE,347,73,420,130,248,37,4,0,1,420
KERALA,PALAKKAD,KUZHALMANNAM,0,20,20,20,0,0,0,0,0,20
KERALA,PALAKKAD,MALAMPUZHA,39,211,250,34,166,48,1,1,0,250
KERALA,PALAKKAD,MANNARKKAD,8,240,248,172,70,6,0,0,0,248
KERALA,PALAKKAD,NEMMARA,120,75,195,134,41,17,2,1,0,195
KERALA,PALAKKAD,OTTAPPALAM,0,10,10,10,0,0,0,0,0,10
KERALA,PALAKKAD,OTTAPPALAM,0,46,46,15,24,7,0,0,0,46
KERALA,PALAKKAD,PATTAMBI,1,49,50,11,38,1,0,0,0,50
KERALA,PALAKKAD,SHORANNUR,0,12,12,12,0,0,0,0,0,12
KERALA,PALAKKAD,SREEKRISHNAPURAM,0,156,156,4,131,21,0,0,0,156
KERALA,PALAKKAD,THRITHALA,0,7,7,1,6,0,0,0,0,7
KERALA,PATHANAMTHITTA,ELALTHUR,0,10,10,7,2,1,0,0,0,10
KERALA,PATHANAMTHITTA,KOIPURAM,0,12,12,5,4,3,0,0,0,12
KERALA,PATHANAMTHITTA,KONNI,0,13,13,3,10,0,0,0,0,13
KERALA,PATHANAMTHITTA,KULANADA,0,7,7,2,2,2,1,0,0,7
KERALA,PATHANAMTHITTA,MALLAPPALLY,0,8,8,0,8,0,0,0,0,8
KERALA,PATHANAMTHITTA,PANDALAM,0,17,17,11,6,0,0,0,0,17
KERALA,PATHANAMTHITTA,PARAKODE,2,2,4,4,0,0,0,0,0,4
KERALA,PATHANAMTHITTA,PULIKEEZHU,0,9,9,0,9,0,0,0,0,9
KERALA,THIRUVANANTHAPURAM,NEDUMANGADU,0,7,7,7,0,0,0,0,0,7
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,0,3,3,2,1,0,0,0,0,3
KERALA,THIRUVANANTHAPURAM,VARKKALA,0,3,3,1,1,1,0,0,0,3
KERALA,THIRUVANANTHAPURAM,VELLANADU,0,1,1,0,1,0,0,0,0,1
KERALA,THRISSUR,ANTHIKKAD,75,149,224,188,29,0,1,0,6,224
KERALA,THRISSUR,CHALAKKUDI,0,2,2,0,0,0,0,2,0,2
KERALA,THRISSUR,CHALAKUDY,0,12,12,0,0,0,0,12,0,12
KERALA,THRISSUR,CHAVAKKAD,0,4,4,4,0,0,0,0,0,4
KERALA,THRISSUR,CHERPU,1,138,139,109,23,4,1,2,0,139
KERALA,THRISSUR,CHOWANNUR,0,1,1,0,0,0,0,0,1,1
KERALA,THRISSUR,IRRINJALAKUDA,0,56,56,28,8,10,2,0,8,56
KERALA,THRISSUR,KODAKARA,1,76,77,35,26,8,8,0,0,77
KERALA,THRISSUR,KODUNGALLOOR,0,369,369,365,1,1,1,0,1,369
KERALA,THRISSUR,KODUNGALLUR,0,35,35,33,2,0,0,0,0,35
KERALA,THRISSUR,MALA,0,12,12,0,1,0,11,0,0,12
KERALA,THRISSUR,MATHILAKAM,1,211,212,210,0,2,0,0,0,212
KERALA,THRISSUR,OLLUKKARA,2,381,383,337,45,1,0,0,0,383
KERALA,THRISSUR,PAZHAYANNUR,0,31,31,25,6,0,0,0,0,31
KERALA,THRISSUR,PUZHAKKAL,7,8,15,0,3,6,2,3,1,15
KERALA,THRISSUR,THALIKUALAM,0,388,388,388,0,0,0,0,0,388
KERALA,THRISSUR,VADAKKANCHERRY,5,61,66,46,18,1,0,1,0,66
KERALA,THRISSUR,VILLANGALLUR,0,35,35,12,18,5,0,0,0,35
KERALA,WAYANAD,KALPETTA,0,101,101,52,41,5,3,0,0,101
KERALA,WAYANAD,MANANTHAVADI,0,239,239,213,21,5,0,0,0,239
KERALA,WAYANAD,SULTHANBATHERY,1,372,373,265,98,9,1,0,0,373
MADHYA PRADESH,BALAGHAT,BAIHAR,1,83,84,71,2,0,0,1,10,84
MADHYA PRADESH,BALAGHAT,BALAGHAT,0,85,85,78,1,6,0,0,0,85
MADHYA PRADESH,BALAGHAT,BIRSA,0,72,72,72,0,0,0,0,0,72
MADHYA PRADESH,BALAGHAT,KATANGI,9,25,34,6,0,7,0,1,20,34
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,0,11,11,8,1,1,0,0,1,11
MADHYA PRADESH,BALAGHAT,KIRNAPUR,0,88,88,1,87,0,0,0,0,88
MADHYA PRADESH,BALAGHAT,LALBARRA,11,22,33,17,16,0,0,0,0,33
MADHYA PRADESH,BALAGHAT,LANJI,0,11,11,7,0,0,0,4,0,11
MADHYA PRADESH,BALAGHAT,PARASWADA,90,182,272,267,1,0,0,4,0,272
MADHYA PRADESH,BALAGHAT,WARASEONI,0,13,13,0,13,0,0,0,0,13
MADHYA PRADESH,BASTAR,BAKAWAND,0,314,314,287,3,24,0,0,0,314
MADHYA PRADESH,BASTAR,BASTAR,2,879,881,881,0,0,0,0,0,881
MADHYA PRADESH,BASTAR,BHAIRAMGARH,0,10,10,10,0,0,0,0,0,10
MADHYA PRADESH,BASTAR,BIJAPUR,4,41,45,45,0,0,0,0,0,45
MADHYA PRADESH,BASTAR,DANTEWARA,0,7,7,7,0,0,0,0,0,7
MADHYA PRADESH,BASTAR,DARBHA,0,34,34,34,0,0,0,0,0,34
MADHYA PRADESH,BASTAR,DURGKONDAL,2,19,21,19,0,2,0,0,0,21
MADHYA PRADESH,BASTAR,FARASGAON,0,21,21,18,0,3,0,0,0,21
MADHYA PRADESH,BASTAR,GEEDAM,0,13,13,13,0,0,0,0,0,13
MADHYA PRADESH,BASTAR,KONDAGAON,1,325,326,297,1,28,0,0,0,326
MADHYA PRADESH,BASTAR,KONTA,0,16,16,5,8,3,0,0,0,16
MADHYA PRADESH,BASTAR,KOYALIBEDA,0,16,16,16,0,0,0,0,0,16
MADHYA PRADESH,BASTAR,MAKADI,0,40,40,29,1,10,0,0,0,40
MADHYA PRADESH,BASTAR,NARAYANPUR,0,7,7,7,0,0,0,0,0,7
MADHYA PRADESH,BASTAR,TOKAPAL,1,181,182,177,1,4,0,0,0,182
MADHYA PRADESH,BETUL,AAMLA,3,826,829,105,720,4,0,0,0,829
MADHYA PRADESH,BETUL,AATHNER,11,621,632,277,240,72,11,32,0,632
MADHYA PRADESH,BETUL,BETUL,3,978,981,150,634,166,0,31,0,981
MADHYA PRADESH,BETUL,BHAINSDEHI,11,959,970,285,602,83,0,0,0,970
MADHYA PRADESH,BETUL,BHEEMPUR,27,708,735,287,415,33,0,0,0,735
MADHYA PRADESH,BETUL,CHICHOLI,1,500,501,138,281,82,0,0,0,501
MADHYA PRADESH,BETUL,GHODADONGRI,6,852,858,78,598,182,0,0,0,858
MADHYA PRADESH,BETUL,MULTAI,12,447,459,109,218,104,28,0,0,459
MADHYA PRADESH,BETUL,PRABHATPATTANAM,12,867,879,489,385,5,0,0,0,879
MADHYA PRADESH,BETUL,SHAHPUR,0,503,503,268,201,0,0,32,2,503
MADHYA PRADESH,BHIND,GOHAD,0,130,130,130,0,0,0,0,0,130
MADHYA PRADESH,BHIND,MEHGAON,0,17,17,17,0,0,0,0,0,17
MADHYA PRADESH,BHIND,MITONA (RAUN),0,13,13,13,0,0,0,0,0,13
MADHYA PRADESH,BHOPAL,BERASIYA,1,1496,1497,31,954,119,150,243,0,1497
MADHYA PRADESH,BHOPAL,PHANDA,101,1102,1203,41,702,127,47,227,59,1203
MADHYA PRADESH,BILASPUR,BALAUDA,3,14,17,17,0,0,0,0,0,17
MADHYA PRADESH,BILASPUR,BILHA,19,42,61,49,9,0,0,3,0,61
MADHYA PRADESH,BILASPUR,DABHARA,10,3,13,10,3,0,0,0,0,13
MADHYA PRADESH,BILASPUR,JALJAIPUR,0,38,38,30,8,0,0,0,0,38
MADHYA PRADESH,BILASPUR,KARTALA,0,35,35,35,0,0,0,0,0,35
MADHYA PRADESH,BILASPUR,LORMI,1,22,23,14,6,3,0,0,0,23
MADHYA PRADESH,BILASPUR,MALKHARAUDA,0,1,1,1,0,0,0,0,0,1
MADHYA PRADESH,BILASPUR,MASTURI,9,5,14,14,0,0,0,0,0,14
MADHYA PRADESH,BILASPUR,PANDARIYA,38,33,71,40,28,3,0,0,0,71
MADHYA PRADESH,BILASPUR,PONDI-APRORA,2,4,6,6,0,0,0,0,0,6
MADHYA PRADESH,CHHATARPUR,BADAMALHARA,4,1250,1254,230,536,270,35,183,0,1254
MADHYA PRADESH,CHHATARPUR,BAKSWAHA,0,285,285,81,70,95,39,0,0,285
MADHYA PRADESH,CHHATARPUR,BIJAWAR,4,919,923,241,680,2,0,0,0,923
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,1,339,340,86,108,102,44,0,0,340
MADHYA PRADESH,CHHATARPUR,GAURIHAR,1,1208,1209,607,599,3,0,0,0,1209
MADHYA PRADESH,CHHATARPUR,LAUNDI,0,338,338,83,236,19,0,0,0,338
MADHYA PRADESH,CHHATARPUR,NAUGAON,5,134,139,18,121,0,0,0,0,139
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,0,127,127,24,65,3,33,2,0,127
MADHYA PRADESH,CHHINDWARA,AMARWADA,31,2,33,0,31,2,0,0,0,33
MADHYA PRADESH,CHHINDWARA,CHAURAI,20,434,454,60,394,0,0,0,0,454
MADHYA PRADESH,CHHINDWARA,CHHINDWARA,0,521,521,79,227,201,0,0,14,521
MADHYA PRADESH,CHHINDWARA,HARRAI,0,12,12,12,0,0,0,0,0,12
MADHYA PRADESH,CHHINDWARA,MOHKHED,0,46,46,1,36,9,0,0,0,46
MADHYA PRADESH,CHHINDWARA,PANDHURNA,0,1,1,1,0,0,0,0,0,1
MADHYA PRADESH,CHHINDWARA,PARASIYA,79,502,581,287,210,84,0,0,0,581
MADHYA PRADESH,CHHINDWARA,SAUNSAR,0,40,40,1,17,21,1,0,0,40
MADHYA PRADESH,DAMOH,DAMOH,5,1371,1376,129,1051,195,0,1,0,1376
MADHYA PRADESH,DAMOH,HATA,0,1298,1298,306,674,132,58,128,0,1298
MADHYA PRADESH,DAMOH,JABERA,42,2008,2050,411,1375,197,64,3,0,2050
MADHYA PRADESH,DAMOH,PATERA,1,2103,2104,128,1521,287,0,0,168,2104
MADHYA PRADESH,DAMOH,PATHARIYA,7,1597,1604,55,818,478,16,11,226,1604
MADHYA PRADESH,DAMOH,PATIYAGARH,20,1629,1649,79,1400,170,0,0,0,1649
MADHYA PRADESH,DAMOH,TENDUKHEDA,3,1977,1980,371,1104,482,20,2,1,1980
MADHYA PRADESH,DATIA,DATIA,0,51,51,51,0,0,0,0,0,51
MADHYA PRADESH,DEWAS,BAGALI,45,660,705,53,652,0,0,0,0,705
MADHYA PRADESH,DEWAS,DEWAS,1,171,172,5,104,26,37,0,0,172
MADHYA PRADESH,DEWAS,KANNAUD,15,912,927,17,685,225,0,0,0,927
MADHYA PRADESH,DEWAS,KHATEGAON,137,968,1105,16,645,307,134,1,2,1105
MADHYA PRADESH,DEWAS,SONKACHH,1,198,199,1,198,0,0,0,0,199
MADHYA PRADESH,DEWAS,TONK KHURD,0,96,96,0,96,0,0,0,0,96
MADHYA PRADESH,DHAR,BADNAWAR,61,496,557,2,170,329,56,0,0,557
MADHYA PRADESH,DHAR,BANDH,17,114,131,4,109,18,0,0,0,131
MADHYA PRADESH,DHAR,DHAR,0,21,21,1,20,0,0,0,0,21
MADHYA PRADESH,DHAR,DHARAMPURI,9,497,506,1,466,39,0,0,0,506
MADHYA PRADESH,DHAR,GANDHWANI,63,1160,1223,52,822,349,0,0,0,1223
MADHYA PRADESH,DHAR,KUKSHI,0,648,648,0,647,1,0,0,0,648
MADHYA PRADESH,DHAR,MANAWAR,9,134,143,0,98,45,0,0,0,143
MADHYA PRADESH,DHAR,NALCHHA,1,228,229,0,229,0,0,0,0,229
MADHYA PRADESH,DHAR,NISARPUR,1,262,263,1,224,38,0,0,0,263
MADHYA PRADESH,DHAR,SARDARPUR,4,336,340,6,276,57,0,0,1,340
MADHYA PRADESH,DHAR,TIRLA,29,408,437,39,358,28,11,1,0,437
MADHYA PRADESH,DURG,BALOD,0,3,3,1,2,0,0,0,0,3
MADHYA PRADESH,DURG,BEMETARA,0,59,59,11,41,7,0,0,0,59
MADHYA PRADESH,DURG,BERLA,2,137,139,35,68,25,5,6,0,139
MADHYA PRADESH,DURG,DHAMDA,11,40,51,2,15,1,10,23,0,51
MADHYA PRADESH,DURG,DONDI,0,13,13,0,0,7,0,6,0,13
MADHYA PRADESH,DURG,DONDILOHARA,0,26,26,12,13,0,1,0,0,26
MADHYA PRADESH,DURG,DURG,6,188,194,21,46,101,9,6,11,194
MADHYA PRADESH,DURG,GUNDARDEHI,1,5,6,6,0,0,0,0,0,6
MADHYA PRADESH,DURG,GURUR,21,107,128,88,0,0,1,39,0,128
MADHYA PRADESH,DURG,NAWAGARH,0,6,6,0,6,0,0,0,0,6
MADHYA PRADESH,DURG,PATAN,0,142,142,6,30,1,49,0,56,142
MADHYA PRADESH,DURG,SAJA,0,66,66,4,3,3,55,0,1,66
MADHYA PRADESH,GUNA,ASHOKNAGAR,0,1498,1498,1134,301,40,23,0,0,1498
MADHYA PRADESH,GUNA,BAGHOGARH,0,1047,1047,158,728,161,0,0,0,1047
MADHYA PRADESH,GUNA,BAMORI,0,1262,1262,462,530,252,5,13,0,1262
MADHYA PRADESH,GUNA,CHACHAUDA,0,808,808,245,330,233,0,0,0,808
MADHYA PRADESH,GUNA,CHANDERI,0,1160,1160,90,1018,25,0,0,27,1160
MADHYA PRADESH,GUNA,GUNA,0,440,440,440,0,0,0,0,0,440
MADHYA PRADESH,GUNA,ISAGARH,0,847,847,847,0,0,0,0,0,847
MADHYA PRADESH,GUNA,MUNGAOLI,0,1332,1332,1332,0,0,0,0,0,1332
MADHYA PRADESH,GWALIOR,BHANDER,0,379,379,333,41,5,0,0,0,379
MADHYA PRADESH,GWALIOR,BHITARWAR,0,230,230,83,120,22,1,4,0,230
MADHYA PRADESH,GWALIOR,DABRA,0,631,631,423,158,2,48,0,0,631
MADHYA PRADESH,GWALIOR,GHATI GAON,0,322,322,222,31,25,44,0,0,322
MADHYA PRADESH,GWALIOR,MORAR,0,169,169,9,16,2,142,0,0,169
MADHYA PRADESH,HOSHANGABAD,BABAI,18,395,413,4,94,313,2,0,0,413
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,0,74,74,6,63,5,0,0,0,74
MADHYA PRADESH,HOSHANGABAD,HARDA,19,1715,1734,22,708,772,146,86,0,1734
MADHYA PRADESH,HOSHANGABAD,HOSHNAGABAD,28,938,966,70,300,547,49,0,0,966
MADHYA PRADESH,HOSHANGABAD,KESALI,9,1232,1241,6,383,618,19,0,215,1241
MADHYA PRADESH,HOSHANGABAD,KHIRAKIYA,2,927,929,39,567,95,87,138,3,929
MADHYA PRADESH,HOSHANGABAD,PIPARIA,4,114,118,4,78,5,30,1,0,118
MADHYA PRADESH,HOSHANGABAD,SEONI MALWA,29,923,952,104,252,424,36,135,1,952
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,67,1045,1112,19,23,1059,11,0,0,1112
MADHYA PRADESH,HOSHANGABAD,TIMARNI,70,874,944,97,539,173,8,127,0,944
MADHYA PRADESH,INDORE,DEPALPUR,1,362,363,0,33,66,263,0,1,363
MADHYA PRADESH,INDORE,INDORE,0,121,121,0,1,120,0,0,0,121
MADHYA PRADESH,INDORE,MHOW,4,101,105,0,1,91,13,0,0,105
MADHYA PRADESH,INDORE,SANWER,0,593,593,0,27,30,153,383,0,593
MADHYA PRADESH,JABALPUR,BADWARA,0,571,571,238,227,21,82,3,0,571
MADHYA PRADESH,JABALPUR,BAMHORIBAND,9,840,849,637,212,0,0,0,0,849
MADHYA PRADESH,JABALPUR,BARGI,5,316,321,137,4,22,144,14,0,321
MADHYA PRADESH,JABALPUR,DHIMARKHEDA,1,280,281,78,83,120,0,0,0,281
MADHYA PRADESH,JABALPUR,KATNI,0,5,5,0,5,0,0,0,0,5
MADHYA PRADESH,JABALPUR,KUNDAM,0,58,58,11,0,39,8,0,0,58
MADHYA PRADESH,JABALPUR,PANAGARH,0,286,286,26,1,142,72,45,0,286
MADHYA PRADESH,JABALPUR,PATAN,0,130,130,20,19,63,28,0,0,130
MADHYA PRADESH,JABALPUR,RITHI,0,127,127,4,123,0,0,0,0,127
MADHYA PRADESH,JABALPUR,SHAHPURA,2,131,133,0,10,8,71,44,0,133
MADHYA PRADESH,JABALPUR,SIHORA,6,371,377,34,245,98,0,0,0,377
MADHYA PRADESH,JABALPUR,VIJAYRAGHOGARH,0,13,13,0,13,0,0,0,0,13
MADHYA PRADESH,JHABUA,ALIRAJPUR,0,311,311,134,175,2,0,0,0,311
MADHYA PRADESH,JHABUA,BHAWRA,0,201,201,80,118,3,0,0,0,201
MADHYA PRADESH,JHABUA,JHABUA,1,419,420,150,218,48,3,0,1,420
MADHYA PRADESH,JHABUA,JOBAT,20,758,778,83,662,30,3,0,0,778
MADHYA PRADESH,JHABUA,KANTHIWADA,2,103,105,63,29,9,4,0,0,105
MADHYA PRADESH,JHABUA,MEGHNAGAR,0,485,485,127,3,87,155,113,0,485
MADHYA PRADESH,JHABUA,PETALAWAD,0,3803,3803,1137,1386,1081,166,32,1,3803
MADHYA PRADESH,JHABUA,RAMA,53,1113,1166,157,856,119,26,8,0,1166
MADHYA PRADESH,JHABUA,RANAPUR,8,1178,1186,400,29,639,87,31,0,1186
MADHYA PRADESH,JHABUA,SONDWA,2,169,171,17,151,3,0,0,0,171
MADHYA PRADESH,JHABUA,THANDLA,524,1542,2066,758,64,539,222,481,2,2066
MADHYA PRADESH,JHABUA,UDAIGARH,73,477,550,332,209,9,0,0,0,550
MADHYA PRADESH,KHANDWA,BALDEE,33,501,534,203,289,42,0,0,0,534
MADHYA PRADESH,KHANDWA,BURHANPUR,20,355,375,66,0,0,4,305,0,375
MADHYA PRADESH,KHANDWA,CHHAIGAON MAKHAN,1,173,174,48,5,63,58,0,0,174
MADHYA PRADESH,KHANDWA,HARSUD,41,931,972,168,209,457,138,0,0,972
MADHYA PRADESH,KHANDWA,KHAKNER,20,182,202,14,2,11,28,147,0,202
MADHYA PRADESH,KHANDWA,KHALWA,24,1631,1655,590,71,760,234,0,0,1655
MADHYA PRADESH,KHANDWA,KHANDWA,0,403,403,79,187,106,31,0,0,403
MADHYA PRADESH,KHANDWA,PANDHANA,3,502,505,73,261,127,44,0,0,505
MADHYA PRADESH,KHANDWA,PUNASA,0,42,42,1,40,1,0,0,0,42
MADHYA PRADESH,KHARGONE,BADWAH,16,1226,1242,6,734,473,23,6,0,1242
MADHYA PRADESH,KHARGONE,BADWANI,98,717,815,2,753,7,0,53,0,815
MADHYA PRADESH,KHARGONE,BHAGWANPURA,38,379,417,1,108,302,0,1,5,417
MADHYA PRADESH,KHARGONE,BHEEKANGAON,0,799,799,1,771,27,0,0,0,799
MADHYA PRADESH,KHARGONE,GOGAWAN,16,546,562,1,166,395,0,0,0,562
MADHYA PRADESH,KHARGONE,JHIRANYA,0,474,474,11,439,24,0,0,0,474
MADHYA PRADESH,KHARGONE,KASRAWAD,68,740,808,0,442,344,0,21,1,808
MADHYA PRADESH,KHARGONE,KHARGONE,3,739,742,3,639,100,0,0,0,742
MADHYA PRADESH,KHARGONE,MAHESHWAR,3,655,658,19,272,320,47,0,0,658
MADHYA PRADESH,KHARGONE,NIWALI,64,171,235,3,226,6,0,0,0,235
MADHYA PRADESH,KHARGONE,PANSEMAL,1,88,89,1,33,55,0,0,0,89
MADHYA PRADESH,KHARGONE,PATEE,2,63,65,5,60,0,0,0,0,65
MADHYA PRADESH,KHARGONE,RAJPUR,0,844,844,2,80,84,532,146,0,844
MADHYA PRADESH,KHARGONE,SEGAON,0,466,466,14,100,351,1,0,0,466
MADHYA PRADESH,KHARGONE,SENDHWA,2,445,447,0,404,1,42,0,0,447
MADHYA PRADESH,KHARGONE,THIKARI,17,499,516,7,370,139,0,0,0,516
MADHYA PRADESH,MANDLA,AMARPUR,0,10,10,10,0,0,0,0,0,10
MADHYA PRADESH,MANDLA,BAJANG,0,8,8,8,0,0,0,0,0,8
MADHYA PRADESH,MANDLA,BEEJADANDI,0,3,3,3,0,0,0,0,0,3
MADHYA PRADESH,MANDLA,BICHHIYA,0,27,27,17,10,0,0,0,0,27
MADHYA PRADESH,MANDLA,DINDORI,0,37,37,31,6,0,0,0,0,37
MADHYA PRADESH,MANDLA,GHUGHARI,4,83,87,85,2,0,0,0,0,87
MADHYA PRADESH,MANDLA,KARANJIYA,0,43,43,43,0,0,0,0,0,43
MADHYA PRADESH,MANDLA,MANDLA,0,445,445,379,66,0,0,0,0,445
MADHYA PRADESH,MANDLA,MEHADWANI,0,1,1,1,0,0,0,0,0,1
MADHYA PRADESH,MANDLA,MOHGAON,0,44,44,43,1,0,0,0,0,44
MADHYA PRADESH,MANDLA,MOWAS,0,2,2,2,0,0,0,0,0,2
MADHYA PRADESH,MANDLA,NAINPUR,2,116,118,37,81,0,0,0,0,118
MADHYA PRADESH,MANDLA,NARAYANGANJ,0,50,50,48,0,2,0,0,0,50
MADHYA PRADESH,MANDLA,SAMNAPUR,0,3,3,3,0,0,0,0,0,3
MADHYA PRADESH,MANDLA,SHAHPURA,0,110,110,79,10,21,0,0,0,110
MADHYA PRADESH,MANDSAUR,BHANPURA,0,266,266,16,250,0,0,0,0,266
MADHYA PRADESH,MANDSAUR,GAROTH,12,27,39,0,10,29,0,0,0,39
MADHYA PRADESH,MANDSAUR,JAWAD,0,102,102,2,85,0,0,15,0,102
MADHYA PRADESH,MANDSAUR,MALHARGARH,0,481,481,106,153,75,24,115,8,481
MADHYA PRADESH,MANDSAUR,MANASA,0,290,290,76,156,16,42,0,0,290
MADHYA PRADESH,MANDSAUR,MANDSAUR,0,296,296,13,129,65,89,0,0,296
MADHYA PRADESH,MANDSAUR,NEEMACH,3,43,46,20,0,0,22,4,0,46
MADHYA PRADESH,MANDSAUR,SITAMAU,50,504,554,44,69,430,0,0,11,554
MADHYA PRADESH,MORENA,JAURA,0,2,2,2,0,0,0,0,0,2
MADHYA PRADESH,MORENA,KARAHAL,0,554,554,554,0,0,0,0,0,554
MADHYA PRADESH,MORENA,MORENA,0,4,4,4,0,0,0,0,0,4
MADHYA PRADESH,MORENA,PAHARGARH,0,128,128,128,0,0,0,0,0,128
MADHYA PRADESH,MORENA,SABALGARH,0,1,1,1,0,0,0,0,0,1
MADHYA PRADESH,MORENA,SHEOPUR KALAN,0,797,797,797,0,0,0,0,0,797
MADHYA PRADESH,NARSIMHAPUR,BABAICHICHALI,0,14,14,12,0,1,1,0,0,14
MADHYA PRADESH,NARSIMHAPUR,CHANWARPATHA,24,244,268,88,10,146,15,9,0,268
MADHYA PRADESH,NARSIMHAPUR,GOTEGAON,54,367,421,171,49,78,122,1,0,421
MADHYA PRADESH,NARSIMHAPUR,KARELI,0,145,145,18,0,46,69,12,0,145
MADHYA PRADESH,NARSIMHAPUR,NARSINGHPUR,1,674,675,181,0,134,276,84,0,675
MADHYA PRADESH,NARSIMHAPUR,SAINKHEDA,0,28,28,0,0,0,28,0,0,28
MADHYA PRADESH,PANNA,AJAIGARH,10,581,591,194,353,44,0,0,0,591
MADHYA PRADESH,PANNA,GUNNAUR,62,1462,1524,315,405,736,44,24,0,1524
MADHYA PRADESH,PANNA,PANNA,4,1110,1114,393,427,293,1,0,0,1114
MADHYA PRADESH,PANNA,PAWAI,2,1225,1227,246,271,169,498,40,3,1227
MADHYA PRADESH,PANNA,SHAHNAGAR,53,2593,2646,515,1022,857,220,32,0,2646
MADHYA PRADESH,RAIGARH,DHARAMJAIGARH,0,216,216,216,0,0,0,0,0,216
MADHYA PRADESH,RAIGARH,KANSABEL,0,14,14,13,0,1,0,0,0,14
MADHYA PRADESH,RAIGARH,KHARASIYA,6,133,139,139,0,0,0,0,0,139
MADHYA PRADESH,RAIGARH,LALLUNGA,1,214,215,202,7,5,0,1,0,215
MADHYA PRADESH,RAIGARH,PATTHALGAON,87,167,254,254,0,0,0,0,0,254
MADHYA PRADESH,RAIGARH,PUSAUR,48,198,246,242,0,4,0,0,0,246
MADHYA PRADESH,RAIGARH,RAIGARH,1,819,820,819,1,0,0,0,0,820
MADHYA PRADESH,RAIGARH,SARANGARH,5,284,289,276,12,0,1,0,0,289
MADHYA PRADESH,RAIGARH,SARIYALENDHA,41,57,98,67,29,2,0,0,0,98
MADHYA PRADESH,RAIGARH,TAMNAR,0,81,81,81,0,0,0,0,0,81
MADHYA PRADESH,RAIGARH,TAPKARA,0,116,116,116,0,0,0,0,0,116
MADHYA PRADESH,RAIPUR,ABHANPUR,6,23,29,16,0,0,0,13,0,29
MADHYA PRADESH,RAIPUR,BAGBAHRA,0,25,25,16,5,4,0,0,0,25
MADHYA PRADESH,RAIPUR,BASNA,1,124,125,123,2,0,0,0,0,125
MADHYA PRADESH,RAIPUR,BHATAPARA,3,40,43,30,0,0,3,0,10,43
MADHYA PRADESH,RAIPUR,DEOBHOG,2,10,12,12,0,0,0,0,0,12
MADHYA PRADESH,RAIPUR,DHAMTARI,0,24,24,7,8,9,0,0,0,24
MADHYA PRADESH,RAIPUR,GARIYABAND,17,71,88,69,9,4,1,5,0,88
MADHYA PRADESH,RAIPUR,KASDOL,2,92,94,86,5,2,0,1,0,94
MADHYA PRADESH,RAIPUR,PALARI,0,546,546,545,0,0,0,1,0,546
MADHYA PRADESH,RAIPUR,PALARI(BALODABAZAR),8,244,252,252,0,0,0,0,0,252
MADHYA PRADESH,RAIPUR,PITHORA,0,143,143,143,0,0,0,0,0,143
MADHYA PRADESH,RAIPUR,RAIPUR(DHARSIWA),31,190,221,30,20,13,144,14,0,221
MADHYA PRADESH,RAIPUR,RAJIM,1,57,58,58,0,0,0,0,0,58
MADHYA PRADESH,RAIPUR,SARAIPALI,0,403,403,393,8,1,0,1,0,403
MADHYA PRADESH,RAIPUR,SIHAWA,0,26,26,13,1,2,10,0,0,26
MADHYA PRADESH,RAIPUR,SIMGA,2,63,65,65,0,0,0,0,0,65
MADHYA PRADESH,RAIPUR,TILDA,4,98,102,52,20,6,1,0,23,102
MADHYA PRADESH,RAISEN,BARELI,47,725,772,58,462,142,101,9,0,772
MADHYA PRADESH,RAISEN,BEGAMGANJ,1,1243,1244,458,507,187,61,31,0,1244
