-----
{
 "description": "The table refers to block wise surface lift schemes in the command of major/minor projects and average pumping hours. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.11_1.csv", 
 "title": "Download CSV for Blockwise surface lift Schemes in the command of major/medium projects and Average pumping hours for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.11_1.csv"
}
-----
-----
{
 "description": "The table refers to block wise surface lift schemes in the command of major/minor projects and average pumping hours. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.11_1.csv", 
 "title": "Download CSV for Blockwise surface lift Schemes in the command of major/medium projects and Average pumping hours for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.11_1.csv"
}
-----
State,District,Block,Location of Schemes - On the Maj/Med,Location of schemes - Outside command,Total,Avg pumping hours (0-4),Avg pumping hours (4-8),Avg pumping hours (8-12),Avg pumping hours (12-16),Avg pumping hours (16-20),Avg pumping hours (20-24),Total
ANDHRA PRADESH,NIZAMABAD,BODHAN,4,41,45,1,31,12,0,1,0,45
ANDHRA PRADESH,NIZAMABAD,JUKKAL,0,17,17,0,0,17,0,0,0,17
ANDHRA PRADESH,NIZAMABAD,KOTGIRI,40,27,67,0,39,15,2,11,0,67
ANDHRA PRADESH,NIZAMABAD,LINGAMPET,0,126,126,0,0,122,0,4,0,126
ANDHRA PRADESH,NIZAMABAD,MORTAD,26,85,111,25,79,7,0,0,0,111
ANDHRA PRADESH,NIZAMABAD,NAGAREDDIPET,8,133,141,30,36,73,2,0,0,141
ANDHRA PRADESH,NIZAMABAD,NIZAMSAGAR,18,212,230,0,0,146,79,0,5,230
ANDHRA PRADESH,NIZAMABAD,PITLAM,1,161,162,0,0,162,0,0,0,162
ANDHRA PRADESH,NIZAMABAD,YELLAREDDY,20,143,163,0,0,162,0,1,0,163
ANDHRA PRADESH,PRAKASAM,ADDANKI,12,44,56,0,25,17,13,1,0,56
ANDHRA PRADESH,PRAKASAM,ARDHAVEEDU,0,12,12,0,5,7,0,0,0,12
ANDHRA PRADESH,PRAKASAM,BALLIKURAVA,2,0,2,0,2,0,0,0,0,2
ANDHRA PRADESH,PRAKASAM,C.SEKHARA PURAM,0,85,85,6,53,26,0,0,0,85
ANDHRA PRADESH,PRAKASAM,CHIMAKURTHI,1,2,3,0,2,1,0,0,0,3
ANDHRA PRADESH,PRAKASAM,CHINAGANJAM,2,3,5,0,0,2,3,0,0,5
ANDHRA PRADESH,PRAKASAM,CHIRALA,0,7,7,0,0,7,0,0,0,7
ANDHRA PRADESH,PRAKASAM,DONAKONDA,0,9,9,0,1,4,4,0,0,9
ANDHRA PRADESH,PRAKASAM,INKOLLU,13,3,16,1,4,11,0,0,0,16
ANDHRA PRADESH,PRAKASAM,JANAKAVARAMPANGULURU,3,12,15,0,0,15,0,0,0,15
ANDHRA PRADESH,PRAKASAM,KANDUKUR,0,5,5,0,0,2,3,0,0,5
ANDHRA PRADESH,PRAKASAM,KANIGIRI,0,16,16,0,16,0,0,0,0,16
ANDHRA PRADESH,PRAKASAM,KARAMCHEDU,0,37,37,2,1,4,18,9,3,37
ANDHRA PRADESH,PRAKASAM,KONAKANAMITLA,0,16,16,0,14,2,0,0,0,16
ANDHRA PRADESH,PRAKASAM,KONDAPI,0,35,35,5,12,18,0,0,0,35
ANDHRA PRADESH,PRAKASAM,KORISAPADU,0,27,27,0,9,18,0,0,0,27
ANDHRA PRADESH,PRAKASAM,KOTHA PATNAM,0,8,8,0,7,1,0,0,0,8
ANDHRA PRADESH,PRAKASAM,KURICHEDU,0,2,2,0,0,1,1,0,0,2
ANDHRA PRADESH,PRAKASAM,LINGASAMUDRAM,0,2,2,0,0,1,0,1,0,2
ANDHRA PRADESH,PRAKASAM,MADDIPADU,2,98,100,0,28,43,10,19,0,100
ANDHRA PRADESH,PRAKASAM,MARKAPUR,0,1,1,0,0,1,0,0,0,1
ANDHRA PRADESH,PRAKASAM,MARTUR,0,15,15,0,3,10,2,0,0,15
ANDHRA PRADESH,PRAKASAM,MUNDLAMURU,11,12,23,1,11,11,0,0,0,23
ANDHRA PRADESH,PRAKASAM,NAGULUPPALA PADU,3,14,17,0,0,10,5,2,0,17
ANDHRA PRADESH,PRAKASAM,ONGOLE,0,13,13,0,9,4,0,0,0,13
ANDHRA PRADESH,PRAKASAM,PAMUR,0,38,38,7,30,1,0,0,0,38
ANDHRA PRADESH,PRAKASAM,PARCHUR,19,14,33,0,0,29,4,0,0,33
ANDHRA PRADESH,PRAKASAM,PEDACHERLO PALLE,0,77,77,55,1,11,8,1,1,77
ANDHRA PRADESH,PRAKASAM,PODILI,0,16,16,1,5,10,0,0,0,16
ANDHRA PRADESH,PRAKASAM,PONNALUR,0,13,13,0,4,3,4,2,0,13
ANDHRA PRADESH,PRAKASAM,SANTHAMAGULURU,30,10,40,25,15,0,0,0,0,40
ANDHRA PRADESH,PRAKASAM,SANTHANUTHALA PADU,0,26,26,0,8,6,0,12,0,26
ANDHRA PRADESH,PRAKASAM,SINGARAYA KONDA,0,2,2,0,0,2,0,0,0,2
ANDHRA PRADESH,PRAKASAM,TANGUTUR,6,25,31,0,3,13,6,9,0,31
ANDHRA PRADESH,PRAKASAM,THALLUR,2,0,2,0,1,0,1,0,0,2
ANDHRA PRADESH,PRAKASAM,TRIPURANTHAKAM,0,4,4,4,0,0,0,0,0,4
ANDHRA PRADESH,PRAKASAM,ULAVAPADU,0,126,126,0,113,13,0,0,0,126
ANDHRA PRADESH,PRAKASAM,VETA PALEM,0,5,5,0,4,1,0,0,0,5
ANDHRA PRADESH,PRAKASAM,VOLETIVARI PALEM,0,1,1,0,0,1,0,0,0,1
ANDHRA PRADESH,PRAKASAM,YADDANA PUDI,18,46,64,0,11,37,16,0,0,64
ANDHRA PRADESH,PRAKASAM,ZARUGUMALLI,0,19,19,0,0,11,8,0,0,19
ANDHRA PRADESH,RANGA REDDY,BASHEERABAD,1,1,2,1,0,0,0,0,1,2
ANDHRA PRADESH,RANGA REDDY,DHARUR,0,12,12,0,12,0,0,0,0,12
ANDHRA PRADESH,RANGA REDDY,GHATKESAR,0,104,104,29,69,6,0,0,0,104
ANDHRA PRADESH,RANGA REDDY,HAYATHNAGAR,30,167,197,164,29,4,0,0,0,197
ANDHRA PRADESH,RANGA REDDY,RAJENDRANAGAR,0,25,25,0,24,1,0,0,0,25
ANDHRA PRADESH,RANGA REDDY,UPPAL,0,156,156,86,69,0,1,0,0,156
ANDHRA PRADESH,SRIKAKULUM,BHAMINI,0,3,3,0,2,1,0,0,0,3
ANDHRA PRADESH,SRIKAKULUM,ETCHERLA,0,4,4,0,3,1,0,0,0,4
ANDHRA PRADESH,SRIKAKULUM,GARA,17,0,17,13,4,0,0,0,0,17
ANDHRA PRADESH,SRIKAKULUM,KOTTURU,2,0,2,0,2,0,0,0,0,2
ANDHRA PRADESH,SRIKAKULUM,MANDASA,0,1,1,0,1,0,0,0,0,1
ANDHRA PRADESH,SRIKAKULUM,PALAKONDA,0,1,1,0,0,1,0,0,0,1
ANDHRA PRADESH,SRIKAKULUM,SARAVAKOTA,1,0,1,0,0,0,1,0,0,1
ANDHRA PRADESH,SRIKAKULUM,SEETHAMPETA,0,10,10,0,8,2,0,0,0,10
ANDHRA PRADESH,SRIKAKULUM,SOMPETA,0,3,3,2,0,1,0,0,0,3
ANDHRA PRADESH,SRIKAKULUM,VANGARA,1,1,2,0,0,0,2,0,0,2
ANDHRA PRADESH,VIJAYA NAGARAM,BOBBILI,0,10,10,8,2,0,0,0,0,10
ANDHRA PRADESH,VIJAYA NAGARAM,DENKADA,1,1,2,0,1,1,0,0,0,2
ANDHRA PRADESH,VIJAYA NAGARAM,GAJAPATHINAGARAM,0,2,2,0,0,0,0,2,0,2
ANDHRA PRADESH,VIJAYA NAGARAM,GARIVIDI,0,3,3,0,0,2,0,0,1,3
ANDHRA PRADESH,VIJAYA NAGARAM,GUMMALAKSHMIPURAM,0,4,4,0,4,0,0,0,0,4
ANDHRA PRADESH,VIJAYA NAGARAM,KURUPAM,0,4,4,0,4,0,0,0,0,4
ANDHRA PRADESH,VIJAYA NAGARAM,MAKKUVA,2,5,7,2,5,0,0,0,0,7
ANDHRA PRADESH,VIJAYA NAGARAM,MERAKAMUDIDAM,0,2,2,1,0,1,0,0,0,2
ANDHRA PRADESH,VIJAYA NAGARAM,NELLIMARLA,0,1,1,0,0,1,0,0,0,1
ANDHRA PRADESH,VIJAYA NAGARAM,PUSAPATIREGA,1,5,6,0,2,4,0,0,0,6
ANDHRA PRADESH,VIJAYA NAGARAM,RAMABHADRAPURAM,0,2,2,0,2,0,0,0,0,2
ANDHRA PRADESH,VIJAYA NAGARAM,SALUR,3,6,9,2,3,4,0,0,0,9
ANDHRA PRADESH,VIJAYA NAGARAM,SEETHANAGARAM,35,64,99,3,15,81,0,0,0,99
ANDHRA PRADESH,VIJAYA NAGARAM,SRUNGAVARAPUKOTA,0,1,1,0,0,1,0,0,0,1
ANDHRA PRADESH,VISAKHAPATNAM,ANAKAPALLE,0,1,1,0,1,0,0,0,0,1
ANDHRA PRADESH,VISAKHAPATNAM,ARAKU VALLEY,0,3,3,0,2,1,0,0,0,3
ANDHRA PRADESH,VISAKHAPATNAM,DEVARAPALLE,0,4,4,0,0,4,0,0,0,4
ANDHRA PRADESH,VISAKHAPATNAM,DUMBRIGUDA,0,2,2,0,0,2,0,0,0,2
ANDHRA PRADESH,VISAKHAPATNAM,HUKUMPETA,0,9,9,0,9,0,0,0,0,9
ANDHRA PRADESH,VISAKHAPATNAM,MADUGULA,0,3,3,1,2,0,0,0,0,3
ANDHRA PRADESH,VISAKHAPATNAM,MUNAGAPAKA,0,26,26,5,18,3,0,0,0,26
ANDHRA PRADESH,VISAKHAPATNAM,PAYAKARAOPETA,0,1,1,0,0,1,0,0,0,1
ANDHRA PRADESH,WARANGAL,BHUPALPALLE,0,1,1,0,1,0,0,0,0,1
ANDHRA PRADESH,WARANGAL,CHENNARAOPET,0,1,1,0,0,1,0,0,0,1
ANDHRA PRADESH,WARANGAL,DORNAKAL,0,16,16,3,13,0,0,0,0,16
ANDHRA PRADESH,WARANGAL,GOVINDARAOPET,2,306,308,64,226,18,0,0,0,308
ANDHRA PRADESH,WARANGAL,GUDUR,0,16,16,1,15,0,0,0,0,16
ANDHRA PRADESH,WARANGAL,KODAKANDLA,0,1,1,0,0,1,0,0,0,1
ANDHRA PRADESH,WARANGAL,KOTHAGUDEM,0,83,83,45,37,0,1,0,0,83
ANDHRA PRADESH,WARANGAL,MANGAPET,0,11,11,0,11,0,0,0,0,11
ANDHRA PRADESH,WARANGAL,MULUG,0,130,130,57,59,14,0,0,0,130
ANDHRA PRADESH,WARANGAL,TADVAI,0,23,23,16,7,0,0,0,0,23
ANDHRA PRADESH,WARANGAL,THORRUR,0,19,19,19,0,0,0,0,0,19
ANDHRA PRADESH,WEST GODAVARI,CHAGALLU,1,63,64,1,27,36,0,0,0,64
ANDHRA PRADESH,WEST GODAVARI,DENDULURU,2,0,2,0,0,0,1,1,0,2
ANDHRA PRADESH,WEST GODAVARI,ELURU,19,0,19,0,9,10,0,0,0,19
ANDHRA PRADESH,WEST GODAVARI,KOVVUR,1,0,1,0,1,0,0,0,0,1
ANDHRA PRADESH,WEST GODAVARI,NIDADAVOLE,7,1,8,0,0,0,0,0,8,8
ANDHRA PRADESH,WEST GODAVARI,PEDAPADU,8,0,8,0,0,3,4,1,0,8
ANDHRA PRADESH,WEST GODAVARI,PENTAPADU,1,0,1,0,0,0,0,1,0,1
ANDHRA PRADESH,WEST GODAVARI,PERAVALI,0,3,3,0,0,0,0,3,0,3
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,0,25,25,0,7,9,8,1,0,25
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,0,1,1,0,0,1,0,0,0,1
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,0,13,13,0,13,0,0,0,0,13
ASSAM,BARPETA,BAJALI,0,28,28,4,24,0,0,0,0,28
ASSAM,BARPETA,BARPETA,0,38,38,28,10,0,0,0,0,38
ASSAM,BARPETA,BHAWANIPUR,0,10,10,1,9,0,0,0,0,10
ASSAM,BARPETA,CHENGA,0,2,2,2,0,0,0,0,0,2
ASSAM,BARPETA,GOBARDHANA,0,37,37,26,11,0,0,0,0,37
ASSAM,BARPETA,JALAH,0,46,46,42,4,0,0,0,0,46
ASSAM,BARPETA,MANDIA,0,57,57,15,42,0,0,0,0,57
ASSAM,BARPETA,RUPSI,0,46,46,19,27,0,0,0,0,46
ASSAM,BONGAIGAON,BOITAMARI,0,45,45,2,43,0,0,0,0,45
ASSAM,BONGAIGAON,BOROBAZAR,0,59,59,37,22,0,0,0,0,59
ASSAM,BONGAIGAON,MANIKPUR,0,18,18,15,3,0,0,0,0,18
ASSAM,BONGAIGAON,SIDLI-CHIRANG,0,11,11,1,9,1,0,0,0,11
ASSAM,BONGAIGAON,SRIJANGRAM,0,3,3,0,2,1,0,0,0,3
ASSAM,CACHAR,KATIGORA,0,10,10,3,7,0,0,0,0,10
ASSAM,CACHAR,RAJABAZAR,0,3,3,2,1,0,0,0,0,3
ASSAM,CACHAR,SALCHAPRA,0,12,12,1,11,0,0,0,0,12
ASSAM,CACHAR,SONAI,0,17,17,9,8,0,0,0,0,17
ASSAM,CACHAR,UDARBOND,0,20,20,0,20,0,0,0,0,20
ASSAM,DARRANG,DALGAON SIALMARI,0,94,94,10,84,0,0,0,0,94
ASSAM,DARRANG,KALAIGAON,0,61,61,10,51,0,0,0,0,61
ASSAM,DARRANG,KHAIRABARI,0,91,91,61,30,0,0,0,0,91
ASSAM,DARRANG,MAZBAT,0,68,68,6,62,0,0,0,0,68
ASSAM,DARRANG,SIPAJHAR,0,188,188,9,178,1,0,0,0,188
ASSAM,DARRANG,UDALGURI,0,42,42,17,25,0,0,0,0,42
ASSAM,DHEMAJI,BORDOLONI,0,79,79,62,17,0,0,0,0,79
ASSAM,DHEMAJI,DHEMAJI,0,58,58,53,5,0,0,0,0,58
ASSAM,DHEMAJI,MURKONGSELLECK,0,6,6,1,4,1,0,0,0,6
ASSAM,DHUBRI,AGAMONI,0,5,5,1,4,0,0,0,0,5
ASSAM,DHUBRI,BILASIPARA,0,39,39,19,19,1,0,0,0,39
ASSAM,DHUBRI,CHAPAR SALKOCHA,0,6,6,4,2,0,0,0,0,6
ASSAM,DHUBRI,GAURIPUR,0,16,16,0,15,1,0,0,0,16
ASSAM,DHUBRI,GOLOKGANJ,0,18,18,5,11,2,0,0,0,18
ASSAM,DHUBRI,MANKACHAR,0,3,3,3,0,0,0,0,0,3
ASSAM,DHUBRI,SOUTH SALMARA,0,8,8,7,1,0,0,0,0,8
ASSAM,DIBRUGARH,BARBARUAH,0,80,80,2,78,0,0,0,0,80
ASSAM,DIBRUGARH,JOYPUR,0,50,50,2,48,0,0,0,0,50
ASSAM,DIBRUGARH,KHOWANG,0,152,152,149,3,0,0,0,0,152
ASSAM,DIBRUGARH,LAHOWAL,0,35,35,34,1,0,0,0,0,35
ASSAM,DIBRUGARH,TENGAKHAT,0,73,73,72,1,0,0,0,0,73
ASSAM,GOALPARA,BALIJANA,0,132,132,28,104,0,0,0,0,132
ASSAM,GOALPARA,DUDHNOI,0,190,190,60,130,0,0,0,0,190
ASSAM,GOALPARA,LAKHIPUR,0,84,84,41,43,0,0,0,0,84
ASSAM,GOALPARA,MATIA,0,77,77,28,49,0,0,0,0,77
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,0,72,72,69,3,0,0,0,0,72
ASSAM,GOLAGHAT,GOLAGHAT EAST,0,29,29,9,20,0,0,0,0,29
ASSAM,GOLAGHAT,GOLAGHAT NORTH,0,1,1,0,1,0,0,0,0,1
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,0,186,186,30,146,10,0,0,0,186
ASSAM,GOLAGHAT,GOLAGHAT WEST,0,17,17,10,7,0,0,0,0,17
ASSAM,GOLAGHAT,GOMARIGURI,0,52,52,28,24,0,0,0,0,52
ASSAM,HAILAKANDI,HAILAKANDI,0,5,5,0,5,0,0,0,0,5
ASSAM,HAILAKANDI,KATLICHARA,0,2,2,0,2,0,0,0,0,2
ASSAM,HAILAKANDI,LALA,0,10,10,1,9,0,0,0,0,10
ASSAM,JORHAT,JORHAT,0,165,165,53,112,0,0,0,0,165
ASSAM,JORHAT,JORHAT CENTRAL,0,240,240,36,201,3,0,0,0,240
ASSAM,JORHAT,JORHAT EAST,0,202,202,15,118,69,0,0,0,202
ASSAM,JORHAT,MAJULI,0,349,349,95,246,8,0,0,0,349
ASSAM,JORHAT,NORTH WEST JORHAT,0,89,89,51,35,3,0,0,0,89
ASSAM,JORHAT,TITABOR,0,270,270,79,191,0,0,0,0,270
ASSAM,KAMRUP,BOKO BANGAON,0,112,112,75,33,4,0,0,0,112
ASSAM,KAMRUP,CHAMARIA,0,43,43,40,3,0,0,0,0,43
ASSAM,KAMRUP,CHANDRAPUR,0,7,7,0,7,0,0,0,0,7
ASSAM,KAMRUP,CHHAYGAON,0,36,36,21,15,0,0,0,0,36
ASSAM,KAMRUP,DIMORIA,0,389,389,4,315,70,0,0,0,389
ASSAM,KAMRUP,HAJO,0,24,24,17,7,0,0,0,0,24
ASSAM,KAMRUP,KAMALPUR,0,58,58,57,1,0,0,0,0,58
ASSAM,KAMRUP,KARARA,0,11,11,10,1,0,0,0,0,11
ASSAM,KAMRUP,RAMPUR,0,24,24,3,21,0,0,0,0,24
ASSAM,KAMRUP,RANGIA,0,40,40,29,11,0,0,0,0,40
ASSAM,KAMRUP,RANI,0,3,3,0,3,0,0,0,0,3
ASSAM,KARBI ANGLONG,BOKAJAN,0,6,6,1,5,0,0,0,0,6
ASSAM,KARBI ANGLONG,HOWRAGHAT,0,1,1,0,0,1,0,0,0,1
ASSAM,KARBI ANGLONG,LUMBAJONG,0,19,19,10,6,2,1,0,0,19
ASSAM,KARBI ANGLONG,RONGKHONG,0,22,22,3,16,3,0,0,0,22
ASSAM,KARIMGANJ,BADARPUR,0,1,1,0,1,0,0,0,0,1
ASSAM,KARIMGANJ,NORTH KARIMGANJ,0,1,1,0,1,0,0,0,0,1
ASSAM,KARIMGANJ,PATHARKANDI,0,7,7,3,4,0,0,0,0,7
ASSAM,KARIMGANJ,RAMKRISHNA NAGAR,0,9,9,5,4,0,0,0,0,9
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,0,6,6,1,5,0,0,0,0,6
ASSAM,KOKRAJHAR,DOTOMA,0,16,16,12,4,0,0,0,0,16
ASSAM,KOKRAJHAR,GOSSAIGAON,0,5,5,4,1,0,0,0,0,5
ASSAM,KOKRAJHAR,KACHUGAON,0,38,38,30,8,0,0,0,0,38
ASSAM,KOKRAJHAR,KOKRAJHAR,0,58,58,55,3,0,0,0,0,58
ASSAM,KOKRAJHAR,SIDLI CHIRANG (PART),0,2,2,1,1,0,0,0,0,2
ASSAM,LAKHIMPUR,BIHPURIA,0,12,12,12,0,0,0,0,0,12
ASSAM,LAKHIMPUR,BORDALANI,0,6,6,6,0,0,0,0,0,6
ASSAM,LAKHIMPUR,DHAKUAKHANA,0,24,24,23,1,0,0,0,0,24
ASSAM,LAKHIMPUR,LAKHIMPUR,0,52,52,51,1,0,0,0,0,52
ASSAM,LAKHIMPUR,NARAYANPUR,0,24,24,24,0,0,0,0,0,24
ASSAM,LAKHIMPUR,NOWBOICHA,0,35,35,24,11,0,0,0,0,35
ASSAM,MARIGAON,BHURBANDHA,0,76,76,53,23,0,0,0,0,76
ASSAM,MARIGAON,KAPILI,0,22,22,16,6,0,0,0,0,22
ASSAM,MARIGAON,LAHARIGHAT,0,215,215,205,9,1,0,0,0,215
ASSAM,MARIGAON,MAYONG,0,154,154,103,51,0,0,0,0,154
ASSAM,NAGAON,BATADRAVA,0,55,55,11,44,0,0,0,0,55
ASSAM,NAGAON,JUGIJAN,0,109,109,90,19,0,0,0,0,109
ASSAM,NAGAON,JURIA,0,145,145,67,78,0,0,0,0,145
ASSAM,NAGAON,KALIABOR,0,198,198,178,19,1,0,0,0,198
ASSAM,NAGAON,KAPILI,0,104,104,99,5,0,0,0,0,104
ASSAM,NAGAON,KAPILI PT.I,0,315,315,293,18,4,0,0,0,315
ASSAM,NAGAON,KATHIATOLI,0,540,540,394,144,2,0,0,0,540
ASSAM,NAGAON,KHAGARIJAN,0,138,138,114,24,0,0,0,0,138
ASSAM,NAGAON,LANKA,0,220,220,192,28,0,0,0,0,220
ASSAM,NAGAON,LAOKHOWA,0,82,82,63,19,0,0,0,0,82
ASSAM,NAGAON,RUPAHI,0,60,60,41,19,0,0,0,0,60
ASSAM,NALBARI,BARIGOG BANBHAG,0,40,40,18,22,0,0,0,0,40
ASSAM,NALBARI,BARKHETRI,0,14,14,0,14,0,0,0,0,14
ASSAM,NALBARI,BASKA,0,28,28,14,14,0,0,0,0,28
ASSAM,NALBARI,PASCHIM NALBARI,0,25,25,19,6,0,0,0,0,25
ASSAM,NALBARI,PUB NALBARI,0,54,54,35,19,0,0,0,0,54
ASSAM,NALBARI,TAMULPUR,0,29,29,14,15,0,0,0,0,29
ASSAM,NALBARI,TIHU BARAMA,0,36,36,15,21,0,0,0,0,36
ASSAM,NORTH CACHAR HILLS,DIYANG VALLEY,0,5,5,0,5,0,0,0,0,5
ASSAM,NORTH CACHAR HILLS,HARANGAJAW,0,1,1,0,1,0,0,0,0,1
ASSAM,SIBSAGAR,AMGURI,0,10,10,6,4,0,0,0,0,10
ASSAM,SIBSAGAR,DEMOW,0,131,131,34,97,0,0,0,0,131
ASSAM,SIBSAGAR,NAZIRA,0,32,32,32,0,0,0,0,0,32
ASSAM,SIBSAGAR,SAPEKHATI,0,220,220,2,218,0,0,0,0,220
ASSAM,SIBSAGAR,SIBSAGAR,0,5,5,1,4,0,0,0,0,5
ASSAM,SIBSAGAR,SONARI,0,224,224,13,211,0,0,0,0,224
ASSAM,SONITPUR,BALIPARA,0,54,54,43,11,0,0,0,0,54
ASSAM,SONITPUR,BEHALI,0,24,24,17,7,0,0,0,0,24
ASSAM,SONITPUR,BISWANATH,0,48,48,47,0,0,1,0,0,48
ASSAM,SONITPUR,CHAIDUAR,0,180,180,138,39,3,0,0,0,180
ASSAM,SONITPUR,DHEKIAJULI,0,54,54,11,43,0,0,0,0,54
ASSAM,SONITPUR,GABHORU,0,9,9,2,7,0,0,0,0,9
ASSAM,SONITPUR,NADUAR,0,172,172,165,7,0,0,0,0,172
ASSAM,TINSUKIA,HAPJAN,0,22,22,0,22,0,0,0,0,22
ASSAM,TINSUKIA,KAKOPATHAR,0,47,47,14,33,0,0,0,0,47
ASSAM,TINSUKIA,MARGHERITA,0,77,77,68,8,0,1,0,0,77
ASSAM,TINSUKIA,SADIYA,0,239,239,219,20,0,0,0,0,239
BIHAR,ARARIA,BHARGAMA,0,4,4,0,0,4,0,0,0,4
BIHAR,ARARIA,FORBESGANJ,0,3,3,0,0,3,0,0,0,3
BIHAR,ARARIA,JOKIHAT,0,1,1,0,0,1,0,0,0,1
BIHAR,ARARIA,PALASI,0,1,1,0,0,1,0,0,0,1
BIHAR,AURANGABAD,AURANGABAD,0,1,1,0,0,1,0,0,0,1
BIHAR,AURANGABAD,BARUN,0,6,6,6,0,0,0,0,0,6
BIHAR,AURANGABAD,GOH,0,4,4,0,0,4,0,0,0,4
BIHAR,AURANGABAD,HASPURA,0,4,4,0,0,4,0,0,0,4
BIHAR,AURANGABAD,KUTUMBA,0,1,1,1,0,0,0,0,0,1
BIHAR,AURANGABAD,NABINAGAR,0,4,4,0,0,3,1,0,0,4
BIHAR,AURANGABAD,OBRA,6,12,18,1,16,1,0,0,0,18
BIHAR,AURANGABAD,RAFIGANJ,2,17,19,14,5,0,0,0,0,19
BIHAR,BANKA,AMARPUR,0,10,10,9,0,0,1,0,0,10
BIHAR,BANKA,BANKA,1,1,2,0,1,1,0,0,0,2
BIHAR,BANKA,BAUSI,0,23,23,16,7,0,0,0,0,23
BIHAR,BANKA,CHANAN,0,35,35,25,8,2,0,0,0,35
BIHAR,BANKA,DHURAIYA,0,10,10,4,6,0,0,0,0,10
BIHAR,BANKA,KATORIA,0,66,66,35,27,4,0,0,0,66
BIHAR,BANKA,SAMBHUGANJ,0,1,1,0,0,0,1,0,0,1
BIHAR,BEGUSARAI,BACHHAWARA,0,3,3,0,2,1,0,0,0,3
BIHAR,BEGUSARAI,BAKHARI,1,0,1,0,0,1,0,0,0,1
BIHAR,BEGUSARAI,BEGUSARAI,0,14,14,0,9,5,0,0,0,14
BIHAR,BEGUSARAI,BHAGAWANPUR,0,7,7,0,5,2,0,0,0,7
BIHAR,BEGUSARAI,BIRPUR,0,5,5,1,4,0,0,0,0,5
BIHAR,BEGUSARAI,CHERIA BARIARPUR,0,9,9,0,2,6,1,0,0,9
BIHAR,BEGUSARAI,DANDARI,0,3,3,0,0,3,0,0,0,3
BIHAR,BEGUSARAI,GARHPURA,0,6,6,0,5,1,0,0,0,6
BIHAR,BEGUSARAI,KHUDABANDPUR,0,6,6,0,4,2,0,0,0,6
BIHAR,BEGUSARAI,MANSURCHAK,3,0,3,0,3,0,0,0,0,3
BIHAR,BEGUSARAI,NAOKHOTHI,0,3,3,0,3,0,0,0,0,3
BIHAR,BHABUA,ADHAURA,0,2,2,2,0,0,0,0,0,2
BIHAR,BHABUA,BHABUA,0,24,24,0,24,0,0,0,0,24
BIHAR,BHABUA,BHAGWANPUR,0,1,1,0,1,0,0,0,0,1
BIHAR,BHABUA,CHAINPUR,0,13,13,13,0,0,0,0,0,13
BIHAR,BHABUA,CHAND,0,4,4,2,1,0,0,1,0,4
BIHAR,BHABUA,DURGAWATI,0,6,6,0,1,5,0,0,0,6
BIHAR,BHABUA,KUDRA,7,2,9,0,6,3,0,0,0,9
BIHAR,BHABUA,MOHANIA,0,1,1,0,0,1,0,0,0,1
BIHAR,BHABUA,RAMGAR,0,1,1,0,1,0,0,0,0,1
BIHAR,BHAGALPUR,JAGDISHPUR,0,5,5,0,0,0,4,1,0,5
BIHAR,BHAGALPUR,KAHALGAON,0,1,1,0,0,1,0,0,0,1
BIHAR,BHAGALPUR,KHARIK,0,5,5,0,0,5,0,0,0,5
BIHAR,BHAGALPUR,NATHNAGAR,0,6,6,0,6,0,0,0,0,6
BIHAR,BHAGALPUR,NAUGACHHIA,0,7,7,0,5,2,0,0,0,7
BIHAR,BHAGALPUR,PIRPAINTI,0,30,30,3,27,0,0,0,0,30
BIHAR,BHAGALPUR,RANGRACHOWK,0,1,1,0,1,0,0,0,0,1
BIHAR,BHAGALPUR,SABOUR,0,5,5,0,5,0,0,0,0,5
BIHAR,BHAGALPUR,SHAHKUND,3,30,33,4,29,0,0,0,0,33
BIHAR,BHAGALPUR,SONHAULLA,2,112,114,21,65,28,0,0,0,114
BIHAR,BHAGALPUR,SULTANGANJ,0,31,31,1,27,3,0,0,0,31
BIHAR,BHOJPUR,AGIAON,4,1,5,0,0,5,0,0,0,5
BIHAR,BHOJPUR,ARRAHSADAR,0,3,3,0,1,2,0,0,0,3
BIHAR,BHOJPUR,BARBARA,0,1,1,0,0,1,0,0,0,1
BIHAR,BHOJPUR,BEHIA,0,1,1,0,0,1,0,0,0,1
BIHAR,BHOJPUR,GARHANI,0,3,3,0,1,2,0,0,0,3
BIHAR,BHOJPUR,KOILWAR,0,1,1,0,0,0,1,0,0,1
BIHAR,BHOJPUR,SAHAR,2,0,2,0,2,0,0,0,0,2
BIHAR,BHOJPUR,SAHPUR,0,3,3,0,3,0,0,0,0,3
