-----
{
 "description": "The table refers to Block wise Distribution of Shallow Tubewells by type. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Shallow Tubewells by type", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.5.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Shallow tubewell,Point,Borewell,Others,Total
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,369,109,100,6,584
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,615,27,179,150,971
BIHAR,ROHTAS(SASARAM),CHENARI,266,0,57,0,323
BIHAR,ROHTAS(SASARAM),DAWATH,597,0,0,0,597
BIHAR,ROHTAS(SASARAM),DEHRI,1972,2,0,0,1974
BIHAR,ROHTAS(SASARAM),DINARA,1306,56,300,0,1662
BIHAR,ROHTAS(SASARAM),KARAKAT,914,63,8,0,985
BIHAR,ROHTAS(SASARAM),KARGAHAR,3261,8,6,0,3275
BIHAR,ROHTAS(SASARAM),KOCHAS,2254,12,551,0,2817
BIHAR,ROHTAS(SASARAM),NASRIGANJ,236,7,225,0,468
BIHAR,ROHTAS(SASARAM),NAUHATTA,113,0,6,4,123
BIHAR,ROHTAS(SASARAM),NOKHA,563,0,6,1,570
BIHAR,ROHTAS(SASARAM),RAJPUR,303,0,113,1,417
BIHAR,ROHTAS(SASARAM),ROHTAS,732,0,50,0,782
BIHAR,ROHTAS(SASARAM),SANJHAULI,342,0,27,1,370
BIHAR,ROHTAS(SASARAM),SASARAM,883,0,170,4,1057
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,878,1,63,0,942
BIHAR,ROHTAS(SASARAM),SURAJPURA,503,0,1,0,504
BIHAR,ROHTAS(SASARAM),TILOUTTHU,2462,2,0,0,2464
BIHAR,SAHARSA,BANMA ITAHARI,560,0,0,0,560
BIHAR,SAHARSA,KAHARA,428,311,0,123,862
BIHAR,SAHARSA,MAHISHI,827,1,62,2,892
BIHAR,SAHARSA,NAUHATTA,1327,1,148,0,1476
BIHAR,SAHARSA,PATARGHAT,1374,0,0,0,1374
BIHAR,SAHARSA,SALKHUA,1112,0,0,0,1112
BIHAR,SAHARSA,SATTAR KATTAIYA,1062,0,0,0,1062
BIHAR,SAHARSA,SAUR BAZAR,2257,0,1,0,2258
BIHAR,SAHARSA,SIMRI BAKHTIARPUR,805,0,0,0,805
BIHAR,SAHARSA,SONBARSA,1290,0,93,0,1383
BIHAR,SAMASTIPUR,BIBHUTIPUR,3062,57,1,0,3120
BIHAR,SAMASTIPUR,BITHAN,948,166,0,0,1114
BIHAR,SAMASTIPUR,DALSINGHSARAI,1609,0,0,3,1612
BIHAR,SAMASTIPUR,HASANPUR,1544,1,0,0,1545
BIHAR,SAMASTIPUR,KALYANPUR,3329,62,9,7,3407
BIHAR,SAMASTIPUR,KHANPUR,1353,9,0,1,1363
BIHAR,SAMASTIPUR,MOHANPUR,417,0,0,0,417
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,1332,0,2,1,1335
BIHAR,SAMASTIPUR,MORWA,1400,1,19,0,1420
BIHAR,SAMASTIPUR,PATORI,713,21,0,0,734
BIHAR,SAMASTIPUR,PUSA,824,34,0,0,858
BIHAR,SAMASTIPUR,ROSERA,1103,54,0,0,1157
BIHAR,SAMASTIPUR,SAMASTIPUR,1537,7,5,1,1550
BIHAR,SAMASTIPUR,SARAIRANJAN,2360,4,1,1,2366
BIHAR,SAMASTIPUR,SHIVAJINAGAR,1557,0,1,3,1561
BIHAR,SAMASTIPUR,SINGHIA,1336,0,0,0,1336
BIHAR,SAMASTIPUR,TAJPUR,1444,120,7,0,1571
BIHAR,SAMASTIPUR,UJIYARPUR,2335,2,0,0,2337
BIHAR,SAMASTIPUR,VIDHYAPATINAGAR,1346,0,0,0,1346
BIHAR,SAMASTIPUR,WARISHNAGAR,1276,0,1,4,1281
BIHAR,SARAN,AMNAUR,56,0,0,0,56
BIHAR,SARAN,BANIYAPUR,1785,2,18,0,1805
BIHAR,SARAN,DARIYAPUR,2503,1,2,1,2507
BIHAR,SARAN,DIGHWARA,890,1,1,0,892
BIHAR,SARAN,EKMA,2159,1,1,0,2161
BIHAR,SARAN,GARKHA,1646,14,0,9,1669
BIHAR,SARAN,ISHUAPUR,1367,3,0,0,1370
BIHAR,SARAN,JALAPUR,1127,35,6,30,1198
BIHAR,SARAN,LAHLADPUR,545,0,0,0,545
BIHAR,SARAN,MAKER,229,0,3,23,255
BIHAR,SARAN,MANJHI,56,0,0,0,56
BIHAR,SARAN,MARAURAH,1939,0,0,138,2077
BIHAR,SARAN,MASHRAKH,1259,0,0,0,1259
BIHAR,SARAN,NAGRA,790,0,0,0,790
BIHAR,SARAN,PANAPUR,980,0,0,1,981
BIHAR,SARAN,PARSA,1708,0,0,1,1709
BIHAR,SARAN,REVILGANJ,771,3,0,0,774
BIHAR,SARAN,SADAR,1111,0,0,0,1111
BIHAR,SARAN,SONPUR,509,0,0,0,509
BIHAR,SARAN,TRAIYA,1285,0,0,3,1288
BIHAR,SHEKHPURA,ARIYARI,1427,0,52,13,1492
BIHAR,SHEKHPURA,BARBIGHA,1188,0,65,1,1254
BIHAR,SHEKHPURA,CHEWARA,528,0,1,0,529
BIHAR,SHEKHPURA,GHAT KUSUMBHA,257,0,0,0,257
BIHAR,SHEKHPURA,SHEKHOPURA SARAI,635,0,0,0,635
BIHAR,SHEKHPURA,SHEKHPURA,572,0,0,0,572
BIHAR,SHEOHAR,DUMRI KATSARI,1169,0,0,0,1169
BIHAR,SHEOHAR,PIPRAHARI,973,2,0,0,975
BIHAR,SHEOHAR,PURNHIYA,463,0,58,0,521
BIHAR,SHEOHAR,SHEOHAR,1291,4,0,1,1296
BIHAR,SHEOHAR,TRIYANI,2268,0,2,2,2272
BIHAR,SITAMARHI,BAIRGANIA,934,2,0,0,936
BIHAR,SITAMARHI,BAJPATTI,1180,2,0,0,1182
BIHAR,SITAMARHI,BATHNAHA,2507,1,0,0,2508
BIHAR,SITAMARHI,BELSAND,1080,0,0,0,1080
BIHAR,SITAMARHI,BOKHRA,555,1,0,0,556
BIHAR,SITAMARHI,CHORAUT,7,5,0,0,12
BIHAR,SITAMARHI,DUMRA,1518,2,2,1,1523
BIHAR,SITAMARHI,MEJARGANJ,801,0,151,0,952
BIHAR,SITAMARHI,NANPUR,696,0,0,0,696
BIHAR,SITAMARHI,PARIHAR,1011,0,1,0,1012
BIHAR,SITAMARHI,PARSAUNI,825,0,2,1,828
BIHAR,SITAMARHI,PUPARI,536,2,3,1,542
BIHAR,SITAMARHI,RIGA,1393,2,0,0,1395
BIHAR,SITAMARHI,RUNNISAIDPUR,2510,0,35,2,2547
BIHAR,SITAMARHI,SONWARSA,1155,1,0,0,1156
BIHAR,SITAMARHI,SUPPI,1164,0,0,0,1164
BIHAR,SITAMARHI,SURSAND,214,0,0,0,214
BIHAR,SIWAN,ANDER,1189,1,6,3,1199
BIHAR,SIWAN,BARHARIA,2341,29,4,1,2375
BIHAR,SIWAN,BASANTPUR,699,5,1,0,705
BIHAR,SIWAN,BHAGWANPUR-HAT,1434,353,0,1,1788
BIHAR,SIWAN,DARAULI,1965,3,8,3,1979
BIHAR,SIWAN,DARAUNDHA,1644,3,4,0,1651
BIHAR,SIWAN,GOREAKOTHI,2173,1,126,0,2300
BIHAR,SIWAN,GUTHANI,1214,1,1,3,1219
BIHAR,SIWAN,HASANPURA,1269,2,1,0,1272
BIHAR,SIWAN,HUSSAINGANJ,1310,1,0,1,1312
BIHAR,SIWAN,JIRADEI,1331,6,1,0,1338
BIHAR,SIWAN,LAKRI NABIGANJ,1008,39,1,0,1048
BIHAR,SIWAN,MAHARAJGANJ,1737,37,0,1,1775
BIHAR,SIWAN,MAIRWA,993,2,0,0,995
BIHAR,SIWAN,NAUTAN,884,0,0,0,884
BIHAR,SIWAN,PACHRUKHI,1729,1,3,0,1733
BIHAR,SIWAN,RAGHUNATHPUR,1453,1,105,0,1559
BIHAR,SIWAN,SISWAN,1604,3,0,0,1607
BIHAR,SIWAN,SIWAN,1912,1,0,0,1913
BIHAR,SUPAUL,BASANTPUR,1849,0,4,0,1853
BIHAR,SUPAUL,CHHATAPUR,1942,161,103,37,2243
BIHAR,SUPAUL,KISHANPUR,757,33,268,0,1058
BIHAR,SUPAUL,MARAUNA,596,0,0,0,596
BIHAR,SUPAUL,NIRMALI,487,0,13,0,500
BIHAR,SUPAUL,PIPRA,2066,0,1,1,2068
BIHAR,SUPAUL,PRATAPGANJ,495,0,0,0,495
BIHAR,SUPAUL,RAGHOPUR,1115,0,0,0,1115
BIHAR,SUPAUL,SARAIGARH BHAPTIYAHI,697,0,0,0,697
BIHAR,SUPAUL,SUPAUL,1346,1,47,0,1394
BIHAR,SUPAUL,TRIVENIGANJ,2219,2,0,1,2222
BIHAR,VAISHALI,BHAGWANPUR,1439,3,0,0,1442
BIHAR,VAISHALI,BIDUPUR,1106,177,40,3,1326
BIHAR,VAISHALI,CHEHRAKALA,860,0,165,1,1026
BIHAR,VAISHALI,DESARI,515,126,0,1,642
BIHAR,VAISHALI,GORAUL,1487,144,1,0,1632
BIHAR,VAISHALI,HAJIPUR,2218,1,0,0,2219
BIHAR,VAISHALI,JANDAHA,2295,5,1,3,2304
BIHAR,VAISHALI,LALGANJ,1583,19,62,1,1665
BIHAR,VAISHALI,MAHNAR,937,2,0,0,939
BIHAR,VAISHALI,MAHUA,1918,0,0,75,1993
BIHAR,VAISHALI,PATEDHI BELSAR,625,0,0,0,625
BIHAR,VAISHALI,PATEPUR,3711,2,214,0,3927
BIHAR,VAISHALI,RAGHOPUR,1598,8,76,0,1682
BIHAR,VAISHALI,RAJAPAKAR,1194,107,0,0,1301
BIHAR,VAISHALI,SAHDEI BUZURG,969,34,2,0,1005
BIHAR,VAISHALI,VAISHALI,1451,1,83,4,1539
BIHAR,WEST CHAMPARAN,BAGAHA,1002,1,1,0,1004
BIHAR,WEST CHAMPARAN,BAIRIA,911,5,0,0,916
BIHAR,WEST CHAMPARAN,BETTIAH,183,0,0,0,183
BIHAR,WEST CHAMPARAN,BHITAHA,713,1,2,0,716
BIHAR,WEST CHAMPARAN,CHANPATIA,1084,12,42,36,1174
BIHAR,WEST CHAMPARAN,GAUNAHA,435,1,0,0,436
BIHAR,WEST CHAMPARAN,JOGAPATTI,1235,0,13,0,1248
BIHAR,WEST CHAMPARAN,LAURIA,1500,0,0,0,1500
BIHAR,WEST CHAMPARAN,MADHUBANI,755,0,0,0,755
BIHAR,WEST CHAMPARAN,MAINATAND,598,0,0,0,598
BIHAR,WEST CHAMPARAN,MAJHAULIA,2867,1,11,1,2880
BIHAR,WEST CHAMPARAN,NARKATIAGANJ,1277,17,9,2,1305
BIHAR,WEST CHAMPARAN,NAUTAN,1767,2,0,0,1769
BIHAR,WEST CHAMPARAN,PIPRASI,171,0,0,0,171
BIHAR,WEST CHAMPARAN,RAMNAGAR,833,136,2,0,971
BIHAR,WEST CHAMPARAN,SIDHAW,1076,0,1,1,1078
BIHAR,WEST CHAMPARAN,SIKTA,862,3,0,0,865
BIHAR,WEST CHAMPARAN,THAKRAHA,282,0,8,0,290
CHANDIGARH,UT CHANDIGARH,UT CHANDIGARH,132,0,0,0,132
CHHATTISGARH,BASTER,JAGDALPUR,732,12,46,337,1127
CHHATTISGARH,BASTER,KESHKAL,175,0,0,138,313
CHHATTISGARH,BASTER,KONDAGAON,238,0,0,32,270
CHHATTISGARH,BASTER,NARAYANPUR,178,0,0,171,349
CHHATTISGARH,BILASPUR,BELHA,746,2,111,1,860
CHHATTISGARH,BILASPUR,BILASPUR,3441,21,43,27,3532
CHHATTISGARH,BILASPUR,KOTA,541,0,6,12,559
CHHATTISGARH,BILASPUR,LORMI,928,3,16,0,947
CHHATTISGARH,BILASPUR,MASTURI,540,1,15,63,619
CHHATTISGARH,BILASPUR,MUNGELI,2267,1,76,45,2389
CHHATTISGARH,BILASPUR,PENDRA-ROAD,375,0,0,0,375
CHHATTISGARH,BILASPUR,TAKHATPUR,3845,3,255,9,4112
CHHATTISGARH,DANTEWADA,BEEJAPUR,1,0,0,1,2
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,0,0,0,13,13
CHHATTISGARH,DANTEWADA,DANTEVADA,4,0,1,1,6
CHHATTISGARH,DANTEWADA,KONTA,104,0,0,78,182
CHHATTISGARH,DHAMTARI,DHAMTARI,2587,142,1486,166,4381
CHHATTISGARH,DHAMTARI,KURUD,4311,38,194,126,4669
CHHATTISGARH,DHAMTARI,NAGARI,393,0,14,206,613
CHHATTISGARH,DURG,BALOD,1505,1,3,131,1640
CHHATTISGARH,DURG,BEMETARA,1217,3,78,174,1472
CHHATTISGARH,DURG,BERLA,29,0,2,1,32
CHHATTISGARH,DURG,DHMADHA,1186,2,278,30,1496
CHHATTISGARH,DURG,DONDILOHAR,360,3,0,71,434
CHHATTISGARH,DURG,DURG,540,11,140,9,700
CHHATTISGARH,DURG,GUNDERDEHI,1351,1,6,84,1442
CHHATTISGARH,DURG,GURUR,3452,3,4,29,3488
CHHATTISGARH,DURG,NAVAGARH,613,1,22,102,738
CHHATTISGARH,DURG,PATAN,2336,98,61,173,2668
CHHATTISGARH,DURG,SAJA,1038,2,166,230,1436
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,322,3,0,0,325
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,3431,8,14,9,3462
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,1537,0,49,2,1588
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,842,4,2,0,848
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,1758,1,26,1,1786
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,18,0,0,0,18
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,54,0,0,0,54
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,383,0,22,0,405
CHHATTISGARH,JASHPUR,BAGICHA,16,0,0,0,16
CHHATTISGARH,JASHPUR,KUNKURI,16,0,2,0,18
CHHATTISGARH,JASHPUR,PATHALGAON,62,0,0,0,62
CHHATTISGARH,KANKER,ANTAGAR,17,0,0,0,17
CHHATTISGARH,KANKER,BHANUPRATAPPUR,62,1,1,5,69
CHHATTISGARH,KANKER,CHARAMA,535,1,2,0,538
CHHATTISGARH,KANKER,KANKER,164,1,12,19,196
CHHATTISGARH,KANKER,NARHARPUR,139,0,0,0,139
CHHATTISGARH,KORBA,KARTALA,65,0,0,4,69
CHHATTISGARH,KORBA,KATGHORA,49,8,0,5,62
CHHATTISGARH,KORBA,KORBA,65,0,0,0,65
CHHATTISGARH,KORBA,PALI,7,0,0,0,7
CHHATTISGARH,KORIA,BAIKUNTHPUR,48,0,0,0,48
CHHATTISGARH,KORIA,BHARATPUR,14,0,1,0,15
CHHATTISGARH,KORIA,MANENDRAGARH,14,1,0,0,15
CHHATTISGARH,KVARDHA,KVARDHA,1413,0,180,166,1759
CHHATTISGARH,KVARDHA,PANDARIYA,1064,68,112,341,1585
CHHATTISGARH,MAHASAMUND,BASNA,738,1,43,98,880
CHHATTISGARH,MAHASAMUND,MAHASAMUND,2001,2,94,298,2395
CHHATTISGARH,MAHASAMUND,SARIYPALI,573,0,15,106,694
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,203,1,3,0,207
CHHATTISGARH,RAIGARH,GHARGODA,421,0,0,3,424
CHHATTISGARH,RAIGARH,KHARSIYA,1841,1,2,3,1847
CHHATTISGARH,RAIGARH,LAILUNGA,63,0,0,0,63
CHHATTISGARH,RAIGARH,RAIGARH,9370,2,8,2,9382
CHHATTISGARH,RAIGARH,SARANGARH,5124,1,128,5,5258
CHHATTISGARH,RAIPUR,ABHANPUR,1103,4,53,146,1306
CHHATTISGARH,RAIPUR,ARANG,767,98,18,58,941
CHHATTISGARH,RAIPUR,BHATAPARA,739,0,0,6,745
CHHATTISGARH,RAIPUR,BILAIGARH,264,0,2,210,476
CHHATTISGARH,RAIPUR,BLOUDABAJAR,217,1,1,38,257
CHHATTISGARH,RAIPUR,DEVBHOG,94,0,0,0,94
CHHATTISGARH,RAIPUR,GARIYABAND,282,4,28,2,316
CHHATTISGARH,RAIPUR,KASDOL,280,2,2,55,339
CHHATTISGARH,RAIPUR,PALARI,162,2,6,117,287
CHHATTISGARH,RAIPUR,RAIPUR,1309,0,34,44,1387
CHHATTISGARH,RAIPUR,RAJIM,194,0,2,9,205
CHHATTISGARH,RAIPUR,SIMGA,985,2,40,18,1045
CHHATTISGARH,RAIPUR,TILDA,963,1,71,59,1094
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,204,0,0,2,206
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,338,0,11,196,545
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,514,1,3,59,577
CHHATTISGARH,RAJNANDGAON,DONGAR GARH,114,2,5,2,123
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,129,0,2,1,132
CHHATTISGARH,RAJNANDGAON,MANPUR,24,0,0,0,24
CHHATTISGARH,RAJNANDGAON,MOHLA,6,0,0,1,7
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,354,1,19,48,422
CHHATTISGARH,SURGUJA,AMBIKAPUR,151,0,0,0,151
CHHATTISGARH,SURGUJA,LUNDRA,9,0,0,0,9
CHHATTISGARH,SURGUJA,PAL,9,0,0,0,9
CHHATTISGARH,SURGUJA,PRATAPPUR,50,0,0,0,50
CHHATTISGARH,SURGUJA,RAJPUR,64,0,0,0,64
CHHATTISGARH,SURGUJA,SAMRI,5,0,0,0,5
CHHATTISGARH,SURGUJA,SITAPUR,22,0,0,0,22
CHHATTISGARH,SURGUJA,SURAJPUR,555,1,1,0,557
DELHI,ALIPUR,ALIPUR,5895,8,10,2,5915
DELHI,NAJAFGARH,NAJAFGARH,3117,9,8,2,3136
DELHI,NANGLOI,NANGLOI,634,5,3,0,642
DELHI,SHADARA-NORTHEAST,SHADARA-NORTHEAST,144,0,0,0,144
DELHI,SHAHDARA-EAST,SHAHDARA-EAST,495,5,6,1,507
GOA,NORTH GOA,PONDA,0,0,5,0,5
GOA,NORTH GOA,SATTARI,4,0,5,0,9
GOA,SOUTH GOA,CANACONA,0,0,9,0,9
GOA,SOUTH GOA,MORMUGAO,1,0,0,0,1
GOA,SOUTH GOA,QUEPEM,0,0,1,0,1
GOA,SOUTH GOA,SANGUEM,0,0,5,0,5
GUJARAT,AHMEDABAD,BAVLA,228,3,10,10,251
GUJARAT,AHMEDABAD,DHOLKA,65,1,46,2,114
GUJARAT,AHMEDABAD,MANDAL,1,0,0,0,1
GUJARAT,AHMEDABAD,SANAND,36,43,33,10,122
GUJARAT,AHMEDABAD,VIRAMGAM,99,30,0,0,129
GUJARAT,AMRELI,AMRELI,7,0,0,0,7
GUJARAT,AMRELI,BABRA,24,289,150,0,463
GUJARAT,AMRELI,JAFRABAD,16,0,15,0,31
GUJARAT,AMRELI,KHAMBHA,5,0,0,0,5
GUJARAT,AMRELI,KUNKAVAV VADIA,2,0,0,0,2
GUJARAT,AMRELI,LILIA,59,129,2,0,190
GUJARAT,AMRELI,RAJULA,3,63,0,0,66
GUJARAT,AMRELI,SAVARKUNDLA,113,312,2,0,427
GUJARAT,ANAND,ANAND,20,0,40,761,821
GUJARAT,ANAND,ANKLAV,297,2,68,2,369
GUJARAT,ANAND,BORSAD,497,18,272,27,814
GUJARAT,ANAND,KHAMBHAT,10,0,0,0,10
GUJARAT,ANAND,PETLAD,11,0,1,615,627
GUJARAT,ANAND,SOJITRA,66,1,15,160,242
GUJARAT,ANAND,TARAPUR,63,2,35,21,121
GUJARAT,ANAND,UMRETH,86,0,0,597,683
GUJARAT,BANASKANTHA,BHABHAR,2,0,0,0,2
GUJARAT,BANASKANTHA,DANTA,26,0,0,0,26
GUJARAT,BANASKANTHA,DANTIWADA,287,1,58,0,346
GUJARAT,BANASKANTHA,DEESA,166,19,739,0,924
GUJARAT,BANASKANTHA,DEODAR,214,0,0,0,214
GUJARAT,BANASKANTHA,DHANERA,0,0,16,0,16
GUJARAT,BANASKANTHA,KANKAREJ,218,0,0,18,236
GUJARAT,BANASKANTHA,PALANPUR,632,1,4,42,679
GUJARAT,BANASKANTHA,THARAD,887,90,264,97,1338
GUJARAT,BANASKANTHA,VADAGAM,821,2,97,182,1102
GUJARAT,BANASKANTHA,WAV,53,6,8,0,67
GUJARAT,BHARUCH,ANKLESVAR,142,0,1,0,143
GUJARAT,BHARUCH,BHARUCH,138,1,6,0,145
GUJARAT,BHARUCH,JAMBUSAR,17,0,0,0,17
GUJARAT,BHARUCH,JHAGADIA,1337,5,11,0,1353
GUJARAT,BHARUCH,VALIA,1708,2,25,127,1862
GUJARAT,DAHOD,DOHAD,7,0,1,0,8
GUJARAT,GANDHINAGAR,DEHGAM,660,0,0,0,660
GUJARAT,KACHCHH,BHACHAU,9,7,36,0,52
GUJARAT,KACHCHH,BHUJ,24,0,126,2,152
GUJARAT,KACHCHH,LAKHPAT,5,0,0,0,5
GUJARAT,KACHCHH,MANDVI,444,134,149,15,742
GUJARAT,KACHCHH,MUNDRA,9,1,0,0,10
GUJARAT,KACHCHH,NAKHATRANA,311,7,175,3,496
GUJARAT,KACHCHH,RAPAR,5,0,0,0,5
GUJARAT,KHEDA,BALASINOR,38,2,564,1,605
GUJARAT,KHEDA,KAPADVANJ,84,4,1321,1,1410
GUJARAT,KHEDA,KATHLAL,309,1,147,1,458
GUJARAT,KHEDA,KHEDA,303,0,0,0,303
GUJARAT,KHEDA,MAHUDHA,218,0,0,0,218
GUJARAT,KHEDA,MATAR,297,0,0,0,297
GUJARAT,KHEDA,MEHMEDABAD,1193,0,0,0,1193
GUJARAT,KHEDA,NADIAD,1099,0,0,0,1099
GUJARAT,KHEDA,THASRA,262,0,19,0,281
GUJARAT,KHEDA,VIRPUR,474,6,23,37,540
GUJARAT,MEHSANA,KADI,614,23,0,0,637
GUJARAT,MEHSANA,MEHSANA,0,0,4,0,4
GUJARAT,MEHSANA,VIJAPUR,65,2,0,0,67
GUJARAT,NARMADA,DEDIAPADA,2,0,0,0,2
GUJARAT,NAVSARI,BANSDA,5,0,178,0,183
GUJARAT,NAVSARI,CHIKHLI,19,0,1187,0,1206
GUJARAT,NAVSARI,GANDEVI,1682,0,60,0,1742
GUJARAT,NAVSARI,JALALPORE,149,42,1007,0,1198
GUJARAT,NAVSARI,NAVSARI,64,4,734,0,802
GUJARAT,PANCHMAHAL,KHANPUR,2,1,149,0,152
GUJARAT,PANCHMAHAL,LUNAWADA,0,0,108,0,108
GUJARAT,PATAN,RADHANPUR,114,27,16,0,157
GUJARAT,PATAN,SAMI,13,0,3,0,16
GUJARAT,PATAN,SIDHPUR,10,0,4,0,14
GUJARAT,PORBANDAR,KUTIYANA,24,0,101,57,182
GUJARAT,PORBANDAR,PORBANDAR,292,0,15,0,307
GUJARAT,PORBANDAR,RANAVAV,321,0,60,2,383
GUJARAT,RAJKOT,DHORAJI,1,0,0,1,2
GUJARAT,RAJKOT,GONDAL,185,73,0,9,267
GUJARAT,RAJKOT,JAMKANDORNA,17,154,4,1,176
GUJARAT,RAJKOT,JASDAN,949,138,1,31,1119
GUJARAT,RAJKOT,JETPUR,0,130,2,2,134
GUJARAT,RAJKOT,LODHIKA,4,1,0,0,5
GUJARAT,RAJKOT,MALIYA,41,0,0,3,44
GUJARAT,RAJKOT,MORVI,5,17,2,5,29
GUJARAT,RAJKOT,RAJKOT,151,22,0,0,173
GUJARAT,RAJKOT,TANKARA,0,6,6,76,88
GUJARAT,RAJKOT,UPLETA,1,0,0,0,1
GUJARAT,RAJKOT,WANKANER,16,25,2,6,49
GUJARAT,SABARKANTHA,BAYAD,41,0,39,0,80
GUJARAT,SABARKANTHA,BHILODA,1835,6,212,0,2053
GUJARAT,SABARKANTHA,DHANSURA,74,0,0,6,80
GUJARAT,SABARKANTHA,HIMATNAGAR,690,0,214,0,904
GUJARAT,SABARKANTHA,KHEDBRAHMA,0,15,0,0,15
GUJARAT,SABARKANTHA,MALPUR,122,0,2,0,124
GUJARAT,SABARKANTHA,MODASA,214,0,50,1,265
GUJARAT,SABARKANTHA,PRANTIJ,631,0,131,0,762
GUJARAT,SABARKANTHA,TALOD,578,0,0,0,578
GUJARAT,SURAT,BARDOLI,1176,0,0,0,1176
GUJARAT,SURAT,CHORASI,1254,1,22,0,1277
GUJARAT,SURAT,KAMREJ,4153,0,0,0,4153
GUJARAT,SURAT,MAHUVA,753,1,0,2,756
GUJARAT,SURAT,MANDVI,699,1,0,0,700
GUJARAT,SURAT,MANGROL,203,11,1,0,215
GUJARAT,SURAT,NIZAR,268,0,7,0,275
GUJARAT,SURAT,OLPAD,550,0,0,0,550
GUJARAT,SURAT,PALSANA,1633,0,0,0,1633
GUJARAT,SURAT,SONGADH,220,0,0,0,220
GUJARAT,SURAT,UCHCHHAL,74,0,1,0,75
GUJARAT,SURAT,UMARPADA,23,0,0,0,23
GUJARAT,SURAT,VALOD,473,0,0,0,473
GUJARAT,SURAT,VYARA,356,1,0,0,357
GUJARAT,SURENDRANAGAR,CHOTILA,9,310,6,1,326
GUJARAT,SURENDRANAGAR,CHUDA,28,27,0,4,59
GUJARAT,SURENDRANAGAR,DASADA,51,4,98,0,153
GUJARAT,SURENDRANAGAR,DHRANGADHRA,11,15,39,0,65
GUJARAT,SURENDRANAGAR,HALVAD,77,24,10,8,119
GUJARAT,SURENDRANAGAR,LAKHTAR,16,0,1,0,17
GUJARAT,SURENDRANAGAR,LIMDI,11,0,0,0,11
GUJARAT,SURENDRANAGAR,MULI,38,53,9,4,104
GUJARAT,SURENDRANAGAR,SAYLA,15,207,1,0,223
GUJARAT,SURENDRANAGAR,WADHWAN,10,0,1,4,15
GUJARAT,VADODARA,DABHOI,337,0,34,1,372
GUJARAT,VADODARA,KARJAN,302,0,228,0,530
GUJARAT,VADODARA,KAVANT,0,0,4,0,4
GUJARAT,VADODARA,NASVADI,42,1,8,3,54
GUJARAT,VADODARA,PADARA,51,0,53,0,104
GUJARAT,VADODARA,SANKHEDA,202,0,9,14,225
GUJARAT,VADODARA,SAVLI,344,17,152,0,513
GUJARAT,VADODARA,SINOR,723,0,0,0,723
GUJARAT,VADODARA,VADODARA,103,0,21,0,124
GUJARAT,VADODARA,VAGHODIA,40,0,48,0,88
GUJARAT,VALSAD,PARDI,0,0,160,0,160
GUJARAT,VALSAD,UMBERGAON,9,0,156,0,165
GUJARAT,VALSAD,VALSAD,357,0,194,0,551
HARYANA,AMBALA,AMBALA,3974,14,14,119,4121
HARYANA,AMBALA,AMBALA-1,126,0,0,0,126
HARYANA,AMBALA,BARARA,2769,8,429,6,3212
HARYANA,AMBALA,NARAINGARH,3532,2,6,6,3546
HARYANA,AMBALA,SAHA,9,0,0,0,9
HARYANA,AMBALA,SHAHAZADPUR,2099,45,3,13,2160
HARYANA,BHIWANI,BADHRA,3768,1,29,392,4190
HARYANA,BHIWANI,BAWANI-KHERA,1329,310,112,255,2006
HARYANA,BHIWANI,BHIWANI,2604,345,149,319,3417
HARYANA,BHIWANI,DADRI-I,1799,39,281,354,2473
HARYANA,BHIWANI,DADRI-II,2458,4,16,252,2730
HARYANA,BHIWANI,KURU,700,23,83,502,1308
HARYANA,BHIWANI,LOHARU,2364,1,224,200,2789
HARYANA,BHIWANI,SIWANI,611,7,50,689,1357
HARYANA,BHIWANI,TOSHAM,568,91,54,527,1240
HARYANA,FARIDABAD,BALLABHGARH,4074,2,2,20,4098
HARYANA,FARIDABAD,FARIDABAD,3459,3,2,66,3530
HARYANA,FARIDABAD,HASSANPUR,1687,1,0,1,1689
