-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to horse power of lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.10.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.10.csv"
}
-----
State,District,Block,Horse Power (0-2),Horse Power (2 - 4),Horse Power (4 - 6),Horse Power (6 -8),Horse Power (8 - 10),Horse Power (Above 10),Unspecified,Total
UTTAR PRADESH,BAREILLY,RAM NAGAR,2,1,79,1039,1052,10,2,2185
UTTAR PRADESH,BAREILLY,RICHHA,56,10,127,2989,357,43,98,3680
UTTAR PRADESH,BAREILLY,SHERGARH,0,0,6,2083,74,15,12,2190
UTTAR PRADESH,BASTI,BAGHAULEE,21,4,128,1310,83,5,0,1551
UTTAR PRADESH,BASTI,BAHADUR PUR,39,36,398,2070,514,48,0,3105
UTTAR PRADESH,BASTI,BANKATI,24,19,547,2421,237,15,0,3263
UTTAR PRADESH,BASTI,BASTI SADAR,82,70,569,1352,308,91,0,2472
UTTAR PRADESH,BASTI,GAUR,74,9,139,1219,538,22,0,2001
UTTAR PRADESH,BASTI,HAISAR BAZAR,5,1,76,1601,388,3,0,2074
UTTAR PRADESH,BASTI,HARIYA,42,65,646,2769,657,54,0,4233
UTTAR PRADESH,BASTI,KAPTAN GANG,22,133,209,1628,897,5,0,2894
UTTAR PRADESH,BASTI,KHALILABAD,10,4,100,1745,291,4,0,2154
UTTAR PRADESH,BASTI,KUDRAHA,8,2,133,1027,136,18,0,1324
UTTAR PRADESH,BASTI,MENHDAWAL,8,3,61,765,66,1,0,904
UTTAR PRADESH,BASTI,NATHNAGAR,39,6,343,1129,296,13,0,1826
UTTAR PRADESH,BASTI,PARASRAMPUR,20,3,725,2215,560,0,0,3523
UTTAR PRADESH,BASTI,RAM NAGAR,16,1,20,498,92,13,0,640
UTTAR PRADESH,BASTI,RUDHOULI,0,1,679,3486,78,2,0,4246
UTTAR PRADESH,BASTI,SALTAUA GOPAL PUR,57,34,460,1687,294,117,0,2649
UTTAR PRADESH,BASTI,SAUGHAT,39,47,190,969,96,9,0,1350
UTTAR PRADESH,BASTI,SEMARIYAWAN,13,0,374,1378,136,9,0,1910
UTTAR PRADESH,BASTI,VIKRAM JOT,107,6,559,2501,947,12,0,4132
UTTAR PRADESH,BIJNOR,AFJAL GAR,16,5,658,3318,702,102,5,4806
UTTAR PRADESH,BIJNOR,AKKU NAHTOOR,31,20,1580,1722,849,104,5,4311
UTTAR PRADESH,BIJNOR,DHAMPUR,40,33,1074,4672,115,216,49,6199
UTTAR PRADESH,BIJNOR,HALDOOR,32,11,336,3242,1654,250,37,5562
UTTAR PRADESH,BIJNOR,JALILPUR,56,34,1874,5114,951,49,6,8084
UTTAR PRADESH,BIJNOR,KIRATPUR,18,1,140,1627,1439,78,1,3304
UTTAR PRADESH,BIJNOR,KOTWALI,21,10,375,3622,1609,79,7,5723
UTTAR PRADESH,BIJNOR,MEERPUR HEVMAL,36,2,408,1686,2926,199,10,5267
UTTAR PRADESH,BIJNOR,NAJIVABAD,30,3,134,1936,1323,114,5,3545
UTTAR PRADESH,BIJNOR,NOORPUR,52,35,1698,3485,2019,287,39,7615
UTTAR PRADESH,BIJNOR,SHIVHARA,26,16,681,4384,1255,125,8,6495
UTTAR PRADESH,BULANDSHAHR,ANUPSHAHR,48,3,885,1340,512,93,0,2881
UTTAR PRADESH,BULANDSHAHR,ARNIRYA,33,2,756,908,285,47,0,2031
UTTAR PRADESH,BULANDSHAHR,B.B. NAGAR,12,1,427,1946,196,17,0,2599
UTTAR PRADESH,BULANDSHAHR,BULANDSHAHR,0,8,1162,1462,145,9,0,2786
UTTAR PRADESH,BULANDSHAHR,DANKAOR,36,15,1461,2458,271,213,0,4454
UTTAR PRADESH,BULANDSHAHR,DANPUR,1,5,863,1319,98,106,0,2392
UTTAR PRADESH,BULANDSHAHR,DIBAI,3,8,1042,1952,250,108,0,3363
UTTAR PRADESH,BULANDSHAHR,GULAWATHI,0,4,1315,739,18,7,0,2083
UTTAR PRADESH,BULANDSHAHR,JAHAGIRABAD,8,6,427,959,138,17,0,1555
UTTAR PRADESH,BULANDSHAHR,JEWAR,0,0,2227,275,232,15,0,2749
UTTAR PRADESH,BULANDSHAHR,KHURJA,8,3,194,2795,323,16,0,3339
UTTAR PRADESH,BULANDSHAHR,LAKHAWATI,11,1,256,2136,306,9,0,2719
UTTAR PRADESH,BULANDSHAHR,PAHASU,7,1,544,1320,444,143,0,2459
UTTAR PRADESH,BULANDSHAHR,SHIKARPUR,11,2,794,1625,324,97,0,2853
UTTAR PRADESH,BULANDSHAHR,SIANA,74,9,369,1008,237,192,0,1889
UTTAR PRADESH,BULANDSHAHR,SIKANDRABAD,0,0,0,2505,0,0,0,2505
UTTAR PRADESH,BULANDSHAHR,UNCHAGAON,46,2,123,2012,102,93,0,2378
UTTAR PRADESH,DEHRADUN,DOIWALA,0,9,72,88,134,0,0,303
UTTAR PRADESH,DEHRADUN,SAHASPUR,0,0,0,6,6,6,0,18
UTTAR PRADESH,DEHRADUN,VIKAS NAGAR,0,12,22,27,76,0,0,137
UTTAR PRADESH,DEORIA,BAITALPUR,0,1,282,2284,188,117,0,2872
UTTAR PRADESH,DEORIA,BANKATA,1,0,1,795,643,56,0,1496
UTTAR PRADESH,DEORIA,BARHAJ,3,4,146,2052,60,34,0,2299
UTTAR PRADESH,DEORIA,BHAGALPUR,1,6,290,1574,246,9,0,2126
UTTAR PRADESH,DEORIA,BHALUWANI,2,8,196,3439,226,4,0,3875
UTTAR PRADESH,DEORIA,BHATANI,11,0,194,991,11,19,0,1226
UTTAR PRADESH,DEORIA,BHATPAR RANI,11,7,132,766,25,4,0,945
UTTAR PRADESH,DEORIA,DEORIA SADAR,7,2,327,2034,31,11,0,2412
UTTAR PRADESH,DEORIA,DESAHI DEORIA,1,0,26,2073,19,41,0,2160
UTTAR PRADESH,DEORIA,GAURI BAZAR,2,6,521,2743,319,15,0,3606
UTTAR PRADESH,DEORIA,LAR,1,8,181,1195,353,32,0,1770
UTTAR PRADESH,DEORIA,PATHARDEVA,7,3,179,2535,3,113,0,2840
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,0,1,63,2360,57,68,0,2549
UTTAR PRADESH,DEORIA,RUDRAPUR,1,0,287,2539,7,107,0,2941
UTTAR PRADESH,DEORIA,SALEMPUR,3,0,131,1830,22,7,0,1993
UTTAR PRADESH,ETAH,ALIGANJ,16,6,154,3388,1547,23,1,5135
UTTAR PRADESH,ETAH,AMANPUR,5,2,65,1726,663,16,0,2477
UTTAR PRADESH,ETAH,AWAGARH,8,10,35,2023,232,18,0,2326
UTTAR PRADESH,ETAH,GANJDUNDWARA,11,0,13,2400,700,11,0,3135
UTTAR PRADESH,ETAH,JAITHRA,66,1,20,2219,1542,23,0,3871
UTTAR PRADESH,ETAH,JALESAR,10,2,73,2724,500,17,0,3326
UTTAR PRADESH,ETAH,KASGANJ,1,2,139,1812,351,2,0,2307
UTTAR PRADESH,ETAH,MARAHERA,1,0,29,1863,140,0,0,2033
UTTAR PRADESH,ETAH,NIDHOLI KALAN,17,0,53,1703,249,2,0,2024
UTTAR PRADESH,ETAH,PATIYALI,6,16,41,1530,517,9,0,2119
UTTAR PRADESH,ETAH,SAHAWAR,21,0,46,1649,632,10,0,2358
UTTAR PRADESH,ETAH,SAKIT,18,3,52,2155,447,10,0,2685
UTTAR PRADESH,ETAH,SHEETALPUR,4,4,27,3053,723,11,0,3822
UTTAR PRADESH,ETAH,SIDHPURA,46,4,84,1624,254,17,0,2029
UTTAR PRADESH,ETAH,SORON,8,0,64,1630,630,18,0,2350
UTTAR PRADESH,ETAWAH,ACHHALDA,115,1,51,750,2147,34,0,3098
UTTAR PRADESH,ETAWAH,AIRWA KATRA,5,3,26,712,1180,10,0,1936
UTTAR PRADESH,ETAWAH,AJEETMAL,10,4,1,309,1676,20,1,2021
UTTAR PRADESH,ETAWAH,AURAIYA,12,1,0,157,999,10,0,1179
UTTAR PRADESH,ETAWAH,BADPURA,19,0,55,502,767,14,0,1357
UTTAR PRADESH,ETAWAH,BASREHAR,38,2,14,1083,638,17,1,1793
UTTAR PRADESH,ETAWAH,BHAGAY NAGAR,15,3,11,1715,640,40,3,2427
UTTAR PRADESH,ETAWAH,BHARTHANA,16,0,21,869,1526,27,1,2460
UTTAR PRADESH,ETAWAH,BIDHUNA,13,2,37,1303,1913,22,0,3290
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,2,0,0,44,269,4,0,319
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,36,12,110,2034,1141,39,0,3372
UTTAR PRADESH,ETAWAH,MAHEWA,3,0,60,691,1696,23,0,2473
UTTAR PRADESH,ETAWAH,SAHAR,16,4,3,1507,1251,14,0,2795
UTTAR PRADESH,ETAWAH,TAKHA,36,0,0,405,762,8,2,1213
UTTAR PRADESH,FAIZABAD,AMANI GANJ,17,12,236,1398,1140,3,0,2806
UTTAR PRADESH,FAIZABAD,BIKAPUR,5,1098,679,1311,574,2,0,3669
UTTAR PRADESH,FAIZABAD,HASTINPUR,8,480,370,1119,1479,3,0,3459
UTTAR PRADESH,FAIZABAD,MASONDHA,18,319,601,1353,1183,2,0,3476
UTTAR PRADESH,FAIZABAD,MAYA,4,148,343,1188,1630,8,0,3321
UTTAR PRADESH,FAIZABAD,MILKI PUR,97,190,637,1904,1216,3,0,4047
UTTAR PRADESH,FAIZABAD,PURA,2,511,411,1362,800,1,0,3087
UTTAR PRADESH,FAIZABAD,SOHAWAL,6,499,763,670,549,0,0,2487
UTTAR PRADESH,FAIZABAD,TARUN,18,1711,361,1332,907,0,0,4329
UTTAR PRADESH,FARUKHABAD,BADPUR,4,0,29,827,1032,6,0,1898
UTTAR PRADESH,FARUKHABAD,CHHIBRAMAU,13,4,6,1010,3603,63,0,4699
UTTAR PRADESH,FARUKHABAD,HASERAN,2,0,3,726,1173,9,0,1913
UTTAR PRADESH,FARUKHABAD,JALABAD,13,7,23,742,2114,26,0,2925
UTTAR PRADESH,FARUKHABAD,KAMALGANJ,17,3,197,1621,3014,83,0,4935
UTTAR PRADESH,FARUKHABAD,KANNAUJ,32,5,16,787,2136,23,0,2999
UTTAR PRADESH,FARUKHABAD,KAYAMGUNJ,4,0,21,1459,1305,7,0,2796
UTTAR PRADESH,FARUKHABAD,MOHAMMADABAD,58,3,101,1445,1942,33,0,3582
UTTAR PRADESH,FARUKHABAD,NAWABGANJ,11,1,18,1346,843,19,0,2238
UTTAR PRADESH,FARUKHABAD,RAJEPUR,4,4,10,1320,1124,6,0,2468
UTTAR PRADESH,FARUKHABAD,SAURIKH,3,3,16,1566,1838,9,0,3435
UTTAR PRADESH,FARUKHABAD,SHAMSABAD,20,2,151,2008,2765,42,0,4988
UTTAR PRADESH,FARUKHABAD,TALGRAM,41,7,49,892,3899,58,0,4946
UTTAR PRADESH,FARUKHABAD,UMARDA,34,18,57,4245,1770,13,0,6137
UTTAR PRADESH,FATEHPUR,AIRAYA,258,1,25,117,1831,12,0,2244
UTTAR PRADESH,FATEHPUR,AMAULI,2,0,37,620,871,17,0,1547
UTTAR PRADESH,FATEHPUR,ASODHAR,0,0,1,9,602,3,0,615
UTTAR PRADESH,FATEHPUR,BAHUWA,1,0,11,214,1382,13,0,1621
UTTAR PRADESH,FATEHPUR,DEVMAI,1,1,341,545,1123,6,0,2017
UTTAR PRADESH,FATEHPUR,DHATA,2,0,3,52,1246,26,0,1329
UTTAR PRADESH,FATEHPUR,HASWA,15,0,27,42,756,3,0,843
UTTAR PRADESH,FATEHPUR,KHAJUHA,1,0,10,114,169,5,0,299
UTTAR PRADESH,FATEHPUR,TELYANI,16,2,11,119,859,1,0,1008
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,0,0,36,60,832,63,0,991
UTTAR PRADESH,FIROZABAD,ARANV,0,0,51,1588,368,1,0,2008
UTTAR PRADESH,FIROZABAD,EKA,0,1,235,954,808,2,2,2002
UTTAR PRADESH,FIROZABAD,FIROZABAD,4,0,29,1049,482,11,7,1582
UTTAR PRADESH,FIROZABAD,JASRANA,1,0,265,1255,456,1,35,2013
UTTAR PRADESH,FIROZABAD,KHAIRGARH/HATBANT,0,0,234,1665,541,1,0,2441
UTTAR PRADESH,FIROZABAD,MADANPUR,1,0,104,1975,995,4,1,3080
UTTAR PRADESH,FIROZABAD,NARKHI,1,0,75,1032,1762,1,3,2874
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,2,1,58,1551,433,7,1,2053
UTTAR PRADESH,FIROZABAD,TUNDLA,2,0,48,1237,1041,7,2,2337
UTTAR PRADESH,GHAZIABAD,BHOJPUR,53,3,1054,1824,685,189,18,3826
UTTAR PRADESH,GHAZIABAD,BISRAKH,1,2,73,908,159,5,0,1148
UTTAR PRADESH,GHAZIABAD,DADRI,11,2,355,3091,445,15,7,3926
UTTAR PRADESH,GHAZIABAD,DHAULANA,18,0,360,3060,84,15,1,3538
UTTAR PRADESH,GHAZIABAD,GARH,8,9,1229,2488,332,108,0,4174
UTTAR PRADESH,GHAZIABAD,HAPUR,0,4,3491,511,244,18,0,4268
UTTAR PRADESH,GHAZIABAD,LAUNI,48,6,367,1253,372,192,0,2238
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,10,9,1010,2116,204,88,3,3440
UTTAR PRADESH,GHAZIABAD,RAJAPUR,27,6,744,700,95,50,0,1622
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,0,8,1308,1518,163,9,1,3007
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,4,15,734,451,107,9,3,1323
UTTAR PRADESH,GHAZIPUR,BHADORA,6,1,92,240,22,2,0,363
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,0,153,256,2977,75,10,1,3472
UTTAR PRADESH,GHAZIPUR,DEVKALI,7,0,621,314,1,1,5,949
UTTAR PRADESH,GHAZIPUR,JAMANIYA,5,46,348,333,129,0,29,890
UTTAR PRADESH,GHAZIPUR,KARNDA,4,18,503,399,13,6,2,945
UTTAR PRADESH,GHAZIPUR,KASIMABAD,6,6,710,480,12,0,3,1217
UTTAR PRADESH,GHAZIPUR,MANIHARI,13,8,800,785,8,4,2,1620
UTTAR PRADESH,GHAZIPUR,MARADAH,4,45,236,283,11,3,1,583
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,3,7,692,761,68,36,8,1575
UTTAR PRADESH,GHAZIPUR,REVTIPUR,1,9,135,322,19,0,1,487
UTTAR PRADESH,GHAZIPUR,SADAR,106,2,487,208,56,1,2,862
UTTAR PRADESH,GHAZIPUR,SADAT,22,11,236,401,9,3,6,688
UTTAR PRADESH,GHAZIPUR,SAIDPUR,2,2,711,267,2,4,3,991
UTTAR PRADESH,GHAZIPUR,VIRNO,22,27,758,747,18,3,2,1577
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,7,105,1256,1189,16,7,3,2583
UTTAR PRADESH,GONDA,BELSAR,3,9,348,1521,477,3,0,2361
UTTAR PRADESH,GONDA,BHABHANJOT,3,1,95,4946,107,0,0,5152
UTTAR PRADESH,GONDA,CHHAPIA,1,4,559,4854,544,7,0,5969
UTTAR PRADESH,GONDA,COLONELGANJ,1,1,116,1501,94,5,0,1718
UTTAR PRADESH,GONDA,HALDAR MAU,20,7,54,2977,60,1,0,3119
UTTAR PRADESH,GONDA,ITIYATHOK,0,0,2,74,0,0,0,76
UTTAR PRADESH,GONDA,JHANJHRI,4,1,508,2467,302,0,0,3282
UTTAR PRADESH,GONDA,KATRA BAZAR,0,1,7,2831,59,0,0,2898
UTTAR PRADESH,GONDA,MANKAPUR,15,70,1192,4562,700,12,0,6551
UTTAR PRADESH,GONDA,MUJEHNA,12,14,849,2512,567,2,0,3956
UTTAR PRADESH,GONDA,NAWABGANJ,1,2,60,2356,270,0,0,2689
UTTAR PRADESH,GONDA,PANDRIKRIPAL,5,2,12,3171,124,3,0,3317
UTTAR PRADESH,GONDA,PARASPUR,19,37,435,2618,399,5,0,3513
UTTAR PRADESH,GONDA,TARABGANJ,4,1,194,2002,311,0,0,2512
UTTAR PRADESH,GONDA,WAZIRGANJ,1,0,389,3773,206,8,0,4377
UTTAR PRADESH,GORAKHPUR,BANSGAON,1,2,26,518,2,1732,0,2281
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,1,1,86,1624,9,300,0,2021
UTTAR PRADESH,GORAKHPUR,BELGHAT,1,0,16,1195,0,1505,0,2717
UTTAR PRADESH,GORAKHPUR,BHATHAT,0,0,1,988,0,1548,0,2537
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,5,2,270,2104,26,384,0,2791
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,0,0,2,2432,34,1357,0,3825
UTTAR PRADESH,GORAKHPUR,CHARGANWA,0,2,2,977,5,1443,0,2429
UTTAR PRADESH,GORAKHPUR,GAGHA,1,0,39,2464,12,287,0,2803
UTTAR PRADESH,GORAKHPUR,GOLA,0,0,20,1786,1,375,0,2182
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,1,0,0,2916,5,452,0,3374
UTTAR PRADESH,GORAKHPUR,KAURIRAM,0,0,12,1542,2,877,0,2433
UTTAR PRADESH,GORAKHPUR,KHAJANI,0,0,1,1029,1,906,0,1937
UTTAR PRADESH,GORAKHPUR,KHORABAR,1,14,301,339,4,1053,0,1712
UTTAR PRADESH,GORAKHPUR,PALI,0,0,2,1929,0,344,0,2275
UTTAR PRADESH,GORAKHPUR,PIPRAICH,0,0,9,1336,4,447,0,1796
UTTAR PRADESH,GORAKHPUR,PIPRAULI,0,0,40,1284,7,779,0,2110
UTTAR PRADESH,GORAKHPUR,SAHJANWA,0,0,0,619,0,1677,0,2296
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,1,4,236,1296,15,202,0,1754
UTTAR PRADESH,GORAKHPUR,URUWA,0,0,3,1805,4,1199,0,3011
UTTAR PRADESH,HAMIRPUR,GOHAND,0,0,3,571,457,0,0,1031
UTTAR PRADESH,HAMIRPUR,KURARA,0,0,1,37,223,3,0,264
UTTAR PRADESH,HAMIRPUR,MAUDAHA,1,0,2,521,847,2,0,1373
UTTAR PRADESH,HAMIRPUR,MUSKARA,1,0,17,182,745,2,0,947
UTTAR PRADESH,HAMIRPUR,RATH,1,0,12,693,235,13,0,954
UTTAR PRADESH,HAMIRPUR,SARILA,0,1,0,720,331,1,0,1053
UTTAR PRADESH,HAMIRPUR,SUMREPUR,0,2,20,246,1557,25,0,1850
UTTAR PRADESH,HARDOI,AHIROURI,0,0,0,2756,0,0,0,2756
UTTAR PRADESH,HARDOI,BAVAN,0,0,0,2230,0,0,0,2230
UTTAR PRADESH,HARDOI,BEHANDAR,0,0,0,1230,0,0,0,1230
UTTAR PRADESH,HARDOI,BHARAWAN,0,0,0,1402,0,0,0,1402
UTTAR PRADESH,HARDOI,BHARKHANI,0,0,0,5418,0,0,0,5418
UTTAR PRADESH,HARDOI,BILGRAM,0,0,0,1678,0,0,0,1678
UTTAR PRADESH,HARDOI,HARIYAWAN,0,0,0,1622,0,0,0,1622
UTTAR PRADESH,HARDOI,HARPALPUR,0,0,0,1738,0,0,0,1738
UTTAR PRADESH,HARDOI,KACHOUNA,0,0,0,2228,0,0,0,2228
UTTAR PRADESH,HARDOI,KOTHAWAN,0,0,0,2301,0,0,0,2301
UTTAR PRADESH,HARDOI,MAHDHOGANJ,0,0,0,2063,0,0,0,2063
UTTAR PRADESH,HARDOI,MALLAWAN,0,0,0,2194,0,0,0,2194
UTTAR PRADESH,HARDOI,PIHANI,0,0,0,2436,0,0,0,2436
UTTAR PRADESH,HARDOI,SANDI,0,0,0,2959,0,0,0,2959
UTTAR PRADESH,HARDOI,SANDILA,0,0,0,1277,0,0,0,1277
UTTAR PRADESH,HARDOI,SHAHABAD,0,0,0,3672,0,0,0,3672
UTTAR PRADESH,HARDOI,SURSA,0,0,0,1828,0,0,0,1828
UTTAR PRADESH,HARDOI,TANDIYAWA,0,0,0,1594,0,0,0,1594
UTTAR PRADESH,HARDOI,TODARPUR,0,0,0,2834,0,0,0,2834
UTTAR PRADESH,HARDWAR,BAHADRABAD,20,9,76,2601,543,43,0,3292
UTTAR PRADESH,HARDWAR,BHAGWANPUR,60,1,601,3542,366,88,0,4658
UTTAR PRADESH,HARDWAR,KHANPUR,25,1,105,1360,120,44,8,1663
UTTAR PRADESH,HARDWAR,LAKSAR,151,9,440,5167,850,272,0,6889
UTTAR PRADESH,HARDWAR,NARSAN,38,2,173,1676,711,181,0,2781
UTTAR PRADESH,HARDWAR,ROORKEE,11,1,606,2523,711,195,0,4047
UTTAR PRADESH,JALAUN,DAKOR,2,0,27,270,39,1,0,339
UTTAR PRADESH,JALAUN,JALAUN,0,2,16,376,589,6,0,989
UTTAR PRADESH,JALAUN,KADAURA,1,0,0,112,96,0,0,209
UTTAR PRADESH,JALAUN,KONCH,0,0,79,507,30,2,1,619
UTTAR PRADESH,JALAUN,KUTHAUND,7,1,8,21,772,5,0,814
UTTAR PRADESH,JALAUN,MADHOGHARH,0,1,1,841,178,2,0,1023
UTTAR PRADESH,JALAUN,MAHEBA,0,0,2,47,148,1,0,198
UTTAR PRADESH,JALAUN,NADIGAON,1,0,13,166,33,0,0,213
UTTAR PRADESH,JALAUN,RAMPURA,2,0,9,155,712,0,1,879
UTTAR PRADESH,JAUNPUR,BADLA PUR,2,286,559,2997,523,2,1,4370
UTTAR PRADESH,JAUNPUR,BAKSHA,0,11,650,2012,173,2,0,2848
UTTAR PRADESH,JAUNPUR,BARSOTHI,6,0,735,1328,50,2,1,2122
UTTAR PRADESH,JAUNPUR,DHARMA PUR,0,12,418,1637,31,1,2,2101
UTTAR PRADESH,JAUNPUR,DOBHI,1,7,1204,612,15,4,1,1844
UTTAR PRADESH,JAUNPUR,JALAL PUR,1,0,1031,781,47,4,0,1864
UTTAR PRADESH,JAUNPUR,KARNJAKALA,3,35,677,3494,185,5,0,4399
UTTAR PRADESH,JAUNPUR,KERAKAT,0,41,941,1226,55,4,0,2267
UTTAR PRADESH,JAUNPUR,KHUTHAN,4,40,412,1627,209,16,6,2314
UTTAR PRADESH,JAUNPUR,M.SHAHAR,9,25,502,2312,332,5,0,3185
UTTAR PRADESH,JAUNPUR,MADRIYAHU,10,44,354,2237,200,8,0,2853
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,11,22,337,3230,18,4,3,3625
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,0,43,884,1125,65,1,0,2118
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,4,0,654,1129,212,2,1,2002
UTTAR PRADESH,JAUNPUR,RAM NAGAR,17,3,673,1154,126,2,2,1977
UTTAR PRADESH,JAUNPUR,RAMPUR,6,2,934,996,79,7,0,2024
UTTAR PRADESH,JAUNPUR,SHAH GANJ,1,0,65,3238,240,8,2,3554
UTTAR PRADESH,JAUNPUR,SIKRARA,8,137,901,1459,70,4,0,2579
UTTAR PRADESH,JAUNPUR,SIRKONI,2,3,831,1594,114,4,2,2550
UTTAR PRADESH,JAUNPUR,SUITHA KALA,0,61,356,1785,339,26,0,2567
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,4,5,112,2486,246,9,0,2862
UTTAR PRADESH,JHANSI,BADAGAON,0,0,4,111,0,0,0,115
UTTAR PRADESH,JHANSI,BANGRA,0,0,1,90,0,0,1,92
UTTAR PRADESH,JHANSI,CHIRGAON,3,36,122,145,4,10,2,322
UTTAR PRADESH,JHANSI,GURSARAJ,0,0,82,113,29,1,12,237
UTTAR PRADESH,JHANSI,MAURANIPUR,0,0,62,37,0,1,4,104
UTTAR PRADESH,JHANSI,MOTH,0,2,28,190,6,1,0,227
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,47,17,89,1343,1031,17,0,2544
UTTAR PRADESH,KANPUR DEHAT,AMRODHA,0,0,0,20,184,12,0,216
UTTAR PRADESH,KANPUR DEHAT,BILHAUR,3,1,9,2249,1772,22,0,4056
UTTAR PRADESH,KANPUR DEHAT,BITARGAON,2,0,11,428,1940,9,0,2390
UTTAR PRADESH,KANPUR DEHAT,CHAUBEPUR,6,0,31,1217,910,4,2,2170
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,5,0,7,887,881,6,0,1786
UTTAR PRADESH,KANPUR DEHAT,GHATAMPUR,0,0,1,7,379,21,0,408
UTTAR PRADESH,KANPUR DEHAT,JHINJAK,6,0,96,1108,979,15,0,2204
UTTAR PRADESH,KANPUR DEHAT,KAKWAN,2,0,1,1633,1114,6,0,2756
UTTAR PRADESH,KANPUR DEHAT,MAITHA,20,0,64,1181,1602,37,1,2905
UTTAR PRADESH,KANPUR DEHAT,MALASA,19,0,43,314,511,12,0,899
UTTAR PRADESH,KANPUR DEHAT,PATARA,3,0,1,594,1065,15,0,1678
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,1,0,7,69,353,4,0,434
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,1,0,8,1476,1491,6,0,2982
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,81,0,0,667,547,7,0,1302
UTTAR PRADESH,KANPUR DEHAT,SARBANKHERA,1,0,96,373,902,6,0,1378
UTTAR PRADESH,KANPUR DEHAT,SHIVRAJPUR,29,0,5,3030,264,3,1,3332
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,3,1,446,954,664,3,0,2071
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,6,2,827,1578,515,5,1,2934
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,9,1,202,1993,556,7,1,2769
UTTAR PRADESH,KHIRI,BANKEYGANJ,1,3,41,1381,605,7,0,2038
UTTAR PRADESH,KHIRI,BEHJAM,8,27,405,2500,859,33,2,3834
UTTAR PRADESH,KHIRI,BIJUA,3,33,70,901,759,3,0,1769
UTTAR PRADESH,KHIRI,DHAUREHRA,0,4,18,1062,53,0,0,1137
UTTAR PRADESH,KHIRI,ISANAGAR,48,54,197,2604,546,15,0,3464
UTTAR PRADESH,KHIRI,KHUMBHIGOLA,87,121,701,3903,1971,24,1,6808
UTTAR PRADESH,KHIRI,LAKHIMPUR,40,87,373,4459,1556,5,4,6524
UTTAR PRADESH,KHIRI,MITAULI,320,31,238,2884,1670,31,0,5174
UTTAR PRADESH,KHIRI,MOHAMMADI,5,66,386,1490,1558,1,0,3506
UTTAR PRADESH,KHIRI,NAKAHA,12,144,322,3343,700,8,1,4530
UTTAR PRADESH,KHIRI,NIGHASAN,3,559,579,1990,2047,18,2,5198
UTTAR PRADESH,KHIRI,PALIA,50,261,317,2268,1542,10,1,4449
UTTAR PRADESH,KHIRI,PASGAWAN,5,8,29,2002,409,2,1,2456
UTTAR PRADESH,KHIRI,PHOOLBEHAR,17,78,354,2200,3632,10,0,6291
UTTAR PRADESH,KHIRI,RAMIA BEHAR,1,19,588,563,460,2,0,1633
UTTAR PRADESH,KUSHI NAGAR,BISHUN PUR,2,0,8,2331,2,13,0,2356
UTTAR PRADESH,KUSHI NAGAR,DUDAHI,3,1,25,1691,28,0,0,1748
UTTAR PRADESH,KUSHI NAGAR,FAZIL NAGAR,0,0,27,1950,10,1,0,1988
UTTAR PRADESH,KUSHI NAGAR,HATA,8,0,220,1712,22,6,0,1968
UTTAR PRADESH,KUSHI NAGAR,KAPTAN GANJ,20,13,245,3500,25,13,0,3816
UTTAR PRADESH,KUSHI NAGAR,KASAYA,0,0,29,1176,18,1,0,1224
UTTAR PRADESH,KUSHI NAGAR,KHADDA,1,15,3,1405,1,0,0,1425
