-----
{
 "description": "The table refers to District wise Distribution of Surface Flow Schemes(Permanent diversion) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcflowstate4.16.csv", 
 "title": "Download CSV for Districtwise Distribution of Surface Flow Schemes(Permanent diversion) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcflowstate4.16.csv"
}
-----
"State","District","No. in use - Public","No. in use - Private","No. in use - Total","Potential created (Ha) - Public","Potential created (Ha) - Private","Potential created (Ha) - Total","Potential utilised (Ha) - Public","Potential utilised (Ha) - Private","Potential utilised (Ha) - Total"
"ORISSA","SONEPUR",29,7,36,996,76,1071,879,43,922
"ORISSA","SUNDARGARH",13,9,22,1286,725,2010,147,35,182
"PONDICHERRY","KARAIKAL",2,3032,3034,0,1553,1553,0,1552,1552
"PONDICHERRY","PONDICHERRY",6,1759,1765,4,661,665,4,661,665
"PONDICHERRY","YANAM",1,584,585,3,1983,1986,3,1905,1908
"PUNJAB","GURDASPUR",2,11,13,92,156,248,52,149,201
"PUNJAB","HOSHIARPUR",3,8,11,204,7,211,204,7,211
"PUNJAB","MOGA",0,0,0,0,0,0,0,0,0
"PUNJAB","PATIALA",0,0,0,0,0,0,0,0,0
"PUNJAB","ROPAR",380,879,1259,1181,2502,3684,1176,2502,3678
"RAJASTHAN","AJMER",1,0,1,4,0,4,0,0,0
"RAJASTHAN","ALWAR",0,0,0,0,0,0,0,0,0
"RAJASTHAN","BANSWARA",22,6,28,136,4,140,116,4,120
"RAJASTHAN","BARAN",59,10,69,12214,291,12505,8426,240,8667
"RAJASTHAN","BHARATPUR",1,0,1,710,0,710,710,0,710
"RAJASTHAN","BHILWARA",12,0,12,436,0,436,221,0,221
"RAJASTHAN","BUNDI",1,0,1,1,0,1,1,0,1
"RAJASTHAN","CHITTORGARH",11,1,12,536,3,539,400,3,404
"RAJASTHAN","DAUSA",0,0,0,0,0,0,0,0,0
"RAJASTHAN","DHOLPUR",8,2,10,305,2,306,239,2,241
"RAJASTHAN","DUNGARPUR",0,3,3,0,3,3,0,3,3
"RAJASTHAN","JAIPUR",2,0,2,13,0,13,13,0,13
"RAJASTHAN","JAISALMER",0,1,1,0,3,3,0,3,3
"RAJASTHAN","JALORE",0,0,0,0,0,0,0,0,0
"RAJASTHAN","JHALAWAR",5,0,5,449,0,449,402,0,402
"RAJASTHAN","JHUNJHUNU",0,4,4,0,15,15,0,10,10
"RAJASTHAN","KAROLI",1,0,1,43,0,43,43,0,43
"RAJASTHAN","KOTA",4,1,5,67,0,67,62,0,62
"RAJASTHAN","NAGAUR",2,0,2,48,0,48,48,0,48
"RAJASTHAN","PALI",0,0,0,0,0,0,0,0,0
"RAJASTHAN","RAJSAMAND",0,0,0,0,0,0,0,0,0
"RAJASTHAN","SAWAI MADHOPUR",0,1,1,0,70,70,0,57,57
"RAJASTHAN","SIROHI",2,0,2,18,0,18,6,0,6
"RAJASTHAN","TONK",1,0,1,20,0,20,20,0,20
"RAJASTHAN","UDAIPUR",28,15,43,1398,24,1422,1240,11,1251
"SIKKIM","EAST",95,7,102,1164,199,1363,889,147,1036
"SIKKIM","NORTH",34,0,34,396,0,396,347,0,347
"SIKKIM","SOUTH",73,144,217,1386,1778,3164,1182,1655,2837
"SIKKIM","WEST",161,65,226,2727,1188,3915,2184,1129,3312
"TAMIL NADU","COIMBATORE",0,179,179,0,2855,2855,0,304,304
"TAMIL NADU","CUDDALORE",0,44,44,0,70,70,0,70,70
"TAMIL NADU","DHARMAPURI",93,79,172,1797,359,2156,1066,199,1264
"TAMIL NADU","DINDIGUL",127,301,428,2129,1176,3305,953,341,1295
"TAMIL NADU","ERODE",41,109,150,2479,1499,3978,586,856,1443
"TAMIL NADU","KANCHEEPURAM",21,0,21,1600,0,1600,756,0,756
"TAMIL NADU","KANYAKUMARI",175,14,189,4578,303,4881,4578,303,4881
"TAMIL NADU","KARUR",99,267,366,15274,3225,18498,7783,1742,9526
"TAMIL NADU","MADURAI",16,392,408,604,24853,25457,589,24551,25139
"TAMIL NADU","NAGAPATTINAM",0,0,0,0,0,0,0,0,0
"TAMIL NADU","NAMAKKAL",19,0,19,590,0,590,246,0,246
"TAMIL NADU","NILGIRIS",0,122,122,0,650,650,0,650,650
"TAMIL NADU","PERAMBALUR",54,13,67,2159,668,2827,1508,657,2165
"TAMIL NADU","PUDUKKOTTAI",139,0,139,2334,0,2334,1964,0,1964
"TAMIL NADU","RAMANATHAPURAM",11,0,11,229,0,229,222,0,222
"TAMIL NADU","SALEM",39,0,39,1989,0,1989,1831,0,1831
"TAMIL NADU","SIVAGANGA",119,0,119,3885,0,3885,2579,0,2579
"TAMIL NADU","THANJAVUR",5,180,185,1402,35404,36806,1096,31012,32108
"TAMIL NADU","THENI",1,18,19,430,4538,4968,416,4048,4464
"TAMIL NADU","THIRUVALLUR",4,1,5,1219,7,1227,264,3,267
"TAMIL NADU","THIRUVARUR",4,15,19,893,3526,4419,652,3032,3684
"TAMIL NADU","TIRUCHIRAPPALLI",102,11,113,15656,15,15671,14491,9,14500
"TAMIL NADU","TIRUNELVELI",208,58,266,13468,4926,18394,10985,4287,15272
"TAMIL NADU","TIRUVANNAMALAI",111,0,111,693,0,693,346,0,346
"TAMIL NADU","TUTICORIN DISTRICT",28,67,95,2397,847,3244,2083,495,2578
"TAMIL NADU","VELLORE",13,10,23,581,12,593,326,12,338
"TAMIL NADU","VILLUPPURAM",28,25,53,2060,496,2556,1645,312,1957
"TAMIL NADU","VIRUDHUNAGAR",8,0,8,378,0,378,323,0,323
"TRIPURA","DHALAI",0,1,1,0,2,2,0,2,2
"TRIPURA","NORTH TRIPURA",29,9,38,996,47,1043,437,11,448
"TRIPURA","SOUTH TRIPURA",33,25,58,1660,343,2003,1423,302,1725
"TRIPURA","WEST TRIPURA",43,47,90,1149,1401,2550,927,1252,2178
"UTTAR PRADESH","ALIGARH",5,0,5,21,0,21,21,0,21
"UTTAR PRADESH","ALLAHABAD",42,99,141,2969,599,3568,920,323,1243
"UTTAR PRADESH","BAGHPAT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BAHARAICH",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BANDA",0,102,102,0,244,244,0,227,227
"UTTAR PRADESH","BAREILLY",0,184,184,0,310,310,0,237,237
"UTTAR PRADESH","BASTI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","BULAND SAHAR",1,13,14,180,28,208,122,28,150
"UTTAR PRADESH","CHANDAULI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","CHITRAKOOT",2,153,155,56,656,712,56,639,695
"UTTAR PRADESH","DEORIA",0,1,1,0,3,3,0,3,3
"UTTAR PRADESH","FATEHPUR",0,30,30,0,96,96,0,95,95
"UTTAR PRADESH","GHAZIABAD",36,29,65,4141,366,4508,4136,365,4501
"UTTAR PRADESH","GORAKHPUR",1,0,1,85,0,85,83,0,83
"UTTAR PRADESH","HAMIRPUR",0,251,251,0,2511,2511,0,2498,2498
"UTTAR PRADESH","JALAUN",0,237,237,0,820,820,0,808,808
"UTTAR PRADESH","JAUNPUR",1,1,2,12,6,18,10,6,16
"UTTAR PRADESH","JHANSI",0,74,74,0,94,94,0,93,93
"UTTAR PRADESH","KANNAUJ",0,13,13,0,13,13,0,9,9
"UTTAR PRADESH","KANPUR DEHAT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","KANPUR NAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","KAUSHAMBI",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","LALITPUR",0,74,74,0,94,94,0,93,93
"UTTAR PRADESH","LUCKNOW",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MAHARAJ GANJ",0,8,8,0,37,37,0,33,33
"UTTAR PRADESH","MAHOBA",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MEERUT",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","MIRZAPUR",0,30,30,0,1732,1732,0,1563,1563
"UTTAR PRADESH","MORADABAD",0,13,13,0,25,25,0,25,25
"UTTAR PRADESH","MUZZAFARNAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","RAMPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SAHARANPUR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SANT KABIR NAGAR",0,4,4,0,199,199,0,167,167
"UTTAR PRADESH","SANT RAVI DAS NAGAR",0,0,0,0,0,0,0,0,0
"UTTAR PRADESH","SHRAWASTI",0,3,3,0,15,15,0,15,15
"UTTAR PRADESH","SIDDHARTH NAGAR",2,5,7,368,257,625,367,191,558
"UTTAR PRADESH","SONBHADRA",0,609,609,0,3216,3216,0,2939,2939
"UTTAR PRADESH","VARANASI",1,0,1,12,0,12,12,0,12
"UTTARANCHAL","ALMORA",194,3,197,2598,16,2614,2438,16,2454
"UTTARANCHAL","BAGESHWAR",68,74,142,579,566,1145,560,560,1120
"UTTARANCHAL","CHAMOLI",11,0,11,302,0,302,237,0,237
"UTTARANCHAL","CHAMPAWAT",15,2,17,127,5,132,122,3,125
"UTTARANCHAL","DEHRA DUN",154,93,247,12596,2718,15314,12050,2685,14735
"UTTARANCHAL","HARIDWAR",9,0,9,2335,0,2335,2289,0,2289
"UTTARANCHAL","NAINITAL",727,63,790,38008,1783,39791,30356,1357,31714
"UTTARANCHAL","PAURI",254,81,335,5773,874,6647,2910,657,3567
"UTTARANCHAL","PITHORAGARH",200,12,212,1640,28,1668,1241,23,1264
"UTTARANCHAL","RUDHARAPARYAG",93,5,98,879,12,892,796,7,803
"UTTARANCHAL","TEHARI GARHWAL",121,40,161,442,57,498,381,57,438
"UTTARANCHAL","UDHAM SINGH NAGAR",101,6,107,22505,1019,23524,19678,486,20164
"UTTARANCHAL","UTTARKASHI",214,125,339,1482,472,1953,1228,449,1676
"WEST BENGAL","BANKURA",51,28,79,4688,579,5267,2307,366,2673
"WEST BENGAL","BIRBHUM",43,2,45,7592,21,7612,3700,10,3711
"WEST BENGAL","BURDWAN",14,6,20,1861,225,2087,880,132,1012
"WEST BENGAL","DARJEELING",47,15,62,2489,348,2837,1207,298,1505
"WEST BENGAL","HAORA",254,40,294,34464,2955,37419,20680,1403,22083
"WEST BENGAL","HOOGHLY",9,31,40,692,217,908,471,182,653
"WEST BENGAL","JALPAIGURI",26,49,75,844,241,1085,439,169,608
"WEST BENGAL","MALDA",0,26,26,0,10,10,0,9,9
"WEST BENGAL","MIDNAPORE",149,304,453,4842,4714,9556,4179,4629,8808
"WEST BENGAL","MURSHIDABAD",11,28,39,1316,78,1393,583,49,632
"WEST BENGAL","NADIA",0,0,0,0,0,0,0,0,0
"WEST BENGAL","NORTH 24 PARGANAS",5,335,340,322,321,642,208,259,468
"WEST BENGAL","PURULIA",92,14,106,2694,109,2803,2048,90,2138
"WEST BENGAL","SOUTH 24 PARGANAS",415,162,577,22286,1599,23885,20259,1478,21737
"WEST BENGAL","UTTAR DINAJPUR",0,0,0,0,0,0,0,0,0
