-----
{
 "description": "Data provides year-wise details on release vs expenditure under NBA upto 31st March, 2013.", 
 "file_name": "Year-wise_Release_Vs_Expenditure_Upto_31st_March2013.xls", 
 "title": "Download XLS for Year-wise Release Vs Expenditure Under NBA Upto 31st March 2013", 
 "url": "http://data.gov.in/sites/default/files/Year-wise_Release_Vs_Expenditure_Upto_31st_March2013.xls"
}
-----
-----
{
 "description": "Data provides state-wise and district-wise details (such as project cost, approved centre share, approved state share, approved beneficiary share, IHHL BPL sanctioned, etc) on projects sanctioned under NBA upto 31st March, 2013. ", 
 "file_name": "Details_of_Projects_Sanctioned_Upto_31st_March2013.xls", 
 "title": "Download XLS for Details of Projects Sanctioned Under NBA Upto 31st March 2013", 
 "url": "http://data.gov.in/sites/default/files/Details_of_Projects_Sanctioned_Upto_31st_March2013.xls"
}
-----
"State Name","District Name","Date of Sanction","Project Cost","Approved Centre Share","Approved State Share","Approved Beneficiary Share","IHHL BPL Sanctioned","IHHL APL Sanctioned","IHHL TOTAL Sanctioned","SCW Sanctioned","School Toilets Sanctioned","Anganwadi Toilets Sanctioned","RSM/PC Sanctioned"
"HIMACHAL PRADESH","MANDI","17-05-2005",2287.1,1359.93,627.46,299.71,34407.0,117797.0,152204.0,100.0,3409.0,224.0,10.0
"HIMACHAL PRADESH","SHIMLA","17-05-2005",1864.86,1293.65,452.59,118.62,23874.0,53231.0,77105.0,70.0,2489.0,923.0,10.0
"HIMACHAL PRADESH","SIRMAUR","03-03-2000",2707.19,1875.3,686.5,145.39,13753.0,44978.0,58731.0,264.0,2804.0,223.0,6.0
"HIMACHAL PRADESH","SOLAN","20-02-2003",1265.26,845.41,339.09,80.76,10858.0,38230.0,49088.0,225.0,1288.0,1244.0,4.0
"HIMACHAL PRADESH","UNA","20-02-2003",754.28,526.3,189.5,38.48,8360.0,44752.0,53112.0,25.0,850.0,695.0,2.0
"JAMMU & KASHMIR","ANANTNAG","12-03-2003",3493.37,2440.13,763.1,290.14,75476.0,18061.0,93537.0,50.0,1315.0,75.0,3.0
"JAMMU & KASHMIR","BANDIPORA                               ","04-08-2010",962.47,670.15,234.65,57.67,13100.0,31466.0,44566.0,10.0,360.0,10.0,10.0
"JAMMU & KASHMIR","BARAMULLA","14-01-2004",3299.59,2327.66,737.86,234.07,68290.0,64211.0,132501.0,52.0,1164.0,22.0,8.0
"JAMMU & KASHMIR","BUDGAM","14-01-2004",2463.41,1733.42,563.73,166.26,47801.0,24580.0,72381.0,77.0,1296.0,37.0,6.0
"JAMMU & KASHMIR","DODA","14-01-2004",4129.34,2917.0,986.64,225.7,73029.0,25779.0,98808.0,50.0,4033.0,23.0,14.0
"JAMMU & KASHMIR","JAMMU","14-01-2004",3159.33,2207.31,748.84,203.18,50950.0,113373.0,164323.0,50.0,2607.0,36.0,6.0
"JAMMU & KASHMIR","KARGIL","14-01-2004",1246.2,859.82,326.4,59.98,8475.0,0.0,8475.0,55.0,1545.0,10.0,5.0
"JAMMU & KASHMIR","KATHUA","14-01-2004",1392.82,975.68,323.78,93.36,25978.0,64408.0,90386.0,60.0,1049.0,33.0,7.0
"JAMMU & KASHMIR","KISHTWAR","04-08-2010",1691.36,1201.39,421.02,68.95,22318.0,0.0,22318.0,10.0,1285.0,0.0,0.0
"JAMMU & KASHMIR","KULGAM                                  ","04-08-2010",746.48,519.56,180.68,46.24,11568.0,27306.0,38874.0,10.0,286.0,15.0,0.0
"JAMMU & KASHMIR","KUPWARA","14-01-2004",2923.92,2049.74,700.41,173.77,58068.0,18208.0,76276.0,50.0,2359.0,105.0,6.0
"JAMMU & KASHMIR","LEH (LADAKH)","14-01-2004",849.48,551.34,221.3,76.84,6090.0,0.0,6090.0,250.0,351.0,400.0,3.0
"JAMMU & KASHMIR","POONCH","14-01-2004",2111.59,1462.47,493.81,155.31,37764.0,27507.0,65271.0,82.0,1560.0,51.0,6.0
"JAMMU & KASHMIR","PULWAMA","14-01-2004",2187.01,1526.8,510.68,149.53,41902.0,13141.0,55043.0,64.0,1384.0,48.0,6.0
"JAMMU & KASHMIR","RAJAURI","20-02-2003",1921.22,1338.65,448.22,134.35,37507.0,223960.0,261467.0,12.0,1241.0,5.0,2.0
"JAMMU & KASHMIR","RAMBAN                                  ","04-08-2010",1346.71,929.89,347.29,69.53,15926.0,6850.0,22776.0,34.0,1014.0,25.0,4.0
"JAMMU & KASHMIR","REASI                                   ","04-08-2010",1553.66,1081.75,385.04,86.87,21500.0,0.0,21500.0,10.0,854.0,50.0,4.0
"JAMMU & KASHMIR","SAMBA                                   ","04-08-2010",571.14,397.25,135.62,38.27,9849.0,0.0,9849.0,10.0,70.0,20.0,0.0
"JAMMU & KASHMIR","SHOPIAN                                 ","04-08-2010",682.3,472.07,168.72,41.51,10196.0,0.0,10196.0,10.0,300.0,10.0,2.0
"JAMMU & KASHMIR","SRINAGAR","02-03-2001",964.02,673.02,220.89,70.11,18434.0,64408.0,82842.0,78.0,274.0,70.0,4.0
"JAMMU & KASHMIR","UDHAMPUR","02-03-2001",2903.32,2038.97,709.68,154.67,48850.0,44474.0,93324.0,56.0,2930.0,25.0,7.0
"JHARKHAND","BOKARO","22-03-2001",4433.2,2956.3,1099.63,377.27,104627.0,102176.0,206803.0,40.0,1814.0,249.0,8.0
"JHARKHAND","CHATRA","27-12-2004",3978.16,2661.34,977.35,339.47,98223.0,25280.0,123503.0,50.0,1134.0,526.0,10.0
"JHARKHAND","DEOGHAR","11-03-2005",2228.74,1444.93,516.18,267.63,75153.0,88207.0,163360.0,50.0,464.0,1057.0,10.0
"JHARKHAND","DHANBAD","07-02-2000",4399.71,2963.46,1099.78,336.47,104672.0,89302.0,193974.0,62.0,2820.0,73.0,10.0
"JHARKHAND","DUMKA","29-01-2002",5592.6,3530.0,1366.71,695.89,148732.0,42024.0,190756.0,50.0,2926.0,202.0,10.0
"JHARKHAND","GARHWA","27-12-2004",3784.05,2528.86,908.41,346.78,95558.0,69177.0,164735.0,50.0,1303.0,714.0,10.0
"JHARKHAND","GIRIDIH","27-12-2004",6792.67,4554.06,1679.11,559.5,155100.0,44190.0,199290.0,50.0,2472.0,1762.0,10.0
"JHARKHAND","GODDA","27-12-2004",3461.16,2265.64,855.32,340.2,95732.0,114088.0,209820.0,50.0,1612.0,315.0,10.0
"JHARKHAND","GUMLA","27-12-2004",3331.13,2231.77,798.28,301.08,97098.0,101793.0,198891.0,50.0,1190.0,307.0,10.0
"JHARKHAND","HAZARIBAGH","29-01-2002",4693.7,3072.09,1137.9,483.71,140453.0,71402.0,211855.0,105.0,1563.0,169.0,15.0
"JHARKHAND","JAMTARA","27-12-2004",2541.97,1682.3,621.33,238.34,68040.0,62374.0,130414.0,50.0,626.0,620.0,10.0
"JHARKHAND","KHUNTI","22-07-2008",2549.88,1736.96,641.2,171.72,45773.0,11493.0,57266.0,12.0,1791.0,196.0,12.0
"JHARKHAND","KODERMA","27-12-2004",1713.47,1145.65,416.75,151.07,39950.0,37106.0,77056.0,50.0,472.0,440.0,10.0
"JHARKHAND","LATEHAR","27-12-2004",3543.85,2373.11,867.59,303.15,79635.0,14552.0,94187.0,50.0,2058.0,649.0,16.0
"JHARKHAND","LOHARDAGA","27-12-2004",869.92,577.02,199.91,92.99,22626.0,25229.0,47855.0,50.0,626.0,307.0,10.0
"JHARKHAND","PAKUR","27-12-2004",2527.91,1695.61,608.0,224.3,72250.0,29077.0,101327.0,50.0,1601.0,685.0,10.0
"JHARKHAND","PALAMU","27-12-2004",3577.28,2382.22,854.31,340.75,91152.0,138623.0,229775.0,50.0,1927.0,99.0,10.0
"JHARKHAND","PASCHIM SINGHBHUM","27-12-2004",6427.06,4303.83,1598.34,524.89,170083.0,33439.0,203522.0,50.0,3063.0,361.0,10.0
"JHARKHAND","PURBI SINGHBHUM","23-04-2002",2618.39,1746.17,582.12,290.1,97196.0,119789.0,216985.0,52.0,2248.0,337.0,10.0
"JHARKHAND","RAMGARH","22-07-2008",2236.36,1498.82,558.49,179.05,48992.0,16857.0,65849.0,40.0,670.0,40.0,8.0
"JHARKHAND","RANCHI","23-04-2002",8346.42,5682.84,2059.03,604.55,197639.0,41036.0,238675.0,42.0,5900.0,1032.0,10.0
"JHARKHAND","SAHIBGANJ","27-12-2004",4031.6,2697.09,985.57,348.94,112798.0,12484.0,125282.0,50.0,1238.0,800.0,10.0
"JHARKHAND","SERAIKELA KHARSAWAN","27-12-2004",4294.78,2885.62,1061.22,347.94,105319.0,62645.0,167964.0,50.0,1752.0,357.0,10.0
"JHARKHAND","SIMDEGA","27-12-2004",2754.42,1869.79,693.24,191.39,60505.0,49846.0,110351.0,50.0,1417.0,175.0,10.0
"KARNATAKA","BAGALKOT","17-05-2005",2742.49,1805.71,665.37,271.41,74926.0,175385.0,250311.0,58.0,745.0,1118.0,10.0
"KARNATAKA","BANGALORE RURAL","11-03-2005",2229.57,1587.61,315.68,326.28,63044.0,39979.0,103023.0,10.0,1420.0,414.0,5.0
"KARNATAKA","BANGALORE URBAN","17-05-2005",2436.51,1602.35,587.61,246.55,71892.0,28299.0,100191.0,50.0,86.0,454.0,10.0
"KARNATAKA","BELGAUM","11-03-2005",7526.43,4897.97,1942.03,686.43,196594.0,501172.0,697766.0,50.0,3290.0,1962.0,10.0
"KARNATAKA","BELLARY","07-02-2000",3565.21,2362.11,861.69,341.41,100252.0,85854.0,186106.0,93.0,859.0,582.0,2.0
"KARNATAKA","BIDAR","17-05-2005",3122.13,2112.17,757.92,252.04,58384.0,125768.0,184152.0,51.0,1426.0,1165.0,10.0
"KARNATAKA","BIJAPUR","17-05-2005",5553.91,3713.75,1413.56,426.6,127172.0,108608.0,235780.0,50.0,2129.0,1793.0,10.0
"KARNATAKA","CHAMARAJANAGAR","11-03-2005",4157.73,2768.67,1004.45,384.61,110188.0,28797.0,138985.0,50.0,369.0,1269.0,10.0
"KARNATAKA","CHICKMAGALUR","11-03-2005",2447.33,1579.36,618.04,249.93,67568.0,70603.0,138171.0,35.0,1852.0,764.0,10.0
"KARNATAKA","CHIKBALLAPUR","04-08-2010",3442.23,2187.65,966.24,288.34,89907.0,36479.0,126386.0,12.0,941.0,42.0,6.0
"KARNATAKA","CHITRADURGA","11-03-2005",3045.66,2022.87,735.63,287.16,75400.0,130585.0,205985.0,50.0,1422.0,1021.0,28.0
"KARNATAKA","DAVANGERE","11-03-2005",4632.24,3040.06,1141.57,450.61,122530.0,129754.0,252284.0,50.0,1385.0,972.0,10.0
"KARNATAKA","DHARWAD","11-03-2005",1894.74,1284.34,452.8,157.6,53596.0,60267.0,113863.0,25.0,930.0,1051.0,10.0
"KARNATAKA","GADAG","11-03-2005",2072.7,1120.68,563.7,388.32,46821.0,39520.0,86341.0,50.0,291.0,431.0,10.0
"KARNATAKA","GULBARGA","17-05-2005",9825.09,6459.55,2429.12,936.42,269726.0,172264.0,441990.0,50.0,4024.0,2232.0,10.0
"KARNATAKA","HASSAN","11-03-2005",2568.92,1700.64,599.83,268.45,64134.0,216283.0,280417.0,50.0,1902.0,1173.0,10.0
"KARNATAKA","HAVERI","11-03-2005",3749.61,2495.35,910.15,344.11,98436.0,57875.0,156311.0,53.0,818.0,785.0,10.0
"KARNATAKA","KODAGU","17-05-2005",1541.07,1025.86,357.72,157.49,38838.0,18095.0,56933.0,50.0,179.0,287.0,9.0
"KARNATAKA","KOLAR","11-03-2005",1946.48,1388.58,417.94,139.96,43183.0,83210.0,126393.0,12.0,981.0,64.0,5.0
"KARNATAKA","KOPPAL","11-03-2005",2610.56,1518.43,677.36,414.77,60869.0,177618.0,238487.0,50.0,870.0,987.0,3.0
"KARNATAKA","MANDYA","11-03-2005",5692.09,3103.45,1559.51,1029.13,128782.0,148152.0,276934.0,50.0,1631.0,914.0,10.0
"KARNATAKA","MANGALORE(DAKSHINA KANNADA)","07-02-2000",1660.4,1076.85,361.76,221.79,59478.0,35532.0,95010.0,70.0,1236.0,505.0,15.0
"KARNATAKA","MYSORE","07-02-2000",5486.65,3546.31,1376.25,564.09,160601.0,42639.0,203240.0,54.0,1059.0,656.0,20.0
"KARNATAKA","RAICHUR","17-05-2005",4382.99,2939.25,1086.5,357.24,104887.0,120627.0,225514.0,52.0,1464.0,230.0,10.0
"KARNATAKA","RAMANAGARA                              ","04-08-2010",1966.83,1290.3,455.99,220.54,41876.0,58807.0,100683.0,10.0,1186.0,501.0,0.0
"KARNATAKA","SHIMOGA","11-03-2005",2626.03,1724.77,548.56,352.7,99428.0,40151.0,139579.0,50.0,1616.0,986.0,23.0
"KARNATAKA","TUMKUR","17-05-2005",8751.31,5640.49,2325.02,785.8,242872.0,137654.0,380526.0,50.0,2242.0,1845.0,10.0
"KARNATAKA","UDUPI","11-03-2005",1719.18,836.99,476.14,406.05,52348.0,34286.0,86634.0,20.0,618.0,431.0,10.0
"KARNATAKA","UTTAR KANNADA","17-05-2005",5078.59,3245.11,1290.12,543.36,165492.0,77428.0,242920.0,50.0,2296.0,1719.0,10.0
"KERALA","ALAPPUZHA","29-01-2002",1611.93,1040.24,328.98,242.71,114359.0,2189.0,116548.0,107.0,166.0,246.0,10.0
"KERALA","ERNAKULAM","12-03-2003",1520.55,743.42,396.46,380.67,54585.0,16069.0,70654.0,62.0,365.0,394.0,9.0
"KERALA","IDUKKI","12-03-2003",2325.86,1016.15,650.77,658.94,86535.0,11880.0,98415.0,51.0,116.0,188.0,4.0
"KERALA","KANNUR","12-03-2003",984.83,487.38,265.88,231.57,34121.0,0.0,34121.0,56.0,168.0,350.0,5.0
"KERALA","KASARGOD","15-01-2001",1761.91,875.88,468.02,418.01,56965.0,23300.0,80265.0,57.0,281.0,382.0,4.0
"KERALA","KOLLAM","10-01-2001",1573.46,1026.36,325.72,221.38,95130.0,7290.0,102420.0,400.0,410.0,351.0,10.0
"KERALA","KOTTAYAM","23-11-2005",1114.37,553.72,309.11,251.54,28118.0,1646.0,29764.0,40.0,182.0,133.0,5.0
"KERALA","KOZHIKODE","12-03-2003",931.88,432.46,249.41,250.01,42285.0,2086.0,44371.0,30.0,253.0,250.0,7.0
"KERALA","MALAPPURAM","29-01-2002",1302.3,852.72,285.96,163.62,60592.0,3996.0,64588.0,55.0,448.0,272.0,10.0
"KERALA","PALAKKAD","12-03-2003",2979.05,1396.7,800.5,781.85,107018.0,24424.0,131442.0,49.0,289.0,520.0,7.0
"KERALA","PATHANAMTHITTA","12-03-2003",1327.24,557.0,365.59,404.65,53799.0,1200.0,54999.0,25.0,172.0,121.0,5.0
"KERALA","THIRUVANANTHAPURAM","29-01-2002",2157.69,1407.08,461.37,289.24,129000.0,9482.0,138482.0,58.0,350.0,817.0,10.0
"KERALA","THRISSUR","12-03-2003",1469.59,739.57,386.79,343.23,48669.0,5868.0,54537.0,59.0,316.0,839.0,9.0
"KERALA","WAYANAD","29-01-2002",1129.26,745.23,249.52,134.51,50655.0,2481.0,53136.0,41.0,84.0,94.0,3.0
"MADHYA PRADESH","ALIRAJPUR","04-08-2010",1960.76,1347.87,497.06,115.83,38225.0,37210.0,75435.0,9.0,2140.0,586.0,10.0
"MADHYA PRADESH","ANUPPUR","13-08-2007",1496.69,978.89,345.29,172.51,39615.0,72695.0,112310.0,26.0,1984.0,1007.0,4.0
"MADHYA PRADESH","ASHOKNAGAR","13-08-2007",2945.88,2000.51,741.73,203.64,54450.0,51854.0,106304.0,0.0,2362.0,130.0,0.0
"MADHYA PRADESH","BALAGHAT","24-07-2003",6541.24,4358.39,1564.02,618.83,171243.0,105357.0,276600.0,54.0,2852.0,1989.0,8.0
"MADHYA PRADESH","BARWANI","24-07-2003",3586.0,2436.88,875.66,273.46,75695.0,49508.0,125203.0,41.0,2666.0,1846.0,7.0
"MADHYA PRADESH","BETUL","29-01-2002",2058.81,1394.1,505.8,158.91,43427.0,117664.0,161091.0,38.0,2412.0,455.0,10.0
"MADHYA PRADESH","BHIND","24-07-2003",2802.57,1917.48,701.56,183.53,42573.0,148810.0,191383.0,31.0,2460.0,160.0,6.0
"MADHYA PRADESH","BHOPAL","20-02-2003",905.92,614.17,212.34,79.41,20010.0,39539.0,59549.0,20.0,589.0,165.0,4.0
"MADHYA PRADESH","BURHANPUR","13-08-2007",1911.22,1263.09,492.12,156.01,41047.0,48092.0,89139.0,18.0,971.0,349.0,0.0
"MADHYA PRADESH","CHHATARPUR","24-07-2003",3953.76,2681.58,987.2,284.98,74861.0,165480.0,240341.0,62.0,3068.0,240.0,5.0
"MADHYA PRADESH","CHHINDWARA","20-02-2003",6143.57,4168.78,1524.67,450.12,116436.0,186478.0,302914.0,50.0,6107.0,418.0,10.0
"MADHYA PRADESH","DAMOH","24-07-2003",4410.47,2984.15,1064.71,361.61,99131.0,78822.0,177953.0,50.0,1944.0,158.0,7.0
"MADHYA PRADESH","DATIA","24-07-2003",1267.2,867.16,334.3,65.74,11997.0,35651.0,47648.0,30.0,2155.0,70.0,3.0
"MADHYA PRADESH","DEWAS","24-07-2003",2565.47,1718.22,601.96,245.29,59245.0,106423.0,165668.0,50.0,1927.0,25.0,10.0
"MADHYA PRADESH","DHAR","24-07-2003",4023.3,2697.0,957.39,368.91,100281.0,98820.0,199101.0,52.0,3503.0,490.0,10.0
"MADHYA PRADESH","DINDORI","24-07-2003",2904.53,1972.06,696.43,236.04,63701.0,63086.0,126787.0,12.0,1708.0,750.0,7.0
"MADHYA PRADESH","GUNA","24-07-2003",3293.17,2233.43,830.22,229.52,53901.0,60419.0,114320.0,10.0,3664.0,86.0,10.0
"MADHYA PRADESH","GWALIOR","30-08-2000",1615.38,1094.45,384.69,136.24,32128.0,111287.0,143415.0,53.0,1897.0,142.0,4.0
"MADHYA PRADESH","HARDA","24-07-2003",1356.58,930.18,340.63,85.77,23589.0,46014.0,69603.0,5.0,1742.0,223.0,4.0
"MADHYA PRADESH","HOSHANGABAD","30-08-2000",1455.64,960.98,337.52,157.14,50677.0,76631.0,127308.0,78.0,1686.0,725.0,10.0
"MADHYA PRADESH","INDORE","13-02-2003",1904.55,1255.95,478.1,170.5,48998.0,114548.0,163546.0,20.0,1502.0,721.0,10.0
"MADHYA PRADESH","JABALPUR","24-07-2003",3264.34,2156.32,729.18,378.84,106290.0,88024.0,194314.0,44.0,2240.0,260.0,10.0
"MADHYA PRADESH","JHABUA","24-07-2003",2913.48,1936.76,685.77,290.95,81491.0,32863.0,114354.0,9.0,2140.0,586.0,10.0
"MADHYA PRADESH","KATNI","24-07-2003",2356.97,1591.63,564.02,201.32,53000.0,117095.0,170095.0,15.0,2079.0,921.0,6.0
"MADHYA PRADESH","KHANDWA(EAST NIMAR)","23-04-2002",3023.31,2091.62,698.87,232.82,60123.0,58327.0,118450.0,40.0,2960.0,1375.0,8.0
"MADHYA PRADESH","KHARGONE","24-07-2003",4387.93,2957.07,1056.43,374.43,91083.0,152741.0,243824.0,50.0,3498.0,687.0,10.0
"MADHYA PRADESH","MANDLA","12-03-2003",3998.87,2700.71,964.26,333.9,98650.0,73826.0,172476.0,0.0,3064.0,176.0,10.0
"MADHYA PRADESH","MANDSAUR","13-02-2003",1734.39,1155.05,398.09,181.25,46666.0,119498.0,166164.0,50.0,1092.0,341.0,10.0
"MADHYA PRADESH","MORENA","24-07-2003",1740.9,1186.46,430.34,124.1,32478.0,169027.0,201505.0,50.0,2151.0,142.0,7.0
"MADHYA PRADESH","NARSINGHPUR","30-08-2000",2552.66,1706.49,599.1,247.07,67857.0,58600.0,126457.0,78.0,1720.0,913.0,6.0
"MADHYA PRADESH","NEEMUCH","24-07-2003",1512.54,1031.75,364.06,116.73,27790.0,86180.0,113970.0,39.0,1412.0,103.0,10.0
"MADHYA PRADESH","PANNA","24-07-2003",6268.42,4326.6,1643.45,298.37,72600.0,186451.0,259051.0,15.0,9254.0,117.0,10.0
"MADHYA PRADESH","RAISEN","30-08-2000",3499.88,2338.82,842.56,318.5,88825.0,86117.0,174942.0,27.0,3000.0,869.0,10.0
"MADHYA PRADESH","RAJGARH","23-04-2002",3854.44,2598.48,899.33,356.63,94365.0,80166.0,174531.0,44.0,3206.0,244.0,10.0
"MADHYA PRADESH","RATLAM","24-07-2003",2002.65,1344.58,458.73,199.34,51248.0,88719.0,139967.0,24.0,1392.0,158.0,6.0
"MADHYA PRADESH","REWA","13-02-2003",7676.61,4560.04,2090.66,1025.91,121538.0,197742.0,319280.0,9.0,8902.0,2153.0,10.0
"MADHYA PRADESH","SAGAR","24-07-2003",9087.0,5631.34,2370.7,1084.96,208079.0,137113.0,345192.0,22.0,3749.0,139.0,11.0
"MADHYA PRADESH","SATNA","24-07-2003",9696.16,5725.11,2541.41,1429.64,225199.0,119149.0,344348.0,66.0,3358.0,1845.0,8.0
"MADHYA PRADESH","SEHORE","30-08-2000",2183.91,1496.35,543.95,143.61,34355.0,86987.0,121342.0,4.0,3230.0,62.0,10.0
"MADHYA PRADESH","SEONI","02-05-2003",3824.66,2573.32,910.43,340.91,104769.0,122727.0,227496.0,10.0,2794.0,1718.0,4.0
"MADHYA PRADESH","SHAHDOL","24-07-2003",3312.37,2221.07,776.12,315.18,84802.0,74157.0,158959.0,45.0,2500.0,878.0,9.0
"MADHYA PRADESH","SHAJAPUR","24-07-2003",3302.24,2250.05,807.0,245.19,65429.0,91295.0,156724.0,18.0,3259.0,313.0,8.0
"MADHYA PRADESH","SHEOPUR","24-07-2003",1081.77,745.88,257.14,78.75,18198.0,63230.0,81428.0,10.0,1054.0,189.0,10.0
"MADHYA PRADESH","SHIVPURI","24-07-2003",3320.76,2229.87,829.76,261.13,65212.0,149252.0,214464.0,52.0,2814.0,148.0,8.0
"MADHYA PRADESH","SIDHI","24-07-2003",5118.91,3465.78,1179.46,473.67,127045.0,68292.0,195337.0,20.0,1458.0,488.0,9.0
"MADHYA PRADESH","SINGRAULI","04-08-2010",3718.42,2429.16,976.07,313.19,53722.0,98994.0,152716.0,7.0,1936.0,472.0,3.0
"MADHYA PRADESH","TIKAMGARH","13-02-2003",4759.02,3281.72,1201.48,275.82,66866.0,97843.0,164709.0,30.0,5086.0,112.0,6.0
"MADHYA PRADESH","UJJAIN","02-05-2003",3878.22,2649.56,956.11,272.55,68225.0,166634.0,234859.0,50.0,3800.0,1006.0,10.0
"MADHYA PRADESH","UMARIA","24-07-2003",2513.42,1714.93,618.92,179.57,40359.0,78621.0,118980.0,51.0,2303.0,300.0,10.0
"MADHYA PRADESH","VIDISHA","24-07-2003",4602.03,3115.01,1120.89,366.13,96852.0,88789.0,185641.0,14.0,2940.0,145.0,7.0
"MAHARASHTRA","AHMEDNAGAR","23-04-2002",4545.41,2935.06,1064.81,545.54,134247.0,304214.0,438461.0,50.0,2800.0,3646.0,14.0
"MAHARASHTRA","AKOLA","13-02-2003",2959.32,1970.82,712.04,276.46,81443.0,106045.0,187488.0,0.0,1547.0,1000.0,7.0
"MAHARASHTRA","AMRAVATI","07-02-2000",5987.5,3961.39,1456.74,569.37,176172.0,133894.0,310066.0,108.0,1587.0,1801.0,10.0
"MAHARASHTRA","AURANGABAD","22-03-2001",4819.5,3194.93,1160.9,463.67,110190.0,174106.0,284296.0,154.0,1787.0,1810.0,10.0
"MAHARASHTRA","BEED","13-02-2003",4189.63,2776.51,1029.33,383.79,90500.0,385000.0,475500.0,53.0,3154.0,1614.0,10.0
"MAHARASHTRA","BHANDARA","14-01-2004",3128.96,2041.92,731.4,355.64,93065.0,39555.0,132620.0,45.0,1347.0,1081.0,7.0
"MAHARASHTRA","BULDHANA","25-07-2003",5227.7,3487.91,1268.57,471.22,117275.0,208512.0,325787.0,70.0,2730.0,1833.0,28.0
"MAHARASHTRA","CHANDRAPUR","02-03-2001",4881.19,3124.09,1208.52,548.58,143479.0,148429.0,291908.0,66.0,2022.0,1833.0,25.0
"MAHARASHTRA","DHULE","07-02-2000",3871.14,2566.57,909.77,394.8,106598.0,77574.0,184172.0,142.0,1473.0,1489.0,10.0
"MAHARASHTRA","GADCHIROLI","07-11-2003",2352.55,1536.96,530.74,284.85,75900.0,53113.0,129013.0,54.0,1278.0,1321.0,12.0
"MAHARASHTRA","GONDIA","07-11-2003",3646.28,2349.39,833.34,463.55,120714.0,59502.0,180216.0,175.0,1731.0,1298.0,8.0
"MAHARASHTRA","HINGOLI","14-01-2004",2699.49,1788.09,660.17,251.23,52157.0,146643.0,198800.0,200.0,1797.0,910.0,10.0
"MAHARASHTRA","JALGAON","23-04-2002",9719.11,6355.42,2441.97,921.72,214260.0,304787.0,519047.0,725.0,3627.0,2618.0,15.0
"MAHARASHTRA","JALNA","23-04-2002",3125.27,2048.28,744.16,332.83,85470.0,139011.0,224481.0,124.0,2200.0,1550.0,8.0
"MAHARASHTRA","KOLHAPUR","13-02-2003",3203.5,2132.63,770.31,300.56,75993.0,322439.0,398432.0,985.0,2210.0,3167.0,10.0
"MAHARASHTRA","LATUR","07-11-2003",3531.81,2362.48,875.69,293.64,74260.0,200093.0,274353.0,115.0,2556.0,1017.0,10.0
"MAHARASHTRA","NAGPUR","13-02-2003",3912.1,2591.91,970.29,349.9,67367.0,182311.0,249678.0,300.0,2219.0,1775.0,10.0
"MAHARASHTRA","NANDED","07-02-2000",4799.86,3202.91,1192.22,404.73,101990.0,189813.0,291803.0,69.0,4432.0,2695.0,10.0
"MAHARASHTRA","NANDURBAR","23-04-2002",5686.32,3788.13,1409.23,488.96,134118.0,79135.0,213253.0,132.0,2216.0,866.0,6.0
"MAHARASHTRA","NASHIK","07-11-2003",6872.1,4519.83,1657.58,694.69,202284.0,249900.0,452184.0,54.0,2072.0,3427.0,15.0
"MAHARASHTRA","OSMANABAD","25-07-2003",2001.79,1294.66,488.65,218.48,54312.0,144344.0,198656.0,57.0,1689.0,752.0,4.0
"MAHARASHTRA","PARBHANI","14-01-2004",2189.8,1439.62,537.77,212.41,53647.0,200093.0,253740.0,56.0,1540.0,863.0,9.0
"MAHARASHTRA","PUNE","13-02-2003",4835.64,3104.75,1232.22,498.67,97302.0,305917.0,403219.0,633.0,5684.0,2480.0,10.0
"MAHARASHTRA","RAIGAD","07-02-2000",6569.89,4337.97,1662.77,569.15,124656.0,183838.0,308494.0,500.0,4915.0,1931.0,10.0
"MAHARASHTRA","RATNAGIRI","02-03-2001",3019.85,1835.73,734.49,449.63,95726.0,222099.0,317825.0,575.0,4167.0,1147.0,10.0
"MAHARASHTRA","SANGLI","22-03-2001",4578.41,2954.82,1216.7,406.89,50210.0,199976.0,250186.0,900.0,3274.0,2151.0,10.0
"MAHARASHTRA","SATARA","13-02-2003",6239.22,4116.67,1581.12,541.43,83517.0,306199.0,389716.0,852.0,4419.0,3431.0,10.0
"MAHARASHTRA","SINDHUDURG","25-07-2003",2084.95,1346.18,502.92,235.85,43874.0,73459.0,117333.0,460.0,2292.0,1050.0,4.0
"MAHARASHTRA","SOLAPUR","25-07-2003",6243.25,4067.68,1535.61,639.96,167757.0,291036.0,458793.0,52.0,4045.0,3378.0,10.0
"MAHARASHTRA","THANE","07-11-2003",7933.25,5278.51,1804.93,849.81,235922.0,299502.0,535424.0,300.0,4883.0,2616.0,13.0
"MAHARASHTRA","WARDHA","07-11-2003",2270.99,1509.48,521.24,240.27,63339.0,71069.0,134408.0,56.0,1298.0,852.0,8.0
"MAHARASHTRA","WASHIM","14-01-2003",4337.69,2837.65,1098.04,402.0,107896.0,97057.0,204953.0,50.0,1526.0,950.0,6.0
"MAHARASHTRA","YAVATMAL","22-03-2001",7505.57,4912.82,1870.28,722.47,187799.0,206239.0,394038.0,98.0,2935.0,1724.0,16.0
"MANIPUR","BISHNUPUR","12-03-2003",669.2,467.84,150.91,50.45,12152.0,4850.0,17002.0,24.0,302.0,84.0,2.0
"MANIPUR","CHANDEL","13-08-2007",1099.64,770.0,253.21,76.43,17610.0,0.0,17610.0,50.0,434.0,182.0,5.0
