-----
{
 "description": "The table refers to District wise Distribution of Dugwells by Status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dgwlState1.6.csv", 
 "title": "Download CSV for Districtwise Distribution of Dugwells by Status", 
 "url": "http://data.gov.in/sites/default/files/dgwlState1.6.csv"
}
-----
"State","District","In use","Not in use - Temporarily","Not in use - Salinity","Not in use - Dried up","Not in use - Destroyed","Not in use - Others","Total - Not in use","Grand total ( Use  + Not in use)"
"TAMIL NADU","TIRUNELVELI",58003,27501,464,2103,202,679,30949,88952
"TAMIL NADU","TIRUVANNAMALAI",132721,31869,2354,1954,202,371,36750,169471
"TAMIL NADU","TUTICORIN DISTRICT",19501,7240,1084,2440,495,1000,12259,31760
"TAMIL NADU","VELLORE",105959,15403,926,3541,869,1080,21819,127778
"TAMIL NADU","VILLUPPURAM",127616,24278,383,2490,1449,621,29221,156837
"TAMIL NADU","VIRUDHUNAGAR",22011,12921,1181,6079,538,2436,23155,45166
"TRIPURA","DHALAI",4,0,1,0,0,0,1,5
"TRIPURA","SOUTH TRIPURA",199,3,2,2,0,0,7,206
"TRIPURA","WEST TRIPURA",39,5,1,2,1,0,9,48
"UTTAR PRADESH","AGRA",1674,54,1,17,1,2,75,1749
"UTTAR PRADESH","ALIGARH",29,36,2,0,0,0,38,67
"UTTAR PRADESH","ALLAHABAD",2510,175,163,4,1,21,364,2874
"UTTAR PRADESH","AMBEDAKAR NAGAR",99,1,21,0,0,0,22,121
"UTTAR PRADESH","AZAMGARH",11,0,0,0,0,0,0,11
"UTTAR PRADESH","BAGHPAT",57,0,4,9,2,7,22,79
"UTTAR PRADESH","BAHARAICH",66,2,0,0,0,1,3,69
"UTTAR PRADESH","BALLIA",195,158,238,49,2,90,537,732
"UTTAR PRADESH","BALRAMPUR",14,40,43,10,15,0,108,122
"UTTAR PRADESH","BANDA",2891,90,33,15,1,2,141,3032
"UTTAR PRADESH","BARABANKI",339,88,38,1,0,0,127,466
"UTTAR PRADESH","BAREILLY",74,0,14,1,0,0,15,89
"UTTAR PRADESH","BASTI",44,0,0,0,0,0,0,44
"UTTAR PRADESH","CHANDAULI",297,108,18,1,2,5,134,431
"UTTAR PRADESH","CHITRAKOOT",3599,45,23,2,1,0,71,3670
"UTTAR PRADESH","DEORIA",27,0,0,0,0,0,0,27
"UTTAR PRADESH","FAIZABAD",371,2,0,2,0,0,4,375
"UTTAR PRADESH","FARRUKHABAD",29,0,0,0,0,0,0,29
"UTTAR PRADESH","FATEHPUR",434,255,77,5,0,0,337,771
"UTTAR PRADESH","FIROZABAD",48,2,0,11,0,0,13,61
"UTTAR PRADESH","GHAZIPUR",1,0,0,0,0,77,77,78
"UTTAR PRADESH","GONDA",0,0,14,0,0,0,14,14
"UTTAR PRADESH","GORAKHPUR",85,0,0,0,0,0,0,85
"UTTAR PRADESH","HAMIRPUR",2628,145,60,7,4,36,252,2880
"UTTAR PRADESH","HARDOI",156,119,38,0,1,59,217,373
"UTTAR PRADESH","JALAUN",2625,85,84,14,0,25,208,2833
"UTTAR PRADESH","JAUNPUR",518,790,343,25,14,288,1460,1978
"UTTAR PRADESH","JHANSI",25180,238,54,15,9,8,324,25504
"UTTAR PRADESH","KANNAUJ",57,0,0,0,0,0,0,57
"UTTAR PRADESH","KANPUR DEHAT",172,3,1,0,0,0,4,176
"UTTAR PRADESH","KANPUR NAGAR",166,0,0,0,0,0,0,166
"UTTAR PRADESH","KAUSHAMBI",15,0,0,0,0,0,0,15
"UTTAR PRADESH","KHERI",164,4,0,0,0,0,4,168
"UTTAR PRADESH","LALITPUR",25373,0,0,0,0,0,0,25373
"UTTAR PRADESH","LUCKNOW",16,11,15,9,0,1,36,52
"UTTAR PRADESH","MAHARAJ GANJ",28,19,0,0,0,0,19,47
"UTTAR PRADESH","MAHOBA",14896,174,52,37,17,8,288,15184
"UTTAR PRADESH","MAINPURI",1,3,0,0,0,0,3,4
"UTTAR PRADESH","MATHURA",422,0,0,0,0,0,0,422
"UTTAR PRADESH","MAU",129,0,0,1,0,0,1,130
"UTTAR PRADESH","MEERUT",20,0,0,0,0,2,2,22
"UTTAR PRADESH","MIRZAPUR",16541,192,103,23,30,16,364,16905
"UTTAR PRADESH","MUZZAFARNAGAR",184,0,0,0,0,46,46,230
"UTTAR PRADESH","PRATAPGARH",145,2,21,0,0,0,23,168
"UTTAR PRADESH","RAEBARELI",338,1881,1533,40,22,1415,4891,5229
"UTTAR PRADESH","SANT KABIR NAGAR",183,4,120,12,0,1,137,320
"UTTAR PRADESH","SANT RAVI DAS NAGAR",65,0,0,0,0,0,0,65
"UTTAR PRADESH","SHRAWASTI",17,16,12,1,1,1,31,48
"UTTAR PRADESH","SIDDHARTH NAGAR",386,1,12,16,7,6,42,428
"UTTAR PRADESH","SONBHADRA",8571,221,260,52,7,7,547,9118
"UTTAR PRADESH","SULTANPUR",65,118,334,4,51,281,788,853
"UTTAR PRADESH","UNNAO",211,0,17,0,0,0,17,228
"UTTAR PRADESH","VARANASI",420,1,2,8,0,0,11,431
"UTTARANCHAL","DEHRA DUN",16,0,3,0,0,0,3,19
"UTTARANCHAL","HARIDWAR",242,0,0,0,0,0,0,242
"UTTARANCHAL","NAINITAL",1,0,0,0,0,0,0,1
"UTTARANCHAL","PAURI",0,0,0,1,0,0,1,1
"UTTARANCHAL","UDHAM SINGH NAGAR",540,29,2,3,0,0,34,574
"WEST BENGAL","BANKURA",4209,312,9,208,42,446,1017,5226
"WEST BENGAL","BIRBHUM",321,127,0,48,27,16,218,539
"WEST BENGAL","BURDWAN",60,3,0,0,0,25,28,88
"WEST BENGAL","COOCHBEHAR",6455,25,30,130,11,118,314,6769
"WEST BENGAL","DAKSHIN DINAJPUR",122,3,0,0,0,0,3,125
"WEST BENGAL","DARJEELING",212,41,0,0,0,0,41,253
"WEST BENGAL","HOOGHLY",19,2,0,0,0,0,2,21
"WEST BENGAL","JALPAIGURI",3213,124,51,458,79,122,834,4047
"WEST BENGAL","MALDA",1,0,0,0,0,0,0,1
"WEST BENGAL","MIDNAPORE",8599,304,0,0,0,78,382,8981
"WEST BENGAL","MURSHIDABAD",1,0,0,0,0,0,0,1
"WEST BENGAL","NADIA",2,0,0,0,0,0,0,2
"WEST BENGAL","PURULIA",12100,696,0,0,0,526,1222,13322
"WEST BENGAL","UTTAR DINAJPUR",2,0,0,0,0,0,0,2
