-----
{
 "description": "The table refers to block wise distribution of shallow tubewells according to major/medium projects and  average pumping hours . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "Blockshtbwl2.11.csv", 
 "title": "Download CSV for Block wise Distribution of Shallow Tubewells according to major/medium projects and  Average Pumping Hours for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/Blockshtbwl2.11.csv"
}
-----
State,District,Block,On the Maj/Med,Outside Command,Total,Avg pumping hours (0-4),Avg pumping hours (4 - 8),Avg pumping hours (8-12),Avg pumping hours (12 -16),Avg pumping hours (16 - 20),Avg pumping hours (20 - 24),Total
UTTAR PRADESH,FAIZABAD,BIKAPUR,99,3570,3669,857,2486,326,0,0,0,3669
UTTAR PRADESH,FAIZABAD,HASTINPUR,761,2698,3459,122,1774,1526,37,0,0,3459
UTTAR PRADESH,FAIZABAD,MASONDHA,107,3369,3476,674,2304,337,112,49,0,3476
UTTAR PRADESH,FAIZABAD,MAYA,267,3054,3321,310,2015,996,0,0,0,3321
UTTAR PRADESH,FAIZABAD,MILKI PUR,330,3717,4047,299,2993,755,0,0,0,4047
UTTAR PRADESH,FAIZABAD,PURA,347,2740,3087,117,1995,971,4,0,0,3087
UTTAR PRADESH,FAIZABAD,SOHAWAL,284,2203,2487,426,1609,443,8,1,0,2487
UTTAR PRADESH,FAIZABAD,TARUN,0,4329,4329,133,3905,291,0,0,0,4329
UTTAR PRADESH,FARUKHABAD,BADPUR,550,1348,1898,159,1596,140,3,0,0,1898
UTTAR PRADESH,FARUKHABAD,CHHIBRAMAU,1453,3246,4699,575,3854,255,8,4,3,4699
UTTAR PRADESH,FARUKHABAD,HASERAN,860,1053,1913,248,1444,216,5,0,0,1913
UTTAR PRADESH,FARUKHABAD,JALABAD,8,2917,2925,2566,347,3,1,0,8,2925
UTTAR PRADESH,FARUKHABAD,KAMALGANJ,212,4723,4935,1346,3150,350,79,7,3,4935
UTTAR PRADESH,FARUKHABAD,KANNAUJ,548,2451,2999,215,2429,343,7,3,2,2999
UTTAR PRADESH,FARUKHABAD,KAYAMGUNJ,332,2464,2796,876,1847,71,2,0,0,2796
UTTAR PRADESH,FARUKHABAD,MOHAMMADABAD,49,3533,3582,155,2140,1046,241,0,0,3582
UTTAR PRADESH,FARUKHABAD,NAWABGANJ,84,2154,2238,13,1851,104,266,3,1,2238
UTTAR PRADESH,FARUKHABAD,RAJEPUR,273,2195,2468,23,2300,124,13,8,0,2468
UTTAR PRADESH,FARUKHABAD,SAURIKH,486,2949,3435,284,2382,769,0,0,0,3435
UTTAR PRADESH,FARUKHABAD,SHAMSABAD,220,4768,4988,66,4843,76,1,1,1,4988
UTTAR PRADESH,FARUKHABAD,TALGRAM,43,4903,4946,1317,3155,324,92,48,10,4946
UTTAR PRADESH,FARUKHABAD,UMARDA,16,6121,6137,3729,1913,475,14,0,6,6137
UTTAR PRADESH,FATEHPUR,AIRAYA,548,1696,2244,273,1000,672,229,63,7,2244
UTTAR PRADESH,FATEHPUR,AMAULI,65,1482,1547,300,1192,51,2,0,2,1547
UTTAR PRADESH,FATEHPUR,ASODHAR,62,553,615,8,598,9,0,0,0,615
UTTAR PRADESH,FATEHPUR,BAHUWA,686,935,1621,94,1355,172,0,0,0,1621
UTTAR PRADESH,FATEHPUR,DEVMAI,453,1564,2017,535,1476,6,0,0,0,2017
UTTAR PRADESH,FATEHPUR,DHATA,44,1285,1329,5,814,491,19,0,0,1329
UTTAR PRADESH,FATEHPUR,HASWA,164,679,843,6,294,437,60,46,0,843
UTTAR PRADESH,FATEHPUR,KHAJUHA,92,207,299,38,98,75,88,0,0,299
UTTAR PRADESH,FATEHPUR,TELYANI,223,785,1008,29,704,269,6,0,0,1008
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,0,991,991,0,30,902,8,51,0,991
UTTAR PRADESH,FIROZABAD,ARANV,0,2008,2008,18,1194,727,60,9,0,2008
UTTAR PRADESH,FIROZABAD,EKA,1098,904,2002,368,1318,311,5,0,0,2002
UTTAR PRADESH,FIROZABAD,FIROZABAD,171,1411,1582,71,1078,328,103,2,0,1582
UTTAR PRADESH,FIROZABAD,JASRANA,41,1972,2013,537,1422,52,1,1,0,2013
UTTAR PRADESH,FIROZABAD,KHAIRGARH/HATBANT,68,2373,2441,71,2245,125,0,0,0,2441
UTTAR PRADESH,FIROZABAD,MADANPUR,1052,2028,3080,1006,1317,753,4,0,0,3080
UTTAR PRADESH,FIROZABAD,NARKHI,367,2507,2874,98,1207,1538,31,0,0,2874
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,51,2002,2053,113,1664,273,3,0,0,2053
UTTAR PRADESH,FIROZABAD,TUNDLA,122,2215,2337,195,629,1417,94,2,0,2337
UTTAR PRADESH,GHAZIABAD,BHOJPUR,48,3778,3826,194,1920,1682,24,6,0,3826
UTTAR PRADESH,GHAZIABAD,BISRAKH,0,1148,1148,471,325,245,95,10,2,1148
UTTAR PRADESH,GHAZIABAD,DADRI,378,3548,3926,269,3217,363,60,11,6,3926
UTTAR PRADESH,GHAZIABAD,DHAULANA,125,3413,3538,69,3421,48,0,0,0,3538
UTTAR PRADESH,GHAZIABAD,GARH,476,3698,4174,1274,2197,697,6,0,0,4174
UTTAR PRADESH,GHAZIABAD,HAPUR,541,3727,4268,589,1798,1881,0,0,0,4268
UTTAR PRADESH,GHAZIABAD,LAUNI,172,2066,2238,352,1276,593,14,3,0,2238
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,851,2589,3440,110,1778,1417,42,93,0,3440
UTTAR PRADESH,GHAZIABAD,RAJAPUR,400,1222,1622,147,834,632,9,0,0,1622
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,259,2748,3007,289,1572,561,409,176,0,3007
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,199,1124,1323,73,1149,96,4,1,0,1323
UTTAR PRADESH,GHAZIPUR,BHADORA,113,250,363,13,223,112,11,4,0,363
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,1796,1676,3472,136,2601,732,3,0,0,3472
UTTAR PRADESH,GHAZIPUR,DEVKALI,250,699,949,13,887,46,1,0,2,949
UTTAR PRADESH,GHAZIPUR,JAMANIYA,624,266,890,59,479,256,95,1,0,890
UTTAR PRADESH,GHAZIPUR,KARNDA,175,770,945,156,664,125,0,0,0,945
UTTAR PRADESH,GHAZIPUR,KASIMABAD,121,1096,1217,7,557,550,97,5,1,1217
UTTAR PRADESH,GHAZIPUR,MANIHARI,484,1136,1620,62,154,789,584,30,1,1620
UTTAR PRADESH,GHAZIPUR,MARADAH,129,454,583,63,313,201,4,2,0,583
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,68,1507,1575,47,981,464,73,9,1,1575
UTTAR PRADESH,GHAZIPUR,REVTIPUR,121,366,487,17,447,23,0,0,0,487
UTTAR PRADESH,GHAZIPUR,SADAR,230,632,862,138,372,328,22,2,0,862
UTTAR PRADESH,GHAZIPUR,SADAT,67,621,688,76,232,379,1,0,0,688
UTTAR PRADESH,GHAZIPUR,SAIDPUR,104,887,991,118,667,204,2,0,0,991
UTTAR PRADESH,GHAZIPUR,VIRNO,128,1449,1577,84,1025,364,98,6,0,1577
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,156,2427,2583,76,858,1009,294,290,56,2583
UTTAR PRADESH,GONDA,BELSAR,102,2259,2361,319,1905,105,7,25,0,2361
UTTAR PRADESH,GONDA,BHABHANJOT,16,5136,5152,1276,3854,22,0,0,0,5152
UTTAR PRADESH,GONDA,CHHAPIA,38,5931,5969,1305,4432,196,31,5,0,5969
UTTAR PRADESH,GONDA,COLONELGANJ,0,1718,1718,304,1119,294,0,1,0,1718
UTTAR PRADESH,GONDA,HALDAR MAU,34,3085,3119,1918,1137,64,0,0,0,3119
UTTAR PRADESH,GONDA,ITIYATHOK,0,76,76,0,46,30,0,0,0,76
UTTAR PRADESH,GONDA,JHANJHRI,97,3185,3282,642,2615,25,0,0,0,3282
UTTAR PRADESH,GONDA,KATRA BAZAR,0,2898,2898,1324,1061,486,26,1,0,2898
UTTAR PRADESH,GONDA,MANKAPUR,42,6509,6551,895,4451,1161,44,0,0,6551
UTTAR PRADESH,GONDA,MUJEHNA,572,3384,3956,825,2751,363,17,0,0,3956
UTTAR PRADESH,GONDA,NAWABGANJ,0,2689,2689,2201,487,0,1,0,0,2689
UTTAR PRADESH,GONDA,PANDRIKRIPAL,275,3042,3317,2834,477,6,0,0,0,3317
UTTAR PRADESH,GONDA,PARASPUR,1,3512,3513,326,3166,21,0,0,0,3513
UTTAR PRADESH,GONDA,TARABGANJ,6,2506,2512,1291,1127,85,9,0,0,2512
UTTAR PRADESH,GONDA,WAZIRGANJ,1,4376,4377,139,2070,1806,335,27,0,4377
UTTAR PRADESH,GORAKHPUR,BANSGAON,0,2281,2281,145,1730,399,7,0,0,2281
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,0,2021,2021,595,803,614,9,0,0,2021
UTTAR PRADESH,GORAKHPUR,BELGHAT,0,2717,2717,398,779,1539,1,0,0,2717
UTTAR PRADESH,GORAKHPUR,BHATHAT,0,2537,2537,51,2399,86,1,0,0,2537
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,0,2791,2791,293,2060,432,6,0,0,2791
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,0,3825,3825,658,1022,1079,850,216,0,3825
UTTAR PRADESH,GORAKHPUR,CHARGANWA,0,2429,2429,27,1528,820,51,3,0,2429
UTTAR PRADESH,GORAKHPUR,GAGHA,0,2803,2803,1387,1112,297,4,2,1,2803
UTTAR PRADESH,GORAKHPUR,GOLA,0,2182,2182,821,1208,149,2,0,2,2182
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,0,3374,3374,408,2412,466,88,0,0,3374
UTTAR PRADESH,GORAKHPUR,KAURIRAM,0,2433,2433,185,1773,454,21,0,0,2433
UTTAR PRADESH,GORAKHPUR,KHAJANI,0,1937,1937,3,973,954,3,4,0,1937
UTTAR PRADESH,GORAKHPUR,KHORABAR,0,1712,1712,28,623,1061,0,0,0,1712
UTTAR PRADESH,GORAKHPUR,PALI,0,2275,2275,275,1831,169,0,0,0,2275
UTTAR PRADESH,GORAKHPUR,PIPRAICH,0,1796,1796,360,922,413,97,4,0,1796
UTTAR PRADESH,GORAKHPUR,PIPRAULI,0,2110,2110,103,1499,468,36,4,0,2110
UTTAR PRADESH,GORAKHPUR,SAHJANWA,0,2296,2296,99,2138,59,0,0,0,2296
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,0,1754,1754,492,616,409,1,193,43,1754
UTTAR PRADESH,GORAKHPUR,URUWA,0,3011,3011,244,2315,443,1,8,0,3011
UTTAR PRADESH,HAMIRPUR,GOHAND,0,1031,1031,12,922,97,0,0,0,1031
UTTAR PRADESH,HAMIRPUR,KURARA,40,224,264,38,73,118,34,1,0,264
UTTAR PRADESH,HAMIRPUR,MAUDAHA,1,1372,1373,10,825,526,10,2,0,1373
UTTAR PRADESH,HAMIRPUR,MUSKARA,288,659,947,48,793,106,0,0,0,947
UTTAR PRADESH,HAMIRPUR,RATH,123,831,954,261,530,158,3,1,1,954
UTTAR PRADESH,HAMIRPUR,SARILA,0,1053,1053,8,534,508,2,0,1,1053
UTTAR PRADESH,HAMIRPUR,SUMREPUR,8,1842,1850,359,1027,393,26,45,0,1850
UTTAR PRADESH,HARDOI,AHIROURI,0,2756,2756,5,1928,821,0,1,1,2756
UTTAR PRADESH,HARDOI,BAVAN,0,2230,2230,493,947,783,2,1,4,2230
UTTAR PRADESH,HARDOI,BEHANDAR,0,1230,1230,17,530,675,8,0,0,1230
UTTAR PRADESH,HARDOI,BHARAWAN,0,1402,1402,143,612,642,3,0,2,1402
UTTAR PRADESH,HARDOI,BHARKHANI,0,5418,5418,504,4186,696,25,5,2,5418
UTTAR PRADESH,HARDOI,BILGRAM,0,1678,1678,7,1618,52,0,1,0,1678
UTTAR PRADESH,HARDOI,HARIYAWAN,0,1622,1622,554,726,308,28,5,1,1622
UTTAR PRADESH,HARDOI,HARPALPUR,0,1738,1738,316,1330,90,0,0,2,1738
UTTAR PRADESH,HARDOI,KACHOUNA,0,2228,2228,1408,814,2,0,1,3,2228
UTTAR PRADESH,HARDOI,KOTHAWAN,0,2301,2301,1415,866,16,1,0,3,2301
UTTAR PRADESH,HARDOI,MAHDHOGANJ,0,2063,2063,38,1808,217,0,0,0,2063
UTTAR PRADESH,HARDOI,MALLAWAN,0,2194,2194,4,2152,37,1,0,0,2194
UTTAR PRADESH,HARDOI,PIHANI,0,2436,2436,193,1182,1060,1,0,0,2436
UTTAR PRADESH,HARDOI,SANDI,0,2959,2959,162,1231,1541,19,1,5,2959
UTTAR PRADESH,HARDOI,SANDILA,0,1277,1277,307,180,736,54,0,0,1277
UTTAR PRADESH,HARDOI,SHAHABAD,0,3672,3672,1221,1985,463,1,0,2,3672
UTTAR PRADESH,HARDOI,SURSA,0,1828,1828,521,1281,26,0,0,0,1828
UTTAR PRADESH,HARDOI,TANDIYAWA,0,1594,1594,364,1191,39,0,0,0,1594
UTTAR PRADESH,HARDOI,TODARPUR,0,2834,2834,172,1748,815,96,0,3,2834
UTTAR PRADESH,HARDWAR,BAHADRABAD,503,2789,3292,788,1776,598,116,13,1,3292
UTTAR PRADESH,HARDWAR,BHAGWANPUR,516,4142,4658,386,3751,517,3,1,0,4658
UTTAR PRADESH,HARDWAR,KHANPUR,7,1656,1663,81,1298,283,1,0,0,1663
UTTAR PRADESH,HARDWAR,LAKSAR,213,6676,6889,1435,4081,1129,218,14,12,6889
UTTAR PRADESH,HARDWAR,NARSAN,1193,1588,2781,992,1153,625,3,0,8,2781
UTTAR PRADESH,HARDWAR,ROORKEE,1008,3039,4047,896,2088,688,322,52,1,4047
UTTAR PRADESH,JALAUN,DAKOR,251,88,339,42,188,108,1,0,0,339
UTTAR PRADESH,JALAUN,JALAUN,221,768,989,9,672,257,33,18,0,989
UTTAR PRADESH,JALAUN,KADAURA,93,116,209,17,80,107,1,0,4,209
UTTAR PRADESH,JALAUN,KONCH,219,400,619,24,196,307,70,20,2,619
UTTAR PRADESH,JALAUN,KUTHAUND,305,509,814,65,658,87,4,0,0,814
UTTAR PRADESH,JALAUN,MADHOGHARH,0,1023,1023,108,915,0,0,0,0,1023
UTTAR PRADESH,JALAUN,MAHEBA,1,197,198,2,186,10,0,0,0,198
UTTAR PRADESH,JALAUN,NADIGAON,83,130,213,101,94,10,0,0,8,213
UTTAR PRADESH,JALAUN,RAMPURA,523,356,879,77,469,285,43,5,0,879
UTTAR PRADESH,JAUNPUR,BADLA PUR,2681,1689,4370,50,3005,1313,2,0,0,4370
UTTAR PRADESH,JAUNPUR,BAKSHA,340,2508,2848,5,1593,1243,5,0,2,2848
UTTAR PRADESH,JAUNPUR,BARSOTHI,76,2046,2122,61,1271,766,24,0,0,2122
UTTAR PRADESH,JAUNPUR,DHARMA PUR,81,2020,2101,381,1498,220,2,0,0,2101
UTTAR PRADESH,JAUNPUR,DOBHI,131,1713,1844,59,1492,291,0,0,2,1844
UTTAR PRADESH,JAUNPUR,JALAL PUR,1172,692,1864,46,1574,244,0,0,0,1864
UTTAR PRADESH,JAUNPUR,KARNJAKALA,39,4360,4399,401,3823,175,0,0,0,4399
UTTAR PRADESH,JAUNPUR,KERAKAT,701,1566,2267,8,721,1538,0,0,0,2267
UTTAR PRADESH,JAUNPUR,KHUTHAN,1550,764,2314,317,445,1242,284,23,3,2314
UTTAR PRADESH,JAUNPUR,M.SHAHAR,559,2626,3185,763,337,903,1146,36,0,3185
UTTAR PRADESH,JAUNPUR,MADRIYAHU,1567,1286,2853,48,2096,701,8,0,0,2853
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,261,3364,3625,549,2966,110,0,0,0,3625
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,599,1519,2118,18,2056,43,0,0,1,2118
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,686,1316,2002,10,1307,684,1,0,0,2002
UTTAR PRADESH,JAUNPUR,RAM NAGAR,970,1007,1977,41,1656,278,2,0,0,1977
UTTAR PRADESH,JAUNPUR,RAMPUR,253,1771,2024,254,938,734,93,5,0,2024
UTTAR PRADESH,JAUNPUR,SHAH GANJ,1126,2428,3554,283,2513,755,2,0,1,3554
UTTAR PRADESH,JAUNPUR,SIKRARA,474,2105,2579,394,2108,77,0,0,0,2579
UTTAR PRADESH,JAUNPUR,SIRKONI,218,2332,2550,13,1881,641,12,0,3,2550
UTTAR PRADESH,JAUNPUR,SUITHA KALA,160,2407,2567,75,2261,231,0,0,0,2567
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,36,2826,2862,2139,676,34,0,4,9,2862
UTTAR PRADESH,JHANSI,BADAGAON,0,115,115,91,24,0,0,0,0,115
UTTAR PRADESH,JHANSI,BANGRA,46,46,92,92,0,0,0,0,0,92
UTTAR PRADESH,JHANSI,CHIRGAON,91,231,322,117,192,8,0,0,5,322
UTTAR PRADESH,JHANSI,GURSARAJ,0,237,237,88,107,41,1,0,0,237
UTTAR PRADESH,JHANSI,MAURANIPUR,1,103,104,4,100,0,0,0,0,104
UTTAR PRADESH,JHANSI,MOTH,70,157,227,40,167,12,1,0,7,227
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,357,2187,2544,602,1420,487,24,10,1,2544
UTTAR PRADESH,KANPUR DEHAT,AMRODHA,33,183,216,7,144,64,0,1,0,216
UTTAR PRADESH,KANPUR DEHAT,BILHAUR,207,3849,4056,669,2361,969,55,2,0,4056
UTTAR PRADESH,KANPUR DEHAT,BITARGAON,297,2093,2390,1251,631,501,3,3,1,2390
UTTAR PRADESH,KANPUR DEHAT,CHAUBEPUR,730,1440,2170,517,1331,311,10,0,1,2170
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,19,1767,1786,85,1675,26,0,0,0,1786
UTTAR PRADESH,KANPUR DEHAT,GHATAMPUR,218,190,408,2,245,153,7,1,0,408
UTTAR PRADESH,KANPUR DEHAT,JHINJAK,83,2121,2204,403,1654,122,24,1,0,2204
UTTAR PRADESH,KANPUR DEHAT,KAKWAN,429,2327,2756,1208,878,659,10,0,1,2756
UTTAR PRADESH,KANPUR DEHAT,MAITHA,328,2577,2905,317,2000,365,22,38,163,2905
UTTAR PRADESH,KANPUR DEHAT,MALASA,402,497,899,202,557,139,1,0,0,899
UTTAR PRADESH,KANPUR DEHAT,PATARA,735,943,1678,59,1386,181,47,5,0,1678
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,87,347,434,97,270,43,24,0,0,434
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,775,2207,2982,1576,1293,110,2,0,1,2982
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,15,1287,1302,182,961,130,9,20,0,1302
UTTAR PRADESH,KANPUR DEHAT,SARBANKHERA,299,1079,1378,24,501,695,151,7,0,1378
UTTAR PRADESH,KANPUR DEHAT,SHIVRAJPUR,1451,1881,3332,71,3205,56,0,0,0,3332
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,304,1767,2071,156,1103,714,97,1,0,2071
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,415,2519,2934,611,1508,787,26,2,0,2934
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,399,2370,2769,182,1464,919,115,89,0,2769
UTTAR PRADESH,KHIRI,BANKEYGANJ,8,2030,2038,140,1582,314,2,0,0,2038
UTTAR PRADESH,KHIRI,BEHJAM,188,3646,3834,444,2842,452,93,3,0,3834
UTTAR PRADESH,KHIRI,BIJUA,3,1766,1769,224,1175,370,0,0,0,1769
UTTAR PRADESH,KHIRI,DHAUREHRA,0,1137,1137,22,948,145,18,4,0,1137
UTTAR PRADESH,KHIRI,ISANAGAR,484,2980,3464,1176,1706,401,87,86,8,3464
UTTAR PRADESH,KHIRI,KHUMBHIGOLA,508,6300,6808,1300,3608,1621,114,152,13,6808
UTTAR PRADESH,KHIRI,LAKHIMPUR,630,5894,6524,3121,2136,880,182,204,1,6524
UTTAR PRADESH,KHIRI,MITAULI,703,4471,5174,1243,2653,1017,126,124,11,5174
UTTAR PRADESH,KHIRI,MOHAMMADI,678,2828,3506,904,1683,808,111,0,0,3506
UTTAR PRADESH,KHIRI,NAKAHA,414,4116,4530,1422,2183,738,151,36,0,4530
UTTAR PRADESH,KHIRI,NIGHASAN,454,4744,5198,1331,3246,354,182,74,11,5198
UTTAR PRADESH,KHIRI,PALIA,296,4153,4449,960,2614,552,172,151,0,4449
UTTAR PRADESH,KHIRI,PASGAWAN,2,2454,2456,54,2396,6,0,0,0,2456
UTTAR PRADESH,KHIRI,PHOOLBEHAR,991,5300,6291,4502,1493,289,3,4,0,6291
UTTAR PRADESH,KHIRI,RAMIA BEHAR,0,1633,1633,35,527,313,426,332,0,1633
UTTAR PRADESH,KUSHI NAGAR,BISHUN PUR,39,2317,2356,18,1360,978,0,0,0,2356
UTTAR PRADESH,KUSHI NAGAR,DUDAHI,57,1691,1748,653,697,374,22,2,0,1748
UTTAR PRADESH,KUSHI NAGAR,FAZIL NAGAR,1050,938,1988,2,1684,298,3,1,0,1988
UTTAR PRADESH,KUSHI NAGAR,HATA,1239,729,1968,71,1634,258,5,0,0,1968
UTTAR PRADESH,KUSHI NAGAR,KAPTAN GANJ,694,3122,3816,910,2676,222,7,1,0,3816
UTTAR PRADESH,KUSHI NAGAR,KASAYA,955,269,1224,10,931,283,0,0,0,1224
UTTAR PRADESH,KUSHI NAGAR,KHADDA,0,1425,1425,446,964,15,0,0,0,1425
UTTAR PRADESH,KUSHI NAGAR,MOTI CHAK,637,1765,2402,788,1609,4,0,0,1,2402
UTTAR PRADESH,KUSHI NAGAR,NEBUAA NAORANGIYA,168,1204,1372,701,566,101,2,0,2,1372
UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,249,2420,2669,358,2218,88,5,0,0,2669
UTTAR PRADESH,KUSHI NAGAR,RAMKOLA,841,228,1069,350,516,202,1,0,0,1069
UTTAR PRADESH,KUSHI NAGAR,SEVARI,778,2,780,87,693,0,0,0,0,780
UTTAR PRADESH,KUSHI NAGAR,SHUKARAULI,535,2923,3458,284,2820,273,49,25,7,3458
UTTAR PRADESH,KUSHI NAGAR,TAMAKUHI,832,742,1574,781,747,45,1,0,0,1574
UTTAR PRADESH,LALITPUR,BAR,1,285,286,244,42,0,0,0,0,286
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,1911,2065,3976,914,1432,1264,199,163,4,3976
UTTAR PRADESH,LUCKNOW,CHINHAT,162,1360,1522,230,1216,74,2,0,0,1522
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,631,5477,6108,909,4011,696,436,50,6,6108
UTTAR PRADESH,LUCKNOW,KAKORI,333,1182,1515,93,1076,321,23,1,1,1515
UTTAR PRADESH,LUCKNOW,MALIHABAD,634,892,1526,42,1279,169,24,9,3,1526
UTTAR PRADESH,LUCKNOW,MALL,308,1536,1844,159,1648,36,0,0,1,1844
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,527,2465,2992,1033,1694,209,56,0,0,2992
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,210,2736,2946,940,1786,169,45,1,5,2946
UTTAR PRADESH,MAHOBA,KABARAI,18,135,153,83,41,29,0,0,0,153
UTTAR PRADESH,MAHOBA,PANWADI,0,20,20,14,6,0,0,0,0,20
UTTAR PRADESH,MAHRAJGANJ,BRIDGEMANGANJ,132,3326,3458,27,3011,406,11,0,3,3458
UTTAR PRADESH,MAHRAJGANJ,DHANI,0,917,917,2,835,80,0,0,0,917
UTTAR PRADESH,MAHRAJGANJ,GHUGHULI,1618,952,2570,498,1614,458,0,0,0,2570
UTTAR PRADESH,MAHRAJGANJ,LAKSHMIPUR,488,2707,3195,32,2161,1001,1,0,0,3195
UTTAR PRADESH,MAHRAJGANJ,MAHRAJGANJ SADAR,440,2497,2937,424,2116,387,9,0,1,2937
UTTAR PRADESH,MAHRAJGANJ,MITHAURA,798,1785,2583,75,1565,826,86,30,1,2583
UTTAR PRADESH,MAHRAJGANJ,NAUTANAWA,26,1880,1906,43,1658,202,2,1,0,1906
UTTAR PRADESH,MAHRAJGANJ,NICHLAUL,408,1514,1922,143,1024,708,30,13,4,1922
UTTAR PRADESH,MAHRAJGANJ,PANIYARA,906,2282,3188,1998,1174,16,0,0,0,3188
UTTAR PRADESH,MAHRAJGANJ,PARTAWAL,2044,546,2590,253,2140,135,52,10,0,2590
UTTAR PRADESH,MAHRAJGANJ,PHARENDA,733,2185,2918,364,2478,76,0,0,0,2918
UTTAR PRADESH,MAHRAJGANJ,SISWA,1697,543,2240,1420,760,54,2,1,3,2240
UTTAR PRADESH,MAINPURI,BARNAHAL,3,1590,1593,690,772,127,4,0,0,1593
UTTAR PRADESH,MAINPURI,BEWAR,691,2765,3456,500,2867,89,0,0,0,3456
UTTAR PRADESH,MAINPURI,GHIROR,380,1527,1907,1100,770,34,3,0,0,1907
UTTAR PRADESH,MAINPURI,JAGIR,879,948,1827,192,1471,150,14,0,0,1827
UTTAR PRADESH,MAINPURI,KARHAL,1465,463,1928,0,1289,637,2,0,0,1928
UTTAR PRADESH,MAINPURI,KISHANI,430,1381,1811,127,1505,179,0,0,0,1811
UTTAR PRADESH,MAINPURI,KURAWALI,271,1663,1934,273,543,764,73,280,1,1934
UTTAR PRADESH,MAINPURI,MAINPURI,283,2801,3084,850,1813,420,1,0,0,3084
UTTAR PRADESH,MAINPURI,SULTANGANJ,362,2123,2485,429,2050,6,0,0,0,2485
UTTAR PRADESH,MATHURA,BALDEV,0,3747,3747,0,2716,1031,0,0,0,3747
UTTAR PRADESH,MATHURA,CHHATA,310,3386,3696,296,2535,737,127,1,0,3696
UTTAR PRADESH,MATHURA,CHOMUHA,1098,2151,3249,33,2803,406,7,0,0,3249
UTTAR PRADESH,MATHURA,FAREH,1663,799,2462,25,2322,100,15,0,0,2462
UTTAR PRADESH,MATHURA,GOVERDHAN,387,2032,2419,122,2144,152,0,1,0,2419
UTTAR PRADESH,MATHURA,MAAT,0,1772,1772,835,925,10,1,1,0,1772
UTTAR PRADESH,MATHURA,MATHURA,0,3086,3086,0,2935,144,7,0,0,3086
UTTAR PRADESH,MATHURA,NAND GAWON,1712,895,2607,1324,1183,100,0,0,0,2607
UTTAR PRADESH,MATHURA,NOHJHIL,634,5020,5654,855,3548,1224,20,7,0,5654
UTTAR PRADESH,MATHURA,RAYA,631,2981,3612,589,2198,778,45,2,0,3612
UTTAR PRADESH,MATHURA,SADABAB,244,3285,3529,63,2917,505,44,0,0,3529
UTTAR PRADESH,MATHURA,SAHPAU,193,2649,2842,282,1978,565,15,2,0,2842
UTTAR PRADESH,MAU,BADRAW,246,372,618,90,393,127,6,2,0,618
UTTAR PRADESH,MAU,DOHARIGHAT,1,114,115,66,19,23,6,0,1,115
UTTAR PRADESH,MAU,FATEEHPUR MANDAVA,19,1649,1668,507,1129,31,1,0,0,1668
UTTAR PRADESH,MAU,GHOSI,1,400,401,62,314,25,0,0,0,401
UTTAR PRADESH,MAU,KOPAGANJ,47,1272,1319,373,902,35,7,1,1,1319
UTTAR PRADESH,MAU,MUHAMMDABAD,218,1342,1560,6,1425,100,27,2,0,1560
UTTAR PRADESH,MAU,PARDHA,6,1507,1513,3,84,1283,136,6,1,1513
UTTAR PRADESH,MAU,RANIPUR,139,2758,2897,36,1473,1370,16,2,0,2897
UTTAR PRADESH,MAU,RATANPURA,124,485,609,0,297,194,118,0,0,609
UTTAR PRADESH,MEERUT,BAGHPAT,57,3103,3160,142,2928,89,0,1,0,3160
UTTAR PRADESH,MEERUT,BARAUT,108,3435,3543,46,2973,524,0,0,0,3543
