-----
{
 "description": "The table refers to Block wise Construction of Shallow Tubewells over the years. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.1.csv", 
 "title": "Download CSV for Blockwise Construction of Shallow Tubewells over the years", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.1.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Upto 1993-94,During 1994-95,During 1995-96,During 1996-97,During 1997-98,During 1998-99,During 1999-00,During 2000-01,Total
TAMIL NADU,VILLUPPURAM,VIKKIRAVANDI,1000,14,17,6,31,7,2,0,1077
TAMIL NADU,VIRUDHUNAGAR,ARUPPUKOTTAI,2,0,0,0,0,0,0,0,2
TAMIL NADU,VIRUDHUNAGAR,KARIAPATTI,10,1,6,3,1,0,0,1,22
TAMIL NADU,VIRUDHUNAGAR,NARIKUDI,25,3,0,1,1,10,0,0,40
TAMIL NADU,VIRUDHUNAGAR,RAJAPALAYAM,20,8,1,4,2,2,4,6,47
TAMIL NADU,VIRUDHUNAGAR,SRIVILLIPUTUR,34,0,0,0,0,0,0,0,34
TAMIL NADU,VIRUDHUNAGAR,TIRUCHULI,198,0,2,0,0,1,0,0,201
TAMIL NADU,VIRUDHUNAGAR,WATRAP,1,0,0,0,0,0,0,0,1
TRIPURA,NORTH TRIPURA,KADAMTALA,0,0,0,1,0,1,2,0,4
TRIPURA,NORTH TRIPURA,PANISAGAR,1,1,1,3,0,1,4,0,11
TRIPURA,SOUTH TRIPURA,BAGAFA,1,1,11,1,2,2,9,5,32
TRIPURA,SOUTH TRIPURA,KAKRABAN,0,0,1,0,1,0,7,0,9
TRIPURA,SOUTH TRIPURA,KILLA,0,0,1,1,1,2,3,0,8
TRIPURA,SOUTH TRIPURA,MATABARI,2,0,0,0,1,3,5,4,15
TRIPURA,SOUTH TRIPURA,RAJNAGAR,0,0,0,0,1,24,17,0,42
TRIPURA,SOUTH TRIPURA,RUPAICHARI,0,0,0,0,0,8,5,0,13
TRIPURA,SOUTH TRIPURA,SATCHAND,17,18,45,55,79,55,68,53,390
TRIPURA,WEST TRIPURA,BISHALGARH,7,3,12,4,17,72,86,27,228
TRIPURA,WEST TRIPURA,BOXANAGAR,0,1,2,3,5,2,6,18,37
TRIPURA,WEST TRIPURA,DUKLI,1,0,0,0,12,10,72,77,172
TRIPURA,WEST TRIPURA,JAMPUIJALA,0,0,0,0,0,3,1,0,4
TRIPURA,WEST TRIPURA,JIRANIA,7,2,0,5,5,0,11,11,41
TRIPURA,WEST TRIPURA,KALYANPUR,0,0,0,0,1,0,0,0,1
TRIPURA,WEST TRIPURA,KATHALIA,1,0,0,1,1,2,7,5,17
TRIPURA,WEST TRIPURA,KHOWAI,2,3,1,2,7,6,5,4,30
TRIPURA,WEST TRIPURA,MANDAI,0,0,0,0,0,2,7,2,11
TRIPURA,WEST TRIPURA,MELAGHAR,2,0,0,1,4,11,13,7,38
TRIPURA,WEST TRIPURA,MOHANPUR,0,1,0,0,5,20,29,16,71
TRIPURA,WEST TRIPURA,PADMABILL,0,0,0,0,0,0,0,2,2
TRIPURA,WEST TRIPURA,TULASHIKHAR,0,0,0,0,0,0,0,2,2
UTTAR PRADESH,AGRA,ACHNERA,3103,978,643,489,360,309,195,478,6555
UTTAR PRADESH,AGRA,AKOLA,4115,1075,794,579,353,137,95,125,7273
UTTAR PRADESH,AGRA,BAH,662,68,36,36,25,17,0,15,859
UTTAR PRADESH,AGRA,BAMROLI AHIR,3248,1565,1156,1066,646,330,205,196,8412
UTTAR PRADESH,AGRA,BICHPURI,2087,668,486,267,213,162,106,115,4104
UTTAR PRADESH,AGRA,ETMADPUR,1529,433,340,319,68,50,62,337,3138
UTTAR PRADESH,AGRA,FATEHABAD,1144,711,603,363,224,114,76,79,3314
UTTAR PRADESH,AGRA,FATEHPUR SIKRI,3269,1619,891,689,482,231,123,572,7876
UTTAR PRADESH,AGRA,JAGNER,813,720,420,372,235,171,83,56,2870
UTTAR PRADESH,AGRA,JETPUR KALAN,590,95,80,37,16,10,2,5,835
UTTAR PRADESH,AGRA,KHANDOLI,1532,714,558,430,329,190,104,78,3935
UTTAR PRADESH,AGRA,KHERA GARH,1359,1177,584,357,173,179,197,791,4817
UTTAR PRADESH,AGRA,PINAHAT,489,218,134,124,50,64,24,5,1108
UTTAR PRADESH,AGRA,SAIYA,3219,600,434,211,100,103,146,233,5046
UTTAR PRADESH,AGRA,SHAMSABAD,3265,1317,750,386,225,87,91,215,6336
UTTAR PRADESH,ALIGARH,AKRABAD,1827,616,395,354,296,218,216,187,4109
UTTAR PRADESH,ALIGARH,ATRAULI,2605,255,168,71,52,89,78,94,3412
UTTAR PRADESH,ALIGARH,CHANDOUS,2179,392,666,455,192,93,60,40,4077
UTTAR PRADESH,ALIGARH,DHANIPUR,1629,427,392,375,233,124,137,89,3406
UTTAR PRADESH,ALIGARH,GANGIRI,1979,864,757,712,428,291,181,138,5350
UTTAR PRADESH,ALIGARH,GONDA,2819,819,616,601,362,224,138,111,5690
UTTAR PRADESH,ALIGARH,IGLAS,2502,680,531,393,190,159,86,108,4649
UTTAR PRADESH,ALIGARH,JAWA,1515,266,275,253,140,122,85,117,2773
UTTAR PRADESH,ALIGARH,KHAIR,2913,633,690,426,359,286,190,177,5674
UTTAR PRADESH,ALIGARH,LODHA,2016,136,120,59,51,33,33,28,2476
UTTAR PRADESH,ALIGARH,TAPPAL,724,197,137,136,69,14,8,15,1300
UTTAR PRADESH,ALIGARH,VIJOLI,1326,517,395,299,280,390,76,87,3370
UTTAR PRADESH,ALLAHABAD,BAHADURPUR,731,114,98,44,34,30,25,32,1108
UTTAR PRADESH,ALLAHABAD,BAHRIA,1262,448,416,288,176,122,49,83,2844
UTTAR PRADESH,ALLAHABAD,CHAKA,189,25,44,16,3,3,3,6,289
UTTAR PRADESH,ALLAHABAD,DHANUPUR,1301,52,43,37,46,64,99,154,1796
UTTAR PRADESH,ALLAHABAD,HANDIA,427,103,104,55,36,31,15,24,795
UTTAR PRADESH,ALLAHABAD,HOLAGARH,1188,405,385,274,238,182,108,93,2873
UTTAR PRADESH,ALLAHABAD,JASRA,700,99,143,88,60,75,75,97,1337
UTTAR PRADESH,ALLAHABAD,KARCHHANA,793,150,104,76,77,60,50,41,1351
UTTAR PRADESH,ALLAHABAD,KAUDHIVARA,751,276,304,272,179,125,50,54,2011
UTTAR PRADESH,ALLAHABAD,KAURIHAR,1097,205,157,218,240,166,137,150,2370
UTTAR PRADESH,ALLAHABAD,KORAON,261,181,191,160,82,166,74,44,1159
UTTAR PRADESH,ALLAHABAD,MAIJA,121,69,76,40,39,41,7,10,403
UTTAR PRADESH,ALLAHABAD,MANDA,595,144,65,17,18,9,0,1,849
UTTAR PRADESH,ALLAHABAD,MAUAIMA,1172,389,400,294,252,169,96,134,2906
UTTAR PRADESH,ALLAHABAD,PHULPUR,1407,274,206,140,88,81,69,94,2359
UTTAR PRADESH,ALLAHABAD,PRATAPPUR,838,56,81,42,43,38,48,39,1185
UTTAR PRADESH,ALLAHABAD,SAIDABADA,821,105,113,50,48,31,41,45,1254
UTTAR PRADESH,ALLAHABAD,SHANKARGARH,3,3,0,0,0,19,4,0,29
UTTAR PRADESH,ALLAHABAD,SORAON,1018,297,241,160,99,82,45,42,1984
UTTAR PRADESH,ALLAHABAD,URUWAN,547,86,88,36,18,11,13,15,814
UTTAR PRADESH,AMBEDAKAR NAGAR,AKBARPUR,6758,876,654,491,341,315,286,385,10106
UTTAR PRADESH,AMBEDAKAR NAGAR,BHASKHARI,2451,561,498,369,233,145,92,117,4466
UTTAR PRADESH,AMBEDAKAR NAGAR,BHEETI,3026,476,356,273,237,245,184,187,4984
UTTAR PRADESH,AMBEDAKAR NAGAR,BHIYAON,1825,806,660,370,230,178,112,81,4262
UTTAR PRADESH,AMBEDAKAR NAGAR,JAHAGHERA GANJ,2878,686,508,309,273,170,109,134,5067
UTTAR PRADESH,AMBEDAKAR NAGAR,JALALPUR,5249,788,769,543,326,274,168,252,8369
UTTAR PRADESH,AMBEDAKAR NAGAR,KATEHARI,3927,631,535,276,249,201,153,126,6098
UTTAR PRADESH,AMBEDAKAR NAGAR,RAMNAGAR,2990,958,631,615,469,333,226,122,6344
UTTAR PRADESH,AMBEDAKAR NAGAR,TANDA,3377,850,660,520,462,404,263,209,6745
UTTAR PRADESH,AURAIYA,ACHALDA,0,0,0,0,0,0,0,5938,5938
UTTAR PRADESH,AURAIYA,AJEETMAL,0,0,0,0,0,0,0,5668,5668
UTTAR PRADESH,AURAIYA,ARVA KATARA,0,0,0,0,0,0,0,5656,5656
UTTAR PRADESH,AURAIYA,AURIAYA,0,0,0,0,0,0,0,842,842
UTTAR PRADESH,AURAIYA,BHAGYA NAGAR,0,0,0,0,0,0,0,3556,3556
UTTAR PRADESH,AURAIYA,BIDHUNA,0,0,0,0,0,0,0,5690,5690
UTTAR PRADESH,AURAIYA,SAHAR,0,0,0,0,0,0,0,5211,5211
UTTAR PRADESH,AZAMGARH,AHIROLA,2682,228,133,59,15,18,12,15,3162
UTTAR PRADESH,AZAMGARH,ATROULIA,1270,338,335,237,190,122,95,97,2684
UTTAR PRADESH,AZAMGARH,AZAMATGARH,1939,322,192,122,72,69,41,61,2818
UTTAR PRADESH,AZAMGARH,BILARIYA,1986,126,150,106,53,45,43,36,2545
UTTAR PRADESH,AZAMGARH,HARIYA,1124,353,346,311,191,142,116,144,2727
UTTAR PRADESH,AZAMGARH,JAHANA GANJ,2198,474,336,200,182,128,67,82,3667
UTTAR PRADESH,AZAMGARH,KOAILSA,1459,367,408,321,208,185,138,149,3235
UTTAR PRADESH,AZAMGARH,LALGANJ,968,176,127,77,66,24,13,11,1462
UTTAR PRADESH,AZAMGARH,MAHARAJGANJ,4054,908,653,438,295,271,162,187,6968
UTTAR PRADESH,AZAMGARH,MARTINGANJ,1857,615,433,411,163,191,101,54,3825
UTTAR PRADESH,AZAMGARH,MEHNAGAR,1738,479,488,211,101,72,34,62,3185
UTTAR PRADESH,AZAMGARH,MIRZA PUR,1968,164,168,152,98,76,97,62,2785
UTTAR PRADESH,AZAMGARH,MOHAMMADPUR,292,190,128,76,59,39,24,8,816
UTTAR PRADESH,AZAMGARH,PALHANI,1438,262,231,123,83,62,41,71,2311
UTTAR PRADESH,AZAMGARH,PAWAI,2033,361,204,171,117,85,65,47,3083
UTTAR PRADESH,AZAMGARH,PHOOL PUR,2437,1168,1079,770,777,410,416,258,7315
UTTAR PRADESH,AZAMGARH,RANI KI SARAI,1359,226,158,108,55,43,55,43,2047
UTTAR PRADESH,AZAMGARH,SANTHIYANUA,1367,189,128,99,62,36,34,30,1945
UTTAR PRADESH,AZAMGARH,TAHAUWARPUR,1752,22,58,97,121,112,73,50,2285
UTTAR PRADESH,AZAMGARH,TARAWA,2023,573,462,401,219,119,118,105,4020
UTTAR PRADESH,AZAMGARH,THEKAMA,1154,383,305,311,204,137,82,53,2629
UTTAR PRADESH,BAGHPAT,BADRAUT,3542,528,336,313,230,197,155,220,5521
UTTAR PRADESH,BAGHPAT,BAGHPAT,2743,507,325,213,141,108,123,249,4409
UTTAR PRADESH,BAGHPAT,BINAULI,3045,282,236,176,100,75,60,150,4124
UTTAR PRADESH,BAGHPAT,CHHAPRAULI,2504,485,307,300,238,171,97,107,4209
UTTAR PRADESH,BAGHPAT,KHEKRA,1929,298,283,199,123,81,82,85,3080
UTTAR PRADESH,BAGHPAT,PILANA,2044,378,275,195,146,165,146,198,3547
UTTAR PRADESH,BAHARAICH,BALHA,840,425,303,305,278,376,270,304,3101
UTTAR PRADESH,BAHARAICH,CHITTAURA,959,776,781,994,681,488,329,292,5300
UTTAR PRADESH,BAHARAICH,Fakharpur,1525,837,507,461,785,568,518,607,5808
UTTAR PRADESH,BAHARAICH,HUJURPUR,823,212,148,332,597,641,157,489,3399
UTTAR PRADESH,BAHARAICH,JARVAL,1196,320,384,552,606,399,582,723,4762
UTTAR PRADESH,BAHARAICH,KAISHARGANJ,862,257,309,419,444,271,221,258,3041
UTTAR PRADESH,BAHARAICH,MAHASHI,627,548,686,645,658,636,437,248,4485
UTTAR PRADESH,BAHARAICH,MIHIPURWA,2134,599,612,665,365,354,126,90,4945
UTTAR PRADESH,BAHARAICH,NAWABGANJ,1611,276,345,463,119,328,197,337,3676
UTTAR PRADESH,BAHARAICH,RISHYA,1433,342,422,532,734,467,579,614,5123
UTTAR PRADESH,BAHARAICH,SHIVPUR,1111,641,571,610,406,576,291,450,4656
UTTAR PRADESH,BAHARAICH,TAJAWAPUR,814,502,353,305,278,266,203,140,2861
UTTAR PRADESH,BALLIA,BAIRIA,730,167,119,78,109,77,50,101,1431
UTTAR PRADESH,BALLIA,BANSDEEH,969,111,109,97,54,59,47,73,1519
UTTAR PRADESH,BALLIA,BELHARI,267,98,88,65,66,39,40,55,718
UTTAR PRADESH,BALLIA,BERUARBARI,708,194,147,111,44,39,25,37,1305
UTTAR PRADESH,BALLIA,CHILKHAR,1314,162,184,138,126,106,142,128,2300
UTTAR PRADESH,BALLIA,DUBHAR,619,84,84,87,78,104,75,55,1186
UTTAR PRADESH,BALLIA,GARWARH,951,202,191,144,119,98,51,114,1870
UTTAR PRADESH,BALLIA,HANUMANGANJ,726,46,52,40,40,35,44,50,1033
UTTAR PRADESH,BALLIA,MANIER,1121,178,220,178,140,74,106,61,2078
UTTAR PRADESH,BALLIA,MURLICHAPRA,704,86,121,103,68,38,25,23,1168
UTTAR PRADESH,BALLIA,NAGRA,2255,484,370,341,263,189,165,181,4248
UTTAR PRADESH,BALLIA,NAWANAGAR,1190,120,120,117,68,77,50,69,1811
UTTAR PRADESH,BALLIA,PANDAH,918,388,280,186,118,83,64,30,2067
UTTAR PRADESH,BALLIA,RASRA,1865,264,254,147,121,59,37,72,2819
UTTAR PRADESH,BALLIA,REVOTI,1272,322,183,109,128,71,58,57,2200
UTTAR PRADESH,BALLIA,SEAR,1515,438,523,354,275,312,167,143,3727
UTTAR PRADESH,BALLIA,SOHAON,1127,196,193,147,111,98,90,101,2063
UTTAR PRADESH,BALRAMPUR,BALRAMPUR,4882,1278,1180,1061,757,740,460,468,10826
UTTAR PRADESH,BALRAMPUR,GAISADI,541,218,241,80,71,56,41,29,1277
UTTAR PRADESH,BALRAMPUR,GANDAS BUJURG,347,192,163,134,84,73,61,49,1103
UTTAR PRADESH,BALRAMPUR,HARRAIYA SATGHARWA,1483,528,523,482,392,272,167,168,4015
UTTAR PRADESH,BALRAMPUR,PACHAPEDWA,377,94,181,167,162,125,57,40,1203
UTTAR PRADESH,BALRAMPUR,REHARA BAZAR,5255,1857,1368,1465,1004,651,351,266,12217
UTTAR PRADESH,BALRAMPUR,SHRI DATTGANJ,1831,1016,798,778,906,769,362,212,6672
UTTAR PRADESH,BALRAMPUR,TULSIPUR,1255,289,361,467,516,384,221,194,3687
UTTAR PRADESH,BALRAMPUR,UTRAULA,988,583,821,643,544,466,347,259,4651
UTTAR PRADESH,BANDA,BABERU,198,217,150,136,143,146,122,93,1205
UTTAR PRADESH,BANDA,BADOKHAR KHURD,394,175,146,134,111,128,91,50,1229
UTTAR PRADESH,BANDA,BISANDA,736,233,328,227,151,143,97,125,2040
UTTAR PRADESH,BANDA,JASPURA,277,40,48,35,30,16,20,25,491
UTTAR PRADESH,BANDA,KAMASIN,351,175,215,126,175,76,78,14,1210
UTTAR PRADESH,BANDA,MAHUA,685,219,191,132,90,98,72,107,1594
UTTAR PRADESH,BANDA,NARAINI,303,140,159,244,107,87,53,65,1158
UTTAR PRADESH,BANDA,TINDWARI,533,172,164,141,116,115,62,77,1380
UTTAR PRADESH,BARABANKI,BANIKODAR,2021,630,644,568,444,306,214,169,4996
UTTAR PRADESH,BARABANKI,BANKI,3307,876,785,539,370,170,88,208,6343
UTTAR PRADESH,BARABANKI,DARIYABAD,2205,571,585,554,444,256,183,198,4996
UTTAR PRADESH,BARABANKI,DEVA,2863,715,523,619,419,410,277,442,6268
UTTAR PRADESH,BARABANKI,FATEHPUR,2809,1194,978,854,655,521,301,233,7545
UTTAR PRADESH,BARABANKI,HAIDARGARH,1977,462,406,281,221,128,106,139,3720
UTTAR PRADESH,BARABANKI,HARKHA,2342,606,705,624,380,349,247,304,5557
UTTAR PRADESH,BARABANKI,MASAULI,2714,540,481,318,221,187,112,82,4655
UTTAR PRADESH,BARABANKI,NINDURA,3813,998,896,913,589,676,509,416,8810
UTTAR PRADESH,BARABANKI,PUREDALAI,855,357,304,259,252,222,156,110,2515
UTTAR PRADESH,BARABANKI,RAMNAGAR,1592,651,650,471,250,229,164,115,4122
UTTAR PRADESH,BARABANKI,SIDHOUR,4098,729,666,417,341,288,188,178,6905
UTTAR PRADESH,BARABANKI,SIROULIGAUSPUR,3320,951,847,729,486,407,268,213,7221
UTTAR PRADESH,BARABANKI,SURATGANJ,3775,1219,1299,1363,1079,1199,932,428,11294
UTTAR PRADESH,BARABANKI,TRIVEDIGANJ,2343,547,568,476,288,289,232,286,5029
UTTAR PRADESH,BAREILLY,AALAMPUR JAFARABAD,2975,1058,766,640,515,348,244,266,6812
UTTAR PRADESH,BAREILLY,BAHERI,4498,1008,907,660,401,280,162,133,8049
UTTAR PRADESH,BAREILLY,BHADPURA,2515,1009,757,661,392,328,216,155,6033
UTTAR PRADESH,BAREILLY,BHOJIPURA,3806,1388,990,1062,723,413,252,190,8824
UTTAR PRADESH,BAREILLY,BHUTA,3769,1487,880,789,543,362,242,152,8224
UTTAR PRADESH,BAREILLY,BITHIRI CHAINPUR,3368,969,654,688,516,635,414,132,7376
UTTAR PRADESH,BAREILLY,FARIDPUR,2904,1232,1075,1074,720,437,240,210,7892
UTTAR PRADESH,BAREILLY,FATEHGANJ (W),1858,1139,1102,960,735,519,253,157,6723
UTTAR PRADESH,BAREILLY,KYARA,1566,751,513,369,250,193,105,94,3841
UTTAR PRADESH,BAREILLY,MAJHGAWAN,2649,1317,1073,884,540,452,238,221,7374
UTTAR PRADESH,BAREILLY,MIRGANJ,2789,1296,996,619,425,290,203,140,6758
UTTAR PRADESH,BAREILLY,NAWABGANJ,4657,1624,1420,1253,718,617,320,281,10890
UTTAR PRADESH,BAREILLY,RAM NAGAR,1607,832,973,683,396,324,219,150,5184
UTTAR PRADESH,BAREILLY,RICHHA,3523,1043,896,667,435,293,246,162,7265
UTTAR PRADESH,BAREILLY,SHERGARH,4211,1130,808,832,525,376,236,139,8257
UTTAR PRADESH,BASTI,BAHADURPUR,874,2891,337,139,795,232,64,54,5386
UTTAR PRADESH,BASTI,BANKATI,2382,962,798,640,491,315,229,191,6008
UTTAR PRADESH,BASTI,BASTI SADAR,1423,731,527,595,297,233,125,106,4037
UTTAR PRADESH,BASTI,GAUR,215,3994,188,58,774,291,28,14,5562
UTTAR PRADESH,BASTI,HARRAIYA,2317,3640,448,335,290,215,85,99,7429
UTTAR PRADESH,BASTI,KAPTAN GANJ,3220,845,782,547,402,334,236,289,6655
UTTAR PRADESH,BASTI,KUDRAHA,903,1504,436,402,410,348,195,118,4316
UTTAR PRADESH,BASTI,PARASH RAMPUR,1189,2159,794,310,222,132,71,219,5096
UTTAR PRADESH,BASTI,RAM NAGAR,722,716,436,433,447,230,172,186,3342
UTTAR PRADESH,BASTI,RUDHAULI,102,2110,236,149,65,32,17,1,2712
UTTAR PRADESH,BASTI,SAHUGHAT,1575,2044,312,250,398,167,103,137,4986
UTTAR PRADESH,BASTI,SALTAUWA GOPALPUR,1907,1086,561,435,363,265,151,176,4944
UTTAR PRADESH,BASTI,VIKRAMJOT,3845,867,615,511,307,219,166,239,6769
UTTAR PRADESH,BIJNOR,AAKU NEHTOUR,3963,798,699,323,309,210,225,212,6739
UTTAR PRADESH,BIJNOR,AFJALGARH,3156,995,1058,915,567,491,304,162,7648
UTTAR PRADESH,BIJNOR,ALLEHEPUR DHAMPUR,3669,1437,1278,945,671,357,243,192,8792
UTTAR PRADESH,BIJNOR,BUDHANPUR SEOHARA,4370,1516,885,546,280,185,70,78,7930
UTTAR PRADESH,BIJNOR,HALDOUR,5469,446,391,259,191,110,116,101,7083
UTTAR PRADESH,BIJNOR,JALILPUR,4582,1586,1472,1216,1054,879,573,376,11738
UTTAR PRADESH,BIJNOR,KIRATPUR,1792,699,485,389,259,134,84,47,3889
UTTAR PRADESH,BIJNOR,KOTWALI,3580,1225,1188,942,830,723,494,291,9273
UTTAR PRADESH,BIJNOR,MOHD.PUR DEVMAL,4476,1093,684,341,197,126,103,111,7131
UTTAR PRADESH,BIJNOR,NAJIBABAD,3068,563,422,257,165,131,103,99,4808
UTTAR PRADESH,BIJNOR,NOORPUR,5901,1249,878,911,569,401,218,311,10438
UTTAR PRADESH,BUDAUN,AMBIYAPUR,2207,977,816,799,564,425,295,165,6248
UTTAR PRADESH,BUDAUN,ASAFPUR,2213,759,633,675,373,225,191,185,5254
UTTAR PRADESH,BUDAUN,BISAULI,2587,707,490,510,382,274,161,177,5288
UTTAR PRADESH,BUDAUN,DATAGANJ,1109,666,534,500,336,185,107,85,3522
UTTAR PRADESH,BUDAUN,DEHGWA,3264,1203,1111,1075,918,745,394,279,8989
UTTAR PRADESH,BUDAUN,GUNNAUR,2098,1826,1418,1106,887,553,287,113,8288
UTTAR PRADESH,BUDAUN,ISLAMNAGAR,2055,924,683,481,341,292,295,259,5330
UTTAR PRADESH,BUDAUN,JAGAT,2152,444,374,227,185,116,70,166,3734
UTTAR PRADESH,BUDAUN,JUNAMAI,2234,979,998,1102,1204,1107,626,413,8663
UTTAR PRADESH,BUDAUN,KADAR CHOKE,1338,559,401,366,312,255,231,191,3653
UTTAR PRADESH,BUDAUN,MYAUN,1290,574,478,400,272,199,157,118,3488
UTTAR PRADESH,BUDAUN,RAJPURA,782,953,1385,1143,1141,734,323,173,6634
UTTAR PRADESH,BUDAUN,SAHASWAN,2550,1199,902,852,757,626,360,200,7446
UTTAR PRADESH,BUDAUN,SALARPUR,2208,633,487,317,276,201,129,100,4351
UTTAR PRADESH,BUDAUN,SAMRAR,1316,526,445,367,372,269,128,81,3504
UTTAR PRADESH,BUDAUN,UJHANI,2250,669,641,447,413,308,137,147,5012
UTTAR PRADESH,BUDAUN,USAWA,979,479,454,580,453,304,196,180,3625
UTTAR PRADESH,BUDAUN,WAZIRGANJ,1536,433,341,325,262,229,188,165,3479
UTTAR PRADESH,BULAND SAHAR,ANUPSHAHR,2493,452,298,210,158,144,92,139,3986
UTTAR PRADESH,BULAND SAHAR,ARNIRYA,2671,638,492,351,283,158,119,114,4826
UTTAR PRADESH,BULAND SAHAR,B.B. NAGAR,2284,215,255,175,82,130,121,123,3385
UTTAR PRADESH,BULAND SAHAR,BULANDSHAHR,3002,312,285,169,118,65,58,115,4124
UTTAR PRADESH,BULAND SAHAR,DANPUR,2156,318,238,128,123,109,136,162,3370
UTTAR PRADESH,BULAND SAHAR,DIBAI,1394,206,181,138,172,102,74,77,2344
UTTAR PRADESH,BULAND SAHAR,GULAWATHI,2899,359,273,159,82,70,41,78,3961
UTTAR PRADESH,BULAND SAHAR,JAHAGIRABAD,2934,407,189,190,117,107,67,105,4116
UTTAR PRADESH,BULAND SAHAR,KHURJA,3324,873,574,273,208,175,118,150,5695
UTTAR PRADESH,BULAND SAHAR,LAKHAWATI,2406,285,184,160,129,196,150,162,3672
UTTAR PRADESH,BULAND SAHAR,PAHASU,1505,516,572,529,403,267,234,298,4324
UTTAR PRADESH,BULAND SAHAR,SHIKARPUR,3448,273,215,156,122,112,117,220,4663
UTTAR PRADESH,BULAND SAHAR,SIANA,1973,231,183,92,49,44,35,28,2635
UTTAR PRADESH,BULAND SAHAR,SIKANDRABAD,3603,806,717,450,284,255,134,139,6388
UTTAR PRADESH,BULAND SAHAR,UNCHAGAON,2627,701,387,189,92,62,47,78,4183
UTTAR PRADESH,CHANDAULI,BARAHNI,431,131,110,73,27,27,14,21,834
UTTAR PRADESH,CHANDAULI,CHAHANIA,1078,131,100,69,53,32,42,49,1554
UTTAR PRADESH,CHANDAULI,CHAKIYA,301,76,102,24,8,2,7,1,521
UTTAR PRADESH,CHANDAULI,CHANDOULI,1435,147,171,158,26,25,32,49,2043
UTTAR PRADESH,CHANDAULI,DHANAPUR,772,75,136,54,65,49,36,19,1206
UTTAR PRADESH,CHANDAULI,NAOUGHAR,1252,141,100,158,26,18,10,49,1754
UTTAR PRADESH,CHANDAULI,NIYMATA BAD,1028,125,96,64,52,28,40,48,1481
UTTAR PRADESH,CHANDAULI,SAHABGANJ,837,66,58,43,17,79,19,19,1138
UTTAR PRADESH,CHANDAULI,SAKELDIHA,952,131,59,101,77,89,6,19,1434
UTTAR PRADESH,CHITRAKOOT,KARVI,58,46,26,16,11,13,22,3,195
UTTAR PRADESH,CHITRAKOOT,MANIKPUR,349,195,245,157,129,79,81,46,1281
UTTAR PRADESH,CHITRAKOOT,MAU,97,51,20,30,42,26,19,13,298
UTTAR PRADESH,CHITRAKOOT,PAHADI,90,83,45,46,30,18,20,18,350
UTTAR PRADESH,CHITRAKOOT,RAM NAGAR,775,187,154,87,41,26,25,37,1332
UTTAR PRADESH,DEORIA,BAITALPUR,2278,363,295,286,190,195,180,171,3958
UTTAR PRADESH,DEORIA,BANKATA,2425,671,367,396,275,262,130,105,4631
UTTAR PRADESH,DEORIA,BARHAJ,1407,422,287,258,151,71,60,49,2705
UTTAR PRADESH,DEORIA,BHAGALPUR,1292,548,385,264,206,143,99,113,3050
UTTAR PRADESH,DEORIA,BHALUWANI,2912,836,646,629,373,267,172,149,5984
UTTAR PRADESH,DEORIA,BHATANI,1174,451,356,323,333,165,138,163,3103
UTTAR PRADESH,DEORIA,BHATPAR RANI,1795,413,431,337,381,378,142,102,3979
UTTAR PRADESH,DEORIA,DEORIA SADAR,1652,812,695,389,277,119,89,63,4096
UTTAR PRADESH,DEORIA,DESAHI DEORIA,261,181,273,252,160,145,133,141,1546
UTTAR PRADESH,DEORIA,GAURI BAZAR,2520,544,502,414,367,222,259,177,5005
UTTAR PRADESH,DEORIA,LAR,1261,645,335,321,30,139,102,109,2942
UTTAR PRADESH,DEORIA,PATHARDEVA,726,380,503,671,195,546,174,79,3274
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,1309,443,351,283,135,107,50,28,2706
UTTAR PRADESH,DEORIA,RUDRAPUR,4395,67,47,18,13,2,9,6,4557
UTTAR PRADESH,DEORIA,SALEMPUR,1842,557,434,432,354,252,137,245,4253
UTTAR PRADESH,ETAH,ALIGANJ,3987,873,709,517,507,486,374,311,7764
UTTAR PRADESH,ETAH,AMAPUR,1171,602,497,405,295,300,269,231,3770
UTTAR PRADESH,ETAH,AWAGARH,850,542,369,333,421,316,251,210,3292
UTTAR PRADESH,ETAH,GANJDUNDWARA,695,655,685,652,540,400,476,175,4278
UTTAR PRADESH,ETAH,JAIDHRA,1415,656,808,686,517,336,212,148,4778
UTTAR PRADESH,ETAH,JALESAR,1718,594,470,704,293,280,130,162,4351
UTTAR PRADESH,ETAH,KASGANJ,2273,509,464,310,171,114,97,143,4081
UTTAR PRADESH,ETAH,MARAHERA,1964,293,204,128,112,72,56,235,3064
UTTAR PRADESH,ETAH,NIDHOLI KALAN,1994,740,573,428,290,290,260,277,4852
UTTAR PRADESH,ETAH,PATIYALI,1159,575,596,495,449,353,265,214,4106
UTTAR PRADESH,ETAH,SAHAWAR,641,490,435,501,645,549,311,189,3761
UTTAR PRADESH,ETAH,SAKIT,1753,662,687,494,418,345,219,164,4742
UTTAR PRADESH,ETAH,SHEETALPUR,1171,387,547,663,826,563,289,107,4553
UTTAR PRADESH,ETAH,SIDHPURA,1388,573,673,555,391,279,175,179,4213
UTTAR PRADESH,ETAH,SORON,1393,1156,834,557,265,221,115,82,4623
