-----
{
 "description": "The table refers to District wise Distribution of Shallow Tubewells according to Average Pumping Hours. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbstate2.11.csv", 
 "title": "Download CSV for Districtwise Distribution of Shallow Tubewells according to Average Pumping Hours", 
 "url": "http://data.gov.in/sites/default/files/shltbstate2.11.csv"
}
-----
"State","District","Avg pumping hours (0-4)","Avg pumping hours (4 - 8)","Avg pumping hours (8-12)","Avg pumping hours (12 -16)","Avg pumping hours (16 - 20)","Avg pumping hours (20 - 24)","Total"
"UTTAR PRADESH","BALLIA",4117,24219,4531,609,62,5,33543
"UTTAR PRADESH","BALRAMPUR",5630,37090,2888,30,13,0,45651
"UTTAR PRADESH","BANDA",862,6294,2660,452,35,4,10307
"UTTAR PRADESH","BARABANKI",30293,46376,11364,1220,598,125,89976
"UTTAR PRADESH","BAREILLY",19471,76848,11871,1177,98,37,109502
"UTTAR PRADESH","BASTI",303,66561,366,9,0,3,67242
"UTTAR PRADESH","BIJNOR",15040,62211,6937,864,258,159,85469
"UTTAR PRADESH","BUDAUN",17521,67996,10578,358,50,5,96508
"UTTAR PRADESH","BULAND SAHAR",6337,48705,6348,175,107,0,61672
"UTTAR PRADESH","CHANDAULI",1646,7406,2664,201,44,4,11965
"UTTAR PRADESH","CHITRAKOOT",306,1620,1321,122,16,71,3456
"UTTAR PRADESH","DEORIA",5709,49137,943,0,0,0,55789
"UTTAR PRADESH","ETAH",8767,42030,14946,364,103,18,66228
"UTTAR PRADESH","ETAWAH",0,30217,0,0,0,0,30217
"UTTAR PRADESH","FAIZABAD",17211,37887,7284,741,301,134,63558
"UTTAR PRADESH","FARRUKHABAD",2993,20186,2128,566,19,5,25897
"UTTAR PRADESH","FATEHPUR",5414,22549,6463,614,122,14,35176
"UTTAR PRADESH","FIROZABAD",4031,23049,3191,1,0,0,30272
"UTTAR PRADESH","GAUTAM BUDHA NAGAR",1576,19053,2893,15,2,0,23539
"UTTAR PRADESH","GHAZIABAD",4892,25653,4470,212,11,4,35242
"UTTAR PRADESH","GHAZIPUR",7865,51419,6891,820,170,144,67309
"UTTAR PRADESH","GONDA",17360,52360,22590,457,38,0,92805
"UTTAR PRADESH","GORAKHPUR",9901,61744,4963,0,0,0,76608
"UTTAR PRADESH","HAMIRPUR",1450,3974,4037,730,223,75,10489
"UTTAR PRADESH","HARDOI",14093,35293,15592,178,18,3,65177
"UTTAR PRADESH","HATHRAS",2014,22337,6005,66,46,16,30484
"UTTAR PRADESH","JALAUN",347,7326,1828,66,3,0,9570
"UTTAR PRADESH","JAUNPUR",14052,54576,7158,68,26,2,75882
"UTTAR PRADESH","JHANSI",4338,1941,1828,728,342,181,9358
"UTTAR PRADESH","JYOTIBA PHULENAGAR",6666,57698,5272,0,48,0,69684
"UTTAR PRADESH","KANNAUJ",8380,15763,2479,104,71,16,26813
"UTTAR PRADESH","KANPUR DEHAT",7262,14737,3670,523,51,47,26290
"UTTAR PRADESH","KANPUR NAGAR",4870,18384,3940,404,81,16,27695
"UTTAR PRADESH","KAUSHAMBI",2347,8814,2774,260,45,4,14244
"UTTAR PRADESH","KHERI",24564,53651,18411,2012,870,238,99746
"UTTAR PRADESH","KUSHINAGAR",5414,33735,3224,284,49,1,42707
"UTTAR PRADESH","LALITPUR",737,200,0,0,0,0,937
"UTTAR PRADESH","LUCKNOW",8409,16680,6365,390,110,12,31966
"UTTAR PRADESH","MAHARAJ GANJ",6954,51039,4271,95,1,13,62373
"UTTAR PRADESH","MAHOBA",238,488,25,0,0,2,753
"UTTAR PRADESH","MAINPURI",13391,40516,4075,2,0,0,57984
"UTTAR PRADESH","MATHURA",6232,42782,5451,17,1,3,54486
"UTTAR PRADESH","MAU",5356,20792,4221,294,39,21,30723
"UTTAR PRADESH","MEERUT",17347,31317,3101,52,25,3,51845
"UTTAR PRADESH","MIRZAPUR",2603,3289,1026,63,3,28,7012
"UTTAR PRADESH","MORADABAD",9574,83732,8044,0,72,0,101422
"UTTAR PRADESH","MUZZAFARNAGAR",21914,63983,5436,334,32,9,91708
"UTTAR PRADESH","PILIBHIT",8513,46428,18349,513,93,24,73920
"UTTAR PRADESH","PRATAPGARH",13886,64594,11238,865,105,59,90747
"UTTAR PRADESH","RAEBARELI",15631,42960,7198,2291,625,20,68725
"UTTAR PRADESH","RAMPUR",6789,58916,5662,0,52,0,71419
"UTTAR PRADESH","SAHARANPUR",5066,52410,20602,1952,80,0,80110
"UTTAR PRADESH","SANT KABIR NAGAR",12692,21051,2351,85,38,14,36231
"UTTAR PRADESH","SANT RAVI DAS NAGAR",314,5768,1008,82,10,2,7184
"UTTAR PRADESH","SHAHJAHANPUR",9473,67281,17105,1069,0,0,94928
"UTTAR PRADESH","SHRAWASTI",5643,27940,5898,463,0,0,39944
"UTTAR PRADESH","SIDDHARTH NAGAR",4151,37492,4939,369,46,9,47006
"UTTAR PRADESH","SITAPUR",291,95846,20840,15,0,0,116992
"UTTAR PRADESH","SONBHADRA",1806,2114,674,166,23,132,4915
"UTTAR PRADESH","SULTANPUR",28482,74822,16475,126,13,7,119925
"UTTAR PRADESH","UNNAO",13122,41897,12633,869,178,0,68699
"UTTAR PRADESH","VARANASI",1576,11098,1657,131,9,5,14476
"UTTARANCHAL","CHAMPAWAT",241,186,129,65,7,0,628
"UTTARANCHAL","DEHRA DUN",63,58,44,7,6,0,178
"UTTARANCHAL","HARIDWAR",4709,14838,6115,267,67,35,26031
"UTTARANCHAL","NAINITAL",265,250,32,7,3,2,559
"UTTARANCHAL","UDHAM SINGH NAGAR",2611,15757,4999,843,461,32,24703
"WEST BENGAL","BANKURA",9495,13909,4170,386,115,8,28083
"WEST BENGAL","BIRBHUM",3365,8462,4424,739,449,22,17461
"WEST BENGAL","BURDWAN",9110,15188,16622,7276,3329,185,51710
"WEST BENGAL","COOCHBEHAR",35524,5101,491,71,19,0,41206
"WEST BENGAL","DAKSHIN DINAJPUR",7506,10315,5600,1217,402,55,25095
"WEST BENGAL","DARJEELING",511,780,176,14,1,1,1483
"WEST BENGAL","HAORA",493,331,226,53,23,5,1131
"WEST BENGAL","HOOGHLY",4315,7276,5945,2541,746,12,20835
"WEST BENGAL","JALPAIGURI",4727,3374,377,10,0,2,8490
"WEST BENGAL","MALDA",4143,20508,10498,1861,245,0,37255
"WEST BENGAL","MIDNAPORE",25573,26905,16345,6146,2936,323,78228
"WEST BENGAL","MURSHIDABAD",24468,37191,17343,3383,1467,115,83967
"WEST BENGAL","NADIA",36791,39705,14633,3145,468,47,94789
"WEST BENGAL","NORTH 24 PARGANAS",17135,28728,13660,2910,728,41,63202
"WEST BENGAL","PURULIA",0,2,0,0,0,0,2
"WEST BENGAL","SOUTH 24 PARGANAS",2817,4246,1765,437,161,26,9452
"WEST BENGAL","UTTAR DINAJPUR",9090,17753,11635,2316,472,12,41278
