-----
{
 "description": "The table refers to block wise distribution of surface lift schemes by status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.6_1.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes by its status for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.6_1.csv"
}
-----
"State","District","Block","Schemes in use","Schemes not in use - Temporary","Schemes not in use - Abandoned (Salinity)","Schemes not in use - Dried up","Schemes not in use - Sinking","Schemes not in use - Others","Total - Schemes not in use","Grand total"
"MADHYA PRADESH","SURGUJA","SITAPUR",1,0,0,0,0,0,0,1
"MADHYA PRADESH","SURGUJA","SONHAT",31,3,0,0,0,0,3,34
"MADHYA PRADESH","TIKAMGARH","BALDEOGARH",555,0,0,0,0,0,0,555
"MADHYA PRADESH","TIKAMGARH","JATARA",123,0,0,0,0,0,0,123
"MADHYA PRADESH","TIKAMGARH","NIWARI",102,0,0,0,0,0,0,102
"MADHYA PRADESH","TIKAMGARH","PALERA",118,0,0,0,0,0,0,118
"MADHYA PRADESH","TIKAMGARH","PRITHWIPUR",101,0,0,0,0,0,0,101
"MADHYA PRADESH","TIKAMGARH","TIKAMGARH",749,0,0,0,0,0,0,749
"MADHYA PRADESH","UJJAIN","BADNAGAR",516,0,2,0,0,3,5,521
"MADHYA PRADESH","UJJAIN","GHATIYA",470,0,0,0,0,0,0,470
"MADHYA PRADESH","UJJAIN","KHACHRAUD",1454,0,0,0,0,0,0,1454
"MADHYA PRADESH","UJJAIN","MAHIDPUR",701,0,0,0,0,0,0,701
"MADHYA PRADESH","UJJAIN","TARANA",1162,0,0,0,0,1,1,1163
"MADHYA PRADESH","UJJAIN","UJJAIN",800,0,0,0,0,0,0,800
"MADHYA PRADESH","VIDISHA","BASODA",3223,4,0,5,0,0,9,3232
"MADHYA PRADESH","VIDISHA","GYARASPUR",1643,1,0,0,1,1,3,1646
"MADHYA PRADESH","VIDISHA","KURWAI",1715,3,0,2,0,1,6,1721
"MADHYA PRADESH","VIDISHA","LATERI",1083,2,0,0,1,1,4,1087
"MADHYA PRADESH","VIDISHA","NATERAN",2166,58,1,0,0,2,61,2227
"MADHYA PRADESH","VIDISHA","SIRONJ",1702,1,0,2,0,0,3,1705
"MADHYA PRADESH","VIDISHA","VIDISHA",1555,0,0,0,0,0,0,1555
"MANIPUR","BISHNUPUR","MOIRANG",4,0,0,0,0,0,0,4
"MANIPUR","IMPHAL","HAORANGSABAL(I-W)",2,0,0,0,0,0,0,2
"MANIPUR","IMPHAL","WAQNGOI(I-W)",9,0,0,0,0,0,0,9
"MANIPUR","THOUBAL","THOUBAL",5,0,0,0,0,0,0,5
"MEGHALAYA","JAINTIA HILLS","AMLAREM",1,2,0,0,0,0,2,3
"MEGHALAYA","JAINTIA HILLS","KHLIEHRIAT",0,1,0,0,0,0,1,1
"MEGHALAYA","JAINTIA HILLS","LASKEIN",0,0,1,0,0,0,1,1
"MEGHALAYA","JAINTIA HILLS","THADLASKEIN",1,0,0,0,0,0,0,1
"MEGHALAYA","RI BHOI DISTRICT","UMSNING C&D BLOCK",1,0,0,0,0,0,0,1
"MEGHALAYA","SOUTH GARO HILLS","BAGHMARA",0,0,0,0,1,0,1,1
"MEGHALAYA","SOUTH GARO HILLS","RONGRA",0,0,0,0,1,0,1,1
"MEGHALAYA","WEST GARO HILLS","BETASING",1,0,0,0,0,0,0,1
"MEGHALAYA","WEST GARO HILLS","SELSELLA",3,0,0,0,0,0,0,3
"MEGHALAYA","WEST KHASI HILLS","MAIRANG",1,1,0,0,0,0,1,2
"MIZORAM","AIZAWL","THINGDAWL",6,0,0,0,0,0,0,6
"MIZORAM","AIZAWL","ZAWLNUAM",6,0,0,0,0,0,0,6
"NAGALAND","KOHIMA","KUHUBOTO",6,0,0,0,0,0,0,6
"NAGALAND","KOHIMA","MEDZIPHEMA",13,0,0,0,0,0,0,13
"ORISSA","ANGUL","ANUGUL",42,1,0,0,0,0,1,43
"ORISSA","ANGUL","ATHAMALLICK",39,8,0,0,1,0,9,48
"ORISSA","ANGUL","BANANPULA",27,14,1,0,0,0,15,42
"ORISSA","ANGUL","CHHENDIAPADA",29,2,1,0,0,1,4,33
"ORISSA","ANGUL","KANIHA",61,8,1,1,0,0,10,71
"ORISSA","ANGUL","KISONAGAR",14,1,1,0,0,4,6,20
"ORISSA","ANGUL","PALALAHARA",110,3,0,0,0,1,4,114
"ORISSA","ANGUL","TALCHER",18,3,0,0,0,2,5,23
"ORISSA","BALASORE","BAHANAGA",4,0,1,0,0,2,3,7
"ORISSA","BALASORE","BALASORE",11,4,1,0,2,0,7,18
"ORISSA","BALASORE","BALIPAL",53,0,0,2,4,1,7,60
"ORISSA","BALASORE","BASTA",32,9,0,2,1,1,13,45
"ORISSA","BALASORE","BHOGARAI",41,17,0,0,0,1,18,59
"ORISSA","BALASORE","JALESWAR",41,3,0,0,2,6,11,52
"ORISSA","BALASORE","JILGIRI",15,2,0,0,0,4,6,21
"ORISSA","BALASORE","KHAIRA",3,0,0,0,0,0,0,3
"ORISSA","BALASORE","OUPADA",5,0,0,0,0,0,0,5
"ORISSA","BALASORE","REMUNA",44,5,0,0,0,3,8,52
"ORISSA","BALASORE","SIMULIA",9,3,0,0,0,0,3,12
"ORISSA","BALASORE","SORO",33,8,0,0,0,0,8,41
"ORISSA","BARAGARH","AMBABHANA",31,3,0,0,0,1,4,35
"ORISSA","BARAGARH","ATABIRA",45,2,0,0,0,0,2,47
"ORISSA","BARAGARH","BARAGARH",67,1,0,1,0,1,3,70
"ORISSA","BARAGARH","BARAPALI",28,2,0,0,0,1,3,31
"ORISSA","BARAGARH","BHATALI",158,6,0,1,0,0,7,165
"ORISSA","BARAGARH","BHENDENI",105,1,0,0,0,0,1,106
"ORISSA","BARAGARH","BIJEPUR",37,13,0,0,0,0,13,50
"ORISSA","BARAGARH","GAISILAT",32,7,0,0,1,0,8,40
"ORISSA","BARAGARH","JHARABANDHA",22,5,0,0,0,0,5,27
"ORISSA","BARAGARH","PADMAPUR",42,2,0,0,0,1,3,45
"ORISSA","BARAGARH","PAIKMAL",96,14,0,0,0,4,18,114
"ORISSA","BARAGARH","SOHELA",75,1,0,0,0,2,3,78
"ORISSA","BHADRAK","BASUDEVPUR",74,4,2,0,0,0,6,80
"ORISSA","BHADRAK","BHADRAK",31,1,0,0,0,1,2,33
"ORISSA","BHADRAK","BHANDARIPOKHARI",3,3,0,0,0,3,6,9
"ORISSA","BHADRAK","BONTH",11,0,0,0,0,0,0,11
"ORISSA","BHADRAK","CHANDABALI",17,0,0,0,0,0,0,17
"ORISSA","BHADRAK","DHAMANAGAR",221,13,0,0,0,3,16,237
"ORISSA","BHADRAK","TIHIDI",20,1,0,0,0,1,2,22
"ORISSA","BOLANGIR","AGALPUR",37,1,0,0,0,0,1,38
"ORISSA","BOLANGIR","BALANGIR",133,1,0,0,0,0,1,134
"ORISSA","BOLANGIR","BELPARA",73,5,0,1,2,0,8,81
"ORISSA","BOLANGIR","BONGOMUNDA",43,0,2,0,0,0,2,45
"ORISSA","BOLANGIR","DEOGAN",243,7,0,0,0,1,8,251
"ORISSA","BOLANGIR","KHAPRA KHOL",129,3,0,0,0,0,3,132
"ORISSA","BOLANGIR","LOUSINGHA",115,2,1,0,0,0,3,118
"ORISSA","BOLANGIR","MURIBAHAL",25,0,0,0,0,0,0,25
"ORISSA","BOLANGIR","PATANAGARH",276,4,2,1,0,1,8,284
"ORISSA","BOLANGIR","PUINTALA",169,6,0,0,0,1,7,176
"ORISSA","BOLANGIR","SAINTALA",83,3,1,0,0,0,4,87
"ORISSA","BOLANGIR","TENTULIKHUNTI",60,8,0,0,0,2,10,70
"ORISSA","BOLANGIR","TITILAGARH",41,0,0,0,0,0,0,41
"ORISSA","BOLANGIR","TUREKELA",7,0,0,0,0,0,0,7
"ORISSA","BOUDH","BOUDH",44,3,0,0,0,1,4,48
"ORISSA","BOUDH","GHARABHANGA",29,20,0,1,1,6,28,57
"ORISSA","BOUDH","KANTAMAL",55,16,0,0,0,0,16,71
"ORISSA","CUTTACK","ATHGARH",61,1,0,0,0,0,1,62
"ORISSA","CUTTACK","BANKI",20,2,0,1,0,0,3,23
"ORISSA","CUTTACK","BARANGA",9,0,0,0,0,2,2,11
"ORISSA","CUTTACK","BARMBA",20,15,1,0,1,2,19,39
"ORISSA","CUTTACK","CUTTACK(SADAR)",16,2,0,0,0,0,2,18
"ORISSA","CUTTACK","DOMAPARA",69,1,1,0,0,0,2,71
"ORISSA","CUTTACK","KANTAPARA",4,0,0,0,0,0,0,4
"ORISSA","CUTTACK","MAHANGA",82,8,0,0,0,0,8,90
"ORISSA","CUTTACK","NARASINGHPUR",35,7,0,1,0,0,8,43
"ORISSA","CUTTACK","NIALI",4,0,0,0,0,0,0,4
"ORISSA","CUTTACK","NISCHINTAKOILI",59,1,2,0,0,0,3,62
"ORISSA","CUTTACK","SALIPUR",7,0,0,0,0,0,0,7
"ORISSA","CUTTACK","TANGI-CHOUDWAR",43,12,0,1,0,0,13,56
"ORISSA","CUTTACK","TIGIRIA",20,1,0,1,0,0,2,22
"ORISSA","DEOGARH","REAMAL",380,95,0,4,0,0,99,479
"ORISSA","DEOGARH","SARKOTE",47,7,0,0,0,0,7,54
"ORISSA","DEOGARH","TILEIBANI",77,0,1,0,0,0,1,78
"ORISSA","DHENKANAL","BHUBAN",29,7,0,0,0,4,11,40
"ORISSA","DHENKANAL","DHENKANAL",18,5,1,1,0,3,10,28
"ORISSA","DHENKANAL","GANDIA",41,4,0,2,3,4,13,54
"ORISSA","DHENKANAL","HINDOL",51,4,0,0,0,6,10,61
"ORISSA","DHENKANAL","KAMAKHYANAGAR",15,4,0,0,1,1,6,21
"ORISSA","DHENKANAL","KANKADAHAD",7,1,0,0,1,0,2,9
"ORISSA","DHENKANAL","ODAPADA",53,14,0,0,0,6,20,73
"ORISSA","DHENKANAL","PALAJANGA",17,9,0,0,0,0,9,26
"ORISSA","GAJAPATI","GUMMA",9,1,0,0,0,0,1,10
"ORISSA","GAJAPATI","KASINAGAR",5,0,0,0,0,0,0,5
"ORISSA","GAJAPATI","MOHANA",12,2,0,0,0,2,4,16
"ORISSA","GAJAPATI","NUAGADA",0,1,0,0,0,0,1,1
"ORISSA","GAJAPATI","PARALAKHEMUNDI",77,4,2,0,0,2,8,85
"ORISSA","GAJAPATI","R.UDAYAGIRI",3,3,0,0,2,0,5,8
"ORISSA","GAJAPATI","RAYAGADA",13,1,10,0,0,1,12,25
"ORISSA","GANJAM","ASKA",49,3,0,0,0,0,3,52
"ORISSA","GANJAM","BELAGUNTHA",9,3,0,0,0,1,4,13
"ORISSA","GANJAM","BHANJANAGAR",38,2,0,1,0,2,5,43
"ORISSA","GANJAM","BUGUDA",34,0,1,0,0,1,2,36
"ORISSA","GANJAM","CHATRAPUR",26,9,0,0,0,0,9,35
"ORISSA","GANJAM","CHIKITI",36,1,3,0,0,0,4,40
"ORISSA","GANJAM","DHARAKOT",72,9,0,0,0,1,10,82
"ORISSA","GANJAM","DIGAPAHANDI",118,5,0,0,0,0,5,123
"ORISSA","GANJAM","GANJAM",35,4,0,0,0,0,4,39
"ORISSA","GANJAM","HINJILIKUT",36,0,0,0,0,0,0,36
"ORISSA","GANJAM","J.N.PRASAD",63,0,0,0,0,2,2,65
"ORISSA","GANJAM","K.KHANDI",15,2,0,0,0,2,4,19
"ORISSA","GANJAM","K.S.NAGAR",3,8,0,0,0,0,8,11
"ORISSA","GANJAM","KHALLIKOT",9,2,0,0,0,1,3,12
"ORISSA","GANJAM","KODALA",15,2,0,0,1,0,3,18
"ORISSA","GANJAM","P.PUR",39,1,0,1,0,0,2,41
"ORISSA","GANJAM","PATRAPUR",38,6,0,0,1,2,9,47
"ORISSA","GANJAM","POLASARA",32,1,0,0,0,0,1,33
"ORISSA","GANJAM","R.LUNDA",9,1,0,0,1,0,2,11
"ORISSA","GANJAM","S.KHEMUNDI",57,4,0,1,0,0,5,62
"ORISSA","GANJAM","SHERAGADA",149,2,0,0,0,1,3,152
"ORISSA","GANJAM","SORADA",92,3,0,0,3,9,15,107
"ORISSA","JAGATSINGHPUR","BALIKUDA",58,4,1,0,0,2,7,65
"ORISSA","JAGATSINGHPUR","BIRIDI",2,0,0,0,0,0,0,2
"ORISSA","JAGATSINGHPUR","ERASAMA",12,0,1,0,0,5,6,18
"ORISSA","JAGATSINGHPUR","JAGATSINGHPUR",2,2,0,0,0,0,2,4
"ORISSA","JAGATSINGHPUR","KUNJANG",9,4,0,0,1,5,10,19
"ORISSA","JAGATSINGHPUR","NAUGAON",1,1,0,0,0,0,1,2
"ORISSA","JAGATSINGHPUR","RAGHUNATHPUR",6,1,0,0,0,3,4,10
"ORISSA","JAGATSINGHPUR","TRITOL",17,13,0,1,0,6,20,37
"ORISSA","JAJPUR","BARACHAN",113,27,2,0,2,4,35,148
"ORISSA","JAJPUR","BARI",61,20,0,2,0,3,25,86
"ORISSA","JAJPUR","BINJHARPUR",67,9,0,0,0,0,9,76
"ORISSA","JAJPUR","DANAGADI",28,4,0,0,0,1,5,33
"ORISSA","JAJPUR","DASARATHPUR",19,2,0,0,0,0,2,21
"ORISSA","JAJPUR","DHARAMASALA",189,10,0,0,1,2,13,202
"ORISSA","JAJPUR","JAJPUR",61,3,1,0,0,1,5,66
"ORISSA","JAJPUR","KOREI",7,0,0,0,0,0,0,7
"ORISSA","JAJPUR","RASULPUR",4,5,0,1,0,1,7,11
"ORISSA","JAJPUR","SUKINDA",28,1,0,0,0,3,4,32
"ORISSA","JHARSUGUDA","JHARSUGUDA",31,5,1,0,0,8,14,45
"ORISSA","JHARSUGUDA","KIRIMIRA",115,0,0,0,0,0,0,115
"ORISSA","JHARSUGUDA","KOLABIRA",75,7,0,0,1,0,8,83
"ORISSA","JHARSUGUDA","LAIKERA",17,0,0,0,0,0,0,17
"ORISSA","JHARSUGUDA","LAKHANPUR",140,10,0,0,0,0,10,150
"ORISSA","KALAHANDI","BHABANI PATANA",49,9,0,0,0,0,9,58
"ORISSA","KALAHANDI","DHARMGARH",24,0,0,0,0,0,0,24
"ORISSA","KALAHANDI","GOLAMUNDA",26,4,0,0,0,0,4,30
"ORISSA","KALAHANDI","JAIPATANA",5,1,0,0,0,0,1,6
"ORISSA","KALAHANDI","JUNAGARH",49,8,0,0,0,0,8,57
"ORISSA","KALAHANDI","KALAMPUR",25,1,0,0,0,0,1,26
"ORISSA","KALAHANDI","KARLAMUNDA",16,0,0,0,0,0,0,16
"ORISSA","KALAHANDI","KESINGA",58,10,0,0,0,0,10,68
"ORISSA","KALAHANDI","KOKASARA",11,1,0,0,0,0,1,12
"ORISSA","KALAHANDI","LANGIGARH",32,7,0,0,0,0,7,39
"ORISSA","KALAHANDI","M.RAMPUR",38,3,0,0,0,0,3,41
"ORISSA","KALAHANDI","NARALA",59,13,0,0,0,0,13,72
"ORISSA","KALAHANDI","TH.RAMPUR",0,4,0,0,0,0,4,4
"ORISSA","KENDRAPARA","AUL",381,13,2,2,5,0,22,403
"ORISSA","KENDRAPARA","DERABISI",21,1,0,0,0,0,1,22
"ORISSA","KENDRAPARA","GARADPUR",46,22,4,0,0,4,30,76
"ORISSA","KENDRAPARA","KENDRAPARA",55,22,0,0,0,0,22,77
"ORISSA","KENDRAPARA","MAHAKALAPADA",143,12,1,0,0,3,16,159
"ORISSA","KENDRAPARA","MARSAGHAI",84,48,2,0,0,0,50,134
"ORISSA","KENDRAPARA","PATAMUNDAI",284,2,4,0,0,0,6,290
"ORISSA","KENDRAPARA","RAJKANIKA",468,3,0,0,2,1,6,474
"ORISSA","KENDRAPARA","RAJNAGAR",327,3,0,0,0,0,3,330
"ORISSA","KEONJHAR","ANANDAPUR",25,20,0,0,0,0,20,45
"ORISSA","KEONJHAR","BANASPAL",7,22,0,0,0,0,22,29
"ORISSA","KEONJHAR","CHAMPUA",69,11,0,0,0,0,11,80
"ORISSA","KEONJHAR","GHASIPURA",13,23,0,0,0,0,23,36
"ORISSA","KEONJHAR","GHATAGAON",2,5,0,0,0,0,5,7
"ORISSA","KEONJHAR","HARICHANDANPUR",15,11,0,0,0,0,11,26
"ORISSA","KEONJHAR","HATADIHI",41,12,0,0,0,0,12,53
"ORISSA","KEONJHAR","JHUMPURA",12,0,0,0,0,0,0,12
"ORISSA","KEONJHAR","JODA",31,0,0,0,0,0,0,31
"ORISSA","KEONJHAR","PATANA",41,7,0,0,0,0,7,48
"ORISSA","KEONJHAR","SADAR",56,12,0,0,0,0,12,68
"ORISSA","KEONJHAR","SAHARAPARA",29,13,0,0,0,0,13,42
"ORISSA","KEONJHAR","TELKOI",145,5,0,0,0,0,5,150
"ORISSA","KHURDA","BALIANTA",2,0,0,0,0,0,0,2
"ORISSA","KHURDA","BANAPUR",26,12,0,0,0,0,12,38
"ORISSA","KHURDA","BEGUNIA",29,4,0,0,0,0,4,33
"ORISSA","KHURDA","BHUBANESWAR",23,1,0,0,0,0,1,24
"ORISSA","KHURDA","BOLAGARH",22,13,0,0,0,0,13,35
"ORISSA","KHURDA","CHILIKA",6,5,0,0,0,0,5,11
"ORISSA","KHURDA","JATNI",20,0,0,0,0,0,0,20
"ORISSA","KHURDA","KHURDA",18,9,0,0,0,0,9,27
"ORISSA","KHURDA","TANGI",33,18,0,0,0,0,18,51
"ORISSA","KORAPUT","BAIPARIGUDA",14,2,0,0,0,0,2,16
"ORISSA","KORAPUT","BANDHUGOAN",40,6,0,0,0,0,6,46
"ORISSA","KORAPUT","BORIGUMMA",554,9,0,0,0,0,9,563
"ORISSA","KORAPUT","DASAMANTAPUR",6,9,0,0,0,0,9,15
"ORISSA","KORAPUT","JEYPUR",124,48,0,0,0,0,48,172
"ORISSA","KORAPUT","KORAPUT",9,9,0,0,0,0,9,18
"ORISSA","KORAPUT","KOTAPAD",231,15,0,0,0,0,15,246
"ORISSA","KORAPUT","KUNDURA",27,0,0,0,0,0,0,27
"ORISSA","KORAPUT","LAMATAPUT",7,0,0,0,0,0,0,7
"ORISSA","KORAPUT","LAXMIPUR",2,5,0,0,0,0,5,7
"ORISSA","KORAPUT","NANDAPUR",4,2,0,0,0,0,2,6
"ORISSA","KORAPUT","NARAYANPATNA",10,14,0,0,0,0,14,24
"ORISSA","KORAPUT","POTTANGI",1,0,0,0,0,0,0,1
"ORISSA","KORAPUT","SIMILIGUDA",19,1,0,0,0,0,1,20
"ORISSA","MALKANGIRI","KALIMELA",7,1,0,0,0,0,1,8
"ORISSA","MALKANGIRI","KHAIRAPUT",1,1,0,0,0,0,1,2
"ORISSA","MALKANGIRI","KONKUNDA",1,0,0,0,0,0,0,1
"ORISSA","MALKANGIRI","MALKANAGIRI",3,0,0,0,0,0,0,3
"ORISSA","MALKANGIRI","MATHILI",12,0,0,0,0,0,0,12
"ORISSA","MALKANGIRI","PODIA",3,2,0,0,0,0,2,5
"ORISSA","MAYURBHANJ","BAHALADA",0,0,0,0,0,3,3,3
"ORISSA","MAYURBHANJ","BANGIRIPOSI",26,3,0,0,0,0,3,29
"ORISSA","MAYURBHANJ","BARIPADA",9,1,0,0,0,0,1,10
"ORISSA","MAYURBHANJ","BARSAHI",33,13,1,0,0,1,15,48
"ORISSA","MAYURBHANJ","BETANATI",22,3,0,0,0,2,5,27
"ORISSA","MAYURBHANJ","BIJATOLA",2,0,0,0,0,0,0,2
"ORISSA","MAYURBHANJ","BISOI",2,1,0,0,1,1,3,5
"ORISSA","MAYURBHANJ","GOPABANDHU NAGAR",25,1,1,0,0,1,3,28
"ORISSA","MAYURBHANJ","JAMADA",19,0,6,0,0,0,6,25
"ORISSA","MAYURBHANJ","JASIPUR",15,6,0,0,0,1,7,22
"ORISSA","MAYURBHANJ","KAPTIPADA",16,1,1,0,0,1,3,19
"ORISSA","MAYURBHANJ","KARANJIA",21,6,0,0,0,0,6,27
"ORISSA","MAYURBHANJ","KHUNTA",19,2,0,1,0,0,3,22
"ORISSA","MAYURBHANJ","KULIANA",19,3,0,0,0,0,3,22
"ORISSA","MAYURBHANJ","KUSUMI",5,0,0,0,0,0,0,5
"ORISSA","MAYURBHANJ","MORADA",27,7,0,0,0,0,7,34
"ORISSA","MAYURBHANJ","RAIRANGPUR",3,1,0,0,0,0,1,4
"ORISSA","MAYURBHANJ","RARUAN",17,7,2,0,0,0,9,26
"ORISSA","MAYURBHANJ","RASGOVINDPUR",23,6,0,0,0,4,10,33
"ORISSA","MAYURBHANJ","SAMAKHUNTA",23,4,0,0,0,1,5,28
"ORISSA","MAYURBHANJ","SARASKANA",16,8,0,0,0,0,8,24
"ORISSA","MAYURBHANJ","SUKRULI",12,6,0,0,0,0,6,18
"ORISSA","MAYURBHANJ","SULIAPADA",33,4,0,0,1,1,6,39
"ORISSA","MAYURBHANJ","THAKURMUNDA",2,0,0,0,0,0,0,2
"ORISSA","MAYURBHANJ","TIRINGI",1,7,0,0,0,0,7,8
"ORISSA","MAYURBHANJ","UDALA",29,12,0,0,0,1,13,42
"ORISSA","NAYAGARH","BHAPUR",32,2,0,0,0,0,2,34
"ORISSA","NAYAGARH","GANIA",5,2,0,0,0,0,2,7
"ORISSA","NAYAGARH","KHANDAPADA",19,9,0,0,0,0,9,28
"ORISSA","NAYAGARH","NAYAGARH",3,4,0,0,0,0,4,7
"ORISSA","NAYAGARH","NUAGAON",15,7,0,0,0,0,7,22
"ORISSA","NAYAGARH","ODOGAON",44,1,0,0,0,0,1,45
"ORISSA","NAYAGARH","RANPUR",35,16,0,0,0,0,16,51
"ORISSA","NOWRANGPUR","CHANDAHANDI",2,4,0,0,0,0,4,6
"ORISSA","NOWRANGPUR","DABUGAON",184,34,0,0,0,0,34,218
"ORISSA","NOWRANGPUR","JHARIGAON",152,3,0,0,0,0,3,155
"ORISSA","NOWRANGPUR","KUSAGUMUDA",191,18,0,0,0,0,18,209
"ORISSA","NOWRANGPUR","NANDAHANDI",54,9,0,0,0,0,9,63
"ORISSA","NOWRANGPUR","NAWARANGPUR",114,3,0,0,0,0,3,117
"ORISSA","NOWRANGPUR","PAPADAHANDI",192,6,0,0,0,0,6,198
"ORISSA","NOWRANGPUR","RAIGHAR",90,7,0,0,0,0,7,97
"ORISSA","NOWRANGPUR","TENTULIKHUNTI",60,0,0,0,0,0,0,60
"ORISSA","NOWRANGPUR","UMERKOT",191,7,0,0,0,0,7,198
"ORISSA","NUAPADA","BODEN",4,0,0,0,0,0,0,4
"ORISSA","NUAPADA","KHARIAR",70,9,0,0,0,0,9,79
"ORISSA","NUAPADA","KOMANA",16,17,0,0,0,0,17,33
"ORISSA","NUAPADA","NUAPARA",16,10,0,0,0,0,10,26
"ORISSA","NUAPADA","SINAPALLI",34,24,0,0,0,0,24,58
"ORISSA","PHULBANI","BALIGUDA",8,0,0,0,0,0,0,8
"ORISSA","PHULBANI","CHAKAPAD",38,1,0,0,1,0,2,40
"ORISSA","PHULBANI","DARINGIBADI",0,0,0,0,0,1,1,1
"ORISSA","PHULBANI","G.UDAYAGIRI",4,4,0,0,0,0,4,8
"ORISSA","PHULBANI","JUMUDIBANDHA",5,7,0,0,0,1,8,13
"ORISSA","PHULBANI","KHAJURIPADA",12,2,0,0,0,2,4,16
"ORISSA","PHULBANI","KOTAGARH",5,3,0,0,0,0,3,8
"ORISSA","PHULBANI","NUAGAON",9,6,0,0,0,3,9,18
"ORISSA","PHULBANI","PHIRINGIA",26,4,0,0,0,0,4,30
"ORISSA","PHULBANI","PHULBANI",25,4,0,0,0,1,5,30
"ORISSA","PHULBANI","RAIKIA",8,2,0,0,0,0,2,10
"ORISSA","PHULBANI","TIKABALI",49,5,0,0,1,0,6,55
"ORISSA","PURI","ASTARANG",20,0,0,0,0,0,0,20
"ORISSA","PURI","BRAHMAGIRI",763,6,0,0,0,0,6,769
"ORISSA","PURI","DELANG",127,5,0,0,0,0,5,132
"ORISSA","PURI","GOP",164,2,0,0,0,0,2,166
"ORISSA","PURI","KAKATPUR",32,2,0,0,0,0,2,34
"ORISSA","PURI","KANAS",327,4,0,0,0,0,4,331
"ORISSA","PURI","KRISHNAPRASAD",11,0,0,0,0,0,0,11
"ORISSA","PURI","NIMAPARA",220,0,0,0,0,0,0,220
"ORISSA","PURI","PIPILI",363,5,0,0,0,0,5,368
"ORISSA","PURI","PURISADAR",911,49,0,0,0,0,49,960
"ORISSA","PURI","SATYABADI",772,26,0,0,0,0,26,798
"ORISSA","RAYAGADA","BISAMACUTTACK",13,3,0,0,0,0,3,16
"ORISSA","RAYAGADA","CHANDRAPOR",1,2,0,0,0,0,2,3
"ORISSA","RAYAGADA","GUDARI",16,3,0,0,0,0,3,19
"ORISSA","RAYAGADA","GUNUPUR",36,7,0,0,0,0,7,43
"ORISSA","RAYAGADA","KALYANSINGPUR",16,12,0,0,0,0,12,28
"ORISSA","RAYAGADA","KASHIPUR",4,10,0,0,0,0,10,14
"ORISSA","RAYAGADA","KOUNARA",20,12,0,0,0,0,12,32
"ORISSA","RAYAGADA","MUNIGUDA",14,14,0,0,0,0,14,28
"ORISSA","RAYAGADA","PADAMPUR",21,6,0,0,0,0,6,27
"ORISSA","RAYAGADA","RAMANGUDA",36,11,0,0,0,0,11,47
"ORISSA","RAYAGADA","RAYAGADA",65,11,0,0,0,0,11,76
"ORISSA","SAMBALPUR","DHANKAUDA",49,0,0,0,0,2,2,51
"ORISSA","SAMBALPUR","GOVINDPUR",195,4,0,2,0,5,11,206
"ORISSA","SAMBALPUR","JAMANKIRA",85,3,0,1,0,1,5,90
"ORISSA","SAMBALPUR","JUJUMURA",23,1,0,0,0,1,2,25
"ORISSA","SAMBALPUR","KANESWAR",73,16,1,2,1,0,20,93
"ORISSA","SAMBALPUR","KUCHINDA",177,7,0,0,0,7,14,191
"ORISSA","SAMBALPUR","NAKTIDEUL",35,5,1,2,0,0,8,43
"ORISSA","SAMBALPUR","RAIRAKHOL",22,8,0,0,0,0,8,30
"ORISSA","SAMBALPUR","RENGALI",9,0,0,0,0,0,0,9
"ORISSA","SONEPUR","BINIKA",61,2,2,0,0,0,4,65
"ORISSA","SONEPUR","BIRMAHARAJPUR",19,10,0,2,2,1,15,34
"ORISSA","SONEPUR","DUNGURIPALLI",33,0,0,1,0,0,1,34
"ORISSA","SONEPUR","SONEPUR",22,0,0,0,0,0,0,22
"ORISSA","SONEPUR","TARAVA",18,0,0,0,0,1,1,19
"ORISSA","SONEPUR","ULUNDA",49,15,0,1,2,4,22,71
"ORISSA","SUNDARGARH","BALLISANKAR",19,18,0,0,0,0,18,37
"ORISSA","SUNDARGARH","BARAGAON",43,23,0,0,0,0,23,66
"ORISSA","SUNDARGARH","BISRA",36,7,0,0,0,0,7,43
"ORISSA","SUNDARGARH","BONAI",36,3,0,0,0,0,3,39
"ORISSA","SUNDARGARH","GURUNDIA",26,13,0,0,0,0,13,39
"ORISSA","SUNDARGARH","HEMGIRI",25,7,0,0,0,0,7,32
"ORISSA","SUNDARGARH","KOIRA",3,11,0,0,0,0,11,14
"ORISSA","SUNDARGARH","KUARMUNDA",66,21,0,0,0,0,21,87
"ORISSA","SUNDARGARH","KUTRA",20,15,0,0,0,0,15,35
"ORISSA","SUNDARGARH","LAHUNIPADA",17,16,0,0,0,0,16,33
"ORISSA","SUNDARGARH","LATHIKATA",23,15,0,0,0,0,15,38
"ORISSA","SUNDARGARH","LEPHRIPARA",30,15,0,0,0,0,15,45
"ORISSA","SUNDARGARH","NUAGAON",151,10,0,0,0,0,10,161
"ORISSA","SUNDARGARH","RAJGANGPUR",32,28,0,0,0,0,28,60
"ORISSA","SUNDARGARH","SUBDEGA",26,18,0,0,0,0,18,44
"ORISSA","SUNDARGARH","SUNDARGARH",67,27,0,0,0,0,27,94
