-----
{
 "description": "The table refers to block wise distribution of surface lift schemes by status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.6_1.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes by its status for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.6_1.csv"
}
-----
"State","District","Block","Schemes in use","Schemes not in use - Temporary","Schemes not in use - Abandoned (Salinity)","Schemes not in use - Dried up","Schemes not in use - Sinking","Schemes not in use - Others","Total - Schemes not in use","Grand total"
"HIMACHAL PRADESH","Solan","Solan",27,0,0,0,0,0,0,27
"HIMACHAL PRADESH","Una","Amb",11,0,0,0,0,0,0,11
"HIMACHAL PRADESH","Una","Bangana",7,0,0,0,0,0,0,7
"HIMACHAL PRADESH","Una","Haroli",4,0,0,0,0,0,0,4
"HIMACHAL PRADESH","Una","Una",17,0,0,0,0,0,0,17
"JAMMU & KASHMIR","Anantnagh","Bijehara",3,NA,NA,NA,NA,NA,0,3
"JAMMU & KASHMIR","Anantnagh","Kulgam",9,NA,NA,NA,NA,NA,0,9
"JAMMU & KASHMIR","Baramulla","Baramulla",20,2,NA,NA,NA,NA,2,22
"JAMMU & KASHMIR","Baramulla","Gurez",2,NA,NA,NA,NA,NA,0,2
"JAMMU & KASHMIR","Baramulla","Pattan",3,NA,NA,NA,NA,NA,0,3
"JAMMU & KASHMIR","Baramulla","Sonawari",61,13,NA,NA,NA,NA,13,74
"JAMMU & KASHMIR","Baramulla","Sopore",4,1,NA,NA,NA,NA,1,5
"JAMMU & KASHMIR","Jammu","Akhnoor",16,NA,NA,NA,NA,NA,0,16
"JAMMU & KASHMIR","Jammu","Bishna",4,NA,NA,NA,NA,NA,0,4
"JAMMU & KASHMIR","Jammu","Jammu",21,2,NA,NA,NA,NA,2,23
"JAMMU & KASHMIR","Jammu","Samba",4,NA,NA,NA,NA,NA,0,4
"JAMMU & KASHMIR","Kathua","Billawar",4,1,NA,NA,NA,NA,1,5
"JAMMU & KASHMIR","Kathua","Hiranagar",2,2,NA,NA,NA,NA,2,4
"JAMMU & KASHMIR","Kathua","Kathua",6,2,NA,NA,NA,NA,2,8
"JAMMU & KASHMIR","Kupwara","Kupwara",7,NA,NA,NA,NA,NA,0,7
"JAMMU & KASHMIR","Poonch","Mendhar",3,NA,NA,NA,NA,NA,0,3
"JAMMU & KASHMIR","Pulwama","Pampore",14,NA,NA,NA,NA,NA,0,14
"JAMMU & KASHMIR","Pulwama","Pulwana",33,NA,NA,NA,NA,NA,0,33
"JAMMU & KASHMIR","Pulwama","Tral",3,NA,NA,NA,NA,NA,0,3
"JAMMU & KASHMIR","Rajouri","Nowshera",6,NA,NA,NA,NA,NA,0,6
"JAMMU & KASHMIR","Rajouri","Rajouri",16,1,NA,NA,NA,NA,1,17
"JAMMU & KASHMIR","Rajouri","Sunderbani",24,2,NA,NA,NA,NA,2,26
"JAMMU & KASHMIR","Srinagar","Ganderbal",17,NA,NA,NA,NA,NA,0,17
"JAMMU & KASHMIR","Srinagar","Srinagar",32,NA,NA,NA,NA,NA,0,32
"JAMMU & KASHMIR","Udhampur","Reasi",3,NA,NA,NA,NA,NA,0,3
"JAMMU & KASHMIR","Udhampur","Udhampur",8,NA,NA,NA,NA,NA,0,8
"KARNATAKA","BANGALORE RURAL","DEVANAHALLI",1,0,0,0,0,0,0,1
"KARNATAKA","BANGALORE RURAL","HOSAKOTE",1,0,0,0,0,0,0,1
"KARNATAKA","BANGALORE RURAL","KANAKAPURA",0,1,13,0,0,0,14,14
"KARNATAKA","BANGALORE RURAL","MAGADI",17,5,5,0,0,0,10,27
"KARNATAKA","BANGALORE RURAL","NELAMANGALA",19,0,0,0,0,0,0,19
"KARNATAKA","BANGALORE RURAL","RAMANAGARA",153,1,0,2,0,0,3,156
"KARNATAKA","BANGALORE URBAN","ANEKAL",11,0,0,0,0,0,0,11
"KARNATAKA","BANGALORE URBAN","BANGALORE NORTH",46,0,2,0,0,0,2,48
"KARNATAKA","BANGALORE URBAN","BANGALORE SOUTH",11,7,0,0,0,0,7,18
"KARNATAKA","BELGAUM","ATHNI",2638,25,23,2,0,0,50,2688
"KARNATAKA","BELGAUM","CHIKODI",2785,38,1,0,92,10,141,2926
"KARNATAKA","BELGAUM","GOKAK",3392,84,8,0,0,0,92,3484
"KARNATAKA","BELGAUM","KHANAPUR",685,1,0,0,0,0,1,686
"KARNATAKA","BELGAUM","RAMDURG",74,0,0,0,0,0,0,74
"KARNATAKA","BELGAUM","RAYBAG",549,0,0,0,0,0,0,549
"KARNATAKA","BELGAUM","SAMPGAON",1597,0,2,0,0,0,2,1599
"KARNATAKA","BELLARY","BELLARY",324,7,0,0,0,0,7,331
"KARNATAKA","BELLARY","H.B. HALLY",350,423,2,24,1,29,479,829
"KARNATAKA","BELLARY","HADAGALI",156,1,0,1,0,0,2,158
"KARNATAKA","BELLARY","HARAPANA HALLI",0,566,0,1,0,0,567,567
"KARNATAKA","BELLARY","HOSPET",508,29,2,0,0,0,31,539
"KARNATAKA","BELLARY","KUDLIGI",0,0,0,19,0,25,44,44
"KARNATAKA","BELLARY","SIRAGUPPA",608,186,18,3,0,0,207,815
"KARNATAKA","BIDAR","AURAD",103,0,0,0,0,1,1,104
"KARNATAKA","BIDAR","BASAVA KALYANA",18,0,0,0,0,0,0,18
"KARNATAKA","BIDAR","BHALKI",233,3,0,0,0,1,4,237
"KARNATAKA","BIDAR","BIDAR",96,3,2,0,0,0,5,101
"KARNATAKA","BIJAPUR","BADAMI",828,22,1,0,0,2,25,853
"KARNATAKA","BIJAPUR","BAGALKOT",590,104,1,0,1,176,282,872
"KARNATAKA","BIJAPUR","BIJAPUR",1,0,0,0,0,0,0,1
"KARNATAKA","BIJAPUR","BILGI",401,1,0,0,0,0,1,402
"KARNATAKA","BIJAPUR","HUNGUND",1137,13,1,0,0,0,14,1151
"KARNATAKA","BIJAPUR","INDI",324,1,0,0,0,0,1,325
"KARNATAKA","BIJAPUR","JAMAKHANDI",1329,17,4,2,0,315,338,1667
"KARNATAKA","BIJAPUR","MUDDEBIHAL",499,0,0,0,2,143,145,644
"KARNATAKA","BIJAPUR","MUDHOL",364,0,0,0,0,0,0,364
"KARNATAKA","BIJAPUR","SINDGI",38,0,0,0,0,0,0,38
"KARNATAKA","CHIKKAMAGALORE","KADUR",0,1,0,0,0,0,1,1
"KARNATAKA","CHIKKAMAGALORE","MUDIGERE",85,7,0,0,0,0,7,92
"KARNATAKA","CHIKKAMAGALORE","N.R. PURA",46,0,0,0,1,1,2,48
"KARNATAKA","CHIKKAMAGALORE","SRINGERE",88,1,0,0,0,0,1,89
"KARNATAKA","CHIKKAMAGALORE","TARIKERE",66,0,0,0,0,0,0,66
"KARNATAKA","CHITRADURGA","CHALLAKERE",26,18,0,0,0,0,18,44
"KARNATAKA","CHITRADURGA","CHITRADURGA",0,1,0,0,0,0,1,1
"KARNATAKA","CHITRADURGA","DAVANAGERE",100,0,0,0,0,0,0,100
"KARNATAKA","CHITRADURGA","HARIHAR",1036,18,0,0,1,1,20,1056
"KARNATAKA","CHITRADURGA","HIRIYUR",33,0,0,0,0,0,0,33
"KARNATAKA","CHITRADURGA","HOSADURGA",61,0,0,0,0,0,0,61
"KARNATAKA","DAKSHINA KANNADA","BANTWAL",53,1,0,0,0,0,1,54
"KARNATAKA","DAKSHINA KANNADA","BELTHANGADY",41,0,0,0,0,0,0,41
"KARNATAKA","DAKSHINA KANNADA","KARKALA",222,23,1,0,0,2,26,248
"KARNATAKA","DAKSHINA KANNADA","MANGALORE",38,0,0,0,0,0,0,38
"KARNATAKA","DAKSHINA KANNADA","PUTTUR",57,0,0,0,0,0,0,57
"KARNATAKA","DAKSHINA KANNADA","SULLIA",13,1,0,0,0,0,1,14
"KARNATAKA","DAKSHINA KANNADA","UDUPI",79,0,0,0,0,0,0,79
"KARNATAKA","DHARWAR","HAVERI",823,4,2,0,0,0,6,829
"KARNATAKA","DHARWAR","HIREKERUR",2,0,0,0,0,0,0,2
"KARNATAKA","DHARWAR","KALGHATGI",1,0,0,0,0,0,0,1
"KARNATAKA","DHARWAR","MUNDARGI",400,0,0,0,0,0,0,400
"KARNATAKA","DHARWAR","NARAGUND",122,0,0,0,0,0,0,122
"KARNATAKA","DHARWAR","NAVALAGUND",553,7,7,1,0,0,15,568
"KARNATAKA","DHARWAR","RANIBENNUR",355,0,1,0,0,0,1,356
"KARNATAKA","DHARWAR","SAVANUR",136,0,0,0,26,0,26,162
"KARNATAKA","DHARWAR","SHIRAHATTI",293,0,3,0,0,0,3,296
"KARNATAKA","GULBARGA","AFZALPUR TALUK",57,0,0,0,1,0,1,58
"KARNATAKA","GULBARGA","CHINCHOLI",9,3,0,0,0,0,3,12
"KARNATAKA","GULBARGA","CHITAPUR",35,0,0,0,0,0,0,35
"KARNATAKA","GULBARGA","GULBARGA",58,10,0,0,0,0,10,68
"KARNATAKA","GULBARGA","JEWARGI",26,37,0,1,0,0,38,64
"KARNATAKA","GULBARGA","SAHAPUR",2,0,0,0,0,0,0,2
"KARNATAKA","GULBARGA","SEDAM",22,0,0,12,0,0,12,34
"KARNATAKA","GULBARGA","SHORAPUR",43,0,0,0,0,0,0,43
"KARNATAKA","GULBARGA","YADAGIR",43,0,0,0,0,0,0,43
"KARNATAKA","HASSAN","ALUR",3,0,0,0,0,0,0,3
"KARNATAKA","HASSAN","ARASIKERE",9,0,0,0,0,0,0,9
"KARNATAKA","HASSAN","ARKALGUD",2,0,0,0,0,0,0,2
"KARNATAKA","HASSAN","BELUR",2,0,0,0,0,0,0,2
"KARNATAKA","HASSAN","H.N. PURA",102,1,1,0,0,0,2,104
"KARNATAKA","HASSAN","HASSAN",0,0,1,0,0,0,1,1
"KARNATAKA","KODAGU","SOMWARPET",25,0,0,0,0,0,0,25
"KARNATAKA","KOLAR","BAGEPALLI",0,0,1,0,0,0,1,1
"KARNATAKA","KOLAR","BANGARPET",1,0,0,0,0,0,0,1
"KARNATAKA","KOLAR","GOWRIBIDANOOR",8,0,0,0,0,0,0,8
"KARNATAKA","KOLAR","GUDIBANDA",3,0,0,0,0,0,0,3
"KARNATAKA","KOLAR","MALUR",1,0,0,0,0,0,0,1
"KARNATAKA","KOLAR","MULABAGAL",6,0,0,0,0,0,0,6
"KARNATAKA","KOLAR","SIDLAGHATTA",7,3,1,0,0,0,4,11
"KARNATAKA","KOLAR","SRINIVASAPUR",2,0,0,0,0,0,0,2
"KARNATAKA","MANDYA","K.R. PET",15,1,0,0,0,0,1,16
"KARNATAKA","MANDYA","MADDUR",4,1,1,0,0,0,2,6
"KARNATAKA","MANDYA","MALAVALLY",4,0,0,0,0,0,0,4
"KARNATAKA","MANDYA","MANDYA",66,0,0,0,0,0,0,66
"KARNATAKA","MANDYA","NAGAMANGALA",4,0,0,0,0,0,0,4
"KARNATAKA","MANDYA","PANDAVAPURA",0,41,0,0,0,0,41,41
"KARNATAKA","MANDYA","SRIRANGAPATNA",8,0,0,0,0,0,0,8
"KARNATAKA","MYSORE","CHAMARAJANAGAR",4,0,0,0,0,0,0,4
"KARNATAKA","MYSORE","HEGGADADEVANAKOTE",11,0,0,0,0,0,0,11
"KARNATAKA","MYSORE","HUNSUR",14,0,0,0,0,0,0,14
"KARNATAKA","MYSORE","KOLLEGAL",43,0,0,0,0,0,0,43
"KARNATAKA","MYSORE","MYSORE",44,0,0,0,0,0,0,44
"KARNATAKA","MYSORE","PERIYAPATNA",36,0,0,0,0,0,0,36
"KARNATAKA","MYSORE","T. NARASIPURA",1,0,0,0,0,0,0,1
"KARNATAKA","RAICHUR","DEVADURGA",13,0,0,0,0,0,0,13
"KARNATAKA","RAICHUR","GANGAVATHI",423,11,10,0,0,1,22,445
"KARNATAKA","RAICHUR","KOPPAL",96,0,0,0,0,0,0,96
"KARNATAKA","RAICHUR","KUSHTAGI",1,0,0,0,0,0,0,1
"KARNATAKA","RAICHUR","LINGASUGUR",216,2,0,0,0,0,2,218
"KARNATAKA","RAICHUR","MANVI",489,55,0,0,0,0,55,544
"KARNATAKA","RAICHUR","RAICHUR",304,2,0,0,0,0,2,306
"KARNATAKA","RAICHUR","SINDHANUR",11,1,1,0,0,0,2,13
"KARNATAKA","SHIMOGA","BHADRAVATHI",419,0,0,0,0,0,0,419
"KARNATAKA","SHIMOGA","CHANNAGIRI",73,0,0,0,0,0,0,73
"KARNATAKA","SHIMOGA","HONNALI",809,3,1,0,0,1,5,814
"KARNATAKA","SHIMOGA","SAGARA",19,0,0,0,0,0,0,19
"KARNATAKA","SHIMOGA","SHIKARPUR",206,2,0,0,0,0,2,208
"KARNATAKA","SHIMOGA","SHIMOGA",398,0,0,0,0,0,0,398
"KARNATAKA","SHIMOGA","SORAB",217,0,0,0,0,0,0,217
"KARNATAKA","SHIMOGA","TIRTHAHALLI",209,16,0,0,0,0,16,225
"KARNATAKA","TUMKUR","CHICKANAYAKANA HALLY",14,0,0,0,0,0,0,14
"KARNATAKA","TUMKUR","GUBBI",63,3,0,0,0,0,3,66
"KARNATAKA","TUMKUR","KUNIGAL",12,0,0,0,0,0,0,12
"KARNATAKA","TUMKUR","TUMKUR",41,2,0,0,0,0,2,43
"KARNATAKA","UTTARA KANNADA","ANKOLA",17,0,0,0,0,0,0,17
"KARNATAKA","UTTARA KANNADA","HALYAL",58,3,0,0,0,0,3,61
"KARNATAKA","UTTARA KANNADA","HONNAVAR",6,0,1,0,0,0,1,7
"KARNATAKA","UTTARA KANNADA","KARWAR",2,0,0,0,0,0,0,2
"KARNATAKA","UTTARA KANNADA","KUMTA",1,0,0,0,0,0,0,1
"KARNATAKA","UTTARA KANNADA","MUNDAGOD",1,0,0,0,0,0,0,1
"KARNATAKA","UTTARA KANNADA","SIDDAPUR",40,0,4,0,0,0,4,44
"KARNATAKA","UTTARA KANNADA","SIRSI",12,0,0,0,0,0,0,12
"KARNATAKA","UTTARA KANNADA","YELLAPUR",1,3,0,0,0,0,3,4
"KERALA","ALAPUZHA","ALAPUZHA",15,0,0,0,0,0,0,15
"KERALA","ALAPUZHA","ARIYAD",7,0,0,0,0,0,0,7
"KERALA","ALAPUZHA","CHAMPAKKULAM",39,0,0,0,0,0,0,39
"KERALA","ALAPUZHA","HARIPPAD",51,0,0,0,0,0,0,51
"KERALA","ALAPUZHA","MAVELIKARA",25,0,0,0,0,0,0,25
"KERALA","ALAPUZHA","MUTHUKULAM",83,0,0,0,0,0,0,83
"KERALA","ALAPUZHA","PANDALAM",5,0,0,0,0,0,0,5
"KERALA","ALAPUZHA","VELIYANAD",51,0,0,0,0,0,0,51
"KERALA","ERANAKULAM","ALANGAD",38,0,0,0,0,0,0,38
"KERALA","ERANAKULAM","ANGAMALY",81,0,0,0,0,0,0,81
"KERALA","ERANAKULAM","ANKAMALY",1,0,0,0,0,0,0,1
"KERALA","ERANAKULAM","COCHIN",40,0,0,0,0,0,0,40
"KERALA","ERANAKULAM","EDAPPALLY",58,0,0,0,0,0,0,58
"KERALA","ERANAKULAM","KALAMASSERY",15,0,0,0,0,0,0,15
"KERALA","ERANAKULAM","KOOVAPPADY",11,0,0,0,0,0,0,11
"KERALA","ERANAKULAM","KOTHAMANGALAM",20,0,0,0,0,0,0,20
"KERALA","ERANAKULAM","KOTHAMANGALAM",23,0,0,0,0,0,0,23
"KERALA","ERANAKULAM","MULAMTHURUTHY",200,0,0,0,0,0,0,200
"KERALA","ERANAKULAM","MUVATTUPUZHA",122,0,0,0,0,0,0,122
"KERALA","ERANAKULAM","PALLURUTHY",33,0,0,0,0,0,0,33
"KERALA","ERANAKULAM","PAMPAKUDA",26,0,0,0,0,0,0,26
"KERALA","ERANAKULAM","PARAKADAVU",54,0,0,2,0,0,2,56
"KERALA","ERANAKULAM","PERUMBAVOOR",6,0,0,0,0,0,0,6
"KERALA","ERANAKULAM","TRIPPUNITHURA",187,0,0,0,0,0,0,187
"KERALA","ERANAKULAM","VADAVUKODU",14,0,0,0,0,0,0,14
"KERALA","ERANAKULAM","VAZHAKULAM",15,0,0,0,0,1,1,16
"KERALA","ERANAKULAM","VYTTILA",96,0,0,0,0,0,0,96
"KERALA","IDUKKI","AZHUTHA",14,0,0,0,0,0,0,14
"KERALA","IDUKKI","DEVIKULAM",3,0,0,0,0,0,0,3
"KERALA","IDUKKI","ELAMDESAM",17,0,0,0,0,0,0,17
"KERALA","IDUKKI","IDUKKI",77,0,0,0,0,0,0,77
"KERALA","IDUKKI","KATTAPPANA",28,0,0,0,0,0,0,28
"KERALA","IDUKKI","NEDUMKADAM",7,0,0,0,0,0,0,7
"KERALA","IDUKKI","THODUPUZHA",52,0,0,0,0,0,0,52
"KERALA","IDUKKI","THODUPUZHA",4,0,0,0,0,0,0,4
"KERALA","KANNUR","IRITTY",301,0,0,0,0,0,0,301
"KERALA","KANNUR","KUTHUPARAMBA",3,0,0,0,0,0,0,3
"KERALA","KANNUR","PAYYANNUR",287,0,0,0,0,0,0,287
"KERALA","KANNUR","PERAVOOR",105,0,0,0,0,0,0,105
"KERALA","KANNUR","THALIPPARAMBA",16,0,0,0,0,0,0,16
"KERALA","KANNUR","TRIKKUR",1,0,0,0,0,0,0,1
"KERALA","KASARAGODE","KANHANGAD",21,0,0,0,0,0,0,21
"KERALA","KASARAGODE","MANJESWARAM",8,0,0,0,0,0,0,8
"KERALA","KASARAGODE","NEELESWARAM",49,2,0,0,0,0,2,51
"KERALA","KOLLAM","ITHIKKARA",1,0,0,0,0,0,0,1
"KERALA","KOLLAM","KARUNAGAPPALLY",2,0,0,0,0,0,0,2
"KERALA","KOLLAM","KOTTARAKKARA",1,0,0,0,0,0,0,1
"KERALA","KOLLAM","PUNALOOR",0,1,0,0,0,0,1,1
"KERALA","KOLLAM","SASTHAMCOTTA",8,0,0,0,0,0,0,8
"KERALA","KOLLAM","VETTIKKAVALA",6,0,0,0,0,0,0,6
"KERALA","KOTTAYAM","CHANGANASSERY",2,0,0,0,0,0,0,2
"KERALA","KOTTAYAM","ERATTUPETTAH",19,0,0,0,0,0,0,19
"KERALA","KOTTAYAM","ETTUMANOOR",61,0,0,0,0,0,0,61
"KERALA","KOTTAYAM","KADUTHURUTHY",223,0,0,0,0,0,0,223
"KERALA","KOTTAYAM","LALAM",19,0,0,0,0,0,0,19
"KERALA","KOTTAYAM","MADAPPALLY",76,0,0,0,0,0,0,76
"KERALA","KOTTAYAM","PALA",4,0,0,0,0,0,0,4
"KERALA","KOTTAYAM","PALLAM",36,0,0,0,0,0,0,36
"KERALA","KOTTAYAM","UZHVOOR",172,1,0,0,0,0,1,173
"KERALA","KOTTAYAM","VAIKOM",572,1,0,0,0,0,1,573
"KERALA","KOZHIKODE","BALUSSERY",5,0,0,0,0,0,0,5
"KERALA","KOZHIKODE","CHELANNUR",98,0,0,0,0,0,0,98
"KERALA","KOZHIKODE","KODUVALLY",66,0,0,0,0,0,0,66
"KERALA","KOZHIKODE","KUNNAMANGALAM",226,0,0,0,0,0,0,226
"KERALA","KOZHIKODE","KUNNUMMEL",31,0,0,0,0,0,0,31
"KERALA","KOZHIKODE","PERAMBRA",1,0,0,0,0,0,0,1
"KERALA","KOZHIKODE","THODANNUR",28,0,0,0,0,0,0,28
"KERALA","KOZHIKODE","THUNERI",17,0,0,0,0,0,0,17
"KERALA","KOZHIKODE","VADAGARA",12,0,0,0,0,0,0,12
"KERALA","KOZHIKODE","VADAKARA",13,0,0,0,0,0,0,13
"KERALA","MALAPPURAM","ANDATHODU",3,0,0,0,0,0,0,3
"KERALA","MALAPPURAM","AREEKODE",194,0,0,0,0,0,0,194
"KERALA","MALAPPURAM","KONDOTTY",82,0,0,0,0,0,0,82
"KERALA","MALAPPURAM","KUTTIPPURAM",2,0,0,0,0,0,0,2
"KERALA","MALAPPURAM","MALAPPURAM",22,0,0,0,0,0,0,22
"KERALA","MALAPPURAM","MALAPPURAM",12,0,0,0,0,0,0,12
"KERALA","MALAPPURAM","MANJERI",8,0,0,0,0,0,0,8
"KERALA","MALAPPURAM","MANKADA",150,0,0,0,0,0,0,150
"KERALA","MALAPPURAM","NILAMBOOR",932,0,0,0,0,0,0,932
"KERALA","MALAPPURAM","PERUNTHALMANNA",99,0,0,0,0,0,0,99
"KERALA","MALAPPURAM","PONNANI",22,0,0,0,0,0,0,22
"KERALA","MALAPPURAM","THANNUR",18,0,0,0,0,0,0,18
"KERALA","MALAPPURAM","THIROOR",4,0,0,0,0,0,0,4
"KERALA","MALAPPURAM","THIRURANGADI",148,0,0,0,0,0,0,148
"KERALA","MALAPPURAM","VENGARA",25,0,0,0,0,0,0,25
"KERALA","MALAPPURAM","WANDOOR",391,0,0,0,0,0,0,391
"KERALA","PALAKKAD","ALATHUR",698,0,0,0,0,0,0,698
"KERALA","PALAKKAD","ATTAPPADY",134,0,0,0,0,0,0,134
"KERALA","PALAKKAD","CHITTUR",9,0,0,0,0,0,0,9
"KERALA","PALAKKAD","CHITTUR THATHAMANGAL",13,0,0,0,0,0,0,13
"KERALA","PALAKKAD","KOLLENGODE",420,0,0,0,0,0,0,420
"KERALA","PALAKKAD","KUZHALMANNAM",20,0,0,0,0,0,0,20
"KERALA","PALAKKAD","MALAMPUZHA",250,0,0,0,0,0,0,250
"KERALA","PALAKKAD","MANNARKKAD",248,0,0,0,0,0,0,248
"KERALA","PALAKKAD","NEMMARA",195,0,0,0,0,0,0,195
"KERALA","PALAKKAD","OTTAPPALAM",10,0,0,0,0,0,0,10
"KERALA","PALAKKAD","OTTAPPALAM",46,0,0,0,0,0,0,46
"KERALA","PALAKKAD","PATTAMBI",50,0,0,0,0,0,0,50
"KERALA","PALAKKAD","SHORANNUR",12,0,0,0,0,0,0,12
"KERALA","PALAKKAD","SREEKRISHNAPURAM",156,0,0,0,0,0,0,156
"KERALA","PALAKKAD","THRITHALA",7,0,0,0,0,0,0,7
"KERALA","PATHANAMTHITTA","ELALTHUR",10,0,0,0,0,0,0,10
"KERALA","PATHANAMTHITTA","KOIPURAM",12,0,0,0,0,0,0,12
"KERALA","PATHANAMTHITTA","KONNI",13,0,0,0,0,0,0,13
"KERALA","PATHANAMTHITTA","KULANADA",7,0,0,0,0,0,0,7
"KERALA","PATHANAMTHITTA","MALLAPPALLY",8,0,0,0,0,0,0,8
"KERALA","PATHANAMTHITTA","PANDALAM",17,0,0,0,0,0,0,17
"KERALA","PATHANAMTHITTA","PARAKODE",4,0,0,0,0,0,0,4
"KERALA","PATHANAMTHITTA","PULIKEEZHU",9,0,0,0,0,0,0,9
"KERALA","THIRUVANANTHAPURAM","NEDUMANGADU",7,0,0,0,0,0,0,7
"KERALA","THIRUVANANTHAPURAM","VAMANAPURAM",3,0,0,0,0,0,0,3
"KERALA","THIRUVANANTHAPURAM","VARKKALA",3,0,0,0,0,0,0,3
"KERALA","THIRUVANANTHAPURAM","VELLANADU",1,0,0,0,0,0,0,1
"KERALA","THRISSUR","ANTHIKKAD",222,2,0,0,0,0,2,224
"KERALA","THRISSUR","CHALAKKUDI",2,0,0,0,0,0,0,2
"KERALA","THRISSUR","CHALAKUDY",12,0,0,0,0,0,0,12
"KERALA","THRISSUR","CHAVAKKAD",4,0,0,0,0,0,0,4
"KERALA","THRISSUR","CHERPU",139,0,0,0,0,0,0,139
"KERALA","THRISSUR","CHOWANNUR",1,0,0,0,0,0,0,1
"KERALA","THRISSUR","IRRINJALAKUDA",55,0,0,1,0,0,1,56
"KERALA","THRISSUR","KODAKARA",77,0,0,0,0,0,0,77
"KERALA","THRISSUR","KODUNGALLOOR",369,0,0,0,0,0,0,369
"KERALA","THRISSUR","KODUNGALLUR",35,0,0,0,0,0,0,35
"KERALA","THRISSUR","MALA",12,0,0,0,0,0,0,12
"KERALA","THRISSUR","MATHILAKAM",212,0,0,0,0,0,0,212
"KERALA","THRISSUR","OLLUKKARA",383,0,0,0,0,0,0,383
"KERALA","THRISSUR","PAZHAYANNUR",31,0,0,0,0,0,0,31
"KERALA","THRISSUR","PUZHAKKAL",15,0,0,0,0,0,0,15
"KERALA","THRISSUR","THALIKUALAM",388,0,0,0,0,0,0,388
"KERALA","THRISSUR","VADAKKANCHERRY",66,0,0,0,0,0,0,66
"KERALA","THRISSUR","VILLANGALLUR",35,0,0,0,0,0,0,35
"KERALA","WAYANAD","KALPETTA",101,0,0,0,0,0,0,101
"KERALA","WAYANAD","MANANTHAVADI",239,0,0,0,0,0,0,239
"KERALA","WAYANAD","SULTHANBATHERY",373,0,0,0,0,0,0,373
"MADHYA PRADESH","BALAGHAT","BAIHAR",84,0,0,0,0,0,0,84
"MADHYA PRADESH","BALAGHAT","BALAGHAT",85,0,0,0,0,0,0,85
"MADHYA PRADESH","BALAGHAT","BIRSA",72,0,0,0,0,0,0,72
"MADHYA PRADESH","BALAGHAT","KATANGI",34,0,0,0,0,0,0,34
"MADHYA PRADESH","BALAGHAT","KHAIRLANJI",11,0,0,0,0,0,0,11
"MADHYA PRADESH","BALAGHAT","KIRNAPUR",88,0,0,0,0,0,0,88
"MADHYA PRADESH","BALAGHAT","LALBARRA",33,0,0,0,0,0,0,33
"MADHYA PRADESH","BALAGHAT","LANJI",11,0,0,0,0,0,0,11
"MADHYA PRADESH","BALAGHAT","PARASWADA",267,0,0,3,1,1,5,272
"MADHYA PRADESH","BALAGHAT","WARASEONI",13,0,0,0,0,0,0,13
"MADHYA PRADESH","BASTAR","BAKAWAND",314,0,0,0,0,0,0,314
"MADHYA PRADESH","BASTAR","BASTAR",877,0,3,0,1,0,4,881
"MADHYA PRADESH","BASTAR","BHAIRAMGARH",10,0,0,0,0,0,0,10
"MADHYA PRADESH","BASTAR","BIJAPUR",45,0,0,0,0,0,0,45
"MADHYA PRADESH","BASTAR","DANTEWARA",7,0,0,0,0,0,0,7
"MADHYA PRADESH","BASTAR","DARBHA",34,0,0,0,0,0,0,34
"MADHYA PRADESH","BASTAR","DURGKONDAL",19,0,1,0,1,0,2,21
"MADHYA PRADESH","BASTAR","FARASGAON",21,0,0,0,0,0,0,21
"MADHYA PRADESH","BASTAR","GEEDAM",13,0,0,0,0,0,0,13
"MADHYA PRADESH","BASTAR","KONDAGAON",322,1,1,2,0,0,4,326
"MADHYA PRADESH","BASTAR","KONTA",16,0,0,0,0,0,0,16
"MADHYA PRADESH","BASTAR","KOYALIBEDA",15,0,1,0,0,0,1,16
"MADHYA PRADESH","BASTAR","MAKADI",40,0,0,0,0,0,0,40
"MADHYA PRADESH","BASTAR","NARAYANPUR",7,0,0,0,0,0,0,7
"MADHYA PRADESH","BASTAR","TOKAPAL",168,11,3,0,0,0,14,182
"MADHYA PRADESH","BETUL","AAMLA",829,0,0,0,0,0,0,829
"MADHYA PRADESH","BETUL","AATHNER",627,0,5,0,0,0,5,632
"MADHYA PRADESH","BETUL","BETUL",978,2,0,0,0,1,3,981
"MADHYA PRADESH","BETUL","BHAINSDEHI",967,1,0,2,0,0,3,970
"MADHYA PRADESH","BETUL","BHEEMPUR",735,0,0,0,0,0,0,735
"MADHYA PRADESH","BETUL","CHICHOLI",499,0,2,0,0,0,2,501
"MADHYA PRADESH","BETUL","GHODADONGRI",856,0,1,0,0,1,2,858
"MADHYA PRADESH","BETUL","MULTAI",459,0,0,0,0,0,0,459
"MADHYA PRADESH","BETUL","PRABHATPATTANAM",877,1,1,0,0,0,2,879
"MADHYA PRADESH","BETUL","SHAHPUR",503,0,0,0,0,0,0,503
"MADHYA PRADESH","BHIND","GOHAD",130,0,0,0,0,0,0,130
"MADHYA PRADESH","BHIND","MEHGAON",17,0,0,0,0,0,0,17
"MADHYA PRADESH","BHIND","MITONA (RAUN)",13,0,0,0,0,0,0,13
"MADHYA PRADESH","BHOPAL","BERASIYA",1497,0,0,0,0,0,0,1497
