-----
{
 "description": "This data provides details on the total number of days each member signed the member's attendance register of session 11 of Lok Sabha 15 from 8th August 2012 to 7th September 2012.", 
 "file_name": "Attendance_of_the_Members_of_Lok_Sabha_15_Session_11.xls", 
 "title": "Download XLS for Attendance of the Members of Lok Sabha 15 for Session 11", 
 "url": "http://data.gov.in/sites/default/files/Attendance_of_the_Members_of_Lok_Sabha_15_Session_11.xls"
}
-----
"S.No.","Division/Seat No.","Name of Member","Lok Sabha","Session","State","Constituency","Total Sittings","No. of days member signed the register"
416.0,488.0,"Shri  G.S.  Basavaraj                                         ",15.0,11.0,"Karnataka                                                   ","Tumkur",19.0,12.0
417.0,489.0,"Shri  D.B. Chandre  Gowda                                             ",15.0,11.0,"Karnataka                                                   ","Bangalore North",19.0,7.0
418.0,490.0,"Shri  Lalji  Tandon                                            ",15.0,11.0,"Uttar Pradesh                                               ","Lucknow",19.0,18.0
419.0,491.0,"Shri  Ashok  Argal                                             ",15.0,11.0,"Madhya Pradesh                                              ","Bhind",19.0,19.0
420.0,492.0,"Shri    Virendra Kumar                                    ",15.0,11.0,"Madhya Pradesh                                              ","Tikamgarh",19.0,19.0
421.0,493.0,"Shri  Ganesh  Singh                                             ",15.0,11.0,"Madhya Pradesh                                              ","Satna",19.0,19.0
422.0,494.0,"Shri  Rakesh  Singh                                             ",15.0,11.0,"Madhya Pradesh                                              ","Jabalpur",19.0,12.0
423.0,495.0,"Shri  Anurag Singh  Thakur                                            ",15.0,11.0,"Himachal Pradesh                                            ","Hamirpur",19.0,13.0
424.0,496.0,"Shri  Raosaheb  Dadarao  Danve                                             ",15.0,11.0,"Maharashtra                                                 ","Jalna",19.0,10.0
425.0,497.0,"Shri  Rajen  Gohain                                            ",15.0,11.0,"Assam                                                       ","Nawgong",19.0,6.0
426.0,498.0,"Shri  Hansraj Gangaram  Ahir                                              ",15.0,11.0,"Maharashtra                                                 ","Chandrapur",19.0,15.0
427.0,499.0,"Shri  Sohan  Potai                                             ",15.0,11.0,"Chhattisgarh                                                ","Kanker",19.0,17.0
428.0,500.0,"Shri  Ramsinhbhai Patalbhai  Rathwa                                            ",15.0,11.0,"Gujarat                                                     ","Chhota Udaipur",19.0,12.0
429.0,501.0,"Shri  Ramesh Chandappa  Jigajinagi                                        ",15.0,11.0,"Karnataka                                                   ","Bijapur",19.0,19.0
430.0,502.0,"Shri  Ravindra Kumar  Pandey                                            ",15.0,11.0,"Jharkhand                                                   ","Giridih",19.0,19.0
431.0,503.0,"Shri  Kirti  Azad                                              ",15.0,11.0,"Bihar                                                       ","Darbhanga",19.0,19.0
432.0,504.0,"Shri  Prahlad  Joshi                                             ",15.0,11.0,"Karnataka                                                   ","Dharwad",19.0,18.0
433.0,505.0,"Shri  Sanjay  Dhotre                                            ",15.0,11.0,"Maharashtra                                                 ","Akola",19.0,18.0
434.0,506.0,"Shri  P.C.  Gaddigoudar                                       ",15.0,11.0,"Karnataka                                                   ","Bagalkot",19.0,18.0
435.0,507.0,"Shri  Navjot Singh  Sidhu                                             ",15.0,11.0,"Punjab                                                      ","Amritsar",19.0,9.0
436.0,508.0,"Shri  Harischandra Deoram  Chavan                                            ",15.0,11.0,"Maharashtra                                                 ","Dindori",19.0,19.0
437.0,509.0,"Shri  Haribhau  Jawale                                            ",15.0,11.0,"Maharashtra                                                 ","Raver",19.0,18.0
438.0,510.0,"Shri   G.M.  Siddeswara                                        ",15.0,11.0,"Karnataka                                                   ","Davanagere",19.0,10.0
439.0,511.0,"Shri  Dushyant  Singh                                             ",15.0,11.0,"Rajasthan                                                   ","Jhalawar-Baran",19.0,16.0
440.0,512.0,"Shri  Bishnu Pada  Ray                                               ",15.0,11.0,"Andaman and Nicobar Islands                                 ","Andaman and Nicobar Islands",19.0,12.0
441.0,513.0,"Shri  Uday  Singh                                             ",15.0,11.0,"Bihar                                                       ","Purnia",19.0,16.0
442.0,514.0,"Shri  Govind Prasad  Mishra                                            ",15.0,11.0,"Madhya Pradesh                                              ","Sidhi",19.0,19.0
443.0,515.0,"Shri  Dinubhai  Boghabhal   Solanki                               ",15.0,11.0,"Gujarat                                                     ","Junagadh",19.0,4.0
444.0,516.0,"Shri  Chandulal Sahu  Chandu Bhaiya  ",15.0,11.0,"Chhattisgarh                                                ","Mahasamund",19.0,18.0
445.0,517.0,"Shri  Bhupendra  Singh                                             ",15.0,11.0,"Madhya Pradesh                                              ","Sagar",19.0,17.0
446.0,518.0,"Shri  Sudarshan  Bhagat                                            ",15.0,11.0,"Jharkhand                                                   ","Lohardaga",19.0,18.0
447.0,519.0,"Dr.  Sanjay  Jaiswal                                           ",15.0,11.0,"Bihar                                                       ","Paschim Champaran",19.0,16.0
448.0,520.0,"Shri  Prabhatsinh  Pratapsinh Chauhan                                ",15.0,11.0,"Gujarat                                                     ","Panchmahal",19.0,19.0
449.0,521.0,"Shri  Pashupati Nath  Singh                                             ",15.0,11.0,"Jharkhand                                                   ","Dhanbad",19.0,17.0
450.0,522.0,"Shri  Dinesh  Kashyap                                           ",15.0,11.0,"Chhattisgarh                                                ","Bastar",19.0,10.0
451.0,523.0,"Shri  Devidhan  Besra                                             ",15.0,11.0,"Jharkhand                                                   ","Rajmahal",19.0,13.0
452.0,524.0,"Dr.  Bhola  Singh                                             ",15.0,11.0,"Bihar                                                       ","Nawada",19.0,19.0
453.0,525.0,"Shri  Devji M.  Patel                                             ",15.0,11.0,"Rajasthan                                                   ","Jalore",19.0,18.0
454.0,526.0,"Shri  C. R.  Patil                                             ",15.0,11.0,"Gujarat                                                     ","Navsari",19.0,14.0
455.0,527.0,"Shri  Balkrishna Khanderao  Shukla                                            ",15.0,11.0,"Gujarat                                                     ","Vadodara",19.0,9.0
456.0,528.0,"Shri  B. Y.  Raghavendra                                       ",15.0,11.0,"Karnataka                                                   ","Shimoga",19.0,10.0
457.0,529.0,"Shri  Arjun Ram  Meghwal                                           ",15.0,11.0,"Rajasthan                                                   ","Bikaner",19.0,19.0
458.0,530.0,"Shri  A.T. Nana  Patil                                             ",15.0,11.0,"Maharashtra                                                 ","Jalgaon",19.0,13.0
459.0,531.0,"Shri  Shivraj  Bhaiya                                            ",15.0,11.0,"Madhya Pradesh                                              ","Damoh",19.0,19.0
460.0,532.0,"Shri  Sonawane  Pratap Narayanrao                                 ",15.0,11.0,"Maharashtra                                                 ","Dhule",19.0,2.0
461.0,533.0,"Shri  Pradeep Kumar  Singh                                             ",15.0,11.0,"Bihar                                                       ","Araria",19.0,14.0
462.0,534.0,"Shri  Makhansingh  Solanki                                           ",15.0,11.0,"Madhya Pradesh                                              ","Khargone",19.0,19.0
463.0,535.0,"Shri  Chauhan  Mahendrasinh                                      ",15.0,11.0,"Gujarat                                                     ","Sabarkantha",19.0,19.0
464.0,536.0,"Shri  Madhusudan  Yadav                                             ",15.0,11.0,"Chhattisgarh                                                ","Rajnandgaon",19.0,7.0
465.0,537.0,"Shri  Lalubhai  B.  Patel                                             ",15.0,11.0,"Daman and Diu                                               ","Daman and Diu",19.0,13.0
466.0,538.0,"Dr.  Kiritbhai  Premajibhai    Solanki                            ",15.0,11.0,"Gujarat                                                     ","Ahmedabad West",19.0,18.0
467.0,539.0,"Shri  K. D.  Deshmukh                                          ",15.0,11.0,"Madhya Pradesh                                              ","Balaghat",19.0,19.0
468.0,540.0,"Shri  Janardhana  Swamy                                             ",15.0,11.0,"Karnataka                                                   ","Chitradurga",19.0,9.0
469.0,541.0,"Smt.  Kamla Devi  Patle                                             ",15.0,11.0,"Chhattisgarh                                                ","Janjgir-Champa ",19.0,17.0
470.0,542.0,"Smt.  Jyoti  Dhurve                                            ",15.0,11.0,"Madhya Pradesh                                              ","Betul",19.0,18.0
471.0,544.0,"Smt.  Jayshreeben  Kanubhai    Patel                                 ",15.0,11.0,"Gujarat                                                     ","Mehesana",19.0,17.0
472.0,545.0,"Shri  Nishikant  Dubey                                             ",15.0,11.0,"Jharkhand                                                   ","Godda",19.0,19.0
473.0,546.0,"Shri  Natubhai Gomanbhai  Patel                                             ",15.0,11.0,"Dadra and Nagar Haveli                                      ","Dadra and Nagar Haveli",19.0,6.0
474.0,547.0,"Shri    Naranbhai   Kachhadia                             ",15.0,11.0,"Gujarat                                                     ","Amreli",19.0,19.0
475.0,548.0,"Shri  Nalin Kumar  Kateel                                            ",15.0,11.0,"Karnataka                                                   ","Dakshina Kannada",19.0,18.0
476.0,549.0,"Shri  Murarilal  Singh                                             ",15.0,11.0,"Chhattisgarh                                                ","Surguja",19.0,13.0
477.0,550.0,"Smt.  Jat Poonamben  Veljibhai                                         ",15.0,11.0,"Gujarat                                                     ","Kachchh",19.0,17.0
