-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Surface Lift Schemes. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.12.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Surface Lift Schemes", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total - Irrigation potential created
ANDHRA PRADESH,SRIKAKULAM,SARUBUJJILI,88,88,88,0,0,176
ANDHRA PRADESH,SRIKAKULAM,SEETHAMPETA,83,83,0,0,0,83
ANDHRA PRADESH,SRIKAKULAM,SOMPETA,2,2,0,0,0,2
ANDHRA PRADESH,SRIKAKULAM,SRIKAKULAM,2,2,0,0,0,2
ANDHRA PRADESH,SRIKAKULAM,VANGARA,3,3,0,0,0,3
ANDHRA PRADESH,VISAKHAPATNAM,ANAKAPALLI,38,0,38,0,0,38
ANDHRA PRADESH,VISAKHAPATNAM,ARAKU VALLEY,212,212,0,0,0,212
ANDHRA PRADESH,VISAKHAPATNAM,BUTCHAYYAPETA,2,2,0,0,0,2
ANDHRA PRADESH,VISAKHAPATNAM,CHODAVARAM,1,1,0,0,0,1
ANDHRA PRADESH,VISAKHAPATNAM,DEVARAPALLE,3,3,0,0,0,3
ANDHRA PRADESH,VISAKHAPATNAM,DUMBRIGUDA,128,128,0,0,0,128
ANDHRA PRADESH,VISAKHAPATNAM,HUKUMPETA,561,561,0,0,0,561
ANDHRA PRADESH,VISAKHAPATNAM,MADUGULA,38,38,12,0,0,51
ANDHRA PRADESH,VISAKHAPATNAM,MUNAGAPAKA,45,0,0,45,0,45
ANDHRA PRADESH,VISAKHAPATNAM,PADERU,55,55,0,0,0,55
ANDHRA PRADESH,VISAKHAPATNAM,PENDURTHI,40,0,40,40,0,81
ANDHRA PRADESH,VIZIANAGARAM,BOBBILI,8,8,8,0,0,17
ANDHRA PRADESH,VIZIANAGARAM,DENKADA,186,186,0,0,0,186
ANDHRA PRADESH,VIZIANAGARAM,GUMMALAKSHMIPURAM,5,5,0,0,0,5
ANDHRA PRADESH,VIZIANAGARAM,KURUPAM,149,149,0,0,0,149
ANDHRA PRADESH,VIZIANAGARAM,MERAKAMUDIDAM,105,0,105,0,0,105
ANDHRA PRADESH,VIZIANAGARAM,NELLIMARLA,30,30,0,0,0,30
ANDHRA PRADESH,VIZIANAGARAM,PUSAPATIREGA,157,108,52,0,0,160
ANDHRA PRADESH,VIZIANAGARAM,SALUR,9,9,9,0,0,18
ANDHRA PRADESH,VIZIANAGARAM,SEETHANAGARAM,751,747,730,2,0,1478
ANDHRA PRADESH,WARANGAL,BHUPALPALLE,243,243,0,0,0,243
ANDHRA PRADESH,WARANGAL,CHENNARAOPET,1,1,1,0,0,2
ANDHRA PRADESH,WARANGAL,DORNAKAL,270,270,0,0,0,270
ANDHRA PRADESH,WARANGAL,ETURNAGARAM,26,26,0,0,0,26
ANDHRA PRADESH,WARANGAL,GOVINDARAOPET,49,49,10,0,0,59
ANDHRA PRADESH,WARANGAL,GUDUR,175,175,27,0,0,201
ANDHRA PRADESH,WARANGAL,KOTHAGUDEM,465,465,10,0,0,475
ANDHRA PRADESH,WARANGAL,KURAVI,401,401,0,0,0,401
ANDHRA PRADESH,WARANGAL,MANGAPET,26,26,0,0,0,26
ANDHRA PRADESH,WARANGAL,TADVAI,136,118,18,0,0,136
ANDHRA PRADESH,WEST GODAVARI,BUTTAYAGUDEM,121,121,0,0,0,121
ANDHRA PRADESH,WEST GODAVARI,CHAGALLU,281,223,223,59,0,504
ANDHRA PRADESH,WEST GODAVARI,DENDULURU,729,729,0,0,0,729
ANDHRA PRADESH,WEST GODAVARI,DEVARAPALLE,185,185,57,0,0,243
ANDHRA PRADESH,WEST GODAVARI,KOVVUR,991,991,991,0,0,1983
ANDHRA PRADESH,WEST GODAVARI,NIDADAVOLE,1662,1662,1662,0,0,3324
ANDHRA PRADESH,WEST GODAVARI,PEDAPADU,1434,1490,1490,0,0,2981
ANDHRA PRADESH,WEST GODAVARI,PENTAPADU,9,9,0,0,0,9
ANDHRA PRADESH,WEST GODAVARI,POLAVARAM,969,969,626,0,0,1595
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,87,87,0,0,0,87
ANDHRA PRADESH,WEST GODAVARI,THALLAPUDI,2598,2530,1827,35,0,4392
ARUNACHAL PRADESH,DIBANG VALLEY,ROING-DAMBUK,770,371,169,5,225,770
ARUNACHAL PRADESH,LOHIT,NAMSAI-CHOWKHAM,200,200,0,0,0,200
ARUNACHAL PRADESH,LOHIT,TEZU-SUNPURA,410,205,60,0,145,410
ARUNACHAL PRADESH,TIRAP,NIAUSA,10,8,0,0,2,10
ARUNACHAL PRADESH,UPPER SUBANSIRI,DAPORIJO,8,8,0,0,0,8
ARUNACHAL PRADESH,UPPER SUBANSIRI,NACHO,4,2,2,2,0,6
ARUNACHAL PRADESH,WEST KAMENG,KALAKTANG,104,60,44,0,0,104
ARUNACHAL PRADESH,WEST KAMENG,THRIZINO,10,10,4,0,0,14
ARUNACHAL PRADESH,WEST SIANG,BASAR,65,65,0,0,2,67
ASSAM,BARPETA,BARPETA,220,170,50,0,0,220
ASSAM,BARPETA,CHAK-CHAKA,2100,1700,400,0,0,2100
ASSAM,BARPETA,CHENGA,80,80,20,0,0,100
ASSAM,BARPETA,GOBARDHANA,760,380,380,0,0,760
ASSAM,BARPETA,JALAH,80,40,40,0,0,80
ASSAM,BARPETA,RUPSI -PT,11,6,2,0,2,11
ASSAM,BONGAIGAON,BAITAMARI,293,274,19,0,1,293
ASSAM,BONGAIGAON,DANGTOLA,589,340,249,0,0,589
ASSAM,BONGAIGAON,MANIKPUR,1270,845,425,0,0,1270
ASSAM,BONGAIGAON,SRIJANGRAM,200,150,0,0,50,200
ASSAM,BONGAIGAON,TAPALARI,59,31,26,1,2,60
ASSAM,CACHAR,BARJALENGA,418,301,12,0,122,434
ASSAM,CACHAR,BAR-KHOLA,664,594,99,0,12,705
ASSAM,CACHAR,BASKANDI,30,15,6,0,10,31
ASSAM,CACHAR,BINNAPANDI PT.,115,117,31,0,0,148
ASSAM,CACHAR,KALAIN,1953,1065,284,5,660,2014
ASSAM,CACHAR,KATIGORAH,339,193,56,20,95,364
ASSAM,CACHAR,LAKHIPUR,622,529,33,17,89,667
ASSAM,CACHAR,NARSINGPUR,535,288,241,0,9,538
ASSAM,CACHAR,PALANGHAT,673,427,246,0,0,673
ASSAM,CACHAR,RAJA BAZAR,5469,5585,23,0,4,5612
ASSAM,CACHAR,SAL-CHAPRA,823,429,147,0,290,866
ASSAM,CACHAR,SILCHAR,3211,2620,107,5,760,3492
ASSAM,CACHAR,SONAI,1102,510,503,0,109,1121
ASSAM,CACHAR,TAPANG,126,90,5,5,30,130
ASSAM,CACHAR,UDARBAND,402,284,65,0,55,404
ASSAM,DARRANG,DOLGAON-SIALMARI,30,15,15,0,0,30
ASSAM,DARRANG,KALAIGAON,1045,930,115,0,0,1045
ASSAM,DARRANG,KHIRABARI,150,100,50,0,0,150
ASSAM,DARRANG,PACHIM-MANGALDAI,3,3,0,0,0,3
ASSAM,DHEMAJI,MACH KHOWA,252,250,60,0,0,310
ASSAM,DHEMAJI,MSTD BLOCK,128,96,32,0,0,128
ASSAM,DHEMAJI,SISSIBOR GAON,270,200,70,0,0,270
ASSAM,DHUBRI,BILASHI PARA,1267,733,575,10,5,1323
ASSAM,DHUBRI,CHAPAR-SALKOCHS,100,55,45,0,0,100
ASSAM,DHUBRI,DEBITOLA,165,80,115,3,7,205
ASSAM,DHUBRI,GOLOKGANJ,100,60,40,0,0,100
ASSAM,DHUBRI,JAMADARHAT,290,200,90,0,0,290
ASSAM,DHUBRI,MANKACHAR,315,173,142,0,0,315
ASSAM,DHUBRI,SOUTH SALMARA,374,200,174,0,0,374
ASSAM,DIBRUGARH,BARBARUA,80,50,30,0,0,80
ASSAM,DIBRUGARH,KHOWANG,376,300,76,0,0,376
ASSAM,GOALPARA,BALIJAN,200,200,60,0,0,260
ASSAM,GOALPARA,JALESWAR,273,163,111,0,0,273
ASSAM,GOALPARA,KRISHNAI,300,200,100,0,0,300
ASSAM,GOALPARA,KUSHDHAWA,1201,780,110,0,311,1201
ASSAM,GOALPARA,LAKHIPUR,13,8,5,0,1,13
ASSAM,GOALPARA,MATIA,850,500,350,0,0,850
ASSAM,GOLAGHAT,GOLAGHAT CENTRAL,8,6,2,0,0,8
ASSAM,GOLAGHAT,GOLAGHAT EAST,66,31,33,2,0,66
ASSAM,GOLAGHAT,GOLAGHAT SOUTH,2233,2174,59,0,0,2233
ASSAM,HAILAKANDI,HAILAKANDI,1137,831,386,0,0,1217
ASSAM,HAILAKANDI,LALA,1322,1004,442,0,0,1446
ASSAM,HAILAKANDI,SOUTH HAILAKANDI,259,162,97,0,0,259
ASSAM,JORHAT,JORHAT NORTH WEST,459,426,236,0,11,673
ASSAM,JORHAT,KALIAPANI,105,100,5,0,0,105
ASSAM,JORHAT,MAJULI,310,80,230,0,0,310
ASSAM,JORHAT,UJANI MAJULI,180,140,40,0,0,180
ASSAM,KAMRUP,BONGAON,7,3,4,0,0,7
ASSAM,KAMRUP,CHAMARIA,173,70,65,25,13,173
ASSAM,KAMRUP,CHANDRAPUR,92,12,80,0,0,92
ASSAM,KAMRUP,CHHAYGAON,15,10,5,1,0,15
ASSAM,KAMRUP,DIMORIA,1518,980,538,0,0,1518
ASSAM,KAMRUP,GAROI MARI,462,229,231,2,0,462
ASSAM,KAMRUP,GORESWAR,180,140,40,0,0,180
ASSAM,KAMRUP,HAJO,17,0,17,0,0,17
ASSAM,KAMRUP,RANGIA,615,348,272,0,0,620
ASSAM,KAMRUP,SUALKUCHI,49,20,29,0,0,49
ASSAM,KARBIANGLONG,BOKAJAN,211,120,91,0,0,211
ASSAM,KARBIANGLONG,HOWRAGHAT,259,200,59,0,0,259
ASSAM,KARBIANGLONG,LONGSOMEPI,57,42,15,0,0,57
ASSAM,KARBIANGLONG,LUMBATANG,200,100,100,0,0,200
ASSAM,KARBIANGLONG,NILIP,234,145,89,0,0,234
ASSAM,KARBIANGLONG,RONGKHAG,1335,689,646,0,0,1335
ASSAM,KARIMGANJ,BADARPUR,522,326,196,0,0,522
ASSAM,KARIMGANJ,DULLV  CHERRA,125,125,0,0,0,125
ASSAM,KARIMGANJ,NORTH KARIMGANJ,100,70,20,0,50,140
ASSAM,KARIMGANJ,PATHERKANDI,22,12,10,0,0,22
ASSAM,KARIMGANJ,SOUTH KARIMGANJ,808,630,140,0,38,808
ASSAM,KOKRAJHAR,DOTOMA,512,545,82,0,0,627
ASSAM,KOKRAJHAR,GOSSAIGAON,837,643,196,0,0,838
ASSAM,KOKRAJHAR,KACHUGAON,75,70,5,0,0,75
ASSAM,KOKRAJHAR,KOKRAJHAR,222,246,121,0,0,367
ASSAM,LAKHIMPUR,BIHPURIA,20,20,0,0,0,20
ASSAM,LAKHIMPUR,DHAKUAKHANA,26,8,13,5,0,26
ASSAM,LAKHIMPUR,NOWBOICHA,400,400,200,0,0,600
ASSAM,MORIGAON,BHUR- BANDHA,401,240,161,0,0,401
ASSAM,MORIGAON,LAHORIGHAT,930,520,410,0,0,930
ASSAM,MORIGAON,MAYONG,2586,1558,794,0,295,2647
ASSAM,NAGOAN,BAJIAGAON,489,483,88,2,0,573
ASSAM,NAGOAN,BARHAMPUR,27,21,351,1,0,372
ASSAM,NAGOAN,BATADRAWA,260,260,158,0,50,468
ASSAM,NAGOAN,BINNAKANDI,217,105,102,10,0,217
ASSAM,NAGOAN,DALONG GHAT,5,0,5,0,0,5
ASSAM,NAGOAN,JOGIJAN,16,0,16,0,0,16
ASSAM,NAGOAN,JURIA,85,41,44,0,0,85
ASSAM,NAGOAN,KALIABOR,428,0,0,428,0,428
ASSAM,NAGOAN,KATHITOLI,2252,1175,1281,2,0,2459
ASSAM,NAGOAN,KHAGARIJAN,94,90,4,0,0,94
ASSAM,NAGOAN,LIMDING DEV,104,38,99,51,3,191
ASSAM,NAGOAN,RAHA,140,65,75,0,0,140
ASSAM,NAGOAN,RUPAHI,708,500,208,0,0,708
ASSAM,NAGOAN,UDALI,96,40,56,60,2,158
ASSAM,NALBARI,BARKHETRI,2,1,1,0,0,2
ASSAM,NALBARI,BASKA,335,235,100,0,0,335
ASSAM,NALBARI,MADHUPUR,5,5,1,0,0,6
ASSAM,NALBARI,NAGRIJULI,4,4,8,1,3,16
ASSAM,NALBARI,PACHIM NALBARI,16,15,2,0,0,17
ASSAM,NALBARI,PUB-NALBARI,32,37,16,0,1,54
ASSAM,NALBARI,TAMULPUR,235,186,65,2,1,254
ASSAM,NALBARI,TIHU,215,125,90,0,0,215
ASSAM,NC HILLS,DIYANG VELLEY,590,590,0,0,0,590
ASSAM,SIBSAGAR,DEMOW,329,276,141,0,0,417
ASSAM,SIBSAGAR,GOURISAGAR,463,309,159,0,0,468
ASSAM,SIBSAGAR,NAZIRA,1009,849,161,0,0,1010
ASSAM,SIBSAGAR,SIBSAGAR,1482,1477,988,0,0,2465
ASSAM,SIBSAGAR,SONARI,165,110,55,0,0,165
ASSAM,SONITPUR,BAGHMARA,109,103,4,0,2,109
ASSAM,SONITPUR,BIHAGURI,30,30,0,0,0,30
ASSAM,SONITPUR,BISHWANATH,230,200,30,0,0,230
ASSAM,SONITPUR,CHATIA,166,120,60,0,0,180
ASSAM,SONITPUR,DHEKIAJULI,372,200,172,0,0,372
ASSAM,SONITPUR,GABHARU,276,276,180,0,0,456
ASSAM,SONITPUR,PUB-CHAIDUAR,481,438,43,0,0,481
ASSAM,TINSUKIA,KAKAPATHAR,471,291,179,1,0,471
ASSAM,TINSUKIA,MARGHERITA,1273,855,418,0,0,1273
ASSAM,TINSUKIA,SADIYA,712,498,247,7,0,752
ASSAM,TINSUKIA,SAIKHOWA,14,9,5,0,0,14
BIHAR,AURANGABAD,AURANGABAD,11,9,2,1,1,13
BIHAR,AURANGABAD,BARUN,541,477,444,2,22,944
BIHAR,AURANGABAD,DAUDNAGAR,113,100,13,0,0,113
BIHAR,AURANGABAD,DEO,1990,1127,817,1,62,2007
BIHAR,AURANGABAD,GOH,18,22,3,1,0,25
BIHAR,AURANGABAD,MADANPUR,50,41,12,2,0,55
BIHAR,AURANGABAD,OBRA,80,10,70,0,0,80
BIHAR,AURANGABAD,RAFIGANAJ,4,2,1,1,0,4
BIHAR,BANKA,BANKA,10,6,4,0,0,10
BIHAR,BANKA,BELHAR,1124,868,391,0,0,1259
BIHAR,BANKA,BOUNSI,14,12,13,6,0,30
BIHAR,BANKA,CHANAN,463,373,269,9,0,651
BIHAR,BANKA,DHORAIYA,12,12,10,8,4,34
BIHAR,BANKA,KATORIYA,2266,1663,850,61,33,2606
BIHAR,BEGUSARAI,BACHHAWARA,432,257,246,0,0,503
BIHAR,BEGUSARAI,BAKHRI,1,0,1,0,0,1
BIHAR,BEGUSARAI,BEGUSARAI,768,59,706,0,3,768
BIHAR,BEGUSARAI,BHAGWANPUR,1330,280,810,125,135,1350
BIHAR,BEGUSARAI,BIRPUR,210,70,140,0,0,210
BIHAR,BEGUSARAI,CH.BARIYARPUR,430,195,280,0,0,475
BIHAR,BEGUSARAI,DANDARI,1500,300,950,150,100,1500
BIHAR,BEGUSARAI,GADHPURA,140,40,100,0,0,140
BIHAR,BEGUSARAI,KHODAWANDPUR,317,85,143,78,29,335
BIHAR,BEGUSARAI,MANSOORCHAK,190,40,150,0,0,190
BIHAR,BEGUSARAI,NAWAKOTHI,180,50,130,0,0,180
BIHAR,BEGUSARAI,S.KAMAL,640,15,612,27,10,663
BIHAR,BHAGALPUR,GOURADIH,2,1,1,0,0,2
BIHAR,BHAGALPUR,KHARIK,210,0,280,0,0,280
BIHAR,BHAGALPUR,SANHAULA,386,266,215,2,17,499
BIHAR,BHAGALPUR,SHAHKUND,35,18,26,0,0,44
BIHAR,BHAGALPUR,SULTANGANJ,13,13,2,0,0,16
BIHAR,BHOJPUR,JAGDISHPUR,57,54,48,3,0,105
BIHAR,BHOJPUR,SAHAR,58,29,25,4,0,58
BIHAR,BHOJPUR,SHAHPUR,6,3,3,0,0,6
BIHAR,BUXAR,BRAHMPUR,4,2,2,0,0,4
BIHAR,BUXAR,BUXAR,180,150,180,0,0,330
BIHAR,BUXAR,DUMRAON,140,60,80,20,0,160
BIHAR,DARBHANGA,BAHERI,160,86,103,0,0,189
BIHAR,DARBHANGA,BIRAUL,200,64,136,0,0,200
BIHAR,DARBHANGA,DARBHANGA,279,130,143,0,46,319
BIHAR,DARBHANGA,GAURA BAURAM,20,10,10,0,0,20
BIHAR,DARBHANGA,KEOTI RUNWAY,366,136,174,6,63,380
BIHAR,DARBHANGA,KUSESHWAR ASTHAN,215,90,110,0,45,245
BIHAR,DARBHANGA,MANIGACHHI,807,287,604,1,0,892
BIHAR,DARBHANGA,SINGHWARA,245,100,110,0,50,260
BIHAR,DARBHANGA,TARDIH,825,219,633,8,0,861
BIHAR,EAST CHAMPARAN,ADAPUR,500,250,250,0,0,500
BIHAR,EAST CHAMPARAN,AREARAJ,93,56,73,0,0,128
BIHAR,EAST CHAMPARAN,BANKATWA,1213,600,600,200,50,1450
BIHAR,EAST CHAMPARAN,CHAURADANO,230,200,226,0,0,426
BIHAR,EAST CHAMPARAN,GHORASAHAN,2300,550,700,600,600,2450
BIHAR,EAST CHAMPARAN,HARSIDHI,676,484,387,37,25,933
BIHAR,EAST CHAMPARAN,KALYANPUR,399,136,245,30,36,447
BIHAR,EAST CHAMPARAN,KESARIA,51,26,11,14,1,52
BIHAR,EAST CHAMPARAN,MOTIHARI,62,43,44,0,2,89
BIHAR,EAST CHAMPARAN,PAKRIDYAL,780,810,640,0,35,1485
BIHAR,EAST CHAMPARAN,RAMGARHWA,975,430,345,325,154,1254
BIHAR,EAST CHAMPARAN,RAXAUL,230,128,167,0,0,296
BIHAR,EAST CHAMPARAN,TETARIA,40,40,40,10,0,90
BIHAR,EAST CHAMPARAN,TURKAULIA,11,13,15,2,4,33
BIHAR,GAYA,ATRI,62,62,0,0,0,62
BIHAR,GAYA,DOBHI,24,21,7,0,0,28
BIHAR,GAYA,DUMARIYA,103,41,61,7,1,110
BIHAR,GAYA,FATEHPUR,55,20,30,7,0,57
BIHAR,GAYA,GURARU,2,1,1,0,0,2
BIHAR,GAYA,MOHANPUR,4,4,1,0,0,4
BIHAR,GAYA,TEKARI,26,10,16,0,0,26
BIHAR,GOPAALGANJ,BAIKUNTHPUR,860,227,647,65,109,1048
BIHAR,GOPAALGANJ,BHOREY,4,2,2,0,0,4
BIHAR,GOPAALGANJ,BIJAIPUR,4,2,2,0,0,4
BIHAR,GOPAALGANJ,HATHUA,510,182,290,50,50,572
BIHAR,GOPAALGANJ,PANCHDEWRI,13,8,7,1,0,16
BIHAR,GOPAALGANJ,UCHKAGAON,8,4,4,0,0,8
BIHAR,JAMUI,BARHAT,73,36,36,2,0,73
BIHAR,JAMUI,CHAKAI,494,389,136,29,2,556
BIHAR,JAMUI,GHIDHOR,305,305,3,0,0,308
BIHAR,JAMUI,JHAJHA,148,104,47,0,0,150
BIHAR,JAMUI,KHAIRA,12,7,6,0,0,12
BIHAR,JAMUI,LAXMIPUR,217,89,81,0,50,221
BIHAR,JAMUI,SONO,360,290,185,4,5,483
BIHAR,JEHANABAD,JEHANABAD,11,11,0,0,0,11
BIHAR,JEHANABAD,MAKHDUMPUR,150,100,50,0,0,150
BIHAR,KAIMUR (BHABUA),ADHAURA,233,206,65,0,0,271
BIHAR,KAIMUR (BHABUA),BHABUA,74,41,36,1,0,77
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,44,22,21,1,1,45
BIHAR,KAIMUR (BHABUA),CHAINPUR,170,161,118,0,0,280
BIHAR,KAIMUR (BHABUA),CHAND,40,37,14,0,0,51
BIHAR,KAIMUR (BHABUA),DURGAWATI,11,23,9,0,1,33
BIHAR,KAIMUR (BHABUA),KUDRA,63,54,47,0,0,101
BIHAR,KAIMUR (BHABUA),MOHANIA,4,4,2,0,0,6
BIHAR,KAIMUR (BHABUA),NUAON,18,15,12,3,0,30
BIHAR,KAIMUR (BHABUA),RAMGARH,220,123,68,30,20,241
BIHAR,KATIHAR,BARARI,243,107,86,0,50,243
BIHAR,KATIHAR,HASANGANJ,60,30,30,0,0,60
BIHAR,KATIHAR,KADWA,44,30,33,0,0,63
BIHAR,KATIHAR,KORHA,50,12,41,0,0,53
BIHAR,KATIHAR,MANSAHI,4,0,4,0,0,4
BIHAR,KHAGARIA,ALAULI,40,10,30,0,0,40
BIHAR,KHAGARIA,CHAUTHAM,16,0,16,0,0,16
BIHAR,KHAGARIA,KHAGARIA,167,52,129,0,0,181
BIHAR,KHAGARIA,MANSI,100,0,100,0,0,100
BIHAR,KHAGARIA,PARBATTA,12,0,12,0,0,12
BIHAR,KISHANGANJ,BAHADURGANJ,280,180,195,0,15,390
BIHAR,KISHANGANJ,POTHIA,370,283,302,0,0,585
BIHAR,LAKHISARAI,LAKHISARAI,94,42,61,0,0,103
BIHAR,LAKHISARAI,SURYAGARAH,397,349,49,0,0,398
BIHAR,MADHEPURA,MADHEPURA,9,5,5,0,0,10
BIHAR,MADHEPURA,SINGHESHWAR,807,317,702,4,12,1035
BIHAR,MADHEPURA,UDAKISHUNGANJ,60,40,60,0,0,100
BIHAR,MADHUBANI,BABUBARHI,134,67,99,0,0,165
BIHAR,MADHUBANI,JAYNAGAR,78,67,63,1,0,130
BIHAR,MADHUBANI,JHANJHARPUR,235,90,89,46,17,242
BIHAR,MADHUBANI,LADANIA,45,18,28,0,0,46
BIHAR,MADHUBANI,MADHWAPUR,754,146,557,41,30,774
BIHAR,MADHUBANI,RAJNAGAR,12,8,2,2,0,12
BIHAR,MADHUBANI,ROHIKA,4,4,4,0,0,8
BIHAR,MUNGER,BARIYARPUR,90,23,53,41,20,136
BIHAR,MUNGER,HAWALI KHAGARHPUR,683,434,337,0,20,791
BIHAR,MUNGER,SADAR MUNGER,30,0,30,0,0,30
BIHAR,MUZAFFARPUR,AURAI,60,7,46,9,0,61
BIHAR,MUZAFFARPUR,BANDRA,44,24,30,10,0,64
BIHAR,MUZAFFARPUR,GAIGHAT,16,0,22,0,0,22
BIHAR,MUZAFFARPUR,KANTI,60,20,30,15,0,65
BIHAR,MUZAFFARPUR,KATRA,1225,339,1217,32,32,1620
BIHAR,MUZAFFARPUR,KURHANI,52,17,33,0,6,56
BIHAR,MUZAFFARPUR,MORAUL,80,30,46,0,4,80
BIHAR,MUZAFFARPUR,MOTIPUR,240,80,130,18,13,240
BIHAR,MUZAFFARPUR,PAROO,115,95,25,0,0,120
BIHAR,MUZAFFARPUR,SAHEBGANJ,60,25,35,5,0,65
BIHAR,MUZAFFARPUR,SARAIYA,1680,1545,1640,851,0,4036
BIHAR,NALANDA,ASTHAWAN,1000,960,810,0,0,1770
BIHAR,NALANDA,BEN,400,390,336,0,0,726
BIHAR,NALANDA,BIHARSHARIF,400,400,330,0,0,730
BIHAR,NALANDA,GIRIYAK,521,509,430,0,0,940
BIHAR,NALANDA,HARNAUT,21,15,8,0,0,23
BIHAR,NALANDA,HILSA,975,911,850,0,0,1761
BIHAR,NALANDA,KARAIPARSURAI,20,21,0,0,0,21
BIHAR,NALANDA,RAJGIR,977,906,860,0,1,1767
BIHAR,NALANDA,SARMERA,100,100,98,0,0,198
BIHAR,NAWADA,AKBARPUR,2,5,2,0,0,7
BIHAR,NAWADA,KAWAKOLE,1,1,0,0,0,1
BIHAR,NAWADA,NARDIGUNJ,106,106,0,0,0,106
BIHAR,NAWADA,NAWADA,138,102,59,1,1,162
BIHAR,NAWADA,RAJAULI,100,100,0,0,0,100
BIHAR,NAWADA,ROH,44,126,8,2,2,138
BIHAR,NAWADA,SIRDALA,7,4,3,0,0,7
BIHAR,PATNA,BIHTA,50,25,25,0,15,65
BIHAR,PATNA,FATUHA,16,8,12,0,0,20
BIHAR,PATNA,MASAURHI,278,209,83,1,0,292
BIHAR,PATNA,PALIGANJ,2,1,1,0,0,2
BIHAR,PATNA,PHULWARI,26,13,14,0,0,27
BIHAR,PATNA,PUNPUN,4,2,2,0,0,4
BIHAR,PATNA,SAMPATCHAK,13,7,3,3,0,13
BIHAR,PURNIA,BAISA,50,26,56,0,0,82
BIHAR,PURNIA,KRITYANAND NAGAR,345,285,309,0,0,595
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,102,90,92,25,0,207
BIHAR,ROHTAS(SASARAM),DEHRI,11,7,6,2,0,15
BIHAR,ROHTAS(SASARAM),KOCHAS,26,24,22,0,0,46
BIHAR,ROHTAS(SASARAM),SASARAM,131,120,95,4,6,225
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,119,109,56,0,0,165
BIHAR,SAHARSA,KAHARA,60,41,50,0,0,91
BIHAR,SAHARSA,NAUHATTA,16,10,14,0,0,23
BIHAR,SAMASTIPUR,BIBHUTIPUR,404,165,322,0,0,487
BIHAR,SAMASTIPUR,DALSINGHSARAI,400,147,302,0,0,449
BIHAR,SAMASTIPUR,KALYANPUR,400,167,312,0,0,479
BIHAR,SAMASTIPUR,KHANPUR,240,110,220,0,0,330
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,120,50,120,0,0,170
BIHAR,SAMASTIPUR,MORWA,280,115,210,0,0,325
BIHAR,SAMASTIPUR,ROSERA,200,145,335,0,0,480
BIHAR,SAMASTIPUR,SAMASTIPUR,160,65,125,0,0,190
BIHAR,SAMASTIPUR,SARAIRANJAN,80,60,80,0,0,140
BIHAR,SAMASTIPUR,SHIVAJINAGAR,200,65,158,0,0,223
BIHAR,SAMASTIPUR,SINGHIA,80,22,64,0,0,86
BIHAR,SAMASTIPUR,TAJPUR,280,104,229,0,0,333
BIHAR,SAMASTIPUR,UJIYARPUR,45,22,42,0,0,64
BIHAR,SAMASTIPUR,VIDHYAPATINAGAR,200,100,147,0,0,247
BIHAR,SARAN,DARIYAPUR,79,32,31,0,16,79
BIHAR,SARAN,JALAPUR,46,44,48,0,0,92
BIHAR,SARAN,MAKER,90,58,55,4,22,139
BIHAR,SARAN,REVILGANJ,51,36,45,0,0,81
BIHAR,SARAN,TRAIYA,23,13,16,12,13,54
BIHAR,SHEKHPURA,ARIYARI,311,319,86,30,7,442
BIHAR,SHEKHPURA,GHAT KUSUMBHA,200,0,185,10,10,205
BIHAR,SHEKHPURA,SHEKHPURA,100,50,50,0,0,100
BIHAR,SHEOHAR,PIPRAHARI,50,20,30,0,0,50
BIHAR,SITAMARHI,BAJPATTI,137,69,68,3,1,140
BIHAR,SITAMARHI,BATHNAHA,92,5,117,5,0,127
BIHAR,SITAMARHI,DUMRA,24,17,21,5,9,52
BIHAR,SITAMARHI,MEJARGANJ,18,6,12,0,0,18
BIHAR,SITAMARHI,RIGA,83,33,50,1,1,85
BIHAR,SITAMARHI,SONWARSA,130,39,127,19,3,186
BIHAR,SIWAN,ANDER,159,80,147,10,9,246
BIHAR,SIWAN,BARHARIA,17,8,13,3,0,23
BIHAR,SIWAN,DARAULI,80,16,82,3,0,101
BIHAR,SIWAN,GOREAKOTHI,71,44,82,0,3,128
BIHAR,SIWAN,GUTHANI,553,231,270,0,54,555
BIHAR,SIWAN,HASANPURA,182,105,132,9,8,254
BIHAR,SIWAN,HUSSAINGANJ,260,79,245,0,0,324
BIHAR,SIWAN,JIRADEI,189,109,101,5,5,220
BIHAR,SIWAN,MAHARAJGANJ,135,49,95,2,6,152
BIHAR,SIWAN,MAIRWA,20,6,12,0,4,21
