-----
{
 "description": "The table refers to block wise culturable command area and irrigation potential created through surace lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.13.csv", 
 "title": "Download CSV for Blockwise Culturable command area and potential created through surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.13.csv"
}
-----
-----
{
 "description": "The table refers to block wise culturable command area and irrigation potential created through surace lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.13.csv", 
 "title": "Download CSV for Blockwise Culturable command area and potential created through surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.13.csv"
}
-----
"State","District","Block","Culturable Command Area","Irrigation potential created - Kharif","Irrigation potential created - Rabi","Irrigation potential created - Perennial","Irrigation potential created - Others","Total"
"ANDHRA PRADESH","PRAKASAM","ULAVAPADU",159,115,96,0,0,211
"ANDHRA PRADESH","PRAKASAM","VETA PALEM",869,869,0,0,0,869
"ANDHRA PRADESH","PRAKASAM","VOLETIVARI PALEM",35,0,35,0,0,35
"ANDHRA PRADESH","PRAKASAM","YADDANA PUDI",253,253,0,0,0,253
"ANDHRA PRADESH","PRAKASAM","ZARUGUMALLI",532,283,316,0,0,599
"ANDHRA PRADESH","RANGA REDDY","BASHEERABAD",425,425,425,0,0,850
"ANDHRA PRADESH","RANGA REDDY","DHARUR",37,37,0,0,0,37
"ANDHRA PRADESH","RANGA REDDY","GHATKESAR",448,208,248,143,2,601
"ANDHRA PRADESH","RANGA REDDY","HAYATHNAGAR",249,234,174,7,3,418
"ANDHRA PRADESH","RANGA REDDY","RAJENDRANAGAR",17,17,13,0,0,30
"ANDHRA PRADESH","RANGA REDDY","UPPAL",270,76,72,189,2,339
"ANDHRA PRADESH","SRIKAKULUM","BHAMINI",110,86,26,0,0,112
"ANDHRA PRADESH","SRIKAKULUM","ETCHERLA",142,142,0,0,0,142
"ANDHRA PRADESH","SRIKAKULUM","GARA",56,50,11,0,0,61
"ANDHRA PRADESH","SRIKAKULUM","KOTTURU",24,18,6,0,0,24
"ANDHRA PRADESH","SRIKAKULUM","MANDASA",35,35,4,0,0,39
"ANDHRA PRADESH","SRIKAKULUM","PALAKONDA",81,40,40,0,0,80
"ANDHRA PRADESH","SRIKAKULUM","SARAVAKOTA",134,130,4,0,0,134
"ANDHRA PRADESH","SRIKAKULUM","SEETHAMPETA",208,204,4,0,0,208
"ANDHRA PRADESH","SRIKAKULUM","SOMPETA",123,103,20,0,0,123
"ANDHRA PRADESH","SRIKAKULUM","VANGARA",59,59,4,0,0,63
"ANDHRA PRADESH","VIJAYA NAGARAM","BOBBILI",8,8,8,0,0,16
"ANDHRA PRADESH","VIJAYA NAGARAM","DENKADA",202,202,61,3,0,266
"ANDHRA PRADESH","VIJAYA NAGARAM","GAJAPATHINAGARAM",121,121,0,0,0,121
"ANDHRA PRADESH","VIJAYA NAGARAM","GARIVIDI",24,6,21,0,0,27
"ANDHRA PRADESH","VIJAYA NAGARAM","GUMMALAKSHMIPURAM",326,320,10,0,0,330
"ANDHRA PRADESH","VIJAYA NAGARAM","KURUPAM",156,156,0,0,0,156
"ANDHRA PRADESH","VIJAYA NAGARAM","MAKKUVA",176,14,163,0,0,177
"ANDHRA PRADESH","VIJAYA NAGARAM","MERAKAMUDIDAM",85,0,85,0,0,85
"ANDHRA PRADESH","VIJAYA NAGARAM","NELLIMARLA",30,30,0,0,0,30
"ANDHRA PRADESH","VIJAYA NAGARAM","PUSAPATIREGA",332,332,156,0,0,488
"ANDHRA PRADESH","VIJAYA NAGARAM","RAMABHADRAPURAM",75,63,0,13,0,76
"ANDHRA PRADESH","VIJAYA NAGARAM","SALUR",31,31,6,8,0,45
"ANDHRA PRADESH","VIJAYA NAGARAM","SEETHANAGARAM",423,560,85,3,0,648
"ANDHRA PRADESH","VIJAYA NAGARAM","SRUNGAVARAPUKOTA",101,101,20,0,0,121
"ANDHRA PRADESH","VISAKHAPATNAM","ANAKAPALLE",5,5,0,0,0,5
"ANDHRA PRADESH","VISAKHAPATNAM","ARAKU VALLEY",178,184,0,0,0,184
"ANDHRA PRADESH","VISAKHAPATNAM","DEVARAPALLE",89,45,13,44,0,102
"ANDHRA PRADESH","VISAKHAPATNAM","DUMBRIGUDA",144,144,0,0,0,144
"ANDHRA PRADESH","VISAKHAPATNAM","HUKUMPETA",489,530,0,0,0,530
"ANDHRA PRADESH","VISAKHAPATNAM","MADUGULA",49,29,4,20,0,53
"ANDHRA PRADESH","VISAKHAPATNAM","MUNAGAPAKA",104,19,0,61,24,104
"ANDHRA PRADESH","VISAKHAPATNAM","PAYAKARAOPETA",85,85,0,0,0,85
"ANDHRA PRADESH","WARANGAL","BHUPALPALLE",223,101,121,0,0,222
"ANDHRA PRADESH","WARANGAL","CHENNARAOPET",32,32,0,0,0,32
"ANDHRA PRADESH","WARANGAL","DORNAKAL",44,45,8,0,0,53
"ANDHRA PRADESH","WARANGAL","GOVINDARAOPET",663,663,306,0,0,969
"ANDHRA PRADESH","WARANGAL","GUDUR",41,41,6,0,0,47
"ANDHRA PRADESH","WARANGAL","KODAKANDLA",20,20,0,0,0,20
"ANDHRA PRADESH","WARANGAL","KOTHAGUDEM",104,105,20,0,0,125
"ANDHRA PRADESH","WARANGAL","MANGAPET",39,39,6,0,0,45
"ANDHRA PRADESH","WARANGAL","MULUG",214,202,51,0,0,253
"ANDHRA PRADESH","WARANGAL","TADVAI",120,102,18,0,0,120
"ANDHRA PRADESH","WARANGAL","THORRUR",9,7,7,0,0,14
"ANDHRA PRADESH","WEST GODAVARI","CHAGALLU",464,378,285,0,131,794
"ANDHRA PRADESH","WEST GODAVARI","DENDULURU",729,729,0,0,0,729
"ANDHRA PRADESH","WEST GODAVARI","ELURU",422,0,422,0,0,422
"ANDHRA PRADESH","WEST GODAVARI","KOVVUR",1214,809,405,0,0,1214
"ANDHRA PRADESH","WEST GODAVARI","NIDADAVOLE",1950,1431,1393,478,0,3302
"ANDHRA PRADESH","WEST GODAVARI","PEDAPADU",968,969,40,0,0,1009
"ANDHRA PRADESH","WEST GODAVARI","PENTAPADU",45,45,45,0,0,90
"ANDHRA PRADESH","WEST GODAVARI","PERAVALI",841,619,337,0,0,956
"ANDHRA PRADESH","WEST GODAVARI","POLAVARAM",710,688,690,8,9,1395
"ANDHRA PRADESH","WEST GODAVARI","TADEPALLIGUDEM",107,107,107,0,0,214
"ANDHRA PRADESH","WEST GODAVARI","THALLAPUDI",2497,2531,1646,0,0,4177
"ASSAM","BARPETA","BAJALI",1761,1557,649,0,11,2217
"ASSAM","BARPETA","BARPETA",494,350,351,0,0,701
"ASSAM","BARPETA","BHAWANIPUR",880,514,382,0,0,896
"ASSAM","BARPETA","CHENGA",5,5,4,0,0,9
"ASSAM","BARPETA","GOBARDHANA",989,952,448,0,1,1401
"ASSAM","BARPETA","JALAH",186,178,116,1,0,295
"ASSAM","BARPETA","MANDIA",1294,1027,708,2,10,1747
"ASSAM","BARPETA","RUPSI",956,868,580,0,0,1448
"ASSAM","BONGAIGAON","BOITAMARI",206,185,71,0,20,276
"ASSAM","BONGAIGAON","BOROBAZAR",473,456,251,0,70,777
"ASSAM","BONGAIGAON","MANIKPUR",1074,1040,538,0,8,1586
"ASSAM","BONGAIGAON","SIDLI-CHIRANG",90,73,54,0,0,127
"ASSAM","BONGAIGAON","SRIJANGRAM",362,361,221,0,0,582
"ASSAM","CACHAR","KATIGORA",95,89,38,0,0,127
"ASSAM","CACHAR","RAJABAZAR",304,245,146,0,0,391
"ASSAM","CACHAR","SALCHAPRA",391,375,166,0,0,541
"ASSAM","CACHAR","SONAI",1596,1392,370,75,163,2000
"ASSAM","CACHAR","UDARBOND",251,183,93,0,0,276
"ASSAM","DARRANG","DALGAON SIALMARI",475,453,161,0,32,646
"ASSAM","DARRANG","KALAIGAON",3328,3224,813,0,15,4052
"ASSAM","DARRANG","KHAIRABARI",265,224,118,0,20,362
"ASSAM","DARRANG","MAZBAT",143,141,119,0,1,261
"ASSAM","DARRANG","SIPAJHAR",338,307,191,0,8,506
"ASSAM","DARRANG","UDALGURI",148,147,69,0,0,216
"ASSAM","DHEMAJI","BORDOLONI",838,837,431,0,80,1348
"ASSAM","DHEMAJI","DHEMAJI",337,274,141,0,24,439
"ASSAM","DHEMAJI","MURKONGSELLECK",545,540,277,0,80,897
"ASSAM","DHUBRI","AGAMONI",578,492,142,0,1,635
"ASSAM","DHUBRI","BILASIPARA",1350,1215,707,10,24,1956
"ASSAM","DHUBRI","CHAPAR SALKOCHA",619,298,471,0,0,769
"ASSAM","DHUBRI","GAURIPUR",1698,1587,1049,0,11,2647
"ASSAM","DHUBRI","GOLOKGANJ",520,516,217,0,27,760
"ASSAM","DHUBRI","MANKACHAR",1193,1072,540,0,80,1692
"ASSAM","DHUBRI","SOUTH SALMARA",492,457,173,0,26,656
"ASSAM","DIBRUGARH","BARBARUAH",1375,1375,638,0,3,2016
"ASSAM","DIBRUGARH","JOYPUR",1285,1258,953,0,0,2211
"ASSAM","DIBRUGARH","KHOWANG",1214,1141,491,0,27,1659
"ASSAM","DIBRUGARH","LAHOWAL",104,96,73,0,1,170
"ASSAM","DIBRUGARH","TENGAKHAT",1002,970,927,0,0,1897
"ASSAM","GOALPARA","BALIJANA",819,556,473,0,2,1031
"ASSAM","GOALPARA","DUDHNOI",1340,1190,312,0,0,1502
"ASSAM","GOALPARA","LAKHIPUR",299,259,177,0,31,467
"ASSAM","GOALPARA","MATIA",678,615,386,0,2,1003
"ASSAM","GOLAGHAT","GOLAGHAT CENTRAL",905,628,478,3,8,1117
"ASSAM","GOLAGHAT","GOLAGHAT EAST",880,704,602,0,10,1316
"ASSAM","GOLAGHAT","GOLAGHAT NORTH",100,50,50,0,0,100
"ASSAM","GOLAGHAT","GOLAGHAT SOUTH",5472,4820,4222,0,19,9061
"ASSAM","GOLAGHAT","GOLAGHAT WEST",525,484,324,0,2,810
"ASSAM","GOLAGHAT","GOMARIGURI",69,69,52,0,3,124
"ASSAM","HAILAKANDI","HAILAKANDI",535,470,340,0,0,810
"ASSAM","HAILAKANDI","KATLICHARA",348,348,210,0,0,558
"ASSAM","HAILAKANDI","LALA",976,904,420,0,0,1324
"ASSAM","JORHAT","JORHAT",294,287,176,0,0,463
"ASSAM","JORHAT","JORHAT CENTRAL",546,477,347,0,0,824
"ASSAM","JORHAT","JORHAT EAST",920,912,560,0,0,1472
"ASSAM","JORHAT","MAJULI",1217,405,1113,0,0,1518
"ASSAM","JORHAT","NORTH WEST JORHAT",796,703,498,0,0,1201
"ASSAM","JORHAT","TITABOR",483,481,363,0,0,844
"ASSAM","KAMRUP","BOKO BANGAON",242,212,80,1,18,311
"ASSAM","KAMRUP","CHAMARIA",363,302,193,0,14,509
"ASSAM","KAMRUP","CHANDRAPUR",303,12,303,0,0,315
"ASSAM","KAMRUP","CHHAYGAON",314,290,149,0,6,445
"ASSAM","KAMRUP","DIMORIA",3219,1883,2084,0,0,3967
"ASSAM","KAMRUP","HAJO",563,475,165,3,5,648
"ASSAM","KAMRUP","KAMALPUR",482,454,78,0,5,537
"ASSAM","KAMRUP","KARARA",32,27,6,0,4,37
"ASSAM","KAMRUP","RAMPUR",76,74,36,0,0,110
"ASSAM","KAMRUP","RANGIA",1021,679,386,0,5,1070
"ASSAM","KAMRUP","RANI",7,5,3,0,0,8
"ASSAM","KARBI ANGLONG","BOKAJAN",1260,1251,502,0,0,1753
"ASSAM","KARBI ANGLONG","HOWRAGHAT",600,500,200,50,20,770
"ASSAM","KARBI ANGLONG","LUMBAJONG",1045,859,136,0,71,1066
"ASSAM","KARBI ANGLONG","RONGKHONG",4063,2225,2220,0,265,4710
"ASSAM","KARIMGANJ","BADARPUR",130,104,117,0,0,221
"ASSAM","KARIMGANJ","NORTH KARIMGANJ",180,144,155,0,0,299
"ASSAM","KARIMGANJ","PATHARKANDI",372,314,197,0,0,511
"ASSAM","KARIMGANJ","RAMKRISHNA NAGAR",489,385,435,0,0,820
"ASSAM","KARIMGANJ","SOUTH KARIMGANJ",673,584,576,0,0,1160
"ASSAM","KOKRAJHAR","DOTOMA",981,870,413,0,0,1283
"ASSAM","KOKRAJHAR","GOSSAIGAON",785,758,397,0,0,1155
"ASSAM","KOKRAJHAR","KACHUGAON",1221,1040,568,0,8,1616
"ASSAM","KOKRAJHAR","KOKRAJHAR",477,456,325,0,0,781
"ASSAM","KOKRAJHAR","SIDLI CHIRANG (PART)",80,70,65,0,0,135
"ASSAM","LAKHIMPUR","BIHPURIA",34,32,26,0,0,58
"ASSAM","LAKHIMPUR","BORDALANI",17,16,9,0,2,27
"ASSAM","LAKHIMPUR","DHAKUAKHANA",481,355,187,0,3,545
"ASSAM","LAKHIMPUR","LAKHIMPUR",158,139,72,0,3,214
"ASSAM","LAKHIMPUR","NARAYANPUR",131,113,90,0,3,206
"ASSAM","LAKHIMPUR","NOWBOICHA",85,81,40,0,3,124
"ASSAM","MARIGAON","BHURBANDHA",599,482,356,0,10,848
"ASSAM","MARIGAON","KAPILI",221,197,179,0,1,377
"ASSAM","MARIGAON","LAHARIGHAT",1123,1000,873,0,28,1901
"ASSAM","MARIGAON","MAYONG",4511,2621,3328,0,0,5949
"ASSAM","NAGAON","BATADRAVA",183,170,133,0,0,303
"ASSAM","NAGAON","JUGIJAN",220,194,134,0,20,348
"ASSAM","NAGAON","JURIA",551,521,214,0,0,735
"ASSAM","NAGAON","KALIABOR",367,320,179,0,38,537
"ASSAM","NAGAON","KAPILI",111,105,57,0,1,163
"ASSAM","NAGAON","KAPILI PT.I",2956,1889,1492,0,4,3385
"ASSAM","NAGAON","KATHIATOLI",3645,3472,1727,0,74,5273
"ASSAM","NAGAON","KHAGARIJAN",1697,1574,1109,1,145,2829
"ASSAM","NAGAON","LANKA",361,289,229,2,10,530
"ASSAM","NAGAON","LAOKHOWA",554,550,282,0,40,872
"ASSAM","NAGAON","RUPAHI",448,446,323,0,42,811
"ASSAM","NALBARI","BARIGOG BANBHAG",556,478,358,0,0,836
"ASSAM","NALBARI","BARKHETRI",25,24,17,0,0,41
"ASSAM","NALBARI","BASKA",314,265,181,0,0,446
"ASSAM","NALBARI","PASCHIM NALBARI",275,195,126,0,1,322
"ASSAM","NALBARI","PUB NALBARI",479,433,324,0,0,757
"ASSAM","NALBARI","TAMULPUR",537,482,331,0,1,814
"ASSAM","NALBARI","TIHU BARAMA",1808,1546,420,0,0,1966
"ASSAM","NORTH CACHAR HILLS","DIYANG VALLEY",587,587,10,0,0,597
"ASSAM","NORTH CACHAR HILLS","HARANGAJAW",180,180,0,0,0,180
"ASSAM","SIBSAGAR","AMGURI",2863,2822,501,0,0,3323
"ASSAM","SIBSAGAR","DEMOW",2967,2549,716,0,10,3275
"ASSAM","SIBSAGAR","NAZIRA",3179,2321,902,1,0,3224
"ASSAM","SIBSAGAR","SAPEKHATI",2492,2314,1146,0,0,3460
"ASSAM","SIBSAGAR","SIBSAGAR",433,383,150,0,0,533
"ASSAM","SIBSAGAR","SONARI",2355,2339,616,0,1,2956
"ASSAM","SONITPUR","BALIPARA",744,731,505,0,2,1238
"ASSAM","SONITPUR","BEHALI",41,39,12,0,0,51
"ASSAM","SONITPUR","BISWANATH",397,396,196,0,0,592
"ASSAM","SONITPUR","CHAIDUAR",564,525,260,0,9,794
"ASSAM","SONITPUR","DHEKIAJULI",1431,1068,630,0,9,1707
"ASSAM","SONITPUR","GABHORU",439,439,255,0,0,694
"ASSAM","SONITPUR","NADUAR",497,402,360,1,5,768
"ASSAM","TINSUKIA","HAPJAN",34,33,14,0,1,48
"ASSAM","TINSUKIA","KAKOPATHAR",68,60,25,0,0,85
"ASSAM","TINSUKIA","MARGHERITA",1434,1301,599,0,133,2033
"ASSAM","TINSUKIA","SADIYA",777,765,224,0,2,991
"BIHAR","ARARIA","BHARGAMA",145,145,135,0,40,320
"BIHAR","ARARIA","FORBESGANJ",130,130,130,0,60,320
"BIHAR","ARARIA","JOKIHAT",50,50,30,0,20,100
"BIHAR","ARARIA","PALASI",4,2,4,0,2,8
"BIHAR","AURANGABAD","AURANGABAD",80,80,60,0,20,160
"BIHAR","AURANGABAD","BARUN",57,31,26,0,0,57
"BIHAR","AURANGABAD","GOH",332,160,300,0,40,500
"BIHAR","AURANGABAD","HASPURA",60,60,60,0,0,120
"BIHAR","AURANGABAD","KUTUMBA",4,2,4,0,2,8
"BIHAR","AURANGABAD","NABINAGAR",37,37,37,0,0,74
"BIHAR","AURANGABAD","OBRA",232,128,99,6,1,234
"BIHAR","AURANGABAD","RAFIGANJ",207,136,77,5,5,223
"BIHAR","BANKA","AMARPUR",51,44,23,1,0,68
"BIHAR","BANKA","BANKA",70,70,70,0,0,140
"BIHAR","BANKA","BAUSI",78,78,29,0,0,107
"BIHAR","BANKA","CHANAN",105,79,57,1,0,137
"BIHAR","BANKA","DHURAIYA",86,64,30,0,0,94
"BIHAR","BANKA","KATORIA",412,344,149,0,0,493
"BIHAR","BANKA","SAMBHUGANJ",11,11,0,0,0,11
"BIHAR","BEGUSARAI","BACHHAWARA",150,125,130,2,21,278
"BIHAR","BEGUSARAI","BAKHARI",30,4,26,0,0,30
"BIHAR","BEGUSARAI","BEGUSARAI",746,673,606,0,60,1339
"BIHAR","BEGUSARAI","BHAGAWANPUR",275,235,166,15,40,456
"BIHAR","BEGUSARAI","BIRPUR",163,36,152,21,0,209
"BIHAR","BEGUSARAI","CHERIA BARIARPUR",625,237,425,24,84,770
"BIHAR","BEGUSARAI","DANDARI",120,30,60,6,24,120
"BIHAR","BEGUSARAI","GARHPURA",68,16,47,15,0,78
"BIHAR","BEGUSARAI","KHUDABANDPUR",215,81,143,78,29,331
"BIHAR","BEGUSARAI","MANSURCHAK",86,63,63,6,0,132
"BIHAR","BEGUSARAI","NAOKHOTHI",22,0,22,0,0,22
"BIHAR","BHABUA","ADHAURA",6,6,0,0,0,6
"BIHAR","BHABUA","BHABUA",112,82,84,0,0,166
"BIHAR","BHABUA","BHAGWANPUR",6,4,2,0,0,6
"BIHAR","BHABUA","CHAINPUR",57,39,18,0,0,57
"BIHAR","BHABUA","CHAND",135,127,104,2,20,253
"BIHAR","BHABUA","DURGAWATI",268,221,168,0,40,429
"BIHAR","BHABUA","KUDRA",80,80,40,5,1,126
"BIHAR","BHABUA","MOHANIA",80,80,60,0,20,160
"BIHAR","BHABUA","RAMGAR",85,85,45,0,0,130
"BIHAR","BHAGALPUR","JAGDISHPUR",76,66,29,0,64,159
"BIHAR","BHAGALPUR","KAHALGAON",30,30,25,5,4,64
"BIHAR","BHAGALPUR","KHARIK",231,190,175,0,61,426
"BIHAR","BHAGALPUR","NATHNAGAR",54,54,18,0,4,76
"BIHAR","BHAGALPUR","NAUGACHHIA",236,110,236,30,20,396
"BIHAR","BHAGALPUR","PIRPAINTI",519,403,325,0,78,806
"BIHAR","BHAGALPUR","RANGRACHOWK",15,15,13,0,0,28
"BIHAR","BHAGALPUR","SABOUR",53,43,33,0,0,76
"BIHAR","BHAGALPUR","SHAHKUND",196,157,87,0,57,301
"BIHAR","BHAGALPUR","SONHAULLA",2036,1911,689,3,439,3042
"BIHAR","BHAGALPUR","SULTANGANJ",971,946,821,0,308,2075
"BIHAR","BHOJPUR","AGIAON",149,85,75,0,0,160
"BIHAR","BHOJPUR","ARRAHSADAR",145,145,135,3,42,325
"BIHAR","BHOJPUR","BARBARA",4,2,4,0,2,8
"BIHAR","BHOJPUR","BEHIA",80,80,60,0,20,160
"BIHAR","BHOJPUR","GARHANI",76,47,39,2,0,88
"BIHAR","BHOJPUR","KOILWAR",40,20,20,0,0,40
"BIHAR","BHOJPUR","SAHAR",45,30,15,0,0,45
"BIHAR","BHOJPUR","SAHPUR",2,2,2,0,0,4
"BIHAR","BHOJPUR","SANDISH",20,0,20,0,0,20
"BIHAR","BHOJPUR","TARARI",14,5,7,1,2,15
"BIHAR","BHOJPUR","UDWABTNAGAR",30,30,0,0,0,30
"BIHAR","BOKARO","CHAS",296,246,69,1,0,316
"BIHAR","BUXAR","BUXAR",20,16,18,0,0,34
"BIHAR","BUXAR","ITARHI",124,82,56,0,0,138
"BIHAR","BUXAR","RAJPUR",51,49,38,0,0,87
"BIHAR","CHAMPARAN EAST","ADAPUR",168,166,128,0,40,334
"BIHAR","CHAMPARAN EAST","CHAURADANO",40,30,40,0,0,70
"BIHAR","CHAMPARAN EAST","CHIRAIYA",84,32,52,0,0,84
"BIHAR","CHAMPARAN EAST","GHORASAHAN",99,39,49,0,11,99
"BIHAR","CHAMPARAN EAST","HARSIDHI",160,88,114,29,21,252
"BIHAR","CHAMPARAN EAST","KALYANPUR",80,80,60,0,20,160
"BIHAR","CHAMPARAN EAST","MADHUBAN",195,180,10,5,2,197
"BIHAR","CHAMPARAN EAST","PAKARIDAYAL",290,259,275,0,0,534
"BIHAR","CHAMPARAN EAST","PIPRAKOTHI",499,225,363,27,26,641
"BIHAR","CHAMPARAN EAST","RAMGARHWA",62,44,39,14,10,107
"BIHAR","CHAMPARAN EAST","RAXAUL",318,231,190,17,40,478
"BIHAR","CHAMPARAN EAST","SUGAULI",139,69,138,2,0,209
"BIHAR","CHAMPARAN EAST","TETARIA",16,9,9,3,2,23
"BIHAR","CHAMPARAN EAST","TURKAULIA",20,12,8,0,0,20
"BIHAR","CHAMPARAN WEST","GAUNAHA",250,174,79,0,0,253
"BIHAR","CHAMPARAN WEST","LAURIYA",540,525,525,0,0,1050
"BIHAR","CHAMPARAN WEST","MAJHAWALIA",88,44,62,0,0,106
"BIHAR","CHAMPARAN WEST","NAUTAN",1,0,1,0,0,1
"BIHAR","CHATRA","CHATRA",111,99,70,10,0,179
"BIHAR","CHATRA","GIDDHAUR",9,9,9,0,0,18
"BIHAR","CHATRA","HUNTERGANJ",196,121,154,2,23,300
"BIHAR","CHATRA","ITKHORI",178,81,82,15,0,178
"BIHAR","CHATRA","LAVALONG",30,29,1,0,0,30
"BIHAR","CHATRA","PATTHERGARHA",119,119,0,0,0,119
"BIHAR","CHATRA","PRATAP PUR",98,82,48,0,0,130
"BIHAR","CHATRA","SEMARIA",103,72,62,8,0,142
"BIHAR","CHATRA","TANDAWA",303,178,130,1,0,309
"BIHAR","DARBHANGA","BAHERI",149,66,83,0,0,149
"BIHAR","DARBHANGA","BENIPUR",1180,520,1140,0,40,1700
"BIHAR","DARBHANGA","DARBHANGA",43,14,23,4,2,43
"BIHAR","DARBHANGA","GHANSHYAMPUR",100,0,100,0,0,100
"BIHAR","DARBHANGA","KEOTI(RANWAY)",95,45,75,2,3,125
"BIHAR","DARBHANGA","KVSHESHWAR ASTHAN",135,0,135,0,0,135
"BIHAR","DARBHANGA","MANIGACHHI",465,310,355,82,53,800
"BIHAR","DEOGHAR","KARON",419,285,281,1,1,568
"BIHAR","DEOGHAR","MADHUPUR",349,175,203,4,0,382
"BIHAR","DEOGHAR","SARATH",1357,890,611,5,0,1506
"BIHAR","DHANBAD","BAGHMARA",6,5,1,0,0,6
"BIHAR","DHANBAD","NIRSA",152,16,117,34,9,176
"BIHAR","DHANBAD","TUNDI",214,124,121,5,6,256
"BIHAR","DUMKA","DUMKA",60,27,56,0,10,93
"BIHAR","DUMKA","GOPIKANDAR",530,530,410,0,120,1060
"BIHAR","DUMKA","JAMA",193,154,163,0,4,321
"BIHAR","DUMKA","JAMTARA",154,19,143,2,0,164
"BIHAR","DUMKA","JARMUNDI",23,9,18,0,4,31
"BIHAR","DUMKA","KATHIKUND",318,220,134,17,13,384
"BIHAR","DUMKA","KUNDHIT",50,31,23,0,3,57
"BIHAR","DUMKA","MASALIA",328,104,232,0,0,336
"BIHAR","DUMKA","NALA",559,366,373,4,90,833
"BIHAR","DUMKA","NARAYANPUR",247,81,171,1,0,253
"BIHAR","DUMKA","RAMGARH",131,91,76,30,30,227
"BIHAR","DUMKA","RANESHWAR",320,182,170,8,32,392
"BIHAR","DUMKA","SHIKARIPARA",430,307,327,11,52,697
"BIHAR","GARHWA","BHANDARIA",260,170,140,0,0,310
"BIHAR","GARHWA","BHAWNATHPUR",174,96,128,11,0,235
"BIHAR","GARHWA","CHIRIA",40,18,30,0,0,48
"BIHAR","GARHWA","DHURKI",68,33,39,7,0,79
"BIHAR","GARHWA","GARHWA",274,222,186,6,3,417
"BIHAR","GARHWA","MAJHIAURA",13,13,0,0,0,13
"BIHAR","GARHWA","NAYARKTARI",43,27,26,0,0,53
"BIHAR","GARHWA","RAMIA",109,76,60,0,0,136
"BIHAR","GAYA","ATARI",122,108,16,0,0,124
"BIHAR","GAYA","DUMARIA",53,36,19,3,1,59
"BIHAR","GAYA","GAYA SADAR",142,142,0,0,0,142
"BIHAR","GAYA","KHIZIRSORAI",11,5,6,0,0,11
"BIHAR","GAYA","KONCH",25,20,5,0,0,25
"BIHAR","GAYA","NIMCHAK BATHANI",57,55,29,0,0,84
"BIHAR","GAYA","TANKUPPA",2,1,1,0,0,2
"BIHAR","GIRIDIH","BAGODAR",80,66,69,45,0,180
"BIHAR","GIRIDIH","BENGABAD",200,147,74,3,3,227
"BIHAR","GIRIDIH","BIRNI",126,54,93,0,0,147
"BIHAR","GIRIDIH","DEORI",1,1,1,0,0,2
"BIHAR","GIRIDIH","DYMIR",417,329,286,0,40,655
"BIHAR","GIRIDIH","GANDEY",130,90,58,14,10,172
"BIHAR","GIRIDIH","GAWAN",206,206,156,20,0,382
"BIHAR","GIRIDIH","JAMYA",146,70,92,0,0,162
"BIHAR","GIRIDIH","RAJ DHANWAR",344,236,114,2,38,390
"BIHAR","GODDA","BOARIJORE",2790,2559,633,0,0,3192
"BIHAR","GODDA","GODDA",151,86,59,13,5,163
"BIHAR","GODDA","MAHAGAMA",80,80,60,40,0,180
"BIHAR","GODDA","MEHARWAN",1233,944,634,8,0,1586
"BIHAR","GODDA","PATHARGAMA",329,240,199,28,12,479
"BIHAR","GODDA","THAKUR BANGTI",762,456,347,11,4,818
"BIHAR","GOPALGANJ","BAIKUNTHPUR",5,2,5,0,0,7
"BIHAR","GOPALGANJ","BARAULI",30,30,30,0,0,60
"BIHAR","GOPALGANJ","BHOREY",32,32,32,0,0,64
"BIHAR","GOPALGANJ","KUCHAIKOTE",5,2,3,0,1,6
"BIHAR","GOPALGANJ","PHULWARIYA",14,14,14,0,0,28
"BIHAR","GOPALGANJ","UCHKAGAON",40,40,0,0,0,40
"BIHAR","GUMLA","BALBA",23,14,9,0,0,23
"BIHAR","GUMLA","BANO",27,15,12,0,0,27
"BIHAR","GUMLA","BASIA",1,1,1,0,0,2
"BIHAR","GUMLA","BHARNO",39,22,19,0,0,41
"BIHAR","GUMLA","BISHUNPUR",919,919,432,0,0,1351
"BIHAR","GUMLA","CHAINPUR",6,0,6,0,0,6
"BIHAR","GUMLA","GHAGHRA",720,720,320,9,0,1049
"BIHAR","GUMLA","KANIDARA",304,182,182,0,0,364
"BIHAR","GUMLA","KOLUBIRA",277,273,154,0,0,427
"BIHAR","GUMLA","KURDEG",106,84,43,10,0,137
"BIHAR","GUMLA","PALKOT",620,525,325,31,2,883
"BIHAR","GUMLA","RAIDIH",176,97,84,1,0,182
"BIHAR","GUMLA","SIMDEGA",129,85,110,3,0,198
"BIHAR","GUMLA","SISAI",296,257,122,2,1,382
"BIHAR","GUMLA","THETHAITANGA",453,440,229,0,0,669
"BIHAR","HAZARIBAG","BARHI",660,588,485,5,140,1218
"BIHAR","HAZARIBAG","BARKATTHA",70,0,65,0,5,70
"BIHAR","HAZARIBAG","BISHNUGARH",278,241,166,31,20,458
"BIHAR","HAZARIBAG","CHAUPARAN",302,270,206,5,68,549
