-----
{
 "description": "The table refers to block wise culturable command area and irrigation potential created through surace lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.13.csv", 
 "title": "Download CSV for Blockwise Culturable command area and potential created through surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.13.csv"
}
-----
-----
{
 "description": "The table refers to block wise culturable command area and irrigation potential created through surace lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.13.csv", 
 "title": "Download CSV for Blockwise Culturable command area and potential created through surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.13.csv"
}
-----
"State","District","Block","Culturable Command Area","Irrigation potential created - Kharif","Irrigation potential created - Rabi","Irrigation potential created - Perennial","Irrigation potential created - Others","Total"
"ORISSA","JAJPUR","DANAGADI",593,564,113,28,0,705
"ORISSA","JAJPUR","DASARATHPUR",90,84,90,0,0,174
"ORISSA","JAJPUR","DHARAMASALA",1313,1291,1001,5,0,2297
"ORISSA","JAJPUR","JAJPUR",394,243,334,1,0,578
"ORISSA","JAJPUR","KOREI",4,4,0,0,0,4
"ORISSA","JAJPUR","RASULPUR",187,170,113,0,0,283
"ORISSA","JAJPUR","SUKINDA",559,558,159,0,0,717
"ORISSA","JHARSUGUDA","JHARSUGUDA",421,307,380,1,0,688
"ORISSA","JHARSUGUDA","KIRIMIRA",779,2241,424,0,223,2888
"ORISSA","JHARSUGUDA","KOLABIRA",833,498,424,0,3,925
"ORISSA","JHARSUGUDA","LAIKERA",55,40,16,0,0,56
"ORISSA","JHARSUGUDA","LAKHANPUR",773,723,537,29,0,1289
"ORISSA","KALAHANDI","BHABANI PATANA",655,653,264,40,0,957
"ORISSA","KALAHANDI","DHARMGARH",248,209,89,52,0,350
"ORISSA","KALAHANDI","GOLAMUNDA",401,377,159,19,0,555
"ORISSA","KALAHANDI","JAIPATANA",101,100,64,2,0,166
"ORISSA","KALAHANDI","JUNAGARH",1025,907,502,36,98,1543
"ORISSA","KALAHANDI","KALAMPUR",327,325,140,12,0,477
"ORISSA","KALAHANDI","KARLAMUNDA",296,296,108,39,0,443
"ORISSA","KALAHANDI","KESINGA",891,790,663,2,0,1455
"ORISSA","KALAHANDI","KOKASARA",245,240,100,18,0,358
"ORISSA","KALAHANDI","LANGIGARH",551,526,220,31,0,777
"ORISSA","KALAHANDI","M.RAMPUR",711,637,185,33,42,897
"ORISSA","KALAHANDI","NARALA",814,811,540,11,0,1362
"ORISSA","KALAHANDI","TH.RAMPUR",28,28,24,0,0,52
"ORISSA","KENDRAPARA","AUL",5441,10,5438,0,5,5453
"ORISSA","KENDRAPARA","DERABISI",359,326,232,0,0,558
"ORISSA","KENDRAPARA","GARADPUR",1153,459,653,1,53,1166
"ORISSA","KENDRAPARA","KENDRAPARA",1050,948,1005,0,0,1953
"ORISSA","KENDRAPARA","MAHAKALAPADA",2780,609,2155,9,26,2799
"ORISSA","KENDRAPARA","MARSAGHAI",2440,1194,1356,10,162,2722
"ORISSA","KENDRAPARA","PATAMUNDAI",635,21,602,0,38,661
"ORISSA","KENDRAPARA","RAJKANIKA",2355,27,2354,0,24,2405
"ORISSA","KENDRAPARA","RAJNAGAR",1690,8,1714,0,6,1728
"ORISSA","KEONJHAR","ANANDAPUR",797,723,343,1,0,1067
"ORISSA","KEONJHAR","BANASPAL",431,342,346,85,0,773
"ORISSA","KEONJHAR","CHAMPUA",2750,2798,2740,21,0,5559
"ORISSA","KEONJHAR","GHASIPURA",937,930,507,7,0,1444
"ORISSA","KEONJHAR","GHATAGAON",90,60,70,0,0,130
"ORISSA","KEONJHAR","HARICHANDANPUR",413,296,238,0,0,534
"ORISSA","KEONJHAR","HATADIHI",494,303,212,1,0,516
"ORISSA","KEONJHAR","JHUMPURA",111,111,81,5,0,197
"ORISSA","KEONJHAR","JODA",328,328,328,0,0,656
"ORISSA","KEONJHAR","PATANA",505,152,482,0,0,634
"ORISSA","KEONJHAR","SADAR",692,690,453,0,0,1143
"ORISSA","KEONJHAR","SAHARAPARA",877,867,498,5,0,1370
"ORISSA","KEONJHAR","TELKOI",426,424,247,12,0,683
"ORISSA","KHURDA","BALIANTA",4,0,0,4,0,4
"ORISSA","KHURDA","BANAPUR",110,111,49,0,0,160
"ORISSA","KHURDA","BEGUNIA",641,403,368,0,20,791
"ORISSA","KHURDA","BHUBANESWAR",326,526,231,2,9,768
"ORISSA","KHURDA","BOLAGARH",83,73,19,7,0,99
"ORISSA","KHURDA","CHILIKA",136,124,69,0,0,193
"ORISSA","KHURDA","JATNI",520,441,290,0,0,731
"ORISSA","KHURDA","KHURDA",497,118,439,0,0,557
"ORISSA","KHURDA","TANGI",583,571,400,12,0,983
"ORISSA","KORAPUT","BAIPARIGUDA",125,62,97,0,2,161
"ORISSA","KORAPUT","BANDHUGOAN",952,727,468,0,0,1195
"ORISSA","KORAPUT","BORIGUMMA",862,733,595,1,0,1329
"ORISSA","KORAPUT","DASAMANTAPUR",260,199,48,16,0,263
"ORISSA","KORAPUT","JEYPUR",987,911,557,22,0,1490
"ORISSA","KORAPUT","KORAPUT",174,174,161,0,0,335
"ORISSA","KORAPUT","KOTAPAD",919,299,733,20,0,1052
"ORISSA","KORAPUT","KUNDURA",473,455,390,0,0,845
"ORISSA","KORAPUT","LAMATAPUT",186,186,115,0,0,301
"ORISSA","KORAPUT","LAXMIPUR",63,62,42,0,0,104
"ORISSA","KORAPUT","NANDAPUR",25,25,13,0,1,39
"ORISSA","KORAPUT","NARAYANPATNA",438,445,280,0,0,725
"ORISSA","KORAPUT","POTTANGI",20,20,20,0,0,40
"ORISSA","KORAPUT","SIMILIGUDA",150,130,119,0,0,249
"ORISSA","MALKANGIRI","KALIMELA",520,280,260,0,0,540
"ORISSA","MALKANGIRI","KHAIRAPUT",13,13,12,0,0,25
"ORISSA","MALKANGIRI","KONKUNDA",5,5,0,0,0,5
"ORISSA","MALKANGIRI","MALKANAGIRI",12,12,10,0,0,22
"ORISSA","MALKANGIRI","MATHILI",178,94,119,12,0,225
"ORISSA","MALKANGIRI","PODIA",105,105,24,0,0,129
"ORISSA","MAYURBHANJ","BAHALADA",7,6,2,0,0,8
"ORISSA","MAYURBHANJ","BANGIRIPOSI",371,312,268,0,2,582
"ORISSA","MAYURBHANJ","BARIPADA",166,166,152,0,0,318
"ORISSA","MAYURBHANJ","BARSAHI",967,904,603,0,0,1507
"ORISSA","MAYURBHANJ","BETANATI",114,127,79,0,3,209
"ORISSA","MAYURBHANJ","BIJATOLA",21,21,20,0,0,41
"ORISSA","MAYURBHANJ","BISOI",36,36,25,0,0,61
"ORISSA","MAYURBHANJ","GOPABANDHU NAGAR",308,264,178,0,0,442
"ORISSA","MAYURBHANJ","JAMADA",97,34,65,0,0,99
"ORISSA","MAYURBHANJ","JASIPUR",601,484,339,1,0,824
"ORISSA","MAYURBHANJ","KAPTIPADA",81,61,60,0,0,121
"ORISSA","MAYURBHANJ","KARANJIA",522,372,451,0,28,851
"ORISSA","MAYURBHANJ","KHUNTA",98,83,69,0,0,152
"ORISSA","MAYURBHANJ","KULIANA",558,557,428,0,0,985
"ORISSA","MAYURBHANJ","KUSUMI",91,91,44,0,0,135
"ORISSA","MAYURBHANJ","MORADA",394,394,390,0,0,784
"ORISSA","MAYURBHANJ","RAIRANGPUR",47,47,2,0,0,49
"ORISSA","MAYURBHANJ","RARUAN",1035,666,458,0,99,1223
"ORISSA","MAYURBHANJ","RASGOVINDPUR",413,356,382,0,0,738
"ORISSA","MAYURBHANJ","SAMAKHUNTA",127,124,124,1,0,249
"ORISSA","MAYURBHANJ","SARASKANA",239,175,122,0,0,297
"ORISSA","MAYURBHANJ","SUKRULI",370,280,288,0,0,568
"ORISSA","MAYURBHANJ","SULIAPADA",849,849,849,0,0,1698
"ORISSA","MAYURBHANJ","THAKURMUNDA",12,12,12,0,0,24
"ORISSA","MAYURBHANJ","TIRINGI",137,127,42,0,0,169
"ORISSA","MAYURBHANJ","UDALA",177,148,132,0,0,280
"ORISSA","NAYAGARH","BHAPUR",698,355,371,109,40,875
"ORISSA","NAYAGARH","GANIA",224,180,49,18,7,254
"ORISSA","NAYAGARH","KHANDAPADA",555,439,384,126,10,959
"ORISSA","NAYAGARH","NAYAGARH",139,119,19,2,20,160
"ORISSA","NAYAGARH","NUAGAON",238,153,57,30,0,240
"ORISSA","NAYAGARH","ODOGAON",324,222,85,62,8,377
"ORISSA","NAYAGARH","RANPUR",167,166,74,7,5,252
"ORISSA","NOWRANGPUR","CHANDAHANDI",22,22,8,0,0,30
"ORISSA","NOWRANGPUR","DABUGAON",352,340,225,52,6,623
"ORISSA","NOWRANGPUR","JHARIGAON",412,358,164,0,0,522
"ORISSA","NOWRANGPUR","KUSAGUMUDA",795,714,533,84,10,1341
"ORISSA","NOWRANGPUR","NANDAHANDI",1128,706,693,0,0,1399
"ORISSA","NOWRANGPUR","NAWARANGPUR",759,662,535,0,0,1197
"ORISSA","NOWRANGPUR","PAPADAHANDI",643,528,498,0,0,1026
"ORISSA","NOWRANGPUR","RAIGHAR",77,75,49,12,0,136
"ORISSA","NOWRANGPUR","TENTULIKHUNTI",61,94,9,0,0,103
"ORISSA","NOWRANGPUR","UMERKOT",265,231,101,0,0,332
"ORISSA","NUAPADA","BODEN",40,17,22,1,0,40
"ORISSA","NUAPADA","KHARIAR",1044,978,984,20,0,1982
"ORISSA","NUAPADA","KOMANA",622,614,587,2,0,1203
"ORISSA","NUAPADA","NUAPARA",473,453,109,0,0,562
"ORISSA","NUAPADA","SINAPALLI",671,586,268,1,0,855
"ORISSA","PHULBANI","BALIGUDA",77,126,64,0,0,190
"ORISSA","PHULBANI","CHAKAPAD",227,161,67,0,0,228
"ORISSA","PHULBANI","DARINGIBADI",4,4,0,0,0,4
"ORISSA","PHULBANI","G.UDAYAGIRI",156,112,56,0,0,168
"ORISSA","PHULBANI","JUMUDIBANDHA",315,235,528,0,0,763
"ORISSA","PHULBANI","KHAJURIPADA",175,136,81,0,1,218
"ORISSA","PHULBANI","KOTAGARH",117,117,77,0,0,194
"ORISSA","PHULBANI","NUAGAON",315,315,198,0,0,513
"ORISSA","PHULBANI","PHIRINGIA",212,221,138,2,0,361
"ORISSA","PHULBANI","PHULBANI",272,263,149,1,0,413
"ORISSA","PHULBANI","RAIKIA",279,192,111,0,0,303
"ORISSA","PHULBANI","TIKABALI",245,245,81,0,0,326
"ORISSA","PURI","ASTARANG",44,4,39,2,0,45
"ORISSA","PURI","BRAHMAGIRI",3032,41,3012,27,1,3081
"ORISSA","PURI","DELANG",621,9,618,1,0,628
"ORISSA","PURI","GOP",268,41,236,2,7,286
"ORISSA","PURI","KAKATPUR",277,20,221,38,3,282
"ORISSA","PURI","KANAS",2573,8,2564,20,1,2593
"ORISSA","PURI","KRISHNAPRASAD",41,0,17,24,0,41
"ORISSA","PURI","NIMAPARA",295,492,231,13,0,736
"ORISSA","PURI","PIPILI",367,85,292,13,0,390
"ORISSA","PURI","PURISADAR",1452,96,2746,138,40,3020
"ORISSA","PURI","SATYABADI",1015,15,1010,2,2,1029
"ORISSA","RAYAGADA","BISAMACUTTACK",221,221,71,0,0,292
"ORISSA","RAYAGADA","CHANDRAPOR",100,85,25,0,0,110
"ORISSA","RAYAGADA","GUDARI",189,189,4,0,0,193
"ORISSA","RAYAGADA","GUNUPUR",652,633,2059,0,0,2692
"ORISSA","RAYAGADA","KALYANSINGPUR",477,477,208,0,0,685
"ORISSA","RAYAGADA","KASHIPUR",85,79,37,15,0,131
"ORISSA","RAYAGADA","KOUNARA",408,399,126,2,5,532
"ORISSA","RAYAGADA","MUNIGUDA",525,472,245,0,0,717
"ORISSA","RAYAGADA","PADAMPUR",252,253,23,0,0,276
"ORISSA","RAYAGADA","RAMANGUDA",566,566,175,0,0,741
"ORISSA","RAYAGADA","RAYAGADA",1010,993,622,37,15,1667
"ORISSA","SAMBALPUR","DHANKAUDA",2307,2389,2328,3,1,4721
"ORISSA","SAMBALPUR","GOVINDPUR",852,573,280,8,37,898
"ORISSA","SAMBALPUR","JAMANKIRA",367,294,147,2,6,449
"ORISSA","SAMBALPUR","JUJUMURA",194,192,125,0,0,317
"ORISSA","SAMBALPUR","KANESWAR",1153,878,738,7,26,1649
"ORISSA","SAMBALPUR","KUCHINDA",1840,935,177,7,939,2058
"ORISSA","SAMBALPUR","NAKTIDEUL",729,562,157,18,0,737
"ORISSA","SAMBALPUR","RAIRAKHOL",317,274,170,1,0,445
"ORISSA","SAMBALPUR","RENGALI",3,3,2,0,0,5
"ORISSA","SONEPUR","BINIKA",407,198,376,0,1,575
"ORISSA","SONEPUR","BIRMAHARAJPUR",1523,1266,898,0,0,2164
"ORISSA","SONEPUR","DUNGURIPALLI",334,331,231,0,0,562
"ORISSA","SONEPUR","SONEPUR",840,859,760,0,40,1659
"ORISSA","SONEPUR","TARAVA",443,439,176,4,0,619
"ORISSA","SONEPUR","ULUNDA",2227,2223,1880,0,0,4103
"ORISSA","SUNDARGARH","BALLISANKAR",737,293,428,8,16,745
"ORISSA","SUNDARGARH","BARAGAON",867,656,700,9,0,1365
"ORISSA","SUNDARGARH","BISRA",577,183,402,0,5,590
"ORISSA","SUNDARGARH","BONAI",586,160,566,2,0,728
"ORISSA","SUNDARGARH","GURUNDIA",635,385,549,8,20,962
"ORISSA","SUNDARGARH","HEMGIRI",572,459,441,21,20,941
"ORISSA","SUNDARGARH","KOIRA",352,100,337,15,0,452
"ORISSA","SUNDARGARH","KUARMUNDA",1519,1035,936,42,0,2013
"ORISSA","SUNDARGARH","KUTRA",676,614,374,1,0,989
"ORISSA","SUNDARGARH","LAHUNIPADA",784,60,789,3,21,873
"ORISSA","SUNDARGARH","LATHIKATA",635,337,417,0,0,754
"ORISSA","SUNDARGARH","LEPHRIPARA",1179,976,1012,37,2,2027
"ORISSA","SUNDARGARH","NUAGAON",962,554,926,26,0,1506
"ORISSA","SUNDARGARH","RAJGANGPUR",1425,990,898,1,0,1889
"ORISSA","SUNDARGARH","SUBDEGA",774,563,610,22,20,1215
"ORISSA","SUNDARGARH","SUNDARGARH",1314,1281,1086,16,0,2383
"ORISSA","SUNDARGARH","TANGARAPALLI",1085,1061,1033,17,0,2111
"PUNJAB","AMRITSAR","CHOGAWAN",191,1224,1225,0,76,2525
"PUNJAB","AMRITSAR","TARSIKKA",185,185,335,0,0,520
"PUNJAB","AMRITSAR","VERKA",1396,1446,1447,0,6,2899
"PUNJAB","FARIDKOT","FARIDKOT",120,110,126,0,0,236
"PUNJAB","GURDASPUR","DHAR KALAN",1604,1589,1600,10,0,3199
"PUNJAB","GURDASPUR","PATHANKOT",4,4,4,0,0,8
"PUNJAB","HOSHIARPUR","MAHILPUR",40,40,40,0,0,80
"PUNJAB","JALANDHAR","EAST JALANDHAR",13,17,17,7,13,54
"PUNJAB","KAPURTHALA","SULTANPUR LODHI",152,0,152,3,0,155
"PUNJAB","PATIALA","PATIALA",276,276,276,0,0,552
"PUNJAB","PATIALA","RAJPURA",327,253,322,1,20,596
"PUNJAB","ROPAR","ANANDPUR SAHIB",54,8,54,0,0,62
"PUNJAB","ROPAR","KHARAR",386,381,380,4,0,765
"PUNJAB","SANGRUR","BHAWANIGARH",67,67,67,0,0,134
"PUNJAB","SANGRUR","SUNAM",146,146,146,0,0,292
"RAJASTHAN","AJMER","KISHANGARH",20,20,20,0,0,40
"RAJASTHAN","BARAN","CHHIPABARAD",126,0,126,0,0,126
"RAJASTHAN","BARAN","MANGROL",833,0,833,0,0,833
"RAJASTHAN","BHILWARA","JAHAZPUR",199,0,199,0,0,199
"RAJASTHAN","BHILWARA","KOTRI",161,13,163,0,0,176
"RAJASTHAN","BHILWARA","MANDALGARH",1320,0,1320,0,0,1320
"RAJASTHAN","BUNDI","HINDOLI",180,0,180,0,0,180
"RAJASTHAN","CHITTORGARH","BEGHRU",927,0,927,0,0,927
"RAJASTHAN","CHITTORGARH","CHITTORGARH",234,0,234,0,0,234
"RAJASTHAN","CHITTORGARH","PRATAPGARH",40,0,40,0,0,40
"RAJASTHAN","CHURU","RATANGARH",3,3,0,0,0,3
"RAJASTHAN","DHOLPUR","BASERI",10,0,10,0,0,10
"RAJASTHAN","DUNGARPUR","ASPUR",1233,0,1233,0,16,1249
"RAJASTHAN","DUNGARPUR","DUNGARPUR",44,2,44,0,0,46
"RAJASTHAN","DUNGARPUR","SAGWARA",2216,83,2128,2,153,2366
"RAJASTHAN","DUNGARPUR","SIMALWARA",100,0,97,0,5,102
"RAJASTHAN","JHALAWAR","AKLERA",163,0,163,0,0,163
"RAJASTHAN","JHALAWAR","JHALRAPATAN",954,0,954,0,0,954
"RAJASTHAN","JHALAWAR","KANPUR",647,0,647,0,0,647
"RAJASTHAN","KOTA","DIGOD",110,0,110,0,0,110
"RAJASTHAN","KOTA","SANGOD",124,0,124,0,0,124
"RAJASTHAN","NAGAUR","NAGOUR",181,0,181,0,0,181
"RAJASTHAN","RAJSAMAND","NATHDWARA",27,0,27,0,0,27
"RAJASTHAN","SIROHI","ABUROAD",77,49,46,0,0,95
"RAJASTHAN","TONK","DEOLI",6,0,6,0,0,6
"RAJASTHAN","UDAIPUR","GOGUNDA",269,0,269,0,0,269
"RAJASTHAN","UDAIPUR","KHERWARA",247,0,247,0,0,247
"TAMIL NADU","COIMBATORE","ANNAIMALAI",346,0,0,355,0,355
"TAMIL NADU","COIMBATORE","KARRMADAI",355,305,10,42,0,357
"TAMIL NADU","COIMBATORE","SARKARSAMAKULAM",80,40,40,0,0,80
"TAMIL NADU","CUDDALORE","BHUVANAGIRI",66,66,66,0,0,132
"TAMIL NADU","CUDDALORE","KAMMAPURAM",387,18,175,6,194,393
"TAMIL NADU","CUDDALORE","KUMARATCHI",0,1,0,0,3,4
"TAMIL NADU","CUDDALORE","MANGALORE",13,0,13,0,0,13
"TAMIL NADU","CUDDALORE","NALLUR",56,23,14,9,10,56
"TAMIL NADU","CUDDALORE","PARANGIPETTAI",62,19,31,11,0,61
"TAMIL NADU","CUDDALORE","VIRUDHACHALAM",19,0,14,0,5,19
"TAMIL NADU","DHARMAPURI","THALLY",21,17,3,8,0,28
"TAMIL NADU","DINDIGUL","ATHOOR",4,0,3,4,0,7
"TAMIL NADU","DINDIGUL","KODAIKANAL",181,15,38,172,0,225
"TAMIL NADU","DINDIGUL","VEDASANDUR",21,14,19,0,0,33
"TAMIL NADU","ERODE","AMMAPETTAI",131,130,32,1,0,163
"TAMIL NADU","ERODE","ANTHIYUR",265,536,169,23,0,728
"TAMIL NADU","ERODE","BHAVANI",510,482,139,23,0,644
"TAMIL NADU","ERODE","BHAVANI SAGAR",0,0,0,0,0,0
"TAMIL NADU","ERODE","CHENNIMALAI",320,185,115,17,46,363
"TAMIL NADU","ERODE","DHARAPURAM",2591,398,370,50,1809,2627
"TAMIL NADU","ERODE","ERODE",369,213,234,31,4,482
"TAMIL NADU","ERODE","GOBI",178,41,8,2,156,207
"TAMIL NADU","ERODE","KANGAYAM",434,262,153,21,29,465
"TAMIL NADU","ERODE","KODUMUDI",2150,721,463,529,986,2699
"TAMIL NADU","ERODE","MODA KURICHI",98,49,5,2,42,98
"TAMIL NADU","ERODE","MOOLANUR",744,523,226,50,86,885
"TAMIL NADU","ERODE","NAMBIYUR",54,40,10,1,4,55
"TAMIL NADU","ERODE","PERUNDURAI",41,35,7,5,15,62
"TAMIL NADU","ERODE","SATHYAMANGALAM",136,45,22,2,85,154
"TAMIL NADU","ERODE","T.N.PALAYAM",21,34,0,0,1,35
"TAMIL NADU","ERODE","THALAVADI",270,49,6,2,343,400
"TAMIL NADU","ERODE","UTHUKUZLI",69,83,9,3,7,102
"TAMIL NADU","ERODE","VELLAKOIL",189,51,108,24,26,209
"TAMIL NADU","KANCHIPURAM","CHITHAMUR",0,0,0,0,0,0
"TAMIL NADU","KANCHIPURAM","MADURANTHAGAM",1,0,1,0,0,1
"TAMIL NADU","KANCHIPURAM","SRIPERUMBUDUR",2,80,11,0,349,440
"TAMIL NADU","KANCHIPURAM","THIRUKKALUKUNDRAM",174,2,177,0,6,185
"TAMIL NADU","KANCHIPURAM","UTHIRAMERUR",2,2,0,0,0,2
"TAMIL NADU","KARUR","K.PARAMATHI",6,1,1,0,5,7
"TAMIL NADU","KARUR","KRISHNARAYAPURAM",24,12,11,13,0,36
"TAMIL NADU","KARUR","THANTHONI",3,1,2,0,0,3
"TAMIL NADU","NAGAPATTINAM","THALANAYAR",5,0,276,0,0,276
"TAMIL NADU","NAGAPATTINAM","VEDARANYAM",405,0,463,0,0,463
"TAMIL NADU","NAMAKKAL","ERUMAPPATTI",27,27,0,0,0,27
"TAMIL NADU","NAMAKKAL","KABILAR MALAI",1017,1013,13,2,77,1105
"TAMIL NADU","NAMAKKAL","MALLASAMUDRAM",16,16,0,0,0,16
"TAMIL NADU","NAMAKKAL","MOHANUR",21,21,0,0,0,21
"TAMIL NADU","NAMAKKAL","PALLIPALAYAM",103,70,0,0,33,103
"TAMIL NADU","NAMAKKAL","PARAMATHY",235,236,8,0,0,244
"TAMIL NADU","NAMAKKAL","TIRUNCHENGODE",695,695,0,0,0,695
"TAMIL NADU","PERAMBALUR","ALATHUR",28,18,14,2,0,34
"TAMIL NADU","PERAMBALUR","ANDIMADAM",13,0,0,15,0,15
"TAMIL NADU","PERAMBALUR","ARIYALUR",475,22,453,0,0,475
"TAMIL NADU","PERAMBALUR","JAYANKONDAM",264,0,264,0,0,264
"TAMIL NADU","PERAMBALUR","SENTHURAI",1,4,0,0,0,4
"TAMIL NADU","PUDUKOTTAI","ARANTHANGI",197,190,7,0,0,197
"TAMIL NADU","RAMNATHAPURAM","KADALADI",27,27,0,0,0,27
"TAMIL NADU","SALEM","ATTUR",10,10,0,0,0,10
"TAMIL NADU","SALEM","AYOTHIYAPATTANAM",8,8,0,0,0,8
"TAMIL NADU","SALEM","KOLATHUR",4,4,0,0,0,4
"TAMIL NADU","SALEM","OMALUR",3,3,0,0,0,3
"TAMIL NADU","SALEM","PEDDANAICKENPALAYAM",0,0,0,0,0,0
"TAMIL NADU","SALEM","THALAIVASAL",35,34,8,0,0,42
"TAMIL NADU","SIVAGANGA","KALAIYARKOIL",65,65,0,0,0,65
"TAMIL NADU","SIVAGANGA","KALLAL",31,0,31,0,0,31
"TAMIL NADU","SIVAGANGA","SAKKOTTAI",5,0,5,0,0,5
"TAMIL NADU","SIVAGANGA","THIRUPPUVANAM",81,81,0,0,0,81
"TAMIL NADU","THANJAVUR","ORATHANAD",137,137,0,0,0,137
"TAMIL NADU","THANJAVUR","PERAVURANI",269,0,269,0,0,269
"TAMIL NADU","THANJAVUR","SETHUBASATHIRAM",24,0,24,75,0,99
"TAMIL NADU","THANJAVUR","THIRUVONAM",24,24,0,0,0,24
"TAMIL NADU","THENI","BODI",53,59,3,27,0,89
"TAMIL NADU","TIRUVALLUR","EEKKADU",90,1006,0,0,0,1006
"TAMIL NADU","TIRUVALLUR","GUMMIDIPOONDI",579,579,0,0,0,579
"TAMIL NADU","TIRUVALLUR","MINJUR",568,565,78,368,52,1063
"TAMIL NADU","TIRUVALLUR","PALLIPATTU",43,28,10,3,3,44
"TAMIL NADU","TIRUVALLUR","POONAMALLEE",31,31,0,0,0,31
"TAMIL NADU","TIRUVALLUR","POONDI",26,26,0,0,0,26
"TAMIL NADU","TIRUVALLUR","POONDI",446,452,235,0,0,687
"TAMIL NADU","TIRUVALLUR","SOZHAVARAM",100,61,37,2,0,100
"TAMIL NADU","TIRUVALLUR","THIRUVAALANGADU",12,2,6,8,0,16
"TAMIL NADU","TIRUVARUR","MUTHUPETTAI",564,0,564,0,0,564
"TAMIL NADU","TIRUVARUR","THIRUTHURAIPOONDI",1312,938,397,0,0,1335
"TAMIL NADU","TRICHIRAPPALLI","PULLAMBADI",0,0,0,0,0,0
"TAMIL NADU","VILLUPURAM","CHINNA SALEM",568,353,407,0,0,760
"TAMIL NADU","VILLUPURAM","KALLAKURICHI",91,91,0,0,0,91
"TAMIL NADU","VILLUPURAM","KALRAYAN HILLS",17,12,5,0,0,17
"TAMIL NADU","VILLUPURAM","KOLIYANUR",74,7,36,19,13,75
"TAMIL NADU","VILLUPURAM","MARAKKANAM",642,245,344,4,51,644
"TAMIL NADU","VILLUPURAM","MAYILAM",68,17,45,0,10,72
"TAMIL NADU","VILLUPURAM","MUGAIYUR",114,113,1,0,0,114
"TAMIL NADU","VILLUPURAM","OLAKKUR",187,49,101,32,4,186
"TAMIL NADU","VILLUPURAM","RISHIVANTHAYAM",133,108,64,0,0,172
"TAMIL NADU","VILLUPURAM","SANKARAPURAM",800,77,577,26,126,806
"TAMIL NADU","VILLUPURAM","THIRUNAVALUR",152,0,151,1,0,152
"TAMIL NADU","VILLUPURAM","ULUNDURPET",58,38,20,0,0,58
"TAMIL NADU","VILLUPURAM","VAANOOR",92,39,48,5,0,92
"TAMIL NADU","VILLUPURAM","VIKKIRAVANDI",56,30,0,26,0,56
"TRIPURA","DHALAI","CHAWMANU",40,17,23,0,0,40
"TRIPURA","DHALAI","DAMBURNAGAR",39,20,20,0,0,40
"TRIPURA","DHALAI","MANU",486,178,322,0,20,520
"TRIPURA","DHALAI","SALEMA",2041,1118,1062,37,335,2552
"TRIPURA","NORTH","DASDA",302,206,144,135,0,485
"TRIPURA","NORTH","KADAMTALA",733,527,309,19,75,930
"TRIPURA","NORTH","KUMARGHAT",1310,566,669,92,232,1559
"TRIPURA","NORTH","PANISAGAR",1406,747,797,0,139,1683
"TRIPURA","NORTH","PECHARTHAL",334,228,136,137,0,501
"TRIPURA","SOUTH","AMARPUR",1340,808,817,44,221,1890
"TRIPURA","SOUTH","BAGAFA",1094,836,671,14,36,1557
"TRIPURA","SOUTH","KARBOK",367,313,164,0,25,502
"TRIPURA","SOUTH","KILLA",412,197,219,18,60,494
"TRIPURA","SOUTH","MATABARI",1615,924,1140,132,146,2342
"TRIPURA","SOUTH","RAJNAGAR",790,372,417,1,5,795
"TRIPURA","SOUTH","RAPAICHARI",252,140,138,5,20,303
"TRIPURA","SOUTH","SATCHAND",739,490,459,45,65,1059
"TRIPURA","WEST","BISHALGARH",1655,664,1180,81,72,1997
"TRIPURA","WEST","DUKLI",789,272,563,12,12,859
"TRIPURA","WEST","JAMPAIJALA",222,40,182,0,0,222
"TRIPURA","WEST","JIRANIA",353,313,333,0,0,646
"TRIPURA","WEST","KHOWAI",132,55,80,0,5,140
"TRIPURA","WEST","MANDAI",93,70,83,0,0,153
"TRIPURA","WEST","MELAGHAR",1435,482,1225,36,52,1795
"TRIPURA","WEST","MOHANPUR",464,213,320,0,0,533
"TRIPURA","WEST","TELIAMURA",1579,1397,993,0,0,2390
"TRIPURA","WEST","TULASIKHAR",176,96,86,0,10,192
"UTTAR PRADESH","AGRA","BICHPURI",73,26,76,4,9,115
"UTTAR PRADESH","AGRA","FATEHABAD",63,18,49,0,11,78
"UTTAR PRADESH","ALLAHABAD","CHAKA",2,1,1,0,0,2
"UTTAR PRADESH","ALLAHABAD","HANDIA",8,4,4,4,0,12
"UTTAR PRADESH","ALLAHABAD","KORAON",636,186,481,52,0,719
"UTTAR PRADESH","ALLAHABAD","KOSHAMBHI",31,18,26,2,1,47
"UTTAR PRADESH","ALLAHABAD","MANJHANPUR",4,0,4,0,0,4
"UTTAR PRADESH","ALLAHABAD","MEJA",290,101,264,0,0,365
"UTTAR PRADESH","ALLAHABAD","NEWADA",50,20,30,10,10,70
"UTTAR PRADESH","ALLAHABAD","PRATAPPUR",1,1,1,0,0,2
"UTTAR PRADESH","ALMORA","BAGESHWAR",153,129,114,3,1,247
