-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Farmer's saving,Loan & Savings,Subsidy & Bank loan,Others,Total
UTTARANCHAL,UTTARKASHI,NOUGAON,1,0,0,3,4
UTTARANCHAL,UTTARKASHI,PAROLA,10,0,0,0,10
WEST BENGAL,BANKURA,BANKURA-I,0,0,0,6,6
WEST BENGAL,BANKURA,BANKURA-II,161,1,15,163,340
WEST BENGAL,BANKURA,BISHNUPUR,49,22,20,14,105
WEST BENGAL,BANKURA,BORJORA,54,4,5,66,129
WEST BENGAL,BANKURA,CHHATNA,40,0,11,9,60
WEST BENGAL,BANKURA,GANGAJAL GHATI,89,0,5,10,104
WEST BENGAL,BANKURA,HIRBUNDH,3,0,2,9,14
WEST BENGAL,BANKURA,INDPUR,5,1,89,3,98
WEST BENGAL,BANKURA,INDUS,0,0,2,1,3
WEST BENGAL,BANKURA,JOYPUR,85,0,2,77,164
WEST BENGAL,BANKURA,KATUL PUR,179,0,52,85,316
WEST BENGAL,BANKURA,KHATRA-I,0,0,2,2,4
WEST BENGAL,BANKURA,MEJIA,0,2,6,3,11
WEST BENGAL,BANKURA,ONDA,83,0,10,12,105
WEST BENGAL,BANKURA,PATRASAYER,69,0,14,93,176
WEST BENGAL,BANKURA,RAIPUR,127,2,23,30,182
WEST BENGAL,BANKURA,RANIBUNDH,0,0,3,4,7
WEST BENGAL,BANKURA,SALTORA,33,0,4,5,42
WEST BENGAL,BANKURA,SARENGA,0,0,5,2,7
WEST BENGAL,BANKURA,SIMLAPAL,64,38,6,10,118
WEST BENGAL,BANKURA,SONAMUKHI,27,0,0,17,44
WEST BENGAL,BANKURA,TALDANGRA,28,1,17,9,55
WEST BENGAL,BIRBHUM,BOLPUR SRINEKATAN,58,1,3,27,89
WEST BENGAL,BIRBHUM,DUBRAJ PUR,367,27,7,131,532
WEST BENGAL,BIRBHUM,ILLAM BAZAR,117,3,11,25,156
WEST BENGAL,BIRBHUM,KHOYRASOLE,580,11,9,136,736
WEST BENGAL,BIRBHUM,LABPUR,747,39,16,37,839
WEST BENGAL,BIRBHUM,MAYURESWAR-1,287,11,3,278,579
WEST BENGAL,BIRBHUM,MAYUURESWAR-2,524,1,51,32,608
WEST BENGAL,BIRBHUM,MD.BAZAR,58,22,32,45,157
WEST BENGAL,BIRBHUM,MURARAI-1,275,19,7,9,310
WEST BENGAL,BIRBHUM,MURARAI-2,369,12,3,4,388
WEST BENGAL,BIRBHUM,NALHATI-1,490,30,78,158,756
WEST BENGAL,BIRBHUM,NALHATI-2,270,39,3,36,348
WEST BENGAL,BIRBHUM,NANOOR,613,23,15,18,669
WEST BENGAL,BIRBHUM,RAJ NAGAR,149,2,29,33,213
WEST BENGAL,BIRBHUM,RAMPURHAT-I,765,21,64,166,1016
WEST BENGAL,BIRBHUM,RAMPURHAT-II,438,9,3,53,503
WEST BENGAL,BIRBHUM,SAINTHIA,470,25,6,123,624
WEST BENGAL,BIRBHUM,SURI-I,151,7,17,33,208
WEST BENGAL,BIRBHUM,SURI-II,50,0,2,4,56
WEST BENGAL,BURDWAN,ANDAL,8,0,3,1,12
WEST BENGAL,BURDWAN,ASANSOL MUNI.CORPN,25,0,1,0,26
WEST BENGAL,BURDWAN,AUSGRAM-I,108,3,9,57,177
WEST BENGAL,BURDWAN,AUSGRAM-II,53,4,10,138,205
WEST BENGAL,BURDWAN,BARABONI,81,0,7,48,136
WEST BENGAL,BURDWAN,BHATAR,298,0,14,64,376
WEST BENGAL,BURDWAN,BURDWAN-1,5,2,4,21,32
WEST BENGAL,BURDWAN,DURGAPUR FARIDPUR,24,0,0,5,29
WEST BENGAL,BURDWAN,GALSI-1,335,26,0,23,384
WEST BENGAL,BURDWAN,GALSI-2,35,0,3,0,38
WEST BENGAL,BURDWAN,JAMALPUR,204,2,12,82,300
WEST BENGAL,BURDWAN,JAMURIA,4,2,0,1,7
WEST BENGAL,BURDWAN,KALNA-1,8,0,15,19,42
WEST BENGAL,BURDWAN,KALNA-2,28,0,1,13,42
WEST BENGAL,BURDWAN,KANKSHA,19,0,19,5,43
WEST BENGAL,BURDWAN,KATUGRAM-I,103,110,6,32,251
WEST BENGAL,BURDWAN,KATUGRAM-II,35,9,8,18,70
WEST BENGAL,BURDWAN,KATWA-I,100,0,6,5,111
WEST BENGAL,BURDWAN,KATWA-II,161,0,10,30,201
WEST BENGAL,BURDWAN,KHANDAGHOSH,235,0,3,51,289
WEST BENGAL,BURDWAN,KULTI MUNICIPALITY,1,0,22,0,23
WEST BENGAL,BURDWAN,MANGALCOTE,372,14,13,194,593
WEST BENGAL,BURDWAN,MEMARI(1),50,0,2,63,115
WEST BENGAL,BURDWAN,MEMARI-2,27,6,8,15,56
WEST BENGAL,BURDWAN,MONTESWAR,222,4,13,66,305
WEST BENGAL,BURDWAN,PURBASTHALI-1,64,15,49,16,144
WEST BENGAL,BURDWAN,PURBASTHALI-2,23,0,4,36,63
WEST BENGAL,BURDWAN,RAINA,35,0,5,1,41
WEST BENGAL,BURDWAN,RAINA-1,43,7,1,4,55
WEST BENGAL,BURDWAN,RANIGANGE,40,1,11,0,52
WEST BENGAL,BURDWAN,SALANPUR,34,21,4,14,73
WEST BENGAL,COOCHBEHAR,COOCHBEHAR-I,72,8,9,30,119
WEST BENGAL,COOCHBEHAR,COOCHBEHAR-II,93,4,15,27,139
WEST BENGAL,COOCHBEHAR,DINHATA-1,36,27,9,26,98
WEST BENGAL,COOCHBEHAR,DINHATA-II,2,2,3,21,28
WEST BENGAL,COOCHBEHAR,HALDIBARI,1,0,10,3,14
WEST BENGAL,COOCHBEHAR,MATHABHANGA-I,88,15,5,29,137
WEST BENGAL,COOCHBEHAR,MATHABHANGA-II,69,10,0,14,93
WEST BENGAL,COOCHBEHAR,MEKHLIGANJ,206,7,12,75,300
WEST BENGAL,COOCHBEHAR,SITAI,0,0,0,8,8
WEST BENGAL,COOCHBEHAR,SITALKUCHI,5,0,3,8,16
WEST BENGAL,COOCHBEHAR,TUFANGANJ-I,31,4,5,17,57
WEST BENGAL,COOCHBEHAR,TUFANGANJ-II,0,0,0,14,14
WEST BENGAL,DAKSHIN DINAJPUR,BALURGHAT,233,19,41,66,359
WEST BENGAL,DAKSHIN DINAJPUR,BANSIHARI,260,9,46,5,320
WEST BENGAL,DAKSHIN DINAJPUR,GANGARAMPUR,76,9,23,41,149
WEST BENGAL,DAKSHIN DINAJPUR,HARIRAMPUR,217,45,52,10,324
WEST BENGAL,DAKSHIN DINAJPUR,HILI,23,0,3,9,35
WEST BENGAL,DAKSHIN DINAJPUR,KUMARGANJ,525,14,42,206,787
WEST BENGAL,DAKSHIN DINAJPUR,KUSHMANDI,618,33,63,94,808
WEST BENGAL,DAKSHIN DINAJPUR,TAPAN,1167,9,53,539,1768
WEST BENGAL,DARJEELING,KHARIBARI,5,0,2,24,31
WEST BENGAL,DARJEELING,MATIGARA,6,2,0,4,12
WEST BENGAL,DARJEELING,NAXALBARI,3,1,5,25,34
WEST BENGAL,DARJEELING,PHANSIDEWA,16,2,12,9,39
WEST BENGAL,HAORA,AMTA-I,1759,82,34,20,1895
WEST BENGAL,HAORA,AMTA-II,1296,55,27,93,1471
WEST BENGAL,HAORA,BAGNAN-I,489,7,14,8,518
WEST BENGAL,HAORA,BAGNAN-II,192,6,54,29,281
WEST BENGAL,HAORA,BALLYJAGACHA,96,0,0,0,96
WEST BENGAL,HAORA,DOMJUR,606,0,6,19,631
WEST BENGAL,HAORA,JAGOTBALLAVPUR,970,23,15,14,1022
WEST BENGAL,HAORA,PANCHLA,150,0,3,4,157
WEST BENGAL,HAORA,SANKRAIL,69,0,2,0,71
WEST BENGAL,HAORA,SHYAMPUR-I,665,8,8,10,691
WEST BENGAL,HAORA,SHYAMPUR-II,433,19,15,39,506
WEST BENGAL,HAORA,UDAY NARAYANPUR,1254,120,205,23,1602
WEST BENGAL,HAORA,ULUBERIA-I,399,13,8,10,430
WEST BENGAL,HAORA,ULUBERIA-II,10,5,4,0,19
WEST BENGAL,HOOGHLY,ARAMBAGH,48,6,10,37,101
WEST BENGAL,HOOGHLY,BALAGARH,7,0,3,72,82
WEST BENGAL,HOOGHLY,CHANDITALA-I,311,28,6,25,370
WEST BENGAL,HOOGHLY,CHANDITALA-II,309,0,3,8,320
WEST BENGAL,HOOGHLY,CHINSURAH-MOGRA,25,1,1,13,40
WEST BENGAL,HOOGHLY,DHANIAKHALI,732,14,13,190,949
WEST BENGAL,HOOGHLY,GOGHAT-I,55,26,4,28,113
WEST BENGAL,HOOGHLY,GOGHAT-II,55,0,5,81,141
WEST BENGAL,HOOGHLY,HARIPAL,1277,116,22,123,1538
WEST BENGAL,HOOGHLY,JANGIPARA,1594,47,17,11,1669
WEST BENGAL,HOOGHLY,KHANAKUL-I,597,53,29,72,751
WEST BENGAL,HOOGHLY,KHANAKUL-II,1081,92,48,53,1274
WEST BENGAL,HOOGHLY,PANDUA,27,16,9,10,62
WEST BENGAL,HOOGHLY,POLBA DADPUR,26,0,4,39,69
WEST BENGAL,HOOGHLY,PURSURAH,626,52,22,13,713
WEST BENGAL,HOOGHLY,SERAMPUR-UTTERPARA,197,0,1,0,198
WEST BENGAL,HOOGHLY,SINGUR,56,5,5,5,71
WEST BENGAL,HOOGHLY,TARAKESWAR,515,23,8,13,559
WEST BENGAL,JALPAIGURI,ALIPURDUAR-1,10,0,4,10,24
WEST BENGAL,JALPAIGURI,ALIPURDUAR-2,13,1,14,7,35
WEST BENGAL,JALPAIGURI,DHUPGURI,183,8,6,13,210
WEST BENGAL,JALPAIGURI,FALAKATA,38,6,5,13,62
WEST BENGAL,JALPAIGURI,JALPAIGURI SADAR,12,0,2,1,15
WEST BENGAL,JALPAIGURI,KALCHINI,1,0,2,1,4
WEST BENGAL,JALPAIGURI,KUMARGRAM,11,0,0,1,12
WEST BENGAL,JALPAIGURI,MADARIHAT,16,0,1,0,17
WEST BENGAL,JALPAIGURI,MAL,26,2,10,6,44
WEST BENGAL,JALPAIGURI,MATIALI,6,0,17,2,25
WEST BENGAL,JALPAIGURI,MAYNAGURI,55,0,11,21,87
WEST BENGAL,JALPAIGURI,NAGRAKATA,4,0,7,3,14
WEST BENGAL,JALPAIGURI,RAJGANJ,225,25,5,15,270
WEST BENGAL,MALDA,BAMANGOLA,620,7,94,254,975
WEST BENGAL,MALDA,CHANCHAL-I,0,0,18,0,18
WEST BENGAL,MALDA,CHANCHAL-II,4,0,13,3,20
WEST BENGAL,MALDA,ENGLISH BAZAR,1,0,6,12,19
WEST BENGAL,MALDA,GAZOLE,1837,31,82,159,2109
WEST BENGAL,MALDA,HABIBPUR,182,34,19,149,384
WEST BENGAL,MALDA,HARISHCHANDRAPUR-I,0,0,9,0,9
WEST BENGAL,MALDA,HARISHCHANDRAPUR-II,3,0,21,7,31
WEST BENGAL,MALDA,KALIACHAK-I,0,0,1,0,1
WEST BENGAL,MALDA,KALIACHAK-II,10,0,6,0,16
WEST BENGAL,MALDA,KALIACHAK-III,5,0,1,0,6
WEST BENGAL,MALDA,MANIKCHAK,0,1,14,3,18
WEST BENGAL,MALDA,OLD MALDA,261,27,45,53,386
WEST BENGAL,MALDA,RATUA-I,7,0,18,11,36
WEST BENGAL,MALDA,RATUA-II,1,0,20,38,59
WEST BENGAL,MIDNAPORE,BHAGWANPUR - I,678,1,3,9,691
WEST BENGAL,MIDNAPORE,BHAGWANPUR - II,104,2,5,0,111
WEST BENGAL,MIDNAPORE,BINPUR - I,57,0,3,4,64
WEST BENGAL,MIDNAPORE,BINPUR - II,78,6,28,78,190
WEST BENGAL,MIDNAPORE,CHANDRAKONA - 2,123,6,5,2,136
WEST BENGAL,MIDNAPORE,CHANDRAKONA - I,85,65,8,56,214
WEST BENGAL,MIDNAPORE,CONTAI - I,661,32,6,16,715
WEST BENGAL,MIDNAPORE,CONTAI - II,2887,108,25,64,3084
WEST BENGAL,MIDNAPORE,CONTAI - III,1821,3,12,13,1849
WEST BENGAL,MIDNAPORE,DANTON - I,2,0,1,5,8
WEST BENGAL,MIDNAPORE,DASPUR - I,187,6,1,50,244
WEST BENGAL,MIDNAPORE,DASPUR - II,84,1,11,10,106
WEST BENGAL,MIDNAPORE,DEBRA,35,4,5,15,59
WEST BENGAL,MIDNAPORE,EGRA - I,350,14,0,0,364
WEST BENGAL,MIDNAPORE,EGRA - II,0,0,1,1,2
WEST BENGAL,MIDNAPORE,GARHBETA - I,314,39,21,221,595
WEST BENGAL,MIDNAPORE,GARHBETA - II,547,46,87,160,840
WEST BENGAL,MIDNAPORE,GARHBETA - III,564,50,8,239,861
WEST BENGAL,MIDNAPORE,GHATAL,116,23,25,22,186
WEST BENGAL,MIDNAPORE,GOPIBALLAVPUR - I,12,0,25,4,41
WEST BENGAL,MIDNAPORE,GOPIBALLAVPUR - II,24,0,48,34,106
WEST BENGAL,MIDNAPORE,JAMBANI,16,0,17,11,44
WEST BENGAL,MIDNAPORE,JHARGRAM,54,6,17,20,97
WEST BENGAL,MIDNAPORE,KESHIARY,0,0,0,7,7
WEST BENGAL,MIDNAPORE,KESHPUR,261,37,22,29,349
WEST BENGAL,MIDNAPORE,KHARAGPUR - I,7,1,6,0,14
WEST BENGAL,MIDNAPORE,KHARAGPUR - II,10,0,3,5,18
WEST BENGAL,MIDNAPORE,KHEJURI - I,437,0,106,2,545
WEST BENGAL,MIDNAPORE,KHEJURI - II,488,239,0,0,727
WEST BENGAL,MIDNAPORE,MAHISHADAL - I,5601,9,5,7,5622
WEST BENGAL,MIDNAPORE,MAHISHADAL -II,2927,36,18,22,3003
WEST BENGAL,MIDNAPORE,MIDNAPORE SADAR,58,4,16,24,102
WEST BENGAL,MIDNAPORE,MOYNA,178,4,2,7,191
WEST BENGAL,MIDNAPORE,NANDIGRAM - I,1412,2,3,0,1417
WEST BENGAL,MIDNAPORE,NANDIGRAM - II,252,0,0,3,255
WEST BENGAL,MIDNAPORE,NANDIGRAM - III,1584,32,25,8,1649
WEST BENGAL,MIDNAPORE,NARAYANGARH,26,8,16,11,61
WEST BENGAL,MIDNAPORE,NAYAGRAM,46,6,18,11,81
WEST BENGAL,MIDNAPORE,PANSKURA - I,79,8,8,11,106
WEST BENGAL,MIDNAPORE,PANSKURA - II,262,3,19,13,297
WEST BENGAL,MIDNAPORE,PATASHPUR - I,25,12,0,4,41
WEST BENGAL,MIDNAPORE,PATASHPUR - II,3,0,0,3,6
WEST BENGAL,MIDNAPORE,PINGLA,39,0,0,0,39
WEST BENGAL,MIDNAPORE,RAMNAGAR - I,20,0,1,0,21
WEST BENGAL,MIDNAPORE,RAMNAGAR - II,1197,28,0,45,1270
WEST BENGAL,MIDNAPORE,SALBONI,1452,17,23,31,1523
WEST BENGAL,MIDNAPORE,SANKRAIL,40,21,14,15,90
WEST BENGAL,MIDNAPORE,SOBANG,400,31,6,12,449
WEST BENGAL,MIDNAPORE,SUTAHATA - I,571,6,6,96,679
WEST BENGAL,MIDNAPORE,SUTAHATA - II,1272,22,4,2,1300
WEST BENGAL,MIDNAPORE,TAMLUK - I,1806,6,70,211,2093
WEST BENGAL,MIDNAPORE,TAMLUK - II,1651,69,22,52,1794
WEST BENGAL,MURSHIDABAD,BELDANGA-I,0,0,0,21,21
WEST BENGAL,MURSHIDABAD,BELDANGA-II,12,0,7,13,32
WEST BENGAL,MURSHIDABAD,BERHAMPORE,27,0,12,22,61
WEST BENGAL,MURSHIDABAD,BHAGWANGOLA-I,1,0,1,1,3
WEST BENGAL,MURSHIDABAD,BHAGWANGOLA-II,0,0,4,1,5
WEST BENGAL,MURSHIDABAD,BHARATPUR-I,54,0,7,5,66
WEST BENGAL,MURSHIDABAD,BHARATPUR-II,0,0,0,14,14
WEST BENGAL,MURSHIDABAD,DOMKAL,2,0,9,17,28
WEST BENGAL,MURSHIDABAD,FARAKKA,304,20,2,10,336
WEST BENGAL,MURSHIDABAD,HARIHARPARA,1,1,16,13,31
WEST BENGAL,MURSHIDABAD,JALANGI,2,0,10,0,12
WEST BENGAL,MURSHIDABAD,KANDI,154,13,17,6,190
WEST BENGAL,MURSHIDABAD,KHARGRAM,122,0,5,6,133
WEST BENGAL,MURSHIDABAD,LALGOLA,0,0,4,7,11
WEST BENGAL,MURSHIDABAD,MURSHIDABAD-JIAGANJ,5,0,17,8,30
WEST BENGAL,MURSHIDABAD,NABAGRAM,237,8,25,87,357
WEST BENGAL,MURSHIDABAD,NOWDA,5,0,3,24,32
WEST BENGAL,MURSHIDABAD,RAGHUNATH GANJE-I,0,0,1,9,10
WEST BENGAL,MURSHIDABAD,RAGHUNATHGANJ-II,1,0,0,9,10
WEST BENGAL,MURSHIDABAD,RANINAGAR-I,4,0,4,0,8
WEST BENGAL,MURSHIDABAD,SAGARDIGHI,144,28,17,217,406
WEST BENGAL,MURSHIDABAD,SAMSHERGANJ,3,0,5,0,8
WEST BENGAL,MURSHIDABAD,SUTI-I,10,1,4,9,24
WEST BENGAL,MURSHIDABAD,SUTI-II,28,0,2,0,30
WEST BENGAL,NADIA,CHAKDAH,1,1,1,5,8
WEST BENGAL,NADIA,CHAPRA,4,0,2,23,29
WEST BENGAL,NADIA,HANSKHALI,4,0,21,13,38
WEST BENGAL,NADIA,HARINGHATA,1,0,2,0,3
WEST BENGAL,NADIA,KALIGANJ,5,0,1,20,26
WEST BENGAL,NADIA,KARIMPUR-I,0,0,0,8,8
WEST BENGAL,NADIA,KARIMPUR-II,0,0,5,8,13
WEST BENGAL,NADIA,KRISHNAGANJ,6,0,3,24,33
WEST BENGAL,NADIA,KRISHNANAGAR-I,4,0,4,19,27
WEST BENGAL,NADIA,KRISHNANAGAR-II,6,0,5,11,22
WEST BENGAL,NADIA,NABADWIP,0,0,1,15,16
WEST BENGAL,NADIA,NAKASHIPARA,5,14,15,4,38
WEST BENGAL,NADIA,RANAGHAT-I,1,1,16,6,24
WEST BENGAL,NADIA,RANAGHAT-II,0,0,5,3,8
WEST BENGAL,NADIA,SANTIPUR,1,0,3,12,16
WEST BENGAL,NADIA,TEHATTA-I,5,0,1,22,28
WEST BENGAL,NADIA,TEHATTA-II,10,0,4,20,34
WEST BENGAL,NORTH 24 PARGANAS,AMDANGA,33,0,0,0,33
WEST BENGAL,NORTH 24 PARGANAS,BAGDAH,7,0,11,24,42
WEST BENGAL,NORTH 24 PARGANAS,BARASAT-I,75,0,2,8,85
WEST BENGAL,NORTH 24 PARGANAS,BARASAT-II,34,0,0,1,35
WEST BENGAL,NORTH 24 PARGANAS,BARRACKPORE-I,13,0,0,1,14
WEST BENGAL,NORTH 24 PARGANAS,BARRACKPORE-II,1,0,2,2,5
WEST BENGAL,NORTH 24 PARGANAS,BONGAON,6,2,27,11,46
WEST BENGAL,NORTH 24 PARGANAS,GAIGHATA,6,1,16,8,31
WEST BENGAL,NORTH 24 PARGANAS,HABRA-I,14,2,1,0,17
WEST BENGAL,NORTH 24 PARGANAS,HABRA-II,4,0,0,0,4
WEST BENGAL,NORTH 24 PARGANAS,HAROA,0,0,2,4,6
WEST BENGAL,NORTH 24 PARGANAS,HASNABAD,194,22,18,4,238
WEST BENGAL,NORTH 24 PARGANAS,HINGALGANGE,350,0,1,1,352
WEST BENGAL,NORTH 24 PARGANAS,RAJARHAT,23,0,7,1,31
WEST BENGAL,NORTH 24 PARGANAS,SANDESHKALI-II,60,0,0,0,60
WEST BENGAL,NORTH 24 PARGANAS,SWARUP NAGAR,3,1,3,27,34
WEST BENGAL,PURULIA,ARSHA,0,0,5,2,7
WEST BENGAL,PURULIA,BAGHMUNDI,0,0,8,0,8
WEST BENGAL,PURULIA,BALARAMPUR,0,0,1,2,3
WEST BENGAL,PURULIA,BANDWAN,0,2,3,11,16
WEST BENGAL,PURULIA,BARABAZAR,1,0,6,13,20
WEST BENGAL,PURULIA,HURA,55,5,8,30,98
WEST BENGAL,PURULIA,JHALDA-I,0,0,10,12,22
WEST BENGAL,PURULIA,JHALDA-II,0,0,1,3,4
WEST BENGAL,PURULIA,JOYPUR,0,0,0,3,3
WEST BENGAL,PURULIA,KASHIPUR,0,0,9,5,14
WEST BENGAL,PURULIA,MANBAZAR-I,1,2,5,19,27
WEST BENGAL,PURULIA,MANBAZAR-II,0,0,1,8,9
WEST BENGAL,PURULIA,NETURIA,0,1,1,2,4
WEST BENGAL,PURULIA,PARA,0,0,1,1,2
WEST BENGAL,PURULIA,PUNCHA,2,1,7,11,21
WEST BENGAL,PURULIA,PURULIA-I,0,0,1,31,32
WEST BENGAL,PURULIA,PURULIA-II,0,0,8,1,9
WEST BENGAL,PURULIA,RAGHUNATHPUR-I,0,0,2,2,4
WEST BENGAL,PURULIA,RAGHUNATHPUR-II,0,0,4,1,5
WEST BENGAL,PURULIA,SANTURI,0,0,0,5,5
WEST BENGAL,SOUTH 24 PARGANAS,BARUIPUR,507,49,12,48,616
WEST BENGAL,SOUTH 24 PARGANAS,BASANTI,1510,27,65,153,1755
WEST BENGAL,SOUTH 24 PARGANAS,BHANGORE-I,11,0,3,10,24
WEST BENGAL,SOUTH 24 PARGANAS,BHANGORE-II,36,0,11,18,65
WEST BENGAL,SOUTH 24 PARGANAS,BISHNUPUR-I,352,36,2,0,390
WEST BENGAL,SOUTH 24 PARGANAS,BISHNUPUR-II,945,1,155,11,1112
WEST BENGAL,SOUTH 24 PARGANAS,BUDGE BUDGE-I,60,1,0,0,61
WEST BENGAL,SOUTH 24 PARGANAS,BUDGE BUDGE-II,689,13,32,9,743
WEST BENGAL,SOUTH 24 PARGANAS,CANNING-I,267,6,12,0,285
WEST BENGAL,SOUTH 24 PARGANAS,CANNING-II,63,1,0,1,65
WEST BENGAL,SOUTH 24 PARGANAS,DIAMOND HARBOUR-I,730,6,7,15,758
WEST BENGAL,SOUTH 24 PARGANAS,DIAMOND HARBOUR-II,529,5,7,196,737
WEST BENGAL,SOUTH 24 PARGANAS,FALTA,1102,24,51,69,1246
WEST BENGAL,SOUTH 24 PARGANAS,GOSABA,2422,41,33,54,2550
WEST BENGAL,SOUTH 24 PARGANAS,JAYNAGAR-I,929,1,26,48,1004
WEST BENGAL,SOUTH 24 PARGANAS,JAYNAGAR-II,444,0,3,13,460
WEST BENGAL,SOUTH 24 PARGANAS,KAKDWIP,960,3,2,31,996
WEST BENGAL,SOUTH 24 PARGANAS,KULPI,1281,1,115,35,1432
WEST BENGAL,SOUTH 24 PARGANAS,KULTALI,882,1,4,125,1012
WEST BENGAL,SOUTH 24 PARGANAS,MAGRAHAT-I,1208,0,2,5,1215
WEST BENGAL,SOUTH 24 PARGANAS,MAGRAHAT-II,422,1,0,4,427
WEST BENGAL,SOUTH 24 PARGANAS,MANDIR BAZAR,1126,5,3,20,1154
WEST BENGAL,SOUTH 24 PARGANAS,MATHURAPUR-I,907,15,8,27,957
WEST BENGAL,SOUTH 24 PARGANAS,MATHURAPUR-II,928,1,2,8,939
WEST BENGAL,SOUTH 24 PARGANAS,NAMKHANA,801,4,25,112,942
WEST BENGAL,SOUTH 24 PARGANAS,PATHARPRATIMA,2666,33,22,48,2769
WEST BENGAL,SOUTH 24 PARGANAS,SAGAR,984,33,29,35,1081
WEST BENGAL,SOUTH 24 PARGANAS,SONARPUR,273,5,1,19,298
WEST BENGAL,SOUTH 24 PARGANAS,THAKURPUKUR-MAHESTAL,17,0,0,0,17
WEST BENGAL,UTTAR DINAJPUR,CHOPRA,46,12,4,14,76
WEST BENGAL,UTTAR DINAJPUR,GOALPOKHER-I,3,0,8,2,13
WEST BENGAL,UTTAR DINAJPUR,GOALPOKHER-II,0,0,6,1,7
WEST BENGAL,UTTAR DINAJPUR,HEMTABAD,2,0,7,3,12
WEST BENGAL,UTTAR DINAJPUR,ISLAMPUR,2,0,3,5,10
WEST BENGAL,UTTAR DINAJPUR,ITAHAR,67,5,15,16,103
WEST BENGAL,UTTAR DINAJPUR,KALIYAGANJ,74,5,23,22,124
WEST BENGAL,UTTAR DINAJPUR,KARANDIGHI,0,0,1,4,5
WEST BENGAL,UTTAR DINAJPUR,RAIGANJ,10,1,15,5,31
