-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes according to source of Finance. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes according to source of Finance", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.7.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Farmer's saving,Loan & Savings,Subsidy & Bank loan,Others,Total
CHHATTISGARH,KANKER,ANTAGAR,0,3,0,0,3
CHHATTISGARH,KANKER,BHANUPRATAPPUR,86,3,1,18,108
CHHATTISGARH,KANKER,CHARAMA,11,2,6,7,26
CHHATTISGARH,KANKER,KANKER,21,2,10,2,35
CHHATTISGARH,KANKER,NARHARPUR,40,20,6,27,93
CHHATTISGARH,KANKER,PAKHANJUR,1,1,23,43,68
CHHATTISGARH,KORBA,KARTALA,1336,1,109,294,1740
CHHATTISGARH,KORBA,KATGHORA,120,0,0,9,129
CHHATTISGARH,KORBA,KORBA,199,0,0,73,272
CHHATTISGARH,KORBA,PALI,91,0,0,40,131
CHHATTISGARH,KORIA,BAIKUNTHPUR,204,10,3,33,250
CHHATTISGARH,KORIA,BHARATPUR,195,2,22,11,230
CHHATTISGARH,KORIA,MANENDRAGARH,204,1,5,5,215
CHHATTISGARH,KORIA,SONHAT,16,1,1,0,18
CHHATTISGARH,KVARDHA,KVARDHA,174,7,5,548,734
CHHATTISGARH,KVARDHA,PANDARIYA,70,30,8,335,443
CHHATTISGARH,MAHASAMUND,BASNA,74,0,11,236,321
CHHATTISGARH,MAHASAMUND,MAHASAMUND,93,22,7,481,603
CHHATTISGARH,MAHASAMUND,SARIYPALI,35,2,0,188,225
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,253,3,9,19,284
CHHATTISGARH,RAIGARH,GHARGODA,919,1,8,128,1056
CHHATTISGARH,RAIGARH,KHARSIYA,160,1,21,16,198
CHHATTISGARH,RAIGARH,LAILUNGA,132,11,9,32,184
CHHATTISGARH,RAIGARH,RAIGARH,578,8,12,117,715
CHHATTISGARH,RAIGARH,SARANGARH,358,6,12,25,401
CHHATTISGARH,RAIPUR,ABHANPUR,33,0,5,98,136
CHHATTISGARH,RAIPUR,ARANG,95,23,12,2,132
CHHATTISGARH,RAIPUR,BHATAPARA,30,17,2,50,99
CHHATTISGARH,RAIPUR,BILAIGARH,90,0,109,760,959
CHHATTISGARH,RAIPUR,BLOUDABAJAR,13,1,11,3,28
CHHATTISGARH,RAIPUR,DEVBHOG,5,0,0,96,101
CHHATTISGARH,RAIPUR,GARIYABAND,8,5,6,173,192
CHHATTISGARH,RAIPUR,KASDOL,11,0,2,37,50
CHHATTISGARH,RAIPUR,PALARI,1,0,1,111,113
CHHATTISGARH,RAIPUR,RAIPUR,199,16,2,32,249
CHHATTISGARH,RAIPUR,RAJIM,0,0,2,97,99
CHHATTISGARH,RAIPUR,SIMGA,28,0,3,118,149
CHHATTISGARH,RAIPUR,TILDA,23,47,0,185,255
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,0,0,0,159,159
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,6,0,0,132,138
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,19,2,0,47,68
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,28,4,1,1,34
CHHATTISGARH,RAJNANDGAON,MANPUR,0,0,15,0,15
CHHATTISGARH,RAJNANDGAON,MOHLA,1,0,0,0,1
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,26,1,5,16,48
CHHATTISGARH,SURGUJA,AMBIKAPUR,480,0,8,76,564
CHHATTISGARH,SURGUJA,LUNDRA,229,2,10,47,288
CHHATTISGARH,SURGUJA,PAL,879,30,28,77,1014
CHHATTISGARH,SURGUJA,PRATAPPUR,533,11,49,79,672
CHHATTISGARH,SURGUJA,RAJPUR,317,0,26,68,411
CHHATTISGARH,SURGUJA,SAMRI,679,4,65,17,765
CHHATTISGARH,SURGUJA,SITAPUR,199,1,5,11,216
CHHATTISGARH,SURGUJA,SURAJPUR,618,8,19,119,764
CHHATTISGARH,SURGUJA,WADRAFNAGAR,246,10,14,18,288
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,14,0,0,13,27
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,0,0,0,3,3
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,0,0,1,7,8
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,1,0,0,6,7
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KHANVEL,2,0,0,2,4
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,0,0,0,3,3
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,MANDONI,3,0,2,0,5
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,0,0,1,1,2
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,RANDHA,0,0,0,2,2
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,1,0,1,1,3
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-II,1,0,0,6,7
DELHI,NANGLOI,NANGLOI,8,0,4,26,38
GOA,NORTH GOA,BICHOLIM,55,0,0,0,55
GOA,NORTH GOA,PERNEM,48,14,2,14,78
GOA,NORTH GOA,PONDA,38,8,21,12,79
GOA,NORTH GOA,SATTARI,123,11,41,32,207
GOA,NORTH GOA,TISWADI,0,3,0,0,3
GOA,SOUTH GOA,CANACONA,2,9,9,4,24
GOA,SOUTH GOA,MORMUGAO,0,0,0,1,1
GOA,SOUTH GOA,QUEPEM,85,9,5,2,101
GOA,SOUTH GOA,SALCETE,39,0,0,1,40
GOA,SOUTH GOA,SANGUEM,241,64,72,19,396
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,0,6,1,0,7
GUJARAT,AHMEDABAD,DHOLKA,1,2,1,1,5
GUJARAT,AHMEDABAD,SANAND,1,2,0,2,5
GUJARAT,BANASKANTHA,DANTA,0,0,0,12,12
GUJARAT,BHARUCH,AMOD,1,0,0,0,1
GUJARAT,BHARUCH,JAMBUSAR,2,0,0,0,2
GUJARAT,DAHOD,DEVGADH BARIA,0,3,0,0,3
GUJARAT,DAHOD,DHANPUR,9,0,0,0,9
GUJARAT,DAHOD,DOHAD,17,0,1,4,22
GUJARAT,DAHOD,FATEPURA,0,0,0,4,4
GUJARAT,DAHOD,GARBADA,2,0,0,1,3
GUJARAT,DAHOD,JHALOD,2,0,0,41,43
GUJARAT,DAHOD,LIMKHEDA,33,0,1,0,34
GUJARAT,DANG,DANG,6,0,0,0,6
GUJARAT,KACHCHH,ABDASA,53,3,27,72,155
GUJARAT,KACHCHH,BHACHAU,0,0,1,10,11
GUJARAT,KACHCHH,BHUJ,56,0,0,6,62
GUJARAT,KACHCHH,MANDVI,0,0,1,223,224
GUJARAT,KACHCHH,MUNDRA,0,0,0,1,1
GUJARAT,KACHCHH,NAKHATRANA,16,0,0,3,19
GUJARAT,KACHCHH,RAPAR,28,0,31,45,104
GUJARAT,KHEDA,BALASINOR,0,0,0,1,1
GUJARAT,KHEDA,KAPADVANJ,0,0,0,1,1
GUJARAT,KHEDA,NADIAD,0,0,0,1,1
GUJARAT,NAVSARI,BANSDA,15,0,0,0,15
GUJARAT,NAVSARI,CHIKHLI,3,36,30,67,136
GUJARAT,NAVSARI,GANDEVI,3,12,0,0,15
GUJARAT,PATAN,SANTALPUR,2,0,0,0,2
GUJARAT,RAJKOT,DHORAJI,17,0,0,0,17
GUJARAT,RAJKOT,GONDAL,277,94,1,42,414
GUJARAT,RAJKOT,JAMKANDORNA,73,0,0,0,73
GUJARAT,RAJKOT,JETPUR,77,1,0,19,97
GUJARAT,RAJKOT,KOTADA SANGANI,17,0,0,0,17
GUJARAT,RAJKOT,MALIYA,212,0,0,6,218
GUJARAT,RAJKOT,MORVI,34,0,0,8,42
GUJARAT,RAJKOT,TANKARA,97,1,0,0,98
GUJARAT,RAJKOT,WANKANER,110,125,2,87,324
GUJARAT,SABARKANTHA,BHILODA,32,0,0,0,32
GUJARAT,SABARKANTHA,DHANSURA,92,0,0,0,92
GUJARAT,SABARKANTHA,HIMATNAGAR,28,0,0,0,28
GUJARAT,SABARKANTHA,KHEDBRAHMA,14,0,0,0,14
GUJARAT,SABARKANTHA,MODASA,51,0,0,0,51
GUJARAT,SURAT,MAHUVA,1,0,0,0,1
GUJARAT,SURAT,MANDVI,1,0,0,0,1
GUJARAT,SURAT,MANGROL,7,0,0,0,7
GUJARAT,SURAT,NIZAR,2,0,0,0,2
GUJARAT,SURAT,SONGADH,9,0,0,0,9
GUJARAT,SURAT,VYARA,90,0,0,0,90
GUJARAT,SURENDRANAGAR,CHOTILA,44,0,0,0,44
GUJARAT,SURENDRANAGAR,DHRANGADHRA,0,90,3,0,93
GUJARAT,SURENDRANAGAR,HALVAD,0,2,0,103,105
GUJARAT,SURENDRANAGAR,LAKHTAR,2,0,0,0,2
GUJARAT,SURENDRANAGAR,LIMDI,0,0,0,1,1
GUJARAT,SURENDRANAGAR,MULI,88,0,0,0,88
GUJARAT,SURENDRANAGAR,SAYLA,25,0,1,3,29
GUJARAT,VADODARA,CHHOTA UDAIPUR,0,0,11,0,11
GUJARAT,VADODARA,JETPUR  PAVI,0,0,3,0,3
GUJARAT,VADODARA,KAVANT,9,5,26,2,42
GUJARAT,VADODARA,NASVADI,0,0,6,0,6
GUJARAT,VADODARA,SAVLI,4,0,3,1,8
GUJARAT,VADODARA,VADODARA,0,5,0,0,5
GUJARAT,VALSAD,DHARMPUR,8,18,5,38,69
GUJARAT,VALSAD,KAPRADA,1,0,1,23,25
GUJARAT,VALSAD,PARDI,3,21,1,22,47
GUJARAT,VALSAD,UMBERGAON,0,31,3,0,34
GUJARAT,VALSAD,VALSAD,2,0,4,43,49
HARYANA,BHIWANI,BADHRA,22,35,16,0,73
HARYANA,BHIWANI,BAWANI-KHERA,4,8,0,0,12
HARYANA,BHIWANI,BHIWANI,2,72,1,10,85
HARYANA,BHIWANI,DADRI-I,0,43,15,1,59
HARYANA,BHIWANI,DADRI-II,1,14,0,23,38
HARYANA,BHIWANI,KURU,0,10,0,0,10
HARYANA,BHIWANI,LOHARU,21,11,0,0,32
HARYANA,BHIWANI,SIWANI,2,20,0,1,23
HARYANA,BHIWANI,TOSHAM,1,0,7,3,11
HARYANA,FATEHABAD,TOHANA,89,0,3,0,92
HARYANA,PANCHKULA,MORNI,0,0,17,118,135
HARYANA,PANCHKULA,PINJORE,4,0,2,4,10
HARYANA,SIRSA,BARAGUDHA,18,11,0,0,29
HARYANA,SONEPAT,GANAUR,3,16,18,0,37
HIMACHAL PRADESH,Bilaspur,BILASPUR SADAR,3,0,0,8,11
HIMACHAL PRADESH,Bilaspur,GHUMARWIN,6,0,0,33,39
HIMACHAL PRADESH,Bilaspur,JHANDUTA,1,0,7,22,30
HIMACHAL PRADESH,Bilaspur,NAINA DEVI (ST),0,0,0,6,6
HIMACHAL PRADESH,Chamba,Bhattiyat,0,0,0,1,1
HIMACHAL PRADESH,Chamba,Chamba,0,0,0,1,1
HIMACHAL PRADESH,Chamba,Chaurah,1,0,0,0,1
HIMACHAL PRADESH,Chamba,Dalhousie,0,0,0,1,1
HIMACHAL PRADESH,Chamba,Sihunta,0,0,0,3,3
HIMACHAL PRADESH,Hamirpur,BARSAR,0,0,1,3,4
HIMACHAL PRADESH,Hamirpur,BHORANJ,1,0,0,3,4
HIMACHAL PRADESH,Hamirpur,BIJHARI (SUB-TEHSIL),11,2,0,7,20
HIMACHAL PRADESH,Hamirpur,HAMIRPUR,7,0,0,11,18
HIMACHAL PRADESH,Hamirpur,NADAUN,14,0,0,23,37
HIMACHAL PRADESH,Hamirpur,TIHRA SUJANPUR,1,0,0,18,19
HIMACHAL PRADESH,Kangra,BAIJNATH,0,0,0,8,8
HIMACHAL PRADESH,Kangra,BAROH,0,0,0,3,3
HIMACHAL PRADESH,Kangra,DERA GOPIPUR,8,0,0,27,35
HIMACHAL PRADESH,Kangra,FATEHPUR (ST),0,0,0,5,5
HIMACHAL PRADESH,Kangra,INDORA,0,0,0,3,3
HIMACHAL PRADESH,Kangra,JAISINGHPUR,1,0,1,10,12
HIMACHAL PRADESH,Kangra,JASWAN,0,0,1,1,2
HIMACHAL PRADESH,Kangra,JAWALI,4,0,0,8,12
HIMACHAL PRADESH,Kangra,KANGRA,0,0,0,4,4
HIMACHAL PRADESH,Kangra,NURPUR,6,0,0,19,25
HIMACHAL PRADESH,Kangra,PALAMPUR,0,0,0,7,7
HIMACHAL PRADESH,Kangra,RAKKAR (ST),0,0,0,3,3
HIMACHAL PRADESH,Kangra,THURAL (ST),1,0,0,5,6
HIMACHAL PRADESH,Kullu,ANI (ST),1,0,0,1,2
HIMACHAL PRADESH,Kullu,KULLU,0,0,0,10,10
HIMACHAL PRADESH,Lahul & Spiti,UDAIPUR (ST),2,0,0,1,3
HIMACHAL PRADESH,Mandi,AUT (ST),0,0,0,4,4
HIMACHAL PRADESH,Mandi,BALDWARA (ST),0,0,0,7,7
HIMACHAL PRADESH,Mandi,DHARAMPUR (ST),0,0,1,2,3
HIMACHAL PRADESH,Mandi,JOGINDARNAGAR,0,0,0,3,3
HIMACHAL PRADESH,Mandi,KARSOG,0,0,0,1,1
HIMACHAL PRADESH,Mandi,MANDI,1,1,0,28,30
HIMACHAL PRADESH,Mandi,PADHAR,0,0,0,2,2
HIMACHAL PRADESH,Mandi,SARKAGHAT,0,0,0,2,2
HIMACHAL PRADESH,Mandi,SUNDARNAGAR,0,0,0,11,11
HIMACHAL PRADESH,Shimla,CHAUPAL,0,0,0,1,1
HIMACHAL PRADESH,Shimla,JUBBAL,0,0,0,2,2
HIMACHAL PRADESH,Shimla,ROHRU,1,0,0,2,3
HIMACHAL PRADESH,Shimla,SEONI,0,0,3,7,10
HIMACHAL PRADESH,Shimla,THEOG,1,0,0,8,9
HIMACHAL PRADESH,Sirmaur,DADAHU (ST),0,0,2,0,2
HIMACHAL PRADESH,Sirmaur,NAHAN,0,0,8,17,25
HIMACHAL PRADESH,Sirmaur,PACHHAD,1,0,0,1,2
HIMACHAL PRADESH,Sirmaur,PAJHAUTA,0,0,1,0,1
HIMACHAL PRADESH,Sirmaur,PAONTA SAHIB,17,7,0,23,47
HIMACHAL PRADESH,Sirmaur,RAJGARH,8,0,0,2,10
HIMACHAL PRADESH,Sirmaur,RENUKA,0,0,0,1,1
HIMACHAL PRADESH,Solan,ARKI,0,0,0,9,9
HIMACHAL PRADESH,Solan,KANDAGHAT,0,0,0,19,19
HIMACHAL PRADESH,Solan,KRISHANGARH (ST),2,0,0,0,2
HIMACHAL PRADESH,Solan,NALAGARH,37,10,0,56,103
HIMACHAL PRADESH,Solan,RAMSHAHR (ST),5,0,0,3,8
HIMACHAL PRADESH,Solan,SOLAN,0,9,15,13,37
HIMACHAL PRADESH,Una,AMB,0,0,0,10,10
HIMACHAL PRADESH,Una,BANGANA,0,0,0,4,4
HIMACHAL PRADESH,Una,UNA,0,0,0,21,21
JAMMU & KASHMIR,ANANTNAG,ACHABAL,2,0,0,0,2
JAMMU & KASHMIR,ANANTNAG,DACHNIPORA,1,0,2,0,3
JAMMU & KASHMIR,ANANTNAG,LARKI PORA,0,0,1,0,1
JAMMU & KASHMIR,ANANTNAG,QAIMOH,2,0,1,1,4
JAMMU & KASHMIR,BADGAM,B.K. PORA,2,1,0,14,17
JAMMU & KASHMIR,BADGAM,BUDGAM,0,0,7,0,7
JAMMU & KASHMIR,BADGAM,CHADOORA,0,0,3,9,12
JAMMU & KASHMIR,BADGAM,KHANSAHIB,1,0,16,1,18
JAMMU & KASHMIR,BADGAM,NAGAM,0,0,5,0,5
JAMMU & KASHMIR,BADGAM,TEH. CHADOORA,1,0,14,5,20
JAMMU & KASHMIR,BARAMULLA,AJAS,0,0,0,4,4
JAMMU & KASHMIR,BARAMULLA,BARAMULLA,0,0,10,2,12
JAMMU & KASHMIR,BARAMULLA,BONIYAR,0,2,3,0,5
JAMMU & KASHMIR,BARAMULLA,DANGIWACHA,0,0,1,0,1
JAMMU & KASHMIR,BARAMULLA,GUNDI SADERKOOT,0,0,2,2,4
JAMMU & KASHMIR,BARAMULLA,GUREZ,1,0,0,0,1
JAMMU & KASHMIR,BARAMULLA,HAJIN,3,3,11,44,61
JAMMU & KASHMIR,BARAMULLA,KOSUM BAGH,0,0,0,4,4
JAMMU & KASHMIR,BARAMULLA,PATTAN,1,13,15,37,66
JAMMU & KASHMIR,BARAMULLA,SAFA PORA,0,0,0,1,1
JAMMU & KASHMIR,BARAMULLA,SOPORE,0,0,2,0,2
JAMMU & KASHMIR,BARAMULLA,SUMBAL,0,0,4,27,31
JAMMU & KASHMIR,DODA,PADDAR,5,0,15,0,20
JAMMU & KASHMIR,JAMMU,MARH,5,0,0,0,5
JAMMU & KASHMIR,JAMMU,R. S. PURA,2,0,0,2,4
JAMMU & KASHMIR,JAMMU,SAMBA,1,0,0,0,1
JAMMU & KASHMIR,KATHUA,BARNOTI,8,0,0,0,8
JAMMU & KASHMIR,KATHUA,BILLAWAR,0,0,2,6,8
JAMMU & KASHMIR,KATHUA,GHAGWAL,7,0,0,1,8
JAMMU & KASHMIR,KATHUA,HIRANAGAR,3,1,1,1,6
JAMMU & KASHMIR,KATHUA,KATHUA,22,0,0,0,22
JAMMU & KASHMIR,KATHUA,TEH. HIRANAGAR,1,0,0,0,1
JAMMU & KASHMIR,KUPWARA,SOGAM,0,0,0,1,1
JAMMU & KASHMIR,POONCH,POONCH,0,0,2,0,2
JAMMU & KASHMIR,PULWAMA,KAKAPORA,1,1,3,3,8
JAMMU & KASHMIR,PULWAMA,PAMPORE,0,0,18,1,19
JAMMU & KASHMIR,PULWAMA,PULWAMA,2,2,1,6,11
JAMMU & KASHMIR,PULWAMA,SHOPIAN,0,0,1,0,1
JAMMU & KASHMIR,PULWAMA,TRAL,0,6,0,1,7
JAMMU & KASHMIR,RAJOURI,NOWSHERA,0,0,0,1,1
JAMMU & KASHMIR,RAJOURI,RAJOURI,0,1,1,0,2
JAMMU & KASHMIR,RAJOURI,SUNDERBANI,0,1,2,0,3
JAMMU & KASHMIR,SRINAGAR,LAR,0,0,3,0,3
JAMMU & KASHMIR,SRINAGAR,SRINAGAR,37,20,7,14,78
JAMMU & KASHMIR,UDHAMPUR,POUNI,0,0,1,0,1
JAMMU & KASHMIR,UDHAMPUR,REASI,0,0,1,0,1
JAMMU & KASHMIR,UDHAMPUR,UDHAMPUR,0,0,1,2,3
JHARKHAND,BOKARO,CHANDANKIYARI,6,0,1,0,7
JHARKHAND,BOKARO,CHAS,509,4,9,195,717
JHARKHAND,BOKARO,KASMAR,64,0,13,12,89
JHARKHAND,CHATRA,CHATRA,0,0,0,3,3
JHARKHAND,CHATRA,GIDHAUR,0,0,0,3,3
JHARKHAND,CHATRA,HANTARGANJ,2,0,1,16,19
JHARKHAND,CHATRA,LAWALONG,0,0,8,0,8
JHARKHAND,CHATRA,PRATAPPUR,0,0,13,0,13
JHARKHAND,CHATRA,SIMARIA,4,0,17,9,30
JHARKHAND,CHATRA,TANDVA,0,0,10,0,10
JHARKHAND,DEOGHAR,DEOGHAR,51,5,34,40,130
JHARKHAND,DEOGHAR,DEVIPUR,3,0,4,8,15
JHARKHAND,DEOGHAR,KAROO,13,0,2,0,15
JHARKHAND,DEOGHAR,MADHUPUR,0,0,0,1,1
JHARKHAND,DEOGHAR,MOHANPUR,16,2,2,11,31
JHARKHAND,DEOGHAR,PALOJORI,0,0,0,2,2
JHARKHAND,DEOGHAR,SARATH,1,0,3,2,6
JHARKHAND,DEOGHAR,SARRAMA,1,0,3,4,8
JHARKHAND,DHANBAD,BALIYAPUR,141,1,222,77,441
JHARKHAND,DHANBAD,DHANBAD,2,0,1,1,4
JHARKHAND,DHANBAD,GOBINDPUR,0,0,4,0,4
JHARKHAND,DHANBAD,JHARIYA,0,0,1,3,4
JHARKHAND,DHANBAD,NIRSA,0,0,5,3,8
JHARKHAND,DHANBAD,TOPCHANCHI,33,0,19,44,96
JHARKHAND,DHANBAD,TUNDI,36,1,3,10,50
JHARKHAND,DUMKA,DUMKA,3,0,0,10,13
JHARKHAND,DUMKA,GOPIKANDAR,0,0,2,0,2
JHARKHAND,DUMKA,JAMA,3,0,6,0,9
JHARKHAND,DUMKA,JARMUNDI,17,0,0,0,17
JHARKHAND,DUMKA,KATIKUND,11,0,6,140,157
JHARKHAND,DUMKA,MASALIA,3,0,2,7,12
JHARKHAND,DUMKA,RAMGARH,32,0,7,15,54
JHARKHAND,DUMKA,RANESHWAR,214,13,153,294,674
JHARKHAND,DUMKA,SAREYAHAT,2,0,13,0,15
JHARKHAND,DUMKA,SHIKARIPADA,199,19,393,100,711
JHARKHAND,GARHWA,BHANDARIYA,1,0,1,0,2
JHARKHAND,GARHWA,BHAVNATHPUR,0,0,2,0,2
JHARKHAND,GARHWA,CHINIYA,1,0,0,12,13
JHARKHAND,GARHWA,DANDAI,4,0,0,0,4
JHARKHAND,GARHWA,DHURAKI,0,0,0,17,17
JHARKHAND,GARHWA,GADAWA,0,0,0,6,6
JHARKHAND,GARHWA,KHARAUNDI,0,0,0,1,1
JHARKHAND,GARHWA,MANJHIAON,0,0,2,0,2
JHARKHAND,GARHWA,MERAL,0,0,1,1,2
JHARKHAND,GARHWA,NAGAR UTARI,2,0,8,8,18
JHARKHAND,GARHWA,RAMNA,2,0,9,8,19
JHARKHAND,GARHWA,RANKA,2,0,16,16,34
JHARKHAND,GIRIDIH,BAGODAR,23,14,9,9,55
JHARKHAND,GIRIDIH,BENGABAD,22,8,62,40,132
JHARKHAND,GIRIDIH,BIRNI,0,0,1,5,6
JHARKHAND,GIRIDIH,DHANWAR,0,0,0,3,3
JHARKHAND,GIRIDIH,DUMARI,19,0,5,11,35
JHARKHAND,GIRIDIH,GANDEY,39,0,0,0,39
JHARKHAND,GIRIDIH,GAWA,0,0,1,7,8
JHARKHAND,GIRIDIH,GIRIDIH,16,0,1,1,18
JHARKHAND,GIRIDIH,JAMUA,3,0,4,30,37
JHARKHAND,GIRIDIH,TISRI,6,0,41,51,98
JHARKHAND,GODDA,GODDA,1,0,4,0,5
JHARKHAND,GODDA,SUNDER PAHARI,0,0,7,0,7
JHARKHAND,GUMLA,BISHUNPUR,0,0,1,0,1
JHARKHAND,GUMLA,CHAINPUR,3,0,0,10,13
JHARKHAND,GUMLA,DUMRI,5,0,2,27,34
JHARKHAND,GUMLA,GHAGHRA,0,1,0,2,3
JHARKHAND,GUMLA,GUMLA,24,0,0,2,26
JHARKHAND,GUMLA,PALKOT,1,32,67,12,112
JHARKHAND,GUMLA,SISAI,0,0,1,0,1
JHARKHAND,HAZARIBAGH,BARHI,0,0,0,1,1
JHARKHAND,HAZARIBAGH,BARKAGAON,20,1,10,37,68
JHARKHAND,HAZARIBAGH,BARKATTA,2,0,1,0,3
JHARKHAND,HAZARIBAGH,CHOUPARAN,6,0,0,0,6
JHARKHAND,HAZARIBAGH,CHURCHU,1,0,0,6,7
JHARKHAND,HAZARIBAGH,GANDARI,4,0,8,4,16
JHARKHAND,HAZARIBAGH,GOLA,0,0,0,6,6
JHARKHAND,HAZARIBAGH,HAZARIBAGH,1,0,0,1,2
JHARKHAND,HAZARIBAGH,ICHAK,0,0,0,2,2
JHARKHAND,HAZARIBAGH,KATKAMSANDI,2,0,55,0,57
JHARKHAND,HAZARIBAGH,PADMA,1,0,1,0,2
JHARKHAND,HAZARIBAGH,PATRATU,1,0,0,0,1
JHARKHAND,HAZARIBAGH,RAMGARH,8,0,0,0,8
JHARKHAND,HAZARIBAGH,VISHNUGARH,1,0,0,2,3
JHARKHAND,JAMTARA,JAMTARA,468,21,218,57,764
JHARKHAND,JAMTARA,KUNDHIT,512,5,649,275,1441
JHARKHAND,JAMTARA,NALA,236,5,658,118,1017
JHARKHAND,JAMTARA,NARAYANPUR,27,0,4,8,39
JHARKHAND,KODERMA,CHANDWARA,3,0,0,0,3
JHARKHAND,KODERMA,KODERMA,0,0,0,3,3
JHARKHAND,KODERMA,MARKATCHHO,0,0,1,7,8
JHARKHAND,LATEHAR,BALUMATH,20,0,24,48,92
JHARKHAND,LATEHAR,BARWADIH,49,1,4,44,98
JHARKHAND,LATEHAR,GARU,3,0,7,19,29
JHARKHAND,LATEHAR,LATEHAR,45,3,51,96,195
JHARKHAND,LATEHAR,MAHUATAND,5,0,1,0,6
JHARKHAND,LATEHAR,MANIKA,5,1,15,2,23
JHARKHAND,LOHARDAGA,BHANDRA,0,0,0,2,2
JHARKHAND,LOHARDAGA,KUDU,1,0,0,4,5
JHARKHAND,LOHARDAGA,LOHARDAGA,0,10,7,74,91
JHARKHAND,PAKUR,HIRANPUR,0,4,2,10,16
JHARKHAND,PAKUR,LITTIPARA,0,0,21,1,22
JHARKHAND,PAKUR,MAHESHPUR,0,0,40,11,51
JHARKHAND,PAKUR,PAKUR,6,7,103,104,220
JHARKHAND,PAKUR,PAKURIYA,1,6,22,8,37
JHARKHAND,PALAMU,BISHRAMPUR,0,0,9,1,10
JHARKHAND,PALAMU,HARIHARGANJ,0,0,0,2,2
JHARKHAND,PALAMU,LESLIGANJ,0,0,0,4,4
JHARKHAND,PALAMU,PANKI,0,0,0,4,4
JHARKHAND,PALAMU,SATBARWA,0,0,0,5,5
JHARKHAND,RANCHI,BUNDU,2,0,0,0,2
JHARKHAND,RANCHI,KANKE,7,13,0,0,20
JHARKHAND,RANCHI,KARRA,0,0,1,0,1
JHARKHAND,RANCHI,KHUNTI,22,1,13,42,78
JHARKHAND,RANCHI,LAPUNG,5,0,10,41,56
JHARKHAND,RANCHI,MANDAR,0,0,0,16,16
JHARKHAND,RANCHI,MURHU,0,0,2,1,3
JHARKHAND,RANCHI,ORMANJHI,0,0,7,0,7
JHARKHAND,RANCHI,RATU,56,0,9,10,75
JHARKHAND,RANCHI,SILLI,0,0,1,0,1
JHARKHAND,RANCHI,SONAHATU,47,0,13,7,67
JHARKHAND,RANCHI,TAMAR,76,0,2,7,85
JHARKHAND,SAHEBGANJ,BARHARWA,437,30,171,596,1234
JHARKHAND,SAHEBGANJ,BARHET,78,14,61,48,201
JHARKHAND,SAHEBGANJ,BORIYO,1,3,31,15,50
JHARKHAND,SAHEBGANJ,MANDHARI,0,0,2,0,2
JHARKHAND,SAHEBGANJ,PATANA,31,1,4,280,316
JHARKHAND,SAHEBGANJ,RAJMAHAL,29,7,212,9,257
JHARKHAND,SAHEBGANJ,TALJHARI,0,0,1,0,1
JHARKHAND,SAHEBGANJ,UDHAWA,91,0,24,330,445
JHARKHAND,SARAIKELA,CHANDIL,0,0,11,14,25
JHARKHAND,SARAIKELA,GAMHARIYA,10,0,6,14,30
JHARKHAND,SARAIKELA,KHARSAVA,3,0,1,5,9
JHARKHAND,SARAIKELA,KUCHAI,0,0,2,3,5
JHARKHAND,SARAIKELA,NIMDIH,60,0,3,17,80
JHARKHAND,SARAIKELA,RAJNAGAR,55,0,10,17,82
JHARKHAND,SARAIKELA,SARAIKELA,2,1,7,10,20
JHARKHAND,SIMDEGA,BANO,1,0,0,1,2
JHARKHAND,SIMDEGA,KOLBA,0,0,0,6,6
JHARKHAND,SIMDEGA,KOLEBIRA,2,0,11,3,16
JHARKHAND,SIMDEGA,KURDEG,2,4,1,16,23
JHARKHAND,SIMDEGA,SIMDEGA,5,0,1,3,9
JHARKHAND,SIMDEGA,THETHAI TANGAR,34,0,15,4,53
JHARKHAND,WEST SINGHBHUM,BANDGAON,0,0,2,4,6
