-----
{
 "description": "The table refers to District wise Distribution of Deep Tubewells by Status. The report has been sourced from 3rd census of minor irrigation scheme(2000-01) from Ministry of Water Resources.", 
 "file_name": "dptbwlstate3.5.csv", 
 "title": "Download CSV for Districtwise Distribution of Deep Tubewells by Status", 
 "url": "http://data.gov.in/sites/default/files/dptbwlstate3.5.csv"
}
-----
"State","District","In use","Not in use - Temporarily","Not in use - Salinity","Not in use - Dried up","Not in use - Destroyed","Not in use - Others","Total - Not in use","Grand total ( Use  + Not in use)"
"UTTAR PRADESH","KUSHINAGAR",141,1,0,0,0,0,1,142
"UTTAR PRADESH","LALITPUR",80,4,0,0,0,0,4,84
"UTTAR PRADESH","LUCKNOW",331,15,1,0,34,0,50,381
"UTTAR PRADESH","MAHARAJ GANJ",180,36,0,0,0,0,36,216
"UTTAR PRADESH","MAHOBA",28,0,0,0,0,0,0,28
"UTTAR PRADESH","MAINPURI",300,15,0,10,2,0,27,327
"UTTAR PRADESH","MATHURA",38,0,0,0,0,0,0,38
"UTTAR PRADESH","MAU",256,13,3,0,1,0,17,273
"UTTAR PRADESH","MEERUT",337,1,0,0,14,0,15,352
"UTTAR PRADESH","MIRZAPUR",461,17,1,0,3,0,21,482
"UTTAR PRADESH","MORADABAD",1175,53,8,0,6,0,67,1242
"UTTAR PRADESH","MUZZAFARNAGAR",487,2,0,0,14,0,16,503
"UTTAR PRADESH","PILIBHIT",126,0,0,0,0,0,0,126
"UTTAR PRADESH","PRATAPGARH",93,2,0,0,0,0,2,95
"UTTAR PRADESH","RAEBARELI",372,14,3,0,1,0,18,390
"UTTAR PRADESH","RAMPUR",737,28,1,0,1,0,30,767
"UTTAR PRADESH","SAHARANPUR",579,10,1,0,9,0,20,599
"UTTAR PRADESH","SANT KABIR NAGAR",343,13,1,0,1,0,15,358
"UTTAR PRADESH","SANT RAVI DAS NAGAR",470,9,0,0,4,0,13,483
"UTTAR PRADESH","SHAHJAHANPUR",456,0,0,0,2,0,2,458
"UTTAR PRADESH","SHRAWASTI",218,2,0,0,0,0,2,220
"UTTAR PRADESH","SIDDHARTH NAGAR",281,8,7,0,0,0,15,296
"UTTAR PRADESH","SITAPUR",699,0,0,0,0,0,0,699
"UTTAR PRADESH","SONBHADRA",26,1,0,0,3,0,4,30
"UTTAR PRADESH","SULTANPUR",740,32,3,1,3,0,39,779
"UTTAR PRADESH","UNNAO",155,10,1,0,2,0,13,168
"UTTAR PRADESH","VARANASI",793,2,2,0,3,0,7,800
"UTTARANCHAL","CHAMPAWAT",6,0,0,0,0,0,0,6
"UTTARANCHAL","DEHRA DUN",78,0,0,1,0,0,1,79
"UTTARANCHAL","HARIDWAR",200,7,1,3,3,0,14,214
"UTTARANCHAL","NAINITAL",166,2,0,0,1,0,3,169
"UTTARANCHAL","PAURI",14,1,0,0,0,0,1,15
"UTTARANCHAL","UDHAM SINGH NAGAR",393,2,1,0,4,0,7,400
"WEST BENGAL","BANKURA",111,29,0,0,20,0,49,160
"WEST BENGAL","BIRBHUM",90,28,2,4,1,0,35,125
"WEST BENGAL","BURDWAN",568,37,0,0,21,0,58,626
"WEST BENGAL","COOCHBEHAR",58,3,0,1,4,0,8,66
"WEST BENGAL","DAKSHIN DINAJPUR",127,23,0,0,0,0,23,150
"WEST BENGAL","DARJEELING",38,0,0,0,0,0,0,38
"WEST BENGAL","HAORA",154,29,0,0,0,0,29,183
"WEST BENGAL","HOOGHLY",494,15,4,8,6,0,33,527
"WEST BENGAL","JALPAIGURI",220,15,0,0,0,0,15,235
"WEST BENGAL","MALDA",293,36,0,0,44,0,80,373
"WEST BENGAL","MIDNAPORE",670,102,0,0,1,0,103,773
"WEST BENGAL","MURSHIDABAD",496,92,0,0,0,0,92,588
"WEST BENGAL","NADIA",713,35,0,2,7,0,44,757
"WEST BENGAL","NORTH 24 PARGANAS",314,10,2,0,1,0,13,327
"WEST BENGAL","SOUTH 24 PARGANAS",21,7,0,0,1,0,8,29
"WEST BENGAL","UTTAR DINAJPUR",144,15,1,12,10,0,38,182
