-----
{
 "description": "The table refers to Block wise Culturable Command Area and Potential Created through Shallow Tubewells. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "shltbdistr2.12.csv", 
 "title": "Download CSV for Blockwise Culturable Command Area and Potential Created through Shallow Tubewells", 
 "url": "http://data.gov.in/sites/default/files/shltbdistr2.12.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Culturable Command Area,Irrigation potential created - Kharif,Irrigation potential created - Rabi,Irrigation potential created - Perennial,Irrigation potential created - Others,Total
BIHAR,ARARIA,PALASI,5900,4276,3744,841,768,9629
BIHAR,ARARIA,RANIGANJ,4092,1604,3114,103,0,4820
BIHAR,ARARIA,SIKTI,1535,692,1246,0,0,1938
BIHAR,AURANGABAD,AURANGABAD,1491,971,821,45,64,1900
BIHAR,AURANGABAD,BARUN,3269,2974,2662,84,82,5802
BIHAR,AURANGABAD,DAUDNAGAR,1012,651,721,141,103,1615
BIHAR,AURANGABAD,DEO,244,112,130,85,38,365
BIHAR,AURANGABAD,GOH,3476,2921,2255,36,41,5252
BIHAR,AURANGABAD,HASPURA,1522,2604,2368,15,47,5033
BIHAR,AURANGABAD,KUTUMBA,1089,712,688,149,176,1725
BIHAR,AURANGABAD,MADANPUR,1621,1045,895,101,20,2060
BIHAR,AURANGABAD,NABINAGAR,498,267,50,11,226,553
BIHAR,AURANGABAD,OBRA,1272,977,1102,36,1,2115
BIHAR,AURANGABAD,RAFIGANAJ,2690,1383,1493,182,66,3125
BIHAR,BANKA,AMARPUR,1223,545,876,109,4,1534
BIHAR,BANKA,BANKA,424,215,297,50,24,585
BIHAR,BANKA,BARAHAT,865,529,438,2,35,1004
BIHAR,BANKA,BELHAR,1274,684,1026,24,7,1742
BIHAR,BANKA,BOUNSI,356,28,312,267,25,631
BIHAR,BANKA,DHORAIYA,3634,2991,2943,647,356,6938
BIHAR,BANKA,PHULLIDUMER,363,220,142,11,17,391
BIHAR,BANKA,RAJOUN,3153,1189,1764,2662,286,5901
BIHAR,BANKA,SAMBHUGANJ,2702,1331,1300,55,340,3027
BIHAR,BEGUSARAI,BACHHAWARA,6280,1563,5838,10,125,7536
BIHAR,BEGUSARAI,BAKHRI,2003,189,1795,111,1214,3310
BIHAR,BEGUSARAI,BALLIA,3633,1047,2858,273,119,4297
BIHAR,BEGUSARAI,BARAUNI,4394,904,4051,192,99,5246
BIHAR,BEGUSARAI,BEGUSARAI,9077,198,8453,121,512,9284
BIHAR,BEGUSARAI,BHAGWANPUR,4657,807,3347,523,895,5572
BIHAR,BEGUSARAI,BIRPUR,2257,16,2104,263,607,2990
BIHAR,BEGUSARAI,CH.BARIYARPUR,5270,2398,3184,55,0,5637
BIHAR,BEGUSARAI,CHHAURAHI,4288,239,4148,604,50,5041
BIHAR,BEGUSARAI,DANDARI,2240,413,1890,46,102,2451
BIHAR,BEGUSARAI,GADHPURA,3045,804,3025,31,1,3861
BIHAR,BEGUSARAI,KHODAWANDPUR,3334,753,4872,760,614,6999
BIHAR,BEGUSARAI,MANSOORCHAK,1242,81,1165,9,0,1255
BIHAR,BEGUSARAI,MATIHANI,4626,87,4154,191,1105,5538
BIHAR,BEGUSARAI,NAWAKOTHI,4204,1126,4096,285,420,5928
BIHAR,BEGUSARAI,S.KAMAL,6517,4,6600,0,15,6619
BIHAR,BEGUSARAI,SAMHO AKHA KURHA,575,2,957,4,0,963
BIHAR,BEGUSARAI,TEGHRA,3223,2938,3200,65,26,6229
BIHAR,BHAGALPUR,BIHPUR,3870,1724,3173,20,0,4917
BIHAR,BHAGALPUR,GOPALPUR,1876,0,1876,0,0,1876
BIHAR,BHAGALPUR,GOURADIH,701,461,365,16,0,842
BIHAR,BHAGALPUR,ISMAILPUR,568,0,568,0,0,568
BIHAR,BHAGALPUR,JAGDISHPUR,120,116,54,0,0,170
BIHAR,BHAGALPUR,KAHALGAON,1057,683,755,11,44,1493
BIHAR,BHAGALPUR,KHARIK,3007,537,2017,516,0,3069
BIHAR,BHAGALPUR,NARAYANPUR,1168,983,1127,12,0,2122
BIHAR,BHAGALPUR,NATHNAGAR,2078,550,1539,26,3,2118
BIHAR,BHAGALPUR,NAVGACHHIA,3813,955,3593,339,79,4966
BIHAR,BHAGALPUR,PIRPAINTY,2955,1254,2696,287,183,4420
BIHAR,BHAGALPUR,RANGRA CHOWK,1366,395,979,20,0,1394
BIHAR,BHAGALPUR,SABOUR,961,399,757,27,27,1210
BIHAR,BHAGALPUR,SANHAULA,2889,1688,1320,59,323,3390
BIHAR,BHAGALPUR,SHAHKUND,5127,2701,2881,34,88,5704
BIHAR,BHAGALPUR,SULTANGANJ,1923,1057,1041,3,0,2101
BIHAR,BHOJPUR,AGIAON,3791,1984,1966,4,0,3954
BIHAR,BHOJPUR,ARA,5625,2205,3600,51,14,5870
BIHAR,BHOJPUR,BARHARA,2732,366,2437,8,8,2819
BIHAR,BHOJPUR,BEHEA,5304,2610,2687,630,719,6645
BIHAR,BHOJPUR,CHARPOKHARI,2392,1385,1257,0,1,2643
BIHAR,BHOJPUR,GARHANI,2780,1382,1443,3,0,2828
BIHAR,BHOJPUR,JAGDISHPUR,10202,7889,5892,171,600,14553
BIHAR,BHOJPUR,KOILWAR,5426,2974,2979,1291,989,8233
BIHAR,BHOJPUR,PIRO,8518,5634,3972,324,330,10259
BIHAR,BHOJPUR,SAHAR,1445,529,631,206,108,1474
BIHAR,BHOJPUR,SANDESH,3933,1900,2211,239,176,4525
BIHAR,BHOJPUR,SHAHPUR,4705,992,3819,194,36,5041
BIHAR,BHOJPUR,TARARI,4973,2493,2337,526,23,5378
BIHAR,BHOJPUR,UDWANTNAGAR,4980,3110,2638,58,29,5834
BIHAR,BUXAR,BRAHMPUR,5738,3053,2789,143,120,6104
BIHAR,BUXAR,BUXAR,3076,2075,2702,42,110,4929
BIHAR,BUXAR,CHAKKI,782,210,570,0,5,784
BIHAR,BUXAR,CHOUGAI,2501,1301,1104,356,64,2825
BIHAR,BUXAR,CHOUSA,2885,2712,2543,12,19,5285
BIHAR,BUXAR,DUMRAON,4708,4048,3508,1523,237,9316
BIHAR,BUXAR,ITARHI,8152,5577,4171,115,233,10097
BIHAR,BUXAR,KESATH,1476,601,530,223,159,1512
BIHAR,BUXAR,NAWANAGAR,5209,2192,2186,496,431,5304
BIHAR,BUXAR,RAJPUR,5595,3968,4448,124,931,9470
BIHAR,BUXAR,SIMRI,3179,1225,2311,131,241,3908
BIHAR,DARBHANGA,ALINAGAR,977,518,748,0,0,1266
BIHAR,DARBHANGA,BAHADURPUR,3050,1579,2381,209,248,4417
BIHAR,DARBHANGA,BAHERI,6481,4252,5252,368,120,9993
BIHAR,DARBHANGA,BENIPUR,2552,1449,1866,1,43,3358
BIHAR,DARBHANGA,BIRAUL,3823,1522,2599,3,0,4124
BIHAR,DARBHANGA,DARBHANGA,1121,337,809,0,0,1146
BIHAR,DARBHANGA,GAURA BAURAM,2239,757,1659,0,0,2417
BIHAR,DARBHANGA,GHANSHYAMPUR,1634,1217,1367,0,0,2584
BIHAR,DARBHANGA,HANUMAN NAGAR,1912,497,1784,2,0,2282
BIHAR,DARBHANGA,HAYAGHAT,1399,507,1163,0,0,1671
BIHAR,DARBHANGA,JALE,2336,1015,2204,69,77,3365
BIHAR,DARBHANGA,KEOTI RUNWAY,3070,1380,2092,3,0,3474
BIHAR,DARBHANGA,KIRATPUR,487,494,492,0,0,986
BIHAR,DARBHANGA,KUSESHWAR ASTHAN,872,495,798,0,0,1293
BIHAR,DARBHANGA,KUSESHWAR ASTHAN (E),1192,315,882,0,0,1198
BIHAR,DARBHANGA,MANIGACHHI,2075,875,1913,0,0,2788
BIHAR,DARBHANGA,SINGHWARA,3544,2145,2727,16,4,4892
BIHAR,DARBHANGA,TARDIH,1408,584,1075,0,0,1659
BIHAR,EAST CHAMPARAN,ADAPUR,4484,2492,2645,6,0,5143
BIHAR,EAST CHAMPARAN,AREARAJ,2904,1928,2037,3,0,3969
BIHAR,EAST CHAMPARAN,BANJARIYA,2283,1969,2202,391,14,4575
BIHAR,EAST CHAMPARAN,BANKATWA,1540,980,788,453,86,2306
BIHAR,EAST CHAMPARAN,CHAKIYA,6423,2795,4183,816,816,8610
BIHAR,EAST CHAMPARAN,CHAURADANO,4993,4219,4431,65,7,8722
BIHAR,EAST CHAMPARAN,CHIRIYA,3891,2032,1614,473,10,4128
BIHAR,EAST CHAMPARAN,DHAKA,4367,3479,3491,77,76,7122
BIHAR,EAST CHAMPARAN,GHORASAHAN,2677,1136,1461,751,398,3745
BIHAR,EAST CHAMPARAN,HARSIDHI,8034,3616,5039,104,299,9057
BIHAR,EAST CHAMPARAN,KALYANPUR,7249,2634,5940,620,419,9613
BIHAR,EAST CHAMPARAN,KESARIA,2421,1473,1077,20,13,2582
BIHAR,EAST CHAMPARAN,KOTWA,1938,1425,1452,0,0,2877
BIHAR,EAST CHAMPARAN,MADHUBAN,6215,4032,4721,774,486,10013
BIHAR,EAST CHAMPARAN,MEHSI,5951,3029,4150,550,264,7993
BIHAR,EAST CHAMPARAN,MOTIHARI,7176,5517,6298,232,67,12114
BIHAR,EAST CHAMPARAN,PAHARPUR,5374,3388,3044,587,41,7061
BIHAR,EAST CHAMPARAN,PAKRIDYAL,6020,4095,3815,0,0,7910
BIHAR,EAST CHAMPARAN,PATAHI,4861,2307,2897,531,0,5736
BIHAR,EAST CHAMPARAN,PHENHARA,2166,1462,2788,10,0,4260
BIHAR,EAST CHAMPARAN,PIPRAKOTHI,2974,870,1240,687,196,2992
BIHAR,EAST CHAMPARAN,RAMGARHWA,2192,1042,1294,755,456,3546
BIHAR,EAST CHAMPARAN,RAXAUL,2578,2083,2313,31,77,4505
BIHAR,EAST CHAMPARAN,SANGRAMPUR,3296,1910,2126,0,0,4036
BIHAR,EAST CHAMPARAN,SUGAULI,4056,3895,3810,359,203,8267
BIHAR,EAST CHAMPARAN,TETARIA,3027,2224,2446,110,42,4822
BIHAR,EAST CHAMPARAN,TURKAULIA,4887,1904,2651,230,638,5423
BIHAR,GAYA,AMAS,440,362,226,6,25,619
BIHAR,GAYA,ATRI,1480,670,1014,412,13,2109
BIHAR,GAYA,BANKE BAZAR,1172,704,368,7,135,1214
BIHAR,GAYA,BARACHATTY,510,358,197,8,8,571
BIHAR,GAYA,BATHANI,1498,6052,835,2,12,6901
BIHAR,GAYA,BELAGANJ,4424,3140,2511,531,764,6947
BIHAR,GAYA,BODHGAYA,994,497,464,28,114,1102
BIHAR,GAYA,DOBHI,905,659,399,4,78,1140
BIHAR,GAYA,DUMARIYA,733,447,405,80,88,1019
BIHAR,GAYA,FATEHPUR,1064,620,817,21,24,1482
BIHAR,GAYA,GAYA NAGAR,2947,2878,1921,144,43,4987
BIHAR,GAYA,GURARU,2258,1340,912,187,102,2542
BIHAR,GAYA,GURUA,4022,3966,3688,52,55,7761
BIHAR,GAYA,IMAMGANJ,1776,1527,1015,119,97,2759
BIHAR,GAYA,KHIZARSARAI,2637,30863,1192,6,315,32375
BIHAR,GAYA,KONCH,5155,2872,2939,340,184,6334
BIHAR,GAYA,MANPUR,1956,1425,893,279,45,2643
BIHAR,GAYA,MOHANPUR,486,447,197,1,0,644
BIHAR,GAYA,PARAIYA,3858,2774,1830,226,281,5112
BIHAR,GAYA,SHERGHATTY,2751,3331,738,58,69,4196
BIHAR,GAYA,TANKUPPA,1145,979,989,9,85,2062
BIHAR,GAYA,TEKARI,5740,4448,3749,315,200,8711
BIHAR,GAYA,WAZIRGANJ,3545,1186,2266,87,200,3739
BIHAR,GOPAALGANJ,BAIKUNTHPUR,6721,2103,4215,527,631,7477
BIHAR,GOPAALGANJ,BARAULI,5170,2369,3378,323,208,6278
BIHAR,GOPAALGANJ,BHOREY,8680,11824,21828,5,6,33663
BIHAR,GOPAALGANJ,BIJAIPUR,6227,2049,3718,608,285,6659
BIHAR,GOPAALGANJ,GOPALGANJ,3847,1753,2328,641,42,4763
BIHAR,GOPAALGANJ,HATHUA,7656,3671,5032,2,0,8705
BIHAR,GOPAALGANJ,KATEYA,3392,1230,2240,61,1,3533
BIHAR,GOPAALGANJ,KUCHAIKOTE,10181,8256,8567,20,2,16844
BIHAR,GOPAALGANJ,MANJHA,5958,2199,4874,1,0,7074
BIHAR,GOPAALGANJ,PANCHDEWRI,3858,1643,2438,22,227,4330
BIHAR,GOPAALGANJ,PHULWARIYA,4061,1449,2083,271,379,4181
BIHAR,GOPAALGANJ,SIDHWALIYA,2009,1100,1169,47,17,2333
BIHAR,GOPAALGANJ,THAWE,2468,774,1717,0,0,2492
BIHAR,GOPAALGANJ,UCHKAGAON,6674,2711,3868,240,355,7175
BIHAR,JAMUI,ALIGANJ,331,212,125,0,0,337
BIHAR,JAMUI,BARHAT,49,25,25,0,0,49
BIHAR,JAMUI,CHAKAI,9,4,7,0,0,11
BIHAR,JAMUI,GHIDHOR,573,502,179,25,14,720
BIHAR,JAMUI,JAMUI,2859,1823,1492,97,129,3542
BIHAR,JAMUI,JHAJHA,193,139,95,3,0,237
BIHAR,JAMUI,KHAIRA,2343,2179,834,60,2,3075
BIHAR,JAMUI,LAXMIPUR,36,47,47,0,0,94
BIHAR,JAMUI,SIKANDARA,1486,623,1039,0,0,1661
BIHAR,JAMUI,SONO,442,316,256,14,66,652
BIHAR,JEHANABAD,ARWAL,2542,1305,1191,137,161,2793
BIHAR,JEHANABAD,GHOSHI,4262,1669,2638,444,261,5012
BIHAR,JEHANABAD,HULASGANJ,2886,1216,1880,182,115,3394
BIHAR,JEHANABAD,JEHANABAD,5106,2935,2724,188,92,5938
BIHAR,JEHANABAD,KAKO,5739,2852,2527,604,456,6439
BIHAR,JEHANABAD,KALER,1314,483,719,72,188,1462
BIHAR,JEHANABAD,KARPI,7268,5144,2587,181,116,8029
BIHAR,JEHANABAD,KURTHA,4611,2755,1237,60,657,4710
BIHAR,JEHANABAD,MAKHDUMPUR,4780,3511,2103,163,22,5800
BIHAR,JEHANABAD,MODANGANJ,2939,1382,1970,176,135,3663
BIHAR,JEHANABAD,RATNI,5969,3480,2344,365,221,6409
BIHAR,JEHANABAD,VANSHI,2264,1383,943,0,0,2326
BIHAR,KAIMUR (BHABUA),BHABUA,3429,2288,1624,22,1,3935
BIHAR,KAIMUR (BHABUA),BHAGWANPUR,710,259,432,100,4,795
BIHAR,KAIMUR (BHABUA),CHAINPUR,2122,2229,2229,7,0,4464
BIHAR,KAIMUR (BHABUA),CHAND,1896,1284,940,7,0,2232
BIHAR,KAIMUR (BHABUA),DURGAWATI,4478,2486,2310,163,171,5130
BIHAR,KAIMUR (BHABUA),KUDRA,6245,6114,5707,17,54,11891
BIHAR,KAIMUR (BHABUA),MOHANIA,6068,4818,3623,128,10,8579
BIHAR,KAIMUR (BHABUA),NUAON,6181,4689,3950,1046,89,9773
BIHAR,KAIMUR (BHABUA),RAMGARH,4075,2496,1694,795,479,5465
BIHAR,KAIMUR (BHABUA),RAMPUR,1721,964,760,53,22,1798
BIHAR,KATIHAR,AMDABAD,2870,578,2837,95,1,3511
BIHAR,KATIHAR,AZAMNAGAR,17084,17131,17130,0,0,34261
BIHAR,KATIHAR,BALRAMPUR,6922,3130,4163,0,0,7293
BIHAR,KATIHAR,BARARI,7436,5988,6738,0,0,12726
BIHAR,KATIHAR,BARSOI,7930,3837,5579,308,336,10060
BIHAR,KATIHAR,DANDKHORA,4714,4458,4234,0,198,8889
BIHAR,KATIHAR,FALKA,3792,2351,3218,96,95,5759
BIHAR,KATIHAR,HASANGANJ,2636,695,2316,11,52,3074
BIHAR,KATIHAR,KADWA,12344,9519,10888,69,259,20734
BIHAR,KATIHAR,KATIHAR,1952,655,1789,25,0,2470
BIHAR,KATIHAR,KORHA,7451,2642,5388,947,351,9328
BIHAR,KATIHAR,KURSELA,749,744,747,0,0,1491
BIHAR,KATIHAR,MANIHARI,3577,3281,3305,0,0,6586
BIHAR,KATIHAR,MANSAHI,2367,353,2021,0,0,2374
BIHAR,KATIHAR,PRANPUR,5450,2823,2931,147,278,6179
BIHAR,KATIHAR,SAMELI,2865,2840,2838,2,0,5681
BIHAR,KHAGARIA,ALAULI,7903,1144,6418,87,253,7903
BIHAR,KHAGARIA,BELDAUR,10943,16,10938,1212,0,12166
BIHAR,KHAGARIA,CHAUTHAM,7426,298,7132,0,0,7430
BIHAR,KHAGARIA,GOGRI,7081,2264,6089,10,0,8364
BIHAR,KHAGARIA,KHAGARIA,10739,1755,9811,8,0,11574
BIHAR,KHAGARIA,MANSI,2796,1585,3096,0,0,4681
BIHAR,KHAGARIA,PARBATTA,9936,883,9901,163,0,10947
BIHAR,KISHANGANJ,BAHADURGANJ,6208,2747,2735,0,1724,7206
BIHAR,KISHANGANJ,DIGHAL BANK,4566,561,4228,0,0,4790
BIHAR,KISHANGANJ,KISHANGANJ,3730,1090,2688,29,870,4677
BIHAR,KISHANGANJ,KOCHADHAMAN,8025,2526,6362,0,241,9129
BIHAR,KISHANGANJ,POTHIA,4722,2107,2831,58,72,5068
BIHAR,KISHANGANJ,TERHAGACHH,2192,972,1574,15,142,2702
BIHAR,KISHANGANJ,THAKURGANJ,5494,3042,4070,0,104,7215
BIHAR,LAKHISARAI,BARHIYA,2549,131,2466,0,12,2609
BIHAR,LAKHISARAI,HALSI,3489,2454,1827,70,162,4513
BIHAR,LAKHISARAI,LAKHISARAI,8771,3873,5033,548,92,9547
BIHAR,LAKHISARAI,PIPARYA,967,4,965,0,0,969
BIHAR,LAKHISARAI,RAMGHAR CHOK,1472,984,827,0,46,1857
BIHAR,LAKHISARAI,SURYAGARAH,1859,334,1586,158,56,2134
BIHAR,MADHEPURA,ALAMNAGAR,5047,1034,3883,39,598,5554
BIHAR,MADHEPURA,BIHARIGANJ,2974,2267,2674,32,2,4975
BIHAR,MADHEPURA,CHAUSA,6990,4581,5374,1,1775,11731
BIHAR,MADHEPURA,GAMHARIA,2814,2310,3099,81,0,5490
BIHAR,MADHEPURA,GAWALPARA,4505,2099,3541,175,296,6112
BIHAR,MADHEPURA,GHAILARH,2470,1626,2140,479,312,4557
BIHAR,MADHEPURA,KUMAR KHAND,8756,4143,8702,3,2346,15194
BIHAR,MADHEPURA,MADHEPURA,3746,2620,2936,397,370,6322
BIHAR,MADHEPURA,MURLIGANJ,8717,5050,5297,2043,253,12643
BIHAR,MADHEPURA,PURAINI,2730,1702,1591,266,506,4065
BIHAR,MADHEPURA,SHANKARPUR,3868,3964,4451,132,31,8578
BIHAR,MADHEPURA,SINGHESHWAR,4271,3267,4451,49,88,7854
BIHAR,MADHEPURA,UDAKISHUNGANJ,5471,2225,5046,10,1852,9134
BIHAR,MADHUBANI,ANDHARATHADHI,1003,159,916,30,60,1165
BIHAR,MADHUBANI,BABUBARHI,2824,970,2125,0,0,3095
BIHAR,MADHUBANI,BASOPATTI,1722,739,1069,79,422,2308
BIHAR,MADHUBANI,BENIPATTI,1398,505,1520,72,3561,5658
BIHAR,MADHUBANI,BISFI,4167,1580,2734,171,148,4632
BIHAR,MADHUBANI,GHOGHARDIHA,4810,535,7232,152,285,8204
BIHAR,MADHUBANI,HARLAKHI,2207,1228,1120,1,134,2483
BIHAR,MADHUBANI,JAYNAGAR,1439,1129,1230,146,59,2565
BIHAR,MADHUBANI,JHANJHARPUR,3329,932,1259,710,454,3355
BIHAR,MADHUBANI,KHAJAULI,5047,3783,4444,888,1723,10837
BIHAR,MADHUBANI,KHUTAUNA,762,334,671,39,16,1059
BIHAR,MADHUBANI,LADANIA,4826,2277,2634,154,322,5387
BIHAR,MADHUBANI,LAKHANAUR,881,1156,2817,1709,1566,7249
BIHAR,MADHUBANI,LAUKHI,3110,922,1853,5,410,3191
BIHAR,MADHUBANI,MADHEPUR,2172,1111,1305,430,68,2914
BIHAR,MADHUBANI,MADHWAPUR,1082,324,722,155,70,1271
BIHAR,MADHUBANI,PANDAUL,4449,1593,2761,196,532,5083
BIHAR,MADHUBANI,PHULPRAS,3906,1669,2662,103,237,4670
BIHAR,MADHUBANI,RAJNAGAR,3538,1424,2443,365,331,4563
BIHAR,MADHUBANI,ROHIKA,1112,407,715,26,18,1166
BIHAR,MUNGER,ASARGANJ,1053,888,908,0,38,1834
BIHAR,MUNGER,BARIYARPUR,510,28,494,0,0,522
BIHAR,MUNGER,DHARAHARA,564,79,485,0,0,564
BIHAR,MUNGER,HAWALI KHAGARHPUR,1099,526,718,6,0,1250
BIHAR,MUNGER,JAMALPUR,729,0,729,9,2,740
BIHAR,MUNGER,SADAR MUNGER,933,0,950,8,0,958
BIHAR,MUNGER,SANGRAMPUR,713,151,493,104,75,823
BIHAR,MUNGER,TARAPUR,2018,918,976,110,196,2199
BIHAR,MUNGER,TATIA BAMBAR,1442,632,846,0,0,1478
BIHAR,MUZAFFARPUR,AURAI,7149,2678,6618,1065,2124,12484
BIHAR,MUZAFFARPUR,BANDRA,5035,3899,4157,282,223,8562
BIHAR,MUZAFFARPUR,BOCHAHAN,8548,6419,7072,252,19,13761
BIHAR,MUZAFFARPUR,GAIGHAT,9125,16,8129,234,1222,9600
BIHAR,MUZAFFARPUR,KANTI,14398,4886,6454,2673,1900,15913
BIHAR,MUZAFFARPUR,KATRA,6834,1448,8381,66,187,10082
BIHAR,MUZAFFARPUR,KURHANI,16099,4678,11028,2506,1534,19746
BIHAR,MUZAFFARPUR,MINAPUR,11150,3770,7472,150,183,11575
BIHAR,MUZAFFARPUR,MORAUL,3547,1960,2230,54,222,4465
BIHAR,MUZAFFARPUR,MOTIPUR,10805,2529,7978,322,275,11104
BIHAR,MUZAFFARPUR,MUSHAHARI,7656,3248,3812,796,545,8401
BIHAR,MUZAFFARPUR,PAROO,13319,6719,7599,727,344,15389
BIHAR,MUZAFFARPUR,SAHEBGANJ,9415,2227,6634,1958,1197,12016
BIHAR,MUZAFFARPUR,SAKRA,9315,2690,5950,1143,474,10257
BIHAR,MUZAFFARPUR,SARAIYA,10691,6122,8347,831,269,15568
BIHAR,NALANDA,ASTHAWAN,5040,3014,3296,39,17,6365
BIHAR,NALANDA,BEN,2072,754,1440,57,4,2255
BIHAR,NALANDA,BIHARSHARIF,2015,1678,1362,85,41,3166
BIHAR,NALANDA,BIND,3561,2122,2149,3,4,4278
BIHAR,NALANDA,CHANDI,3434,1709,1617,307,38,3670
BIHAR,NALANDA,EKANGARSARAI,5966,2624,3757,46,36,6463
BIHAR,NALANDA,GIRIYAK,5919,3043,3982,299,449,7773
BIHAR,NALANDA,HARNAUT,6365,2318,4179,71,177,6745
BIHAR,NALANDA,HILSA,5849,3122,2727,461,150,6460
BIHAR,NALANDA,ISLAMPUR,9967,5378,4958,226,120,10681
BIHAR,NALANDA,KARAIPARSURAI,3107,1504,1353,380,172,3410
BIHAR,NALANDA,KATRISARAI,1599,691,1096,37,51,1876
BIHAR,NALANDA,NAGARNAUSA,4787,2504,2921,37,93,5553
BIHAR,NALANDA,NOORSARAI,1118,599,783,84,20,1487
BIHAR,NALANDA,PARWALPUR,2132,754,1172,243,60,2229
BIHAR,NALANDA,RAHUI,2166,1122,1326,182,147,2778
BIHAR,NALANDA,RAJGIR,5108,3260,2992,16,467,6735
BIHAR,NALANDA,SARMERA,4221,2201,2368,53,119,4742
BIHAR,NALANDA,SILAO,3633,1377,2722,26,16,4142
BIHAR,NALANDA,THARTHARI,1302,663,829,11,23,1527
BIHAR,NAWADA,AKBARPUR,10851,6803,6252,667,308,14030
BIHAR,NAWADA,GOVINDPUR,1661,1120,1318,105,192,2734
BIHAR,NAWADA,HASUA,2392,926,2186,22,107,3241
BIHAR,NAWADA,KASHICHAK,2440,1185,1566,509,28,3288
BIHAR,NAWADA,KAWAKOLE,2246,1326,943,58,94,2421
BIHAR,NAWADA,MESKAUR,1989,814,962,347,162,2285
BIHAR,NAWADA,NARDIGUNJ,5860,3331,2827,1215,510,7882
BIHAR,NAWADA,NARHAT,4627,2210,2074,392,100,4777
BIHAR,NAWADA,NAWADA,7241,3725,3289,1528,244,8786
BIHAR,NAWADA,PAKRIBRAWAN,4584,2173,2335,377,381,5266
BIHAR,NAWADA,RAJAULI,6879,3406,3435,597,44,7481
BIHAR,NAWADA,ROH,4193,2282,1969,217,6,4473
BIHAR,NAWADA,SIRDALA,2438,1240,1114,261,22,2637
BIHAR,NAWADA,WARISALIGUNJ,6049,3051,2814,760,211,6836
BIHAR,PATNA,ATHAMALGOLA,1902,434,1097,138,300,1969
BIHAR,PATNA,BAKHTIARPUR,1955,649,1035,288,128,2100
BIHAR,PATNA,BARH,3189,1577,1476,118,24,3194
BIHAR,PATNA,BELCHCHI,1020,491,449,40,50,1029
BIHAR,PATNA,BIHTA,6421,2353,3170,676,1378,7577
BIHAR,PATNA,DANAPUR-CUM-KHAGAUL,3048,2098,1925,0,0,4024
BIHAR,PATNA,DANIYAWAN,2265,1126,1130,29,14,2299
BIHAR,PATNA,DHANARUA,7869,4973,5196,155,2,10325
BIHAR,PATNA,DULHIN BAZAR,1745,1092,790,36,20,1938
BIHAR,PATNA,FATUHA,5101,1675,3100,22,890,5687
BIHAR,PATNA,GHOSWARI,2084,955,1129,0,0,2084
BIHAR,PATNA,KHUSRUPUR,722,202,526,0,0,728
BIHAR,PATNA,MANER,2639,1325,1183,44,261,2814
BIHAR,PATNA,MASAURHI,11302,6801,5051,322,28,12202
BIHAR,PATNA,MOKAMA,2023,955,1128,5,82,2171
BIHAR,PATNA,NAUBATPUR,7987,4015,3974,71,0,8060
BIHAR,PATNA,PALIGANJ,2704,1405,1372,246,46,3067
BIHAR,PATNA,PANDARAK,3907,1517,2568,276,7,4368
BIHAR,PATNA,PATNA SADAR,1373,686,722,95,12,1514
BIHAR,PATNA,PHULWARI,5695,2621,3235,40,447,6342
BIHAR,PATNA,PUNPUN,7414,3696,3709,0,10,7414
BIHAR,PATNA,SAMPATCHAK,4280,2140,2116,24,0,4280
BIHAR,PATNA,VIKRAM,4179,1895,2447,3,0,4345
BIHAR,PURNIA,AMOUR,5592,5505,5311,2479,447,13742
BIHAR,PURNIA,BAISA,6050,5507,5392,90,161,11150
BIHAR,PURNIA,BAISI,6046,3883,5223,937,3099,13141
BIHAR,PURNIA,BANMANKHI,7323,4667,5464,299,1036,11466
BIHAR,PURNIA,BARHARA KOTHI,6130,2995,8443,0,0,11438
BIHAR,PURNIA,BHAWANIPUR,4449,1656,1984,0,1313,4953
BIHAR,PURNIA,DAGARUA,8652,5746,8363,2,49,14160
BIHAR,PURNIA,DHAMDAHA,5853,3828,4140,702,233,8903
BIHAR,PURNIA,JALALGARH,2375,924,2204,172,276,3576
BIHAR,PURNIA,KASBA,4331,2309,3467,638,1,6416
BIHAR,PURNIA,KRITYANAND NAGAR,3892,2350,1655,0,321,4325
BIHAR,PURNIA,PURNEA EAST,7123,5113,6437,224,243,12017
BIHAR,PURNIA,RUPOULI,6296,4749,7338,0,0,12087
BIHAR,PURNIA,SRINAGAR,3944,2958,4930,0,0,7888
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,2473,2309,1776,139,46,4271
BIHAR,ROHTAS(SASARAM),BIKRAMGANJ,4016,3162,3064,2,7,6234
BIHAR,ROHTAS(SASARAM),CHENARI,1341,1057,615,24,7,1702
BIHAR,ROHTAS(SASARAM),DAWATH,2390,2073,1870,1,12,3955
BIHAR,ROHTAS(SASARAM),DEHRI,8346,4431,4495,369,170,9465
BIHAR,ROHTAS(SASARAM),DINARA,6694,5110,4543,125,14,9792
BIHAR,ROHTAS(SASARAM),KARAKAT,3965,2663,2553,142,31,5389
BIHAR,ROHTAS(SASARAM),KARGAHAR,13323,10274,9124,11,55,19463
BIHAR,ROHTAS(SASARAM),KOCHAS,11720,7137,7433,45,31,14646
BIHAR,ROHTAS(SASARAM),NASRIGANJ,2042,1900,1098,113,12,3123
